,AMC,ENTG,FANG,NUAN,SBNY,GGG,BILL,FIVN,WSM,PWR,CHGG,TTC,TREX,RH,TPR,PENN,AMH,FND,GME,AXON,FIVE,CREE,DAR,RGEN,LPLA,DECK,GH,MRO,GLPI,NCLH,CSL,LAD,ZNGA,HUBB,AZPN,EWBC,PFPT,DXC,CLF,OLED,JLL,CMA,MANH,RS,PEN,WSO,WEA.,MIDD,ESTC,MKSI,SYNH,TPL,FHN,BFAM,CUBE,LAMR,COLD,SCI,NTLA,ATR,NTRA,TRGP,AMED,CIEN,CRSP,FSLR,SMAR,KIM,CONE,BERY,ACM,FLEX,WEX,KSS,STOR,UTHR,LSI,BRKR,ZION,OSK,NNN,CPRI,NLSN,FRT,BYND,BLDR,AGCO,JBL,DCI,GNTX,OGN,EHC,TPD.,PII,ITT,OVV,IIVI,SITE,USFD,HRC,APA,SMG,PVH,CBSH,RGLD,REXR,BC,YETI,LECO,CHE,IAA,WWD,CROX,LSCC,NTNX,STWD,AIRC,PCTY,CNXC,ARES,XEC,EEFT,GPS,KRC,ORI,CASY,FRPT,PBCT,AMG,JEF,PLAN,TLRY,VRT,HOG,MAT,TTEK,XLRN,NVST,BRKS,SLAB,FR,OGE,FAF,AA,SF,SGMS,COG,VMEO,BRX,CHDN,SKX,LEG,POST,HQY,SON,EGP,TOL,WH,CFR,OMCL,ACC,SLM,EME,PNFP,UPWK,FATE,FUO.,SRCL,TMX,PB,CACI,NYT,FFIN,DKS,BLD,LITE,MAN,AXTA,FOXF,BJ,TXRH,SNV,COHR,AYI,MSA,JCOM,WMS,OLN,MDU,PRGO,PFGC,TNDM,NXST,VRNS,LHCG,ARWR,HBI,LSTR,BPOP,GMED,X,LPX,SPCE,BHVN,INGR,VAC,WAL,TPX,DLB,JHG,RXN,STAG,PLNT,HTA,THC,THO,AN,LFUS,XPO,PACB,SAIA,ZI,MORN,VSCO WI,GTLS,GXO WI,RBC,EXP,COR,MGP,M,STMP,NEP,POWI,GXO,VSCO,SWAV,SYNA,PSTG,RGA,RPD,RARE,INSP,EVBG,BL,ASAN,EXEL,SRPT,MRTX,n/a,UPST,SUM
07/23/2021,0.33,0.32,0.27,0.32,0.26,0.27,0.28,0.25,0.25,0.25,0.25,0.25,0.24,0.23,0.23,0.22,0.25,0.24,0.22,0.23,0.22,0.2,0.23,0.22,0.22,0.22,0.21,0.19,0.22,0.18,0.22,0.22,0.2,0.22,0.2,0.2,0.2,0.2,0.19,0.2,0.21,0.19,0.19,0.2,0.19,0.19,0.2,0.21,0.19,0.18,0.19,0.19,0.18,0.19,0.19,0.19,0.2,0.2,0.18,0.18,0.17,0.17,0.18,0.17,0.15,0.16,0.17,0.18,0.18,0.18,0.18,0.16,0.17,0.16,0.18,0.17,0.17,0.18,0.17,0.16,0.18,0.15,0.17,0.17,0.15,0.17,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.17,0.14,0.15,0.16,0.15,0.16,0.14,0.16,0.15,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.14,0.14,0.15,0.16,0.16,0.15,0.15,0.13,0.14,0.13,0.15,0.14,0.15,0.14,0.14,0.15,0.14,0.14,0.0,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.15,0.14,0.14,0.13,0.14,0.0,0.13,0.0,0.14,0.13,0.14,0.13,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.14,0.14,0.13,0.14,0.14,0.12,0.13,0.13,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.0,0.0,0.14,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.13,0.13,0.14,0.13,0.12,0.0,0.13,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.0,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.599999999999994
07/26/2021,0.29,0.33,0.28,0.32,0.26,0.26,0.29,0.26,0.24,0.26,0.25,0.25,0.24,0.23,0.23,0.23,0.24,0.25,0.2,0.23,0.22,0.21,0.23,0.22,0.22,0.23,0.21,0.19,0.21,0.19,0.22,0.23,0.19,0.22,0.2,0.21,0.2,0.2,0.2,0.2,0.21,0.19,0.19,0.2,0.19,0.2,0.0,0.21,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.2,0.18,0.18,0.18,0.18,0.18,0.17,0.15,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.17,0.16,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.15,0.17,0.17,0.15,0.18,0.16,0.16,0.17,0.16,0.16,0.16,0.0,0.16,0.17,0.15,0.15,0.16,0.14,0.16,0.14,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.15,0.17,0.15,0.18,0.15,0.14,0.15,0.16,0.15,0.15,0.15,0.13,0.14,0.13,0.15,0.14,0.14,0.14,0.13,0.14,0.14,0.15,0.0,0.14,0.12,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.15,0.14,0.14,0.0,0.13,0.0,0.13,0.13,0.14,0.13,0.13,0.12,0.13,0.14,0.13,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.0,0.13,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.0,0.0,0.13,0.14,0.13,0.0,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.0,0.13,0.0,0.13,0.13,0.14,0.13,0.0,0.12,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.2,0.16,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.559999999999995
07/27/2021,0.28,0.33,0.27,0.32,0.26,0.26,0.29,0.25,0.24,0.26,0.25,0.25,0.24,0.24,0.23,0.22,0.25,0.26,0.2,0.23,0.23,0.21,0.22,0.22,0.22,0.23,0.21,0.19,0.21,0.19,0.22,0.23,0.19,0.22,0.2,0.21,0.2,0.2,0.21,0.2,0.21,0.19,0.2,0.2,0.19,0.2,0.0,0.21,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.2,0.17,0.18,0.18,0.18,0.18,0.18,0.15,0.16,0.18,0.18,0.18,0.17,0.18,0.17,0.18,0.16,0.18,0.17,0.18,0.18,0.17,0.17,0.18,0.15,0.17,0.17,0.14,0.18,0.16,0.16,0.17,0.16,0.16,0.16,0.0,0.16,0.17,0.14,0.15,0.16,0.14,0.16,0.14,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.15,0.17,0.15,0.17,0.15,0.14,0.15,0.16,0.15,0.15,0.15,0.13,0.14,0.13,0.15,0.14,0.15,0.14,0.13,0.14,0.14,0.15,0.0,0.14,0.13,0.13,0.15,0.14,0.13,0.14,0.13,0.14,0.14,0.15,0.14,0.14,0.0,0.13,0.0,0.13,0.13,0.15,0.13,0.13,0.0,0.13,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.0,0.13,0.14,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.0,0.14,0.14,0.13,0.0,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.13,0.12,0.13,0.13,0.14,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.14,0.0,0.0,0.2,0.16,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.669999999999995
07/28/2021,0.28,0.33,0.27,0.32,0.26,0.26,0.29,0.25,0.24,0.26,0.25,0.25,0.24,0.24,0.23,0.22,0.25,0.26,0.2,0.23,0.23,0.21,0.22,0.22,0.22,0.23,0.21,0.19,0.21,0.19,0.22,0.23,0.19,0.22,0.2,0.21,0.2,0.2,0.21,0.2,0.21,0.19,0.2,0.2,0.19,0.2,0.0,0.21,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.2,0.17,0.18,0.18,0.18,0.18,0.18,0.15,0.16,0.18,0.18,0.18,0.17,0.18,0.17,0.18,0.16,0.18,0.17,0.18,0.18,0.17,0.17,0.18,0.15,0.17,0.17,0.14,0.18,0.16,0.16,0.17,0.16,0.16,0.16,0.0,0.16,0.17,0.14,0.15,0.16,0.14,0.16,0.14,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.15,0.17,0.15,0.17,0.15,0.14,0.15,0.16,0.15,0.15,0.15,0.13,0.14,0.13,0.15,0.14,0.15,0.14,0.13,0.14,0.14,0.15,0.0,0.14,0.13,0.13,0.15,0.14,0.13,0.14,0.13,0.14,0.14,0.15,0.14,0.14,0.0,0.13,0.0,0.13,0.13,0.15,0.13,0.13,0.0,0.13,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.0,0.13,0.14,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.0,0.14,0.14,0.13,0.0,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.13,0.12,0.13,0.13,0.14,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.14,0.0,0.0,0.2,0.16,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.669999999999995
07/29/2021,0.31,0.33,0.28,0.32,0.26,0.26,0.29,0.26,0.24,0.25,0.25,0.25,0.23,0.23,0.23,0.23,0.24,0.26,0.21,0.23,0.22,0.21,0.23,0.22,0.22,0.23,0.19,0.19,0.21,0.19,0.22,0.22,0.19,0.22,0.2,0.21,0.2,0.2,0.21,0.2,0.22,0.19,0.19,0.2,0.18,0.19,0.0,0.21,0.19,0.18,0.18,0.19,0.18,0.19,0.19,0.18,0.19,0.2,0.16,0.18,0.17,0.18,0.17,0.18,0.14,0.16,0.17,0.18,0.18,0.17,0.18,0.17,0.18,0.16,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.14,0.17,0.16,0.17,0.16,0.16,0.15,0.16,0.0,0.16,0.17,0.15,0.14,0.16,0.14,0.16,0.14,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.17,0.15,0.14,0.15,0.16,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.15,0.14,0.13,0.15,0.14,0.14,0.0,0.14,0.13,0.15,0.15,0.13,0.13,0.14,0.13,0.14,0.14,0.14,0.15,0.14,0.0,0.13,0.0,0.13,0.13,0.15,0.13,0.13,0.0,0.13,0.14,0.13,0.13,0.13,0.13,0.14,0.0,0.13,0.14,0.13,0.13,0.0,0.13,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.14,0.14,0.14,0.0,0.0,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.0,0.13,0.12,0.13,0.13,0.13,0.13,0.0,0.0,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.2,0.16,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.49999999999999
07/30/2021,0.29,0.32,0.28,0.32,0.25,0.26,0.29,0.26,0.24,0.25,0.25,0.25,0.23,0.23,0.23,0.23,0.25,0.26,0.2,0.23,0.22,0.2,0.23,0.24,0.22,0.23,0.19,0.18,0.22,0.19,0.22,0.23,0.19,0.22,0.2,0.21,0.2,0.2,0.21,0.2,0.22,0.19,0.19,0.2,0.18,0.19,0.0,0.21,0.19,0.18,0.19,0.18,0.18,0.19,0.19,0.19,0.19,0.2,0.16,0.18,0.17,0.18,0.17,0.18,0.14,0.16,0.17,0.18,0.18,0.17,0.18,0.17,0.18,0.16,0.18,0.17,0.18,0.18,0.17,0.17,0.18,0.15,0.17,0.17,0.14,0.18,0.16,0.17,0.17,0.16,0.15,0.16,0.0,0.16,0.17,0.14,0.14,0.16,0.15,0.17,0.14,0.15,0.15,0.15,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.17,0.15,0.14,0.15,0.16,0.15,0.15,0.15,0.13,0.14,0.13,0.15,0.14,0.15,0.14,0.14,0.15,0.14,0.14,0.0,0.14,0.0,0.15,0.14,0.13,0.14,0.13,0.13,0.14,0.14,0.15,0.14,0.14,0.0,0.13,0.0,0.14,0.13,0.15,0.13,0.13,0.0,0.13,0.14,0.13,0.13,0.13,0.14,0.14,0.12,0.14,0.14,0.12,0.0,0.0,0.13,0.14,0.13,0.14,0.13,0.13,0.14,0.14,0.12,0.13,0.13,0.13,0.14,0.14,0.0,0.0,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.13,0.13,0.13,0.0,0.0,0.14,0.0,0.12,0.2,0.15,0.13,0.0,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.559999999999995
08/02/2021,0.29,0.33,0.28,0.32,0.25,0.26,0.28,0.27,0.24,0.26,0.26,0.25,0.22,0.23,0.23,0.22,0.24,0.26,0.18,0.23,0.22,0.2,0.23,0.25,0.23,0.23,0.19,0.19,0.21,0.19,0.22,0.23,0.19,0.22,0.2,0.21,0.2,0.21,0.23,0.21,0.23,0.2,0.21,0.2,0.18,0.19,0.0,0.21,0.19,0.17,0.19,0.18,0.18,0.18,0.19,0.19,0.18,0.21,0.17,0.18,0.17,0.18,0.17,0.18,0.14,0.16,0.17,0.18,0.17,0.17,0.18,0.17,0.17,0.16,0.17,0.17,0.18,0.17,0.17,0.16,0.17,0.15,0.16,0.17,0.14,0.17,0.16,0.17,0.17,0.17,0.15,0.16,0.0,0.15,0.17,0.14,0.15,0.16,0.14,0.18,0.14,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.18,0.15,0.14,0.15,0.15,0.15,0.14,0.16,0.13,0.15,0.13,0.15,0.14,0.15,0.13,0.13,0.13,0.14,0.15,0.13,0.14,0.0,0.15,0.14,0.14,0.14,0.13,0.13,0.14,0.14,0.15,0.15,0.14,0.0,0.13,0.0,0.14,0.13,0.15,0.13,0.0,0.0,0.13,0.14,0.14,0.14,0.13,0.12,0.14,0.0,0.13,0.14,0.13,0.13,0.0,0.13,0.14,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.14,0.14,0.13,0.0,0.0,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.0,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.0,0.13,0.13,0.0,0.0,0.14,0.0,0.0,0.19,0.17,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.60999999999999
08/03/2021,0.28,0.33,0.27,0.32,0.25,0.27,0.29,0.27,0.23,0.26,0.25,0.25,0.23,0.23,0.24,0.22,0.24,0.26,0.18,0.23,0.22,0.21,0.23,0.26,0.22,0.23,0.19,0.19,0.21,0.18,0.22,0.23,0.19,0.22,0.2,0.21,0.2,0.2,0.24,0.21,0.23,0.19,0.21,0.2,0.18,0.19,0.19,0.22,0.19,0.18,0.19,0.18,0.18,0.18,0.19,0.19,0.19,0.21,0.17,0.17,0.18,0.17,0.18,0.18,0.15,0.17,0.17,0.18,0.17,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.16,0.17,0.14,0.17,0.17,0.17,0.17,0.17,0.15,0.17,0.17,0.15,0.17,0.13,0.15,0.16,0.14,0.18,0.14,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.18,0.15,0.14,0.15,0.16,0.16,0.15,0.16,0.13,0.15,0.13,0.15,0.14,0.15,0.13,0.13,0.14,0.14,0.15,0.12,0.14,0.0,0.15,0.15,0.14,0.14,0.14,0.13,0.14,0.14,0.15,0.15,0.14,0.0,0.13,0.0,0.14,0.13,0.15,0.13,0.13,0.0,0.13,0.14,0.14,0.13,0.13,0.13,0.14,0.0,0.13,0.14,0.0,0.12,0.13,0.13,0.14,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.14,0.14,0.0,0.0,0.0,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.14,0.13,0.13,0.13,0.14,0.13,0.12,0.0,0.13,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75999999999999
08/04/2021,0.28,0.33,0.27,0.32,0.25,0.27,0.29,0.27,0.23,0.26,0.25,0.25,0.23,0.23,0.24,0.22,0.24,0.26,0.18,0.23,0.22,0.21,0.23,0.26,0.22,0.23,0.19,0.19,0.21,0.18,0.22,0.23,0.19,0.22,0.2,0.21,0.2,0.2,0.24,0.21,0.23,0.19,0.21,0.2,0.18,0.19,0.19,0.22,0.19,0.18,0.19,0.18,0.18,0.18,0.19,0.19,0.19,0.21,0.17,0.17,0.18,0.17,0.18,0.18,0.15,0.17,0.17,0.18,0.17,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.16,0.17,0.14,0.17,0.17,0.17,0.17,0.17,0.15,0.17,0.17,0.15,0.17,0.13,0.15,0.16,0.14,0.18,0.14,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.18,0.15,0.14,0.15,0.16,0.16,0.15,0.16,0.13,0.15,0.13,0.15,0.14,0.15,0.13,0.13,0.14,0.14,0.15,0.12,0.14,0.0,0.15,0.15,0.14,0.14,0.14,0.13,0.14,0.14,0.15,0.15,0.14,0.0,0.13,0.0,0.14,0.13,0.15,0.13,0.13,0.0,0.13,0.14,0.14,0.13,0.13,0.13,0.14,0.0,0.13,0.14,0.0,0.12,0.13,0.13,0.14,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.14,0.14,0.0,0.0,0.0,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.14,0.13,0.13,0.13,0.14,0.13,0.12,0.0,0.13,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75999999999999
08/05/2021,0.27,0.33,0.27,0.32,0.24,0.27,0.29,0.27,0.24,0.25,0.26,0.25,0.23,0.22,0.24,0.22,0.24,0.25,0.18,0.24,0.22,0.21,0.23,0.26,0.22,0.24,0.2,0.18,0.21,0.17,0.21,0.23,0.19,0.22,0.2,0.21,0.2,0.22,0.23,0.21,0.23,0.19,0.21,0.2,0.18,0.18,0.19,0.22,0.18,0.18,0.19,0.18,0.17,0.18,0.2,0.19,0.19,0.21,0.17,0.17,0.18,0.17,0.17,0.18,0.15,0.17,0.17,0.18,0.17,0.17,0.18,0.18,0.16,0.16,0.17,0.16,0.18,0.18,0.17,0.16,0.17,0.17,0.16,0.17,0.14,0.17,0.17,0.17,0.17,0.17,0.15,0.17,0.17,0.15,0.17,0.13,0.15,0.15,0.14,0.19,0.14,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.16,0.15,0.17,0.15,0.18,0.16,0.14,0.15,0.16,0.15,0.15,0.16,0.13,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.14,0.15,0.12,0.14,0.0,0.15,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.15,0.15,0.14,0.0,0.13,0.0,0.14,0.13,0.15,0.13,0.13,0.0,0.13,0.14,0.14,0.13,0.13,0.13,0.14,0.12,0.13,0.14,0.0,0.13,0.13,0.13,0.14,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,0.13,0.13,0.0,0.13,0.13,0.13,0.13,0.14,0.13,0.0,0.0,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.669999999999995
08/09/2021,0.25,0.33,0.28,0.31,0.25,0.26,0.29,0.27,0.24,0.25,0.24,0.24,0.24,0.23,0.24,0.23,0.24,0.26,0.17,0.24,0.23,0.22,0.23,0.26,0.22,0.24,0.2,0.19,0.22,0.18,0.21,0.22,0.18,0.21,0.19,0.21,0.2,0.2,0.22,0.21,0.26,0.2,0.2,0.19,0.19,0.18,0.19,0.21,0.19,0.17,0.18,0.18,0.17,0.18,0.2,0.19,0.18,0.22,0.2,0.17,0.19,0.17,0.13,0.18,0.16,0.17,0.17,0.25,0.18,0.17,0.17,0.17,0.16,0.16,0.17,0.19,0.18,0.17,0.17,0.16,0.17,0.18,0.16,0.16,0.14,0.18,0.17,0.17,0.17,0.16,0.15,0.16,0.17,0.16,0.17,0.13,0.14,0.17,0.14,0.18,0.14,0.14,0.16,0.15,0.15,0.16,0.16,0.17,0.16,0.15,0.15,0.14,0.19,0.16,0.14,0.15,0.16,0.16,0.15,0.16,0.13,0.14,0.13,0.14,0.14,0.14,0.0,0.13,0.14,0.15,0.15,0.0,0.14,0.0,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.0,0.13,0.0,0.14,0.13,0.15,0.13,0.0,0.0,0.13,0.14,0.14,0.13,0.13,0.13,0.14,0.12,0.13,0.14,0.0,0.14,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.14,0.15,0.0,0.13,0.13,0.13,0.14,0.0,0.13,0.0,0.0,0.0,0.13,0.13,0.13,0.13,0.13,0.0,0.14,0.13,0.12,0.0,0.13,0.14,0.12,0.12,0.0,0.13,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.13,0.14,0.13,0.13,0.12,0.12,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.66
08/10/2021,0.25,0.32,0.28,0.31,0.26,0.26,0.28,0.26,0.24,0.25,0.23,0.24,0.25,0.22,0.24,0.22,0.23,0.24,0.17,0.24,0.23,0.21,0.23,0.26,0.23,0.24,0.2,0.19,0.22,0.18,0.21,0.22,0.15,0.21,0.2,0.21,0.2,0.21,0.23,0.19,0.26,0.2,0.21,0.2,0.18,0.18,0.0,0.21,0.19,0.18,0.18,0.18,0.17,0.17,0.19,0.19,0.18,0.21,0.2,0.17,0.18,0.18,0.12,0.18,0.16,0.17,0.17,0.25,0.18,0.17,0.17,0.18,0.15,0.17,0.17,0.19,0.18,0.18,0.18,0.16,0.17,0.18,0.16,0.16,0.14,0.18,0.17,0.17,0.17,0.16,0.15,0.16,0.0,0.15,0.16,0.13,0.14,0.17,0.14,0.18,0.14,0.14,0.16,0.15,0.15,0.16,0.16,0.17,0.16,0.14,0.15,0.13,0.18,0.17,0.14,0.15,0.15,0.18,0.15,0.16,0.13,0.14,0.13,0.14,0.14,0.14,0.0,0.14,0.14,0.15,0.15,0.0,0.14,0.0,0.15,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.15,0.15,0.14,0.0,0.13,0.0,0.14,0.13,0.15,0.13,0.13,0.0,0.13,0.14,0.13,0.13,0.13,0.14,0.14,0.12,0.13,0.15,0.0,0.14,0.0,0.12,0.0,0.13,0.13,0.14,0.13,0.14,0.15,0.12,0.13,0.13,0.13,0.14,0.0,0.13,0.0,0.12,0.0,0.12,0.13,0.13,0.13,0.13,0.0,0.13,0.13,0.0,0.0,0.13,0.14,0.12,0.13,0.12,0.13,0.0,0.0,0.13,0.0,0.0,0.2,0.16,0.13,0.13,0.14,0.13,0.12,0.12,0.12,0.13,0.12,0.13,0.15,0.0,0.13,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.52
