,AAPL,MSFT,AMZN,OXY,PFE,WFC,MGM,HBAN,LUMN,US Dollar,GS,LEN,FB,GOOGL,GOOG,CPB,NTRS,JNPR,NTAP,NLY,VRT,T,D,USB,BRK.B,DVA,CAH,ZION,JPM,JNJ,BERY,V,UNH,CVS,ARW,ABBV,TMO,PG,MDT,VLY,PB,ABT,MRK,LLY,RRC,DHR,ISRG,INTC,AMGN,BMY,DBI,OI,STNG,CAR,ESI,MX,PAG,UNFI,BCEI,LAZ,REGN,THG,R,GPRE,ADS,AXL,DHT,ESRT,GILD,IDXX,MGY,MUR,NRZ,ZTS,AVT,HTH,TTMI,SYK,PKI,PDCE,OVV,CXP,GES,EOG,FANG,ANTM,ABC,ASB,ILMN,SUN,MRO,LGND,HOMB,CNC,BSM,ALGN,COP,XOM,REGI,PXD,EW,CI,BIIB,BDX,ALB,ABMD,NGVT,INT,VVV,RAD,PSX,MPC,MAG.TO,AVYA,FNV.TO,ECL,DK,CTVA,CNX,CVX,APA,CC,RGLD,VLO,HCC,RPM,WPM.TO,PPG,CF,BSX,KL.TO,DD,FMC,HFC,NEM,WLK,AGI.TO,SIL.TO,SSL.TO,RS,NUE,VRTX,LYB,DOW,LAUR,ABX.TO,SSRM,EMN,FR.TO,HCA,ELD.TO,SVM.TO,RMD,PVG.TO,PBF,IQV,PAAS.TO,FCX,DRD,AU,A,SPCE,BK,PARR,K.TO,NTCT,MTD,FL9.,FVI.TO,NBR,BVN.,WAT,CRL,FOSL,GEF,HOLX,STAR,LH,MCK,STE,VGR,DGX,WELL,TFX,ATCO,MIC,IHRT,BFAM,BIO,VTRS,TGI,TGT,SFL,SRG,JWN,SGMS,LYFT,HXL,HSIC,DG,AUB,AAP,WRE,SBUX,PEB,Us Dollars,Black Stone Minerals LP Partnership Units,CVI,INCY,FRT,AKR,PDM,JBGS,MGP,MCD,HLT,MAR,KW,PNC,GE,MTB,ATUS,AGNC,DXC,TSLA,NVDA,ASO,FTI,NXST,SWBI,ACM,HRB,BIG,QRTEA,SYF,SLG,MAXR,TEN,RF,GPI,TMX,VST,AMCX,NEP,BXS,MDRX,COF,KMT,ACI,UBSI,NOMD,AXS,AR,AA,MPLN,CRM,SRCL,TMHC,UHS,WY,ZBH,EAF,BBBY,CTLT,ABCB,XRAY,EXPE,RTX,COO,KO,WST,IBM,BAX,CERN,CYH,ENPH,DXCM,PRGO,SJM,ORLY,n/a,HUM,MRNA,AZO,SUM
07/23/2021,5.14,4.63,3.42,2.49,2.7,2.4,2.1,2.18,2.04,0.0,2.0,1.95,1.71,1.6,1.59,1.47,1.38,1.42,1.35,1.28,1.32,1.34,1.24,1.18,1.18,1.16,1.15,1.01,1.0,1.01,0.92,0.93,0.88,0.85,0.79,0.64,0.62,0.55,0.51,0.5,0.42,0.43,0.42,0.41,0.38,0.4,0.35,0.35,0.34,0.34,0.28,0.3,0.24,0.27,0.3,0.27,0.29,0.26,0.22,0.26,0.29,0.27,0.25,0.27,0.24,0.22,0.22,0.24,0.25,0.26,0.22,0.2,0.23,0.26,0.25,0.23,0.23,0.23,0.24,0.19,0.2,0.22,0.2,0.2,0.2,0.24,0.23,0.22,0.23,0.21,0.2,0.22,0.21,0.23,0.0,0.22,0.21,0.2,0.21,0.19,0.21,0.22,0.21,0.22,0.23,0.21,0.2,0.2,0.2,0.2,0.18,0.18,0.18,0.2,0.21,0.21,0.17,0.19,0.19,0.2,0.18,0.18,0.2,0.16,0.19,0.2,0.19,0.2,0.18,0.19,0.2,0.18,0.19,0.18,0.18,0.17,0.18,0.15,0.18,0.18,0.19,0.18,0.17,0.18,0.19,0.18,0.18,0.18,0.15,0.19,0.17,0.16,0.18,0.17,0.12,0.18,0.17,0.16,0.17,0.17,0.18,0.12,0.16,0.14,0.16,0.17,0.17,0.0,0.14,0.12,0.15,0.15,0.15,0.13,0.14,0.14,0.16,0.15,0.15,0.14,0.14,0.14,0.13,0.12,0.12,0.13,0.12,0.13,0.14,0.12,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.12,0.13,0.12,0.12,0.0,1.78,0.22,0.13,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.57
07/26/2021,5.17,4.68,3.43,2.65,2.73,2.46,2.2,2.21,2.0,0.0,2.05,1.98,1.75,1.61,1.6,1.38,1.38,1.43,1.32,1.28,1.33,1.32,1.18,1.18,1.17,1.16,1.19,1.04,1.0,1.0,0.89,0.92,0.88,0.85,0.8,0.64,0.61,0.53,0.51,0.5,0.41,0.42,0.41,0.4,0.39,0.4,0.36,0.35,0.33,0.34,0.29,0.29,0.24,0.3,0.3,0.27,0.31,0.25,0.22,0.26,0.28,0.27,0.26,0.27,0.25,0.22,0.22,0.24,0.24,0.26,0.22,0.22,0.22,0.26,0.25,0.22,0.22,0.23,0.24,0.2,0.22,0.23,0.21,0.21,0.21,0.24,0.24,0.22,0.23,0.22,0.2,0.22,0.2,0.23,0.0,0.23,0.21,0.2,0.22,0.2,0.21,0.22,0.21,0.21,0.24,0.21,0.2,0.2,0.19,0.2,0.18,0.19,0.18,0.2,0.21,0.21,0.17,0.19,0.19,0.2,0.18,0.18,0.2,0.16,0.2,0.19,0.19,0.19,0.19,0.2,0.19,0.18,0.19,0.18,0.17,0.17,0.18,0.17,0.18,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.15,0.21,0.17,0.16,0.18,0.17,0.12,0.17,0.17,0.17,0.17,0.17,0.18,0.0,0.16,0.15,0.16,0.17,0.17,0.0,0.13,0.13,0.15,0.15,0.15,0.13,0.14,0.14,0.16,0.15,0.16,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.12,0.13,0.12,0.12,0.12,1.74,0.22,0.13,0.12,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.09
07/27/2021,5.22,4.72,3.44,2.6,2.74,2.43,2.17,2.22,1.99,0.0,2.05,2.03,1.84,1.67,1.65,1.39,1.39,1.44,1.32,1.27,1.34,1.33,1.2,1.18,1.17,1.16,1.19,1.05,1.0,1.01,0.89,0.93,0.88,0.86,0.81,0.64,0.61,0.54,0.52,0.5,0.41,0.42,0.41,0.41,0.39,0.4,0.36,0.33,0.33,0.34,0.29,0.29,0.24,0.31,0.3,0.26,0.3,0.25,0.22,0.26,0.28,0.27,0.26,0.27,0.25,0.22,0.22,0.23,0.24,0.26,0.22,0.22,0.22,0.26,0.25,0.21,0.22,0.23,0.25,0.2,0.21,0.23,0.21,0.21,0.2,0.24,0.24,0.23,0.23,0.22,0.2,0.21,0.2,0.23,0.0,0.23,0.21,0.2,0.21,0.19,0.22,0.22,0.21,0.22,0.24,0.21,0.2,0.2,0.19,0.2,0.18,0.19,0.18,0.19,0.21,0.21,0.17,0.19,0.19,0.2,0.18,0.18,0.2,0.16,0.2,0.2,0.19,0.19,0.19,0.2,0.19,0.18,0.19,0.18,0.17,0.17,0.18,0.17,0.18,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.15,0.21,0.16,0.16,0.18,0.16,0.0,0.18,0.17,0.17,0.16,0.17,0.18,0.0,0.16,0.15,0.16,0.17,0.17,0.0,0.13,0.12,0.15,0.16,0.15,0.13,0.14,0.15,0.16,0.15,0.16,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.14,0.12,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.13,0.13,0.12,0.13,0.0,1.74,0.22,0.13,0.12,0.12,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.43000000000002
07/28/2021,5.22,4.72,3.44,2.6,2.74,2.43,2.17,2.22,1.99,0.0,2.05,2.03,1.84,1.67,1.65,1.39,1.39,1.44,1.32,1.27,1.34,1.33,1.2,1.18,1.17,1.16,1.19,1.05,1.0,1.01,0.89,0.93,0.88,0.86,0.81,0.64,0.61,0.54,0.52,0.5,0.41,0.42,0.41,0.41,0.39,0.4,0.36,0.33,0.33,0.34,0.29,0.29,0.24,0.31,0.3,0.26,0.3,0.25,0.22,0.26,0.28,0.27,0.26,0.27,0.25,0.22,0.22,0.23,0.24,0.26,0.22,0.22,0.22,0.26,0.25,0.21,0.22,0.23,0.25,0.2,0.21,0.23,0.21,0.21,0.2,0.24,0.24,0.23,0.23,0.22,0.2,0.21,0.2,0.23,0.0,0.23,0.21,0.2,0.21,0.19,0.22,0.22,0.21,0.22,0.24,0.21,0.2,0.2,0.19,0.2,0.18,0.19,0.18,0.19,0.21,0.21,0.17,0.19,0.19,0.2,0.18,0.18,0.2,0.16,0.2,0.2,0.19,0.19,0.19,0.2,0.19,0.18,0.19,0.18,0.17,0.17,0.18,0.17,0.18,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.15,0.21,0.16,0.16,0.18,0.16,0.0,0.18,0.17,0.17,0.16,0.17,0.18,0.0,0.16,0.15,0.16,0.17,0.17,0.0,0.13,0.12,0.15,0.16,0.15,0.13,0.14,0.15,0.16,0.15,0.16,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.14,0.12,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.13,0.13,0.12,0.13,0.0,1.74,0.22,0.13,0.12,0.12,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.43000000000002
07/29/2021,5.21,4.68,3.46,2.64,2.73,2.44,2.18,2.22,2.03,0.0,2.05,1.99,1.84,1.67,1.66,1.38,1.39,1.43,1.33,1.27,1.32,1.32,1.19,1.18,1.17,1.14,1.18,1.06,1.0,1.01,0.9,0.93,0.87,0.85,0.81,0.64,0.61,0.54,0.51,0.5,0.41,0.42,0.41,0.41,0.4,0.39,0.35,0.33,0.33,0.33,0.3,0.29,0.24,0.31,0.3,0.26,0.3,0.26,0.23,0.26,0.28,0.27,0.26,0.28,0.25,0.22,0.22,0.24,0.24,0.25,0.23,0.23,0.22,0.25,0.26,0.21,0.22,0.23,0.26,0.21,0.22,0.23,0.21,0.21,0.21,0.23,0.24,0.23,0.23,0.23,0.2,0.21,0.2,0.23,0.0,0.23,0.21,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.24,0.21,0.21,0.2,0.19,0.2,0.18,0.19,0.18,0.19,0.21,0.21,0.18,0.19,0.19,0.2,0.19,0.19,0.2,0.17,0.2,0.19,0.19,0.19,0.19,0.2,0.19,0.18,0.19,0.18,0.17,0.17,0.18,0.17,0.18,0.19,0.2,0.18,0.18,0.19,0.18,0.18,0.17,0.18,0.15,0.21,0.16,0.16,0.18,0.17,0.12,0.17,0.17,0.18,0.17,0.17,0.18,0.0,0.16,0.17,0.16,0.17,0.17,0.0,0.14,0.13,0.16,0.15,0.15,0.13,0.14,0.14,0.16,0.15,0.16,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.13,0.13,0.12,0.13,0.0,1.73,0.22,0.14,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.55
07/30/2021,5.15,4.66,3.4,2.56,2.76,2.45,2.12,2.23,2.01,0.0,2.05,2.02,1.82,1.65,1.64,1.39,1.4,1.44,1.32,1.28,1.34,1.33,1.22,1.19,1.18,1.15,1.19,1.06,1.0,1.01,0.9,0.94,0.87,0.86,0.81,0.64,0.61,0.54,0.52,0.5,0.41,0.42,0.41,0.41,0.38,0.4,0.36,0.33,0.33,0.33,0.29,0.29,0.24,0.31,0.3,0.25,0.3,0.26,0.22,0.26,0.28,0.26,0.26,0.26,0.25,0.22,0.22,0.24,0.24,0.26,0.22,0.22,0.22,0.26,0.26,0.21,0.22,0.24,0.26,0.2,0.21,0.23,0.21,0.21,0.2,0.24,0.24,0.23,0.23,0.22,0.19,0.21,0.2,0.22,0.0,0.23,0.21,0.21,0.2,0.19,0.22,0.21,0.21,0.22,0.23,0.21,0.21,0.2,0.19,0.2,0.18,0.19,0.18,0.19,0.21,0.21,0.18,0.19,0.19,0.2,0.18,0.19,0.2,0.17,0.2,0.19,0.19,0.19,0.19,0.2,0.19,0.18,0.19,0.18,0.17,0.17,0.18,0.17,0.18,0.19,0.2,0.18,0.18,0.19,0.18,0.18,0.17,0.18,0.15,0.21,0.17,0.16,0.19,0.16,0.0,0.17,0.17,0.18,0.17,0.17,0.18,0.0,0.16,0.16,0.16,0.17,0.17,0.0,0.13,0.12,0.16,0.15,0.15,0.13,0.14,0.14,0.16,0.15,0.16,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.14,0.12,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.13,0.13,0.12,0.13,0.0,1.74,0.23,0.14,0.0,0.12,0.0,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3
08/02/2021,5.07,4.62,3.35,2.59,2.78,2.5,2.11,2.28,1.96,0.0,2.05,2.08,1.76,1.69,1.62,1.36,1.4,1.41,1.33,1.29,1.35,1.32,1.19,1.18,1.17,1.13,1.19,1.08,1.0,1.0,0.89,0.92,0.86,0.84,0.83,0.64,0.61,0.53,0.52,0.51,0.42,0.42,0.4,0.41,0.38,0.4,0.36,0.33,0.32,0.33,0.29,0.29,0.24,0.32,0.3,0.24,0.32,0.26,0.23,0.27,0.28,0.27,0.27,0.28,0.24,0.23,0.22,0.23,0.24,0.26,0.23,0.23,0.23,0.26,0.26,0.21,0.22,0.24,0.27,0.2,0.2,0.23,0.21,0.21,0.21,0.24,0.24,0.23,0.23,0.23,0.2,0.21,0.2,0.21,0.0,0.25,0.21,0.21,0.21,0.2,0.22,0.21,0.21,0.22,0.25,0.21,0.22,0.22,0.19,0.2,0.18,0.2,0.19,0.19,0.22,0.21,0.18,0.2,0.18,0.2,0.19,0.19,0.2,0.17,0.22,0.19,0.2,0.19,0.18,0.2,0.2,0.18,0.19,0.19,0.18,0.17,0.18,0.18,0.18,0.2,0.21,0.18,0.18,0.19,0.19,0.19,0.18,0.19,0.16,0.21,0.17,0.16,0.19,0.17,0.12,0.17,0.17,0.19,0.17,0.18,0.18,0.0,0.17,0.17,0.17,0.17,0.17,0.0,0.14,0.13,0.16,0.16,0.15,0.13,0.14,0.15,0.17,0.15,0.16,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.14,0.12,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.13,0.13,0.12,0.12,0.0,1.73,0.23,0.14,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.57
08/03/2021,5.12,4.64,3.12,2.55,2.81,2.5,2.09,2.26,1.96,1.46,2.06,2.07,1.77,1.69,1.62,1.36,1.4,1.47,1.35,1.28,1.35,1.32,1.19,1.17,1.17,1.15,1.19,1.07,1.01,1.01,0.9,0.92,0.87,0.85,0.84,0.63,0.62,0.55,0.53,0.5,0.41,0.42,0.41,0.41,0.39,0.41,0.36,0.33,0.33,0.34,0.3,0.29,0.24,0.32,0.3,0.24,0.33,0.26,0.22,0.28,0.28,0.27,0.27,0.29,0.23,0.23,0.22,0.23,0.24,0.25,0.23,0.23,0.23,0.26,0.26,0.21,0.23,0.24,0.27,0.2,0.2,0.22,0.21,0.21,0.2,0.24,0.24,0.23,0.23,0.23,0.2,0.2,0.2,0.21,0.23,0.25,0.21,0.2,0.21,0.2,0.22,0.21,0.21,0.22,0.26,0.21,0.21,0.23,0.19,0.2,0.18,0.2,0.19,0.19,0.22,0.21,0.18,0.19,0.18,0.2,0.19,0.19,0.2,0.17,0.21,0.19,0.2,0.19,0.19,0.2,0.2,0.18,0.19,0.19,0.18,0.17,0.19,0.18,0.19,0.2,0.21,0.18,0.18,0.19,0.19,0.19,0.18,0.19,0.16,0.21,0.16,0.16,0.19,0.17,0.12,0.17,0.17,0.19,0.18,0.18,0.18,0.0,0.17,0.17,0.17,0.17,0.17,0.14,0.14,0.12,0.15,0.16,0.15,0.13,0.15,0.15,0.17,0.15,0.16,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.0,0.15,0.12,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3
08/04/2021,5.12,4.64,3.12,2.55,2.81,2.5,2.09,2.26,1.96,1.46,2.06,2.07,1.77,1.69,1.62,1.36,1.4,1.47,1.35,1.28,1.35,1.32,1.19,1.17,1.17,1.15,1.19,1.07,1.01,1.01,0.9,0.92,0.87,0.85,0.84,0.63,0.62,0.55,0.53,0.5,0.41,0.42,0.41,0.41,0.39,0.41,0.36,0.33,0.33,0.34,0.3,0.29,0.24,0.32,0.3,0.24,0.33,0.26,0.22,0.28,0.28,0.27,0.27,0.29,0.23,0.23,0.22,0.23,0.24,0.25,0.23,0.23,0.23,0.26,0.26,0.21,0.23,0.24,0.27,0.2,0.2,0.22,0.21,0.21,0.2,0.24,0.24,0.23,0.23,0.23,0.2,0.2,0.2,0.21,0.23,0.25,0.21,0.2,0.21,0.2,0.22,0.21,0.21,0.22,0.26,0.21,0.21,0.23,0.19,0.2,0.18,0.2,0.19,0.19,0.22,0.21,0.18,0.19,0.18,0.2,0.19,0.19,0.2,0.17,0.21,0.19,0.2,0.19,0.19,0.2,0.2,0.18,0.19,0.19,0.18,0.17,0.19,0.18,0.19,0.2,0.21,0.18,0.18,0.19,0.19,0.19,0.18,0.19,0.16,0.21,0.16,0.16,0.19,0.17,0.12,0.17,0.17,0.19,0.18,0.18,0.18,0.0,0.17,0.17,0.17,0.17,0.17,0.14,0.14,0.12,0.15,0.16,0.15,0.13,0.15,0.15,0.17,0.15,0.16,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.0,0.15,0.12,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3
08/05/2021,5.12,4.64,3.12,2.55,2.81,2.5,2.09,2.26,1.96,1.46,2.06,2.07,1.77,1.69,1.62,1.36,1.4,1.47,1.35,1.28,1.35,1.32,1.19,1.17,1.17,1.15,1.19,1.07,1.01,1.01,0.9,0.92,0.87,0.85,0.84,0.63,0.62,0.55,0.53,0.5,0.41,0.42,0.41,0.41,0.39,0.41,0.36,0.33,0.33,0.34,0.3,0.29,0.24,0.32,0.3,0.24,0.33,0.26,0.22,0.28,0.28,0.27,0.27,0.29,0.23,0.23,0.22,0.23,0.24,0.25,0.23,0.23,0.23,0.26,0.26,0.21,0.23,0.24,0.27,0.2,0.2,0.22,0.21,0.21,0.2,0.24,0.24,0.23,0.23,0.23,0.2,0.2,0.2,0.21,0.23,0.25,0.21,0.2,0.21,0.2,0.22,0.21,0.21,0.22,0.26,0.21,0.21,0.23,0.19,0.2,0.18,0.2,0.19,0.19,0.22,0.21,0.18,0.19,0.18,0.2,0.19,0.19,0.2,0.17,0.21,0.19,0.2,0.19,0.19,0.2,0.2,0.18,0.19,0.19,0.18,0.17,0.19,0.18,0.19,0.2,0.21,0.18,0.18,0.19,0.19,0.19,0.18,0.19,0.16,0.21,0.16,0.16,0.19,0.17,0.12,0.17,0.17,0.19,0.18,0.18,0.18,0.0,0.17,0.17,0.17,0.17,0.17,0.14,0.14,0.12,0.15,0.16,0.15,0.13,0.15,0.15,0.17,0.15,0.16,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.0,0.15,0.12,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3
08/06/2021,5.13,4.63,3.13,2.56,2.97,2.52,2.04,2.3,1.99,0.0,2.07,2.1,1.73,1.68,1.62,1.34,1.39,1.5,1.38,1.26,1.34,1.31,1.19,1.17,1.17,1.17,1.18,1.08,1.0,1.02,0.9,0.88,0.88,0.85,0.84,0.63,0.61,0.55,0.52,0.51,0.41,0.42,0.4,0.43,0.38,0.41,0.36,0.33,0.33,0.34,0.3,0.3,0.23,0.34,0.3,0.24,0.33,0.26,0.22,0.28,0.28,0.27,0.28,0.31,0.23,0.23,0.22,0.21,0.24,0.26,0.23,0.22,0.23,0.26,0.26,0.22,0.23,0.23,0.28,0.21,0.2,0.21,0.21,0.21,0.21,0.24,0.24,0.23,0.23,0.23,0.2,0.19,0.2,0.21,0.0,0.25,0.21,0.2,0.2,0.21,0.22,0.21,0.21,0.22,0.25,0.21,0.21,0.23,0.2,0.2,0.19,0.2,0.19,0.19,0.22,0.21,0.18,0.19,0.18,0.2,0.19,0.2,0.2,0.18,0.22,0.19,0.2,0.19,0.18,0.2,0.21,0.18,0.19,0.19,0.18,0.17,0.18,0.18,0.18,0.19,0.22,0.18,0.18,0.19,0.19,0.19,0.18,0.18,0.16,0.21,0.16,0.16,0.19,0.17,0.12,0.17,0.17,0.18,0.18,0.18,0.18,0.0,0.17,0.18,0.17,0.16,0.17,0.0,0.14,0.12,0.15,0.16,0.15,0.13,0.15,0.15,0.17,0.15,0.16,0.14,0.14,0.14,0.13,0.12,0.13,0.13,0.12,0.12,0.15,0.12,0.12,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.13,0.13,0.13,0.0,0.12,0.0,1.46,0.22,0.14,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.48
