,AAPL,MSFT,AMZN,GOOG,GOOGL,FB,Taiwan Semiconductor Manufacturing Co. Ltd. Sponsored ADR,V,JPM,UNH,700.HK,ADBE,BAC,TSLA,HD,PYPL,DIS,Alibaba Group Holding Ltd.,Samsung Electronics Co. Ltd. Sponsored GDR,JNJ,NVDA,CRM,TXN,TMO,NKE,NESN.SW,ASML.AS,CSCO,ABT,HON,MDT,DHR,SBUX,LLY,INTC,INTU,PFE,COST,6758.T,ORCL,ROG.SW,PLD,AMAT,GS,AVGO,C,AXP,WFC,QCOM,XOM,7203.T,UNP,T,LOW,AMGN,EL,BRK.B,ITW,MRK,CHTR,NOVOB.CO,PEP,ACN,DE,NEE,ETN,A,CMCSA,PG,TT,LIN,RTX,WMT,CVX,MMC,WM,PH,AMT,MS,Infosys Limited Sponsored ADR,TEL,NSC,TJX,SCHW,ALL,7741.T,PSA,CSX,ANTM,CSL.AX,CVS,TGT,CHD,CB,9984.T,NOVN.SW,MC.PA,CMI,BDX,MCD,China Merchants Bank Co. Ltd. Class H,LUMI.TA,GEBN.SW,NFLX,ROST,III.L,DFS,ORLY,IBM,CAP.PA,FDX,3690.HK,LMT,KO,CAT,AZN.L,7951.T,ADS.DE,UPS,AFL,NXRT,EBAY,Shopify Inc. Class A,SAP.DE,BMY,MA,ADP,MMM,PM,DPW.DE,MRK.DE,BA,BIIB,1299.HK,VZ,EMR,Royal Dutch Shell Plc Class B,PNC,DSM.AS,GD,SIE.DE,MKC,ALV.DE,JCI,ANA.MC,GIVN.SW,ADM,TD.TO,RY.TO,9433.T,CLX,GILD,HSY,MET,RIO.L,Vale S.A. Sponsored ADR,AEP,USB,BKNG,SU.PA,KER.PA,BAM.A.TO,United Microelectronics Corp. Sponsored ADR,EOG,MQG.AX,CL,GLW,SCP.AX,SGE.L,OR.PA,S68.SI,BAX,COF,NOC,KEYS,6981.T,4543.T,CNR.TO,TRV,NA.TO,HSBA.L,SYY,BK,PRU,Dr. Reddy's Laboratories Ltd. Sponsored ADR,EXPN.L,SAN.PA,RELX PLC,DG.PA,ROIC,WTB.L,ECL,4901.T,DAI.DE,ALXN,16.HK,Reliance Industries Limited Sponsored GDR 144A,COP.DE,388.HK,ABBN.SW,Atlas Copco AB Class B,035420.KS,CTSH,TSM,9988.HK,SSU.,NOVO B.CO,INFY,REL.L,M4B.,4970.T,SHOP,RYDBF,VALE,UMC,RDY,ATCOB.ST,RIGDS.,KMB,WES.AX,CMPUY,ABBV,RITN.,Compagnie Financiere Richemont SA,EL.PA,MRNA,T.TO,BAM,4568.T,8035.T,6861.T,UMH,SUM
07/23/2021,3.41,2.86,2.19,1.22,1.14,1.05,0.0,0.87,0.81,0.69,0.68,0.68,0.63,0.62,0.61,0.6,0.6,0.0,0.0,0.53,0.45,0.49,0.48,0.49,0.48,0.47,0.47,0.47,0.43,0.46,0.42,0.42,0.42,0.4,0.39,0.39,0.39,0.39,0.38,0.38,0.37,0.37,0.32,0.34,0.33,0.33,0.33,0.34,0.32,0.3,0.33,0.32,0.31,0.32,0.31,0.31,0.31,0.31,0.3,0.29,0.0,0.31,0.3,0.29,0.3,0.29,0.29,0.28,0.29,0.29,0.28,0.27,0.28,0.26,0.27,0.28,0.27,0.27,0.26,0.0,0.26,0.25,0.26,0.25,0.25,0.24,0.25,0.24,0.25,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.23,0.0,0.22,0.23,0.22,0.21,0.0,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.2,0.2,0.21,0.2,0.2,0.2,0.21,0.2,0.0,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.17,0.18,0.18,0.19,0.19,0.0,0.18,0.19,0.18,0.17,0.17,0.17,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.0,0.17,0.17,0.16,0.16,0.16,0.15,0.0,0.14,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.0,0.15,0.14,0.0,0.14,0.14,0.0,0.14,0.13,0.13,0.0,0.14,0.0,0.0,0.15,0.14,0.0,0.14,0.0,0.82,0.55,0.52,0.31,0.26,0.23,0.23,0.21,0.19,0.17,0.17,0.16,0.14,0.14,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.03
07/26/2021,3.4,2.9,2.22,1.23,1.15,1.08,0.0,0.85,0.8,0.68,0.65,0.7,0.63,0.62,0.61,0.62,0.58,0.0,0.0,0.54,0.49,0.51,0.47,0.49,0.49,0.46,0.5,0.48,0.43,0.46,0.42,0.43,0.43,0.41,0.4,0.41,0.4,0.4,0.37,0.4,0.35,0.37,0.34,0.34,0.34,0.33,0.33,0.34,0.33,0.3,0.32,0.32,0.31,0.32,0.31,0.31,0.31,0.31,0.29,0.29,0.0,0.3,0.3,0.29,0.29,0.3,0.29,0.28,0.29,0.3,0.28,0.27,0.28,0.26,0.28,0.27,0.27,0.27,0.27,0.0,0.26,0.25,0.25,0.24,0.24,0.24,0.25,0.24,0.24,0.24,0.24,0.25,0.23,0.24,0.23,0.23,0.23,0.23,0.22,0.23,0.0,0.22,0.24,0.21,0.21,0.23,0.23,0.22,0.22,0.22,0.21,0.2,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.21,0.0,0.19,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.17,0.18,0.18,0.18,0.19,0.0,0.17,0.19,0.18,0.18,0.17,0.17,0.18,0.18,0.18,0.16,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.0,0.16,0.16,0.16,0.16,0.16,0.16,0.0,0.14,0.16,0.16,0.16,0.15,0.15,0.16,0.16,0.15,0.15,0.14,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.15,0.14,0.0,0.13,0.14,0.0,0.14,0.0,0.13,0.0,0.14,0.0,0.0,0.15,0.14,0.0,0.14,0.0,0.82,0.54,0.51,0.31,0.26,0.23,0.22,0.0,0.21,0.17,0.17,0.16,0.14,0.14,0.14,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.17
07/27/2021,3.42,2.92,2.21,1.26,1.18,1.13,0.0,0.86,0.8,0.68,0.64,0.7,0.62,0.61,0.62,0.62,0.58,0.0,0.0,0.54,0.48,0.51,0.48,0.49,0.49,0.47,0.51,0.48,0.44,0.45,0.43,0.43,0.44,0.42,0.38,0.41,0.4,0.4,0.36,0.38,0.35,0.37,0.34,0.34,0.34,0.32,0.34,0.34,0.33,0.3,0.32,0.32,0.31,0.33,0.31,0.32,0.3,0.3,0.29,0.29,0.0,0.31,0.3,0.29,0.29,0.3,0.29,0.28,0.29,0.3,0.28,0.27,0.28,0.26,0.28,0.28,0.27,0.27,0.27,0.0,0.26,0.25,0.26,0.24,0.25,0.24,0.25,0.24,0.24,0.24,0.24,0.25,0.24,0.24,0.22,0.23,0.23,0.23,0.22,0.23,0.0,0.21,0.24,0.21,0.21,0.23,0.22,0.23,0.22,0.22,0.21,0.19,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.22,0.21,0.0,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.17,0.17,0.18,0.18,0.19,0.0,0.17,0.19,0.18,0.18,0.17,0.17,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.0,0.16,0.16,0.16,0.16,0.16,0.16,0.0,0.14,0.15,0.16,0.16,0.15,0.15,0.16,0.16,0.15,0.15,0.14,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.15,0.14,0.0,0.14,0.14,0.0,0.14,0.0,0.14,0.0,0.13,0.0,0.0,0.15,0.14,0.0,0.14,0.0,0.82,0.53,0.5,0.31,0.27,0.23,0.22,0.0,0.21,0.17,0.16,0.16,0.14,0.14,0.13,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.31
07/28/2021,3.42,2.92,2.21,1.26,1.18,1.13,0.0,0.86,0.8,0.68,0.64,0.7,0.62,0.61,0.62,0.62,0.58,0.0,0.0,0.54,0.48,0.51,0.48,0.49,0.49,0.47,0.51,0.48,0.44,0.45,0.43,0.43,0.44,0.42,0.38,0.41,0.4,0.4,0.36,0.38,0.35,0.37,0.34,0.34,0.34,0.32,0.34,0.34,0.33,0.3,0.32,0.32,0.31,0.33,0.31,0.32,0.3,0.3,0.29,0.29,0.0,0.31,0.3,0.29,0.29,0.3,0.29,0.28,0.29,0.3,0.28,0.27,0.28,0.26,0.28,0.28,0.27,0.27,0.27,0.0,0.26,0.25,0.26,0.24,0.25,0.24,0.25,0.24,0.24,0.24,0.24,0.25,0.24,0.24,0.22,0.23,0.23,0.23,0.22,0.23,0.0,0.21,0.24,0.21,0.21,0.23,0.22,0.23,0.22,0.22,0.21,0.19,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.22,0.21,0.0,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.17,0.17,0.18,0.18,0.19,0.0,0.17,0.19,0.18,0.18,0.17,0.17,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.0,0.16,0.16,0.16,0.16,0.16,0.16,0.0,0.14,0.15,0.16,0.16,0.15,0.15,0.16,0.16,0.15,0.15,0.14,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.15,0.14,0.0,0.14,0.14,0.0,0.14,0.0,0.14,0.0,0.13,0.0,0.0,0.15,0.14,0.0,0.14,0.0,0.82,0.53,0.5,0.31,0.27,0.23,0.22,0.0,0.21,0.17,0.16,0.16,0.14,0.14,0.13,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.31
07/29/2021,3.43,2.91,2.24,1.27,1.19,1.13,0.0,0.86,0.8,0.68,0.58,0.69,0.62,0.62,0.62,0.62,0.59,0.0,0.0,0.54,0.48,0.5,0.48,0.49,0.49,0.46,0.51,0.48,0.43,0.45,0.42,0.43,0.44,0.41,0.38,0.41,0.4,0.4,0.37,0.38,0.35,0.37,0.34,0.34,0.34,0.33,0.34,0.34,0.33,0.31,0.32,0.32,0.31,0.32,0.3,0.32,0.3,0.31,0.29,0.29,0.0,0.31,0.3,0.29,0.29,0.3,0.28,0.28,0.29,0.3,0.28,0.27,0.28,0.26,0.28,0.28,0.27,0.27,0.28,0.0,0.26,0.25,0.26,0.24,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.25,0.23,0.24,0.22,0.23,0.23,0.22,0.22,0.23,0.0,0.22,0.23,0.21,0.21,0.23,0.23,0.23,0.22,0.22,0.21,0.17,0.2,0.21,0.2,0.19,0.21,0.2,0.2,0.2,0.22,0.21,0.0,0.19,0.19,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.19,0.0,0.18,0.19,0.18,0.18,0.17,0.17,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.0,0.17,0.16,0.16,0.16,0.16,0.16,0.0,0.14,0.16,0.16,0.16,0.15,0.15,0.16,0.16,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.15,0.14,0.0,0.14,0.14,0.0,0.14,0.13,0.14,0.0,0.13,0.0,0.0,0.14,0.14,0.0,0.14,0.0,0.81,0.49,0.5,0.3,0.26,0.22,0.21,0.0,0.2,0.17,0.17,0.16,0.14,0.14,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.2
07/30/2021,3.4,2.9,2.21,1.26,1.18,1.13,0.0,0.87,0.81,0.68,0.54,0.69,0.63,0.61,0.62,0.61,0.6,0.0,0.0,0.54,0.48,0.5,0.47,0.49,0.49,0.47,0.5,0.48,0.44,0.46,0.43,0.43,0.45,0.42,0.38,0.41,0.41,0.41,0.37,0.38,0.35,0.37,0.34,0.35,0.34,0.33,0.34,0.34,0.33,0.3,0.33,0.32,0.31,0.32,0.31,0.31,0.31,0.31,0.3,0.29,0.0,0.31,0.31,0.29,0.3,0.3,0.29,0.29,0.29,0.3,0.29,0.28,0.28,0.26,0.28,0.28,0.27,0.27,0.28,0.0,0.26,0.25,0.26,0.24,0.25,0.25,0.25,0.24,0.24,0.25,0.24,0.25,0.24,0.24,0.22,0.23,0.23,0.22,0.23,0.24,0.0,0.22,0.24,0.21,0.21,0.23,0.23,0.23,0.22,0.22,0.2,0.14,0.2,0.22,0.2,0.19,0.21,0.2,0.19,0.2,0.21,0.21,0.0,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.17,0.18,0.17,0.18,0.19,0.0,0.18,0.19,0.19,0.18,0.17,0.17,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.0,0.17,0.16,0.16,0.16,0.16,0.16,0.0,0.14,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.0,0.15,0.14,0.0,0.14,0.14,0.0,0.14,0.13,0.14,0.0,0.13,0.0,0.0,0.13,0.14,0.0,0.14,0.13,0.8,0.46,0.5,0.31,0.27,0.23,0.2,0.0,0.2,0.18,0.17,0.15,0.0,0.14,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.25
08/02/2021,3.35,2.89,2.21,1.25,1.22,1.14,0.0,0.86,0.81,0.67,0.54,0.7,0.63,0.62,0.61,0.61,0.59,0.0,0.0,0.54,0.48,0.5,0.48,0.49,0.49,0.47,0.51,0.48,0.44,0.46,0.43,0.43,0.43,0.42,0.38,0.41,0.42,0.4,0.37,0.38,0.35,0.37,0.34,0.34,0.34,0.33,0.33,0.34,0.33,0.31,0.32,0.31,0.31,0.31,0.31,0.32,0.3,0.31,0.3,0.29,0.0,0.31,0.3,0.29,0.3,0.3,0.29,0.28,0.29,0.3,0.28,0.28,0.28,0.26,0.28,0.27,0.27,0.27,0.28,0.0,0.27,0.24,0.26,0.24,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.25,0.24,0.24,0.21,0.23,0.24,0.22,0.23,0.23,0.0,0.22,0.24,0.21,0.21,0.23,0.23,0.22,0.22,0.23,0.2,0.15,0.2,0.21,0.2,0.19,0.21,0.2,0.18,0.2,0.21,0.21,0.0,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.19,0.0,0.18,0.19,0.19,0.18,0.17,0.17,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.0,0.17,0.16,0.16,0.16,0.16,0.17,0.0,0.14,0.15,0.16,0.16,0.15,0.15,0.16,0.16,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.0,0.15,0.14,0.0,0.14,0.14,0.0,0.14,0.13,0.14,0.0,0.0,0.0,0.0,0.13,0.14,0.0,0.14,0.13,0.81,0.47,0.5,0.31,0.27,0.23,0.21,0.0,0.2,0.18,0.17,0.16,0.0,0.14,0.0,0.0,0.13,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.11999999999999
08/03/2021,3.34,2.87,2.17,1.24,1.2,1.09,0.81,0.85,0.81,0.67,0.59,0.69,0.63,0.64,0.61,0.57,0.59,0.51,0.51,0.54,0.48,0.49,0.48,0.49,0.49,0.46,0.51,0.48,0.44,0.46,0.43,0.44,0.43,0.42,0.38,0.4,0.41,0.4,0.39,0.38,0.35,0.37,0.34,0.34,0.34,0.33,0.33,0.35,0.34,0.31,0.32,0.31,0.31,0.31,0.3,0.32,0.3,0.31,0.29,0.29,0.31,0.3,0.3,0.3,0.3,0.3,0.29,0.28,0.29,0.3,0.28,0.28,0.28,0.27,0.28,0.27,0.27,0.27,0.27,0.27,0.28,0.24,0.26,0.24,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.25,0.24,0.24,0.22,0.23,0.24,0.22,0.23,0.23,0.21,0.22,0.24,0.21,0.21,0.23,0.23,0.22,0.22,0.24,0.2,0.16,0.2,0.21,0.2,0.19,0.21,0.2,0.18,0.21,0.21,0.21,0.19,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.17,0.17,0.18,0.19,0.18,0.17,0.19,0.19,0.17,0.16,0.17,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.17,0.17,0.14,0.15,0.16,0.16,0.15,0.15,0.16,0.16,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.0,0.16,0.14,0.15,0.14,0.14,0.13,0.14,0.13,0.14,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.99
08/04/2021,3.37,2.88,2.02,1.24,1.2,1.09,0.82,0.85,0.81,0.68,0.57,0.7,0.63,0.65,0.62,0.56,0.58,0.49,0.5,0.54,0.48,0.49,0.49,0.5,0.5,0.47,0.51,0.48,0.44,0.46,0.44,0.44,0.43,0.42,0.38,0.41,0.41,0.41,0.38,0.38,0.36,0.37,0.35,0.34,0.34,0.33,0.33,0.35,0.34,0.3,0.33,0.32,0.31,0.31,0.3,0.32,0.3,0.31,0.29,0.3,0.32,0.31,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.3,0.29,0.28,0.28,0.27,0.28,0.28,0.28,0.27,0.27,0.27,0.28,0.25,0.26,0.24,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.25,0.24,0.24,0.21,0.23,0.23,0.22,0.23,0.23,0.2,0.22,0.24,0.21,0.21,0.23,0.23,0.22,0.22,0.24,0.2,0.15,0.2,0.22,0.2,0.19,0.2,0.2,0.18,0.21,0.21,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.19,0.18,0.19,0.18,0.17,0.18,0.18,0.19,0.18,0.17,0.19,0.19,0.17,0.17,0.17,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.17,0.16,0.16,0.17,0.16,0.17,0.18,0.14,0.15,0.15,0.16,0.15,0.16,0.16,0.16,0.14,0.15,0.15,0.16,0.15,0.14,0.15,0.14,0.15,0.14,0.14,0.15,0.14,0.0,0.16,0.14,0.15,0.14,0.14,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.13,0.14,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.00999999999999
08/05/2021,3.35,2.87,2.02,1.24,1.2,1.07,0.82,0.83,0.8,0.68,0.57,0.69,0.62,0.67,0.61,0.55,0.58,0.49,0.51,0.54,0.49,0.49,0.49,0.49,0.5,0.47,0.52,0.48,0.44,0.46,0.43,0.44,0.42,0.42,0.38,0.41,0.42,0.41,0.39,0.38,0.36,0.37,0.35,0.35,0.34,0.33,0.33,0.35,0.34,0.3,0.33,0.31,0.31,0.31,0.3,0.31,0.3,0.3,0.29,0.3,0.32,0.3,0.3,0.29,0.3,0.3,0.29,0.28,0.29,0.3,0.29,0.28,0.28,0.26,0.28,0.28,0.27,0.27,0.27,0.27,0.28,0.24,0.25,0.24,0.25,0.27,0.25,0.24,0.24,0.25,0.24,0.24,0.23,0.24,0.22,0.23,0.24,0.22,0.23,0.23,0.21,0.23,0.24,0.21,0.21,0.23,0.23,0.22,0.22,0.24,0.2,0.15,0.2,0.21,0.19,0.19,0.21,0.21,0.18,0.21,0.21,0.2,0.19,0.2,0.2,0.19,0.2,0.19,0.19,0.18,0.2,0.18,0.18,0.18,0.18,0.19,0.18,0.17,0.19,0.19,0.18,0.17,0.16,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.18,0.16,0.17,0.16,0.16,0.17,0.17,0.17,0.17,0.0,0.15,0.15,0.16,0.15,0.16,0.16,0.16,0.14,0.15,0.14,0.16,0.15,0.14,0.15,0.14,0.15,0.14,0.14,0.15,0.14,0.0,0.16,0.14,0.15,0.14,0.14,0.0,0.14,0.13,0.14,0.0,0.0,0.0,0.13,0.15,0.14,0.15,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.93000000000001
08/06/2021,3.38,2.87,2.03,1.24,1.2,1.07,0.83,0.81,0.8,0.69,0.53,0.69,0.63,0.67,0.62,0.55,0.57,0.49,0.52,0.54,0.49,0.49,0.48,0.49,0.5,0.47,0.52,0.49,0.44,0.46,0.43,0.44,0.42,0.43,0.38,0.41,0.44,0.41,0.38,0.39,0.36,0.37,0.35,0.35,0.34,0.33,0.33,0.35,0.34,0.3,0.33,0.31,0.31,0.31,0.3,0.31,0.31,0.31,0.29,0.31,0.32,0.3,0.3,0.3,0.3,0.31,0.29,0.28,0.29,0.31,0.29,0.28,0.28,0.27,0.28,0.28,0.27,0.27,0.27,0.28,0.28,0.24,0.26,0.24,0.25,0.27,0.25,0.24,0.25,0.24,0.24,0.25,0.23,0.25,0.22,0.23,0.24,0.22,0.23,0.22,0.21,0.23,0.24,0.2,0.21,0.23,0.23,0.22,0.22,0.24,0.2,0.15,0.2,0.21,0.2,0.19,0.21,0.21,0.18,0.21,0.21,0.19,0.19,0.2,0.2,0.19,0.2,0.19,0.19,0.18,0.2,0.18,0.18,0.18,0.18,0.19,0.18,0.18,0.19,0.19,0.18,0.16,0.16,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.15,0.17,0.17,0.16,0.18,0.16,0.17,0.16,0.15,0.17,0.17,0.17,0.18,0.14,0.15,0.15,0.16,0.15,0.16,0.16,0.16,0.14,0.15,0.15,0.16,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.0,0.16,0.14,0.15,0.13,0.14,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.13,0.15,0.14,0.15,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.03999999999999
08/10/2021,3.34,2.9,2.01,1.24,1.2,1.1,0.0,0.83,0.83,0.68,0.54,0.7,0.65,0.66,0.61,0.56,0.58,0.0,0.0,0.54,0.5,0.51,0.49,0.49,0.51,0.46,0.52,0.48,0.44,0.45,0.42,0.45,0.42,0.45,0.38,0.41,0.43,0.41,0.38,0.39,0.36,0.37,0.35,0.36,0.34,0.34,0.33,0.37,0.33,0.3,0.32,0.31,0.3,0.31,0.28,0.31,0.31,0.3,0.28,0.31,0.0,0.3,0.3,0.3,0.3,0.31,0.29,0.28,0.29,0.29,0.29,0.28,0.28,0.26,0.28,0.28,0.26,0.27,0.28,0.0,0.28,0.24,0.26,0.26,0.25,0.27,0.24,0.24,0.24,0.25,0.23,0.25,0.23,0.25,0.21,0.22,0.24,0.22,0.21,0.22,0.0,0.22,0.24,0.21,0.21,0.0,0.24,0.22,0.22,0.24,0.2,0.15,0.2,0.21,0.2,0.19,0.21,0.2,0.18,0.21,0.21,0.19,0.0,0.2,0.19,0.19,0.2,0.19,0.19,0.18,0.2,0.18,0.18,0.17,0.18,0.19,0.0,0.18,0.19,0.19,0.18,0.16,0.16,0.18,0.18,0.18,0.17,0.16,0.17,0.16,0.15,0.17,0.17,0.17,0.17,0.0,0.17,0.16,0.16,0.17,0.17,0.17,0.0,0.0,0.15,0.15,0.15,0.16,0.16,0.16,0.15,0.14,0.16,0.14,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.15,0.15,0.0,0.15,0.14,0.0,0.13,0.14,0.14,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.15,0.14,0.0,0.14,0.14,0.83,0.49,0.52,0.34,0.28,0.24,0.2,0.23,0.19,0.18,0.16,0.19,0.0,0.15,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,64.17
08/16/2021,3.39,2.88,1.97,1.25,1.21,1.09,0.0,0.79,0.85,0.66,0.57,0.7,0.68,0.68,0.62,0.55,0.58,0.0,0.0,0.54,0.48,0.5,0.47,0.49,0.5,0.45,0.52,0.48,0.44,0.45,0.42,0.46,0.4,0.44,0.37,0.41,0.45,0.42,0.36,0.38,0.36,0.37,0.32,0.38,0.34,0.35,0.32,0.38,0.33,0.3,0.32,0.32,0.3,0.31,0.28,0.31,0.31,0.31,0.28,0.31,0.0,0.3,0.3,0.32,0.31,0.31,0.3,0.28,0.29,0.28,0.29,0.28,0.29,0.26,0.28,0.28,0.26,0.26,0.3,0.0,0.29,0.25,0.27,0.27,0.25,0.28,0.25,0.25,0.23,0.24,0.24,0.25,0.23,0.26,0.2,0.23,0.24,0.22,0.22,0.22,0.0,0.23,0.24,0.2,0.21,0.24,0.24,0.22,0.22,0.24,0.2,0.17,0.19,0.21,0.21,0.19,0.21,0.2,0.18,0.21,0.21,0.19,0.0,0.2,0.19,0.18,0.2,0.19,0.19,0.18,0.21,0.18,0.18,0.17,0.18,0.19,0.0,0.18,0.19,0.19,0.18,0.17,0.16,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.15,0.17,0.17,0.17,0.16,0.0,0.17,0.17,0.16,0.17,0.17,0.17,0.0,0.0,0.16,0.15,0.15,0.16,0.16,0.16,0.14,0.13,0.17,0.14,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.16,0.15,0.0,0.15,0.14,0.0,0.14,0.13,0.13,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,0.14,0.8,0.48,0.47,0.34,0.28,0.24,0.22,0.0,0.19,0.18,0.15,0.18,0.0,0.15,0.13,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,64.21
