,MSFT,AAPL,AMZN,FB,NVDA,JNJ,UNH,V,GOOG,GOOGL,ENPH,PG,MA,PYPL,DIS,BAC,ADBE,CMCSA,VZ,PFE,CRM,INTC,T,ABT,KO,PEP,ABBV,MRK,AY,BDX,ACN,LLY,SEDG,MCD,MDT,QCOM,BMY,UPS,UNP,AMGN,C,MS,FSLR,INTU,SBUX,GS,BLK,TGT,CAT,GE,MMM,CVS,AXP,SPGI,ANTM,PLD,CI,GILD,ADP,TJX,USB,CSX,EQIX,GM,CL,EL,COF,NSC,EW,APD,ITW,ADSK,REGN,D,ETN,PGR,MCO,EMR,F,WM,BIIB,VRTX,ECL,NEM,JCI,DOW,TROW,KMB,MET,TEL,A,EXC,EBAY,LULU,BAX,INFO,APTV,BK,ALL,WDAY,HASI,PRU,AIG,SRE,PPG,HPQ,GIS,CMI,MAR,MSI,AFL,WBA,WELL,ADM,ROK,HLT,FRC,MCK,KR,AVB,STT,AMP,CBRE,VRSK,AWK,ES,KEYS,IFF,FITB,DAL,BBY,KHC,VFC,IP,WY,ED,HSY,NTRS,CLX,HIG,EIX,TSN,PPL,XYL,VTR,EXPE,CHD,ETR,TRU,LUV,GWW,KEY,YUM,CCL,RF,DRI,PEAK,DGX,CAG,CMS,CE,CAH,RCL,K,ABC,AVY,PFG,PCG,BMRN,SJM,HBAN,CNP,LUMN,WPC,HAS,IPG,IRM,ELS,HST,TREX,PNR,LNC,MOS,TAP,WTRG,DECK,OC,UGI,NI,CPB,VST,OGN,VOYA,ALV,GPS,PRGO,BEPC,AGPXX,VER,VEREIT Inc,Cash,Invesco Shrt-Trm Inv Gov&Agcy Instl,n/a,SUM
07/23/2021,5.41,5.44,5.15,3.01,3.97,2.01,1.75,1.84,2.54,2.59,1.09,1.56,1.45,1.56,1.75,1.3,2.45,1.44,1.27,1.03,1.87,1.91,1.09,0.95,0.99,0.97,0.92,0.89,0.19,0.32,1.68,0.84,0.61,1.03,0.75,1.35,0.67,0.69,0.65,0.66,0.63,0.61,0.43,1.16,0.81,0.55,0.54,0.56,0.51,0.49,0.53,0.49,0.48,0.44,0.43,0.42,0.36,0.39,0.39,0.47,0.34,0.32,0.33,0.42,0.32,0.33,0.32,0.29,0.29,0.28,0.29,0.54,0.28,0.27,0.27,0.25,0.27,0.26,0.32,0.25,0.22,0.23,0.24,0.22,0.22,0.2,0.2,0.21,0.19,0.38,0.2,0.2,0.27,0.26,0.18,0.19,0.24,0.18,0.17,0.36,0.2,0.17,0.18,0.18,0.18,0.29,0.17,0.16,0.21,0.31,0.15,0.15,0.16,0.15,0.15,0.19,0.15,0.13,0.14,0.14,0.13,0.12,0.12,0.13,0.13,0.13,0.24,0.16,0.11,0.11,0.15,0.12,0.15,0.14,0.11,0.11,0.12,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.13,0.09,0.09,0.09,0.09,0.09,0.08,0.2,0.1,0.08,0.1,0.08,0.08,0.07,0.08,0.07,0.07,0.09,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.09,0.06,0.07,0.06,0.07,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.02,0.32,0.0,0.0,0.0,0.01,0.6,0.0,100.03
07/26/2021,5.37,5.42,5.09,3.03,4.01,1.99,1.73,1.82,2.54,2.59,1.16,1.51,1.47,1.56,1.75,1.32,2.43,1.44,1.24,1.03,1.86,1.92,1.07,0.93,0.98,0.95,0.91,0.86,0.2,0.31,1.66,0.83,0.64,1.03,0.76,1.35,0.67,0.68,0.64,0.64,0.64,0.64,0.43,1.17,0.82,0.57,0.55,0.56,0.52,0.52,0.52,0.49,0.49,0.44,0.42,0.41,0.36,0.38,0.38,0.48,0.35,0.32,0.32,0.44,0.3,0.33,0.33,0.29,0.29,0.28,0.29,0.56,0.27,0.26,0.28,0.24,0.27,0.26,0.33,0.25,0.22,0.22,0.24,0.21,0.22,0.2,0.21,0.2,0.2,0.39,0.2,0.2,0.27,0.26,0.18,0.19,0.25,0.18,0.17,0.37,0.21,0.18,0.19,0.18,0.17,0.29,0.16,0.16,0.22,0.31,0.15,0.15,0.16,0.14,0.15,0.2,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.24,0.16,0.12,0.12,0.15,0.11,0.15,0.13,0.11,0.11,0.11,0.1,0.09,0.1,0.09,0.09,0.09,0.1,0.1,0.13,0.09,0.09,0.09,0.09,0.09,0.08,0.2,0.11,0.08,0.11,0.08,0.08,0.07,0.08,0.08,0.07,0.1,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.09,0.06,0.07,0.06,0.07,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.02,0.34,0.0,0.0,0.0,0.01,0.59,0.0,100.02
07/27/2021,5.45,5.45,5.14,3.06,4.03,1.99,1.73,1.82,2.55,2.6,1.15,1.49,1.47,1.56,1.73,1.3,2.47,1.43,1.23,1.04,1.9,1.91,1.07,0.92,0.97,0.94,0.91,0.86,0.2,0.32,1.66,0.83,0.63,1.04,0.75,1.35,0.67,0.68,0.65,0.63,0.63,0.64,0.42,1.18,0.84,0.57,0.54,0.56,0.51,0.51,0.52,0.49,0.49,0.44,0.42,0.41,0.35,0.38,0.38,0.47,0.34,0.33,0.32,0.42,0.3,0.33,0.32,0.29,0.29,0.28,0.29,0.57,0.27,0.26,0.28,0.24,0.27,0.26,0.33,0.24,0.22,0.22,0.24,0.21,0.22,0.2,0.2,0.2,0.19,0.38,0.2,0.2,0.27,0.27,0.18,0.19,0.25,0.18,0.17,0.37,0.21,0.18,0.18,0.18,0.17,0.28,0.16,0.15,0.22,0.31,0.15,0.15,0.16,0.14,0.15,0.2,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.24,0.16,0.11,0.12,0.15,0.11,0.15,0.13,0.11,0.11,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.13,0.09,0.09,0.09,0.09,0.08,0.08,0.21,0.11,0.08,0.11,0.08,0.08,0.07,0.08,0.07,0.07,0.1,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.09,0.06,0.07,0.06,0.07,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.02,0.34,0.0,0.0,0.0,0.01,0.59,0.0,100.05
07/28/2021,5.45,5.45,5.14,3.06,4.03,1.99,1.73,1.82,2.55,2.6,1.15,1.49,1.47,1.56,1.73,1.3,2.47,1.43,1.23,1.04,1.9,1.91,1.07,0.92,0.97,0.94,0.91,0.86,0.2,0.32,1.66,0.83,0.63,1.04,0.75,1.35,0.67,0.68,0.65,0.63,0.63,0.64,0.42,1.18,0.84,0.57,0.54,0.56,0.51,0.51,0.52,0.49,0.49,0.44,0.42,0.41,0.35,0.38,0.38,0.47,0.34,0.33,0.32,0.42,0.3,0.33,0.32,0.29,0.29,0.28,0.29,0.57,0.27,0.26,0.28,0.24,0.27,0.26,0.33,0.24,0.22,0.22,0.24,0.21,0.22,0.2,0.2,0.2,0.19,0.38,0.2,0.2,0.27,0.27,0.18,0.19,0.25,0.18,0.17,0.37,0.21,0.18,0.18,0.18,0.17,0.28,0.16,0.15,0.22,0.31,0.15,0.15,0.16,0.14,0.15,0.2,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.24,0.16,0.11,0.12,0.15,0.11,0.15,0.13,0.11,0.11,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.13,0.09,0.09,0.09,0.09,0.08,0.08,0.21,0.11,0.08,0.11,0.08,0.08,0.07,0.08,0.07,0.07,0.1,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.09,0.06,0.07,0.06,0.07,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.02,0.34,0.0,0.0,0.0,0.01,0.59,0.0,100.05
07/29/2021,5.46,5.47,5.12,3.19,3.99,1.99,1.72,1.84,2.61,2.67,1.13,1.5,1.5,1.57,1.72,1.28,2.45,1.43,1.22,1.03,1.88,1.79,1.07,0.93,0.97,0.95,0.91,0.86,0.2,0.32,1.67,0.84,0.6,1.05,0.75,1.36,0.67,0.67,0.64,0.63,0.62,0.63,0.41,1.18,0.85,0.56,0.54,0.57,0.51,0.5,0.51,0.49,0.49,0.44,0.41,0.41,0.35,0.38,0.38,0.47,0.34,0.33,0.32,0.41,0.3,0.33,0.32,0.29,0.3,0.28,0.29,0.57,0.27,0.26,0.27,0.24,0.26,0.26,0.32,0.24,0.21,0.23,0.24,0.21,0.22,0.2,0.2,0.2,0.19,0.38,0.2,0.2,0.28,0.27,0.18,0.19,0.25,0.18,0.17,0.37,0.21,0.17,0.18,0.18,0.17,0.28,0.16,0.15,0.21,0.31,0.15,0.15,0.16,0.14,0.15,0.2,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.24,0.16,0.11,0.11,0.15,0.11,0.16,0.13,0.11,0.11,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.13,0.09,0.09,0.09,0.09,0.08,0.08,0.21,0.1,0.08,0.11,0.08,0.08,0.07,0.08,0.07,0.07,0.1,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.09,0.06,0.07,0.06,0.07,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.02,0.34,0.0,0.0,0.0,0.01,0.58,0.0,99.99
07/30/2021,5.44,5.47,5.17,3.21,3.93,1.99,1.7,1.84,2.64,2.68,1.12,1.5,1.5,1.56,1.75,1.29,2.43,1.44,1.22,1.03,1.87,1.83,1.07,0.92,0.97,0.95,0.9,0.86,0.2,0.31,1.67,0.84,0.6,1.05,0.75,1.35,0.66,0.66,0.64,0.63,0.63,0.64,0.4,1.18,0.85,0.56,0.54,0.56,0.51,0.51,0.52,0.48,0.49,0.43,0.4,0.41,0.34,0.38,0.38,0.48,0.34,0.33,0.32,0.42,0.31,0.33,0.32,0.29,0.29,0.28,0.29,0.57,0.26,0.26,0.27,0.24,0.26,0.26,0.32,0.25,0.22,0.22,0.24,0.21,0.22,0.2,0.2,0.2,0.19,0.38,0.2,0.2,0.28,0.27,0.18,0.18,0.25,0.18,0.17,0.37,0.2,0.18,0.18,0.18,0.17,0.28,0.16,0.15,0.22,0.31,0.15,0.15,0.16,0.14,0.15,0.2,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.24,0.16,0.11,0.12,0.15,0.11,0.16,0.13,0.11,0.11,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.13,0.09,0.09,0.09,0.09,0.08,0.08,0.21,0.11,0.08,0.11,0.08,0.08,0.07,0.08,0.08,0.07,0.1,0.07,0.08,0.07,0.07,0.05,0.06,0.06,0.09,0.06,0.07,0.06,0.07,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.02,0.33,0.0,0.0,0.0,0.01,0.58,0.0,100.01
08/02/2021,5.41,5.35,5.1,3.23,3.99,2.0,1.69,1.83,2.59,2.74,1.16,1.49,1.47,1.54,1.76,1.3,2.44,1.43,1.22,1.08,1.85,1.8,1.07,0.93,0.97,0.95,0.91,0.87,0.2,0.32,1.66,0.85,0.62,1.05,0.77,1.34,0.68,0.61,0.63,0.63,0.64,0.64,0.42,1.17,0.83,0.56,0.53,0.56,0.52,0.52,0.51,0.49,0.48,0.43,0.41,0.41,0.34,0.39,0.38,0.47,0.34,0.32,0.32,0.42,0.31,0.33,0.32,0.28,0.3,0.28,0.29,0.57,0.27,0.26,0.27,0.24,0.26,0.26,0.32,0.24,0.22,0.23,0.24,0.21,0.22,0.21,0.2,0.2,0.19,0.39,0.2,0.2,0.27,0.27,0.18,0.18,0.26,0.18,0.17,0.36,0.21,0.18,0.18,0.18,0.17,0.29,0.16,0.15,0.22,0.31,0.15,0.15,0.16,0.14,0.15,0.21,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.24,0.16,0.11,0.12,0.15,0.11,0.16,0.13,0.11,0.11,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.13,0.09,0.09,0.1,0.09,0.08,0.08,0.21,0.11,0.08,0.11,0.08,0.08,0.07,0.08,0.08,0.07,0.1,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.09,0.06,0.07,0.06,0.07,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.06,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.02,0.35,0.0,0.0,0.0,0.01,0.59,0.0,100.0
08/03/2021,5.41,5.35,5.1,3.23,3.99,2.0,1.69,1.83,2.59,2.74,1.16,1.49,1.47,1.54,1.76,1.3,2.44,1.43,1.22,1.08,1.85,1.8,1.07,0.93,0.97,0.95,0.91,0.87,0.2,0.32,1.66,0.85,0.62,1.05,0.77,1.34,0.68,0.61,0.63,0.63,0.64,0.64,0.42,1.17,0.83,0.56,0.53,0.56,0.52,0.52,0.51,0.49,0.48,0.43,0.41,0.41,0.34,0.39,0.38,0.47,0.34,0.32,0.32,0.42,0.31,0.33,0.32,0.28,0.3,0.28,0.29,0.57,0.27,0.26,0.27,0.24,0.26,0.26,0.32,0.24,0.22,0.23,0.24,0.21,0.22,0.21,0.2,0.2,0.19,0.39,0.2,0.2,0.27,0.27,0.18,0.18,0.26,0.18,0.17,0.36,0.21,0.18,0.18,0.18,0.17,0.29,0.16,0.15,0.22,0.31,0.15,0.15,0.16,0.14,0.15,0.21,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.24,0.16,0.11,0.12,0.15,0.11,0.16,0.13,0.11,0.11,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.13,0.09,0.09,0.1,0.09,0.08,0.08,0.21,0.11,0.08,0.11,0.08,0.08,0.07,0.08,0.08,0.07,0.1,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.09,0.06,0.07,0.06,0.07,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.06,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.02,0.35,0.0,0.0,0.0,0.01,0.59,0.0,100.0
08/04/2021,5.41,5.35,5.1,3.23,3.99,2.0,1.69,1.83,2.59,2.74,1.16,1.49,1.47,1.54,1.76,1.3,2.44,1.43,1.22,1.08,1.85,1.8,1.07,0.93,0.97,0.95,0.91,0.87,0.2,0.32,1.66,0.85,0.62,1.05,0.77,1.34,0.68,0.61,0.63,0.63,0.64,0.64,0.42,1.17,0.83,0.56,0.53,0.56,0.52,0.52,0.51,0.49,0.48,0.43,0.41,0.41,0.34,0.39,0.38,0.47,0.34,0.32,0.32,0.42,0.31,0.33,0.32,0.28,0.3,0.28,0.29,0.57,0.27,0.26,0.27,0.24,0.26,0.26,0.32,0.24,0.22,0.23,0.24,0.21,0.22,0.21,0.2,0.2,0.19,0.39,0.2,0.2,0.27,0.27,0.18,0.18,0.26,0.18,0.17,0.36,0.21,0.18,0.18,0.18,0.17,0.29,0.16,0.15,0.22,0.31,0.15,0.15,0.16,0.14,0.15,0.21,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.24,0.16,0.11,0.12,0.15,0.11,0.16,0.13,0.11,0.11,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.13,0.09,0.09,0.1,0.09,0.08,0.08,0.21,0.11,0.08,0.11,0.08,0.08,0.07,0.08,0.08,0.07,0.1,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.09,0.06,0.07,0.06,0.07,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.06,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.02,0.35,0.0,0.0,0.0,0.01,0.59,0.0,100.0
08/05/2021,5.41,5.35,5.1,3.23,3.99,2.0,1.69,1.83,2.59,2.74,1.16,1.49,1.47,1.54,1.76,1.3,2.44,1.43,1.22,1.08,1.85,1.8,1.07,0.93,0.97,0.95,0.91,0.87,0.2,0.32,1.66,0.85,0.62,1.05,0.77,1.34,0.68,0.61,0.63,0.63,0.64,0.64,0.42,1.17,0.83,0.56,0.53,0.56,0.52,0.52,0.51,0.49,0.48,0.43,0.41,0.41,0.34,0.39,0.38,0.47,0.34,0.32,0.32,0.42,0.31,0.33,0.32,0.28,0.3,0.28,0.29,0.57,0.27,0.26,0.27,0.24,0.26,0.26,0.32,0.24,0.22,0.23,0.24,0.21,0.22,0.21,0.2,0.2,0.19,0.39,0.2,0.2,0.27,0.27,0.18,0.18,0.26,0.18,0.17,0.36,0.21,0.18,0.18,0.18,0.17,0.29,0.16,0.15,0.22,0.31,0.15,0.15,0.16,0.14,0.15,0.21,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.24,0.16,0.11,0.12,0.15,0.11,0.16,0.13,0.11,0.11,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.13,0.09,0.09,0.1,0.09,0.08,0.08,0.21,0.11,0.08,0.11,0.08,0.08,0.07,0.08,0.08,0.07,0.1,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.09,0.06,0.07,0.06,0.07,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.06,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.02,0.35,0.0,0.0,0.0,0.01,0.59,0.0,100.0
08/06/2021,5.42,5.41,4.71,3.07,4.06,2.02,1.73,1.79,2.6,2.73,1.18,1.53,1.45,1.39,1.73,1.3,2.45,1.45,1.23,1.1,1.84,1.83,1.08,0.94,0.98,0.95,0.9,0.86,0.21,0.33,1.67,0.86,0.63,1.05,0.78,1.41,0.67,0.61,0.64,0.62,0.64,0.64,0.44,1.19,0.82,0.57,0.54,0.56,0.5,0.5,0.51,0.48,0.48,0.46,0.42,0.41,0.35,0.38,0.39,0.48,0.34,0.32,0.32,0.43,0.29,0.33,0.32,0.28,0.31,0.28,0.29,0.59,0.26,0.26,0.28,0.25,0.27,0.27,0.33,0.25,0.22,0.23,0.24,0.22,0.22,0.2,0.2,0.2,0.19,0.41,0.2,0.2,0.26,0.27,0.17,0.19,0.27,0.19,0.17,0.37,0.21,0.18,0.18,0.18,0.17,0.29,0.16,0.15,0.23,0.31,0.15,0.15,0.16,0.15,0.16,0.21,0.15,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.25,0.16,0.11,0.11,0.15,0.11,0.15,0.13,0.11,0.11,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.13,0.09,0.09,0.1,0.09,0.08,0.08,0.23,0.1,0.08,0.11,0.08,0.08,0.07,0.08,0.08,0.07,0.1,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.09,0.06,0.07,0.06,0.07,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.07,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.03,0.34,0.0,0.0,0.0,0.01,0.64,0.0,99.99
09/07/2021,5.53,5.51,4.73,3.16,4.45,1.98,1.7,1.61,2.66,2.8,1.1,1.5,1.27,1.42,1.73,1.35,2.54,1.48,1.18,1.13,1.95,1.77,1.02,0.97,0.94,0.92,0.84,0.84,0.19,0.31,1.74,0.87,0.69,1.01,0.77,1.33,0.63,0.61,0.62,0.56,0.65,0.68,0.46,1.22,0.77,0.61,0.57,0.52,0.5,0.51,0.49,0.49,0.44,0.46,0.4,0.43,0.32,0.39,0.37,0.49,0.33,0.32,0.32,0.36,0.28,0.34,0.31,0.27,0.32,0.26,0.28,0.51,0.3,0.26,0.29,0.24,0.26,0.27,0.29,0.25,0.22,0.22,0.24,0.2,0.23,0.2,0.21,0.2,0.2,0.41,0.23,0.21,0.28,0.26,0.17,0.19,0.23,0.19,0.17,0.41,0.22,0.18,0.21,0.18,0.16,0.29,0.15,0.15,0.2,0.33,0.15,0.16,0.15,0.14,0.16,0.19,0.15,0.14,0.15,0.13,0.14,0.13,0.14,0.14,0.14,0.13,0.26,0.16,0.12,0.11,0.15,0.1,0.14,0.13,0.12,0.11,0.11,0.1,0.09,0.1,0.09,0.1,0.1,0.1,0.09,0.11,0.09,0.09,0.1,0.08,0.08,0.08,0.21,0.11,0.08,0.11,0.08,0.08,0.07,0.08,0.07,0.06,0.1,0.07,0.08,0.08,0.07,0.06,0.06,0.05,0.1,0.06,0.06,0.06,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.34,0.66,0.0,0.0,0.0,0.0,0.01,100.0
09/08/2021,5.53,5.51,4.73,3.16,4.45,1.98,1.7,1.61,2.66,2.8,1.1,1.5,1.27,1.42,1.73,1.35,2.54,1.48,1.18,1.13,1.95,1.77,1.02,0.97,0.94,0.92,0.84,0.84,0.19,0.31,1.74,0.87,0.69,1.01,0.77,1.33,0.63,0.61,0.62,0.56,0.65,0.68,0.46,1.22,0.77,0.61,0.57,0.52,0.5,0.51,0.49,0.49,0.44,0.46,0.4,0.43,0.32,0.39,0.37,0.49,0.33,0.32,0.32,0.36,0.28,0.34,0.31,0.27,0.32,0.26,0.28,0.51,0.3,0.26,0.29,0.24,0.26,0.27,0.29,0.25,0.22,0.22,0.24,0.2,0.23,0.2,0.21,0.2,0.2,0.41,0.23,0.21,0.28,0.26,0.17,0.19,0.23,0.19,0.17,0.41,0.22,0.18,0.21,0.18,0.16,0.29,0.15,0.15,0.2,0.33,0.15,0.16,0.15,0.14,0.16,0.19,0.15,0.14,0.15,0.13,0.14,0.13,0.14,0.14,0.14,0.13,0.26,0.16,0.12,0.11,0.15,0.1,0.14,0.13,0.12,0.11,0.11,0.1,0.09,0.1,0.09,0.1,0.1,0.1,0.09,0.11,0.09,0.09,0.1,0.08,0.08,0.08,0.21,0.11,0.08,0.11,0.08,0.08,0.07,0.08,0.07,0.06,0.1,0.07,0.08,0.08,0.07,0.06,0.06,0.05,0.1,0.06,0.06,0.06,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.34,0.66,0.0,0.0,0.0,0.0,0.01,100.0
09/09/2021,5.53,5.51,4.73,3.16,4.45,1.98,1.7,1.61,2.66,2.8,1.1,1.5,1.27,1.42,1.73,1.35,2.54,1.48,1.18,1.13,1.95,1.77,1.02,0.97,0.94,0.92,0.84,0.84,0.19,0.31,1.74,0.87,0.69,1.01,0.77,1.33,0.63,0.61,0.62,0.56,0.65,0.68,0.46,1.22,0.77,0.61,0.57,0.52,0.5,0.51,0.49,0.49,0.44,0.46,0.4,0.43,0.32,0.39,0.37,0.49,0.33,0.32,0.32,0.36,0.28,0.34,0.31,0.27,0.32,0.26,0.28,0.51,0.3,0.26,0.29,0.24,0.26,0.27,0.29,0.25,0.22,0.22,0.24,0.2,0.23,0.2,0.21,0.2,0.2,0.41,0.23,0.21,0.28,0.26,0.17,0.19,0.23,0.19,0.17,0.41,0.22,0.18,0.21,0.18,0.16,0.29,0.15,0.15,0.2,0.33,0.15,0.16,0.15,0.14,0.16,0.19,0.15,0.14,0.15,0.13,0.14,0.13,0.14,0.14,0.14,0.13,0.26,0.16,0.12,0.11,0.15,0.1,0.14,0.13,0.12,0.11,0.11,0.1,0.09,0.1,0.09,0.1,0.1,0.1,0.09,0.11,0.09,0.09,0.1,0.08,0.08,0.08,0.21,0.11,0.08,0.11,0.08,0.08,0.07,0.08,0.07,0.06,0.1,0.07,0.08,0.08,0.07,0.06,0.06,0.05,0.1,0.06,0.06,0.06,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.34,0.66,0.0,0.0,0.0,0.0,0.01,100.0
09/10/2021,5.53,5.53,4.75,3.16,4.54,1.98,1.7,1.62,2.67,2.8,1.08,1.5,1.26,1.44,1.73,1.36,2.55,1.47,1.18,1.13,1.97,1.76,1.02,0.97,0.94,0.92,0.84,0.84,0.19,0.32,1.75,0.87,0.68,1.01,0.77,1.32,0.63,0.61,0.61,0.56,0.65,0.67,0.45,1.23,0.77,0.6,0.56,0.52,0.5,0.5,0.49,0.5,0.44,0.46,0.4,0.43,0.32,0.39,0.37,0.48,0.33,0.31,0.33,0.36,0.28,0.33,0.3,0.27,0.32,0.25,0.28,0.51,0.3,0.26,0.28,0.24,0.26,0.27,0.29,0.25,0.21,0.22,0.24,0.2,0.23,0.2,0.21,0.2,0.2,0.4,0.23,0.21,0.28,0.26,0.18,0.19,0.23,0.19,0.17,0.42,0.21,0.18,0.2,0.18,0.16,0.29,0.15,0.15,0.2,0.33,0.15,0.16,0.15,0.14,0.16,0.19,0.15,0.14,0.15,0.13,0.14,0.13,0.14,0.14,0.14,0.13,0.26,0.16,0.12,0.11,0.15,0.1,0.14,0.13,0.12,0.11,0.11,0.1,0.09,0.1,0.09,0.1,0.1,0.1,0.09,0.11,0.09,0.09,0.1,0.08,0.08,0.08,0.21,0.11,0.08,0.11,0.08,0.08,0.07,0.08,0.07,0.06,0.1,0.07,0.08,0.08,0.07,0.06,0.06,0.05,0.1,0.06,0.06,0.06,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.34,0.66,0.0,0.0,0.0,0.0,0.01,100.05
