,PINS,TWTR,MTCH,SPOT,NFLX,FB,GOOGL,DIS,WOW,AMCX,MDP,IHRT,LGF.A,TTGT,IT,VIAC,YELP,GTN,NYT,DISCA,FOXA,IPG,SBTA.,NXST,GDRX,JW.A,OMC,NWSA,TGNA,IAC,AGPXX,Cash/Receivables/Payables,SBGI,IAC/InterActiveCorp Ordinary Shares - New,Interest/Overdraft,Securities Lending - Bnym,Omnicom Group Inc,LGF/A,n/a,688008.SS,SSTK,JCOM,DISH,SIRI,ZIP,JW/A,SUM
07/23/2021,5.48,5.83,5.21,5.09,5.18,5.1,5.23,4.91,3.74,2.91,3.24,2.94,2.4,2.78,2.94,2.63,2.61,2.48,2.59,2.45,2.51,2.55,2.31,2.49,2.42,2.46,2.38,2.44,2.41,2.26,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
07/26/2021,5.53,5.92,5.4,5.01,4.96,5.2,5.28,4.82,3.67,2.84,3.21,2.96,2.25,2.77,2.94,2.65,2.6,2.48,2.55,2.46,2.57,2.76,0.0,2.5,2.45,2.38,2.32,2.43,2.38,0.0,0.08,0.0,2.34,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
07/27/2021,5.75,6.0,5.48,4.91,4.9,5.38,5.37,4.77,3.65,2.72,3.2,2.96,2.17,2.77,2.92,2.61,2.63,2.48,2.58,2.41,2.53,2.8,0.0,2.48,2.44,2.35,0.0,2.42,2.34,2.31,0.08,0.0,2.31,0.0,0.0,0.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/28/2021,5.75,6.0,5.48,4.91,4.9,5.38,5.37,4.77,3.65,2.72,3.2,2.96,2.17,2.77,2.92,2.61,2.63,2.48,2.58,2.41,2.53,2.8,0.0,2.48,2.44,2.35,0.0,2.42,2.34,2.31,0.08,0.0,2.31,0.0,0.0,0.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/29/2021,5.7,5.72,5.41,4.83,4.89,5.4,5.39,4.82,3.65,2.84,3.16,3.0,2.19,2.78,2.94,2.67,2.67,2.5,2.58,2.48,2.55,2.82,0.0,2.49,2.37,2.38,2.32,2.41,2.36,0.0,0.08,0.0,2.33,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/30/2021,5.59,5.75,5.4,4.8,4.97,5.39,5.36,4.89,3.66,2.79,3.18,2.96,2.14,2.7,2.99,2.65,2.63,2.5,2.63,2.46,2.55,2.82,0.0,2.51,2.44,2.44,2.35,2.43,2.38,0.0,0.08,0.0,2.32,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/02/2021,5.39,5.89,5.41,4.54,4.9,5.22,5.49,4.83,3.65,2.69,3.33,2.99,2.16,2.76,2.96,2.65,2.67,2.57,2.62,2.56,2.54,2.78,0.0,2.54,2.49,2.5,2.33,2.4,2.4,0.0,0.08,0.0,2.34,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/03/2021,4.49,5.95,5.37,4.7,5.02,5.29,5.55,4.86,3.72,2.66,3.37,3.07,2.16,2.77,3.03,2.65,2.6,2.59,2.66,2.51,2.55,2.86,2.34,2.57,2.5,2.53,2.36,2.45,2.45,2.29,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/04/2021,4.49,5.95,5.37,4.7,5.02,5.29,5.55,4.86,3.72,2.66,3.37,3.07,2.16,2.77,3.03,2.65,2.6,2.59,2.66,2.51,2.55,2.86,2.34,2.57,2.5,2.53,2.36,2.45,2.45,2.29,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/05/2021,4.36,5.91,5.45,4.7,5.01,5.23,5.56,4.85,3.86,2.66,3.4,3.04,2.17,2.78,3.04,2.65,2.58,2.6,2.65,2.52,2.55,2.88,2.34,2.58,2.49,2.51,2.37,2.47,2.43,2.3,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/09/2021,4.54,5.83,4.87,4.48,5.03,5.32,5.54,4.82,3.72,2.6,3.44,3.1,2.09,3.11,3.34,2.66,2.56,2.6,2.82,2.49,2.62,2.92,2.47,2.63,2.44,2.49,2.35,2.44,2.42,2.2,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/13/2021,4.4,5.65,4.72,4.46,5.04,5.4,5.68,4.93,3.56,2.91,3.38,2.6,0.0,3.09,3.36,2.66,2.77,2.63,2.92,2.57,2.66,3.01,2.46,2.64,2.44,2.54,2.44,2.44,2.48,2.14,0.08,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
08/16/2021,4.34,5.56,4.71,4.43,4.97,5.4,5.67,4.97,3.41,2.8,3.52,2.72,0.0,3.08,3.49,2.6,2.71,2.6,2.95,2.51,2.65,3.05,2.53,2.59,2.78,2.5,2.47,2.4,2.43,2.15,0.08,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/19/2021,4.36,5.52,4.61,4.36,5.1,5.52,5.78,5.02,3.44,2.77,3.51,2.77,1.84,2.99,3.59,2.54,2.63,2.62,2.99,2.49,2.7,3.09,2.45,2.56,2.65,2.58,2.49,2.39,2.45,2.14,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/20/2021,4.38,5.49,4.52,4.33,5.15,5.44,5.76,4.97,3.46,2.72,3.47,2.79,1.85,2.99,3.63,2.59,2.57,2.61,3.03,2.53,2.7,3.1,2.51,2.58,2.79,2.57,2.47,2.34,2.46,2.14,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/23/2021,4.18,5.52,4.7,4.39,5.5,5.49,5.82,4.99,3.44,2.62,3.42,2.8,0.0,2.87,3.61,2.68,2.64,2.59,3.08,2.5,2.69,3.05,2.42,2.56,2.7,2.53,2.4,2.27,2.45,2.22,0.09,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/25/2021,4.22,5.48,4.59,4.57,5.45,5.47,5.81,4.96,3.61,2.62,3.39,2.84,1.76,2.85,3.55,2.64,2.66,2.62,3.11,2.49,2.69,3.03,0.0,2.56,2.69,2.52,2.38,2.26,2.45,0.0,0.09,0.0,2.42,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/26/2021,4.22,5.53,4.65,4.6,5.42,5.44,5.82,4.95,3.58,2.65,3.37,2.84,0.0,2.93,3.5,2.64,2.68,2.59,3.09,2.49,2.68,3.03,0.0,2.56,2.69,2.52,2.37,2.25,2.42,2.21,0.09,0.0,2.44,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/27/2021,4.23,5.49,4.75,4.64,5.4,5.45,5.84,4.95,3.54,2.6,3.21,2.84,0.0,2.92,3.46,2.65,2.69,2.6,3.1,2.5,2.66,3.01,0.0,2.59,2.82,2.52,2.36,2.23,2.43,2.23,0.04,0.0,2.48,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000003
08/30/2021,4.42,5.4,4.66,4.67,5.4,5.47,5.89,4.93,3.52,2.51,3.21,2.86,1.79,2.96,3.54,2.62,2.69,2.59,3.11,2.44,2.65,2.99,0.0,2.58,2.79,2.47,2.35,2.25,2.44,0.0,0.04,0.0,2.53,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/31/2021,4.32,5.36,4.71,4.6,5.37,5.48,5.87,4.93,3.58,2.54,3.22,2.91,1.83,3.08,3.49,2.63,2.67,2.65,3.06,2.42,2.63,2.95,0.0,2.57,2.88,2.5,2.35,2.24,2.45,0.0,0.05,0.0,2.45,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/01/2021,4.32,5.36,4.71,4.6,5.37,5.48,5.87,4.93,3.58,2.54,3.22,2.91,1.83,3.08,3.49,2.63,2.67,2.65,3.06,2.42,2.63,2.95,0.0,2.57,2.88,2.5,2.35,2.24,2.45,0.0,0.05,0.0,2.45,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/02/2021,4.27,5.47,4.66,4.74,5.44,5.59,5.9,4.92,3.54,2.51,3.24,2.94,0.0,3.12,3.48,2.59,2.64,2.63,3.05,2.39,2.62,2.93,0.0,2.56,2.84,2.48,2.31,2.21,2.44,2.19,0.05,0.0,2.46,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/03/2021,4.95,4.96,4.82,5.13,5.06,5.11,5.04,5.0,2.71,2.62,2.8,2.81,0.0,2.97,2.75,2.73,2.69,0.0,0.0,2.7,2.71,2.7,0.0,2.72,0.0,2.68,2.71,2.7,2.71,2.67,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76,2.76,2.71,2.67,2.64,0.0,100.04
09/06/2021,5.0,4.9,5.09,5.48,5.16,4.98,4.92,4.94,2.61,2.55,2.77,2.77,0.0,3.03,2.74,2.7,2.63,0.0,0.0,2.67,2.65,2.68,0.0,2.71,0.0,2.59,2.71,2.69,2.68,2.65,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.72,2.79,2.67,2.68,0.0,99.97
09/07/2021,5.0,4.93,5.16,5.4,5.2,5.02,4.96,4.95,2.63,2.49,2.69,2.81,0.0,3.15,2.77,2.7,2.6,0.0,0.0,2.62,2.65,2.68,0.0,2.67,0.0,0.0,2.7,2.69,2.65,2.64,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,2.7,2.8,2.67,2.63,2.61,100.0
09/08/2021,5.0,4.93,5.16,5.4,5.2,5.02,4.96,4.95,2.63,2.49,2.69,2.81,0.0,3.15,2.77,2.7,2.6,0.0,0.0,2.62,2.65,2.68,0.0,2.67,0.0,2.61,2.7,2.69,2.65,2.64,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,2.7,2.8,2.67,2.63,0.0,100.0
09/09/2021,5.0,4.93,5.16,5.4,5.2,5.02,4.96,4.95,2.63,2.49,2.68,2.81,0.0,3.14,2.77,2.7,2.6,0.0,0.0,2.62,2.65,2.68,0.0,2.67,0.0,2.61,2.7,2.69,2.65,2.64,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,2.7,2.8,2.67,2.63,0.0,99.98
09/10/2021,4.93,4.96,5.55,5.53,5.35,5.1,4.99,5.04,2.57,2.44,2.66,2.79,0.0,2.99,2.76,2.72,2.57,0.0,0.0,2.59,2.64,2.65,0.0,2.61,0.0,2.69,2.68,2.65,2.59,2.65,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,2.65,2.8,2.6,2.51,0.0,100.05
09/13/2021,4.92,4.81,5.54,5.39,5.32,5.09,5.01,5.13,2.6,2.57,2.68,2.76,0.0,3.05,2.82,2.66,2.54,0.0,0.0,2.51,2.64,2.67,0.0,2.62,0.0,2.65,2.67,2.65,2.56,2.66,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,2.77,2.73,2.58,2.58,0.0,99.97999999999999
