,STLD,OC,EWBC,JLL,UGI,RS,LEA,Y,FHN,ACM,SBNY,OHI,OSK,NNN,CPRI,KSS,AFG,ARW,AIRC,TRGP,RGA,JBL,KRC,MPW,THC,ORI,CPT,HOG,NVST,AMG,OGE,FAF,MOH,BRX,XPO,VAC,SON,JHG,JEF,SKX,PNFP,EME,PB,DKS,POST,BJ,OLN,SNV,MDU,MAN,FL,INGR,CFR,THO,AYI,NCR,X,MTZ,CIEN,AEO,DEI,SLG,CUZ,SRC,STOR,VNT,CFX,VLY,KBR,WTRG,CDAY,JBLU,AN,HXL,NYCB,FLS,NVT,ADS,OZK,IDA,CIT,LII,THG,SNX,UTHR,NFG,HIW,GT,UBSI,SIGI,WBS,MTG,HFC,CR,HE,AGCO,PK,LAMR,STL,HRC,CRI,BLDR,NDSN,CASY,ITT,RPM,KMPR,AVNT,COHR,HPP,HRB,DTM WI,WTFC,BKH,CSL,ACC,LSI,UNVR,CBSH,HUBB,DOC,DCI,PII,ADNT,CAR,JWN,LIVN,OGS,SRCL,EPR,R,SBRA,AVT,SF,UMBF,SWX,FNB,XEC,MIDD,WRI,NJR,XRX,SR,SAFM,HWC,WEX,HOMB,CMC,TOL,ALE,KBH,EHC,SCI,ATR,WSO,KEX,EQT,JBGS,SEIC,NUVA,CNXC,WWD,CBRL,ACHC,CACI,BC,FR,TDC,PACW,TMHC,MUR,BOH,GNTX,NAVI,DAN,MUSA,VSAT,CBT,OFC,RGLD,TCBI,FCFS,REXR,CC,G,AZPN,SAIC,CW,NATI,RNR,WH,GATX,RYN,TNL,NWE,ASB,ASH,CNO,PEB,CDK,SFM,KMT,FLO,MLHR,EGP,VMI,GXO WI,GME,CLH,VSH,SYNA,RBC,DTM,GXO,GVMXX,SUM
07/23/2021,0.98,0.8,0.79,0.8,0.8,0.78,0.75,0.77,0.7,0.73,0.71,0.71,0.66,0.7,0.6,0.63,0.71,0.67,0.66,0.59,0.6,0.6,0.62,0.62,0.58,0.57,0.63,0.55,0.54,0.56,0.57,0.57,0.56,0.54,0.56,0.53,0.56,0.56,0.54,0.52,0.54,0.53,0.52,0.53,0.52,0.55,0.5,0.5,0.52,0.51,0.47,0.49,0.48,0.5,0.49,0.47,0.48,0.46,0.45,0.43,0.46,0.43,0.48,0.46,0.46,0.44,0.42,0.43,0.45,0.45,0.43,0.39,0.48,0.38,0.43,0.44,0.41,0.39,0.4,0.44,0.38,0.37,0.39,0.38,0.4,0.38,0.4,0.36,0.38,0.38,0.36,0.38,0.35,0.37,0.4,0.36,0.35,0.37,0.34,0.38,0.35,0.36,0.37,0.37,0.37,0.36,0.34,0.35,0.35,0.35,0.35,0.33,0.34,0.36,0.35,0.35,0.35,0.33,0.33,0.35,0.34,0.34,0.32,0.29,0.3,0.29,0.31,0.33,0.32,0.32,0.31,0.32,0.32,0.31,0.31,0.34,0.3,0.29,0.33,0.31,0.3,0.29,0.31,0.31,0.3,0.29,0.28,0.3,0.29,0.3,0.3,0.29,0.31,0.3,0.29,0.28,0.27,0.3,0.29,0.27,0.29,0.27,0.27,0.27,0.29,0.28,0.29,0.27,0.26,0.25,0.0,0.28,0.26,0.29,0.27,0.29,0.28,0.25,0.27,0.27,0.25,0.26,0.27,0.0,0.27,0.26,0.26,0.24,0.25,0.26,0.24,0.26,0.26,0.0,0.26,0.24,0.25,0.0,0.24,0.24,0.26,0.0,0.25,0.27,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.72
07/26/2021,0.98,0.8,0.84,0.85,0.78,0.79,0.75,0.75,0.7,0.75,0.72,0.71,0.67,0.7,0.62,0.64,0.72,0.68,0.66,0.61,0.6,0.61,0.61,0.62,0.61,0.57,0.62,0.51,0.55,0.56,0.55,0.59,0.56,0.54,0.56,0.54,0.52,0.56,0.53,0.56,0.54,0.53,0.51,0.55,0.5,0.57,0.52,0.49,0.51,0.48,0.49,0.48,0.48,0.51,0.49,0.47,0.5,0.46,0.45,0.43,0.46,0.43,0.48,0.46,0.46,0.45,0.43,0.42,0.45,0.43,0.43,0.41,0.51,0.4,0.42,0.44,0.42,0.39,0.4,0.43,0.39,0.36,0.38,0.39,0.39,0.38,0.4,0.36,0.37,0.37,0.35,0.37,0.34,0.37,0.39,0.36,0.36,0.37,0.34,0.38,0.35,0.38,0.37,0.36,0.37,0.35,0.34,0.35,0.34,0.34,0.36,0.33,0.33,0.35,0.35,0.35,0.34,0.32,0.32,0.35,0.33,0.34,0.33,0.31,0.33,0.29,0.33,0.32,0.32,0.33,0.31,0.32,0.32,0.32,0.31,0.33,0.3,0.29,0.34,0.31,0.3,0.3,0.29,0.3,0.3,0.3,0.27,0.3,0.29,0.3,0.3,0.29,0.31,0.28,0.3,0.29,0.29,0.3,0.28,0.28,0.28,0.28,0.27,0.28,0.29,0.28,0.28,0.28,0.28,0.26,0.25,0.27,0.26,0.29,0.27,0.29,0.28,0.24,0.27,0.26,0.26,0.26,0.27,0.24,0.27,0.25,0.26,0.25,0.25,0.26,0.25,0.26,0.25,0.25,0.26,0.0,0.25,0.0,0.25,0.24,0.0,0.0,0.0,0.27,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.94000000000001
07/27/2021,0.97,0.8,0.84,0.86,0.78,0.79,0.74,0.74,0.69,0.75,0.72,0.71,0.67,0.71,0.62,0.62,0.7,0.68,0.66,0.6,0.59,0.61,0.6,0.61,0.62,0.57,0.62,0.51,0.54,0.56,0.55,0.59,0.56,0.54,0.56,0.54,0.51,0.56,0.52,0.59,0.55,0.53,0.51,0.56,0.5,0.57,0.51,0.49,0.51,0.49,0.48,0.48,0.48,0.52,0.49,0.47,0.5,0.46,0.45,0.43,0.45,0.42,0.48,0.47,0.46,0.45,0.43,0.42,0.45,0.44,0.43,0.4,0.51,0.4,0.42,0.44,0.43,0.39,0.4,0.43,0.39,0.36,0.38,0.39,0.39,0.38,0.4,0.36,0.37,0.38,0.36,0.37,0.34,0.37,0.39,0.36,0.36,0.37,0.34,0.38,0.36,0.38,0.37,0.36,0.37,0.35,0.33,0.36,0.34,0.34,0.36,0.32,0.33,0.35,0.35,0.35,0.35,0.32,0.32,0.35,0.33,0.33,0.33,0.31,0.33,0.28,0.33,0.32,0.31,0.32,0.32,0.32,0.33,0.32,0.31,0.33,0.3,0.28,0.34,0.31,0.3,0.3,0.3,0.3,0.31,0.3,0.27,0.3,0.29,0.3,0.3,0.29,0.31,0.28,0.3,0.29,0.28,0.3,0.28,0.28,0.28,0.28,0.27,0.28,0.29,0.28,0.28,0.28,0.28,0.27,0.24,0.27,0.26,0.29,0.27,0.29,0.28,0.25,0.27,0.26,0.26,0.26,0.27,0.0,0.27,0.25,0.26,0.24,0.25,0.25,0.25,0.26,0.25,0.24,0.26,0.24,0.25,0.0,0.24,0.24,0.0,0.0,0.0,0.27,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.85000000000001
07/28/2021,0.97,0.8,0.84,0.86,0.78,0.79,0.74,0.74,0.69,0.75,0.72,0.71,0.67,0.71,0.62,0.62,0.7,0.68,0.66,0.6,0.59,0.61,0.6,0.61,0.62,0.57,0.62,0.51,0.54,0.56,0.55,0.59,0.56,0.54,0.56,0.54,0.51,0.56,0.52,0.59,0.55,0.53,0.51,0.56,0.5,0.57,0.51,0.49,0.51,0.49,0.48,0.48,0.48,0.52,0.49,0.47,0.5,0.46,0.45,0.43,0.45,0.42,0.48,0.47,0.46,0.45,0.43,0.42,0.45,0.44,0.43,0.4,0.51,0.4,0.42,0.44,0.43,0.39,0.4,0.43,0.39,0.36,0.38,0.39,0.39,0.38,0.4,0.36,0.37,0.38,0.36,0.37,0.34,0.37,0.39,0.36,0.36,0.37,0.34,0.38,0.36,0.38,0.37,0.36,0.37,0.35,0.33,0.36,0.34,0.34,0.36,0.32,0.33,0.35,0.35,0.35,0.35,0.32,0.32,0.35,0.33,0.33,0.33,0.31,0.33,0.28,0.33,0.32,0.31,0.32,0.32,0.32,0.33,0.32,0.31,0.33,0.3,0.28,0.34,0.31,0.3,0.3,0.3,0.3,0.31,0.3,0.27,0.3,0.29,0.3,0.3,0.29,0.31,0.28,0.3,0.29,0.28,0.3,0.28,0.28,0.28,0.28,0.27,0.28,0.29,0.28,0.28,0.28,0.28,0.27,0.24,0.27,0.26,0.29,0.27,0.29,0.28,0.25,0.27,0.26,0.26,0.26,0.27,0.0,0.27,0.25,0.26,0.24,0.25,0.25,0.25,0.26,0.25,0.24,0.26,0.24,0.25,0.0,0.24,0.24,0.0,0.0,0.0,0.27,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.85000000000001
07/29/2021,0.99,0.79,0.83,0.87,0.78,0.79,0.74,0.74,0.69,0.74,0.71,0.7,0.67,0.7,0.63,0.64,0.7,0.68,0.65,0.61,0.59,0.62,0.6,0.61,0.62,0.57,0.61,0.51,0.54,0.56,0.55,0.58,0.55,0.54,0.55,0.54,0.52,0.56,0.53,0.58,0.55,0.53,0.51,0.55,0.5,0.56,0.51,0.49,0.51,0.49,0.48,0.48,0.48,0.51,0.5,0.47,0.52,0.46,0.45,0.43,0.45,0.43,0.48,0.47,0.46,0.45,0.43,0.42,0.45,0.44,0.43,0.41,0.5,0.41,0.42,0.44,0.42,0.4,0.41,0.43,0.39,0.37,0.38,0.39,0.38,0.38,0.39,0.36,0.37,0.37,0.36,0.37,0.35,0.37,0.38,0.36,0.37,0.37,0.34,0.38,0.36,0.37,0.36,0.36,0.37,0.34,0.33,0.35,0.33,0.34,0.35,0.32,0.33,0.35,0.35,0.34,0.34,0.33,0.32,0.35,0.33,0.33,0.34,0.31,0.34,0.29,0.33,0.32,0.31,0.32,0.32,0.31,0.33,0.32,0.31,0.33,0.3,0.29,0.34,0.31,0.3,0.3,0.3,0.3,0.31,0.3,0.27,0.31,0.29,0.3,0.3,0.29,0.31,0.28,0.29,0.29,0.29,0.3,0.28,0.27,0.28,0.28,0.27,0.27,0.29,0.28,0.28,0.29,0.28,0.26,0.26,0.27,0.26,0.29,0.27,0.29,0.27,0.25,0.27,0.26,0.26,0.26,0.27,0.24,0.27,0.25,0.25,0.24,0.25,0.25,0.25,0.26,0.25,0.24,0.26,0.24,0.25,0.24,0.24,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.8
07/30/2021,1.0,0.78,0.82,0.89,0.79,0.79,0.74,0.75,0.69,0.74,0.69,0.71,0.68,0.71,0.62,0.63,0.7,0.69,0.65,0.6,0.59,0.61,0.6,0.61,0.62,0.57,0.62,0.5,0.55,0.56,0.56,0.59,0.56,0.55,0.55,0.55,0.52,0.55,0.53,0.57,0.55,0.53,0.51,0.55,0.5,0.56,0.52,0.49,0.51,0.5,0.47,0.48,0.48,0.51,0.49,0.47,0.52,0.46,0.45,0.43,0.46,0.43,0.48,0.47,0.46,0.44,0.43,0.42,0.45,0.45,0.43,0.39,0.51,0.4,0.42,0.44,0.43,0.39,0.4,0.43,0.39,0.38,0.38,0.39,0.39,0.39,0.4,0.35,0.37,0.38,0.35,0.37,0.35,0.39,0.39,0.36,0.36,0.37,0.34,0.39,0.35,0.37,0.36,0.36,0.37,0.34,0.33,0.35,0.32,0.34,0.36,0.33,0.33,0.35,0.35,0.35,0.34,0.33,0.33,0.35,0.33,0.33,0.32,0.3,0.34,0.28,0.33,0.33,0.31,0.32,0.32,0.32,0.33,0.32,0.31,0.34,0.3,0.28,0.34,0.31,0.31,0.32,0.3,0.3,0.31,0.31,0.27,0.31,0.29,0.3,0.3,0.29,0.31,0.29,0.29,0.29,0.28,0.3,0.28,0.28,0.28,0.28,0.27,0.28,0.29,0.27,0.28,0.29,0.28,0.26,0.25,0.27,0.27,0.29,0.27,0.3,0.28,0.25,0.27,0.27,0.26,0.26,0.27,0.24,0.27,0.25,0.25,0.24,0.24,0.26,0.25,0.26,0.26,0.24,0.26,0.24,0.25,0.0,0.24,0.0,0.0,0.0,0.0,0.27,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.98
08/02/2021,1.0,0.8,0.82,0.9,0.78,0.79,0.75,0.74,0.7,0.75,0.69,0.7,0.68,0.7,0.61,0.63,0.69,0.69,0.65,0.6,0.59,0.62,0.6,0.6,0.62,0.56,0.61,0.49,0.55,0.52,0.55,0.59,0.56,0.54,0.54,0.53,0.52,0.55,0.53,0.56,0.56,0.54,0.52,0.55,0.49,0.56,0.54,0.49,0.52,0.5,0.47,0.48,0.48,0.51,0.49,0.47,0.53,0.47,0.45,0.42,0.45,0.43,0.48,0.47,0.45,0.43,0.43,0.43,0.44,0.45,0.42,0.39,0.5,0.39,0.45,0.44,0.43,0.39,0.41,0.43,0.39,0.37,0.38,0.39,0.39,0.38,0.4,0.36,0.38,0.38,0.36,0.37,0.36,0.38,0.39,0.36,0.36,0.37,0.34,0.42,0.35,0.37,0.36,0.36,0.37,0.33,0.33,0.35,0.32,0.34,0.35,0.33,0.33,0.35,0.35,0.34,0.35,0.33,0.32,0.35,0.33,0.33,0.31,0.3,0.34,0.29,0.34,0.33,0.31,0.31,0.32,0.32,0.33,0.33,0.33,0.33,0.3,0.28,0.33,0.3,0.3,0.31,0.3,0.3,0.31,0.3,0.27,0.31,0.29,0.3,0.3,0.29,0.31,0.29,0.28,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.26,0.28,0.29,0.27,0.28,0.29,0.28,0.26,0.26,0.27,0.27,0.28,0.27,0.3,0.28,0.25,0.27,0.27,0.26,0.26,0.27,0.24,0.27,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.0,0.26,0.24,0.24,0.0,0.24,0.0,0.0,0.24,0.0,0.26,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.83000000000001
08/03/2021,1.04,0.81,0.82,0.91,0.78,0.81,0.77,0.74,0.69,0.75,0.68,0.7,0.66,0.68,0.61,0.62,0.69,0.7,0.65,0.6,0.59,0.63,0.6,0.6,0.62,0.56,0.62,0.49,0.55,0.52,0.55,0.59,0.54,0.55,0.55,0.51,0.52,0.58,0.53,0.57,0.56,0.53,0.52,0.55,0.48,0.56,0.55,0.49,0.51,0.51,0.46,0.48,0.49,0.52,0.49,0.46,0.54,0.46,0.45,0.42,0.45,0.42,0.47,0.46,0.45,0.43,0.43,0.43,0.44,0.44,0.42,0.39,0.52,0.38,0.44,0.44,0.43,0.38,0.4,0.43,0.39,0.37,0.39,0.39,0.38,0.38,0.4,0.36,0.37,0.38,0.35,0.38,0.35,0.38,0.39,0.36,0.36,0.37,0.34,0.43,0.35,0.38,0.36,0.36,0.37,0.33,0.33,0.36,0.32,0.34,0.35,0.34,0.33,0.35,0.35,0.34,0.34,0.33,0.32,0.35,0.33,0.33,0.31,0.32,0.35,0.29,0.35,0.32,0.31,0.31,0.33,0.32,0.33,0.33,0.33,0.33,0.3,0.28,0.33,0.31,0.3,0.31,0.3,0.3,0.31,0.29,0.26,0.32,0.3,0.3,0.31,0.3,0.33,0.29,0.28,0.29,0.26,0.29,0.28,0.27,0.28,0.28,0.26,0.27,0.29,0.28,0.28,0.28,0.28,0.28,0.26,0.27,0.27,0.29,0.28,0.29,0.28,0.25,0.27,0.27,0.26,0.26,0.27,0.24,0.27,0.25,0.25,0.25,0.25,0.26,0.25,0.26,0.25,0.0,0.25,0.25,0.24,0.24,0.24,0.0,0.0,0.24,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.93
08/04/2021,1.04,0.81,0.81,0.92,0.77,0.81,0.77,0.74,0.69,0.74,0.68,0.68,0.66,0.69,0.69,0.63,0.69,0.7,0.66,0.59,0.6,0.63,0.59,0.61,0.62,0.56,0.62,0.49,0.55,0.52,0.55,0.6,0.58,0.55,0.54,0.51,0.52,0.58,0.53,0.57,0.55,0.53,0.5,0.55,0.48,0.56,0.54,0.48,0.51,0.51,0.47,0.48,0.48,0.53,0.5,0.46,0.57,0.46,0.46,0.42,0.45,0.42,0.47,0.46,0.45,0.44,0.43,0.42,0.44,0.44,0.42,0.38,0.52,0.37,0.44,0.44,0.43,0.37,0.4,0.43,0.39,0.37,0.39,0.4,0.38,0.38,0.4,0.36,0.37,0.39,0.35,0.38,0.35,0.39,0.38,0.38,0.35,0.37,0.34,0.43,0.35,0.37,0.36,0.36,0.37,0.34,0.32,0.36,0.32,0.33,0.35,0.33,0.33,0.34,0.35,0.34,0.35,0.33,0.31,0.35,0.33,0.33,0.32,0.32,0.34,0.29,0.34,0.32,0.31,0.3,0.33,0.32,0.33,0.32,0.33,0.33,0.3,0.28,0.34,0.31,0.29,0.31,0.3,0.3,0.3,0.28,0.26,0.32,0.3,0.3,0.31,0.3,0.33,0.27,0.28,0.28,0.25,0.29,0.28,0.27,0.28,0.28,0.26,0.27,0.29,0.29,0.28,0.28,0.27,0.28,0.25,0.27,0.27,0.29,0.28,0.29,0.27,0.25,0.27,0.27,0.26,0.26,0.27,0.25,0.27,0.25,0.25,0.24,0.26,0.26,0.25,0.27,0.25,0.0,0.25,0.24,0.24,0.0,0.24,0.0,0.0,0.24,0.0,0.26,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.91
08/05/2021,1.02,0.8,0.81,0.91,0.77,0.8,0.76,0.75,0.68,0.74,0.69,0.69,0.65,0.69,0.7,0.63,0.7,0.71,0.66,0.59,0.6,0.64,0.58,0.6,0.61,0.57,0.63,0.49,0.57,0.54,0.55,0.6,0.6,0.55,0.33,0.49,0.52,0.57,0.54,0.59,0.55,0.52,0.5,0.56,0.48,0.56,0.54,0.48,0.52,0.52,0.46,0.49,0.49,0.53,0.5,0.47,0.55,0.46,0.46,0.42,0.44,0.41,0.47,0.46,0.45,0.44,0.43,0.42,0.44,0.45,0.43,0.38,0.52,0.38,0.44,0.44,0.43,0.37,0.4,0.43,0.38,0.37,0.39,0.39,0.37,0.38,0.39,0.35,0.36,0.39,0.35,0.37,0.35,0.39,0.39,0.37,0.35,0.38,0.34,0.44,0.36,0.37,0.37,0.36,0.37,0.34,0.31,0.35,0.32,0.33,0.35,0.34,0.33,0.35,0.35,0.34,0.35,0.34,0.31,0.35,0.33,0.34,0.32,0.31,0.36,0.3,0.35,0.32,0.32,0.3,0.33,0.33,0.33,0.32,0.32,0.33,0.3,0.28,0.34,0.31,0.3,0.31,0.3,0.3,0.3,0.28,0.26,0.31,0.3,0.3,0.31,0.3,0.33,0.27,0.28,0.27,0.24,0.29,0.28,0.27,0.28,0.28,0.26,0.28,0.29,0.29,0.28,0.28,0.27,0.28,0.24,0.27,0.27,0.3,0.28,0.3,0.26,0.25,0.26,0.27,0.25,0.27,0.27,0.25,0.27,0.25,0.25,0.25,0.26,0.26,0.25,0.26,0.25,0.0,0.25,0.24,0.24,0.0,0.0,0.0,0.0,0.24,0.0,0.26,0.24,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.79
08/06/2021,1.04,0.81,0.82,0.91,0.78,0.81,0.76,0.74,0.69,0.74,0.7,0.65,0.66,0.68,0.72,0.64,0.71,0.71,0.66,0.6,0.6,0.65,0.57,0.59,0.62,0.56,0.62,0.49,0.56,0.54,0.55,0.59,0.6,0.55,0.33,0.48,0.52,0.57,0.54,0.58,0.55,0.53,0.5,0.57,0.48,0.58,0.54,0.49,0.52,0.52,0.45,0.47,0.5,0.53,0.51,0.46,0.56,0.46,0.46,0.42,0.43,0.4,0.47,0.46,0.44,0.44,0.44,0.42,0.44,0.44,0.42,0.38,0.52,0.38,0.45,0.45,0.46,0.37,0.4,0.43,0.39,0.37,0.38,0.4,0.37,0.38,0.39,0.35,0.36,0.39,0.36,0.37,0.35,0.39,0.39,0.38,0.34,0.38,0.35,0.43,0.36,0.38,0.37,0.36,0.37,0.34,0.3,0.35,0.31,0.32,0.35,0.34,0.33,0.36,0.35,0.34,0.35,0.33,0.3,0.35,0.33,0.34,0.32,0.31,0.37,0.31,0.33,0.32,0.31,0.3,0.34,0.31,0.34,0.32,0.33,0.34,0.3,0.28,0.34,0.0,0.3,0.31,0.31,0.29,0.3,0.27,0.26,0.31,0.3,0.3,0.31,0.3,0.34,0.26,0.28,0.28,0.25,0.29,0.28,0.25,0.28,0.26,0.25,0.28,0.27,0.29,0.28,0.29,0.27,0.28,0.25,0.27,0.27,0.29,0.28,0.3,0.26,0.25,0.26,0.27,0.26,0.27,0.27,0.25,0.27,0.25,0.24,0.25,0.26,0.25,0.24,0.26,0.25,0.0,0.26,0.25,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.0,0.24,0.26,0.36,0.24,0.0,0.0,0.0,0.0,0.0,0.0,81.89000000000001
08/09/2021,0.99,0.81,0.84,1.03,0.79,0.77,0.74,0.75,0.7,0.73,0.72,0.66,0.63,0.69,0.72,0.65,0.73,0.7,0.66,0.6,0.65,0.64,0.57,0.59,0.59,0.57,0.62,0.49,0.52,0.55,0.56,0.6,0.58,0.56,0.32,0.49,0.51,0.58,0.55,0.58,0.56,0.53,0.51,0.57,0.47,0.57,0.53,0.5,0.52,0.51,0.45,0.46,0.51,0.53,0.51,0.41,0.55,0.46,0.45,0.41,0.44,0.41,0.47,0.47,0.45,0.44,0.45,0.42,0.43,0.46,0.43,0.39,0.51,0.38,0.45,0.45,0.45,0.36,0.41,0.43,0.41,0.37,0.39,0.41,0.43,0.38,0.39,0.35,0.37,0.39,0.36,0.38,0.35,0.39,0.39,0.38,0.36,0.38,0.35,0.42,0.36,0.4,0.36,0.36,0.37,0.33,0.3,0.34,0.31,0.33,0.36,0.35,0.33,0.36,0.35,0.34,0.36,0.32,0.31,0.35,0.33,0.34,0.32,0.28,0.34,0.31,0.35,0.32,0.31,0.31,0.33,0.3,0.33,0.32,0.33,0.34,0.3,0.28,0.34,0.0,0.3,0.3,0.31,0.29,0.3,0.27,0.26,0.31,0.3,0.3,0.3,0.29,0.34,0.26,0.28,0.27,0.25,0.28,0.28,0.25,0.29,0.26,0.25,0.28,0.27,0.29,0.28,0.29,0.27,0.28,0.25,0.27,0.27,0.3,0.27,0.3,0.28,0.24,0.26,0.26,0.26,0.27,0.27,0.24,0.27,0.25,0.0,0.25,0.25,0.26,0.25,0.26,0.25,0.0,0.26,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.26,0.0,0.24,0.25,0.36,0.25,0.24,0.0,0.0,0.0,0.0,0.0,82.0
08/10/2021,1.0,0.8,0.85,1.03,0.78,0.78,0.73,0.75,0.7,0.73,0.74,0.66,0.63,0.68,0.72,0.66,0.72,0.7,0.65,0.6,0.65,0.64,0.57,0.58,0.58,0.56,0.61,0.49,0.52,0.55,0.56,0.6,0.57,0.56,0.33,0.49,0.51,0.57,0.56,0.58,0.58,0.53,0.51,0.56,0.5,0.57,0.53,0.51,0.53,0.51,0.44,0.46,0.52,0.53,0.51,0.43,0.56,0.43,0.44,0.42,0.43,0.4,0.47,0.47,0.44,0.45,0.45,0.43,0.43,0.45,0.44,0.39,0.5,0.38,0.45,0.42,0.45,0.37,0.42,0.43,0.42,0.37,0.39,0.4,0.44,0.38,0.39,0.36,0.37,0.4,0.37,0.39,0.35,0.39,0.38,0.38,0.36,0.39,0.36,0.42,0.36,0.39,0.36,0.35,0.37,0.33,0.31,0.35,0.31,0.33,0.36,0.34,0.34,0.35,0.35,0.33,0.35,0.32,0.31,0.35,0.32,0.34,0.31,0.29,0.34,0.31,0.35,0.32,0.29,0.3,0.33,0.3,0.33,0.33,0.33,0.33,0.3,0.28,0.34,0.0,0.3,0.3,0.3,0.29,0.31,0.26,0.27,0.31,0.29,0.3,0.3,0.29,0.34,0.26,0.27,0.27,0.25,0.28,0.28,0.25,0.28,0.26,0.25,0.27,0.27,0.29,0.28,0.27,0.28,0.28,0.25,0.27,0.26,0.3,0.28,0.3,0.28,0.24,0.26,0.26,0.26,0.27,0.27,0.25,0.27,0.25,0.0,0.25,0.24,0.26,0.24,0.26,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.25,0.0,0.0,0.25,0.35,0.25,0.24,0.25,0.0,0.0,0.0,0.0,81.89
08/11/2021,1.0,0.8,0.85,1.03,0.78,0.78,0.73,0.75,0.7,0.73,0.74,0.66,0.63,0.68,0.72,0.66,0.73,0.7,0.65,0.6,0.65,0.64,0.57,0.58,0.58,0.56,0.61,0.49,0.52,0.55,0.56,0.6,0.57,0.56,0.33,0.49,0.51,0.57,0.56,0.58,0.58,0.53,0.51,0.56,0.5,0.57,0.53,0.51,0.53,0.51,0.44,0.46,0.52,0.53,0.51,0.43,0.56,0.43,0.44,0.42,0.43,0.4,0.47,0.47,0.44,0.45,0.45,0.43,0.43,0.45,0.44,0.39,0.5,0.38,0.45,0.42,0.45,0.37,0.42,0.43,0.42,0.37,0.39,0.4,0.44,0.38,0.39,0.36,0.37,0.4,0.37,0.39,0.35,0.39,0.38,0.38,0.36,0.39,0.36,0.42,0.36,0.39,0.36,0.35,0.37,0.33,0.31,0.35,0.31,0.33,0.36,0.34,0.34,0.35,0.35,0.33,0.35,0.32,0.31,0.35,0.32,0.34,0.31,0.29,0.34,0.31,0.35,0.32,0.29,0.3,0.33,0.3,0.33,0.33,0.33,0.33,0.3,0.28,0.34,0.0,0.3,0.3,0.3,0.29,0.31,0.26,0.27,0.31,0.29,0.3,0.3,0.29,0.34,0.26,0.28,0.27,0.25,0.28,0.28,0.25,0.28,0.26,0.25,0.27,0.27,0.29,0.28,0.27,0.28,0.28,0.25,0.27,0.26,0.3,0.28,0.3,0.28,0.24,0.26,0.26,0.26,0.27,0.27,0.25,0.27,0.25,0.0,0.25,0.24,0.26,0.24,0.26,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.25,0.0,0.0,0.25,0.35,0.25,0.24,0.25,0.0,0.0,0.0,0.0,81.91
08/13/2021,1.09,0.8,0.85,1.02,0.78,0.8,0.72,0.75,0.71,0.73,0.76,0.65,0.65,0.66,0.72,0.68,0.73,0.69,0.63,0.62,0.64,0.63,0.56,0.56,0.55,0.57,0.59,0.49,0.5,0.55,0.56,0.59,0.55,0.55,0.33,0.49,0.51,0.58,0.56,0.57,0.57,0.52,0.51,0.57,0.51,0.58,0.54,0.51,0.52,0.52,0.46,0.47,0.52,0.53,0.51,0.43,0.61,0.42,0.44,0.42,0.42,0.4,0.46,0.46,0.43,0.45,0.46,0.43,0.42,0.44,0.45,0.39,0.5,0.38,0.46,0.41,0.44,0.36,0.41,0.42,0.42,0.38,0.39,0.41,0.42,0.38,0.38,0.38,0.37,0.4,0.37,0.39,0.35,0.39,0.38,0.39,0.35,0.37,0.36,0.39,0.35,0.4,0.35,0.35,0.37,0.33,0.33,0.35,0.31,0.32,0.36,0.33,0.34,0.35,0.35,0.32,0.35,0.32,0.31,0.35,0.31,0.34,0.31,0.3,0.35,0.32,0.33,0.31,0.29,0.3,0.32,0.29,0.33,0.33,0.33,0.33,0.3,0.28,0.33,0.0,0.29,0.3,0.3,0.31,0.31,0.26,0.27,0.33,0.29,0.3,0.3,0.28,0.34,0.26,0.27,0.27,0.26,0.27,0.28,0.0,0.28,0.25,0.25,0.28,0.27,0.29,0.28,0.29,0.28,0.28,0.26,0.27,0.26,0.3,0.28,0.29,0.29,0.24,0.25,0.25,0.26,0.27,0.26,0.25,0.27,0.25,0.0,0.25,0.24,0.26,0.25,0.26,0.25,0.0,0.25,0.26,0.0,0.24,0.0,0.0,0.0,0.24,0.0,0.25,0.0,0.24,0.25,0.37,0.25,0.0,0.25,0.0,0.0,0.0,0.0,81.83
