,DAR,LAD,CROX,BLDR,SAIA,LSCC,NTLA,OMCL,RBC,AEO,LPX,THC,HELE,AMKR,MTZ,BLD,RH,GNRC,FOXF,MSTR,SYNA,ASGN,POWI,OLN,FCN,EME,NXST,HBAN,GTLS,NOVT,TKR,RXN,EXPO,CRUS,ESI,SSD,SF,AMN,ONTO,ABG,SEM,PAG,SAFM,DKS,UMBF,TTEK,STMP,UFPI,SLAB,EVR,ROLL,BRKS,JBT,MUSA,PRI,VAC,FFIN,TTEC,KBR,ACHC,DIOD,AMG,CLH,SIGI,AN,CMC,TXRH,RLI,CNO,EXLS,CATY,VLY,WTS,GBCI,KFY,RDN,KLIC,VMI,FELE,WD,JCOM,ENSG,WOR,LHCG,AWI,ROG,PRFT,LANC,ENS,OMI,SNBR,MEDP,THG,CBU,MMSI,CAR,MGNI,MSA,LSTR,CALX,IART,PZZA,AEIS,SXT,FCFS,CWST,ABCB,TRTN,IBP,FN,LCII,STL,NAVI,AAON,CFX,RRC,SHOO,MODV,WMS,AVNT,PBH,FUL,DAN,CNXC,SFBS,CCOI,ELY,AIT,PNM,WAL,TPX,GPI,PNFP,FHI,BCPC,PLXS,DORM,BOOT,FIX,BXS,MDC,NSIT,TEX,RAMP,WERN,TPH,VG,CHH,UBSI,GATX,JEF,TREX,CNMD,WSC,ALRM,CCS,SIG,STE,IRDM,LFUS,WWW,FLOW,BOH,VRTS,THRM,MCY,AX,NSP,UNF,TNET,MANH,MATX,AVAV,BPOP,WAFD,JHG,FORM,BMI,FIZZ,HRI,SWN,FSS,ACIW,COKE,SANM,PPBI,COLB,KTOS,AWR,RMBS,KBH,NJR,KMPR,IBOC,CRVL,SSTK,ABM,CCMP,ITGR,PRTA,PRG,CWT,MWA,HTH,SMTC,GDOT,PDCE,PFGC,TTGT,AA,MXL,ICUI,AMED,ALKS,WING,MTDR,AMBA,ALGT,HOMB,HWC,UNFI,NEO,NEOG,ASB,OPCH,NVST,FULT,RRX,n/a,ZWS,ZD,LIVN,ORA,PRGO,WTFC,OZK,ARCB,MLI,SEDG,CNS,FWRD,CADE,IPAR,PGNY,DY,UCTT,INDB,DDS,AEL,ENPH,BCC,WIRE,ATKR,CVCO,AZTA,NNI,TMHC,ACLS,WSFS,SSB,ADNT,GT,CACI,FBP,WEN,TWNK,HLI,AVA,SR,STAA,SUM
08/30/2021,0.55,0.41,0.45,0.42,0.36,0.35,0.32,0.33,0.31,0.28,0.33,0.33,0.29,0.29,0.3,0.28,0.28,0.29,0.27,0.27,0.29,0.28,0.28,0.25,0.25,0.26,0.25,0.26,0.26,0.25,0.23,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.22,0.22,0.21,0.22,0.22,0.27,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.22,0.22,0.22,0.21,0.22,0.21,0.21,0.22,0.21,0.2,0.21,0.19,0.19,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.19,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.17,0.18,0.18,0.19,0.21,0.18,0.16,0.17,0.17,0.19,0.18,0.17,0.19,0.19,0.15,0.18,0.19,0.18,0.19,0.18,0.17,0.17,0.18,0.18,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.18,0.17,0.17,0.16,0.17,0.16,0.17,0.16,0.16,0.15,0.16,0.17,0.15,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.15,0.15,0.17,0.15,0.14,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.0,0.15,0.14,0.14,0.14,0.14,0.14,0.0,0.14,0.14,0.14,0.0,0.14,0.0,0.14,0.16,0.14,0.14,0.15,0.15,0.14,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.260000000000005
08/31/2021,0.55,0.39,0.45,0.42,0.35,0.36,0.32,0.33,0.31,0.28,0.33,0.33,0.29,0.31,0.29,0.28,0.27,0.29,0.27,0.26,0.29,0.28,0.29,0.27,0.24,0.26,0.25,0.25,0.26,0.25,0.23,0.24,0.24,0.25,0.23,0.24,0.24,0.24,0.23,0.22,0.22,0.22,0.22,0.28,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.21,0.22,0.22,0.22,0.21,0.22,0.21,0.22,0.22,0.21,0.2,0.2,0.19,0.19,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.19,0.19,0.19,0.18,0.17,0.18,0.17,0.19,0.21,0.17,0.16,0.17,0.17,0.19,0.18,0.18,0.19,0.19,0.16,0.17,0.19,0.19,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.17,0.17,0.19,0.16,0.17,0.18,0.17,0.16,0.17,0.16,0.18,0.16,0.18,0.15,0.17,0.16,0.17,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.16,0.16,0.17,0.16,0.15,0.16,0.15,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.15,0.15,0.17,0.15,0.14,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.0,0.14,0.14,0.14,0.15,0.14,0.14,0.0,0.14,0.14,0.14,0.0,0.15,0.0,0.15,0.16,0.14,0.15,0.15,0.16,0.14,0.0,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.31
09/01/2021,0.55,0.39,0.45,0.42,0.35,0.36,0.32,0.33,0.31,0.28,0.33,0.33,0.29,0.31,0.29,0.28,0.27,0.29,0.27,0.26,0.29,0.28,0.29,0.27,0.24,0.26,0.25,0.25,0.26,0.25,0.23,0.24,0.24,0.25,0.23,0.24,0.24,0.24,0.23,0.22,0.22,0.22,0.22,0.28,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.21,0.22,0.22,0.22,0.21,0.22,0.21,0.22,0.22,0.21,0.2,0.2,0.19,0.19,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.19,0.19,0.19,0.18,0.17,0.18,0.17,0.19,0.21,0.17,0.16,0.17,0.17,0.19,0.18,0.18,0.19,0.19,0.16,0.17,0.19,0.19,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.17,0.17,0.19,0.16,0.17,0.18,0.17,0.16,0.17,0.16,0.18,0.16,0.18,0.15,0.17,0.16,0.17,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.16,0.16,0.17,0.16,0.15,0.16,0.15,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.15,0.15,0.17,0.15,0.14,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.0,0.14,0.14,0.14,0.15,0.14,0.14,0.0,0.14,0.14,0.14,0.0,0.15,0.0,0.15,0.16,0.14,0.15,0.15,0.16,0.14,0.0,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.31
09/02/2021,0.55,0.39,0.45,0.42,0.35,0.36,0.32,0.33,0.31,0.28,0.33,0.33,0.29,0.31,0.29,0.28,0.27,0.29,0.27,0.26,0.29,0.28,0.29,0.27,0.24,0.26,0.25,0.25,0.26,0.25,0.23,0.24,0.24,0.25,0.23,0.24,0.24,0.24,0.23,0.22,0.22,0.22,0.22,0.28,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.21,0.22,0.22,0.22,0.21,0.22,0.21,0.22,0.22,0.21,0.2,0.2,0.19,0.19,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.19,0.19,0.19,0.18,0.17,0.18,0.17,0.19,0.21,0.17,0.16,0.17,0.17,0.19,0.18,0.18,0.19,0.19,0.16,0.17,0.19,0.19,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.17,0.17,0.19,0.16,0.17,0.18,0.17,0.16,0.17,0.16,0.18,0.16,0.18,0.15,0.17,0.16,0.17,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.16,0.16,0.17,0.16,0.15,0.16,0.15,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.15,0.15,0.17,0.15,0.14,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.0,0.14,0.14,0.14,0.15,0.14,0.14,0.0,0.14,0.14,0.14,0.0,0.15,0.0,0.15,0.16,0.14,0.15,0.15,0.16,0.14,0.0,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.31
09/03/2021,0.55,0.39,0.45,0.42,0.36,0.38,0.31,0.32,0.31,0.27,0.34,0.33,0.3,0.31,0.29,0.28,0.28,0.3,0.27,0.26,0.31,0.28,0.29,0.27,0.25,0.26,0.25,0.25,0.27,0.25,0.23,0.25,0.24,0.25,0.23,0.24,0.24,0.24,0.23,0.21,0.22,0.22,0.22,0.29,0.21,0.23,0.22,0.23,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.2,0.23,0.21,0.22,0.23,0.21,0.2,0.2,0.19,0.19,0.21,0.2,0.2,0.2,0.19,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.19,0.19,0.19,0.18,0.17,0.19,0.17,0.19,0.22,0.17,0.16,0.17,0.17,0.2,0.18,0.17,0.19,0.19,0.15,0.18,0.19,0.18,0.19,0.18,0.18,0.17,0.18,0.19,0.17,0.18,0.17,0.19,0.16,0.17,0.17,0.17,0.16,0.17,0.16,0.18,0.16,0.18,0.16,0.17,0.16,0.17,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.16,0.16,0.17,0.17,0.15,0.16,0.15,0.16,0.16,0.17,0.15,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.16,0.16,0.16,0.15,0.15,0.17,0.15,0.17,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.16,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.15,0.16,0.15,0.15,0.15,0.0,0.15,0.14,0.14,0.15,0.0,0.0,0.14,0.15,0.14,0.14,0.0,0.14,0.0,0.15,0.16,0.14,0.15,0.15,0.16,0.15,0.0,0.15,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.53
09/06/2021,0.53,0.39,0.44,0.42,0.36,0.37,0.33,0.33,0.3,0.26,0.32,0.33,0.29,0.31,0.28,0.28,0.27,0.3,0.26,0.26,0.3,0.28,0.29,0.27,0.25,0.25,0.25,0.25,0.27,0.25,0.22,0.24,0.24,0.25,0.23,0.23,0.24,0.25,0.23,0.21,0.22,0.23,0.22,0.29,0.21,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.22,0.2,0.22,0.21,0.22,0.22,0.2,0.21,0.2,0.18,0.18,0.21,0.2,0.2,0.2,0.19,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.19,0.2,0.19,0.18,0.16,0.19,0.17,0.19,0.21,0.17,0.16,0.18,0.16,0.2,0.18,0.17,0.2,0.19,0.16,0.18,0.19,0.18,0.2,0.19,0.17,0.17,0.18,0.19,0.17,0.17,0.17,0.19,0.16,0.17,0.18,0.16,0.16,0.18,0.15,0.19,0.15,0.17,0.16,0.17,0.15,0.17,0.16,0.16,0.14,0.16,0.16,0.15,0.16,0.15,0.16,0.16,0.17,0.16,0.15,0.16,0.15,0.16,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.16,0.15,0.15,0.15,0.16,0.16,0.16,0.15,0.15,0.18,0.15,0.16,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.16,0.15,0.15,0.15,0.16,0.15,0.14,0.14,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.15,0.15,0.0,0.0,0.0,0.15,0.14,0.14,0.0,0.14,0.0,0.15,0.16,0.14,0.15,0.15,0.16,0.14,0.0,0.15,0.0,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.28
09/07/2021,0.52,0.38,0.43,0.42,0.37,0.38,0.36,0.33,0.31,0.23,0.33,0.33,0.3,0.32,0.29,0.28,0.26,0.31,0.26,0.0,0.31,0.28,0.29,0.26,0.24,0.25,0.25,0.23,0.27,0.25,0.22,0.25,0.24,0.25,0.23,0.23,0.23,0.26,0.24,0.21,0.23,0.22,0.22,0.3,0.21,0.24,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.22,0.22,0.2,0.23,0.22,0.23,0.22,0.2,0.21,0.2,0.18,0.18,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.19,0.2,0.19,0.21,0.19,0.19,0.2,0.19,0.19,0.16,0.19,0.17,0.19,0.22,0.17,0.16,0.18,0.16,0.22,0.18,0.17,0.2,0.19,0.17,0.18,0.19,0.18,0.2,0.19,0.17,0.18,0.18,0.19,0.16,0.17,0.17,0.2,0.16,0.17,0.18,0.16,0.16,0.2,0.15,0.19,0.16,0.17,0.16,0.17,0.15,0.17,0.16,0.17,0.14,0.16,0.17,0.15,0.17,0.15,0.16,0.15,0.17,0.16,0.14,0.15,0.16,0.16,0.16,0.16,0.15,0.17,0.16,0.15,0.17,0.16,0.15,0.15,0.16,0.16,0.16,0.16,0.15,0.15,0.18,0.15,0.16,0.16,0.15,0.15,0.0,0.15,0.15,0.15,0.0,0.16,0.15,0.15,0.15,0.17,0.15,0.14,0.14,0.15,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.0,0.0,0.0,0.15,0.14,0.0,0.0,0.15,0.0,0.16,0.16,0.14,0.15,0.15,0.17,0.14,0.0,0.14,0.0,0.16,0.15,0.15,0.17,0.15,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.54
09/08/2021,0.52,0.38,0.43,0.42,0.37,0.38,0.36,0.33,0.31,0.23,0.33,0.33,0.3,0.32,0.29,0.28,0.26,0.31,0.26,0.0,0.31,0.28,0.29,0.26,0.24,0.25,0.25,0.23,0.27,0.25,0.22,0.25,0.24,0.25,0.23,0.23,0.23,0.26,0.24,0.21,0.23,0.22,0.22,0.3,0.21,0.24,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.22,0.22,0.2,0.23,0.22,0.23,0.22,0.2,0.21,0.2,0.18,0.18,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.19,0.2,0.19,0.21,0.19,0.19,0.2,0.19,0.19,0.16,0.19,0.17,0.19,0.22,0.17,0.16,0.18,0.16,0.22,0.18,0.17,0.2,0.19,0.17,0.18,0.19,0.18,0.2,0.19,0.17,0.18,0.18,0.19,0.16,0.17,0.17,0.2,0.16,0.17,0.18,0.16,0.16,0.2,0.15,0.19,0.16,0.17,0.16,0.17,0.15,0.17,0.16,0.17,0.14,0.16,0.17,0.15,0.17,0.15,0.16,0.15,0.17,0.16,0.14,0.15,0.16,0.16,0.16,0.16,0.15,0.17,0.16,0.15,0.17,0.16,0.15,0.15,0.16,0.16,0.16,0.16,0.15,0.15,0.18,0.15,0.16,0.16,0.15,0.15,0.0,0.15,0.15,0.15,0.0,0.16,0.15,0.15,0.15,0.17,0.15,0.14,0.14,0.15,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.0,0.0,0.0,0.15,0.14,0.0,0.0,0.15,0.0,0.16,0.16,0.14,0.15,0.15,0.17,0.14,0.0,0.14,0.0,0.16,0.15,0.15,0.17,0.15,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.54
09/09/2021,0.52,0.38,0.43,0.42,0.37,0.38,0.36,0.33,0.31,0.23,0.33,0.33,0.3,0.32,0.29,0.28,0.26,0.31,0.26,0.0,0.31,0.28,0.29,0.26,0.24,0.25,0.25,0.23,0.27,0.25,0.22,0.25,0.24,0.25,0.23,0.23,0.23,0.26,0.24,0.21,0.23,0.22,0.22,0.3,0.21,0.24,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.22,0.22,0.2,0.23,0.22,0.23,0.22,0.2,0.21,0.2,0.18,0.18,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.19,0.2,0.19,0.21,0.19,0.19,0.2,0.19,0.19,0.16,0.19,0.17,0.19,0.22,0.17,0.16,0.18,0.16,0.22,0.18,0.17,0.2,0.19,0.17,0.18,0.19,0.18,0.2,0.19,0.17,0.18,0.18,0.19,0.16,0.17,0.17,0.2,0.16,0.17,0.18,0.16,0.16,0.2,0.15,0.19,0.16,0.17,0.16,0.17,0.15,0.17,0.16,0.17,0.14,0.16,0.17,0.15,0.17,0.15,0.16,0.15,0.17,0.16,0.14,0.15,0.16,0.16,0.16,0.16,0.15,0.17,0.16,0.15,0.17,0.16,0.15,0.15,0.16,0.16,0.16,0.16,0.15,0.15,0.18,0.15,0.16,0.16,0.15,0.15,0.0,0.15,0.15,0.15,0.0,0.16,0.15,0.15,0.15,0.17,0.15,0.14,0.14,0.15,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.0,0.0,0.0,0.15,0.14,0.0,0.0,0.15,0.0,0.16,0.16,0.14,0.15,0.15,0.17,0.14,0.0,0.14,0.0,0.16,0.15,0.15,0.17,0.15,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.54
09/10/2021,0.53,0.37,0.42,0.42,0.37,0.38,0.33,0.34,0.31,0.23,0.33,0.33,0.3,0.32,0.29,0.28,0.26,0.31,0.26,0.0,0.31,0.28,0.29,0.26,0.24,0.25,0.25,0.24,0.28,0.25,0.22,0.25,0.24,0.25,0.22,0.23,0.23,0.25,0.24,0.2,0.23,0.22,0.22,0.29,0.22,0.24,0.22,0.21,0.21,0.22,0.22,0.24,0.23,0.22,0.21,0.22,0.19,0.23,0.22,0.22,0.22,0.2,0.2,0.2,0.18,0.18,0.21,0.2,0.2,0.2,0.2,0.19,0.21,0.19,0.21,0.19,0.21,0.19,0.19,0.21,0.19,0.18,0.16,0.18,0.17,0.19,0.22,0.17,0.15,0.17,0.16,0.22,0.18,0.17,0.2,0.2,0.17,0.18,0.19,0.18,0.21,0.19,0.18,0.18,0.19,0.19,0.16,0.17,0.17,0.2,0.15,0.17,0.18,0.16,0.16,0.19,0.16,0.18,0.16,0.17,0.15,0.16,0.15,0.17,0.16,0.17,0.15,0.16,0.17,0.15,0.17,0.15,0.16,0.15,0.17,0.17,0.15,0.15,0.15,0.16,0.16,0.17,0.14,0.17,0.16,0.15,0.17,0.16,0.15,0.15,0.16,0.15,0.16,0.16,0.15,0.15,0.17,0.15,0.18,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.16,0.15,0.15,0.15,0.17,0.15,0.14,0.15,0.15,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.0,0.0,0.0,0.15,0.14,0.14,0.0,0.15,0.0,0.16,0.16,0.0,0.15,0.15,0.17,0.0,0.0,0.14,0.0,0.16,0.15,0.14,0.17,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.47
09/13/2021,0.53,0.38,0.43,0.43,0.36,0.38,0.33,0.34,0.32,0.23,0.33,0.34,0.29,0.31,0.3,0.28,0.27,0.31,0.26,0.0,0.3,0.29,0.29,0.25,0.25,0.25,0.25,0.24,0.28,0.25,0.22,0.26,0.24,0.26,0.22,0.23,0.23,0.25,0.24,0.21,0.23,0.23,0.22,0.28,0.21,0.24,0.23,0.21,0.2,0.22,0.22,0.24,0.23,0.23,0.21,0.22,0.19,0.23,0.22,0.22,0.22,0.2,0.21,0.2,0.18,0.18,0.21,0.2,0.2,0.21,0.2,0.19,0.21,0.18,0.21,0.19,0.21,0.19,0.19,0.21,0.19,0.18,0.16,0.19,0.17,0.18,0.22,0.17,0.15,0.17,0.16,0.22,0.18,0.17,0.2,0.19,0.16,0.18,0.19,0.18,0.21,0.19,0.17,0.18,0.19,0.19,0.16,0.17,0.17,0.2,0.15,0.17,0.18,0.16,0.16,0.2,0.16,0.18,0.16,0.16,0.15,0.16,0.15,0.18,0.16,0.17,0.14,0.16,0.17,0.14,0.17,0.15,0.16,0.15,0.18,0.17,0.15,0.15,0.15,0.16,0.15,0.17,0.14,0.16,0.17,0.15,0.17,0.16,0.15,0.15,0.16,0.16,0.16,0.16,0.15,0.15,0.17,0.15,0.17,0.16,0.0,0.15,0.14,0.15,0.15,0.15,0.0,0.16,0.15,0.15,0.15,0.17,0.15,0.14,0.15,0.14,0.16,0.15,0.15,0.14,0.16,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.16,0.14,0.0,0.0,0.15,0.0,0.16,0.16,0.14,0.15,0.15,0.17,0.14,0.14,0.14,0.0,0.16,0.14,0.14,0.17,0.15,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.54
