,BRK.B,JPM,V,MA,BAC,WFC,C,MS,BLK,GS,AMT,AXP,SCHW,SPGI,PLD,CCI,PNC,USB,CME,EQIX,TFC,MMC,CB,COF,BX,ICE,MCO,PGR,AON,PSA,TROW,MSCI,MET,DLR,SPG,AIG,BK,PRU,ALL,TRV,DFS,WELL,SBAC,KKR,AFL,FRC,CSGP,SIVB,AVB,WLTW,AJG,AMP,CBRE,STT,EQR,FITB,ARE,SYF,O,WY,NTRS,EXR,INVH,HIG,VTR,HBAN,NDAQ,SUI,KEY,MAA,ESS,CFG,RF,ALLY,PEAK,MTB,DRE,MKTX,CINF,MKL,VICI,BXP,PFG,ACGL,RJF,XTSLA,UDR,SBNY,WPC,APO,CPT,ELS,FDS,IRM,MPW,L,NLY,CBOE,BRO,HST,EQH,LNC,LPLA,AMH,FNF,VER,WRB,GLPI,REG,RE,EWBC,WAL,Y,AIZ,FHN,CMA,IVZ,CUBE,JLL,COLD,STOR,LSI,ATH,OHI,BEN,AGNC,GL,KIM,TW,CONE,LAMR,ZION,AFG,NNN,FRT,RNR,PBCT,SEIC,VNO,KRC,ARES,STWD,CBSH,RGA,AIRC,REXR,VOYA,EGP,JHG,PB,PNFP,JEF,BRX,SLM,FAF,AMG,ACC,ORI,FR,SF,FFIN,OPEN,PRI,BPOP,COR,CFR,USD,SNV,COIN,HTA,OMF,GBCI,NYCB,CACC,LAZ,IBKR,VLY,MORN,SRC,SLG,CUZ,DEI,UNM,FCNCA,CG,UBSI,BXMT,WBS,MTG,HIW,ERIE,SIGI,NRZ,THG,ESNT,OZK,RYN,DOC,BHF,FNB,AXS,UMPQ,SBRA,ANSGR.IS,HHC,HR,WTFC,RLI,UMBF,KMPR,HPP,RDN,SUM
07/23/2021,7.7,6.65,6.03,4.72,4.08,2.73,2.02,2.02,1.83,1.83,1.89,1.62,1.5,1.48,1.39,1.29,1.14,1.12,1.1,1.1,1.07,1.06,1.11,1.05,1.05,0.99,0.89,0.81,0.76,0.7,0.68,0.68,0.63,0.65,0.61,0.6,0.59,0.57,0.56,0.56,0.54,0.54,0.54,0.5,0.49,0.5,0.51,0.46,0.47,0.42,0.42,0.42,0.41,0.42,0.43,0.37,0.39,0.37,0.39,0.37,0.34,0.34,0.34,0.33,0.33,0.3,0.31,0.31,0.27,0.31,0.32,0.27,0.27,0.28,0.29,0.26,0.28,0.26,0.26,0.25,0.25,0.24,0.23,0.23,0.23,0.26,0.24,0.2,0.21,0.18,0.21,0.2,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.16,0.17,0.16,0.16,0.17,0.17,0.17,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.14,0.15,0.15,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.11,0.1,0.11,0.1,0.11,0.1,0.11,0.11,0.11,0.12,0.12,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.07,0.08,0.08,0.09,0.09,0.06,0.09,0.09,0.09,0.08,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.07,0.0,0.0,0.06,0.0,0.0,0.0,98.42
07/26/2021,7.69,6.71,5.98,4.74,4.12,2.75,2.04,2.07,1.82,1.85,1.85,1.63,1.52,1.46,1.36,1.26,1.14,1.13,1.11,1.07,1.08,1.05,1.11,1.07,1.05,0.98,0.89,0.8,0.75,0.68,0.68,0.68,0.64,0.63,0.61,0.6,0.59,0.58,0.56,0.56,0.56,0.53,0.53,0.5,0.5,0.5,0.51,0.47,0.46,0.42,0.42,0.42,0.42,0.43,0.42,0.38,0.39,0.37,0.38,0.37,0.34,0.33,0.33,0.33,0.33,0.3,0.31,0.3,0.27,0.31,0.31,0.27,0.27,0.28,0.28,0.25,0.28,0.25,0.26,0.25,0.25,0.24,0.23,0.23,0.23,0.26,0.24,0.2,0.2,0.18,0.21,0.2,0.19,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.17,0.16,0.16,0.17,0.17,0.16,0.16,0.15,0.15,0.14,0.15,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.15,0.15,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.11,0.1,0.11,0.1,0.11,0.1,0.11,0.11,0.11,0.12,0.12,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.07,0.08,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.08,0.07,0.08,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.06,0.0,0.0,0.06,0.06,98.37
07/27/2021,7.69,6.68,6.04,4.8,4.09,2.73,2.03,2.08,1.8,1.86,1.88,1.63,1.48,1.48,1.38,1.22,1.13,1.11,1.1,1.08,1.07,1.09,1.1,1.07,1.1,0.99,0.9,0.8,0.77,0.69,0.68,0.69,0.63,0.64,0.6,0.6,0.59,0.57,0.56,0.54,0.55,0.53,0.54,0.52,0.49,0.5,0.52,0.47,0.46,0.43,0.43,0.42,0.43,0.43,0.42,0.37,0.39,0.36,0.38,0.38,0.34,0.33,0.33,0.32,0.33,0.3,0.31,0.31,0.27,0.31,0.31,0.27,0.27,0.28,0.28,0.24,0.28,0.26,0.25,0.25,0.25,0.24,0.23,0.23,0.23,0.25,0.24,0.2,0.21,0.18,0.21,0.2,0.19,0.18,0.18,0.18,0.17,0.18,0.18,0.16,0.17,0.16,0.16,0.17,0.17,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.13,0.14,0.12,0.14,0.14,0.14,0.15,0.14,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.07,0.08,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.08,0.07,0.08,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.07,0.0,0.0,0.06,0.0,0.0,0.0,98.44
07/28/2021,7.67,6.62,6.12,4.91,4.04,2.68,2.01,2.05,1.8,1.85,1.89,1.64,1.48,1.47,1.38,1.22,1.13,1.1,1.11,1.09,1.07,1.09,1.09,1.05,1.11,0.99,0.9,0.81,0.76,0.7,0.69,0.69,0.62,0.63,0.59,0.59,0.59,0.57,0.57,0.54,0.55,0.53,0.54,0.52,0.49,0.5,0.52,0.47,0.46,0.43,0.43,0.42,0.43,0.43,0.42,0.37,0.39,0.37,0.38,0.38,0.34,0.33,0.33,0.32,0.33,0.3,0.31,0.31,0.27,0.31,0.31,0.27,0.27,0.28,0.28,0.24,0.28,0.26,0.25,0.25,0.25,0.24,0.23,0.23,0.23,0.26,0.24,0.2,0.21,0.18,0.21,0.2,0.19,0.18,0.18,0.17,0.17,0.19,0.19,0.16,0.17,0.16,0.16,0.17,0.17,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.13,0.14,0.12,0.14,0.14,0.14,0.15,0.14,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.07,0.08,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.08,0.07,0.07,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.06,0.0,0.0,0.06,0.06,98.38
07/29/2021,7.65,6.64,6.13,4.89,4.07,2.7,2.03,2.08,1.79,1.86,1.88,1.63,1.48,1.44,1.37,1.21,1.14,1.1,1.1,1.08,1.07,1.09,1.1,1.06,1.12,0.98,0.89,0.8,0.82,0.69,0.68,0.69,0.63,0.63,0.61,0.59,0.59,0.58,0.57,0.54,0.55,0.53,0.54,0.52,0.49,0.5,0.51,0.46,0.46,0.39,0.42,0.42,0.43,0.43,0.42,0.37,0.39,0.37,0.38,0.38,0.34,0.33,0.33,0.32,0.33,0.3,0.31,0.31,0.27,0.31,0.31,0.27,0.27,0.28,0.28,0.25,0.28,0.26,0.25,0.24,0.25,0.24,0.23,0.23,0.23,0.26,0.24,0.2,0.21,0.18,0.21,0.2,0.19,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.17,0.16,0.16,0.17,0.18,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.13,0.14,0.12,0.14,0.14,0.14,0.16,0.14,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.07,0.08,0.09,0.09,0.09,0.0,0.09,0.1,0.09,0.08,0.07,0.08,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.0,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,98.44
07/30/2021,7.69,6.62,6.13,4.85,4.05,2.7,2.04,2.08,1.77,1.85,1.89,1.63,1.46,1.44,1.38,1.22,1.13,1.1,1.1,1.09,1.07,1.08,1.1,1.06,1.13,0.99,0.89,0.81,0.85,0.69,0.67,0.7,0.62,0.63,0.6,0.59,0.59,0.57,0.57,0.54,0.55,0.53,0.54,0.53,0.49,0.5,0.51,0.45,0.46,0.38,0.42,0.42,0.44,0.43,0.42,0.37,0.4,0.37,0.38,0.38,0.34,0.33,0.33,0.32,0.33,0.3,0.31,0.31,0.27,0.31,0.31,0.27,0.27,0.28,0.29,0.25,0.28,0.26,0.25,0.24,0.25,0.24,0.23,0.23,0.23,0.26,0.24,0.19,0.21,0.18,0.21,0.2,0.19,0.18,0.18,0.17,0.17,0.18,0.19,0.16,0.16,0.16,0.16,0.17,0.18,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.13,0.14,0.12,0.14,0.13,0.14,0.16,0.14,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.07,0.08,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.08,0.07,0.07,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.08,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.07,0.06,0.0,0.06,0.06,0.0,0.0,98.38
08/02/2021,7.63,6.66,6.03,4.81,4.11,2.77,2.05,2.07,1.78,1.85,1.86,1.61,1.48,1.47,1.36,1.2,1.13,1.1,1.11,1.02,1.07,1.08,1.09,1.07,1.15,0.98,0.88,0.81,0.86,0.68,0.67,0.71,0.62,0.61,0.6,0.59,0.6,0.58,0.57,0.54,0.55,0.53,0.53,0.54,0.51,0.5,0.5,0.46,0.46,0.38,0.41,0.43,0.46,0.44,0.42,0.37,0.39,0.38,0.38,0.38,0.34,0.33,0.33,0.33,0.32,0.31,0.31,0.32,0.28,0.32,0.31,0.26,0.27,0.28,0.29,0.25,0.28,0.26,0.25,0.24,0.24,0.24,0.23,0.22,0.23,0.25,0.24,0.19,0.21,0.18,0.21,0.2,0.19,0.18,0.18,0.17,0.17,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.19,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.13,0.14,0.12,0.14,0.13,0.14,0.16,0.14,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.07,0.08,0.09,0.08,0.09,0.07,0.09,0.09,0.09,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,98.38
08/03/2021,7.62,6.64,6.02,4.8,4.09,2.75,2.02,2.07,1.78,1.85,1.86,1.61,1.48,1.5,1.37,1.21,1.12,1.09,1.1,1.07,1.06,1.08,1.1,1.06,1.14,0.98,0.88,0.81,0.85,0.69,0.67,0.71,0.62,0.63,0.6,0.59,0.6,0.57,0.56,0.54,0.55,0.53,0.54,0.54,0.5,0.5,0.51,0.45,0.46,0.39,0.41,0.43,0.47,0.44,0.42,0.37,0.4,0.37,0.38,0.37,0.34,0.34,0.33,0.33,0.32,0.3,0.31,0.32,0.28,0.32,0.31,0.26,0.27,0.28,0.29,0.25,0.28,0.26,0.26,0.24,0.24,0.24,0.23,0.23,0.23,0.25,0.24,0.19,0.21,0.18,0.21,0.21,0.2,0.18,0.18,0.17,0.17,0.18,0.18,0.16,0.17,0.16,0.16,0.17,0.19,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.13,0.14,0.12,0.14,0.13,0.14,0.17,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.07,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.09,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.06,0.06,0.0,0.0,98.39
08/04/2021,7.62,6.64,6.02,4.8,4.09,2.75,2.02,2.07,1.78,1.85,1.86,1.61,1.48,1.5,1.37,1.21,1.12,1.09,1.1,1.07,1.06,1.08,1.1,1.06,1.14,0.98,0.88,0.81,0.85,0.69,0.67,0.71,0.62,0.63,0.6,0.59,0.6,0.57,0.56,0.54,0.55,0.53,0.54,0.54,0.5,0.5,0.51,0.45,0.46,0.39,0.41,0.43,0.47,0.44,0.42,0.37,0.4,0.37,0.38,0.37,0.34,0.34,0.33,0.33,0.32,0.3,0.31,0.32,0.28,0.32,0.31,0.26,0.27,0.28,0.29,0.25,0.28,0.26,0.26,0.24,0.24,0.24,0.23,0.23,0.23,0.25,0.24,0.19,0.21,0.18,0.21,0.21,0.2,0.18,0.18,0.17,0.17,0.18,0.18,0.16,0.17,0.16,0.16,0.17,0.19,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.13,0.14,0.12,0.14,0.13,0.14,0.17,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.07,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.09,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.06,0.06,0.0,0.0,98.39
08/05/2021,7.62,6.64,6.02,4.8,4.09,2.75,2.02,2.07,1.78,1.85,1.86,1.61,1.48,1.5,1.37,1.21,1.12,1.09,1.1,1.07,1.06,1.08,1.1,1.06,1.14,0.98,0.88,0.81,0.85,0.69,0.67,0.71,0.62,0.63,0.6,0.59,0.6,0.57,0.56,0.54,0.55,0.53,0.54,0.54,0.5,0.5,0.51,0.45,0.46,0.39,0.41,0.43,0.47,0.44,0.42,0.37,0.4,0.37,0.38,0.37,0.34,0.34,0.33,0.33,0.32,0.3,0.31,0.32,0.28,0.32,0.31,0.26,0.27,0.28,0.29,0.25,0.28,0.26,0.26,0.24,0.24,0.24,0.23,0.23,0.23,0.25,0.24,0.19,0.21,0.18,0.21,0.21,0.2,0.18,0.18,0.17,0.17,0.18,0.18,0.16,0.17,0.16,0.16,0.17,0.19,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.13,0.14,0.12,0.14,0.13,0.14,0.17,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.07,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.09,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.06,0.06,0.0,0.0,98.39
08/06/2021,7.7,6.68,5.79,4.56,4.1,2.8,2.06,2.08,1.81,1.87,1.87,1.59,1.46,1.52,1.39,1.22,1.14,1.1,1.08,1.06,1.08,1.11,1.12,1.05,1.14,0.97,0.88,0.82,0.86,0.68,0.69,0.74,0.63,0.63,0.62,0.59,0.61,0.58,0.57,0.55,0.56,0.53,0.55,0.55,0.51,0.5,0.5,0.45,0.46,0.4,0.41,0.44,0.47,0.44,0.42,0.38,0.41,0.37,0.38,0.37,0.34,0.34,0.33,0.34,0.32,0.31,0.31,0.32,0.28,0.32,0.31,0.26,0.27,0.27,0.29,0.25,0.28,0.26,0.26,0.24,0.23,0.24,0.23,0.23,0.23,0.3,0.24,0.19,0.21,0.19,0.21,0.21,0.2,0.18,0.17,0.17,0.17,0.19,0.18,0.16,0.17,0.16,0.16,0.17,0.18,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.13,0.14,0.13,0.14,0.13,0.15,0.16,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.18,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.11,0.1,0.1,0.1,0.1,0.12,0.11,0.1,0.11,0.12,0.12,0.12,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.07,0.08,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.08,0.07,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.07,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.06,0.0,98.53
