,NVDA,ORCL,GOOGL,FB,SHOP,ADBE,MSFT,ACN,CSCO,CRM,AMZN,SIE.DE,AAPL,NFLX,INTC,005930.KS,IBM,QCOM,700.HK,BABA,3690.HK,NOW,UBER,SNAP,000660.KS,NXPI,TWTR,TWLO,IFX.DE,BIDU,6954.T,TRI,EBAY,SNPS,WDAY,ERIC,CDNS,EXPN.L,XLNX,STM IM,ROK,TTD,OKTA,ZS,ZBRA,VRSK,WKL.AS,TDC,SPLK,DDOG,CAN,6502.T,STX,UI,DXC,HPE,WIX,VSAT,DLG.DE,CSOD,2353.TW,AMP.MI,G,PRO,HUBB,NLSN,3443.TW,AFYA,SMAR,STNE,SMCI,5803.T,ABMD,PEGA,763 HK,FEYE,TSEM,TIETO.HE,BAH,3665.TW,3661.TW,UBI.PA,VRNT,VNET,CASH,CGNT,4488 JP,4488.T,PATH,UPST,AI,n/a,SUM
07/23/2021,3.83,4.11,3.83,3.58,3.63,3.67,3.53,3.44,3.37,3.06,3.09,2.82,3.03,2.59,2.51,2.43,2.46,2.41,2.27,2.3,2.09,2.19,1.69,1.51,1.48,1.08,1.06,1.09,0.94,0.96,0.91,1.0,0.96,0.84,0.81,0.7,0.76,0.74,0.63,0.65,0.67,0.6,0.59,0.6,0.55,0.59,0.57,0.51,0.43,0.44,0.33,0.42,0.43,0.37,0.37,0.35,0.34,0.36,0.34,0.33,0.32,0.32,0.33,0.3,0.34,0.31,0.31,0.29,0.29,0.25,0.29,0.29,0.28,0.27,0.31,0.26,0.25,0.28,0.27,0.23,0.21,0.17,0.17,0.13,0.15,0.09,0.05,0.0,0.0,0.0,0.0,0.0,100.0
07/26/2021,3.96,4.12,3.82,3.61,3.72,3.69,3.55,3.4,3.37,3.11,3.09,2.93,2.99,2.45,2.49,2.41,2.42,2.41,2.23,2.29,2.09,2.19,1.7,1.5,1.46,1.07,1.07,1.11,0.94,0.94,0.9,0.99,0.97,0.83,0.82,0.69,0.77,0.75,0.64,0.67,0.67,0.59,0.59,0.61,0.56,0.58,0.57,0.52,0.44,0.44,0.36,0.41,0.41,0.36,0.37,0.35,0.34,0.35,0.34,0.31,0.31,0.32,0.33,0.29,0.33,0.31,0.31,0.27,0.29,0.25,0.28,0.29,0.27,0.26,0.32,0.25,0.24,0.27,0.26,0.23,0.22,0.18,0.16,0.13,0.14,0.09,0.05,0.0,0.0,0.0,0.0,0.0,99.98
07/27/2021,3.96,4.12,3.82,3.61,3.72,3.69,3.55,3.4,3.37,3.11,3.09,2.93,2.99,2.45,2.49,2.41,2.42,2.41,2.23,2.29,2.09,2.19,1.7,1.5,1.46,1.07,1.07,1.11,0.94,0.94,0.9,0.99,0.97,0.83,0.82,0.69,0.77,0.75,0.64,0.67,0.67,0.59,0.59,0.61,0.56,0.58,0.57,0.52,0.44,0.44,0.36,0.41,0.41,0.36,0.37,0.35,0.34,0.35,0.34,0.31,0.31,0.32,0.33,0.29,0.33,0.31,0.31,0.27,0.29,0.25,0.28,0.29,0.27,0.26,0.32,0.25,0.24,0.27,0.26,0.23,0.22,0.18,0.16,0.13,0.14,0.09,0.05,0.0,0.0,0.0,0.0,0.0,99.98
07/29/2021,3.9,3.99,3.99,3.83,3.7,3.67,3.58,3.45,3.42,3.1,3.14,2.94,3.03,2.48,2.42,2.37,2.46,2.43,2.01,2.05,1.76,2.22,1.67,1.82,1.43,1.09,1.06,1.09,0.96,0.86,0.9,0.99,0.99,0.84,0.83,0.69,0.78,0.76,0.64,0.69,0.67,0.65,0.59,0.61,0.57,0.58,0.57,0.54,0.44,0.44,0.39,0.42,0.43,0.37,0.38,0.36,0.35,0.35,0.34,0.31,0.32,0.32,0.34,0.29,0.33,0.31,0.31,0.26,0.29,0.25,0.29,0.29,0.28,0.27,0.3,0.25,0.24,0.28,0.26,0.24,0.22,0.17,0.16,0.11,0.13,0.09,0.05,0.0,0.0,0.0,0.0,0.0,100.03999999999998
07/30/2021,3.94,4.05,3.99,3.84,3.69,3.71,3.61,3.51,3.46,3.1,3.13,2.96,3.03,2.53,2.41,2.41,2.5,2.42,1.86,2.02,1.47,2.25,1.66,1.79,1.44,1.08,1.07,1.07,0.95,0.85,0.92,1.01,0.99,0.85,0.81,0.69,0.78,0.78,0.63,0.69,0.67,0.67,0.59,0.61,0.57,0.59,0.58,0.54,0.44,0.45,0.35,0.42,0.43,0.37,0.38,0.36,0.34,0.36,0.34,0.31,0.33,0.32,0.34,0.29,0.34,0.31,0.31,0.26,0.29,0.24,0.29,0.3,0.28,0.26,0.3,0.25,0.24,0.28,0.27,0.24,0.22,0.17,0.17,0.11,0.13,0.1,0.05,0.0,0.0,0.0,0.0,0.0,100.00999999999998
08/02/2021,3.99,3.99,4.07,3.69,3.56,3.68,3.55,3.44,3.4,3.06,3.1,2.93,2.97,2.47,2.4,2.4,2.45,2.56,2.02,2.12,1.72,2.24,1.6,1.79,1.4,1.12,1.08,1.07,0.98,0.88,0.93,1.01,0.99,0.85,0.82,0.68,0.78,0.78,0.69,0.73,0.68,0.68,0.58,0.61,0.57,0.59,0.59,0.53,0.44,0.45,0.39,0.41,0.43,0.38,0.39,0.36,0.34,0.36,0.34,0.31,0.31,0.32,0.34,0.29,0.33,0.3,0.31,0.27,0.29,0.26,0.31,0.3,0.28,0.25,0.32,0.25,0.25,0.27,0.26,0.24,0.2,0.17,0.17,0.12,0.03,0.1,0.0,0.04,0.0,0.0,0.0,0.0,100.0
08/03/2021,3.99,3.99,4.07,3.69,3.56,3.68,3.55,3.44,3.4,3.06,3.1,2.93,2.97,2.47,2.4,2.4,2.45,2.56,2.02,2.12,1.72,2.24,1.6,1.79,1.4,1.12,1.08,1.07,0.98,0.88,0.93,1.01,0.99,0.85,0.82,0.68,0.78,0.78,0.69,0.73,0.68,0.68,0.58,0.61,0.57,0.59,0.59,0.53,0.44,0.45,0.39,0.41,0.43,0.38,0.39,0.36,0.34,0.36,0.34,0.31,0.31,0.32,0.34,0.29,0.33,0.3,0.31,0.27,0.29,0.26,0.31,0.3,0.28,0.25,0.32,0.25,0.25,0.27,0.26,0.24,0.2,0.17,0.17,0.12,0.03,0.1,0.0,0.04,0.0,0.0,0.0,0.0,100.0
08/04/2021,3.03,2.92,3.19,3.09,2.86,3.03,3.03,3.08,3.09,2.97,2.78,3.0,3.02,3.08,2.92,3.0,2.46,3.2,2.68,2.78,2.34,2.26,1.59,1.91,1.39,1.11,1.08,1.18,0.97,0.91,0.87,1.02,0.92,0.86,0.86,0.69,0.8,0.79,0.72,0.73,0.69,0.69,0.6,0.62,0.58,0.6,0.59,0.31,0.45,0.5,0.34,0.38,0.39,0.38,0.31,0.37,0.32,0.3,0.3,0.3,0.31,0.31,0.31,0.31,0.31,0.3,0.29,0.29,0.31,0.3,0.34,0.32,0.31,0.28,0.31,0.3,0.31,0.3,0.29,0.32,0.27,0.29,0.3,0.29,0.09,0.0,0.0,0.28,0.52,0.31,0.29,0.0,99.99
08/05/2021,3.05,2.93,3.18,3.04,2.92,3.0,3.01,3.05,3.08,2.94,2.77,3.08,3.0,3.05,2.91,3.01,2.45,3.17,2.64,2.83,2.34,2.24,1.58,1.88,1.42,1.12,1.07,1.19,1.0,0.92,0.9,1.01,0.92,0.85,0.86,0.69,0.79,0.8,0.71,0.73,0.69,0.7,0.59,0.63,0.57,0.6,0.59,0.31,0.45,0.51,0.38,0.38,0.39,0.38,0.33,0.37,0.32,0.29,0.3,0.3,0.31,0.31,0.31,0.31,0.3,0.3,0.28,0.29,0.31,0.3,0.33,0.33,0.31,0.28,0.34,0.3,0.33,0.31,0.29,0.32,0.26,0.29,0.3,0.29,0.09,0.0,0.0,0.29,0.49,0.34,0.28,0.0,100.0
08/06/2021,3.06,3.0,3.2,3.03,2.89,3.02,3.04,3.07,3.12,2.94,2.8,3.06,3.04,3.02,2.92,3.1,2.5,3.14,2.48,2.79,2.29,2.24,1.56,1.87,1.47,1.12,1.06,1.16,1.0,0.9,0.89,1.01,0.91,0.85,0.86,0.69,0.81,0.8,0.7,0.73,0.7,0.7,0.59,0.64,0.57,0.59,0.59,0.32,0.45,0.52,0.38,0.38,0.4,0.39,0.34,0.37,0.32,0.29,0.3,0.3,0.31,0.31,0.31,0.3,0.31,0.29,0.27,0.3,0.3,0.29,0.34,0.33,0.3,0.28,0.33,0.3,0.33,0.31,0.28,0.31,0.26,0.27,0.3,0.29,0.08,0.0,0.0,0.28,0.5,0.33,0.28,0.0,99.97
08/10/2021,3.15,2.95,3.17,3.1,2.9,3.03,3.02,3.05,3.06,3.02,2.77,3.17,2.99,3.07,2.88,3.1,2.44,3.08,2.41,2.78,2.25,2.25,1.55,1.95,1.46,1.12,1.06,1.17,1.05,0.9,0.88,1.06,0.89,0.86,0.85,0.68,0.81,0.79,0.71,0.74,0.7,0.69,0.6,0.64,0.58,0.59,0.58,0.31,0.46,0.59,0.4,0.38,0.4,0.38,0.3,0.37,0.29,0.31,0.3,0.3,0.31,0.31,0.31,0.31,0.3,0.29,0.26,0.29,0.3,0.29,0.34,0.32,0.32,0.28,0.34,0.29,0.33,0.3,0.27,0.31,0.26,0.27,0.3,0.28,0.0,0.0,0.0,0.27,0.53,0.34,0.28,0.1,100.04
08/11/2021,3.12,2.96,3.17,3.11,2.87,3.04,3.03,3.07,3.06,3.03,2.76,3.13,2.99,3.05,2.89,3.09,2.45,3.08,2.5,2.75,2.29,2.24,1.6,1.92,1.44,1.13,1.03,1.16,1.04,0.89,0.88,1.07,0.87,0.86,0.85,0.68,0.81,0.76,0.71,0.74,0.7,0.7,0.58,0.63,0.58,0.58,0.57,0.29,0.45,0.59,0.43,0.38,0.4,0.38,0.32,0.37,0.29,0.31,0.3,0.35,0.31,0.3,0.31,0.32,0.31,0.29,0.26,0.29,0.3,0.29,0.34,0.37,0.32,0.28,0.33,0.24,0.33,0.3,0.27,0.3,0.24,0.26,0.3,0.29,0.0,0.0,0.0,0.27,0.52,0.34,0.27,0.13,100.0
08/13/2021,3.06,2.97,3.2,3.1,2.88,3.0,3.01,3.06,3.06,2.95,2.74,3.1,2.98,3.03,2.9,3.03,2.43,3.08,2.68,2.75,2.56,2.19,1.57,1.92,1.37,1.15,1.01,1.15,1.04,0.9,0.87,1.08,0.89,0.85,0.84,0.68,0.8,0.76,0.69,0.75,0.71,0.73,0.56,0.63,0.58,0.58,0.57,0.31,0.44,0.56,0.46,0.37,0.41,0.37,0.31,0.37,0.28,0.33,0.3,0.35,0.3,0.3,0.31,0.3,0.31,0.29,0.26,0.29,0.29,0.29,0.34,0.37,0.31,0.28,0.34,0.26,0.32,0.3,0.27,0.3,0.24,0.26,0.3,0.31,0.0,0.0,0.0,0.28,0.53,0.35,0.29,0.12,100.01
08/16/2021,3.05,2.98,3.21,3.11,2.83,3.06,3.04,3.08,3.11,3.01,2.72,3.18,3.05,3.0,2.87,2.87,2.46,3.1,2.65,2.69,2.53,2.21,1.54,1.91,1.21,1.14,1.0,1.15,1.03,0.87,0.87,1.09,0.91,0.86,0.85,0.69,0.81,0.77,0.69,0.75,0.7,0.72,0.57,0.63,0.58,0.59,0.58,0.32,0.46,0.59,0.45,0.35,0.4,0.37,0.32,0.38,0.23,0.33,0.3,0.35,0.29,0.31,0.32,0.3,0.31,0.29,0.27,0.28,0.29,0.28,0.34,0.37,0.3,0.28,0.32,0.27,0.32,0.3,0.27,0.29,0.25,0.27,0.3,0.31,0.0,0.0,0.0,0.27,0.51,0.46,0.29,0.19,100.01999999999998
08/18/2021,3.1,3.0,3.22,3.12,2.82,3.07,3.08,3.09,3.11,3.05,2.72,3.19,3.05,3.03,2.87,2.76,2.46,3.14,2.59,2.65,2.5,2.24,1.53,1.89,1.22,1.14,1.0,1.14,1.03,0.83,0.86,1.09,0.98,0.86,0.86,0.69,0.82,0.77,0.69,0.75,0.71,0.68,0.57,0.64,0.59,0.6,0.58,0.34,0.46,0.61,0.45,0.34,0.4,0.37,0.32,0.38,0.22,0.33,0.3,0.35,0.28,0.31,0.32,0.3,0.32,0.29,0.26,0.28,0.29,0.27,0.32,0.36,0.3,0.28,0.3,0.26,0.32,0.31,0.27,0.29,0.25,0.27,0.3,0.31,0.0,0.0,0.0,0.23,0.51,0.52,0.28,0.18,100.03
08/19/2021,3.08,3.03,3.26,3.17,2.83,3.09,3.12,3.16,3.12,3.04,2.74,3.2,3.12,3.06,2.89,2.78,2.49,3.15,2.52,2.58,2.39,2.22,1.51,1.85,1.23,1.14,0.99,1.09,1.02,0.81,0.85,1.11,1.01,0.87,0.85,0.68,0.82,0.78,0.68,0.76,0.72,0.66,0.56,0.64,0.59,0.6,0.59,0.33,0.45,0.6,0.42,0.35,0.4,0.37,0.32,0.38,0.22,0.32,0.31,0.35,0.28,0.32,0.32,0.29,0.32,0.29,0.27,0.26,0.29,0.26,0.33,0.35,0.3,0.28,0.31,0.26,0.31,0.31,0.28,0.29,0.24,0.27,0.3,0.3,0.0,0.0,0.0,0.24,0.5,0.52,0.26,0.18,100.0
