,EBAY,ACN,CCEP,PII,TEL,CRH,BBY,ABBV,CINF,DGX,GPC,TXN,TTC,FAST,AAP,OMF,NFLX,AAPL,ZM,TSLA,SHOP,AMZN,GILD,FB,IRM,MSI,EMN,UPS,Cash&Other,GOOGL,TDOC,BNTX,MRNA,SCI,DASH,ABNB,TWST,AXP,ALLE,CDW,NTAP,ARWR,MMM,n/a,LPX,AGCO,GWW,LEN,SWKS,ORI,WSM,PFE,TT,ABT,A,CSCO,ALL,BLK,MMC,TSCO,SUM
07/23/2021,5.47,5.28,4.58,0.0,4.54,4.21,0.0,4.25,4.24,4.12,4.04,3.93,4.03,4.09,3.8,0.0,4.4,0.0,0.0,0.0,2.85,4.21,2.89,0.0,2.71,0.0,0.0,1.2,16.61,2.48,1.98,1.98,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.76
07/26/2021,5.63,5.29,4.69,0.0,4.6,4.24,0.0,4.28,4.14,4.15,3.96,3.81,3.94,4.05,3.78,0.0,4.22,0.0,0.0,0.0,2.97,4.27,2.85,0.0,2.68,0.0,0.0,1.2,2.68,2.51,1.94,2.26,1.95,2.86,2.04,2.0,1.99,1.97,1.91,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/27/2021,5.68,5.3,4.7,0.0,4.56,4.22,0.0,4.25,4.09,4.14,3.99,3.84,3.97,4.03,3.81,0.0,4.19,0.0,0.0,0.0,3.02,4.24,2.83,0.0,2.64,0.0,0.0,1.17,0.79,2.57,1.9,2.24,2.08,2.86,2.08,1.97,1.9,1.97,1.93,1.14,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
07/28/2021,5.68,5.3,4.7,0.0,4.56,4.22,0.0,4.25,4.09,4.14,3.99,3.84,3.97,4.03,3.81,0.0,4.19,0.0,0.0,0.0,3.02,4.24,2.83,0.0,2.64,0.0,0.0,1.17,0.79,2.57,1.9,2.24,2.08,2.86,2.08,1.97,1.9,1.97,1.93,1.14,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
07/29/2021,5.66,5.31,4.73,0.0,4.57,4.27,0.0,4.24,4.15,4.11,3.98,3.87,3.96,4.04,3.8,0.0,4.21,0.0,0.0,0.0,2.91,4.29,2.82,0.0,2.66,0.0,0.0,1.17,0.78,2.59,1.88,2.28,2.01,2.86,2.03,2.01,1.86,1.97,1.92,1.14,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
07/30/2021,5.62,5.36,4.72,0.0,4.56,4.27,0.0,4.28,4.15,4.18,4.01,3.83,3.96,4.06,3.85,0.0,4.25,0.0,0.0,0.0,2.88,4.23,2.85,0.0,2.69,0.0,0.0,1.09,0.78,2.56,1.91,2.27,1.97,2.87,2.0,2.02,1.81,1.99,1.91,1.15,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/02/2021,5.63,5.26,4.72,0.0,4.78,4.31,0.0,4.25,4.15,4.16,3.93,3.87,3.93,4.04,3.76,0.0,4.15,0.0,0.0,0.0,2.78,4.14,2.85,0.0,2.62,0.0,0.0,1.06,0.76,2.6,1.94,2.47,2.05,3.03,1.95,2.02,1.91,1.95,1.87,1.15,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/03/2021,5.27,5.28,4.76,0.0,4.86,4.31,0.0,4.19,4.19,4.21,3.92,3.92,4.02,4.06,3.76,0.0,4.21,0.0,0.0,0.0,2.76,3.85,2.8,0.0,2.66,0.0,0.0,1.06,0.76,2.6,1.86,2.61,2.11,3.08,1.92,2.04,1.99,1.94,1.89,1.15,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/04/2021,5.27,5.28,4.76,0.0,4.86,4.31,0.0,4.19,4.19,4.21,3.92,3.92,4.02,4.06,3.76,0.0,4.21,0.0,0.0,0.0,2.76,3.85,2.8,0.0,2.66,0.0,0.0,1.06,0.76,2.6,1.86,2.61,2.11,3.08,1.92,2.04,1.99,1.94,1.89,1.15,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/05/2021,0.0,5.25,4.71,0.0,4.89,4.3,0.0,4.15,4.23,4.24,3.91,3.92,3.99,4.05,3.77,0.0,4.19,0.0,0.0,0.0,2.83,3.85,2.8,0.0,2.66,0.0,0.0,1.06,3.03,2.6,1.88,3.7,2.07,3.08,1.96,2.06,1.9,1.93,1.88,1.16,1.94,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94
08/06/2021,0.0,5.24,4.68,0.0,4.87,4.34,0.0,4.14,4.18,4.27,3.92,3.85,4.01,4.1,3.78,0.0,4.11,0.0,0.0,0.0,2.77,3.86,2.84,0.0,2.64,0.0,0.0,1.07,1.79,2.59,1.88,3.79,3.61,3.1,1.94,2.04,1.9,1.91,1.89,1.15,1.96,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.12
08/09/2021,0.0,5.22,4.59,0.0,4.79,4.26,0.0,4.06,4.05,4.28,3.76,3.89,3.95,4.03,3.59,0.0,4.18,0.0,0.0,0.0,2.79,3.83,2.79,0.0,2.64,0.0,0.0,1.03,0.0,2.58,1.88,4.32,3.85,3.09,1.96,2.09,1.97,1.9,1.87,1.18,1.93,1.91,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/10/2021,0.0,5.27,4.64,0.0,4.85,4.32,0.0,4.05,4.17,4.28,3.78,3.9,3.99,4.03,3.59,0.0,4.17,0.0,0.0,0.0,2.76,3.81,2.78,0.0,2.69,0.0,0.0,1.05,0.75,2.58,1.84,4.16,3.84,3.1,1.97,2.09,1.76,1.92,1.88,1.18,1.96,1.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/11/2021,0.0,5.27,4.64,0.0,4.85,4.32,0.0,4.05,4.17,4.28,3.78,3.9,3.99,4.03,3.59,0.0,4.17,0.0,0.0,0.0,2.76,3.81,2.78,0.0,2.69,0.0,0.0,1.05,0.75,2.58,1.84,4.16,3.84,3.1,1.97,2.09,1.76,1.92,1.88,1.18,1.96,1.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/12/2021,0.0,5.17,4.57,0.0,4.79,4.27,0.0,3.99,4.13,4.27,3.73,3.81,3.94,3.96,3.53,0.0,4.11,0.0,0.0,0.0,2.77,3.76,2.73,0.0,2.68,0.0,0.0,1.03,0.74,2.57,1.83,4.73,4.45,3.08,1.97,2.06,1.77,1.89,1.84,1.16,1.94,1.75,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/13/2021,0.0,5.2,4.65,0.0,4.82,4.37,0.0,4.04,4.18,4.31,3.77,3.81,3.96,3.97,3.62,0.0,4.1,0.0,0.0,0.0,2.74,3.76,2.78,0.0,2.73,0.0,0.0,0.0,1.77,2.58,1.8,4.43,4.21,3.11,2.05,2.05,1.62,1.89,1.85,1.18,1.95,1.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/16/2021,0.0,5.27,4.59,0.0,4.95,4.53,0.0,4.1,4.26,4.33,3.81,3.8,3.97,4.04,3.65,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,2.79,0.0,0.0,0.0,14.25,2.61,0.0,0.0,0.0,3.16,2.05,2.11,0.0,1.89,1.87,1.23,1.98,0.0,1.02,0.0,4.83,4.75,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
08/17/2021,0.0,5.3,4.56,0.0,4.96,4.52,0.0,4.14,4.25,4.34,3.8,3.83,3.97,4.04,3.61,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,2.77,0.0,0.0,0.0,4.27,2.62,0.0,0.0,0.0,3.16,2.12,2.14,0.0,1.87,1.89,1.23,1.97,0.0,1.02,0.0,4.72,4.68,4.37,4.28,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/18/2021,0.0,5.3,4.56,0.0,4.96,4.52,0.0,4.14,4.25,4.34,3.8,3.83,3.97,4.04,3.61,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,2.77,0.0,0.0,0.0,4.27,2.62,0.0,0.0,0.0,3.16,2.12,2.14,0.0,1.87,1.89,1.23,1.97,0.0,1.02,0.0,4.72,4.68,4.37,4.28,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/19/2021,0.0,5.37,4.51,0.0,4.97,4.47,0.0,4.19,4.27,4.42,3.83,3.84,3.99,4.06,3.71,0.0,0.0,0.0,0.0,0.0,2.69,0.0,0.0,0.0,2.74,0.0,0.0,0.0,0.75,2.63,0.0,0.0,0.0,3.17,2.04,2.07,0.0,1.86,1.91,3.42,1.95,0.0,1.02,0.0,4.62,4.64,4.38,4.29,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/20/2021,0.0,5.46,4.49,0.0,4.94,4.46,0.0,4.29,4.35,4.51,3.81,3.82,3.94,4.06,3.68,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,2.77,0.0,0.0,0.0,0.82,2.63,0.0,0.0,0.0,3.18,2.05,2.03,0.0,1.87,1.94,3.42,1.94,0.0,1.02,0.0,4.53,4.51,4.39,4.18,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/23/2021,0.0,5.48,0.0,0.0,4.86,4.43,0.0,4.26,4.34,0.0,3.8,3.82,3.86,4.1,3.71,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,2.8,0.0,0.0,0.0,11.0,2.63,0.0,0.0,0.0,3.16,2.02,2.03,0.0,0.0,1.95,3.4,1.93,0.0,1.0,0.0,0.0,0.0,4.36,4.18,4.18,4.25,3.91,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.91
08/24/2021,0.0,5.52,0.0,0.0,4.87,4.44,0.0,4.27,4.37,0.0,3.82,3.79,3.85,4.11,3.71,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,2.77,0.0,0.0,0.0,8.54,2.65,0.0,0.0,0.0,3.14,0.0,0.0,0.0,0.0,1.92,3.41,1.95,0.0,1.0,0.0,0.0,0.0,4.35,4.21,4.2,4.26,4.0,1.72,4.46,1.96,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/25/2021,0.0,5.52,0.0,0.0,4.87,4.44,0.0,4.27,4.37,0.0,3.82,3.79,3.85,4.11,3.71,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,2.77,0.0,0.0,0.0,8.54,2.65,0.0,0.0,0.0,3.14,0.0,0.0,0.0,0.0,1.92,3.41,1.95,0.0,1.0,0.0,0.0,0.0,4.35,4.21,4.2,4.26,4.0,1.72,4.46,1.96,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/26/2021,0.0,5.51,0.0,0.0,4.92,4.46,0.0,4.28,4.36,0.0,3.77,3.84,3.86,4.1,3.67,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.77,2.69,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,1.92,3.41,1.95,0.0,1.0,0.0,0.0,0.0,4.35,4.17,4.23,4.27,3.96,1.76,4.76,1.95,3.88,3.59,0.0,0.0,0.0,0.0,100.02
08/27/2021,0.0,5.45,0.0,0.0,4.93,4.41,0.0,4.27,4.33,0.0,3.77,3.83,3.86,4.05,3.65,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.76,2.7,0.0,0.0,0.0,3.05,0.0,0.0,0.0,0.0,1.93,3.4,1.94,0.0,0.99,0.0,0.0,0.0,4.32,4.25,4.24,4.25,4.12,1.7,4.79,1.93,3.88,3.62,0.0,0.0,0.0,0.0,99.98000000000002
08/30/2021,0.0,5.45,0.0,0.0,4.88,4.54,0.0,4.26,4.28,0.0,3.73,3.8,3.85,4.05,3.64,0.0,0.0,0.0,0.0,0.0,2.74,0.0,0.0,0.0,2.74,0.0,0.0,0.0,0.74,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,3.4,2.05,0.0,0.99,0.0,0.0,0.0,4.26,4.19,4.18,4.18,4.5,1.65,4.82,1.92,4.25,3.58,2.68,0.0,0.0,0.0,99.95
08/31/2021,0.0,5.47,0.0,0.0,4.93,4.55,0.0,4.22,4.33,0.0,3.75,3.84,3.84,4.04,3.54,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.75,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,3.41,2.07,0.0,0.98,0.0,0.0,0.0,4.28,4.24,4.23,4.18,4.42,1.62,4.79,1.9,4.24,3.56,2.68,0.0,0.0,0.0,100.03000000000002
09/01/2021,0.0,5.47,0.0,0.0,4.93,4.55,0.0,4.22,4.33,0.0,3.75,3.84,3.84,4.04,3.54,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.75,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,3.41,2.07,0.0,0.98,0.0,0.0,0.0,4.28,4.24,4.23,4.18,4.42,1.62,4.79,1.9,4.24,3.56,2.68,0.0,0.0,0.0,100.03000000000002
09/02/2021,0.0,5.47,0.0,0.0,4.91,4.52,0.0,4.24,4.26,0.0,3.73,3.84,3.85,4.06,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,2.77,0.0,0.0,0.0,4.3,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,3.42,2.09,0.0,0.98,0.0,0.0,0.0,4.29,4.22,4.27,4.12,4.45,1.62,4.8,1.91,4.3,3.55,2.62,0.0,0.0,0.0,100.04
09/03/2021,0.0,5.48,0.0,0.0,4.84,4.49,0.0,4.26,4.29,0.0,3.7,3.84,3.8,4.06,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,2.84,0.0,0.0,0.0,0.77,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,3.43,2.11,0.0,0.98,0.0,0.0,0.0,4.29,4.5,4.22,4.13,4.48,1.6,4.78,1.92,4.28,3.56,2.65,3.23,0.0,0.0,99.98
09/06/2021,0.0,5.56,0.0,0.0,4.88,4.47,0.0,3.95,4.25,0.0,0.0,3.82,3.77,4.09,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,2.95,0.0,0.0,0.0,0.79,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,3.47,2.13,0.0,0.98,0.0,0.0,0.0,4.31,4.51,4.22,4.08,4.37,0.0,4.85,1.96,4.35,3.59,2.62,3.24,4.49,0.8,100.0
09/07/2021,0.0,5.61,0.0,0.0,4.84,4.5,0.0,3.95,4.22,0.0,0.0,3.83,3.81,4.07,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.0,2.95,0.0,0.0,0.0,0.79,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,3.47,2.17,0.0,0.98,0.0,0.0,0.0,4.27,4.44,4.23,4.03,4.32,0.0,4.83,1.97,4.39,3.59,2.63,3.22,4.5,0.81,99.98
09/08/2021,0.0,5.61,0.0,0.0,4.84,4.5,0.0,3.95,4.22,0.0,0.0,3.83,3.81,4.07,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.0,2.95,0.0,0.0,0.0,0.79,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,3.47,2.17,0.0,0.98,0.0,0.0,0.0,4.27,4.44,4.23,4.03,4.32,0.0,4.83,1.97,4.39,3.59,2.63,3.22,4.5,0.81,99.98
09/09/2021,0.0,5.61,0.0,0.0,4.84,4.5,0.0,3.95,4.22,0.0,0.0,3.83,3.81,4.07,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.0,2.95,0.0,0.0,0.0,0.79,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,3.47,2.17,0.0,0.98,0.0,0.0,0.0,4.27,4.44,4.23,4.03,4.32,0.0,4.83,1.97,4.39,3.59,2.63,3.22,4.5,0.81,99.98
09/10/2021,0.0,5.67,0.0,0.0,4.89,4.47,0.0,3.92,4.23,0.0,0.0,3.89,3.77,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82,0.0,0.0,0.0,2.94,0.0,0.0,0.0,0.8,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,3.5,2.18,0.0,0.95,0.0,0.0,0.0,4.25,4.46,4.26,4.05,4.24,0.0,4.75,1.99,4.42,3.62,2.62,3.22,4.53,0.82,100.01999999999998
