,BRK.B,T,WMT,AAPL,AMZN,BAC,XOM,MSFT,VZ,JPM,CVS,FB,UNH,WFC,GOOGL,GOOG,CVX,INTC,JNJ,GM,CMCSA,C,COF,PFE,MS,F,CSCO,IBM,PG,PM,ORCL,MET,GS,HD,CI,AIG,PRU,ALL,MPC,KO,PSX,UPS,ABBV,DIS,MRK,PEP,WBA,TGT,AFL,USB,RTX,ANTM,CB,GE,COST,AXP,VLO,CHTR,MCK,MO,TMUS,MDT,KR,LMT,MMM,PNC,ACN,SYF,GILD,LYB,KHC,LLY,BMY,AMGN,AVGO,MCD,DUK,V,COP,EXC,HON,UNP,SO,TFC,CNC,MU,NEE,FDX,TSN,BLK,ABT,MDLZ,DD,LIN,LOW,BK,CCL,CRM,PGR,TRV,CAT,TXN,HCA,PYPL,GD,SCHW,HPE,KMI,D,NVDA,TSLA,DHR,TMO,BA,NKE,BIIB,HUM,ADBE,ABC,ADM,CAH,NOC,UAL,QCOM,HPQ,PFG,SLB,STATE STREET INSTITUTIONAL LIQ STATE STR,JCI,STT,EOG,AEP,ETN,DAL,DOW,WRK,CME,NFLX,LUMN,OXY,DE,BBY,SRE,DFS,EBAY,NEM,L,IP,SBUX,ADP,CCI,SYY,MA,NSC,HIG,TJX,PLD,LNC,PPL,KMB,GIS,CSX,WMB,AMT,AMAT,ED,REGN,FIS,PEG,MRO,CL,DISH,BKNG,EMR,AMP,MMC,XEL,DXC,KEY,CFG,CMI,TAP,APD,RF,FISV,SYK,WELL,LEN,NUE,WM,FITB,DG,BDX,PCAR,ETR,HBAN,DVA,LVS,VIAC,BEN,AFG,PSA,WEC,SSIXX,State Street Instl Liquid Reserves Prem,ICE,RSG,DHI,ARW,CBRE,GEN.,n/a,4970.T,GE.,KSS,ES,DKS,ADI,SUM
07/23/2021,2.64,2.34,2.29,2.12,1.83,1.69,1.42,1.45,1.4,1.27,1.25,1.19,1.11,1.08,1.05,1.04,0.94,0.89,0.88,0.81,0.85,0.81,0.81,0.74,0.68,0.61,0.64,0.63,0.6,0.54,0.56,0.49,0.49,0.5,0.47,0.46,0.45,0.45,0.39,0.45,0.36,0.44,0.42,0.41,0.41,0.43,0.38,0.41,0.38,0.38,0.37,0.38,0.37,0.34,0.38,0.35,0.3,0.35,0.35,0.35,0.34,0.33,0.37,0.32,0.32,0.3,0.32,0.29,0.3,0.28,0.3,0.3,0.3,0.3,0.28,0.28,0.28,0.27,0.24,0.27,0.27,0.25,0.27,0.25,0.25,0.24,0.26,0.25,0.25,0.24,0.25,0.26,0.24,0.24,0.24,0.23,0.18,0.23,0.22,0.23,0.22,0.22,0.23,0.23,0.22,0.21,0.21,0.2,0.22,0.19,0.21,0.22,0.21,0.18,0.21,0.2,0.21,0.2,0.2,0.19,0.19,0.19,0.16,0.19,0.17,0.18,0.15,0.0,0.17,0.17,0.15,0.17,0.17,0.15,0.15,0.15,0.16,0.15,0.15,0.13,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.1,0.12,0.11,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.48
07/26/2021,2.63,2.31,2.24,2.13,1.84,1.7,1.44,1.47,1.38,1.28,1.25,1.21,1.1,1.11,1.07,1.05,0.95,0.89,0.87,0.82,0.85,0.82,0.84,0.74,0.71,0.63,0.64,0.63,0.58,0.53,0.57,0.49,0.5,0.5,0.47,0.47,0.45,0.44,0.4,0.45,0.36,0.43,0.42,0.41,0.39,0.42,0.38,0.41,0.39,0.38,0.38,0.37,0.38,0.36,0.38,0.36,0.3,0.34,0.37,0.35,0.34,0.33,0.35,0.32,0.32,0.3,0.32,0.29,0.3,0.28,0.29,0.3,0.3,0.29,0.28,0.28,0.27,0.27,0.25,0.27,0.28,0.25,0.26,0.25,0.25,0.24,0.26,0.25,0.24,0.24,0.24,0.25,0.24,0.24,0.24,0.24,0.21,0.24,0.22,0.22,0.22,0.22,0.26,0.23,0.22,0.2,0.21,0.2,0.21,0.2,0.2,0.22,0.21,0.19,0.21,0.19,0.21,0.21,0.2,0.19,0.2,0.19,0.18,0.19,0.17,0.18,0.15,0.0,0.17,0.18,0.15,0.17,0.17,0.16,0.16,0.15,0.15,0.15,0.14,0.13,0.15,0.15,0.14,0.15,0.15,0.13,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5
07/27/2021,2.62,2.3,2.24,2.15,1.83,1.68,1.42,1.47,1.36,1.27,1.25,1.27,1.1,1.09,1.1,1.07,0.95,0.84,0.88,0.8,0.85,0.81,0.83,0.74,0.7,0.62,0.65,0.63,0.58,0.53,0.55,0.49,0.5,0.51,0.47,0.47,0.45,0.44,0.4,0.45,0.36,0.43,0.42,0.41,0.4,0.42,0.38,0.41,0.39,0.38,0.38,0.37,0.37,0.35,0.38,0.36,0.3,0.35,0.37,0.35,0.33,0.34,0.35,0.32,0.32,0.3,0.32,0.29,0.3,0.28,0.29,0.3,0.3,0.29,0.29,0.28,0.28,0.27,0.24,0.27,0.27,0.25,0.27,0.25,0.25,0.24,0.26,0.25,0.24,0.24,0.25,0.25,0.23,0.25,0.24,0.24,0.2,0.24,0.22,0.22,0.22,0.22,0.26,0.23,0.22,0.21,0.21,0.2,0.21,0.2,0.2,0.22,0.21,0.19,0.21,0.19,0.21,0.21,0.21,0.19,0.2,0.19,0.17,0.19,0.17,0.18,0.16,0.0,0.18,0.18,0.15,0.17,0.17,0.15,0.15,0.14,0.16,0.15,0.14,0.13,0.15,0.15,0.14,0.15,0.15,0.13,0.14,0.13,0.15,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.1,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.46000000000001
07/28/2021,2.62,2.3,2.24,2.15,1.83,1.68,1.42,1.47,1.36,1.27,1.25,1.27,1.1,1.09,1.1,1.07,0.95,0.84,0.88,0.8,0.85,0.81,0.83,0.74,0.7,0.62,0.65,0.63,0.58,0.53,0.55,0.49,0.5,0.51,0.47,0.47,0.45,0.44,0.4,0.45,0.36,0.43,0.42,0.41,0.4,0.42,0.38,0.41,0.39,0.38,0.38,0.37,0.37,0.35,0.38,0.36,0.3,0.35,0.37,0.35,0.33,0.34,0.35,0.32,0.32,0.3,0.32,0.29,0.3,0.28,0.29,0.3,0.3,0.29,0.29,0.28,0.28,0.27,0.24,0.27,0.27,0.25,0.27,0.25,0.25,0.24,0.26,0.25,0.24,0.24,0.25,0.25,0.23,0.25,0.24,0.24,0.2,0.24,0.22,0.22,0.22,0.22,0.26,0.23,0.22,0.21,0.21,0.2,0.21,0.2,0.2,0.22,0.21,0.19,0.21,0.19,0.21,0.21,0.21,0.19,0.2,0.19,0.17,0.19,0.17,0.18,0.16,0.0,0.18,0.18,0.15,0.17,0.17,0.15,0.15,0.14,0.16,0.15,0.14,0.13,0.15,0.15,0.14,0.15,0.15,0.13,0.14,0.13,0.15,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.1,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.46000000000001
07/29/2021,2.61,2.29,2.23,2.14,1.85,1.69,1.45,1.46,1.36,1.27,1.24,1.27,1.08,1.09,1.1,1.08,0.96,0.86,0.87,0.81,0.85,0.82,0.83,0.74,0.71,0.63,0.65,0.63,0.58,0.53,0.55,0.49,0.5,0.5,0.46,0.47,0.45,0.44,0.4,0.45,0.37,0.42,0.42,0.41,0.39,0.42,0.39,0.41,0.39,0.38,0.38,0.36,0.37,0.36,0.38,0.35,0.3,0.34,0.37,0.35,0.33,0.33,0.34,0.31,0.32,0.3,0.32,0.29,0.3,0.29,0.29,0.3,0.29,0.28,0.28,0.28,0.28,0.27,0.24,0.27,0.27,0.25,0.26,0.25,0.25,0.23,0.26,0.25,0.24,0.24,0.24,0.25,0.23,0.24,0.24,0.24,0.21,0.24,0.22,0.22,0.22,0.22,0.25,0.23,0.22,0.2,0.21,0.2,0.21,0.19,0.2,0.21,0.21,0.2,0.21,0.2,0.21,0.2,0.2,0.19,0.2,0.18,0.18,0.19,0.17,0.18,0.16,0.0,0.17,0.18,0.15,0.17,0.17,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.15,0.15,0.14,0.15,0.15,0.13,0.14,0.13,0.15,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.36000000000001
07/30/2021,2.63,2.3,2.24,2.12,1.81,1.69,1.44,1.46,1.37,1.27,1.26,1.26,1.09,1.1,1.09,1.06,0.96,0.84,0.88,0.8,0.85,0.82,0.84,0.75,0.71,0.62,0.65,0.63,0.59,0.54,0.55,0.49,0.5,0.5,0.46,0.47,0.45,0.45,0.4,0.45,0.37,0.39,0.42,0.42,0.4,0.42,0.38,0.41,0.39,0.38,0.39,0.37,0.38,0.36,0.38,0.36,0.3,0.34,0.37,0.35,0.33,0.34,0.35,0.31,0.32,0.3,0.32,0.29,0.3,0.29,0.29,0.3,0.29,0.29,0.28,0.29,0.28,0.27,0.24,0.27,0.27,0.25,0.27,0.25,0.24,0.23,0.26,0.24,0.24,0.24,0.25,0.25,0.23,0.24,0.23,0.24,0.21,0.24,0.22,0.22,0.22,0.22,0.26,0.23,0.22,0.2,0.21,0.2,0.21,0.19,0.2,0.21,0.21,0.19,0.21,0.2,0.21,0.2,0.2,0.19,0.2,0.19,0.18,0.18,0.17,0.18,0.16,0.0,0.17,0.18,0.15,0.17,0.17,0.15,0.16,0.15,0.16,0.15,0.14,0.13,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.47
08/02/2021,2.61,2.29,2.23,2.09,1.82,1.69,1.45,1.45,1.36,1.27,1.25,1.28,1.07,1.11,1.12,1.06,0.97,0.84,0.88,0.81,0.85,0.83,0.83,0.77,0.71,0.62,0.64,0.63,0.58,0.53,0.55,0.49,0.5,0.49,0.46,0.46,0.45,0.45,0.41,0.44,0.37,0.39,0.42,0.41,0.4,0.42,0.39,0.41,0.39,0.38,0.38,0.36,0.37,0.36,0.38,0.35,0.31,0.34,0.37,0.35,0.33,0.34,0.35,0.31,0.32,0.3,0.32,0.29,0.3,0.29,0.29,0.31,0.3,0.28,0.28,0.28,0.28,0.27,0.24,0.27,0.27,0.25,0.27,0.26,0.24,0.23,0.26,0.23,0.24,0.24,0.25,0.25,0.23,0.24,0.23,0.24,0.21,0.24,0.22,0.22,0.22,0.22,0.25,0.23,0.22,0.2,0.21,0.2,0.21,0.2,0.2,0.22,0.21,0.2,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.19,0.18,0.19,0.17,0.18,0.16,0.0,0.17,0.18,0.15,0.17,0.17,0.15,0.16,0.15,0.16,0.15,0.14,0.13,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.36000000000001
08/03/2021,2.61,2.29,2.22,2.09,1.79,1.71,1.46,1.45,1.35,1.27,1.24,1.22,1.07,1.12,1.11,1.05,0.98,0.84,0.87,0.83,0.84,0.83,0.84,0.76,0.7,0.64,0.64,0.62,0.58,0.53,0.54,0.49,0.5,0.49,0.46,0.47,0.46,0.45,0.41,0.44,0.37,0.38,0.42,0.41,0.39,0.42,0.38,0.41,0.4,0.38,0.38,0.37,0.37,0.37,0.38,0.35,0.31,0.34,0.37,0.35,0.33,0.34,0.35,0.31,0.31,0.3,0.32,0.3,0.3,0.29,0.29,0.3,0.29,0.28,0.28,0.28,0.28,0.27,0.24,0.27,0.27,0.25,0.27,0.25,0.23,0.24,0.26,0.23,0.24,0.24,0.25,0.25,0.24,0.24,0.23,0.24,0.2,0.23,0.22,0.22,0.22,0.22,0.25,0.21,0.23,0.21,0.21,0.2,0.21,0.2,0.21,0.22,0.21,0.2,0.21,0.19,0.19,0.2,0.21,0.19,0.2,0.19,0.17,0.2,0.17,0.18,0.16,0.0,0.18,0.18,0.15,0.17,0.17,0.15,0.16,0.15,0.16,0.14,0.14,0.13,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.22
08/04/2021,2.61,2.29,2.24,2.1,1.66,1.7,1.43,1.45,1.36,1.27,1.24,1.22,1.08,1.12,1.11,1.05,0.97,0.85,0.88,0.83,0.86,0.82,0.83,0.76,0.71,0.63,0.65,0.62,0.59,0.54,0.54,0.49,0.5,0.5,0.46,0.47,0.45,0.44,0.41,0.45,0.37,0.39,0.41,0.41,0.39,0.42,0.39,0.41,0.4,0.37,0.38,0.37,0.38,0.36,0.38,0.35,0.31,0.35,0.37,0.35,0.33,0.34,0.35,0.31,0.32,0.3,0.32,0.29,0.29,0.29,0.28,0.3,0.29,0.28,0.29,0.28,0.28,0.27,0.24,0.27,0.27,0.25,0.26,0.25,0.23,0.24,0.26,0.23,0.24,0.24,0.25,0.25,0.24,0.25,0.23,0.24,0.2,0.23,0.22,0.22,0.22,0.22,0.26,0.21,0.23,0.21,0.21,0.2,0.21,0.2,0.21,0.22,0.21,0.2,0.21,0.19,0.19,0.2,0.21,0.2,0.2,0.19,0.17,0.2,0.17,0.18,0.16,0.0,0.18,0.18,0.15,0.17,0.17,0.15,0.16,0.15,0.16,0.15,0.14,0.13,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.1,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.17000000000002
08/05/2021,2.61,2.3,2.23,2.1,1.67,1.69,1.44,1.45,1.36,1.27,1.24,1.21,1.09,1.11,1.11,1.06,0.97,0.85,0.88,0.83,0.85,0.82,0.82,0.78,0.71,0.62,0.65,0.63,0.59,0.54,0.55,0.49,0.5,0.5,0.46,0.47,0.45,0.44,0.4,0.45,0.37,0.39,0.41,0.41,0.39,0.42,0.38,0.41,0.39,0.37,0.38,0.37,0.38,0.0,0.38,0.35,0.31,0.36,0.37,0.35,0.33,0.34,0.36,0.31,0.31,0.3,0.32,0.29,0.3,0.29,0.28,0.31,0.3,0.28,0.29,0.28,0.28,0.26,0.24,0.27,0.27,0.25,0.27,0.25,0.24,0.24,0.26,0.23,0.24,0.24,0.25,0.25,0.24,0.25,0.23,0.24,0.2,0.23,0.22,0.22,0.21,0.22,0.26,0.2,0.23,0.2,0.21,0.2,0.21,0.2,0.22,0.22,0.21,0.2,0.22,0.2,0.19,0.2,0.21,0.19,0.2,0.19,0.17,0.2,0.17,0.18,0.16,0.11,0.17,0.18,0.14,0.17,0.17,0.15,0.16,0.15,0.15,0.14,0.14,0.13,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.1,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.13
08/06/2021,2.62,2.28,2.24,2.11,1.67,1.7,1.44,1.45,1.35,1.27,1.25,1.19,1.1,1.13,1.11,1.05,0.97,0.85,0.88,0.83,0.84,0.83,0.82,0.81,0.7,0.62,0.65,0.63,0.6,0.53,0.56,0.49,0.5,0.5,0.47,0.47,0.46,0.44,0.41,0.44,0.38,0.39,0.41,0.4,0.39,0.41,0.38,0.41,0.4,0.37,0.38,0.38,0.38,0.35,0.38,0.35,0.32,0.36,0.37,0.35,0.33,0.34,0.37,0.31,0.32,0.31,0.32,0.29,0.3,0.29,0.28,0.31,0.3,0.28,0.28,0.27,0.28,0.26,0.24,0.27,0.27,0.25,0.26,0.25,0.23,0.25,0.26,0.23,0.24,0.24,0.25,0.25,0.23,0.25,0.23,0.24,0.19,0.23,0.22,0.22,0.22,0.22,0.26,0.2,0.22,0.2,0.22,0.2,0.21,0.2,0.22,0.22,0.21,0.2,0.22,0.2,0.19,0.2,0.21,0.19,0.2,0.19,0.17,0.19,0.17,0.18,0.16,0.11,0.18,0.18,0.15,0.17,0.18,0.15,0.16,0.15,0.15,0.14,0.14,0.13,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.11,0.12,0.1,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.22
08/09/2021,2.62,2.27,2.27,2.11,1.68,1.72,1.42,1.46,1.34,1.28,1.2,1.24,1.07,1.14,1.12,1.06,0.96,0.85,0.88,0.79,0.85,0.84,0.84,0.8,0.72,0.61,0.65,0.63,0.59,0.53,0.56,0.5,0.51,0.5,0.41,0.48,0.46,0.43,0.42,0.44,0.36,0.38,0.41,0.41,0.38,0.41,0.38,0.41,0.4,0.37,0.38,0.36,0.38,0.36,0.39,0.35,0.3,0.36,0.36,0.34,0.32,0.33,0.36,0.3,0.31,0.31,0.32,0.3,0.3,0.28,0.27,0.33,0.3,0.27,0.29,0.27,0.28,0.26,0.24,0.27,0.27,0.25,0.27,0.26,0.23,0.25,0.27,0.23,0.23,0.24,0.25,0.24,0.23,0.25,0.23,0.24,0.2,0.24,0.22,0.22,0.22,0.22,0.26,0.21,0.22,0.21,0.22,0.19,0.21,0.21,0.22,0.23,0.21,0.2,0.22,0.2,0.19,0.21,0.2,0.19,0.17,0.18,0.17,0.19,0.17,0.18,0.15,0.0,0.18,0.18,0.14,0.17,0.18,0.15,0.16,0.14,0.15,0.15,0.13,0.13,0.15,0.15,0.14,0.15,0.14,0.13,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.14,0.13,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.11,0.13,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.1,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,73.12
08/10/2021,2.65,2.26,2.25,2.08,1.66,1.76,1.43,1.45,1.33,1.3,1.21,1.23,1.08,1.17,1.11,1.05,0.96,0.84,0.87,0.79,0.85,0.85,0.84,0.79,0.72,0.61,0.64,0.63,0.58,0.53,0.55,0.51,0.52,0.49,0.42,0.5,0.47,0.44,0.42,0.44,0.36,0.38,0.4,0.41,0.38,0.41,0.38,0.41,0.4,0.38,0.38,0.36,0.39,0.36,0.39,0.35,0.31,0.36,0.36,0.34,0.32,0.33,0.36,0.3,0.31,0.31,0.32,0.3,0.29,0.29,0.27,0.32,0.29,0.27,0.28,0.27,0.28,0.26,0.24,0.27,0.27,0.25,0.27,0.26,0.23,0.25,0.27,0.23,0.24,0.24,0.25,0.24,0.24,0.25,0.23,0.25,0.21,0.24,0.22,0.22,0.22,0.22,0.26,0.21,0.23,0.21,0.22,0.19,0.21,0.2,0.21,0.22,0.21,0.2,0.22,0.2,0.19,0.2,0.2,0.2,0.17,0.18,0.17,0.19,0.17,0.18,0.15,0.0,0.18,0.18,0.14,0.17,0.18,0.15,0.16,0.14,0.15,0.14,0.13,0.13,0.15,0.15,0.14,0.16,0.13,0.13,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.14,0.13,0.13,0.14,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.1,0.0,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,73.14000000000001
08/11/2021,2.65,2.26,2.25,2.08,1.66,1.76,1.43,1.45,1.33,1.3,1.21,1.23,1.08,1.17,1.11,1.05,0.96,0.84,0.87,0.79,0.85,0.85,0.84,0.79,0.72,0.61,0.64,0.63,0.58,0.53,0.55,0.51,0.52,0.49,0.42,0.5,0.47,0.44,0.42,0.44,0.36,0.38,0.4,0.41,0.38,0.41,0.38,0.41,0.4,0.38,0.38,0.36,0.39,0.36,0.39,0.35,0.31,0.36,0.36,0.34,0.32,0.33,0.36,0.3,0.31,0.31,0.32,0.3,0.29,0.29,0.27,0.32,0.29,0.27,0.28,0.27,0.28,0.26,0.24,0.27,0.27,0.25,0.27,0.26,0.23,0.25,0.27,0.23,0.24,0.24,0.25,0.24,0.24,0.25,0.23,0.25,0.21,0.24,0.22,0.22,0.22,0.22,0.26,0.21,0.23,0.21,0.22,0.19,0.21,0.2,0.21,0.22,0.21,0.2,0.22,0.2,0.19,0.2,0.2,0.2,0.17,0.18,0.17,0.19,0.17,0.18,0.15,0.0,0.18,0.18,0.14,0.17,0.18,0.15,0.16,0.14,0.15,0.14,0.13,0.13,0.15,0.15,0.14,0.16,0.13,0.13,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.14,0.13,0.13,0.14,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.1,0.0,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,73.14000000000001
