,700.HK,9988.HK,3690.HK,VALE3.SA,RELIANCE.NS,939.HK,INFY.NS,NIO,JD,2318.HK,HDFC.NS,2269.HK,BIDU,PDD,1810.HK,GAZP.ME,ICICIBANK.NS,NTES,SBER.ME,TCS.NS,LKOH.ME,M4B.,1398.HK,YUMC,2331.HK,ITUB4.SA,HINDUNILVR.NS,3988.HK,PETR4.SA,BY6.,600519.SS,AXISBANK.NS,2020.HK,BBDC4.SA,YNDX,2313.HK,2382.HK,GMKN.ME,NVTK.L,PETR3.SA,BAJFINANCE.NS,BILI,2319.HK,B3SA3.SA,TCOM,XTSLA,BHARTIARTL.NS,LI,175.HK,6098.HK,CHL.,BEKE,ASIANPAINT.NS,ABEV3.SA,BGNE,XPEV,1109.HK,291.HK,HKD,2688.HK,HCLTECH.NS,ZLAB,KOTAKBANK.NS,LT.NS,EDU,MARUTI.NS,SNPMF,ZTO,MGLU3.SA,300750.SZ,600036.SS,2333.HK,1093.HK,000858.SZ,WEGE3.SA,TCS.L,NTCO3.SA,SBIN.NS,857.HK,1177.HK,WIPRO.NS,TATN.ME,1801.HK,960.HK,HTHT,1918.HK,968.HK,TATASTEEL.NS,TECHM.NS,TME,ULTRACEMCO.NS,ITSA4.SA,2899.HK,ROSN.ME,DRREDDY.NS,M&M.NS,241.HK,GNDI3.SA,SUZB3.SA,384.HK,268.HK,1288.HK,TAL,VIPS,2007.HK,TITAN.NS,2601.HK,SUNPHARMA.NS,DIVISLAB.NS,JSWSTEEL.NS,992.HK,POLY.L,688.HK,586.HK,881.HK,1193.HK,NESTLEIND.NS,6186.HK,DMART.NS,1066.HK,RENT3.SA,LREN3.SA,AQE.,4.HK,6969.HK,601318.SS,1088.HK,TATAMOTORS.NS,GDS,POWERGRID.NS,1919.HK,BPAC11.SA,HDFCLIFE.NS,ITC.NS,HINDALCO.NS,267.HK,BRDT3.SA,PLZL.ME,TATACONSUM.NS,916.HK,CIPLA.NS,2328.HK,GGBR4.SA,NTPC.NS,SBILIFE.NS,1658.HK,6690.HK,2018.HK,1044.HK,853.HK,CSNA3.SA,BJFIN.NS,1833.HK,NAUKRI.NS,1024.HK,168.HK,BBDC3.SA,322.HK,ADANIGREEN.NS,JBSS3.SA,GRASIM.NS,INR,UPL.NS,600809.SS,3692.HK,300760.SZ,1772.HK,BBAS3.SA,285.HK,1548.HK,5M71.,CSAN3.SA,270.HK,ADANIPORTS.NS,3888.HK,RADL3.SA,BIDI11.SA,BPCL.NS,603288.SS,3323.HK,RAIL3.SA,000568.SZ,2202.HK,GODREJCP.NS,6862.HK,601012.SS,BRITANNIA.NS,PIDILITIND.NS,2196.HK,APOLLOHOSP.NS,ICICIGI.NS,148.HK,EICHERMOT.NS,ADANIENT.NS,HEROMOTOCO.NS,6618.HK,601888.SS,DABUR.NS,ATHM,3759.HK,SNGSP,NLMK.ME,ALRS.ME,CHMF.ME,3606.HK,ONGC.NS,2359.HK,TOTS3.SA,603259.SS,PIIND.NS,AMER3.SA,9930.TW,BHARATFORG.NS,EQTL3.SA,788.HK,VEDL.NS,3328.HK,2338.HK,PEL.NS,6030.HK,BRL,MOEX.ME,JUBLFOOD.NS,BAJAJFINSV.NS,836.HK,ADANITRANS.NS,ATGL.NS,DQ,300316.SZ,354.HK,1378.HK,D7N.,489.HK,HAVELLS.NS,SHREECEM.NS,600900.SS,336.HK,135.HK,3908.HK,CNH,SUM
07/27/2021,8.77,8.74,2.83,1.89,1.76,1.45,1.58,1.29,1.42,1.24,1.24,1.29,1.04,1.0,1.09,0.99,1.0,0.98,0.94,0.86,0.79,0.7,0.68,0.6,0.62,0.59,0.57,0.57,0.54,0.55,0.53,0.53,0.54,0.49,0.46,0.41,0.46,0.47,0.42,0.43,0.44,0.39,0.39,0.4,0.31,0.16,0.38,0.35,0.35,0.33,0.3,0.3,0.33,0.31,0.32,0.36,0.31,0.31,0.33,0.33,0.3,0.28,0.28,0.31,0.23,0.26,0.25,0.26,0.29,0.28,0.24,0.31,0.27,0.26,0.25,0.23,0.23,0.22,0.2,0.22,0.24,0.2,0.21,0.22,0.19,0.21,0.22,0.23,0.22,0.17,0.22,0.2,0.2,0.18,0.18,0.18,0.18,0.19,0.18,0.19,0.19,0.18,0.18,0.18,0.17,0.16,0.16,0.17,0.19,0.18,0.16,0.17,0.18,0.15,0.16,0.17,0.17,0.17,0.16,0.15,0.18,0.16,0.17,0.14,0.16,0.14,0.15,0.14,0.14,0.15,0.13,0.16,0.15,0.16,0.16,0.13,0.14,0.13,0.14,0.14,0.14,0.13,0.15,0.15,0.13,0.12,0.14,0.11,0.12,0.13,0.13,0.15,0.12,0.13,0.11,0.13,0.13,0.11,0.11,0.13,0.12,0.11,0.12,0.14,0.12,0.13,0.17,0.11,0.1,0.12,0.1,0.12,0.11,0.11,0.1,0.12,0.12,0.11,0.11,0.12,0.11,0.0,0.0,0.1,0.1,0.11,0.1,0.1,0.12,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.11,0.1,0.1,0.1,0.0,0.18,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.68
07/28/2021,8.71,8.8,2.81,1.93,1.78,1.47,1.61,1.26,1.38,1.25,1.25,1.27,1.02,0.95,1.08,1.0,1.05,0.92,0.95,0.87,0.8,0.7,0.69,0.62,0.58,0.6,0.57,0.58,0.55,0.57,0.52,0.55,0.52,0.5,0.47,0.42,0.45,0.47,0.43,0.43,0.45,0.35,0.39,0.4,0.3,0.25,0.39,0.33,0.35,0.32,0.31,0.27,0.33,0.31,0.32,0.35,0.31,0.31,0.0,0.34,0.31,0.26,0.28,0.31,0.11,0.27,0.26,0.26,0.29,0.28,0.24,0.34,0.28,0.25,0.25,0.23,0.24,0.23,0.2,0.22,0.25,0.2,0.21,0.22,0.19,0.21,0.26,0.24,0.23,0.16,0.22,0.21,0.2,0.18,0.19,0.19,0.18,0.19,0.19,0.19,0.19,0.18,0.0,0.17,0.17,0.16,0.16,0.18,0.19,0.19,0.16,0.17,0.18,0.16,0.16,0.17,0.17,0.17,0.17,0.15,0.18,0.17,0.17,0.14,0.15,0.14,0.15,0.14,0.13,0.16,0.12,0.16,0.15,0.16,0.16,0.13,0.14,0.14,0.14,0.14,0.14,0.13,0.15,0.15,0.14,0.13,0.14,0.11,0.12,0.12,0.14,0.15,0.11,0.13,0.1,0.12,0.14,0.11,0.12,0.13,0.12,0.0,0.12,0.14,0.12,0.13,0.16,0.11,0.1,0.12,0.11,0.12,0.11,0.11,0.1,0.13,0.12,0.12,0.11,0.12,0.11,0.0,0.0,0.1,0.1,0.11,0.1,0.1,0.12,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.11,0.1,0.11,0.1,0.0,0.18,0.0,0.0,0.1,0.0,0.23,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.66000000000003
07/29/2021,8.34,8.54,2.51,2.04,1.83,1.51,1.69,1.28,1.31,1.23,1.29,1.19,1.0,0.9,1.1,1.04,1.09,0.82,1.01,0.9,0.82,0.7,0.71,0.63,0.59,0.63,0.59,0.6,0.58,0.56,0.52,0.57,0.53,0.52,0.49,0.43,0.47,0.49,0.45,0.46,0.46,0.33,0.39,0.42,0.29,0.25,0.4,0.35,0.36,0.28,0.31,0.2,0.34,0.33,0.29,0.36,0.32,0.31,0.26,0.35,0.32,0.24,0.3,0.32,0.0,0.28,0.26,0.26,0.29,0.29,0.24,0.34,0.28,0.24,0.26,0.25,0.25,0.23,0.2,0.22,0.26,0.21,0.2,0.21,0.17,0.2,0.26,0.25,0.23,0.16,0.23,0.22,0.21,0.19,0.19,0.19,0.16,0.2,0.2,0.2,0.19,0.19,0.0,0.17,0.17,0.17,0.16,0.19,0.2,0.19,0.15,0.18,0.19,0.16,0.16,0.18,0.18,0.17,0.18,0.15,0.19,0.17,0.17,0.14,0.14,0.14,0.15,0.15,0.12,0.16,0.13,0.17,0.16,0.17,0.17,0.14,0.15,0.14,0.15,0.14,0.15,0.14,0.16,0.15,0.14,0.13,0.14,0.11,0.12,0.11,0.15,0.16,0.11,0.13,0.0,0.12,0.14,0.11,0.12,0.14,0.13,0.14,0.13,0.13,0.11,0.13,0.17,0.12,0.0,0.11,0.11,0.13,0.11,0.11,0.1,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.1,0.0,0.11,0.11,0.11,0.12,0.12,0.1,0.11,0.1,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.1,0.11,0.1,0.0,0.17,0.1,0.0,0.1,0.0,0.0,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.64000000000001
07/30/2021,7.9,8.33,2.15,2.09,1.88,1.6,1.75,1.22,1.34,1.23,1.33,1.14,1.01,0.84,1.07,1.08,1.13,0.85,1.04,0.93,0.85,0.7,0.75,0.62,0.54,0.67,0.62,0.63,0.6,0.55,0.51,0.57,0.52,0.55,0.49,0.44,0.49,0.52,0.47,0.48,0.49,0.33,0.4,0.43,0.31,0.21,0.41,0.31,0.37,0.25,0.31,0.21,0.36,0.34,0.29,0.32,0.31,0.31,0.33,0.36,0.33,0.22,0.3,0.34,0.0,0.29,0.27,0.26,0.3,0.27,0.24,0.33,0.27,0.23,0.27,0.25,0.25,0.25,0.21,0.21,0.27,0.22,0.18,0.21,0.18,0.19,0.26,0.27,0.24,0.16,0.24,0.23,0.23,0.2,0.18,0.2,0.14,0.2,0.2,0.21,0.17,0.2,0.0,0.17,0.17,0.18,0.16,0.19,0.2,0.2,0.15,0.19,0.19,0.15,0.16,0.18,0.18,0.14,0.19,0.14,0.19,0.17,0.17,0.14,0.13,0.14,0.16,0.15,0.11,0.17,0.12,0.17,0.17,0.17,0.18,0.15,0.15,0.15,0.15,0.14,0.15,0.13,0.16,0.16,0.15,0.13,0.14,0.11,0.12,0.11,0.15,0.17,0.11,0.14,0.0,0.12,0.15,0.12,0.12,0.14,0.13,0.15,0.13,0.12,0.11,0.12,0.17,0.12,0.0,0.1,0.12,0.13,0.11,0.11,0.0,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.12,0.11,0.12,0.0,0.0,0.17,0.1,0.0,0.1,0.0,0.0,0.12,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.41
08/02/2021,8.29,8.69,2.41,2.05,1.79,1.49,1.68,1.25,1.41,1.21,1.26,1.26,1.02,0.92,1.09,1.06,1.1,0.92,1.01,0.89,0.83,0.7,0.7,0.6,0.6,0.66,0.59,0.59,0.6,0.59,0.5,0.54,0.55,0.54,0.47,0.43,0.49,0.5,0.47,0.47,0.48,0.33,0.38,0.41,0.32,0.25,0.41,0.34,0.39,0.3,0.3,0.19,0.33,0.34,0.32,0.33,0.29,0.3,0.32,0.34,0.32,0.24,0.28,0.32,0.0,0.26,0.26,0.26,0.29,0.29,0.24,0.36,0.28,0.23,0.28,0.24,0.23,0.24,0.2,0.21,0.25,0.21,0.21,0.2,0.19,0.19,0.26,0.28,0.23,0.16,0.24,0.22,0.22,0.19,0.17,0.19,0.17,0.2,0.19,0.2,0.19,0.19,0.0,0.17,0.17,0.17,0.16,0.19,0.19,0.2,0.15,0.18,0.18,0.15,0.16,0.17,0.17,0.16,0.18,0.14,0.19,0.17,0.16,0.14,0.13,0.13,0.15,0.15,0.12,0.12,0.12,0.16,0.16,0.16,0.19,0.14,0.15,0.15,0.14,0.15,0.13,0.13,0.16,0.15,0.15,0.13,0.13,0.11,0.12,0.12,0.15,0.17,0.12,0.13,0.1,0.12,0.15,0.11,0.11,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.17,0.12,0.1,0.12,0.11,0.13,0.11,0.11,0.1,0.13,0.12,0.12,0.11,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.1,0.11,0.12,0.12,0.1,0.11,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.12,0.11,0.11,0.1,0.0,0.18,0.0,0.1,0.1,0.0,0.0,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.82
08/03/2021,8.21,8.46,2.31,1.93,1.8,1.52,1.7,1.33,1.41,1.24,1.29,1.21,1.02,0.93,1.08,1.07,1.1,0.95,1.04,0.9,0.82,0.69,0.7,0.61,0.59,0.66,0.59,0.6,0.58,0.62,0.48,0.54,0.55,0.53,0.48,0.45,0.49,0.5,0.48,0.46,0.47,0.33,0.39,0.39,0.3,0.26,0.42,0.38,0.41,0.3,0.31,0.18,0.34,0.33,0.33,0.36,0.27,0.29,0.32,0.35,0.33,0.26,0.28,0.32,0.0,0.27,0.26,0.26,0.28,0.3,0.23,0.39,0.28,0.21,0.27,0.23,0.22,0.24,0.2,0.22,0.26,0.21,0.21,0.19,0.19,0.18,0.27,0.28,0.25,0.16,0.24,0.22,0.22,0.19,0.17,0.19,0.16,0.2,0.19,0.2,0.19,0.19,0.0,0.17,0.16,0.17,0.16,0.21,0.2,0.2,0.15,0.19,0.17,0.15,0.16,0.18,0.17,0.16,0.18,0.14,0.17,0.17,0.16,0.14,0.13,0.13,0.15,0.15,0.12,0.12,0.12,0.16,0.16,0.17,0.19,0.15,0.15,0.15,0.15,0.16,0.14,0.13,0.16,0.15,0.15,0.13,0.14,0.11,0.12,0.12,0.15,0.17,0.12,0.14,0.0,0.11,0.14,0.11,0.11,0.14,0.13,0.13,0.13,0.11,0.12,0.12,0.17,0.12,0.1,0.12,0.12,0.12,0.11,0.11,0.1,0.12,0.11,0.12,0.12,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.14,0.12,0.1,0.11,0.1,0.11,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.12,0.11,0.12,0.1,0.0,0.18,0.0,0.0,0.1,0.0,0.0,0.11,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.69999999999999
08/04/2021,8.21,8.46,2.31,1.93,1.8,1.52,1.7,1.33,1.41,1.24,1.29,1.21,1.02,0.93,1.08,1.07,1.1,0.95,1.04,0.9,0.82,0.69,0.7,0.61,0.59,0.66,0.59,0.6,0.58,0.62,0.48,0.54,0.55,0.53,0.48,0.45,0.49,0.5,0.48,0.46,0.47,0.33,0.39,0.39,0.3,0.26,0.42,0.38,0.41,0.3,0.31,0.18,0.34,0.33,0.33,0.36,0.27,0.29,0.32,0.35,0.33,0.26,0.28,0.32,0.0,0.27,0.26,0.26,0.28,0.3,0.23,0.39,0.28,0.21,0.27,0.23,0.22,0.24,0.2,0.22,0.26,0.21,0.21,0.19,0.19,0.18,0.27,0.28,0.25,0.16,0.24,0.22,0.22,0.19,0.17,0.19,0.16,0.2,0.19,0.2,0.19,0.19,0.0,0.17,0.16,0.17,0.16,0.21,0.2,0.2,0.15,0.19,0.17,0.15,0.16,0.18,0.17,0.16,0.18,0.14,0.17,0.17,0.16,0.14,0.13,0.13,0.15,0.15,0.12,0.12,0.12,0.16,0.16,0.17,0.19,0.15,0.15,0.15,0.15,0.16,0.14,0.13,0.16,0.15,0.15,0.13,0.14,0.11,0.12,0.12,0.15,0.17,0.12,0.14,0.0,0.11,0.14,0.11,0.11,0.14,0.13,0.13,0.13,0.11,0.12,0.12,0.17,0.12,0.1,0.12,0.12,0.12,0.11,0.11,0.1,0.12,0.11,0.12,0.12,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.14,0.12,0.1,0.11,0.1,0.11,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.12,0.11,0.12,0.1,0.0,0.18,0.0,0.0,0.1,0.0,0.0,0.11,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.69999999999999
08/05/2021,8.21,8.46,2.31,1.93,1.8,1.52,1.7,1.33,1.41,1.24,1.29,1.21,1.02,0.93,1.08,1.07,1.1,0.95,1.04,0.9,0.82,0.69,0.7,0.61,0.59,0.66,0.59,0.6,0.58,0.62,0.48,0.54,0.55,0.53,0.48,0.45,0.49,0.5,0.48,0.46,0.47,0.33,0.39,0.39,0.3,0.26,0.42,0.38,0.41,0.3,0.31,0.18,0.34,0.33,0.33,0.36,0.27,0.29,0.32,0.35,0.33,0.26,0.28,0.32,0.0,0.27,0.26,0.26,0.28,0.3,0.23,0.39,0.28,0.21,0.27,0.23,0.22,0.24,0.2,0.22,0.26,0.21,0.21,0.19,0.19,0.18,0.27,0.28,0.25,0.16,0.24,0.22,0.22,0.19,0.17,0.19,0.16,0.2,0.19,0.2,0.19,0.19,0.0,0.17,0.16,0.17,0.16,0.21,0.2,0.2,0.15,0.19,0.17,0.15,0.16,0.18,0.17,0.16,0.18,0.14,0.17,0.17,0.16,0.14,0.13,0.13,0.15,0.15,0.12,0.12,0.12,0.16,0.16,0.17,0.19,0.15,0.15,0.15,0.15,0.16,0.14,0.13,0.16,0.15,0.15,0.13,0.14,0.11,0.12,0.12,0.15,0.17,0.12,0.14,0.0,0.11,0.14,0.11,0.11,0.14,0.13,0.13,0.13,0.11,0.12,0.12,0.17,0.12,0.1,0.12,0.12,0.12,0.11,0.11,0.1,0.12,0.11,0.12,0.12,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.14,0.12,0.1,0.11,0.1,0.11,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.12,0.11,0.12,0.1,0.0,0.18,0.0,0.0,0.1,0.0,0.0,0.11,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.69999999999999
08/06/2021,7.56,8.58,2.25,1.94,1.83,1.53,1.74,1.32,1.39,1.25,1.34,1.28,1.01,0.89,1.09,1.07,1.11,0.86,1.04,0.92,0.81,0.71,0.7,0.59,0.61,0.65,0.6,0.6,0.56,0.67,0.5,0.56,0.56,0.52,0.47,0.45,0.47,0.51,0.48,0.44,0.47,0.32,0.41,0.4,0.28,0.34,0.43,0.37,0.42,0.29,0.31,0.18,0.34,0.33,0.36,0.38,0.28,0.3,0.25,0.36,0.34,0.27,0.29,0.33,0.0,0.27,0.26,0.26,0.27,0.28,0.24,0.36,0.28,0.23,0.27,0.24,0.22,0.25,0.2,0.22,0.26,0.21,0.21,0.19,0.18,0.18,0.3,0.27,0.25,0.16,0.24,0.22,0.23,0.19,0.17,0.2,0.16,0.19,0.19,0.21,0.2,0.19,0.0,0.18,0.17,0.18,0.17,0.21,0.2,0.2,0.15,0.18,0.17,0.17,0.15,0.18,0.18,0.16,0.18,0.14,0.16,0.16,0.18,0.14,0.14,0.13,0.15,0.15,0.12,0.12,0.13,0.16,0.16,0.17,0.19,0.14,0.14,0.15,0.15,0.17,0.14,0.14,0.16,0.15,0.15,0.13,0.15,0.11,0.12,0.12,0.14,0.17,0.12,0.14,0.0,0.11,0.14,0.12,0.11,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.16,0.11,0.1,0.13,0.12,0.12,0.11,0.11,0.0,0.12,0.11,0.12,0.12,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.14,0.12,0.1,0.11,0.11,0.11,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.19,0.0,0.1,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.51
08/10/2021,7.73,8.62,2.28,1.9,1.85,1.52,1.74,1.3,1.38,1.24,1.39,1.26,1.01,0.88,1.12,1.05,1.13,0.8,1.08,0.94,0.81,0.7,0.69,0.6,0.6,0.65,0.6,0.6,0.6,0.71,0.48,0.56,0.55,0.5,0.47,0.47,0.49,0.5,0.48,0.47,0.47,0.3,0.41,0.4,0.28,0.34,0.45,0.34,0.42,0.27,0.3,0.15,0.34,0.33,0.34,0.36,0.27,0.29,0.23,0.35,0.34,0.27,0.31,0.32,0.0,0.27,0.26,0.27,0.27,0.29,0.24,0.38,0.29,0.22,0.27,0.25,0.22,0.24,0.2,0.23,0.26,0.21,0.19,0.18,0.19,0.19,0.3,0.28,0.26,0.16,0.23,0.22,0.23,0.19,0.17,0.2,0.15,0.19,0.18,0.21,0.19,0.19,0.0,0.18,0.17,0.18,0.16,0.21,0.2,0.2,0.15,0.18,0.17,0.16,0.15,0.18,0.18,0.15,0.18,0.14,0.16,0.16,0.18,0.13,0.15,0.13,0.16,0.15,0.12,0.12,0.14,0.16,0.16,0.17,0.19,0.14,0.14,0.14,0.15,0.16,0.14,0.14,0.16,0.15,0.16,0.13,0.15,0.12,0.12,0.11,0.13,0.17,0.12,0.14,0.0,0.11,0.14,0.11,0.11,0.14,0.13,0.13,0.12,0.11,0.11,0.12,0.18,0.11,0.1,0.13,0.12,0.11,0.11,0.12,0.1,0.13,0.11,0.12,0.12,0.13,0.11,0.0,0.0,0.1,0.0,0.12,0.11,0.1,0.13,0.12,0.1,0.1,0.11,0.12,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.17,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.57000000000001
08/11/2021,7.73,8.62,2.28,1.9,1.85,1.52,1.74,1.3,1.38,1.24,1.39,1.26,1.01,0.88,1.12,1.05,1.13,0.8,1.08,0.94,0.81,0.7,0.69,0.6,0.6,0.65,0.6,0.6,0.6,0.71,0.48,0.56,0.55,0.5,0.47,0.47,0.49,0.5,0.48,0.47,0.47,0.3,0.41,0.4,0.28,0.34,0.45,0.34,0.42,0.27,0.3,0.15,0.34,0.33,0.34,0.36,0.27,0.29,0.23,0.35,0.34,0.27,0.31,0.32,0.0,0.27,0.26,0.27,0.27,0.29,0.24,0.38,0.29,0.22,0.27,0.25,0.22,0.24,0.2,0.23,0.26,0.21,0.19,0.18,0.19,0.19,0.3,0.28,0.26,0.16,0.23,0.22,0.23,0.19,0.17,0.2,0.15,0.19,0.18,0.21,0.19,0.19,0.0,0.18,0.17,0.18,0.16,0.21,0.2,0.2,0.15,0.18,0.17,0.16,0.15,0.18,0.18,0.15,0.18,0.14,0.16,0.16,0.18,0.13,0.15,0.13,0.16,0.15,0.12,0.12,0.14,0.16,0.16,0.17,0.19,0.14,0.14,0.14,0.15,0.16,0.14,0.14,0.16,0.15,0.16,0.13,0.15,0.12,0.12,0.11,0.13,0.17,0.12,0.14,0.0,0.11,0.14,0.11,0.11,0.14,0.13,0.13,0.12,0.11,0.11,0.12,0.18,0.11,0.1,0.13,0.12,0.11,0.11,0.12,0.1,0.13,0.11,0.12,0.12,0.13,0.11,0.0,0.0,0.1,0.0,0.12,0.11,0.1,0.13,0.12,0.1,0.1,0.11,0.12,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.17,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.57000000000001
08/13/2021,8.14,8.45,2.51,1.88,1.81,1.51,1.74,1.29,1.4,1.24,1.38,1.28,1.0,0.91,1.15,1.05,1.11,0.83,1.08,0.93,0.81,0.73,0.68,0.58,0.62,0.64,0.59,0.59,0.59,0.69,0.51,0.56,0.54,0.49,0.46,0.45,0.45,0.47,0.48,0.46,0.46,0.3,0.4,0.39,0.28,0.34,0.45,0.34,0.42,0.28,0.3,0.17,0.33,0.32,0.32,0.37,0.29,0.31,0.22,0.35,0.34,0.27,0.3,0.31,0.0,0.26,0.26,0.26,0.26,0.27,0.25,0.35,0.29,0.24,0.27,0.26,0.21,0.23,0.2,0.22,0.26,0.21,0.19,0.19,0.18,0.2,0.28,0.26,0.27,0.16,0.23,0.22,0.22,0.19,0.17,0.2,0.16,0.19,0.19,0.2,0.19,0.18,0.0,0.18,0.17,0.18,0.16,0.21,0.2,0.19,0.15,0.17,0.17,0.16,0.16,0.18,0.18,0.14,0.18,0.14,0.15,0.16,0.19,0.13,0.16,0.14,0.16,0.15,0.12,0.12,0.14,0.16,0.16,0.17,0.18,0.14,0.14,0.14,0.15,0.16,0.14,0.14,0.16,0.15,0.15,0.14,0.15,0.11,0.12,0.12,0.13,0.16,0.12,0.14,0.0,0.12,0.13,0.11,0.11,0.14,0.12,0.13,0.12,0.12,0.11,0.12,0.16,0.11,0.1,0.13,0.11,0.11,0.11,0.11,0.1,0.12,0.11,0.11,0.12,0.13,0.11,0.0,0.0,0.1,0.0,0.11,0.11,0.1,0.12,0.12,0.1,0.1,0.11,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.1,0.0,0.17,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.64999999999999
