,ASAN,SYKE,TTD,MSTR,APPN,SPT,BILL,AVLR,WK,COUP,SPLK,SMAR,FIVN,HUBS,NET,EVBG,DOMO,CRWD,VRNS,RIOT,PAYC,DOCU,DDOG,ZUO,RPD,SQ,NOW,MARA,CDAY,ATEN,PCTY,DT,RNG,ADBE,NTNX,SAIL,QADA,RAMP,FTNT,ZM,TYL,IT,ESTC,JCOM,DCT,BKI,ZS,BL,PYPL,ALTR,MSFT,CDNS,PAYA,ZEN,PANW,ACN,JAMF,PRFT,PTC,PEGA,ADSK,CRNC,SNPS,INTU,ZNGA,ANSS,BOX,AZPN,SPSC,VRRM,CNXC,LPSN,ALRM,MIME,VERX,CRM,MGI,DBX,PD,QLYS,AGYS,WDAY,PLAN,AYX,PAYX,ECOM,MA,EGHT,GWRE,CSOD,MANH,MSP,RPAY,QTWO,CSGS,FICO,EPAM,V,MITK,IMXI,G,JKHY,CLDR,BR,EXLS,MCFE,MDLA,ADP,MNTV,EPAY,PFPT,ORCL,WORK,TTEC,DLB,TDC,PLTR,AFRM,BLKB,FIS,GPN,NUAN,NEWR,SSNC,SWI,UPLD,AI,VG,EVTC,FEYE,FISV,APPF,TENB,EVOP,IIIV,BNFT,EA,MODN,CVLT,ZIXI,XM,NLOK,FOUR,CTSH,PRGS,CTXS,ATVI,OSPN,WEX,YEXT,VRNT,PRO,VMW,ACIW,DXC,AVYA,FLT,ENV,APPS,TTWO,UIS,XPER,PING,ADS,CDK,WU,BTRS,DMRC,IBM,MMS,SCPL,TLS,PLTK,VERI,ETWO,CLSK,EEFT,IDCC,SKLZ,EBIX,CNDT,Sabre Corp.,AMSWA,CASS,STATE STREET INSTITUTIONAL LIQ STATE STR,U.S. Dollar,SABR,Skillz Inc. Class A,Cleanspark Inc.,SDA.AX,N-able Inc.,NABL WI,002810.KS,GVMXX,SWIEUR,SSIXX,NABL,603121.SS,n/a,GSKY,OLO,GDYN,NCR,APP,KNBE,CTLP,HCKT,SUM
07/23/2021,0.8,0.7,0.66,0.53,0.59,0.6,0.67,0.61,0.68,0.52,0.62,0.6,0.62,0.61,0.62,0.6,0.65,0.59,0.62,0.45,0.61,0.65,0.61,0.57,0.66,0.61,0.62,0.46,0.6,0.56,0.62,0.59,0.53,0.61,0.55,0.57,0.6,0.53,0.63,0.53,0.61,0.6,0.57,0.59,0.61,0.58,0.6,0.58,0.6,0.55,0.59,0.59,0.59,0.54,0.6,0.6,0.54,0.59,0.57,0.56,0.58,0.5,0.58,0.58,0.54,0.57,0.52,0.56,0.55,0.55,0.56,0.58,0.54,0.58,0.54,0.54,0.58,0.56,0.54,0.54,0.53,0.55,0.56,0.53,0.57,0.51,0.56,0.52,0.56,0.53,0.54,0.56,0.55,0.55,0.55,0.57,0.58,0.56,0.55,0.55,0.57,0.58,0.54,0.57,0.56,0.5,0.53,0.55,0.55,0.56,0.55,0.58,0.55,0.54,0.53,0.53,0.49,0.46,0.51,0.54,0.53,0.55,0.54,0.54,0.32,0.49,0.48,0.52,0.52,0.52,0.54,0.53,0.53,0.53,0.53,0.51,0.52,0.52,0.54,0.53,0.55,0.49,0.5,0.52,0.52,0.52,0.51,0.5,0.51,0.47,0.5,0.5,0.52,0.49,0.51,0.48,0.5,0.51,0.46,0.5,0.45,0.49,0.5,0.48,0.49,0.5,0.46,0.45,0.5,0.5,0.5,0.43,0.49,0.45,0.44,0.4,0.45,0.44,0.39,0.44,0.45,0.0,0.33,0.36,0.05,0.04,0.43,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/26/2021,0.85,0.69,0.67,0.58,0.6,0.62,0.7,0.63,0.68,0.51,0.63,0.61,0.63,0.61,0.65,0.62,0.67,0.61,0.63,0.5,0.61,0.66,0.62,0.6,0.68,0.64,0.62,0.51,0.6,0.58,0.62,0.61,0.53,0.62,0.56,0.58,0.6,0.53,0.64,0.53,0.62,0.59,0.57,0.59,0.61,0.57,0.61,0.58,0.6,0.55,0.6,0.6,0.59,0.56,0.59,0.59,0.54,0.58,0.59,0.56,0.6,0.49,0.58,0.6,0.53,0.57,0.5,0.56,0.55,0.55,0.55,0.57,0.53,0.58,0.54,0.56,0.67,0.55,0.55,0.52,0.52,0.56,0.57,0.53,0.57,0.5,0.56,0.52,0.56,0.52,0.55,0.55,0.54,0.56,0.53,0.59,0.59,0.56,0.56,0.55,0.57,0.58,0.54,0.56,0.55,0.5,0.56,0.55,0.53,0.55,0.54,0.59,0.0,0.53,0.52,0.55,0.48,0.47,0.5,0.54,0.53,0.54,0.55,0.55,0.35,0.49,0.47,0.53,0.53,0.51,0.54,0.53,0.54,0.53,0.53,0.5,0.52,0.5,0.54,0.53,0.56,0.48,0.48,0.52,0.51,0.51,0.5,0.5,0.52,0.48,0.49,0.48,0.52,0.48,0.5,0.48,0.5,0.5,0.46,0.5,0.43,0.49,0.5,0.47,0.49,0.5,0.46,0.43,0.5,0.5,0.48,0.41,0.49,0.5,0.43,0.42,0.45,0.43,0.37,0.44,0.44,0.0,0.33,0.35,0.09,0.01,0.43,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/27/2021,0.83,0.69,0.72,0.56,0.59,0.64,0.71,0.64,0.69,0.51,0.63,0.62,0.62,0.6,0.67,0.61,0.67,0.62,0.64,0.48,0.62,0.65,0.62,0.6,0.69,0.64,0.63,0.5,0.6,0.58,0.62,0.61,0.54,0.62,0.56,0.57,0.59,0.53,0.64,0.52,0.62,0.6,0.58,0.6,0.6,0.58,0.61,0.58,0.61,0.56,0.6,0.6,0.6,0.57,0.59,0.6,0.53,0.58,0.6,0.56,0.6,0.49,0.58,0.6,0.53,0.58,0.51,0.56,0.55,0.56,0.56,0.57,0.53,0.58,0.54,0.55,0.65,0.56,0.55,0.52,0.52,0.56,0.57,0.53,0.57,0.5,0.58,0.52,0.56,0.51,0.55,0.54,0.55,0.55,0.53,0.59,0.59,0.57,0.55,0.56,0.58,0.58,0.54,0.57,0.54,0.5,0.54,0.55,0.54,0.56,0.54,0.57,0.0,0.53,0.52,0.55,0.47,0.46,0.5,0.55,0.53,0.54,0.55,0.55,0.34,0.48,0.45,0.52,0.53,0.51,0.54,0.53,0.57,0.53,0.53,0.5,0.53,0.5,0.54,0.53,0.55,0.48,0.48,0.52,0.51,0.51,0.5,0.5,0.52,0.48,0.49,0.48,0.52,0.48,0.51,0.46,0.51,0.5,0.46,0.5,0.42,0.49,0.49,0.47,0.48,0.5,0.44,0.43,0.5,0.5,0.48,0.4,0.48,0.52,0.43,0.39,0.45,0.42,0.38,0.43,0.44,0.0,0.32,0.35,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.2,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/28/2021,0.83,0.69,0.72,0.56,0.59,0.64,0.71,0.64,0.69,0.51,0.63,0.62,0.62,0.6,0.67,0.61,0.67,0.62,0.64,0.48,0.62,0.65,0.62,0.6,0.69,0.64,0.63,0.5,0.6,0.58,0.62,0.61,0.54,0.62,0.56,0.57,0.59,0.53,0.64,0.52,0.62,0.6,0.58,0.6,0.6,0.58,0.61,0.58,0.61,0.56,0.6,0.6,0.6,0.57,0.59,0.6,0.53,0.58,0.6,0.56,0.6,0.49,0.58,0.6,0.53,0.58,0.51,0.56,0.55,0.56,0.56,0.57,0.53,0.58,0.54,0.55,0.65,0.56,0.55,0.52,0.52,0.56,0.57,0.53,0.57,0.5,0.58,0.52,0.56,0.51,0.55,0.54,0.55,0.55,0.53,0.59,0.59,0.57,0.55,0.56,0.58,0.58,0.54,0.57,0.54,0.5,0.54,0.55,0.54,0.56,0.54,0.57,0.0,0.53,0.52,0.55,0.47,0.46,0.5,0.55,0.53,0.54,0.55,0.55,0.34,0.48,0.45,0.52,0.53,0.51,0.54,0.53,0.57,0.53,0.53,0.5,0.53,0.5,0.54,0.53,0.55,0.48,0.48,0.52,0.51,0.51,0.5,0.5,0.52,0.48,0.49,0.48,0.52,0.48,0.51,0.46,0.51,0.5,0.46,0.5,0.42,0.49,0.49,0.47,0.48,0.5,0.44,0.43,0.5,0.5,0.48,0.4,0.48,0.52,0.43,0.39,0.45,0.42,0.38,0.43,0.44,0.0,0.32,0.35,0.0,0.0,0.43,0.0,0.0,0.09,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/29/2021,0.85,0.69,0.72,0.7,0.59,0.63,0.69,0.65,0.7,0.51,0.62,0.61,0.64,0.61,0.66,0.6,0.68,0.61,0.64,0.58,0.61,0.64,0.61,0.6,0.69,0.64,0.63,0.59,0.6,0.58,0.61,0.6,0.53,0.61,0.56,0.58,0.59,0.52,0.63,0.54,0.61,0.6,0.58,0.6,0.59,0.58,0.6,0.58,0.6,0.55,0.6,0.6,0.58,0.58,0.58,0.6,0.53,0.59,0.59,0.55,0.6,0.49,0.58,0.6,0.52,0.58,0.5,0.56,0.55,0.56,0.56,0.57,0.52,0.56,0.53,0.55,0.66,0.55,0.54,0.52,0.54,0.55,0.56,0.53,0.57,0.51,0.57,0.52,0.55,0.51,0.54,0.52,0.55,0.55,0.53,0.57,0.58,0.57,0.56,0.55,0.57,0.58,0.53,0.56,0.54,0.5,0.54,0.55,0.53,0.56,0.54,0.56,0.0,0.53,0.52,0.56,0.48,0.47,0.5,0.54,0.53,0.53,0.55,0.54,0.34,0.48,0.45,0.52,0.52,0.51,0.54,0.51,0.56,0.53,0.53,0.5,0.53,0.49,0.55,0.53,0.57,0.48,0.47,0.52,0.51,0.51,0.49,0.5,0.52,0.48,0.49,0.48,0.51,0.48,0.51,0.45,0.5,0.5,0.45,0.49,0.43,0.49,0.49,0.47,0.48,0.5,0.43,0.42,0.5,0.5,0.48,0.4,0.47,0.52,0.43,0.42,0.46,0.43,0.37,0.44,0.45,0.0,0.33,0.35,0.09,0.0,0.44,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95000000000002
07/30/2021,0.77,0.7,0.75,0.66,0.55,0.62,0.7,0.66,0.68,0.5,0.63,0.61,0.64,0.61,0.66,0.6,0.67,0.6,0.63,0.55,0.62,0.65,0.62,0.59,0.69,0.62,0.63,0.55,0.6,0.57,0.61,0.61,0.52,0.62,0.56,0.57,0.6,0.52,0.64,0.54,0.62,0.61,0.57,0.61,0.6,0.59,0.61,0.58,0.6,0.56,0.6,0.6,0.59,0.58,0.59,0.61,0.53,0.6,0.57,0.55,0.6,0.49,0.58,0.6,0.52,0.58,0.51,0.56,0.54,0.56,0.56,0.56,0.53,0.57,0.52,0.55,0.63,0.56,0.54,0.52,0.53,0.54,0.57,0.51,0.58,0.51,0.58,0.52,0.55,0.5,0.54,0.53,0.56,0.55,0.54,0.57,0.59,0.58,0.54,0.56,0.58,0.59,0.54,0.57,0.55,0.5,0.55,0.56,0.53,0.57,0.54,0.57,0.0,0.53,0.51,0.57,0.48,0.47,0.5,0.56,0.54,0.54,0.55,0.55,0.34,0.48,0.45,0.52,0.53,0.5,0.56,0.51,0.56,0.53,0.52,0.5,0.52,0.5,0.5,0.54,0.56,0.48,0.47,0.53,0.51,0.52,0.46,0.5,0.53,0.48,0.49,0.48,0.52,0.47,0.51,0.46,0.51,0.51,0.45,0.49,0.44,0.49,0.49,0.48,0.49,0.51,0.43,0.44,0.51,0.5,0.47,0.41,0.47,0.53,0.42,0.4,0.47,0.44,0.36,0.44,0.44,0.0,0.33,0.36,0.0,0.0,0.44,0.0,0.0,0.09,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/02/2021,0.81,0.69,0.76,0.67,0.57,0.63,0.71,0.67,0.69,0.5,0.63,0.6,0.63,0.61,0.68,0.61,0.67,0.61,0.63,0.57,0.62,0.64,0.62,0.6,0.69,0.63,0.63,0.57,0.59,0.63,0.62,0.6,0.52,0.61,0.56,0.57,0.59,0.52,0.63,0.54,0.61,0.6,0.58,0.61,0.59,0.58,0.61,0.58,0.59,0.56,0.59,0.6,0.58,0.58,0.58,0.59,0.54,0.6,0.57,0.56,0.6,0.49,0.58,0.59,0.52,0.58,0.5,0.56,0.54,0.56,0.56,0.57,0.53,0.57,0.52,0.54,0.64,0.57,0.54,0.52,0.54,0.54,0.57,0.51,0.57,0.5,0.56,0.51,0.55,0.5,0.58,0.53,0.56,0.55,0.53,0.56,0.58,0.56,0.55,0.55,0.57,0.56,0.54,0.56,0.55,0.49,0.54,0.55,0.53,0.57,0.54,0.56,0.0,0.53,0.51,0.56,0.49,0.48,0.5,0.55,0.53,0.53,0.55,0.54,0.35,0.47,0.47,0.52,0.52,0.5,0.55,0.52,0.55,0.52,0.52,0.5,0.52,0.5,0.5,0.54,0.57,0.47,0.48,0.52,0.51,0.51,0.46,0.51,0.53,0.49,0.49,0.48,0.51,0.47,0.51,0.47,0.5,0.51,0.46,0.49,0.44,0.49,0.49,0.47,0.48,0.5,0.43,0.44,0.5,0.5,0.48,0.41,0.48,0.54,0.41,0.41,0.47,0.43,0.36,0.44,0.44,0.0,0.34,0.36,0.0,0.0,0.44,0.0,0.0,0.09,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/03/2021,0.82,0.68,0.75,0.65,0.55,0.62,0.7,0.66,0.7,0.49,0.63,0.6,0.66,0.6,0.68,0.61,0.67,0.6,0.63,0.55,0.63,0.63,0.62,0.6,0.7,0.62,0.63,0.55,0.59,0.66,0.62,0.61,0.51,0.61,0.56,0.57,0.59,0.51,0.64,0.56,0.61,0.6,0.57,0.59,0.59,0.59,0.61,0.58,0.56,0.56,0.59,0.6,0.59,0.58,0.58,0.59,0.54,0.65,0.52,0.52,0.62,0.49,0.58,0.59,0.52,0.58,0.52,0.56,0.55,0.58,0.56,0.57,0.54,0.58,0.53,0.54,0.62,0.57,0.54,0.53,0.53,0.55,0.57,0.5,0.58,0.51,0.57,0.51,0.55,0.5,0.59,0.52,0.56,0.55,0.53,0.56,0.58,0.56,0.55,0.57,0.58,0.57,0.53,0.56,0.55,0.51,0.54,0.56,0.53,0.57,0.54,0.56,0.0,0.54,0.51,0.56,0.48,0.48,0.5,0.55,0.53,0.53,0.55,0.57,0.35,0.46,0.46,0.52,0.52,0.5,0.55,0.53,0.54,0.53,0.53,0.5,0.52,0.5,0.5,0.54,0.57,0.46,0.48,0.55,0.5,0.44,0.45,0.51,0.5,0.49,0.49,0.48,0.5,0.47,0.52,0.47,0.51,0.51,0.46,0.49,0.45,0.5,0.49,0.46,0.48,0.5,0.43,0.45,0.5,0.5,0.48,0.42,0.47,0.52,0.41,0.4,0.49,0.43,0.35,0.45,0.45,0.0,0.34,0.36,0.09,0.0,0.45,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/04/2021,0.82,0.69,0.73,0.65,0.55,0.61,0.7,0.65,0.69,0.5,0.63,0.6,0.65,0.61,0.68,0.61,0.66,0.59,0.62,0.57,0.63,0.63,0.62,0.59,0.69,0.6,0.63,0.56,0.59,0.65,0.63,0.62,0.52,0.62,0.55,0.57,0.59,0.51,0.64,0.55,0.61,0.61,0.58,0.59,0.59,0.6,0.61,0.58,0.54,0.57,0.59,0.61,0.58,0.5,0.58,0.6,0.55,0.66,0.53,0.52,0.62,0.49,0.59,0.6,0.51,0.59,0.51,0.56,0.6,0.56,0.57,0.58,0.54,0.57,0.53,0.54,0.57,0.57,0.54,0.53,0.53,0.55,0.58,0.5,0.58,0.51,0.57,0.51,0.56,0.5,0.59,0.52,0.56,0.55,0.53,0.56,0.59,0.56,0.63,0.57,0.58,0.57,0.54,0.57,0.58,0.51,0.55,0.56,0.53,0.57,0.54,0.56,0.0,0.55,0.52,0.56,0.47,0.44,0.5,0.55,0.54,0.54,0.55,0.57,0.35,0.46,0.45,0.52,0.53,0.5,0.56,0.53,0.53,0.53,0.53,0.5,0.53,0.5,0.5,0.54,0.6,0.47,0.48,0.55,0.51,0.45,0.46,0.5,0.49,0.48,0.49,0.48,0.5,0.47,0.52,0.47,0.51,0.51,0.46,0.5,0.45,0.5,0.48,0.45,0.48,0.5,0.42,0.45,0.5,0.51,0.48,0.42,0.46,0.51,0.4,0.4,0.49,0.44,0.35,0.44,0.44,0.0,0.34,0.38,0.1,0.0,0.44,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
08/05/2021,0.82,0.69,0.74,0.66,0.54,0.61,0.71,0.65,0.69,0.5,0.63,0.6,0.65,0.62,0.68,0.61,0.66,0.59,0.62,0.58,0.63,0.63,0.63,0.59,0.7,0.67,0.63,0.57,0.59,0.67,0.62,0.62,0.53,0.61,0.55,0.58,0.59,0.51,0.67,0.55,0.61,0.61,0.57,0.59,0.6,0.6,0.62,0.57,0.54,0.57,0.59,0.61,0.58,0.5,0.59,0.59,0.53,0.66,0.52,0.52,0.62,0.49,0.59,0.6,0.51,0.59,0.52,0.56,0.6,0.55,0.56,0.58,0.55,0.57,0.53,0.54,0.55,0.56,0.56,0.54,0.53,0.54,0.57,0.51,0.58,0.51,0.55,0.52,0.56,0.51,0.6,0.53,0.54,0.53,0.53,0.56,0.59,0.55,0.62,0.56,0.58,0.58,0.54,0.57,0.58,0.51,0.55,0.56,0.53,0.55,0.54,0.57,0.0,0.53,0.53,0.56,0.48,0.51,0.5,0.51,0.48,0.54,0.55,0.56,0.34,0.45,0.44,0.53,0.52,0.51,0.53,0.53,0.56,0.52,0.52,0.5,0.53,0.49,0.51,0.54,0.59,0.46,0.47,0.55,0.5,0.46,0.45,0.51,0.48,0.48,0.49,0.48,0.5,0.46,0.55,0.46,0.5,0.51,0.46,0.5,0.45,0.5,0.48,0.45,0.48,0.49,0.42,0.45,0.5,0.5,0.48,0.43,0.46,0.52,0.42,0.4,0.47,0.43,0.35,0.44,0.44,0.0,0.34,0.36,0.1,0.0,0.42,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/06/2021,0.84,0.69,0.74,0.65,0.54,0.61,0.71,0.64,0.69,0.49,0.62,0.59,0.65,0.6,0.68,0.6,0.68,0.59,0.6,0.54,0.63,0.62,0.64,0.59,0.7,0.66,0.63,0.55,0.59,0.67,0.62,0.63,0.53,0.62,0.56,0.58,0.59,0.51,0.7,0.55,0.61,0.68,0.57,0.59,0.6,0.6,0.63,0.58,0.54,0.57,0.6,0.62,0.56,0.49,0.58,0.6,0.53,0.68,0.52,0.52,0.63,0.49,0.59,0.6,0.5,0.59,0.53,0.56,0.61,0.56,0.56,0.59,0.56,0.6,0.53,0.54,0.54,0.57,0.55,0.54,0.53,0.55,0.57,0.51,0.59,0.51,0.54,0.51,0.56,0.51,0.61,0.54,0.51,0.52,0.53,0.55,0.6,0.54,0.62,0.56,0.58,0.58,0.54,0.58,0.6,0.53,0.55,0.57,0.53,0.57,0.54,0.58,0.0,0.54,0.53,0.58,0.48,0.53,0.5,0.48,0.47,0.54,0.54,0.56,0.35,0.45,0.44,0.53,0.52,0.51,0.53,0.52,0.56,0.5,0.51,0.49,0.51,0.49,0.51,0.54,0.6,0.46,0.47,0.56,0.51,0.46,0.44,0.52,0.48,0.47,0.49,0.47,0.51,0.46,0.56,0.46,0.5,0.5,0.46,0.46,0.46,0.51,0.48,0.45,0.48,0.49,0.41,0.42,0.51,0.5,0.48,0.42,0.46,0.5,0.42,0.39,0.46,0.46,0.34,0.44,0.43,0.0,0.35,0.36,0.1,0.0,0.41,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/10/2021,0.86,0.68,0.74,0.77,0.48,0.71,0.68,0.65,0.7,0.49,0.63,0.58,0.64,0.67,0.67,0.61,0.69,0.6,0.58,0.6,0.73,0.63,0.73,0.55,0.67,0.66,0.63,0.68,0.61,0.67,0.73,0.62,0.48,0.62,0.55,0.56,0.58,0.6,0.7,0.55,0.61,0.67,0.6,0.57,0.58,0.56,0.62,0.57,0.55,0.58,0.59,0.62,0.53,0.49,0.56,0.6,0.54,0.69,0.53,0.52,0.63,0.48,0.59,0.6,0.4,0.59,0.52,0.56,0.62,0.55,0.57,0.55,0.58,0.6,0.53,0.55,0.56,0.57,0.56,0.53,0.54,0.54,0.57,0.48,0.58,0.53,0.54,0.5,0.56,0.59,0.61,0.52,0.53,0.47,0.54,0.5,0.62,0.54,0.6,0.59,0.58,0.57,0.53,0.56,0.6,0.57,0.54,0.56,0.54,0.59,0.53,0.57,0.0,0.55,0.52,0.54,0.47,0.52,0.5,0.49,0.48,0.53,0.63,0.55,0.29,0.46,0.43,0.53,0.55,0.41,0.53,0.51,0.52,0.49,0.51,0.43,0.49,0.5,0.5,0.49,0.62,0.44,0.48,0.54,0.51,0.45,0.44,0.38,0.46,0.47,0.49,0.49,0.51,0.44,0.53,0.43,0.52,0.51,0.47,0.45,0.49,0.5,0.49,0.45,0.46,0.48,0.42,0.43,0.5,0.47,0.48,0.41,0.52,0.54,0.41,0.4,0.45,0.46,0.29,0.44,0.45,0.0,0.35,0.37,0.0,0.0,0.42,0.0,0.0,0.1,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/16/2021,0.9,0.68,0.76,0.74,0.48,0.73,0.69,0.64,0.7,0.49,0.65,0.56,0.62,0.68,0.69,0.61,0.68,0.56,0.6,0.63,0.74,0.62,0.72,0.54,0.68,0.65,0.62,0.68,0.64,0.67,0.77,0.61,0.49,0.62,0.56,0.52,0.58,0.6,0.71,0.53,0.59,0.69,0.6,0.56,0.59,0.55,0.62,0.56,0.54,0.58,0.6,0.63,0.5,0.47,0.54,0.6,0.56,0.71,0.52,0.51,0.64,0.54,0.59,0.61,0.41,0.57,0.56,0.48,0.62,0.58,0.57,0.57,0.55,0.6,0.51,0.55,0.51,0.58,0.53,0.57,0.55,0.54,0.58,0.46,0.59,0.51,0.53,0.49,0.54,0.59,0.57,0.54,0.5,0.43,0.54,0.48,0.63,0.52,0.62,0.61,0.6,0.57,0.53,0.56,0.6,0.52,0.54,0.57,0.53,0.54,0.53,0.57,0.0,0.55,0.52,0.58,0.54,0.53,0.48,0.49,0.46,0.53,0.63,0.56,0.28,0.48,0.45,0.49,0.56,0.45,0.53,0.5,0.51,0.46,0.48,0.44,0.5,0.52,0.5,0.53,0.62,0.48,0.45,0.57,0.5,0.45,0.46,0.42,0.45,0.46,0.49,0.46,0.51,0.43,0.53,0.39,0.51,0.52,0.41,0.46,0.48,0.48,0.53,0.44,0.46,0.48,0.43,0.41,0.5,0.46,0.54,0.4,0.52,0.53,0.44,0.42,0.46,0.49,0.3,0.44,0.47,0.0,0.34,0.38,0.0,0.0,0.41,0.0,0.0,0.1,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/17/2021,0.88,0.69,0.72,0.75,0.47,0.7,0.7,0.63,0.7,0.49,0.65,0.57,0.61,0.68,0.69,0.62,0.67,0.56,0.6,0.61,0.73,0.62,0.76,0.54,0.68,0.65,0.63,0.66,0.64,0.68,0.76,0.61,0.49,0.63,0.58,0.5,0.59,0.58,0.72,0.52,0.59,0.7,0.6,0.55,0.59,0.55,0.63,0.56,0.54,0.59,0.6,0.63,0.51,0.48,0.54,0.6,0.55,0.71,0.52,0.52,0.64,0.53,0.59,0.61,0.42,0.57,0.56,0.49,0.63,0.58,0.58,0.56,0.54,0.61,0.53,0.56,0.51,0.58,0.53,0.57,0.54,0.55,0.59,0.45,0.59,0.51,0.53,0.48,0.54,0.59,0.58,0.54,0.5,0.42,0.56,0.48,0.64,0.53,0.61,0.61,0.6,0.58,0.54,0.57,0.61,0.49,0.54,0.57,0.52,0.56,0.54,0.58,0.0,0.55,0.53,0.61,0.54,0.52,0.48,0.49,0.47,0.53,0.63,0.56,0.28,0.48,0.43,0.49,0.56,0.45,0.54,0.49,0.52,0.48,0.47,0.43,0.5,0.51,0.51,0.53,0.63,0.49,0.45,0.58,0.5,0.45,0.45,0.41,0.45,0.46,0.49,0.46,0.51,0.43,0.53,0.39,0.51,0.52,0.4,0.46,0.48,0.48,0.53,0.44,0.46,0.48,0.43,0.4,0.5,0.47,0.53,0.39,0.51,0.49,0.43,0.41,0.45,0.48,0.28,0.43,0.48,0.0,0.35,0.38,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/18/2021,0.88,0.69,0.72,0.75,0.47,0.7,0.7,0.63,0.7,0.49,0.65,0.57,0.61,0.68,0.69,0.62,0.67,0.56,0.6,0.61,0.73,0.62,0.76,0.54,0.68,0.65,0.63,0.66,0.64,0.68,0.76,0.61,0.49,0.63,0.58,0.5,0.59,0.58,0.72,0.52,0.59,0.7,0.6,0.55,0.59,0.55,0.63,0.56,0.54,0.59,0.6,0.63,0.51,0.48,0.54,0.6,0.55,0.71,0.52,0.52,0.64,0.53,0.59,0.61,0.42,0.57,0.56,0.49,0.63,0.58,0.58,0.56,0.54,0.61,0.53,0.56,0.51,0.58,0.53,0.57,0.54,0.55,0.59,0.45,0.59,0.51,0.53,0.48,0.54,0.59,0.58,0.54,0.5,0.42,0.56,0.48,0.64,0.53,0.61,0.61,0.6,0.58,0.54,0.57,0.61,0.49,0.54,0.57,0.52,0.56,0.54,0.58,0.0,0.55,0.53,0.61,0.54,0.52,0.48,0.49,0.47,0.53,0.63,0.56,0.28,0.48,0.43,0.49,0.56,0.45,0.54,0.49,0.52,0.48,0.47,0.43,0.5,0.51,0.51,0.53,0.63,0.49,0.45,0.58,0.5,0.45,0.45,0.41,0.45,0.46,0.49,0.46,0.51,0.43,0.53,0.39,0.51,0.52,0.4,0.46,0.48,0.48,0.53,0.44,0.46,0.48,0.43,0.4,0.5,0.47,0.53,0.39,0.51,0.49,0.43,0.41,0.45,0.48,0.28,0.43,0.48,0.0,0.35,0.38,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
