,NVDA,INTU,NLOK,ORCL,MRVL,MSFT,ROP,AAPL,NTAP,STX,ADI,MPWR,QCOM,CDW,LDOS,ENTG,APH,IBM,LRCX,SSNC,TEL,TER,SWKS,WDC,AMAT,AVGO,TXN,NXPI,HPQ,KLAC,MCHP,GLW,HPE,POOL,CTSH,INTC,DPZ,CTXS,TGT,NKE,COST,EBAY,GRMN,GPC,EL,MGM,MSI,OMC,SIRI,YUM,DG,SBUX,TSCO,HD,EA,DRI,ROST,LOW,MCD,TJX,VFC,WMT,ROL,WST,DHI,ATVI,FOXA,HAS,LHX,LEN,RMD,DHR,LLY,CMCSA,BBY,CSCO,PKI,VIAC,ZTS,TECH,LUMN,UI,A,VZ,TMO,T,HCA,CERN,STE,UNH,ANTM,HUM,MDT,PFE,SYK,ABBV,BMY,GILD,COO,BDX,JNJ,DGX,ZBH,TFX,ABT,MRK,AMGN,CI,BAX,CAH,EFX,UPS,COF,TRU,AXP,EXPD,MSCI,OTIS,SYF,BX,PPG,XYL,TT,V,NOC,HEI,CTAS,CARR,JCI,NDAQ,GWW,SHW,ROK,PAYX,RTX,MCO,KKR,ETN,DOV,DFS,ACN,MMC,ALL,TROW,SWK,SPGI,ODFL,MS,MA,MLM,BLK,LMT,IEX,GD,FIS,FDX,EMR,CGNX,ADP,AME,MMM,PRU,GS,UNP,NSC,VRSK,VMC,WAB,WFC,PKG,FRC,J,CSX,ITW,AJG,CINF,ALLY,DD,FTV,GE,HON,L,PNC,SCHW,BK,RJF,PH,PCAR,NTRS,MAS,JBHT,AFL,HES,GPN,BEN,DE,BR,BLL,AMP,ICE,CMI,CAT,USB,CB,AIG,TRV,VTRS,MKTX,PGR,HIG,STT,AON,CME,HBAN,GE.,PFG,TFC,C,MET,JPM,KR,BAC,RF,n/a,FITB,KEY,MTB,CFG,COP,PXD,BSY,MU,BBWI WI,XRAY,BRO,CG,TXT,SUM
07/23/2021,0.79,0.86,0.81,0.95,0.8,0.87,0.87,0.88,0.8,0.81,0.78,0.86,0.82,0.84,0.86,0.77,0.83,0.8,0.77,0.84,0.83,0.76,0.83,0.0,0.76,0.83,0.82,0.78,0.77,0.77,0.75,0.81,0.79,0.5,0.81,0.82,0.52,0.82,0.53,0.52,0.53,0.5,0.52,0.51,0.51,0.44,0.52,0.49,0.49,0.5,0.53,0.52,0.49,0.51,0.5,0.47,0.47,0.51,0.51,0.49,0.47,0.51,0.54,0.4,0.49,0.48,0.48,0.49,0.23,0.49,0.4,0.41,0.4,0.52,0.48,0.52,0.39,0.45,0.41,0.39,0.48,0.5,0.39,0.52,0.4,0.5,0.41,0.38,0.39,0.4,0.39,0.4,0.38,0.4,0.37,0.4,0.39,0.39,0.39,0.4,0.39,0.4,0.36,0.36,0.4,0.39,0.39,0.37,0.39,0.38,0.23,0.23,0.22,0.23,0.22,0.22,0.21,0.23,0.21,0.21,0.22,0.22,0.23,0.23,0.22,0.21,0.22,0.22,0.22,0.21,0.23,0.23,0.23,0.23,0.21,0.21,0.2,0.23,0.23,0.2,0.24,0.2,0.2,0.21,0.22,0.21,0.22,0.2,0.22,0.22,0.2,0.22,0.23,0.22,0.23,0.22,0.22,0.22,0.23,0.22,0.22,0.0,0.0,0.22,0.21,0.24,0.22,0.21,0.0,0.22,0.21,0.22,0.21,0.23,0.2,0.2,0.2,0.21,0.22,0.2,0.22,0.0,0.0,0.0,0.0,0.2,0.21,0.22,0.0,0.22,0.22,0.2,0.0,0.22,0.0,0.21,0.21,0.23,0.2,0.2,0.21,0.21,0.2,0.21,0.0,0.21,0.37,0.21,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.48000000000002
07/26/2021,0.81,0.88,0.78,0.96,0.82,0.87,0.86,0.88,0.78,0.78,0.78,0.89,0.82,0.84,0.86,0.79,0.84,0.79,0.81,0.86,0.84,0.78,0.82,0.0,0.79,0.82,0.79,0.78,0.76,0.8,0.76,0.82,0.79,0.49,0.81,0.82,0.57,0.81,0.53,0.53,0.52,0.51,0.52,0.5,0.51,0.46,0.52,0.45,0.49,0.52,0.52,0.54,0.49,0.51,0.49,0.49,0.48,0.5,0.51,0.49,0.49,0.5,0.55,0.39,0.49,0.47,0.48,0.49,0.23,0.5,0.4,0.41,0.39,0.51,0.47,0.52,0.39,0.45,0.41,0.39,0.47,0.49,0.39,0.51,0.39,0.49,0.45,0.38,0.39,0.39,0.38,0.4,0.39,0.4,0.38,0.4,0.39,0.38,0.39,0.39,0.39,0.4,0.37,0.37,0.39,0.37,0.38,0.37,0.38,0.39,0.23,0.22,0.23,0.23,0.23,0.22,0.21,0.23,0.21,0.23,0.21,0.22,0.24,0.23,0.22,0.21,0.22,0.23,0.22,0.21,0.23,0.23,0.23,0.23,0.22,0.21,0.21,0.23,0.24,0.21,0.23,0.21,0.0,0.21,0.22,0.2,0.22,0.21,0.23,0.22,0.2,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.0,0.2,0.22,0.22,0.23,0.22,0.22,0.2,0.21,0.21,0.22,0.22,0.22,0.2,0.2,0.21,0.21,0.22,0.21,0.23,0.0,0.0,0.0,0.0,0.2,0.22,0.21,0.0,0.22,0.22,0.2,0.0,0.22,0.0,0.22,0.21,0.22,0.2,0.2,0.21,0.21,0.0,0.21,0.2,0.2,0.37,0.2,0.0,0.2,0.21,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.69
07/27/2021,0.8,0.88,0.77,0.92,0.83,0.87,0.86,0.89,0.78,0.8,0.78,0.91,0.83,0.85,0.86,0.8,0.85,0.79,0.8,0.86,0.84,0.79,0.82,0.0,0.79,0.83,0.79,0.78,0.76,0.81,0.76,0.82,0.79,0.5,0.82,0.77,0.55,0.8,0.53,0.53,0.53,0.51,0.52,0.5,0.51,0.45,0.51,0.44,0.48,0.52,0.52,0.55,0.5,0.51,0.5,0.49,0.48,0.51,0.52,0.5,0.5,0.5,0.54,0.4,0.51,0.47,0.48,0.48,0.23,0.51,0.4,0.41,0.4,0.51,0.48,0.52,0.4,0.45,0.41,0.4,0.47,0.5,0.39,0.5,0.4,0.49,0.45,0.38,0.39,0.39,0.38,0.4,0.39,0.4,0.38,0.39,0.38,0.38,0.39,0.39,0.39,0.4,0.37,0.37,0.39,0.37,0.38,0.37,0.38,0.39,0.23,0.22,0.22,0.23,0.23,0.22,0.22,0.23,0.21,0.23,0.21,0.22,0.24,0.23,0.21,0.21,0.22,0.23,0.22,0.21,0.23,0.23,0.23,0.23,0.22,0.21,0.21,0.23,0.24,0.21,0.23,0.21,0.2,0.21,0.22,0.2,0.22,0.21,0.23,0.22,0.2,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.0,0.2,0.22,0.22,0.23,0.22,0.21,0.0,0.21,0.21,0.22,0.22,0.22,0.2,0.2,0.21,0.21,0.21,0.2,0.23,0.0,0.0,0.0,0.0,0.2,0.22,0.21,0.0,0.22,0.22,0.2,0.0,0.22,0.0,0.22,0.21,0.21,0.2,0.2,0.21,0.21,0.0,0.21,0.2,0.2,0.37,0.2,0.0,0.2,0.21,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.73
07/28/2021,0.8,0.88,0.77,0.92,0.83,0.87,0.86,0.89,0.78,0.8,0.78,0.91,0.83,0.85,0.86,0.8,0.85,0.79,0.8,0.86,0.84,0.79,0.82,0.0,0.79,0.83,0.79,0.78,0.76,0.81,0.76,0.82,0.79,0.5,0.82,0.77,0.55,0.8,0.53,0.53,0.53,0.51,0.52,0.5,0.51,0.45,0.51,0.44,0.48,0.52,0.52,0.55,0.5,0.51,0.5,0.49,0.48,0.51,0.52,0.5,0.5,0.5,0.54,0.4,0.51,0.47,0.48,0.48,0.23,0.51,0.4,0.41,0.4,0.51,0.48,0.52,0.4,0.45,0.41,0.4,0.47,0.5,0.39,0.5,0.4,0.49,0.45,0.38,0.39,0.39,0.38,0.4,0.39,0.4,0.38,0.39,0.38,0.38,0.39,0.39,0.39,0.4,0.37,0.37,0.39,0.37,0.38,0.37,0.38,0.39,0.23,0.22,0.22,0.23,0.23,0.22,0.22,0.23,0.21,0.23,0.21,0.22,0.24,0.23,0.21,0.21,0.22,0.23,0.22,0.21,0.23,0.23,0.23,0.23,0.22,0.21,0.21,0.23,0.24,0.21,0.23,0.21,0.2,0.21,0.22,0.2,0.22,0.21,0.23,0.22,0.2,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.0,0.2,0.22,0.22,0.23,0.22,0.21,0.0,0.21,0.21,0.22,0.22,0.22,0.2,0.2,0.21,0.21,0.21,0.2,0.23,0.0,0.0,0.0,0.0,0.2,0.22,0.21,0.0,0.22,0.22,0.2,0.0,0.22,0.0,0.22,0.21,0.21,0.2,0.2,0.21,0.21,0.0,0.21,0.2,0.2,0.37,0.2,0.0,0.2,0.21,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.73
07/29/2021,0.79,0.88,0.77,0.92,0.82,0.87,0.85,0.89,0.78,0.8,0.78,0.9,0.82,0.85,0.86,0.79,0.84,0.79,0.8,0.85,0.84,0.78,0.82,0.0,0.79,0.83,0.8,0.79,0.77,0.8,0.76,0.82,0.81,0.5,0.82,0.79,0.56,0.8,0.53,0.52,0.53,0.51,0.52,0.5,0.51,0.45,0.52,0.45,0.48,0.53,0.52,0.55,0.5,0.51,0.5,0.49,0.48,0.5,0.52,0.5,0.5,0.5,0.54,0.39,0.5,0.46,0.48,0.54,0.23,0.5,0.39,0.41,0.4,0.52,0.49,0.53,0.42,0.46,0.4,0.39,0.48,0.49,0.38,0.5,0.39,0.49,0.45,0.38,0.38,0.39,0.37,0.4,0.39,0.4,0.38,0.39,0.38,0.37,0.38,0.38,0.39,0.39,0.37,0.37,0.39,0.37,0.38,0.36,0.38,0.39,0.23,0.22,0.23,0.23,0.23,0.22,0.21,0.23,0.21,0.23,0.21,0.22,0.23,0.23,0.21,0.21,0.22,0.23,0.22,0.21,0.22,0.23,0.22,0.23,0.22,0.21,0.21,0.23,0.23,0.21,0.23,0.21,0.2,0.21,0.22,0.2,0.22,0.21,0.23,0.22,0.2,0.21,0.22,0.22,0.23,0.21,0.22,0.22,0.22,0.22,0.22,0.0,0.0,0.22,0.22,0.23,0.22,0.22,0.2,0.21,0.21,0.22,0.22,0.22,0.2,0.2,0.21,0.21,0.21,0.21,0.23,0.0,0.0,0.0,0.0,0.2,0.22,0.21,0.0,0.22,0.22,0.2,0.0,0.22,0.0,0.22,0.21,0.22,0.2,0.2,0.21,0.21,0.0,0.21,0.2,0.2,0.36,0.2,0.0,0.2,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.65
07/30/2021,0.79,0.87,0.77,0.92,0.81,0.87,0.86,0.88,0.78,0.79,0.77,0.89,0.81,0.85,0.86,0.78,0.84,0.8,0.78,0.85,0.83,0.75,0.8,0.0,0.78,0.82,0.79,0.77,0.77,0.78,0.74,0.81,0.8,0.51,0.82,0.78,0.57,0.8,0.53,0.52,0.53,0.51,0.52,0.5,0.51,0.44,0.51,0.45,0.5,0.54,0.52,0.55,0.49,0.5,0.49,0.5,0.48,0.49,0.52,0.5,0.5,0.5,0.53,0.4,0.51,0.43,0.48,0.53,0.23,0.51,0.4,0.41,0.4,0.52,0.49,0.52,0.41,0.45,0.41,0.4,0.47,0.49,0.38,0.5,0.4,0.49,0.45,0.38,0.39,0.39,0.38,0.4,0.39,0.4,0.39,0.39,0.38,0.38,0.39,0.39,0.39,0.4,0.38,0.38,0.39,0.38,0.38,0.36,0.38,0.39,0.23,0.2,0.23,0.23,0.23,0.22,0.22,0.23,0.21,0.23,0.21,0.22,0.24,0.23,0.22,0.21,0.22,0.23,0.22,0.21,0.22,0.23,0.22,0.23,0.22,0.21,0.21,0.23,0.24,0.21,0.24,0.21,0.2,0.2,0.21,0.2,0.22,0.21,0.23,0.22,0.0,0.21,0.22,0.22,0.23,0.2,0.22,0.22,0.23,0.22,0.22,0.0,0.0,0.21,0.21,0.23,0.22,0.22,0.2,0.22,0.21,0.22,0.22,0.22,0.2,0.2,0.21,0.21,0.21,0.21,0.23,0.0,0.0,0.0,0.0,0.2,0.22,0.21,0.0,0.22,0.22,0.2,0.0,0.22,0.0,0.22,0.21,0.22,0.2,0.2,0.21,0.21,0.0,0.21,0.2,0.2,0.37,0.2,0.0,0.2,0.21,0.22,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.49000000000001
08/02/2021,0.8,0.87,0.73,0.91,0.84,0.86,0.85,0.86,0.78,0.8,0.78,0.96,0.86,0.85,0.86,0.79,0.85,0.78,0.77,0.89,0.88,0.76,0.83,0.0,0.78,0.82,0.8,0.81,0.77,0.8,0.76,0.83,0.81,0.51,0.87,0.78,0.55,0.68,0.53,0.53,0.52,0.51,0.53,0.49,0.51,0.44,0.51,0.45,0.48,0.55,0.52,0.53,0.47,0.5,0.49,0.5,0.48,0.49,0.51,0.5,0.5,0.49,0.54,0.42,0.51,0.43,0.48,0.52,0.23,0.52,0.41,0.41,0.4,0.51,0.48,0.52,0.43,0.45,0.41,0.4,0.46,0.5,0.38,0.5,0.39,0.49,0.45,0.37,0.39,0.38,0.37,0.36,0.39,0.41,0.39,0.39,0.38,0.38,0.39,0.39,0.39,0.4,0.38,0.37,0.39,0.37,0.37,0.36,0.36,0.39,0.23,0.2,0.23,0.23,0.22,0.22,0.22,0.23,0.21,0.24,0.21,0.22,0.24,0.23,0.22,0.21,0.22,0.24,0.22,0.21,0.22,0.23,0.23,0.23,0.22,0.21,0.21,0.23,0.23,0.21,0.23,0.21,0.2,0.2,0.21,0.2,0.23,0.21,0.23,0.22,0.0,0.21,0.22,0.23,0.23,0.2,0.22,0.23,0.23,0.22,0.21,0.0,0.0,0.21,0.21,0.23,0.22,0.22,0.2,0.22,0.21,0.22,0.21,0.22,0.0,0.2,0.21,0.21,0.21,0.21,0.23,0.0,0.0,0.0,0.2,0.2,0.22,0.2,0.0,0.21,0.22,0.2,0.0,0.22,0.0,0.22,0.21,0.21,0.21,0.2,0.2,0.21,0.0,0.21,0.2,0.0,0.37,0.2,0.0,0.2,0.21,0.22,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.56
08/03/2021,0.79,0.88,0.74,0.91,0.84,0.85,0.85,0.86,0.79,0.81,0.79,0.98,0.85,0.85,0.85,0.8,0.86,0.78,0.79,0.88,0.88,0.77,0.78,0.0,0.8,0.83,0.8,0.81,0.78,0.87,0.78,0.83,0.81,0.51,0.86,0.78,0.55,0.7,0.53,0.53,0.53,0.47,0.53,0.49,0.51,0.43,0.52,0.44,0.48,0.56,0.52,0.53,0.47,0.5,0.49,0.49,0.48,0.48,0.51,0.5,0.48,0.49,0.55,0.43,0.51,0.43,0.47,0.51,0.23,0.52,0.41,0.41,0.4,0.51,0.48,0.52,0.44,0.44,0.41,0.4,0.46,0.5,0.39,0.5,0.4,0.49,0.45,0.38,0.39,0.38,0.37,0.36,0.39,0.41,0.39,0.38,0.38,0.37,0.4,0.39,0.39,0.4,0.38,0.37,0.39,0.37,0.37,0.36,0.36,0.39,0.23,0.2,0.22,0.23,0.22,0.22,0.22,0.23,0.21,0.23,0.21,0.22,0.24,0.23,0.21,0.21,0.22,0.24,0.22,0.21,0.22,0.23,0.23,0.23,0.22,0.21,0.21,0.23,0.24,0.21,0.23,0.21,0.2,0.2,0.21,0.21,0.23,0.21,0.23,0.22,0.2,0.21,0.22,0.22,0.23,0.2,0.22,0.23,0.23,0.22,0.21,0.0,0.2,0.21,0.21,0.23,0.22,0.22,0.2,0.22,0.21,0.22,0.22,0.22,0.2,0.0,0.2,0.21,0.22,0.21,0.23,0.0,0.0,0.0,0.2,0.2,0.22,0.2,0.0,0.22,0.22,0.2,0.0,0.22,0.0,0.22,0.21,0.21,0.2,0.2,0.0,0.2,0.0,0.21,0.2,0.2,0.37,0.2,0.0,0.2,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.64
08/04/2021,0.79,0.88,0.74,0.91,0.84,0.85,0.85,0.86,0.79,0.81,0.79,0.98,0.85,0.85,0.85,0.8,0.86,0.78,0.79,0.88,0.88,0.77,0.78,0.0,0.8,0.83,0.8,0.81,0.78,0.87,0.78,0.83,0.81,0.51,0.86,0.78,0.55,0.7,0.53,0.53,0.53,0.47,0.53,0.49,0.51,0.43,0.52,0.44,0.48,0.56,0.52,0.53,0.47,0.5,0.49,0.49,0.48,0.48,0.51,0.5,0.48,0.49,0.55,0.43,0.51,0.43,0.47,0.51,0.23,0.52,0.41,0.41,0.4,0.51,0.48,0.52,0.44,0.44,0.41,0.4,0.46,0.5,0.39,0.5,0.4,0.49,0.45,0.38,0.39,0.38,0.37,0.36,0.39,0.41,0.39,0.38,0.38,0.37,0.4,0.39,0.39,0.4,0.38,0.37,0.39,0.37,0.37,0.36,0.36,0.39,0.23,0.2,0.22,0.23,0.22,0.22,0.22,0.23,0.21,0.23,0.21,0.22,0.24,0.23,0.21,0.21,0.22,0.24,0.22,0.21,0.22,0.23,0.23,0.23,0.22,0.21,0.21,0.23,0.24,0.21,0.23,0.21,0.2,0.2,0.21,0.21,0.23,0.21,0.23,0.22,0.2,0.21,0.22,0.22,0.23,0.2,0.22,0.23,0.23,0.22,0.21,0.0,0.2,0.21,0.21,0.23,0.22,0.22,0.2,0.22,0.21,0.22,0.22,0.22,0.2,0.0,0.2,0.21,0.22,0.21,0.23,0.0,0.0,0.0,0.2,0.2,0.22,0.2,0.0,0.22,0.22,0.2,0.0,0.22,0.0,0.22,0.21,0.21,0.2,0.2,0.0,0.2,0.0,0.21,0.2,0.2,0.37,0.2,0.0,0.2,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.64
08/05/2021,0.8,0.87,0.73,0.91,0.84,0.85,0.84,0.86,0.8,0.82,0.79,0.99,0.85,0.85,0.86,0.8,0.86,0.78,0.8,0.87,0.89,0.77,0.79,0.0,0.81,0.83,0.81,0.83,0.78,0.87,0.79,0.82,0.81,0.51,0.86,0.78,0.55,0.72,0.52,0.53,0.53,0.48,0.53,0.49,0.5,0.43,0.52,0.45,0.48,0.56,0.52,0.53,0.47,0.5,0.49,0.49,0.48,0.48,0.51,0.49,0.49,0.49,0.55,0.43,0.52,0.42,0.47,0.51,0.22,0.52,0.41,0.41,0.4,0.51,0.48,0.52,0.44,0.44,0.4,0.4,0.46,0.5,0.39,0.5,0.39,0.49,0.45,0.38,0.39,0.39,0.38,0.36,0.39,0.42,0.39,0.38,0.38,0.37,0.4,0.39,0.39,0.4,0.38,0.36,0.39,0.37,0.37,0.36,0.36,0.39,0.23,0.2,0.22,0.24,0.22,0.21,0.23,0.24,0.21,0.23,0.21,0.22,0.23,0.22,0.21,0.21,0.22,0.24,0.22,0.21,0.22,0.23,0.23,0.23,0.22,0.21,0.21,0.23,0.24,0.21,0.23,0.21,0.2,0.21,0.21,0.21,0.23,0.21,0.22,0.22,0.2,0.21,0.22,0.22,0.21,0.2,0.22,0.23,0.23,0.22,0.21,0.0,0.2,0.21,0.21,0.23,0.22,0.22,0.2,0.22,0.2,0.22,0.21,0.22,0.2,0.0,0.2,0.21,0.23,0.0,0.23,0.0,0.0,0.0,0.2,0.2,0.21,0.2,0.0,0.22,0.22,0.2,0.0,0.2,0.0,0.22,0.21,0.22,0.21,0.2,0.0,0.2,0.0,0.21,0.2,0.2,0.37,0.21,0.0,0.21,0.21,0.22,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.71000000000001
08/06/2021,0.8,0.87,0.73,0.93,0.85,0.86,0.84,0.87,0.81,0.83,0.79,0.99,0.84,0.86,0.76,0.81,0.87,0.79,0.8,0.86,0.89,0.76,0.79,0.0,0.81,0.82,0.79,0.83,0.79,0.86,0.79,0.82,0.82,0.51,0.87,0.78,0.56,0.71,0.53,0.54,0.53,0.47,0.54,0.49,0.5,0.42,0.51,0.44,0.48,0.56,0.53,0.52,0.49,0.5,0.47,0.49,0.48,0.49,0.5,0.5,0.48,0.49,0.55,0.44,0.52,0.41,0.46,0.51,0.23,0.52,0.41,0.42,0.41,0.51,0.48,0.53,0.44,0.41,0.41,0.4,0.47,0.5,0.39,0.49,0.39,0.49,0.45,0.39,0.39,0.39,0.38,0.36,0.39,0.43,0.38,0.38,0.38,0.38,0.4,0.39,0.39,0.41,0.35,0.36,0.39,0.36,0.37,0.37,0.35,0.39,0.23,0.2,0.22,0.23,0.22,0.21,0.23,0.24,0.21,0.23,0.21,0.23,0.24,0.22,0.21,0.2,0.22,0.25,0.22,0.21,0.22,0.23,0.23,0.23,0.22,0.21,0.21,0.23,0.24,0.21,0.23,0.21,0.2,0.21,0.21,0.21,0.23,0.21,0.21,0.22,0.2,0.21,0.22,0.22,0.2,0.2,0.22,0.23,0.23,0.22,0.22,0.0,0.2,0.21,0.21,0.23,0.22,0.22,0.2,0.22,0.21,0.21,0.22,0.22,0.0,0.2,0.2,0.2,0.23,0.2,0.23,0.0,0.0,0.0,0.2,0.2,0.21,0.0,0.0,0.22,0.22,0.2,0.0,0.0,0.0,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.0,0.21,0.2,0.2,0.37,0.2,0.0,0.21,0.21,0.22,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.64
08/09/2021,0.84,0.89,0.71,0.93,0.85,0.87,0.84,0.87,0.81,0.84,0.8,1.01,0.83,0.88,0.76,0.8,0.87,0.79,0.8,0.86,0.89,0.77,0.79,0.0,0.81,0.83,0.81,0.84,0.78,0.88,0.81,0.81,0.82,0.52,0.86,0.78,0.56,0.7,0.53,0.55,0.55,0.47,0.55,0.48,0.5,0.45,0.51,0.45,0.48,0.57,0.53,0.52,0.49,0.51,0.46,0.48,0.47,0.48,0.5,0.5,0.48,0.5,0.55,0.44,0.52,0.41,0.49,0.51,0.23,0.52,0.4,0.43,0.43,0.51,0.49,0.52,0.45,0.45,0.41,0.41,0.43,0.5,0.39,0.49,0.4,0.48,0.45,0.38,0.39,0.38,0.37,0.35,0.38,0.43,0.38,0.38,0.38,0.37,0.39,0.37,0.39,0.42,0.35,0.35,0.39,0.36,0.36,0.32,0.34,0.33,0.23,0.0,0.23,0.23,0.22,0.21,0.23,0.24,0.21,0.24,0.21,0.23,0.23,0.22,0.21,0.2,0.22,0.25,0.22,0.21,0.21,0.23,0.23,0.23,0.22,0.21,0.22,0.23,0.24,0.21,0.23,0.21,0.0,0.21,0.21,0.21,0.23,0.21,0.22,0.22,0.2,0.2,0.22,0.22,0.0,0.2,0.22,0.23,0.23,0.22,0.21,0.2,0.2,0.21,0.21,0.23,0.22,0.22,0.2,0.22,0.21,0.21,0.21,0.22,0.0,0.2,0.2,0.21,0.23,0.2,0.22,0.0,0.0,0.0,0.2,0.2,0.21,0.0,0.0,0.22,0.22,0.2,0.0,0.0,0.0,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.0,0.21,0.2,0.2,0.36,0.21,0.0,0.21,0.21,0.22,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.70000000000002
08/10/2021,0.82,0.88,0.71,0.93,0.84,0.86,0.84,0.86,0.81,0.85,0.8,1.0,0.83,0.88,0.75,0.8,0.87,0.79,0.8,0.86,0.89,0.77,0.78,0.0,0.81,0.82,0.81,0.84,0.78,0.88,0.81,0.81,0.82,0.51,0.85,0.78,0.55,0.7,0.52,0.54,0.54,0.45,0.56,0.48,0.5,0.45,0.52,0.45,0.48,0.57,0.53,0.52,0.49,0.5,0.46,0.48,0.48,0.48,0.5,0.5,0.48,0.5,0.54,0.44,0.51,0.42,0.48,0.5,0.23,0.51,0.41,0.43,0.43,0.51,0.48,0.52,0.45,0.45,0.4,0.4,0.43,0.5,0.39,0.49,0.4,0.48,0.45,0.38,0.39,0.39,0.37,0.35,0.38,0.43,0.38,0.38,0.38,0.37,0.39,0.37,0.39,0.41,0.34,0.35,0.39,0.36,0.35,0.33,0.35,0.33,0.23,0.0,0.23,0.23,0.22,0.21,0.23,0.24,0.22,0.23,0.21,0.23,0.23,0.22,0.21,0.2,0.22,0.25,0.22,0.21,0.21,0.23,0.23,0.23,0.22,0.21,0.22,0.23,0.24,0.22,0.23,0.21,0.0,0.21,0.21,0.21,0.23,0.21,0.22,0.22,0.2,0.2,0.22,0.23,0.2,0.0,0.22,0.22,0.23,0.22,0.21,0.2,0.21,0.21,0.21,0.23,0.22,0.22,0.21,0.22,0.21,0.21,0.22,0.22,0.0,0.2,0.21,0.21,0.23,0.21,0.22,0.0,0.0,0.0,0.2,0.2,0.21,0.0,0.0,0.22,0.22,0.21,0.0,0.2,0.0,0.22,0.21,0.22,0.21,0.0,0.2,0.2,0.0,0.22,0.21,0.2,0.37,0.21,0.0,0.21,0.22,0.22,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.61000000000001
