,CRCT,APPS,CELH,ROKU,GLBE,ATKR,INMD,TIGR,CDNA,RILY,FRHC,QFIN,CLF,SNAP,GNRC,FVRR,NET,UPST,NVCR,SE,ENPH,PINS,NVDA,SKY,PGNY,SPT,CRWD,HUBS,FIGS,COWN,SWBI,DLO,AVTR,MED,PRFT,SQ,ASML,OSTK,BX,SHOP,U.S. Bank Money Market Deposit Account,ESI,TSLA,JBL,CRL,SCHW,KKR,JCOM,CRNC,ZS,ACM Research Inc Class A,GRWG,WAL,LOVE,TBIO,MRNA,EVR,UCTT,JEF,DECK,Overstock.com Inc,Jabil Inc,ASAN,BILL,IIPR,CUBI,DOCU,LFST,LGI Homes Inc,LGIH,LifeStance Health Group Inc Ordinary Shares,SGH,DBX,WB,GOOGL,WST,EXPD,TROW,CCS,FIGS Inc Class A,Smith & Wesson Brands Inc,HZO,AN,CPRT,DE,COOP,CROX,SF,FND,The Trade Desk Inc A,FB,DDOG,SITM,CVNA,IT,MRVI,DOCS,RCII,ALGN,TPX,KLIC,TASK,RGEN,MPWR,AXON,ARES,n/a,603087.SS,DVAX,SWAV,MNDY,STEP,AXNX,BLDR,LSPD.TO,S,ZI,WSM,MELI,MATX,INSP,TNDM,SUM
07/23/2021,3.14,0.0,0.0,3.0,3.37,3.46,3.58,0.0,0.0,0.0,3.41,0.0,3.13,3.38,3.53,0.0,3.59,0.0,0.0,3.01,1.96,2.07,1.92,3.05,0.0,2.03,2.99,3.05,0.0,0.0,0.48,2.54,1.02,0.0,2.0,0.0,1.93,0.0,1.02,1.02,0.39,0.48,0.0,0.48,0.5,0.0,0.49,1.99,1.0,1.01,0.0,0.0,3.32,0.0,3.12,3.87,1.91,0.0,0.97,0.98,0.0,0.0,3.54,3.06,2.03,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.99,0.99,0.98,0.51,0.5,0.49,0.49,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/26/2021,3.3,0.0,0.0,2.96,3.5,3.53,3.6,0.0,0.0,0.0,3.42,0.0,3.28,3.43,3.46,0.0,3.55,0.0,0.0,3.09,2.03,2.0,1.89,3.1,0.0,2.07,2.89,3.05,0.49,0.0,0.0,2.57,0.99,0.0,1.94,0.0,1.94,0.0,1.04,1.04,0.42,0.47,0.0,0.48,0.49,0.0,0.49,1.98,0.96,0.99,0.0,0.0,3.38,0.0,2.94,3.77,1.94,0.0,0.96,0.97,0.0,0.0,3.51,3.1,2.04,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.97,0.96,0.96,0.48,0.49,0.49,0.49,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04000000000002
07/27/2021,3.3,0.0,0.0,2.96,3.5,3.53,3.6,0.0,0.0,0.0,3.42,0.0,3.28,3.43,3.46,0.0,3.55,0.0,0.0,3.09,2.03,2.0,1.89,3.1,0.0,2.07,2.89,3.05,0.49,0.0,0.0,2.57,0.99,0.0,1.94,0.0,1.94,0.0,1.04,1.04,0.42,0.47,0.0,0.48,0.49,0.0,0.49,1.98,0.96,0.99,0.0,0.0,3.38,0.0,2.94,3.77,1.94,0.0,0.96,0.97,0.0,0.0,3.51,3.1,2.04,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.97,0.96,0.96,0.48,0.49,0.49,0.49,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04000000000002
07/28/2021,3.18,0.0,0.0,3.21,3.82,3.41,3.47,0.0,0.0,0.0,3.32,0.0,3.23,4.08,3.36,0.0,3.67,0.0,0.0,3.02,1.95,2.06,1.84,2.94,0.0,2.06,2.96,2.93,0.46,0.0,0.0,2.8,0.96,0.0,1.87,0.0,1.95,0.0,1.05,1.05,0.41,0.46,0.0,0.47,0.48,0.0,0.49,1.93,0.91,0.99,0.0,0.0,3.24,0.0,2.89,3.96,1.9,0.0,0.9,0.98,0.0,0.0,3.52,3.11,1.96,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.95,0.89,0.97,0.48,0.47,0.48,0.48,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/29/2021,3.3,0.0,0.0,3.85,3.65,3.39,3.3,0.0,2.84,0.0,3.41,0.0,3.02,3.5,3.37,0.0,3.62,0.0,0.0,2.87,1.91,2.05,0.96,2.84,0.0,1.97,3.04,2.97,0.0,0.0,0.0,1.1,0.97,0.0,1.96,0.49,1.01,0.0,1.04,1.95,0.41,0.0,0.0,0.0,0.49,0.0,0.0,0.98,0.96,1.97,0.0,0.0,3.36,0.0,2.26,3.04,0.98,1.89,0.48,1.03,0.0,0.0,3.61,2.97,2.89,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.49,0.44,0.51,0.0,0.0,0.0,0.0,0.46,0.0,2.03,1.9,0.49,0.49,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
07/30/2021,3.3,0.0,0.0,3.85,3.65,3.39,3.3,0.0,2.84,0.0,3.41,0.0,3.02,3.5,3.37,0.0,3.62,0.0,0.0,2.87,1.91,2.05,0.96,2.84,0.0,1.97,3.04,2.97,0.0,0.0,0.0,1.1,0.97,0.0,1.96,0.49,1.01,0.0,1.04,1.95,0.41,0.0,0.0,0.0,0.49,0.0,0.0,0.98,0.96,1.97,0.0,0.0,3.36,0.0,2.26,3.04,0.98,1.89,0.48,1.03,0.0,0.0,3.61,2.97,2.89,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.49,0.44,0.51,0.0,0.0,0.0,0.0,0.46,0.0,2.03,1.9,0.49,0.49,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
08/02/2021,3.05,0.0,0.0,3.75,3.98,3.44,3.34,0.0,2.96,0.0,3.3,0.0,3.23,3.48,3.26,0.0,3.7,0.0,0.0,2.72,1.95,2.05,0.97,2.84,0.0,1.96,3.01,2.92,0.0,0.0,0.0,1.0,0.98,0.0,1.99,0.49,1.02,0.0,1.04,1.89,0.51,0.0,0.0,0.0,0.5,0.0,0.0,0.99,0.95,1.98,0.0,0.0,3.32,0.0,2.37,3.15,0.95,1.91,0.47,1.01,0.0,0.0,3.4,3.01,2.9,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.5,0.44,0.51,0.0,0.0,0.0,0.0,0.43,0.0,1.99,1.91,0.49,0.48,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/03/2021,3.05,0.0,0.0,3.75,3.98,3.44,3.34,0.0,2.96,0.0,3.3,0.0,3.23,3.48,3.26,0.0,3.7,0.0,0.0,2.72,1.95,2.05,0.97,2.84,0.0,1.96,3.01,2.92,0.0,0.0,0.0,1.0,0.98,0.0,1.99,0.49,1.02,0.0,1.04,1.89,0.51,0.0,0.0,0.0,0.5,0.0,0.0,0.99,0.95,1.98,0.0,0.0,3.32,0.0,2.37,3.15,0.95,1.91,0.47,1.01,0.0,0.0,3.4,3.01,2.9,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.5,0.44,0.51,0.0,0.0,0.0,0.0,0.43,0.0,1.99,1.91,0.49,0.48,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/04/2021,3.05,0.0,0.0,3.75,3.98,3.44,3.34,0.0,2.96,0.0,3.3,0.0,3.23,3.48,3.26,0.0,3.7,0.0,0.0,2.72,1.95,2.05,0.97,2.84,0.0,1.96,3.01,2.92,0.0,0.0,0.0,1.0,0.98,0.0,1.99,0.49,1.02,0.0,1.04,1.89,0.51,0.0,0.0,0.0,0.5,0.0,0.0,0.99,0.95,1.98,0.0,0.0,3.32,0.0,2.37,3.15,0.95,1.91,0.47,1.01,0.0,0.0,3.4,3.01,2.9,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.5,0.44,0.51,0.0,0.0,0.0,0.0,0.43,0.0,1.99,1.91,0.49,0.48,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/05/2021,3.05,0.0,0.0,3.75,3.98,3.44,3.34,0.0,2.96,0.0,3.3,0.0,3.23,3.48,3.26,0.0,3.7,0.0,0.0,2.72,1.95,2.05,0.97,2.84,0.0,1.96,3.01,2.92,0.0,0.0,0.0,1.0,0.98,0.0,1.99,0.49,1.02,0.0,1.04,1.89,0.51,0.0,0.0,0.0,0.5,0.0,0.0,0.99,0.95,1.98,0.0,0.0,3.32,0.0,2.37,3.15,0.95,1.91,0.47,1.01,0.0,0.0,3.4,3.01,2.9,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.5,0.44,0.51,0.0,0.0,0.0,0.0,0.43,0.0,1.99,1.91,0.49,0.48,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/06/2021,0.0,0.0,0.0,3.1,3.38,3.99,3.61,0.0,2.83,0.0,3.51,0.0,3.59,3.35,3.24,2.65,3.47,0.0,0.0,2.04,3.16,2.33,2.02,3.15,0.0,1.94,2.87,1.97,0.0,0.0,0.0,1.84,1.0,0.0,0.0,1.03,2.04,0.0,2.0,0.49,1.22,0.0,0.0,1.03,0.0,0.0,0.51,0.96,0.49,1.02,0.0,0.0,2.95,0.0,3.11,3.29,0.48,1.78,0.51,1.06,0.0,0.0,3.58,2.97,1.98,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.53,2.07,0.98,0.51,0.48,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/25/2021,0.0,0.0,2.96,0.0,3.64,3.11,3.9,0.0,0.0,0.0,3.27,0.0,3.12,3.32,2.87,0.0,3.52,3.99,0.0,3.12,2.73,0.0,0.53,0.0,0.0,2.95,0.0,2.02,0.0,0.0,0.0,2.66,0.51,0.0,2.1,1.94,1.99,0.0,1.98,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,2.78,0.0,0.0,3.47,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.03,0.0,0.97,0.0,0.0,0.0,0.0,0.0,1.89,0.0,1.01,0.53,0.0,0.0,0.47,0.0,0.0,0.0,0.97,0.0,0.0,0.0,1.99,0.0,0.0,0.0,0.0,3.06,2.98,2.9,2.04,1.21,1.08,1.04,0.99,0.97,0.96,0.63,0.53,0.52,0.51,0.5,0.46,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/26/2021,0.0,0.0,2.96,0.0,3.64,3.11,3.9,0.0,0.0,0.0,3.27,0.0,3.12,3.32,2.87,0.0,3.52,3.99,0.0,3.12,2.73,0.0,0.53,0.0,0.0,2.95,0.0,2.02,0.0,0.0,0.0,2.66,0.51,0.0,2.1,1.94,1.99,0.0,1.98,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,2.78,0.0,0.0,3.47,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.03,0.0,0.97,0.0,0.0,0.0,0.0,0.0,1.89,0.0,1.01,0.53,0.0,0.0,0.47,0.0,0.0,0.0,0.97,0.0,0.0,0.0,1.99,0.0,0.0,0.0,0.0,3.06,2.98,2.9,2.04,1.21,1.08,1.04,0.99,0.97,0.96,0.63,0.53,0.52,0.51,0.5,0.46,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/07/2021,0.0,0.0,3.83,0.0,2.09,3.36,3.52,0.0,0.0,0.0,3.27,0.0,3.23,2.78,2.99,0.0,2.94,3.15,0.0,2.98,0.0,0.0,1.89,0.0,0.0,0.0,2.84,0.94,0.0,0.0,0.0,2.95,0.48,0.0,0.99,0.0,1.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.0,1.87,0.0,0.0,3.28,0.0,0.0,0.0,2.65,0.0,0.0,3.82,3.68,0.98,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,1.9,2.07,0.42,0.95,1.88,3.5,0.93,0.95,0.48,0.51,2.64,1.97,0.97,0.0,0.5,0.22,0.0,3.57,3.54,2.12,1.98,0.5,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/08/2021,0.0,0.0,3.83,0.0,2.09,3.36,3.52,0.0,0.0,0.0,3.27,0.0,3.23,2.78,2.99,0.0,2.94,3.15,0.0,2.98,0.0,0.0,1.89,0.0,0.0,0.0,2.84,0.94,0.0,0.0,0.0,2.95,0.48,0.0,0.99,0.0,1.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.0,1.87,0.0,0.0,3.28,0.0,0.0,0.0,2.65,0.0,0.0,3.82,3.68,0.98,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,1.9,2.07,0.42,0.95,1.88,3.5,0.93,0.95,0.48,0.51,2.64,1.97,0.97,0.0,0.5,0.22,0.0,3.57,3.54,2.12,1.98,0.5,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
