,ALB,002812 C2,300750 C2,002460 C2,300014 C2,002371 C2,1211 HK,300450 C2,MIN.AX,006400.KS,051910.KS,SQM,6752.T,TSLA,300207 C2,ENS,603659 C1,300037 C2,LTHM,VAR1.DE,300073 C2,6674.T,6121 TT,PLS.AX,ORE.AX,819.HK,066970.KQ,020150.KS,GXY.AX,300457 C2,AMG.AS,LAC.TO,3211 TT,CASH,INR.AX,047310.KQ,8137.HK,082920.KQ,6619.T,L & F CO LTD - RTS,6619 JP,082920 KS,047310 KS,n/a,SUM
07/27/2021,12.24,6.76,5.94,7.49,6.26,6.14,4.49,4.38,3.99,3.64,3.15,3.59,3.25,3.1,3.0,2.43,2.17,2.16,1.69,1.7,1.92,1.09,1.15,1.18,0.98,0.75,1.04,0.77,0.75,0.77,0.53,0.34,0.28,0.19,0.24,0.11,0.12,0.0,0.12,0.0,0.0,0.1,0.0,0.0,100.0
07/29/2021,12.54,6.66,5.82,7.44,6.04,6.11,4.43,4.29,4.18,3.67,3.15,3.48,3.31,3.18,2.91,2.43,2.08,2.14,1.67,1.76,1.91,1.16,1.18,1.26,1.02,0.72,1.06,0.77,0.78,0.8,0.59,0.35,0.28,0.13,0.25,0.11,0.12,0.0,0.13,0.0,0.0,0.1,0.0,0.0,100.01
07/30/2021,12.66,6.51,5.53,6.95,5.44,6.4,4.32,4.37,4.25,3.95,3.36,3.53,3.48,3.24,2.82,2.5,2.08,2.16,1.68,1.81,1.87,1.19,1.24,1.31,1.07,0.68,1.09,0.8,0.82,0.76,0.6,0.36,0.29,0.13,0.26,0.11,0.12,0.0,0.14,0.0,0.0,0.11,0.0,0.0,99.99000000000002
08/02/2021,12.77,6.63,5.89,7.11,5.45,6.41,4.6,4.6,4.14,3.75,3.17,3.49,3.33,3.2,3.13,2.43,2.02,2.13,1.67,1.72,1.84,1.13,1.14,1.23,1.02,0.68,1.0,0.74,0.77,0.76,0.54,0.37,0.27,0.16,0.25,0.11,0.11,0.0,0.13,0.0,0.0,0.11,0.0,0.0,100.0
08/03/2021,12.77,6.63,5.89,7.11,5.45,6.41,4.6,4.6,4.14,3.75,3.17,3.49,3.33,3.2,3.13,2.43,2.02,2.13,1.67,1.72,1.84,1.13,1.14,1.23,1.02,0.68,1.0,0.74,0.77,0.76,0.54,0.37,0.27,0.16,0.25,0.11,0.11,0.0,0.13,0.0,0.0,0.11,0.0,0.0,100.0
08/04/2021,12.91,6.21,5.79,7.2,5.52,6.98,4.73,4.95,4.06,3.6,3.17,3.36,3.2,3.23,2.99,2.42,1.83,2.07,1.66,1.75,1.76,1.12,1.14,1.22,1.04,0.77,0.98,0.73,0.79,0.8,0.52,0.36,0.27,0.18,0.24,0.0,0.12,0.1,0.13,0.0,0.0,0.0,0.1,0.0,100.0
08/05/2021,12.84,6.26,5.76,6.91,5.55,6.45,5.07,5.07,3.86,3.6,3.22,3.33,3.27,3.31,2.94,2.37,1.99,2.19,1.69,1.8,1.83,1.14,1.14,1.3,1.04,0.82,0.95,0.72,0.79,0.82,0.52,0.36,0.26,0.12,0.25,0.0,0.12,0.1,0.13,0.0,0.0,0.0,0.1,0.0,99.99
08/06/2021,13.1,6.47,5.64,6.55,5.46,5.91,5.18,5.07,3.93,3.69,3.25,3.45,3.34,3.37,2.83,2.43,1.94,2.2,1.71,1.82,1.76,1.17,1.16,1.37,1.08,0.79,0.98,0.72,0.82,0.81,0.53,0.34,0.27,0.11,0.26,0.0,0.13,0.11,0.13,0.0,0.0,0.0,0.1,0.0,99.98
08/10/2021,13.24,7.05,5.67,6.62,5.53,5.98,5.19,4.9,3.74,3.65,3.14,3.38,3.23,3.25,3.12,2.3,2.07,2.14,1.68,1.86,1.77,1.04,1.12,1.35,1.02,0.76,1.02,0.72,0.78,0.78,0.5,0.34,0.26,0.0,0.25,0.0,0.13,0.1,0.13,0.0,0.0,0.0,0.1,0.1,100.00999999999998
08/11/2021,13.59,6.93,5.46,6.75,5.68,5.8,5.22,4.97,3.64,3.64,3.06,3.4,3.18,3.15,2.97,2.3,2.16,2.17,1.8,1.83,1.94,0.99,1.1,1.38,1.02,0.73,0.99,0.71,0.78,0.79,0.5,0.35,0.25,0.0,0.26,0.0,0.13,0.1,0.13,0.0,0.0,0.0,0.1,0.1,100.04999999999995
08/13/2021,14.49,6.28,5.18,6.32,5.22,5.54,5.18,4.87,3.76,3.76,3.11,3.69,3.19,3.23,3.15,2.34,2.01,1.98,2.08,1.87,1.81,1.02,1.08,1.55,1.14,0.74,1.05,0.71,0.86,0.79,0.52,0.41,0.25,0.0,0.28,0.1,0.13,0.1,0.12,0.0,0.0,0.0,0.0,0.1,100.01
08/16/2021,14.15,6.19,5.03,6.35,5.26,5.71,5.24,4.78,3.69,3.76,3.13,3.6,3.18,3.25,3.62,2.21,2.02,1.97,2.1,1.72,1.88,1.01,0.99,1.56,1.2,0.78,1.12,0.7,0.91,0.78,0.53,0.45,0.25,0.0,0.28,0.1,0.12,0.0,0.13,0.0,0.0,0.1,0.0,0.14,99.99
08/18/2021,14.2,6.24,5.07,6.28,5.24,5.42,5.22,4.98,3.84,3.77,3.2,3.7,3.21,3.25,3.63,2.17,1.99,2.02,2.12,1.57,1.86,1.02,0.96,1.55,1.16,0.77,1.13,0.69,0.88,0.82,0.54,0.43,0.25,0.0,0.28,0.1,0.13,0.0,0.11,0.0,0.0,0.1,0.0,0.13,100.03
08/19/2021,14.23,6.07,5.03,6.09,5.2,5.62,5.05,4.89,3.78,3.92,3.33,3.65,3.29,3.24,3.48,2.27,2.02,2.01,2.1,1.5,1.8,1.05,0.98,1.61,2.13,0.79,1.17,0.72,0.0,0.8,0.54,0.42,0.24,0.0,0.28,0.1,0.13,0.0,0.11,0.0,0.0,0.1,0.0,0.24,99.97999999999998
08/20/2021,13.99,6.05,5.19,6.13,5.27,5.39,5.16,4.89,3.77,3.9,3.39,3.58,3.34,3.23,3.68,2.26,2.12,2.06,2.01,1.62,1.81,1.05,0.99,1.54,2.08,0.8,1.08,0.69,0.0,0.78,0.54,0.39,0.26,0.0,0.28,0.1,0.13,0.0,0.11,0.0,0.0,0.1,0.0,0.24,100.0
08/23/2021,13.55,6.52,5.33,6.63,5.12,5.91,5.19,4.95,3.33,3.74,3.34,3.44,3.11,3.21,3.7,2.13,2.26,2.09,1.96,1.6,1.86,1.03,0.97,1.45,2.01,0.76,1.12,0.69,0.0,0.87,0.51,0.4,0.24,0.0,0.27,0.11,0.14,0.0,0.12,0.0,0.0,0.1,0.0,0.23,99.99
08/24/2021,13.55,6.52,5.33,6.63,5.12,5.91,5.19,4.95,3.33,3.74,3.34,3.44,3.11,3.21,3.7,2.13,2.26,2.09,1.96,1.6,1.86,1.03,0.97,1.45,2.01,0.76,1.12,0.69,0.0,0.87,0.51,0.4,0.24,0.0,0.27,0.11,0.14,0.0,0.12,0.0,0.0,0.1,0.0,0.23,99.99
08/25/2021,14.02,6.49,5.26,6.76,4.9,5.98,5.05,5.01,3.25,3.73,3.36,3.58,3.06,3.26,3.6,2.14,2.25,2.01,2.1,1.6,1.89,1.0,0.96,1.37,1.9,0.71,1.08,0.67,0.0,0.87,0.52,0.42,0.24,0.0,0.26,0.1,0.14,0.0,0.12,0.0,0.0,0.1,0.0,0.23,99.99
08/26/2021,14.14,6.58,5.42,6.77,4.86,6.34,5.14,4.81,3.21,3.77,2.92,3.57,3.04,3.29,3.46,2.1,2.21,1.92,2.1,1.59,1.9,0.98,0.95,1.5,1.96,0.7,1.06,0.67,0.0,0.87,0.55,0.43,0.24,0.0,0.28,0.1,0.13,0.0,0.13,0.0,0.0,0.09,0.0,0.21,99.98999999999998
08/27/2021,14.05,6.81,5.38,6.94,4.86,6.17,5.17,4.82,3.25,3.62,2.86,3.5,3.01,3.26,3.67,2.09,2.29,1.92,2.04,1.58,1.88,0.98,0.93,1.5,1.97,0.69,1.01,0.66,0.0,0.88,0.55,0.43,0.23,0.0,0.29,0.1,0.13,0.0,0.13,0.0,0.0,0.1,0.0,0.21,99.95999999999998
08/30/2021,14.35,6.98,5.42,6.9,4.69,6.13,5.04,4.61,3.44,3.63,2.9,3.6,3.06,3.28,3.68,2.08,2.18,1.77,2.02,1.58,1.9,1.0,0.98,1.49,1.91,0.71,1.0,0.67,0.0,0.86,0.56,0.44,0.24,0.0,0.29,0.11,0.13,0.0,0.14,0.0,0.0,0.1,0.0,0.14,100.01
08/31/2021,14.35,6.98,5.42,6.9,4.69,6.13,5.04,4.61,3.44,3.63,2.9,3.6,3.06,3.28,3.68,2.08,2.18,1.77,2.02,1.58,1.9,1.0,0.98,1.49,1.91,0.71,1.0,0.67,0.0,0.86,0.56,0.44,0.24,0.0,0.29,0.11,0.13,0.0,0.14,0.0,0.0,0.1,0.0,0.14,100.01
09/01/2021,14.53,6.79,5.22,7.12,4.91,6.17,5.09,4.81,3.37,3.59,2.84,3.58,3.06,3.28,3.56,2.09,2.16,1.8,2.08,1.54,1.95,0.99,0.99,1.38,1.79,0.7,0.98,0.66,0.0,0.87,0.57,0.45,0.24,0.0,0.28,0.1,0.13,0.0,0.13,0.0,0.0,0.09,0.0,0.12,100.00999999999998
09/02/2021,14.42,6.87,5.15,7.73,5.0,5.5,5.02,4.86,3.43,3.55,2.77,3.58,3.08,3.34,3.35,2.06,2.09,1.93,2.08,1.52,2.02,1.01,0.98,1.46,1.88,0.54,0.95,0.64,0.0,0.9,0.57,0.47,0.24,0.0,0.3,0.1,0.12,0.0,0.13,0.0,0.0,0.09,0.0,0.26,99.99
09/03/2021,14.35,6.81,5.04,7.9,4.85,5.57,5.06,4.71,3.51,3.7,2.74,3.57,3.11,3.35,3.38,2.01,2.13,1.94,2.05,1.56,2.01,1.0,0.99,1.47,1.96,0.52,1.02,0.66,0.0,0.85,0.57,0.48,0.24,0.0,0.31,0.11,0.12,0.0,0.14,0.0,0.0,0.1,0.0,0.11,100.0
09/06/2021,15.18,6.68,5.16,7.14,4.62,5.1,5.17,4.71,3.54,3.59,2.63,3.8,3.2,3.42,3.28,2.09,2.1,1.94,2.17,1.6,1.92,1.03,1.01,1.52,2.03,0.53,0.99,0.65,0.0,0.86,0.6,0.54,0.26,0.0,0.33,0.11,0.13,0.0,0.15,0.0,0.0,0.1,0.0,0.13,100.01
09/08/2021,15.23,6.45,5.17,6.76,4.47,5.38,5.08,4.49,3.7,3.69,2.73,3.83,3.32,3.47,3.18,2.08,2.01,1.95,2.17,1.62,1.88,1.06,1.02,1.58,2.21,0.54,1.02,0.67,0.0,0.85,0.6,0.55,0.26,0.0,0.36,0.11,0.13,0.1,0.15,0.0,0.0,0.0,0.0,0.13,100.0
09/09/2021,15.23,6.45,5.17,6.76,4.47,5.38,5.08,4.49,3.7,3.69,2.73,3.83,3.32,3.47,3.18,2.08,2.01,1.95,2.17,1.62,1.88,1.06,1.02,1.58,2.21,0.54,1.02,0.67,0.0,0.85,0.6,0.55,0.26,0.0,0.36,0.11,0.13,0.1,0.15,0.0,0.0,0.0,0.0,0.13,100.0
09/10/2021,14.52,6.9,5.25,6.76,4.79,5.38,5.22,4.48,3.36,3.63,2.75,3.63,3.35,3.44,3.17,1.97,2.1,2.45,2.14,1.55,2.18,1.02,0.97,1.44,2.1,0.53,1.05,0.68,0.0,0.86,0.57,0.53,0.25,0.0,0.37,0.11,0.13,0.1,0.14,0.0,0.0,0.0,0.0,0.12,99.99
09/13/2021,14.94,6.82,5.23,6.8,4.9,5.37,5.1,4.43,3.29,3.51,2.72,3.75,3.38,3.48,3.15,1.93,2.2,2.46,2.13,1.53,2.16,1.05,0.95,1.39,1.94,0.51,1.1,0.67,0.0,0.81,0.58,0.51,0.25,0.0,0.36,0.11,0.12,0.1,0.14,0.0,0.0,0.0,0.0,0.13,100.0
09/14/2021,14.94,6.82,5.23,6.8,4.9,5.37,5.1,4.43,3.29,3.51,2.72,3.75,3.38,3.48,3.15,1.93,2.2,2.46,2.13,1.53,2.16,1.05,0.95,1.39,1.94,0.51,1.1,0.67,0.0,0.81,0.58,0.51,0.25,0.0,0.36,0.11,0.12,0.1,0.14,0.0,0.0,0.0,0.0,0.13,100.0
09/15/2021,14.66,6.81,5.14,6.9,4.69,5.82,5.04,4.49,3.44,3.48,2.66,3.83,3.42,3.36,3.16,1.9,2.22,2.49,2.09,1.51,2.13,1.05,0.95,1.37,1.94,0.51,1.13,0.67,0.0,0.81,0.57,0.54,0.25,0.0,0.38,0.11,0.12,0.1,0.15,0.0,0.0,0.0,0.0,0.13,100.02
09/16/2021,14.15,7.13,5.22,6.94,4.49,5.47,5.0,4.43,3.45,3.47,2.71,3.79,3.49,3.44,3.01,1.94,2.27,2.56,2.07,1.49,2.19,1.06,0.95,1.49,2.02,0.5,1.32,0.72,0.0,0.79,0.61,0.53,0.25,0.0,0.41,0.11,0.11,0.09,0.15,0.0,0.0,0.0,0.0,0.13,99.95
09/17/2021,13.87,7.45,5.38,6.5,4.58,5.87,5.01,4.51,3.34,3.47,2.61,3.77,3.45,3.37,3.17,1.83,2.44,2.54,2.0,1.44,2.2,1.05,0.93,1.49,2.03,0.46,1.33,0.72,0.0,0.78,0.6,0.56,0.25,0.0,0.41,0.11,0.11,0.09,0.16,0.0,0.0,0.0,0.0,0.13,100.01
09/20/2021,14.26,7.19,5.16,6.45,4.37,5.7,4.86,4.58,3.42,3.41,2.61,3.92,3.46,3.51,3.06,1.82,2.58,2.55,2.12,1.41,2.25,1.04,0.95,1.56,2.03,0.44,1.36,0.76,0.0,0.8,0.6,0.56,0.25,0.0,0.34,0.11,0.11,0.1,0.16,0.0,0.0,0.0,0.0,0.15,100.01
09/21/2021,14.26,7.19,5.16,6.45,4.37,5.7,4.86,4.58,3.42,3.41,2.61,3.92,3.46,3.51,3.06,1.82,2.58,2.55,2.12,1.41,2.25,1.04,0.95,1.56,2.03,0.44,1.36,0.76,0.0,0.8,0.6,0.56,0.25,0.0,0.34,0.11,0.11,0.1,0.16,0.0,0.0,0.0,0.0,0.15,100.01
09/22/2021,14.05,7.5,5.21,6.27,4.39,5.68,5.05,4.65,3.14,3.41,2.56,3.88,3.42,3.53,2.89,1.84,2.7,2.58,2.1,1.4,2.36,1.03,0.96,1.54,2.03,0.45,1.34,0.72,0.0,0.79,0.58,0.58,0.25,0.0,0.38,0.11,0.11,0.1,0.16,0.0,0.0,0.0,0.0,0.26,100.0
09/23/2021,13.65,7.64,5.31,6.38,4.48,5.79,4.88,4.73,3.03,3.48,2.61,3.86,3.51,3.47,2.94,1.86,2.75,2.63,2.01,1.33,2.41,1.06,0.98,1.42,1.89,0.47,1.36,0.74,0.0,0.81,0.56,0.52,0.25,0.0,0.36,0.11,0.11,0.1,0.16,0.0,0.0,0.0,0.0,0.36,100.00999999999998
09/24/2021,13.7,7.63,5.3,6.37,4.47,5.78,4.87,4.73,3.01,3.48,2.61,3.86,3.45,3.51,2.94,1.82,2.75,2.63,2.03,1.38,2.4,1.05,0.98,1.43,1.91,0.48,1.36,0.74,0.0,0.8,0.55,0.53,0.25,0.0,0.37,0.11,0.11,0.1,0.15,0.0,0.0,0.0,0.0,0.35,99.99
09/27/2021,14.24,7.35,5.14,6.34,4.38,6.17,4.76,4.59,3.13,3.45,2.78,3.92,3.37,3.52,2.95,1.84,2.66,2.56,2.08,1.4,2.28,1.03,0.96,1.45,1.95,0.46,1.41,0.74,0.0,0.75,0.56,0.54,0.25,0.0,0.39,0.1,0.11,0.1,0.15,0.0,0.0,0.0,0.0,0.13,99.98999999999998
