,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,TSLA,NVDA,JPM,JNJ,V,UNH,BRK.B,HD,PYPL,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,INTC,VZ,CRM,PFE,T,TMO,CSCO,ABT,KO,PEP,ABBV,WMT,NKE,LLY,MRK,CVX,ACN,AVGO,DHR,TXN,MCD,COST,WFC,MDT,QCOM,PM,UNP,HON,UPS,BMY,LIN,NEE,ORCL,LOW,C,AMGN,SBUX,BA,INTU,GS,RTX,MS,TGT,IBM,AMAT,AMT,BLK,MMM,CAT,GE,AMD,ISRG,CVS,SCHW,NOW,AXP,SPGI,CHTR,DE,ZTS,ANTM,SQ,PLD,LMT,FIS,MU,MDLZ,MO,CI,LRCX,ZM,BKNG,TMUS,CCI,SYK,GILD,ADP,COP,PNC,MRNA,TJX,SNAP,CSX,DUK,USB,EQIX,GM,EL,NSC,BDX,TFC,FDX,MMC,ATVI,CME,CL,COF,ILMN,SHW,ITW,BSX,ADI,APD,ICE,D,REGN,BX,MELI,ADSK,EW,SO,CB,WM,ETN,HUM,TWLO,FISV,UBER,AON,EMR,SNOW,GPN,ECL,PGR,NOC,HCA,MCO,F,IDXX,VRTX,TWTR,BIIB,DG,ROP,FCX,DOCU,PSA,LHX,ROKU,KMB,MSCI,JCI,KLAC,DXCM,LULU,NEM,EOG,TROW,EXC,MRVL,IQV,TT,ROST,A,GD,EBAY,ALGN,DOW,CRWD,APH,DD,PRU,BK,HPQ,PH,CNC,EA,BAX,MET,ALXN,PPG,VEEV,DLR,SNPS,SLB,INFO,AEP,APTV,ORLY,CARR,TEL,WDAY,CASH,MTCH,AIG,TRV,CMG,Cash,GENERAL ELECTRIC CO,TEAM,GEN.,n/a,MCHP,GE.,FTNT,CTSH,AFL,DFS,SBAC,CDNS,PANW,WST,ANSS,CTAS,SPG,MSI,PLTR,RMD,MPC,MAR,PXD,SYY,NET,XLNX,DELL,ODFL,ABNB,PAYX,GIS,KKR,TTD,HLT,AZO,ROK,YUM,DDOG,SRE,SUM
07/23/2021,6.51,5.52,4.09,2.17,1.99,1.98,1.35,1.18,1.2,1.18,1.09,1.03,0.95,0.93,0.93,0.92,0.87,0.85,0.77,0.77,0.69,0.63,0.61,0.6,0.59,0.6,0.61,0.53,0.55,0.56,0.55,0.57,0.57,0.54,0.54,0.53,0.53,0.51,0.48,0.53,0.5,0.48,0.46,0.47,0.48,0.48,0.45,0.43,0.4,0.39,0.42,0.4,0.4,0.4,0.4,0.41,0.38,0.37,0.38,0.37,0.33,0.36,0.32,0.34,0.35,0.35,0.34,0.32,0.33,0.32,0.31,0.29,0.29,0.27,0.3,0.28,0.27,0.28,0.28,0.27,0.25,0.26,0.26,0.25,0.25,0.26,0.25,0.24,0.22,0.24,0.23,0.22,0.22,0.2,0.23,0.22,0.23,0.21,0.23,0.23,0.19,0.2,0.27,0.19,0.18,0.19,0.21,0.2,0.21,0.19,0.19,0.18,0.19,0.19,0.19,0.19,0.19,0.2,0.18,0.19,0.19,0.18,0.18,0.16,0.16,0.17,0.17,0.17,0.17,0.18,0.2,0.18,0.18,0.18,0.18,0.16,0.16,0.16,0.16,0.16,0.15,0.14,0.15,0.16,0.14,0.15,0.14,0.15,0.18,0.15,0.14,0.16,0.14,0.14,0.13,0.15,0.15,0.13,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.11,0.14,0.13,0.0,0.12,0.12,0.12,0.12,0.13,0.11,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.12,0.12,0.11,0.12,0.12,0.0,0.11,0.12,0.0,0.11,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
07/26/2021,6.47,5.59,4.11,2.21,2.0,1.98,1.31,1.23,1.2,1.18,1.08,1.02,0.94,0.92,0.94,0.89,0.88,0.84,0.76,0.78,0.69,0.64,0.58,0.6,0.58,0.6,0.61,0.53,0.55,0.56,0.54,0.57,0.56,0.54,0.53,0.53,0.53,0.51,0.49,0.53,0.5,0.49,0.44,0.47,0.48,0.47,0.45,0.43,0.4,0.39,0.42,0.4,0.4,0.4,0.39,0.41,0.38,0.37,0.37,0.38,0.33,0.36,0.33,0.34,0.36,0.35,0.33,0.33,0.33,0.31,0.3,0.29,0.29,0.28,0.3,0.28,0.26,0.28,0.28,0.27,0.25,0.26,0.26,0.25,0.26,0.25,0.24,0.24,0.22,0.24,0.23,0.21,0.22,0.2,0.23,0.22,0.21,0.22,0.22,0.22,0.2,0.2,0.28,0.19,0.18,0.2,0.2,0.2,0.21,0.18,0.19,0.18,0.19,0.19,0.19,0.2,0.18,0.2,0.18,0.19,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.19,0.2,0.18,0.18,0.18,0.18,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.15,0.17,0.15,0.14,0.16,0.14,0.14,0.13,0.15,0.14,0.13,0.14,0.13,0.13,0.12,0.13,0.14,0.13,0.13,0.11,0.14,0.13,0.11,0.12,0.12,0.12,0.0,0.13,0.11,0.12,0.12,0.13,0.13,0.12,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.0,0.11,0.18,0.0,0.11,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.98
07/27/2021,6.47,5.59,4.11,2.21,2.0,1.98,1.31,1.23,1.2,1.18,1.08,1.02,0.94,0.92,0.94,0.89,0.88,0.84,0.76,0.78,0.69,0.64,0.58,0.6,0.58,0.6,0.61,0.53,0.55,0.56,0.54,0.57,0.56,0.54,0.53,0.53,0.53,0.51,0.49,0.53,0.5,0.49,0.44,0.47,0.48,0.47,0.45,0.43,0.4,0.39,0.42,0.4,0.4,0.4,0.39,0.41,0.38,0.37,0.37,0.38,0.33,0.36,0.33,0.34,0.36,0.35,0.33,0.33,0.33,0.31,0.3,0.29,0.29,0.28,0.3,0.28,0.26,0.28,0.28,0.27,0.25,0.26,0.26,0.25,0.26,0.25,0.24,0.24,0.22,0.24,0.23,0.21,0.22,0.2,0.23,0.22,0.21,0.22,0.22,0.22,0.2,0.2,0.28,0.19,0.18,0.2,0.2,0.2,0.21,0.18,0.19,0.18,0.19,0.19,0.19,0.2,0.18,0.2,0.18,0.19,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.19,0.2,0.18,0.18,0.18,0.18,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.15,0.17,0.15,0.14,0.16,0.14,0.14,0.13,0.15,0.14,0.13,0.14,0.13,0.13,0.12,0.13,0.14,0.13,0.13,0.11,0.14,0.13,0.11,0.12,0.12,0.12,0.0,0.13,0.11,0.12,0.12,0.13,0.13,0.12,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.0,0.11,0.18,0.0,0.11,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.98
07/28/2021,6.47,5.6,4.11,2.21,2.0,1.99,1.32,1.23,1.2,1.18,1.08,1.02,0.94,0.92,0.94,0.89,0.88,0.84,0.76,0.78,0.69,0.64,0.58,0.6,0.59,0.6,0.61,0.53,0.55,0.56,0.54,0.57,0.56,0.54,0.53,0.53,0.53,0.51,0.49,0.53,0.5,0.49,0.45,0.47,0.48,0.47,0.45,0.43,0.4,0.39,0.42,0.4,0.4,0.4,0.4,0.41,0.38,0.37,0.37,0.38,0.33,0.36,0.33,0.34,0.36,0.35,0.33,0.33,0.33,0.31,0.3,0.29,0.29,0.28,0.3,0.28,0.26,0.28,0.28,0.27,0.25,0.26,0.26,0.25,0.26,0.25,0.24,0.24,0.22,0.24,0.23,0.21,0.22,0.2,0.23,0.22,0.21,0.22,0.22,0.22,0.2,0.2,0.28,0.19,0.18,0.2,0.2,0.2,0.21,0.18,0.19,0.18,0.19,0.19,0.19,0.2,0.18,0.2,0.18,0.19,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.19,0.2,0.18,0.18,0.18,0.18,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.15,0.17,0.15,0.14,0.16,0.14,0.14,0.13,0.15,0.14,0.13,0.14,0.13,0.13,0.12,0.13,0.14,0.13,0.13,0.11,0.14,0.13,0.11,0.12,0.12,0.12,0.11,0.13,0.11,0.12,0.12,0.13,0.13,0.12,0.12,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.13,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.97
07/29/2021,6.48,5.58,4.12,2.31,2.06,2.05,1.31,1.19,1.19,1.18,1.1,1.01,0.94,0.92,0.94,0.9,0.89,0.84,0.76,0.77,0.69,0.64,0.57,0.58,0.58,0.59,0.61,0.52,0.55,0.56,0.54,0.57,0.56,0.54,0.53,0.53,0.53,0.51,0.49,0.53,0.5,0.49,0.45,0.48,0.48,0.47,0.45,0.43,0.4,0.39,0.41,0.39,0.4,0.4,0.39,0.39,0.37,0.37,0.37,0.38,0.34,0.37,0.33,0.34,0.36,0.35,0.33,0.33,0.33,0.31,0.3,0.29,0.29,0.28,0.29,0.28,0.26,0.28,0.28,0.26,0.25,0.26,0.26,0.24,0.26,0.25,0.23,0.24,0.22,0.24,0.23,0.21,0.22,0.21,0.23,0.21,0.21,0.22,0.22,0.22,0.2,0.2,0.29,0.19,0.21,0.2,0.21,0.2,0.21,0.18,0.19,0.18,0.19,0.19,0.19,0.2,0.18,0.19,0.18,0.19,0.18,0.18,0.17,0.16,0.16,0.17,0.17,0.16,0.17,0.2,0.19,0.18,0.18,0.18,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.14,0.15,0.14,0.14,0.17,0.15,0.14,0.16,0.14,0.14,0.13,0.15,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.14,0.13,0.13,0.11,0.14,0.13,0.0,0.12,0.12,0.12,0.11,0.13,0.11,0.12,0.12,0.13,0.13,0.12,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.19,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.16
07/30/2021,6.42,5.56,4.06,2.3,2.04,2.02,1.3,1.19,1.19,1.19,1.1,1.01,0.95,0.92,0.92,0.91,0.89,0.85,0.76,0.77,0.69,0.64,0.58,0.57,0.58,0.59,0.61,0.53,0.55,0.56,0.55,0.58,0.57,0.54,0.54,0.53,0.53,0.51,0.49,0.53,0.49,0.49,0.44,0.49,0.48,0.47,0.46,0.42,0.41,0.39,0.41,0.36,0.4,0.4,0.4,0.4,0.37,0.37,0.37,0.39,0.33,0.36,0.33,0.35,0.36,0.34,0.34,0.32,0.33,0.31,0.3,0.29,0.3,0.28,0.3,0.29,0.26,0.28,0.28,0.26,0.25,0.26,0.26,0.24,0.25,0.25,0.24,0.25,0.21,0.24,0.23,0.21,0.22,0.2,0.23,0.22,0.21,0.22,0.22,0.23,0.2,0.2,0.28,0.19,0.21,0.2,0.21,0.2,0.21,0.18,0.19,0.18,0.19,0.19,0.18,0.19,0.17,0.2,0.18,0.19,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.2,0.19,0.18,0.18,0.18,0.18,0.16,0.16,0.16,0.15,0.17,0.15,0.16,0.15,0.16,0.14,0.15,0.14,0.15,0.17,0.15,0.14,0.16,0.14,0.14,0.13,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.11,0.14,0.13,0.11,0.12,0.12,0.12,0.0,0.13,0.11,0.12,0.12,0.13,0.13,0.12,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.0,0.11,0.19,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.03000000000002
08/02/2021,6.34,5.53,4.02,2.23,2.09,2.01,1.36,1.22,1.2,1.18,1.09,1.0,0.94,0.91,0.87,0.89,0.88,0.84,0.77,0.77,0.69,0.65,0.57,0.57,0.58,0.59,0.62,0.53,0.55,0.56,0.55,0.57,0.56,0.54,0.53,0.54,0.54,0.5,0.5,0.53,0.5,0.5,0.45,0.48,0.48,0.48,0.46,0.45,0.41,0.38,0.42,0.35,0.4,0.4,0.4,0.39,0.37,0.37,0.36,0.37,0.34,0.36,0.33,0.35,0.36,0.35,0.33,0.33,0.32,0.31,0.3,0.29,0.3,0.32,0.3,0.28,0.27,0.28,0.28,0.27,0.25,0.26,0.26,0.24,0.25,0.25,0.24,0.24,0.22,0.23,0.24,0.21,0.22,0.21,0.23,0.21,0.21,0.22,0.22,0.23,0.2,0.2,0.29,0.19,0.21,0.19,0.21,0.2,0.19,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.17,0.2,0.18,0.19,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.2,0.2,0.19,0.18,0.18,0.17,0.16,0.16,0.15,0.15,0.17,0.14,0.16,0.15,0.16,0.14,0.15,0.14,0.15,0.17,0.15,0.15,0.17,0.14,0.14,0.13,0.15,0.14,0.14,0.14,0.12,0.13,0.13,0.13,0.14,0.13,0.13,0.11,0.14,0.13,0.11,0.12,0.12,0.12,0.11,0.13,0.11,0.12,0.13,0.13,0.14,0.12,0.12,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.93
08/03/2021,6.34,5.53,4.02,2.23,2.09,2.01,1.36,1.22,1.2,1.18,1.09,1.0,0.94,0.91,0.87,0.89,0.88,0.84,0.77,0.77,0.69,0.65,0.57,0.57,0.58,0.59,0.62,0.53,0.55,0.56,0.55,0.57,0.56,0.54,0.53,0.54,0.54,0.5,0.5,0.53,0.5,0.5,0.45,0.48,0.48,0.48,0.46,0.45,0.41,0.38,0.42,0.35,0.4,0.4,0.4,0.39,0.37,0.37,0.36,0.37,0.34,0.36,0.33,0.35,0.36,0.35,0.33,0.33,0.32,0.31,0.3,0.29,0.3,0.32,0.3,0.28,0.27,0.28,0.28,0.27,0.25,0.26,0.26,0.24,0.25,0.25,0.24,0.24,0.22,0.23,0.24,0.21,0.22,0.21,0.23,0.21,0.21,0.22,0.22,0.23,0.2,0.2,0.29,0.19,0.21,0.19,0.21,0.2,0.19,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.17,0.2,0.18,0.19,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.2,0.2,0.19,0.18,0.18,0.17,0.16,0.16,0.15,0.15,0.17,0.14,0.16,0.15,0.16,0.14,0.15,0.14,0.15,0.17,0.15,0.15,0.17,0.14,0.14,0.13,0.15,0.14,0.14,0.14,0.12,0.13,0.13,0.13,0.14,0.13,0.13,0.11,0.14,0.13,0.11,0.12,0.12,0.12,0.11,0.13,0.11,0.12,0.13,0.13,0.14,0.12,0.12,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.93
08/04/2021,6.39,5.54,3.73,2.23,2.09,2.0,1.38,1.21,1.2,1.19,1.09,1.01,0.94,0.92,0.85,0.92,0.88,0.84,0.77,0.78,0.7,0.64,0.58,0.58,0.58,0.58,0.62,0.52,0.56,0.57,0.55,0.58,0.56,0.54,0.54,0.54,0.53,0.51,0.5,0.53,0.51,0.5,0.46,0.48,0.49,0.48,0.46,0.45,0.41,0.39,0.42,0.35,0.4,0.42,0.4,0.39,0.37,0.37,0.36,0.37,0.34,0.37,0.33,0.34,0.36,0.35,0.33,0.33,0.33,0.31,0.3,0.29,0.0,0.33,0.3,0.28,0.26,0.28,0.28,0.27,0.26,0.26,0.26,0.25,0.24,0.25,0.24,0.24,0.22,0.23,0.23,0.21,0.22,0.21,0.23,0.21,0.21,0.22,0.22,0.23,0.2,0.2,0.3,0.2,0.21,0.2,0.21,0.2,0.2,0.19,0.2,0.18,0.19,0.19,0.18,0.2,0.17,0.2,0.17,0.19,0.19,0.19,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.2,0.19,0.19,0.18,0.18,0.18,0.16,0.16,0.15,0.15,0.17,0.14,0.16,0.15,0.16,0.15,0.15,0.14,0.15,0.17,0.15,0.14,0.16,0.14,0.14,0.13,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.13,0.14,0.13,0.11,0.12,0.12,0.12,0.11,0.13,0.11,0.12,0.13,0.12,0.15,0.12,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.12,0.0,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.2,0.0,0.0,0.0,0.13,0.0,0.3,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.00999999999999
08/05/2021,6.39,5.54,3.74,2.21,2.09,2.01,1.43,1.23,1.2,1.19,1.06,1.02,0.94,0.92,0.83,0.92,0.86,0.84,0.76,0.77,0.7,0.64,0.58,0.58,0.58,0.58,0.64,0.53,0.56,0.57,0.55,0.58,0.56,0.53,0.54,0.55,0.54,0.5,0.5,0.53,0.51,0.5,0.46,0.48,0.49,0.48,0.46,0.45,0.41,0.39,0.42,0.35,0.4,0.41,0.41,0.4,0.36,0.37,0.36,0.37,0.34,0.37,0.33,0.34,0.36,0.34,0.33,0.34,0.33,0.31,0.3,0.29,0.0,0.34,0.3,0.28,0.26,0.28,0.28,0.28,0.26,0.26,0.26,0.25,0.27,0.25,0.24,0.23,0.22,0.23,0.23,0.21,0.22,0.21,0.22,0.22,0.21,0.22,0.22,0.23,0.19,0.2,0.3,0.19,0.21,0.2,0.21,0.19,0.21,0.19,0.19,0.18,0.19,0.19,0.18,0.2,0.17,0.2,0.17,0.18,0.19,0.19,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.2,0.19,0.19,0.18,0.18,0.18,0.16,0.16,0.15,0.15,0.16,0.14,0.16,0.15,0.16,0.13,0.15,0.14,0.15,0.17,0.15,0.14,0.16,0.14,0.14,0.13,0.15,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.15,0.13,0.14,0.13,0.14,0.13,0.11,0.12,0.12,0.12,0.11,0.13,0.11,0.12,0.13,0.12,0.15,0.12,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.12,0.0,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.21,0.0,0.0,0.0,0.13,0.0,0.0,0.11,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.99000000000001
08/06/2021,6.42,5.54,3.75,2.18,2.09,2.0,1.42,1.22,1.2,1.2,1.04,1.03,0.95,0.93,0.84,0.92,0.83,0.82,0.77,0.77,0.69,0.64,0.57,0.58,0.58,0.58,0.66,0.52,0.56,0.57,0.55,0.57,0.56,0.53,0.54,0.55,0.56,0.5,0.5,0.53,0.5,0.51,0.45,0.47,0.49,0.49,0.46,0.44,0.41,0.39,0.41,0.36,0.41,0.41,0.41,0.4,0.37,0.37,0.36,0.36,0.34,0.37,0.33,0.35,0.36,0.35,0.34,0.34,0.33,0.31,0.3,0.29,0.29,0.35,0.3,0.29,0.26,0.28,0.27,0.28,0.27,0.26,0.26,0.25,0.26,0.25,0.24,0.21,0.23,0.23,0.23,0.21,0.22,0.21,0.22,0.21,0.21,0.22,0.22,0.23,0.2,0.2,0.33,0.19,0.2,0.2,0.21,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.2,0.16,0.19,0.17,0.18,0.19,0.19,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.2,0.19,0.19,0.19,0.18,0.18,0.16,0.17,0.15,0.15,0.16,0.14,0.16,0.15,0.17,0.13,0.15,0.14,0.15,0.18,0.15,0.14,0.17,0.14,0.14,0.13,0.15,0.14,0.14,0.13,0.12,0.13,0.12,0.13,0.15,0.14,0.14,0.13,0.14,0.13,0.0,0.12,0.12,0.12,0.11,0.13,0.11,0.12,0.13,0.12,0.15,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.12,0.11,0.12,0.0,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.21,0.0,0.0,0.0,0.13,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.03
08/09/2021,6.34,5.57,3.78,2.25,2.09,1.97,1.43,1.27,1.2,1.19,1.05,1.0,0.94,0.93,0.85,0.91,0.84,0.83,0.77,0.78,0.69,0.63,0.58,0.57,0.57,0.6,0.65,0.52,0.56,0.56,0.55,0.57,0.55,0.52,0.54,0.56,0.57,0.49,0.49,0.53,0.5,0.51,0.46,0.46,0.5,0.5,0.45,0.44,0.4,0.39,0.41,0.35,0.4,0.41,0.41,0.38,0.36,0.38,0.35,0.36,0.34,0.37,0.34,0.34,0.37,0.35,0.33,0.34,0.32,0.32,0.29,0.29,0.29,0.34,0.31,0.27,0.27,0.3,0.27,0.28,0.24,0.26,0.26,0.24,0.28,0.26,0.23,0.21,0.23,0.22,0.23,0.19,0.24,0.22,0.22,0.21,0.21,0.22,0.22,0.23,0.19,0.2,0.37,0.19,0.21,0.19,0.21,0.2,0.21,0.18,0.19,0.17,0.18,0.19,0.18,0.2,0.16,0.19,0.17,0.18,0.19,0.19,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.2,0.21,0.19,0.19,0.18,0.18,0.16,0.17,0.14,0.15,0.16,0.14,0.15,0.15,0.19,0.13,0.15,0.14,0.14,0.17,0.15,0.14,0.17,0.14,0.14,0.13,0.15,0.14,0.13,0.14,0.12,0.13,0.12,0.12,0.13,0.13,0.14,0.13,0.14,0.13,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.15,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.12,0.0,0.12,0.12,0.11,0.12,0.13,0.12,0.11,0.0,0.0,0.11,0.0,0.13,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.84
