,IYR,Vanguard Mid-Cap Value ETF,XLI,QQQ,XLV,XLY,PFF,HYG,LQD,TLT,Invesco Govt Agency Instl 1901,GTES,Cash,BLV,BIV,VGT,PFFD,VOO,VTI,VOX,VCR,Vanguard Extended Market ETF,688098.SS,VXF,Global X US Preferred ETF,n/a,688065.SS,SUM
08/06/2021,0.0,0.0,0.0,10.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.14,10.03,10.08,9.95,10.02,9.99,9.84,9.8,9.86,0.25,0.0,0.0,0.0,0.0,100.01
08/09/2021,0.0,0.0,0.0,10.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.06,9.96,10.13,0.0,10.0,9.98,9.93,9.79,0.0,0.28,9.9,0.0,9.88,0.0,100.0
08/10/2021,0.0,0.0,0.0,10.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.96,9.95,10.15,9.92,10.04,10.02,9.93,9.76,0.0,0.29,0.0,0.0,9.91,0.0,100.0
08/11/2021,0.0,0.0,0.0,10.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.96,9.95,10.15,9.92,10.04,10.02,9.93,9.76,0.0,0.29,0.0,0.0,9.91,0.0,100.0
08/13/2021,0.0,0.0,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,9.95,10.08,0.0,10.08,10.06,9.94,9.84,0.0,0.29,9.93,0.0,9.85,0.0,100.0
08/17/2021,0.0,0.0,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.98,9.94,10.12,9.87,10.1,10.06,9.9,9.79,0.0,0.28,0.0,0.0,9.85,0.0,99.97
08/18/2021,0.0,0.0,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.98,9.94,10.12,9.87,10.1,10.06,9.9,9.79,0.0,0.28,0.0,0.0,9.85,0.0,99.97
08/19/2021,0.0,0.0,0.0,10.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.01,9.96,10.14,9.87,10.13,10.07,9.91,9.76,0.0,0.28,0.0,0.0,9.77,0.0,99.99
08/20/2021,0.0,0.0,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.08,10.03,10.14,9.92,10.14,10.08,9.9,9.6,0.0,0.29,0.0,0.0,9.75,0.0,100.01
08/23/2021,0.0,0.0,0.0,10.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.19,10.1,10.14,9.95,10.11,10.03,9.87,9.59,0.0,0.29,0.0,0.0,9.64,0.0,100.0
08/24/2021,0.0,0.0,0.0,10.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.13,10.01,10.19,9.9,10.11,10.04,9.9,9.61,0.0,0.28,0.0,0.0,9.7,0.0,99.99
08/25/2021,0.0,0.0,0.0,10.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.13,10.01,10.19,9.9,10.11,10.04,9.9,9.61,0.0,0.28,0.0,0.0,9.7,0.0,99.99
08/26/2021,0.0,0.0,0.0,10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.04,9.93,10.24,9.82,10.11,10.04,9.95,9.65,0.0,0.28,0.0,0.0,9.76,0.0,99.99
08/27/2021,0.0,0.0,0.0,10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.96,9.88,10.23,0.0,10.09,10.05,9.98,9.72,0.0,0.28,9.84,0.0,9.8,0.0,100.0
08/30/2021,0.0,0.0,0.0,10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.96,9.9,10.21,0.0,10.1,10.06,9.96,9.71,0.0,0.28,9.85,0.0,9.81,0.0,100.01000000000002
08/31/2021,0.0,0.0,0.0,10.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.92,9.83,10.23,0.0,10.08,10.06,10.02,9.7,0.0,0.28,9.94,0.0,9.76,0.0,99.98000000000002
09/01/2021,0.0,0.0,0.0,10.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.92,9.83,10.23,0.0,10.08,10.06,10.02,9.7,0.0,0.28,9.94,0.0,9.76,0.0,99.98000000000002
09/02/2021,0.0,0.0,0.0,10.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,9.8,10.28,0.0,10.09,10.06,10.05,9.71,0.0,0.0,9.89,0.0,9.72,0.28,100.01
09/03/2021,0.0,0.0,0.0,10.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,9.8,10.28,0.0,10.09,10.06,10.05,9.71,0.0,0.28,9.89,0.0,9.72,0.0,100.01
09/06/2021,0.0,0.0,0.0,10.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.86,9.77,10.21,0.0,10.09,10.07,10.09,9.69,0.0,0.28,9.95,0.0,9.77,0.0,100.0
09/07/2021,0.0,0.0,0.0,10.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,9.77,10.27,9.73,10.09,10.07,10.08,9.69,0.0,0.0,9.95,0.0,0.28,0.0,99.99
09/08/2021,0.0,0.0,0.0,10.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,9.77,10.27,9.73,10.09,10.07,10.08,9.69,0.0,0.0,9.95,0.0,0.28,0.0,99.99
09/09/2021,0.0,0.0,0.0,10.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,9.77,10.27,9.73,10.09,10.07,10.08,9.69,0.0,0.0,9.95,0.0,0.28,0.0,99.99
09/10/2021,0.0,0.0,0.0,10.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,9.75,10.28,9.71,10.08,10.05,10.14,9.72,0.0,0.0,9.89,0.0,0.32,0.0,99.98
09/13/2021,0.0,0.0,0.0,10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.94,9.82,10.22,9.76,10.05,10.02,10.08,9.74,0.0,0.0,9.83,0.0,0.28,0.0,99.99
09/14/2021,0.0,0.0,0.0,10.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.94,9.87,10.18,9.82,10.04,10.01,10.07,9.74,0.0,0.0,9.81,0.0,0.28,0.0,100.0
09/15/2021,0.0,0.0,0.0,10.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.94,9.87,10.18,9.82,10.04,10.01,10.07,9.74,0.0,0.0,9.81,0.0,0.28,0.0,100.0
09/16/2021,0.0,0.0,0.0,10.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.97,9.86,10.17,9.77,10.05,10.02,10.09,9.75,0.0,0.0,9.81,0.0,0.28,0.0,99.99
