,ABBV,PM,IBM,IP,GILD,PFE,VZ,MO,IPG,DOW,KHC,SO,PFG,OMC,DHR.,XRX,UNM,SJI,ORI,FHN,NYCB,NAVI,APAM,ASB,MC,CWEN,Cash&Other,CFFI,SPKE,UNB,MCY,SGU,EBF,UBFO,SXC,NWFL,FNLC,UVV,PWOD,UVE,FRG,VGR,RGP,SPTN,ATLO,CIZN,VLGEA,ETH,SAFT,PFBI,SWM,KMI,WBA,HBAN,WU,HRB,ETRN,PBCT,OMF,KEY,VIRT,GLT,ISBC,FNB,ACNB,AGM,FFBC,FULT,n/a,BGS,ETD,SUM
07/23/2021,0.0,0.0,6.02,4.8,5.01,0.0,5.94,6.01,4.16,4.67,4.93,4.95,1.13,4.59,1.39,1.99,0.0,0.0,0.92,0.96,1.56,0.64,0.61,0.76,0.48,0.0,1.24,0.0,0.0,0.0,0.46,0.86,0.0,0.0,0.81,0.0,0.46,0.82,0.0,0.46,0.87,0.85,0.86,0.0,0.51,0.0,0.0,0.83,0.5,0.0,0.85,5.91,4.91,3.63,2.04,1.71,1.59,1.38,1.32,1.0,0.92,0.85,0.52,0.49,0.47,0.47,0.45,0.45,0.0,0.0,0.0,100.01
07/26/2021,0.0,0.0,6.02,4.74,4.8,0.0,5.95,5.95,4.51,4.8,4.83,4.79,1.13,4.5,1.34,2.04,0.0,0.0,0.92,0.95,1.54,0.64,0.6,0.75,0.51,0.0,1.54,0.0,0.0,0.0,0.45,0.87,0.0,0.0,0.82,0.0,0.47,0.81,0.0,0.45,0.86,0.83,0.99,0.0,0.51,0.0,0.0,0.79,0.49,0.0,0.83,5.88,4.94,3.62,2.03,1.71,1.61,1.33,1.32,0.99,0.9,0.86,0.51,0.48,0.46,0.46,0.44,0.44,0.0,0.0,0.0,100.0
07/27/2021,0.0,0.0,6.01,4.73,4.79,0.0,5.9,5.97,4.64,4.74,4.85,4.83,1.13,4.49,1.3,2.04,0.0,0.0,0.92,0.95,1.52,0.64,0.6,0.76,0.51,0.0,1.52,0.0,0.0,0.0,0.46,0.88,0.0,0.0,0.83,0.0,0.47,0.81,0.0,0.45,0.86,0.83,1.01,0.0,0.51,0.0,0.0,0.83,0.49,0.0,0.83,5.81,4.91,3.62,2.03,1.72,1.58,1.32,1.35,0.99,0.89,0.86,0.51,0.49,0.46,0.46,0.45,0.44,0.0,0.0,0.0,99.99
07/28/2021,0.0,0.0,6.01,4.73,4.79,0.0,5.9,5.97,4.64,4.74,4.85,4.83,1.13,4.49,1.3,2.04,0.0,0.0,0.92,0.95,1.52,0.64,0.6,0.76,0.51,0.0,1.52,0.0,0.0,0.0,0.46,0.88,0.0,0.0,0.83,0.0,0.47,0.81,0.0,0.45,0.86,0.83,1.01,0.0,0.51,0.0,0.0,0.83,0.49,0.0,0.83,5.81,4.91,3.62,2.03,1.72,1.58,1.32,1.35,0.99,0.89,0.86,0.51,0.49,0.46,0.46,0.45,0.44,0.0,0.0,0.0,99.99
07/29/2021,0.0,0.0,6.02,4.72,4.73,0.0,5.84,5.94,4.64,4.84,4.85,4.78,1.13,4.51,1.3,2.04,0.0,0.0,0.92,0.95,1.53,0.64,0.6,0.76,0.51,0.0,1.51,0.0,0.0,0.0,0.45,0.86,0.0,0.0,0.84,0.0,0.47,0.81,0.0,0.45,0.86,0.83,1.01,0.0,0.51,0.0,0.0,0.82,0.48,0.0,0.84,5.91,4.94,3.61,2.03,1.7,1.63,1.35,1.31,1.0,0.89,0.87,0.52,0.48,0.46,0.46,0.45,0.44,0.0,0.0,0.0,100.04
07/30/2021,0.0,0.0,6.02,4.74,4.74,0.0,5.89,5.96,4.61,4.84,4.82,4.84,1.12,4.52,1.31,2.14,0.0,0.0,0.92,0.94,1.51,0.64,0.58,0.75,0.5,0.0,1.51,0.0,0.0,0.0,0.45,0.86,0.0,0.0,0.84,0.0,0.47,0.8,0.0,0.44,0.84,0.83,0.97,0.0,0.51,0.0,0.0,0.8,0.48,0.0,0.83,5.89,4.9,3.61,2.03,1.71,1.6,1.37,1.32,1.0,0.89,0.87,0.51,0.48,0.46,0.46,0.45,0.44,0.0,0.0,0.0,100.01
08/02/2021,0.0,0.0,5.94,4.65,4.77,0.0,5.82,6.02,4.52,4.85,4.75,4.8,1.12,4.48,1.28,2.08,0.0,0.0,0.92,0.95,1.61,0.63,0.58,0.77,0.5,0.0,1.61,0.0,0.0,0.0,0.45,0.87,0.0,0.0,0.97,0.0,0.46,0.81,0.0,0.46,0.85,0.83,0.99,0.0,0.5,0.0,0.0,0.78,0.48,0.0,0.85,5.8,4.88,3.7,2.0,1.7,1.6,1.35,1.33,1.01,0.89,0.9,0.55,0.49,0.46,0.46,0.45,0.44,0.0,0.0,0.0,99.96
08/03/2021,0.0,0.0,5.95,4.67,4.7,0.0,5.84,5.99,4.61,4.86,4.72,4.79,1.12,4.49,1.26,2.08,0.0,0.0,0.92,0.95,1.61,0.64,0.58,0.77,0.51,0.0,1.62,0.0,0.0,0.0,0.45,0.88,0.0,0.0,0.96,0.0,0.46,0.82,0.0,0.47,0.84,0.83,0.96,0.0,0.5,0.0,0.0,0.78,0.49,0.0,0.87,5.77,4.93,3.65,2.01,1.71,1.59,1.35,1.33,1.01,0.9,0.92,0.54,0.48,0.46,0.46,0.45,0.44,0.0,0.0,0.0,99.99
08/04/2021,0.0,0.0,5.95,4.67,4.7,0.0,5.84,5.99,4.61,4.86,4.72,4.79,1.12,4.49,1.26,2.08,0.0,0.0,0.92,0.95,1.61,0.64,0.58,0.77,0.51,0.0,1.62,0.0,0.0,0.0,0.45,0.88,0.0,0.0,0.96,0.0,0.46,0.82,0.0,0.47,0.84,0.83,0.96,0.0,0.5,0.0,0.0,0.78,0.49,0.0,0.87,5.77,4.93,3.65,2.01,1.71,1.59,1.35,1.33,1.01,0.9,0.92,0.54,0.48,0.46,0.46,0.45,0.44,0.0,0.0,0.0,99.99
08/05/2021,0.0,0.0,5.99,4.66,4.72,0.0,5.86,5.98,4.65,4.8,4.75,4.82,1.12,4.51,1.27,2.09,0.0,0.0,0.92,0.94,1.62,0.65,0.59,0.77,0.51,0.0,1.65,0.0,0.0,0.0,0.45,0.88,0.0,0.0,0.93,0.0,0.46,0.81,0.0,0.47,0.84,0.83,0.92,0.0,0.51,0.0,0.0,0.78,0.49,0.0,0.86,5.77,4.92,3.65,1.99,1.72,1.55,1.35,1.33,1.01,0.9,0.91,0.54,0.48,0.46,0.46,0.45,0.44,0.0,0.0,0.0,100.03
08/06/2021,0.0,0.0,6.03,4.7,4.77,0.0,5.79,5.91,4.66,4.82,4.74,4.77,1.12,4.45,1.26,2.09,0.0,0.0,0.91,0.95,1.65,0.64,0.6,0.77,0.5,0.0,1.63,0.0,0.0,0.0,0.45,0.87,0.0,0.0,0.93,0.0,0.46,0.81,0.0,0.46,0.84,0.83,0.92,0.0,0.51,0.0,0.0,0.77,0.49,0.0,0.87,5.75,4.93,3.72,1.96,1.7,1.59,1.36,1.31,1.02,0.89,0.94,0.55,0.48,0.46,0.45,0.45,0.44,0.0,0.0,0.0,99.97
08/09/2021,0.0,0.0,6.03,4.64,4.77,0.0,5.8,5.91,4.76,4.77,4.54,4.86,1.14,4.54,1.24,2.03,0.0,0.0,0.93,0.96,1.66,0.65,0.61,0.79,0.51,0.0,0.0,0.0,0.0,0.0,0.44,0.83,0.0,0.0,0.87,0.0,0.46,0.78,0.0,0.47,0.86,0.89,0.9,0.0,0.51,0.0,0.0,0.78,0.5,0.0,0.87,5.65,4.91,3.74,1.93,1.75,1.62,1.36,1.27,1.02,0.9,0.93,0.55,0.49,0.46,0.46,0.46,0.45,1.75,0.0,0.0,100.0
08/10/2021,0.0,0.0,5.96,4.64,4.7,0.0,5.74,5.86,4.78,4.81,4.53,4.81,1.16,4.53,1.27,2.05,0.0,0.0,0.93,0.97,1.66,0.67,0.62,0.8,0.51,0.0,1.81,0.0,0.0,0.0,0.44,0.82,0.0,0.0,0.9,0.0,0.46,0.79,0.0,0.47,0.85,0.88,0.89,0.0,0.51,0.0,0.0,0.77,0.51,0.0,0.87,5.63,4.89,3.79,1.95,1.75,1.62,1.38,1.27,1.04,0.9,0.94,0.56,0.49,0.47,0.46,0.46,0.46,0.0,0.0,0.0,100.03
08/11/2021,0.0,0.0,5.96,4.64,4.7,0.0,5.74,5.86,4.78,4.81,4.53,4.81,1.16,4.53,1.27,2.05,0.0,0.0,0.93,0.97,1.66,0.67,0.62,0.8,0.51,0.0,1.81,0.0,0.0,0.0,0.44,0.82,0.0,0.0,0.9,0.0,0.46,0.79,0.0,0.47,0.85,0.88,0.89,0.0,0.51,0.0,0.0,0.77,0.51,0.0,0.87,5.63,4.89,3.79,1.95,1.75,1.62,1.38,1.27,1.04,0.9,0.94,0.56,0.49,0.47,0.46,0.46,0.46,0.0,0.0,0.0,100.03
08/13/2021,0.0,0.0,5.86,4.73,4.68,0.0,5.71,5.9,4.73,4.85,4.52,4.81,1.16,4.53,1.31,2.04,0.0,0.0,0.93,0.97,1.67,0.67,0.62,0.8,0.51,0.0,1.79,0.0,0.0,0.0,0.43,0.79,0.0,0.0,0.92,0.0,0.47,0.78,0.0,0.48,0.84,0.89,0.88,0.0,0.5,0.0,0.0,0.81,0.51,0.0,0.84,5.61,4.98,3.79,1.93,1.72,1.62,1.38,1.28,1.04,0.88,0.95,0.55,0.49,0.46,0.46,0.46,0.45,0.0,0.0,0.0,99.98
08/16/2021,0.0,0.0,5.88,4.67,4.75,0.0,5.67,5.84,4.77,4.87,4.46,4.75,1.18,4.57,1.29,2.03,0.0,0.0,0.94,0.98,1.69,0.66,0.62,0.81,0.52,0.0,1.85,0.0,0.0,0.0,0.43,0.77,0.0,0.0,0.9,0.0,0.47,0.75,0.0,0.47,0.83,0.88,0.91,0.0,0.5,0.0,0.0,0.85,0.51,0.0,0.83,5.59,5.02,3.87,1.9,1.75,1.64,1.39,1.23,1.04,0.88,0.92,0.56,0.49,0.46,0.46,0.46,0.45,0.0,0.0,0.0,100.01
08/17/2021,0.0,0.0,6.09,4.66,4.77,0.0,5.7,5.91,4.77,4.85,4.53,4.79,1.17,4.53,1.29,2.01,0.0,0.0,0.94,0.97,1.68,0.67,0.61,0.8,0.52,0.0,1.39,0.0,0.0,0.0,0.42,0.76,0.0,0.0,0.89,0.0,0.47,0.75,0.0,0.46,0.82,0.88,0.93,0.0,0.5,0.0,0.0,0.81,0.52,0.0,0.84,5.76,4.74,4.03,1.9,1.74,1.62,1.37,1.22,1.04,0.88,1.13,0.55,0.48,0.46,0.46,0.46,0.45,0.0,0.0,0.0,99.99
08/18/2021,0.0,0.0,6.09,4.66,4.77,0.0,5.7,5.91,4.77,4.85,4.53,4.79,1.17,4.53,1.29,2.01,0.0,0.0,0.94,0.97,1.68,0.67,0.61,0.8,0.52,0.0,1.39,0.0,0.0,0.0,0.42,0.76,0.0,0.0,0.89,0.0,0.47,0.75,0.0,0.46,0.82,0.88,0.93,0.0,0.5,0.0,0.0,0.81,0.52,0.0,0.84,5.76,4.74,4.03,1.9,1.74,1.62,1.37,1.22,1.04,0.88,1.13,0.55,0.48,0.46,0.46,0.46,0.45,0.0,0.0,0.0,99.99
08/19/2021,0.0,0.0,6.12,4.69,4.82,0.0,5.72,5.89,4.78,4.83,4.55,4.86,1.17,4.56,1.28,2.0,0.0,0.0,0.95,0.97,1.69,0.67,0.61,0.8,0.52,0.0,1.4,0.0,0.0,0.0,0.43,0.74,0.0,0.0,0.87,0.0,0.47,0.77,0.0,0.46,0.83,0.88,0.93,0.0,0.5,0.0,0.0,0.8,0.52,0.0,0.81,5.7,4.73,3.98,1.9,1.75,1.58,1.36,1.23,1.03,0.88,1.12,0.55,0.48,0.45,0.46,0.46,0.45,0.0,0.0,0.0,100.0
08/20/2021,0.0,0.0,6.1,4.67,4.93,0.0,5.77,5.94,4.79,4.78,4.56,4.89,1.17,4.51,1.31,1.99,0.0,0.0,0.96,0.96,1.69,0.67,0.6,0.79,0.52,0.0,1.4,0.0,0.0,0.0,0.43,0.76,0.0,0.0,0.84,0.0,0.46,0.77,0.0,0.47,0.81,0.88,0.92,0.0,0.5,0.0,0.0,0.77,0.52,0.0,0.81,5.64,4.75,3.96,1.9,1.76,1.59,1.35,1.22,1.02,0.87,1.13,0.54,0.48,0.46,0.46,0.46,0.45,0.0,0.0,0.0,99.98
08/23/2021,0.0,0.0,6.05,4.72,4.95,0.0,5.83,6.05,4.73,4.75,4.54,5.0,1.17,4.4,1.3,1.93,0.0,0.0,0.98,0.96,1.66,0.68,0.59,0.8,0.51,0.0,1.49,0.0,0.0,0.0,0.43,0.77,0.0,0.0,0.82,0.0,0.47,0.76,0.0,0.47,0.81,0.88,0.96,0.0,0.51,0.0,0.0,0.78,0.53,0.0,0.81,5.48,4.71,4.01,1.89,1.77,1.59,1.35,1.2,1.02,0.88,1.14,0.53,0.48,0.47,0.47,0.46,0.45,0.0,0.0,0.0,99.99
08/24/2021,0.0,0.0,6.05,4.73,4.97,0.0,5.8,6.02,4.73,4.74,4.47,5.03,1.16,4.4,0.0,1.94,0.0,0.0,0.98,0.96,1.68,0.69,0.59,0.81,0.52,0.0,1.47,0.0,0.0,0.0,0.43,0.78,0.0,0.0,0.81,0.0,0.47,0.76,0.0,0.47,0.82,0.88,1.0,0.0,0.5,0.0,0.0,0.78,0.53,0.0,0.81,5.45,4.75,4.01,1.87,1.77,1.58,1.35,1.2,1.02,0.88,1.13,0.54,0.48,0.46,0.46,0.47,0.45,0.0,1.31,0.0,99.96
08/25/2021,0.0,0.0,6.05,4.73,4.97,0.0,5.8,6.02,4.73,4.74,4.47,5.03,1.16,4.4,0.0,1.94,0.0,0.0,0.98,0.96,1.68,0.69,0.59,0.81,0.52,0.0,1.47,0.0,0.0,0.0,0.43,0.78,0.0,0.0,0.81,0.0,0.47,0.76,0.0,0.47,0.82,0.88,1.0,0.0,0.5,0.0,0.0,0.0,0.53,0.0,0.81,5.45,4.75,4.01,1.87,1.77,1.58,1.35,1.2,1.02,0.88,1.13,0.54,0.48,0.46,0.46,0.47,0.45,0.0,1.31,0.78,99.96
08/26/2021,0.0,0.0,6.04,4.68,4.95,0.0,5.75,5.99,4.78,4.8,4.45,4.71,1.17,4.43,0.0,1.93,0.0,0.0,1.72,0.97,1.68,0.68,0.61,0.8,0.52,0.0,0.97,0.0,0.0,0.0,0.43,0.79,0.0,0.0,0.84,0.0,0.47,0.76,0.0,0.46,0.84,0.89,0.98,0.0,0.49,0.0,0.0,0.0,0.52,0.0,0.82,5.54,4.74,4.06,1.86,1.75,1.62,1.36,1.2,1.03,0.88,1.12,0.54,0.48,0.47,0.46,0.47,0.45,0.0,1.24,0.78,99.97
08/27/2021,0.0,0.0,6.03,4.7,4.91,0.0,5.69,5.94,4.77,4.88,4.43,4.63,1.19,4.42,0.0,1.95,0.0,0.0,1.71,0.98,1.69,0.68,0.62,0.8,0.52,0.0,0.97,0.0,0.0,0.0,0.43,0.76,0.0,0.0,0.86,0.0,0.47,0.76,0.0,0.46,0.83,0.89,0.96,0.0,0.5,0.0,0.0,0.0,0.51,0.0,0.81,5.59,4.71,4.12,1.86,1.75,1.66,1.37,1.22,1.04,0.89,1.13,0.54,0.49,0.47,0.46,0.47,0.45,0.0,1.26,0.79,100.02
08/30/2021,0.0,0.0,6.02,4.74,4.88,0.0,5.68,6.04,4.72,4.94,4.4,4.68,1.19,4.39,0.0,1.92,0.0,0.0,1.71,0.99,1.68,0.7,0.61,0.8,0.52,0.0,0.97,0.0,0.0,0.0,0.43,0.77,0.0,0.0,0.83,0.0,0.47,0.76,0.0,0.46,0.83,0.89,0.93,0.0,0.5,0.0,0.0,0.0,0.51,0.0,0.81,5.5,4.69,4.17,1.85,1.74,1.68,1.39,1.23,1.05,0.88,1.13,0.55,0.49,0.47,0.45,0.47,0.45,0.0,1.27,0.77,100.0
08/31/2021,0.0,0.0,5.95,4.75,4.79,0.0,5.61,6.04,4.69,4.94,4.36,4.6,1.2,4.41,0.0,1.93,0.0,0.0,1.69,1.0,1.68,0.7,0.62,0.81,0.53,0.0,1.02,0.0,0.0,0.0,0.43,0.78,0.0,0.0,0.86,0.0,0.48,0.77,0.0,0.47,0.84,0.91,0.96,0.0,0.49,0.0,0.0,0.0,0.52,0.0,0.83,5.57,4.67,4.17,1.84,1.76,1.72,1.39,1.26,1.04,0.88,1.14,0.56,0.49,0.46,0.46,0.47,0.46,0.0,1.26,0.78,100.04
09/01/2021,0.0,0.0,5.95,4.75,4.79,0.0,5.61,6.04,4.69,4.94,4.36,4.6,1.2,4.41,0.0,1.93,0.0,0.0,1.69,1.0,1.68,0.7,0.62,0.81,0.53,0.0,1.02,0.0,0.0,0.0,0.43,0.78,0.0,0.0,0.86,0.0,0.48,0.77,0.0,0.47,0.84,0.91,0.96,0.0,0.49,0.0,0.0,0.0,0.52,0.0,0.83,5.57,4.67,4.17,1.84,1.76,1.72,1.39,1.26,1.04,0.88,1.14,0.56,0.49,0.46,0.46,0.47,0.46,0.0,1.26,0.78,100.04
09/02/2021,0.0,0.0,5.98,4.73,4.88,0.0,5.65,6.11,4.66,4.93,4.32,4.62,1.18,4.38,0.0,1.9,0.0,0.0,1.68,0.98,1.67,0.7,0.62,0.78,0.53,0.0,1.16,0.0,0.0,0.0,0.44,0.78,0.0,0.0,0.86,0.0,0.47,0.77,0.0,0.47,0.85,0.91,0.95,0.0,0.5,0.0,0.0,0.0,0.51,0.0,0.82,5.53,4.73,4.13,1.82,1.76,1.72,1.38,1.23,1.02,0.85,1.14,0.54,0.48,0.46,0.46,0.46,0.45,0.0,1.28,0.78,100.01
09/03/2021,0.0,0.0,5.99,4.75,4.9,0.0,5.63,6.13,4.75,4.81,4.32,4.58,1.17,4.41,0.0,1.9,0.0,0.0,1.67,0.98,1.68,0.71,0.62,0.79,0.52,0.0,1.15,0.0,0.0,0.0,0.43,0.8,0.0,0.0,0.84,0.0,0.46,0.77,0.0,0.47,0.84,0.91,0.96,0.0,0.49,0.0,0.0,0.0,0.51,0.0,0.83,5.46,4.89,4.14,1.84,1.75,1.65,1.38,1.23,1.02,0.83,1.13,0.55,0.48,0.46,0.45,0.46,0.45,0.0,1.3,0.77,100.01000000000002
09/06/2021,0.0,0.0,5.95,4.74,4.84,0.0,5.64,6.2,4.76,4.76,4.31,4.64,1.16,4.46,0.0,1.95,0.0,0.0,1.64,0.95,1.67,0.69,0.62,0.77,0.53,0.0,1.14,0.0,0.0,0.0,0.42,0.78,0.0,0.0,0.85,0.0,0.46,0.77,0.0,0.45,0.85,0.92,0.96,0.0,0.49,0.0,0.0,0.0,0.5,0.0,0.81,5.49,4.97,4.08,1.83,1.77,1.76,1.37,1.22,1.01,0.83,1.12,0.54,0.47,0.46,0.46,0.46,0.44,0.0,1.3,0.76,100.02
09/07/2021,0.0,0.0,5.96,4.73,4.84,0.0,5.68,6.22,4.75,4.75,4.3,4.62,1.16,4.44,0.0,1.9,0.0,0.0,1.62,0.95,1.67,0.7,0.62,0.77,0.53,0.0,1.15,0.0,0.0,0.0,0.43,0.78,0.0,0.0,0.85,0.0,0.46,0.78,0.0,0.45,0.86,0.93,0.96,0.0,0.49,0.0,0.0,0.0,0.51,0.0,0.82,5.48,4.95,4.07,1.84,1.77,1.76,1.37,1.21,1.01,0.83,1.14,0.54,0.47,0.45,0.47,0.46,0.44,0.0,1.31,0.76,100.01
09/08/2021,0.0,0.0,5.96,4.73,4.84,0.0,5.68,6.22,4.75,4.75,4.3,4.62,1.16,4.44,0.0,1.9,0.0,0.0,1.62,0.95,1.67,0.7,0.62,0.77,0.53,0.0,1.15,0.0,0.0,0.0,0.43,0.78,0.0,0.0,0.85,0.0,0.46,0.78,0.0,0.45,0.86,0.93,0.96,0.0,0.49,0.0,0.0,0.0,0.51,0.0,0.82,5.48,4.95,4.07,1.84,1.77,1.76,1.37,1.21,1.01,0.83,1.14,0.54,0.47,0.45,0.47,0.46,0.44,0.0,1.31,0.76,100.01
09/09/2021,0.0,0.0,5.96,4.73,4.84,0.0,5.68,6.22,4.75,4.75,4.3,4.62,1.16,4.44,0.0,1.9,0.0,0.0,1.62,0.95,1.67,0.7,0.62,0.77,0.53,0.0,1.15,0.0,0.0,0.0,0.43,0.78,0.0,0.0,0.85,0.0,0.46,0.78,0.0,0.45,0.86,0.93,0.96,0.0,0.49,0.0,0.0,0.0,0.51,0.0,0.82,5.48,4.95,4.07,1.84,1.77,1.76,1.37,1.21,1.01,0.83,1.14,0.54,0.47,0.45,0.47,0.46,0.44,0.0,1.31,0.76,100.01
09/10/2021,0.0,0.0,5.95,4.68,4.83,0.0,5.67,6.25,4.74,4.77,4.32,4.65,1.16,4.44,0.0,1.86,0.0,0.0,1.62,0.95,1.68,0.71,0.61,0.78,0.53,0.0,1.15,0.0,0.0,0.0,0.42,0.78,0.0,0.0,0.88,0.0,0.45,0.79,0.0,0.44,0.87,0.92,0.95,0.0,0.49,0.0,0.0,0.0,0.5,0.0,0.81,5.47,4.96,4.12,1.84,1.76,1.77,1.38,1.21,1.02,0.83,1.12,0.54,0.47,0.45,0.47,0.46,0.44,0.0,1.3,0.76,100.02
