,PLD,PSA,DLR,SPG,Vonovia SE,EQIX,WELL,AVB,EQR,ARE,O,EXR,INVH,8801.T,VTR,DWNI.DE,16.HK,823.HK,ESS,MAA,SUI,SGRO.L,8802.T,PEAK,BXP,DRE,1113.HK,VICI,UDR,8830.T,WPC,ELS,CPT,URW.AS,MPW,HST,AMH,LEG.DE,REG,SCG.AX,VER,GLPI,US Dollar,1997.HK,COLD,CUBE,8951.T,Aroundtown S.A.,CONE,FRT,Dexus / New,OHI,STOR,MGR.AX,LSI,KIM,CAR.UN.TO,8952.T,NNN,GFC.PA,KRC,SGP.AX,VNO,AIRC,REXR,SPSN.SW,8953.T,New World Development Company Limited,A17U.SI,C31.SI,CAST.ST,3283.T,3462.T,C38U.SI,GLP J-REIT,GPT.AX,FR,ACC,BRX,EGP,Fastighets AB Balder (Class B),LAND.L,BLND.L,Daiwa House Residential Investment Corporation,12.HK,STAG,HTA,REI.UN.TO,COR,SLG,Warehouses De Pauw Comm. VA,SRC,CUZ,83.HK,DEI,PSPN.SW,H78.SI,QTS,Sagax AB (Class B),"ORIX JREIT, Inc.",AED.BR,LI.PA,UTG.L,101.HK,ADC,Derwent London Plc,IIPR,BBOX.L,M44U.SI,SBB B.ST,PK,KOJAMO.HE,AP.UN.TO,HIW,COFB.BR,Advance Residence Investment Corporation,Covivo,Fabege AB,HR,TRNO,United Urban Investment Corporation,VCX.AX,TEG.DE,3003.T,GRT.UN.TO,HPP,JBGS,DOC,RHP,SBRA,Industrial & Infrastructure Fund Investment Corporation,WRI,ME8U.SI,EPR,HR.UN.TO,ENTRA.OL,DBRG,MRL.MC,NSA,N2IU.SI,8955.T,"Sekisui House Reit, Inc.",MAC,"Inmobiliaria Colonial, S.A.",BNL,AOX.DE,CAI.VI,OFC,EPRT,LXP,Activia Properties Inc.,3231.T,Wihlborgs Fastigheter AB,1972.HK,SRU.UN.TO,PSB,FCR.UN.TO,Nippon Accommodations Fund Inc.,EQC,CHP.UN.TO,BYG.L,APLE,3466.T,NHI,8804.T,SAFE.L,Primary Health Properties Plc,PEB,Kenedix Office Investment Corporation,LondonMetric Property Plc,Japan Hotel REIT Investment Corporation,ICAD.PA,BUOU.SI,ALLN.SW,WALL B.ST,U14.SI,SITC,3471.T,Japan Logistics Fund Inc.,Assura Plc,GRI.L,KLED.ST,SHO,RPAI,NYF.ST,Mori Hills REIT Investment Corp.,14.HK,Great Portland Estates Plc,GYC.DE,C09.SI,AZRG.TA,ADO Properties SA,KW,T82U.SI,SMU.UN.TO,Shaftesbury Plc,RLJ,AJBU.SI,PDM,Japan Rental Housing Investments Inc.,MOBN.SW,VNA.DE,AT1.DE,DXS.AX,3281.T,17.HK,BALD B.ST,8984.T,WDP.BR,SAGAB.ST,8954.T,MISXX,DLN.L,COV.PA,FABG.ST,8960.T,3269.T,3249.T,COL.MC,3309.T,3279.T,WIHL.ST,3226.T,LMP.L,PHP.L,8972.T,AGR.L,8985.T,GPOR.L,8967.T,ADJ.DE,3234.T,SHB.L,BDN,CSH.UN.TO,3292.T,8964.T,Morgan Stanley Instl Lqudty Trs Instl,CTRE,DIR-U.NE,TCN.TO,AEON REIT Investment Corporation,n/a,777.DE,8986.T,CXP,SCP.AX,WRE,CLI.SI,IRT,UE,9CI.SI,DIR.UN.TO,ROIC,FCPT,KRG,COREB.ST,XHR,SUM
07/23/2021,4.9,2.44,2.29,2.13,0.0,1.93,1.91,1.66,1.62,1.48,1.36,1.16,1.19,1.13,1.17,1.09,1.08,1.04,1.11,1.1,1.07,1.0,0.93,1.01,0.94,0.99,0.85,0.88,0.83,0.68,0.73,0.73,0.72,0.57,0.63,0.57,0.6,0.58,0.57,0.5,0.58,0.54,0.0,0.49,0.53,0.5,0.49,0.0,0.47,0.47,0.0,0.46,0.46,0.42,0.45,0.45,0.43,0.42,0.44,0.42,0.42,0.39,0.41,0.42,0.42,0.4,0.37,0.0,0.38,0.38,0.39,0.38,0.36,0.35,0.0,0.35,0.37,0.36,0.35,0.36,0.0,0.34,0.32,0.0,0.31,0.33,0.32,0.29,0.3,0.28,0.0,0.29,0.3,0.29,0.3,0.29,0.28,0.27,0.0,0.0,0.26,0.23,0.25,0.25,0.26,0.0,0.25,0.25,0.23,0.25,0.23,0.25,0.23,0.25,0.24,0.0,0.0,0.0,0.23,0.24,0.0,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.0,0.2,0.2,0.21,0.19,0.2,0.17,0.19,0.19,0.18,0.17,0.0,0.17,0.0,0.19,0.19,0.17,0.17,0.17,0.18,0.0,0.15,0.0,0.16,0.16,0.16,0.16,0.0,0.16,0.15,0.16,0.16,0.16,0.15,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.0,0.0,0.14,0.13,0.13,0.13,0.13,0.0,0.13,0.0,0.13,0.12,0.14,0.0,0.12,0.0,0.12,0.0,0.0,0.12,0.12,0.0,0.0,2.0,0.47,0.42,0.38,0.36,0.35,0.32,0.3,0.3,0.26,0.41,0.25,0.24,0.23,0.23,0.24,0.2,0.17,0.18,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.14,0.13,0.14,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.85
07/26/2021,4.88,2.43,2.25,2.12,0.0,1.91,1.9,1.63,1.61,1.48,1.36,1.15,1.18,1.11,1.17,1.07,1.09,1.06,1.1,1.1,1.07,1.03,0.92,1.01,0.93,0.98,0.85,0.88,0.83,0.68,0.72,0.74,0.72,0.6,0.63,0.58,0.6,0.59,0.57,0.51,0.58,0.54,0.0,0.5,0.51,0.5,0.49,0.0,0.46,0.46,0.0,0.45,0.46,0.43,0.45,0.44,0.43,0.41,0.44,0.42,0.42,0.4,0.4,0.42,0.42,0.41,0.37,0.0,0.38,0.4,0.4,0.38,0.36,0.35,0.0,0.36,0.36,0.36,0.34,0.36,0.0,0.35,0.34,0.0,0.31,0.33,0.32,0.29,0.3,0.27,0.0,0.29,0.3,0.29,0.29,0.29,0.29,0.28,0.0,0.0,0.26,0.24,0.26,0.26,0.26,0.0,0.26,0.26,0.23,0.26,0.23,0.25,0.24,0.25,0.24,0.0,0.0,0.0,0.23,0.24,0.0,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.23,0.2,0.0,0.2,0.2,0.2,0.19,0.2,0.17,0.19,0.2,0.18,0.18,0.0,0.17,0.0,0.18,0.19,0.0,0.17,0.17,0.18,0.0,0.14,0.0,0.17,0.16,0.16,0.16,0.0,0.16,0.15,0.16,0.16,0.16,0.15,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.15,0.14,0.14,0.13,0.14,0.0,0.0,0.14,0.13,0.13,0.13,0.14,0.0,0.13,0.0,0.13,0.12,0.15,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.0,2.06,0.48,0.43,0.37,0.36,0.36,0.31,0.31,0.31,0.26,0.43,0.25,0.24,0.23,0.22,0.23,0.19,0.18,0.18,0.16,0.16,0.15,0.16,0.15,0.15,0.14,0.13,0.13,0.14,0.12,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.87
07/27/2021,4.9,2.46,2.26,2.1,0.0,1.94,1.9,1.64,1.62,1.5,1.37,1.17,1.19,1.1,1.17,1.08,1.09,1.05,1.12,1.11,1.08,1.03,0.92,1.02,0.93,1.0,0.84,0.89,0.84,0.68,0.73,0.74,0.72,0.6,0.63,0.57,0.61,0.59,0.57,0.51,0.58,0.54,0.0,0.5,0.52,0.51,0.48,0.0,0.47,0.47,0.0,0.46,0.47,0.43,0.46,0.45,0.44,0.41,0.45,0.42,0.42,0.4,0.4,0.42,0.43,0.4,0.36,0.0,0.38,0.39,0.4,0.38,0.36,0.35,0.0,0.35,0.37,0.36,0.34,0.36,0.0,0.35,0.33,0.0,0.31,0.33,0.33,0.29,0.31,0.27,0.0,0.3,0.31,0.29,0.29,0.29,0.28,0.28,0.0,0.0,0.26,0.24,0.26,0.26,0.26,0.0,0.26,0.26,0.23,0.26,0.23,0.25,0.24,0.25,0.24,0.0,0.0,0.0,0.23,0.24,0.0,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.22,0.2,0.0,0.2,0.2,0.2,0.19,0.2,0.17,0.19,0.2,0.18,0.18,0.0,0.17,0.0,0.19,0.19,0.0,0.17,0.18,0.18,0.0,0.14,0.0,0.16,0.16,0.16,0.16,0.0,0.16,0.15,0.17,0.16,0.16,0.15,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.0,0.0,0.14,0.13,0.13,0.13,0.14,0.0,0.13,0.0,0.13,0.12,0.15,0.0,0.12,0.12,0.12,0.0,0.12,0.12,0.12,0.0,0.0,2.0,0.48,0.43,0.37,0.36,0.36,0.31,0.31,0.31,0.26,0.14,0.26,0.24,0.23,0.22,0.23,0.19,0.18,0.18,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.13,0.14,0.14,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.88999999999999
07/28/2021,4.9,2.46,2.26,2.1,0.0,1.94,1.9,1.64,1.62,1.5,1.37,1.17,1.19,1.1,1.17,1.08,1.09,1.05,1.12,1.11,1.08,1.03,0.92,1.02,0.93,1.0,0.84,0.89,0.84,0.68,0.73,0.74,0.72,0.6,0.63,0.57,0.61,0.59,0.57,0.51,0.58,0.54,0.0,0.5,0.52,0.51,0.48,0.0,0.47,0.47,0.0,0.46,0.47,0.43,0.46,0.45,0.44,0.41,0.45,0.42,0.42,0.4,0.4,0.42,0.43,0.4,0.36,0.0,0.38,0.39,0.4,0.38,0.36,0.35,0.0,0.35,0.37,0.36,0.34,0.36,0.0,0.35,0.33,0.0,0.31,0.33,0.33,0.29,0.31,0.27,0.0,0.3,0.31,0.29,0.29,0.29,0.28,0.28,0.0,0.0,0.26,0.24,0.26,0.26,0.26,0.0,0.26,0.26,0.23,0.26,0.23,0.25,0.24,0.25,0.24,0.0,0.0,0.0,0.23,0.24,0.0,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.22,0.2,0.0,0.2,0.2,0.2,0.19,0.2,0.17,0.19,0.2,0.18,0.18,0.0,0.17,0.0,0.19,0.19,0.0,0.17,0.18,0.18,0.0,0.14,0.0,0.16,0.16,0.16,0.16,0.0,0.16,0.15,0.17,0.16,0.16,0.15,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.0,0.0,0.14,0.13,0.13,0.13,0.14,0.0,0.13,0.0,0.13,0.12,0.15,0.0,0.12,0.12,0.12,0.0,0.12,0.12,0.12,0.0,0.0,2.0,0.48,0.43,0.37,0.36,0.36,0.31,0.31,0.31,0.26,0.14,0.26,0.24,0.23,0.22,0.23,0.19,0.18,0.18,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.13,0.14,0.14,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.88999999999999
07/29/2021,4.91,2.46,2.24,2.15,0.0,1.93,1.9,1.64,1.62,1.49,1.37,1.16,1.19,1.11,1.16,1.09,1.08,1.04,1.11,1.11,1.09,1.03,0.92,1.02,0.94,0.99,0.84,0.88,0.84,0.68,0.73,0.74,0.72,0.61,0.63,0.59,0.6,0.58,0.57,0.49,0.58,0.54,0.0,0.5,0.51,0.51,0.48,0.0,0.47,0.47,0.0,0.46,0.46,0.42,0.46,0.45,0.43,0.41,0.45,0.42,0.42,0.4,0.4,0.42,0.42,0.41,0.37,0.0,0.38,0.4,0.4,0.38,0.36,0.35,0.0,0.35,0.36,0.36,0.35,0.36,0.0,0.36,0.34,0.0,0.31,0.33,0.32,0.3,0.3,0.27,0.0,0.3,0.3,0.29,0.29,0.3,0.28,0.28,0.0,0.0,0.26,0.25,0.26,0.26,0.26,0.0,0.26,0.26,0.23,0.26,0.23,0.25,0.24,0.25,0.24,0.0,0.0,0.0,0.23,0.24,0.0,0.21,0.22,0.22,0.21,0.21,0.21,0.21,0.22,0.2,0.0,0.2,0.2,0.2,0.19,0.2,0.17,0.19,0.2,0.18,0.18,0.0,0.17,0.0,0.19,0.19,0.0,0.17,0.18,0.18,0.0,0.14,0.0,0.16,0.16,0.16,0.16,0.0,0.16,0.15,0.16,0.16,0.16,0.15,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.0,0.0,0.14,0.13,0.13,0.14,0.14,0.0,0.13,0.0,0.13,0.12,0.14,0.0,0.12,0.12,0.12,0.0,0.12,0.12,0.12,0.0,0.0,1.96,0.49,0.43,0.37,0.35,0.36,0.31,0.31,0.31,0.26,0.14,0.26,0.24,0.23,0.22,0.23,0.19,0.18,0.18,0.16,0.16,0.14,0.16,0.15,0.15,0.15,0.14,0.14,0.13,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.80999999999999
07/30/2021,4.93,2.45,2.26,2.12,0.0,1.95,1.91,1.65,1.62,1.52,1.37,1.17,1.19,1.15,1.16,1.09,1.06,1.04,1.11,1.11,1.1,1.03,0.93,1.03,0.94,0.99,0.85,0.88,0.84,0.68,0.73,0.75,0.72,0.59,0.62,0.58,0.61,0.58,0.57,0.49,0.58,0.54,0.0,0.49,0.5,0.51,0.49,0.0,0.47,0.47,0.0,0.46,0.46,0.42,0.46,0.44,0.44,0.41,0.45,0.42,0.42,0.4,0.4,0.42,0.42,0.41,0.37,0.0,0.38,0.39,0.39,0.38,0.36,0.35,0.0,0.35,0.36,0.36,0.34,0.36,0.0,0.36,0.34,0.0,0.3,0.33,0.32,0.29,0.31,0.28,0.0,0.3,0.3,0.27,0.29,0.3,0.28,0.27,0.0,0.0,0.26,0.24,0.26,0.25,0.26,0.0,0.26,0.26,0.23,0.26,0.23,0.25,0.24,0.25,0.24,0.0,0.0,0.0,0.23,0.24,0.0,0.21,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.2,0.0,0.19,0.2,0.2,0.19,0.2,0.16,0.19,0.2,0.18,0.18,0.0,0.17,0.0,0.19,0.19,0.0,0.17,0.18,0.18,0.0,0.15,0.0,0.16,0.16,0.16,0.16,0.0,0.16,0.15,0.17,0.16,0.16,0.15,0.16,0.15,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.0,0.0,0.14,0.13,0.13,0.14,0.14,0.0,0.13,0.0,0.13,0.12,0.14,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.0,1.94,0.48,0.42,0.38,0.35,0.36,0.31,0.3,0.31,0.26,0.13,0.26,0.24,0.23,0.22,0.23,0.2,0.18,0.18,0.16,0.16,0.14,0.16,0.15,0.15,0.15,0.14,0.14,0.14,0.0,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.80000000000001
08/02/2021,4.88,2.43,2.18,2.12,0.0,1.82,1.89,1.66,1.61,1.51,1.36,1.18,1.19,1.12,1.16,1.11,1.06,1.04,1.11,1.14,1.12,1.03,0.93,1.03,0.96,0.98,0.84,0.86,0.85,0.67,0.73,0.75,0.73,0.61,0.62,0.59,0.6,0.59,0.57,0.5,0.58,0.54,0.0,0.49,0.51,0.51,0.5,0.0,0.45,0.47,0.0,0.45,0.46,0.42,0.46,0.45,0.44,0.42,0.44,0.42,0.42,0.4,0.4,0.42,0.42,0.41,0.37,0.0,0.39,0.4,0.39,0.39,0.37,0.36,0.0,0.35,0.36,0.35,0.35,0.36,0.0,0.36,0.34,0.0,0.3,0.34,0.32,0.3,0.3,0.27,0.0,0.3,0.3,0.28,0.29,0.3,0.27,0.27,0.0,0.0,0.27,0.24,0.27,0.27,0.26,0.0,0.26,0.26,0.23,0.26,0.23,0.25,0.24,0.25,0.25,0.0,0.0,0.0,0.23,0.24,0.0,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.2,0.21,0.19,0.2,0.21,0.17,0.19,0.2,0.18,0.18,0.0,0.17,0.0,0.19,0.2,0.0,0.17,0.18,0.18,0.0,0.14,0.0,0.16,0.16,0.16,0.16,0.0,0.16,0.15,0.17,0.16,0.17,0.15,0.16,0.15,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.0,0.0,0.14,0.13,0.13,0.14,0.14,0.0,0.13,0.0,0.13,0.12,0.15,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.0,1.96,0.49,0.42,0.38,0.35,0.36,0.31,0.31,0.31,0.26,0.13,0.26,0.25,0.23,0.23,0.23,0.19,0.18,0.19,0.16,0.16,0.14,0.16,0.15,0.15,0.15,0.14,0.14,0.13,0.0,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.8
08/03/2021,4.88,2.43,2.23,2.13,1.95,1.89,1.87,1.64,1.6,1.52,1.36,1.18,1.19,1.11,1.16,1.11,1.05,1.03,1.1,1.14,1.12,1.05,0.92,1.03,0.95,0.98,0.83,0.86,0.84,0.66,0.73,0.75,0.73,0.58,0.63,0.57,0.6,0.59,0.57,0.51,0.58,0.54,0.28,0.48,0.51,0.51,0.5,0.48,0.45,0.47,0.42,0.44,0.46,0.43,0.46,0.45,0.44,0.42,0.44,0.42,0.42,0.4,0.39,0.42,0.43,0.41,0.37,0.35,0.39,0.4,0.39,0.38,0.37,0.36,0.38,0.35,0.36,0.36,0.35,0.36,0.36,0.36,0.34,0.31,0.29,0.34,0.32,0.3,0.3,0.27,0.0,0.3,0.3,0.27,0.29,0.3,0.27,0.27,0.31,0.26,0.27,0.23,0.26,0.27,0.26,0.26,0.26,0.26,0.23,0.26,0.22,0.25,0.24,0.25,0.25,0.23,0.24,0.23,0.23,0.24,0.23,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.19,0.2,0.21,0.19,0.2,0.21,0.17,0.19,0.2,0.18,0.18,0.18,0.17,0.18,0.19,0.19,0.0,0.17,0.18,0.19,0.16,0.14,0.16,0.15,0.16,0.16,0.16,0.14,0.16,0.16,0.17,0.16,0.17,0.15,0.15,0.16,0.15,0.15,0.15,0.16,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.15,0.14,0.13,0.13,0.14,0.14,0.12,0.13,0.14,0.13,0.12,0.15,0.0,0.0,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.83
08/04/2021,4.88,2.43,2.23,2.13,1.95,1.89,1.87,1.64,1.6,1.52,1.36,1.18,1.19,1.11,1.16,1.11,1.05,1.03,1.1,1.14,1.12,1.05,0.92,1.03,0.95,0.98,0.83,0.86,0.84,0.66,0.73,0.75,0.73,0.58,0.63,0.57,0.6,0.59,0.57,0.51,0.58,0.54,0.28,0.48,0.51,0.51,0.5,0.48,0.45,0.47,0.42,0.44,0.46,0.43,0.46,0.45,0.44,0.42,0.44,0.42,0.42,0.4,0.39,0.42,0.43,0.41,0.37,0.35,0.39,0.4,0.39,0.38,0.37,0.36,0.38,0.35,0.36,0.36,0.35,0.36,0.36,0.36,0.34,0.31,0.29,0.34,0.32,0.3,0.3,0.27,0.0,0.3,0.3,0.27,0.29,0.3,0.27,0.27,0.31,0.26,0.27,0.23,0.26,0.27,0.26,0.26,0.26,0.26,0.23,0.26,0.22,0.25,0.24,0.25,0.25,0.23,0.24,0.23,0.23,0.24,0.23,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.19,0.2,0.21,0.19,0.2,0.21,0.17,0.19,0.2,0.18,0.18,0.18,0.17,0.18,0.19,0.19,0.0,0.17,0.18,0.19,0.16,0.14,0.16,0.15,0.16,0.16,0.16,0.14,0.16,0.16,0.17,0.16,0.17,0.15,0.15,0.16,0.15,0.15,0.15,0.16,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.15,0.14,0.13,0.13,0.14,0.14,0.12,0.13,0.14,0.13,0.12,0.15,0.0,0.0,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.83
08/05/2021,4.88,2.43,2.23,2.13,1.95,1.89,1.87,1.64,1.6,1.52,1.36,1.18,1.19,1.11,1.16,1.11,1.05,1.03,1.1,1.14,1.12,1.05,0.92,1.03,0.95,0.98,0.83,0.86,0.84,0.66,0.73,0.75,0.73,0.58,0.63,0.57,0.6,0.59,0.57,0.51,0.58,0.54,0.28,0.48,0.51,0.51,0.5,0.48,0.45,0.47,0.42,0.44,0.46,0.43,0.46,0.45,0.44,0.42,0.44,0.42,0.42,0.4,0.39,0.42,0.43,0.41,0.37,0.35,0.39,0.4,0.39,0.38,0.37,0.36,0.38,0.35,0.36,0.36,0.35,0.36,0.36,0.36,0.34,0.31,0.29,0.34,0.32,0.3,0.3,0.27,0.0,0.3,0.3,0.27,0.29,0.3,0.27,0.27,0.31,0.26,0.27,0.23,0.26,0.27,0.26,0.26,0.26,0.26,0.23,0.26,0.22,0.25,0.24,0.25,0.25,0.23,0.24,0.23,0.23,0.24,0.23,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.19,0.2,0.21,0.19,0.2,0.21,0.17,0.19,0.2,0.18,0.18,0.18,0.17,0.18,0.19,0.19,0.0,0.17,0.18,0.19,0.16,0.14,0.16,0.15,0.16,0.16,0.16,0.14,0.16,0.16,0.17,0.16,0.17,0.15,0.15,0.16,0.15,0.15,0.15,0.16,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.15,0.14,0.13,0.13,0.14,0.14,0.12,0.13,0.14,0.13,0.12,0.15,0.0,0.0,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.83
08/06/2021,4.94,2.41,2.25,2.18,0.0,1.9,1.88,1.65,1.61,1.55,1.36,1.2,1.19,1.13,1.15,1.12,1.05,1.03,1.1,1.13,1.12,1.05,0.93,1.02,0.94,0.98,0.84,0.84,0.84,0.67,0.73,0.75,0.72,0.59,0.61,0.57,0.6,0.6,0.56,0.51,0.58,0.52,0.0,0.45,0.5,0.52,0.5,0.0,0.46,0.47,0.0,0.42,0.45,0.43,0.47,0.44,0.44,0.42,0.44,0.42,0.4,0.4,0.39,0.42,0.43,0.42,0.37,0.0,0.39,0.4,0.4,0.39,0.37,0.36,0.0,0.35,0.37,0.35,0.35,0.36,0.0,0.37,0.34,0.0,0.3,0.34,0.32,0.29,0.31,0.26,0.0,0.3,0.3,0.29,0.28,0.3,0.27,0.27,0.0,0.0,0.27,0.23,0.27,0.29,0.26,0.0,0.26,0.26,0.23,0.27,0.22,0.25,0.23,0.25,0.25,0.0,0.0,0.0,0.23,0.24,0.0,0.23,0.22,0.22,0.2,0.2,0.2,0.21,0.21,0.2,0.0,0.19,0.21,0.19,0.2,0.21,0.17,0.19,0.2,0.18,0.18,0.0,0.17,0.0,0.19,0.19,0.0,0.17,0.18,0.18,0.0,0.14,0.0,0.16,0.16,0.16,0.16,0.0,0.16,0.15,0.17,0.16,0.17,0.15,0.15,0.16,0.0,0.14,0.0,0.0,0.0,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.0,0.0,0.14,0.14,0.13,0.14,0.15,0.0,0.12,0.0,0.13,0.12,0.15,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.12,2.0,0.49,0.43,0.38,0.35,0.37,0.32,0.31,0.33,0.26,0.16,0.26,0.24,0.24,0.23,0.22,0.19,0.18,0.18,0.16,0.17,0.14,0.16,0.16,0.15,0.15,0.13,0.14,0.13,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.96
