,GME,OMCL,M,SAIA,NEO,GTLS,POWI,MSTR,ADC,IIPR,EXPO,AMN,ENSG,DDD,PDCE,SEM,ITRI,UFPI,JBT,BCPC,AEIS,REZI,SIG,RRC,CNMD,TRUP,WTS,VIAV,CBU,LPSN,ALRM,SHAK,PPBI,BKU,GKOS,MTDR,FHB,ROG,SPSC,STMP,KFY,AJRD,EXLS,LGIH,AGO,WDFC,MTH,NSIT,KLIC,SWN,HP,AIT,VG,FN,ABCB,ARNC,ONTO,LXP,ABG,DIOD,UNF,MED,FUL,SHOO,LCII,HI,EPRT,BBBY,CCOI,MMSI,OMI,SMPL,RCII,ISBC,ITGR,KWR,SFBS,SFNC,LTHM,SHEN,EGHT,FELE,AWR,DORM,WD,AVA,MXL,SJI,REGI,BMI,ABM,CWT,ONB,EAT,FORM,ANF,MATX,SPXC,FIX,UFS,ALGT,MDC,WWW,PRFT,ACA,KTB,FLOW,UCBI,AIN,BRC,SNBR,IBP,AEL,RMBS,IBTX,SM,COLB,EVTC,MD,CVET,ATI,PBH,MDRX,CPE,SCL,GPI,AAON,JJSF,CVBF,PLXS,OI,PRLB,SITC,GDOT,IRBT,PCRX,FBP,VCEL,CADE,ROCK,SANM,UNIT,RPAI,ODP,ESE,MYGN,SBH,FWRD,CAKE,BOOT,MOG.A,CELH,INDB,VSTO,FSS,MLI,BDN,MANT,HSKA,B,EPC,CORT,THRM,CTRE,VICR,AX,HTH,HUBG,UCTT,FFBC,COOP,WGO,SSTK,BCC,AVAV,IDCC,MGLN,FMBI,XPER,IOSP,TSE,BLMN,FCPT,SYKE,SKYW,RNST,RLGY,WSFS,CPK,MNRO,ROIC,PSMT,SVC,MODV,PMT,PRGS,XHR,RAVN,TWO,ARI,BGS,UNFI,WRE,FBC,BIG,STATE STREET INSTITUTIONAL LIQ STATE STR,IRT,CYTK,GMS,CVCO,CCS,VRTS,INT,AAWW,PIPR,KALU,CORE,BANR,TRMK,n/a,THS,TTEC,TTGT,LGND,AAT,CNK,XNCR,SUM
07/23/2021,0.98,0.66,0.51,0.52,0.53,0.52,0.48,0.39,0.51,0.49,0.48,0.46,0.45,0.33,0.36,0.42,0.41,0.44,0.42,0.43,0.37,0.38,0.34,0.38,0.38,0.37,0.4,0.38,0.39,0.39,0.36,0.34,0.35,0.35,0.26,0.32,0.36,0.36,0.35,0.61,0.36,0.37,0.36,0.35,0.35,0.35,0.34,0.34,0.33,0.3,0.31,0.34,0.33,0.34,0.32,0.32,0.32,0.35,0.36,0.31,0.33,0.31,0.33,0.31,0.34,0.33,0.33,0.3,0.33,0.3,0.35,0.31,0.31,0.29,0.29,0.3,0.32,0.29,0.28,0.27,0.28,0.31,0.32,0.3,0.3,0.3,0.27,0.29,0.3,0.28,0.31,0.31,0.27,0.25,0.27,0.24,0.28,0.28,0.27,0.28,0.26,0.26,0.26,0.28,0.26,0.26,0.33,0.25,0.25,0.26,0.27,0.25,0.26,0.26,0.25,0.2,0.25,0.25,0.25,0.24,0.25,0.26,0.25,0.0,0.26,0.28,0.25,0.25,0.25,0.25,0.23,0.23,0.24,0.25,0.26,0.25,0.24,0.24,0.24,0.23,0.24,0.26,0.25,0.24,0.24,0.24,0.24,0.24,0.22,0.23,0.23,0.21,0.23,0.23,0.23,0.23,0.24,0.24,0.24,0.23,0.22,0.22,0.23,0.23,0.22,0.23,0.22,0.22,0.21,0.21,0.23,0.22,0.23,0.0,0.22,0.2,0.22,0.21,0.21,0.21,0.2,0.2,0.22,0.22,0.0,0.21,0.2,0.21,0.21,0.21,0.2,0.21,0.0,0.2,0.0,0.2,0.2,0.21,0.2,0.2,0.2,0.0,0.21,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.150000000000006
07/26/2021,0.98,0.65,0.52,0.52,0.52,0.54,0.49,0.43,0.5,0.5,0.48,0.45,0.43,0.32,0.38,0.41,0.42,0.45,0.43,0.42,0.39,0.4,0.35,0.39,0.39,0.37,0.4,0.37,0.38,0.4,0.36,0.36,0.35,0.35,0.23,0.34,0.35,0.36,0.35,0.59,0.35,0.35,0.35,0.35,0.34,0.32,0.34,0.34,0.34,0.31,0.32,0.33,0.34,0.34,0.32,0.32,0.32,0.35,0.37,0.32,0.32,0.32,0.32,0.32,0.35,0.33,0.33,0.31,0.32,0.31,0.36,0.31,0.32,0.29,0.29,0.3,0.32,0.28,0.31,0.26,0.28,0.31,0.31,0.29,0.29,0.29,0.28,0.28,0.3,0.28,0.3,0.3,0.26,0.26,0.28,0.24,0.28,0.29,0.27,0.28,0.27,0.27,0.27,0.27,0.25,0.26,0.32,0.24,0.25,0.25,0.24,0.26,0.26,0.26,0.25,0.21,0.24,0.26,0.25,0.24,0.25,0.26,0.24,0.0,0.25,0.29,0.24,0.24,0.24,0.24,0.22,0.23,0.25,0.25,0.25,0.25,0.25,0.24,0.23,0.23,0.24,0.26,0.25,0.25,0.24,0.25,0.24,0.24,0.24,0.24,0.23,0.21,0.23,0.22,0.23,0.24,0.24,0.23,0.25,0.23,0.22,0.21,0.23,0.23,0.23,0.24,0.21,0.21,0.22,0.21,0.23,0.23,0.23,0.0,0.21,0.2,0.22,0.2,0.21,0.21,0.2,0.21,0.22,0.21,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.2,0.0,0.2,0.0,0.2,0.2,0.21,0.2,0.2,0.0,0.0,0.21,0.2,0.0,0.0,0.2,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.16
07/27/2021,0.98,0.64,0.51,0.54,0.53,0.51,0.5,0.41,0.5,0.5,0.49,0.46,0.43,0.32,0.38,0.42,0.42,0.44,0.43,0.42,0.38,0.41,0.35,0.39,0.38,0.38,0.4,0.37,0.38,0.4,0.37,0.36,0.34,0.35,0.23,0.33,0.36,0.36,0.36,0.59,0.35,0.35,0.35,0.36,0.34,0.32,0.36,0.34,0.33,0.31,0.31,0.34,0.34,0.34,0.32,0.32,0.32,0.35,0.37,0.32,0.33,0.33,0.32,0.32,0.35,0.33,0.34,0.3,0.32,0.31,0.35,0.31,0.33,0.29,0.3,0.31,0.32,0.28,0.3,0.26,0.29,0.31,0.31,0.29,0.3,0.3,0.29,0.28,0.29,0.29,0.3,0.3,0.26,0.26,0.28,0.24,0.28,0.29,0.27,0.27,0.27,0.28,0.27,0.27,0.25,0.26,0.32,0.25,0.25,0.26,0.23,0.26,0.27,0.26,0.24,0.2,0.24,0.26,0.24,0.25,0.25,0.26,0.24,0.0,0.25,0.28,0.24,0.24,0.24,0.24,0.22,0.23,0.25,0.25,0.25,0.25,0.25,0.24,0.23,0.23,0.24,0.26,0.26,0.25,0.24,0.24,0.25,0.24,0.24,0.24,0.23,0.21,0.23,0.22,0.23,0.24,0.24,0.24,0.25,0.23,0.22,0.21,0.24,0.23,0.23,0.24,0.2,0.22,0.22,0.21,0.23,0.23,0.23,0.0,0.21,0.19,0.22,0.2,0.21,0.21,0.2,0.21,0.22,0.21,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.2,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.21,0.2,0.0,0.0,0.2,0.23,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.27
07/28/2021,0.98,0.64,0.51,0.54,0.53,0.51,0.5,0.41,0.5,0.5,0.49,0.46,0.43,0.32,0.38,0.42,0.42,0.44,0.43,0.42,0.38,0.41,0.35,0.39,0.38,0.38,0.4,0.37,0.38,0.4,0.37,0.36,0.34,0.35,0.23,0.33,0.36,0.36,0.36,0.59,0.35,0.35,0.35,0.36,0.34,0.32,0.36,0.34,0.33,0.31,0.31,0.34,0.34,0.34,0.32,0.32,0.32,0.35,0.37,0.32,0.33,0.33,0.32,0.32,0.35,0.33,0.34,0.3,0.32,0.31,0.35,0.31,0.33,0.29,0.3,0.31,0.32,0.28,0.3,0.26,0.29,0.31,0.31,0.29,0.3,0.3,0.29,0.28,0.29,0.29,0.3,0.3,0.26,0.26,0.28,0.24,0.28,0.29,0.27,0.27,0.27,0.28,0.27,0.27,0.25,0.26,0.32,0.25,0.25,0.26,0.23,0.26,0.27,0.26,0.24,0.2,0.24,0.26,0.24,0.25,0.25,0.26,0.24,0.0,0.25,0.28,0.24,0.24,0.24,0.24,0.22,0.23,0.25,0.25,0.25,0.25,0.25,0.24,0.23,0.23,0.24,0.26,0.26,0.25,0.24,0.24,0.25,0.24,0.24,0.24,0.23,0.21,0.23,0.22,0.23,0.24,0.24,0.24,0.25,0.23,0.22,0.21,0.24,0.23,0.23,0.24,0.2,0.22,0.22,0.21,0.23,0.23,0.23,0.0,0.21,0.19,0.22,0.2,0.21,0.21,0.2,0.21,0.22,0.21,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.2,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.21,0.2,0.0,0.0,0.2,0.23,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.27
07/29/2021,0.99,0.64,0.53,0.53,0.51,0.48,0.5,0.52,0.5,0.5,0.49,0.45,0.43,0.3,0.39,0.41,0.42,0.44,0.42,0.42,0.38,0.41,0.35,0.4,0.38,0.37,0.39,0.37,0.38,0.4,0.36,0.37,0.34,0.35,0.22,0.34,0.36,0.36,0.35,0.58,0.35,0.34,0.35,0.34,0.35,0.32,0.35,0.34,0.33,0.33,0.32,0.34,0.33,0.33,0.32,0.33,0.32,0.35,0.37,0.32,0.32,0.33,0.33,0.33,0.36,0.33,0.33,0.31,0.32,0.31,0.35,0.31,0.33,0.29,0.3,0.31,0.32,0.29,0.3,0.26,0.28,0.31,0.31,0.29,0.29,0.29,0.28,0.28,0.29,0.28,0.3,0.3,0.26,0.27,0.27,0.24,0.28,0.29,0.27,0.27,0.27,0.27,0.28,0.27,0.25,0.26,0.34,0.25,0.25,0.26,0.23,0.26,0.27,0.25,0.24,0.21,0.24,0.25,0.25,0.24,0.25,0.26,0.24,0.0,0.25,0.28,0.24,0.25,0.24,0.24,0.22,0.23,0.25,0.24,0.24,0.25,0.25,0.23,0.23,0.23,0.24,0.25,0.26,0.25,0.23,0.24,0.25,0.24,0.25,0.24,0.23,0.21,0.23,0.22,0.23,0.24,0.24,0.23,0.24,0.23,0.22,0.21,0.23,0.23,0.23,0.24,0.2,0.21,0.22,0.21,0.23,0.23,0.23,0.0,0.21,0.2,0.21,0.2,0.21,0.21,0.2,0.21,0.22,0.21,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.22,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.14999999999999
07/30/2021,0.97,0.64,0.52,0.53,0.5,0.5,0.48,0.48,0.51,0.5,0.49,0.46,0.43,0.31,0.39,0.41,0.41,0.44,0.42,0.42,0.37,0.41,0.34,0.38,0.39,0.37,0.4,0.37,0.38,0.39,0.36,0.37,0.35,0.36,0.22,0.33,0.36,0.36,0.35,0.59,0.36,0.34,0.35,0.35,0.35,0.33,0.36,0.34,0.32,0.32,0.31,0.33,0.33,0.33,0.33,0.33,0.31,0.35,0.37,0.32,0.32,0.32,0.33,0.33,0.36,0.33,0.34,0.31,0.32,0.31,0.35,0.31,0.33,0.29,0.31,0.31,0.33,0.29,0.29,0.26,0.28,0.3,0.32,0.28,0.29,0.3,0.28,0.29,0.28,0.28,0.3,0.31,0.26,0.27,0.27,0.24,0.28,0.29,0.27,0.27,0.27,0.27,0.27,0.28,0.25,0.26,0.34,0.25,0.26,0.26,0.24,0.26,0.27,0.25,0.24,0.2,0.24,0.25,0.25,0.25,0.26,0.26,0.24,0.0,0.25,0.28,0.24,0.24,0.24,0.24,0.22,0.23,0.26,0.25,0.25,0.25,0.25,0.24,0.23,0.23,0.24,0.26,0.26,0.25,0.24,0.23,0.25,0.24,0.25,0.24,0.23,0.21,0.22,0.22,0.23,0.24,0.24,0.23,0.24,0.23,0.22,0.21,0.23,0.23,0.23,0.23,0.2,0.21,0.22,0.21,0.23,0.23,0.22,0.0,0.21,0.2,0.22,0.2,0.21,0.21,0.2,0.21,0.22,0.21,0.2,0.2,0.2,0.2,0.22,0.21,0.21,0.2,0.0,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.21,0.2,0.0,0.0,0.0,0.23,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.2
08/02/2021,0.91,0.62,0.51,0.53,0.52,0.5,0.49,0.49,0.5,0.5,0.5,0.45,0.43,0.33,0.39,0.41,0.42,0.44,0.43,0.42,0.38,0.4,0.33,0.38,0.4,0.38,0.39,0.37,0.38,0.39,0.36,0.36,0.35,0.36,0.22,0.34,0.36,0.37,0.35,0.58,0.36,0.34,0.35,0.34,0.34,0.33,0.35,0.34,0.33,0.32,0.32,0.33,0.33,0.33,0.33,0.33,0.32,0.35,0.37,0.32,0.32,0.32,0.33,0.33,0.36,0.33,0.33,0.3,0.32,0.31,0.33,0.31,0.33,0.32,0.32,0.31,0.33,0.29,0.3,0.26,0.28,0.3,0.32,0.28,0.3,0.3,0.29,0.28,0.29,0.28,0.31,0.31,0.26,0.25,0.28,0.23,0.27,0.29,0.26,0.27,0.27,0.27,0.28,0.28,0.26,0.25,0.34,0.25,0.25,0.26,0.23,0.26,0.27,0.26,0.25,0.2,0.24,0.25,0.25,0.25,0.25,0.26,0.24,0.0,0.25,0.27,0.24,0.24,0.24,0.25,0.22,0.23,0.25,0.25,0.24,0.25,0.25,0.24,0.23,0.23,0.24,0.26,0.26,0.25,0.24,0.24,0.24,0.23,0.22,0.24,0.23,0.22,0.23,0.22,0.23,0.24,0.23,0.23,0.24,0.23,0.22,0.21,0.23,0.23,0.23,0.24,0.2,0.21,0.22,0.22,0.24,0.23,0.23,0.19,0.22,0.2,0.21,0.2,0.21,0.21,0.2,0.2,0.21,0.21,0.2,0.2,0.21,0.2,0.21,0.0,0.21,0.2,0.0,0.2,0.0,0.2,0.2,0.2,0.2,0.19,0.0,0.0,0.2,0.22,0.0,0.0,0.0,0.23,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.13
08/03/2021,0.88,0.59,0.5,0.56,0.52,0.51,0.5,0.47,0.49,0.5,0.5,0.46,0.41,0.34,0.38,0.41,0.43,0.44,0.45,0.42,0.38,0.41,0.33,0.38,0.39,0.38,0.4,0.37,0.38,0.39,0.36,0.36,0.35,0.36,0.22,0.33,0.35,0.37,0.35,0.58,0.36,0.34,0.35,0.36,0.35,0.33,0.39,0.34,0.33,0.31,0.3,0.33,0.33,0.33,0.33,0.35,0.32,0.35,0.38,0.33,0.32,0.32,0.33,0.33,0.37,0.33,0.34,0.3,0.31,0.31,0.33,0.3,0.33,0.31,0.32,0.32,0.33,0.29,0.3,0.25,0.27,0.3,0.31,0.28,0.3,0.29,0.32,0.28,0.28,0.28,0.31,0.31,0.26,0.25,0.27,0.23,0.28,0.29,0.26,0.27,0.27,0.28,0.27,0.3,0.26,0.25,0.33,0.24,0.25,0.25,0.24,0.26,0.27,0.26,0.25,0.2,0.24,0.25,0.25,0.25,0.26,0.25,0.23,0.0,0.24,0.28,0.25,0.24,0.24,0.25,0.22,0.21,0.26,0.24,0.24,0.25,0.26,0.24,0.23,0.23,0.24,0.26,0.26,0.25,0.24,0.23,0.22,0.23,0.21,0.24,0.23,0.22,0.23,0.23,0.23,0.24,0.23,0.23,0.24,0.23,0.22,0.21,0.26,0.22,0.24,0.24,0.2,0.22,0.23,0.21,0.24,0.23,0.23,0.19,0.22,0.2,0.21,0.2,0.21,0.21,0.2,0.2,0.21,0.21,0.2,0.19,0.21,0.2,0.21,0.0,0.2,0.2,0.0,0.2,0.0,0.19,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.21,0.0,0.0,0.0,0.23,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.120000000000005
08/04/2021,0.86,0.61,0.51,0.58,0.53,0.53,0.57,0.47,0.5,0.5,0.54,0.46,0.42,0.33,0.38,0.41,0.43,0.44,0.45,0.42,0.39,0.41,0.33,0.38,0.39,0.37,0.4,0.37,0.37,0.39,0.36,0.35,0.34,0.35,0.23,0.33,0.35,0.34,0.38,0.58,0.36,0.34,0.37,0.36,0.35,0.32,0.4,0.34,0.33,0.3,0.3,0.34,0.33,0.34,0.33,0.34,0.33,0.35,0.38,0.34,0.32,0.32,0.33,0.33,0.36,0.33,0.34,0.29,0.32,0.33,0.34,0.31,0.33,0.3,0.31,0.32,0.32,0.29,0.3,0.26,0.27,0.3,0.32,0.28,0.3,0.29,0.32,0.27,0.28,0.29,0.3,0.31,0.26,0.24,0.28,0.23,0.28,0.29,0.26,0.27,0.26,0.28,0.27,0.3,0.26,0.25,0.34,0.24,0.26,0.26,0.24,0.26,0.27,0.26,0.25,0.2,0.24,0.25,0.24,0.25,0.25,0.25,0.23,0.0,0.24,0.29,0.25,0.24,0.24,0.25,0.23,0.21,0.26,0.24,0.24,0.25,0.25,0.24,0.23,0.24,0.24,0.26,0.26,0.25,0.24,0.24,0.21,0.23,0.2,0.24,0.22,0.22,0.23,0.23,0.23,0.24,0.23,0.23,0.23,0.23,0.22,0.21,0.27,0.23,0.24,0.24,0.2,0.22,0.23,0.21,0.25,0.23,0.23,0.2,0.22,0.2,0.21,0.2,0.21,0.21,0.2,0.2,0.21,0.21,0.2,0.0,0.2,0.2,0.21,0.0,0.2,0.2,0.0,0.2,0.0,0.19,0.2,0.2,0.19,0.0,0.0,0.0,0.2,0.21,0.0,0.0,0.0,0.23,0.2,0.19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.33
08/05/2021,0.85,0.61,0.51,0.57,0.53,0.54,0.57,0.48,0.5,0.5,0.55,0.46,0.42,0.33,0.37,0.41,0.43,0.44,0.45,0.42,0.38,0.41,0.33,0.37,0.38,0.37,0.4,0.37,0.37,0.39,0.37,0.35,0.34,0.35,0.23,0.32,0.35,0.35,0.38,0.58,0.36,0.34,0.37,0.37,0.35,0.33,0.4,0.34,0.33,0.29,0.29,0.33,0.33,0.33,0.33,0.34,0.33,0.35,0.38,0.34,0.32,0.32,0.32,0.32,0.36,0.32,0.34,0.29,0.32,0.32,0.34,0.3,0.33,0.3,0.31,0.32,0.32,0.28,0.31,0.25,0.28,0.3,0.32,0.28,0.29,0.29,0.32,0.28,0.27,0.28,0.29,0.31,0.26,0.24,0.29,0.23,0.29,0.29,0.26,0.27,0.26,0.28,0.27,0.31,0.25,0.26,0.34,0.24,0.25,0.26,0.24,0.26,0.27,0.26,0.25,0.2,0.24,0.25,0.25,0.25,0.24,0.26,0.24,0.0,0.25,0.28,0.25,0.24,0.24,0.25,0.23,0.21,0.26,0.24,0.23,0.25,0.25,0.24,0.23,0.23,0.24,0.26,0.26,0.25,0.24,0.23,0.21,0.23,0.2,0.24,0.22,0.22,0.23,0.23,0.23,0.24,0.23,0.23,0.24,0.23,0.21,0.21,0.27,0.22,0.24,0.23,0.2,0.22,0.23,0.21,0.25,0.24,0.23,0.0,0.22,0.2,0.21,0.2,0.21,0.21,0.2,0.2,0.21,0.21,0.2,0.0,0.2,0.2,0.21,0.0,0.2,0.2,0.0,0.2,0.0,0.19,0.0,0.2,0.19,0.0,0.0,0.0,0.2,0.21,0.0,0.0,0.2,0.23,0.19,0.2,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.2
08/06/2021,0.0,0.62,0.52,0.6,0.53,0.56,0.57,0.47,0.5,0.49,0.55,0.47,0.43,0.32,0.39,0.41,0.43,0.44,0.45,0.41,0.38,0.43,0.33,0.37,0.38,0.38,0.41,0.37,0.38,0.4,0.38,0.33,0.35,0.36,0.22,0.32,0.35,0.35,0.39,0.58,0.36,0.34,0.38,0.35,0.35,0.33,0.41,0.34,0.32,0.3,0.3,0.34,0.33,0.33,0.33,0.33,0.34,0.35,0.37,0.35,0.32,0.32,0.33,0.32,0.35,0.33,0.34,0.29,0.32,0.32,0.31,0.3,0.34,0.3,0.31,0.33,0.33,0.29,0.31,0.0,0.28,0.31,0.32,0.28,0.29,0.3,0.33,0.28,0.27,0.29,0.31,0.32,0.26,0.24,0.28,0.23,0.3,0.29,0.26,0.27,0.26,0.29,0.28,0.31,0.25,0.26,0.34,0.24,0.25,0.26,0.23,0.26,0.27,0.27,0.25,0.2,0.25,0.25,0.25,0.24,0.24,0.26,0.24,0.0,0.25,0.28,0.25,0.24,0.24,0.25,0.23,0.21,0.26,0.24,0.23,0.26,0.26,0.23,0.23,0.23,0.24,0.27,0.26,0.25,0.24,0.26,0.21,0.24,0.19,0.24,0.22,0.23,0.23,0.24,0.23,0.24,0.22,0.22,0.24,0.23,0.22,0.22,0.27,0.22,0.24,0.24,0.2,0.22,0.2,0.21,0.25,0.24,0.23,0.2,0.22,0.21,0.21,0.2,0.22,0.21,0.2,0.2,0.21,0.21,0.19,0.0,0.2,0.2,0.22,0.2,0.2,0.2,0.0,0.21,0.0,0.2,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.2,0.23,0.2,0.2,0.2,0.2,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.9
08/09/2021,0.0,0.64,0.53,0.61,0.55,0.57,0.59,0.54,0.5,0.5,0.58,0.49,0.42,0.34,0.37,0.41,0.31,0.44,0.45,0.42,0.34,0.43,0.31,0.37,0.36,0.37,0.43,0.36,0.38,0.38,0.38,0.33,0.35,0.37,0.23,0.31,0.35,0.35,0.4,0.58,0.35,0.34,0.38,0.34,0.35,0.33,0.4,0.34,0.36,0.3,0.28,0.32,0.34,0.33,0.33,0.31,0.34,0.36,0.37,0.36,0.32,0.3,0.33,0.31,0.35,0.33,0.34,0.29,0.31,0.32,0.28,0.3,0.33,0.31,0.3,0.32,0.33,0.3,0.32,0.0,0.27,0.31,0.33,0.27,0.3,0.29,0.35,0.27,0.29,0.29,0.31,0.32,0.26,0.24,0.29,0.22,0.3,0.29,0.27,0.27,0.27,0.28,0.28,0.33,0.24,0.26,0.33,0.25,0.25,0.25,0.24,0.27,0.26,0.27,0.25,0.19,0.25,0.27,0.25,0.24,0.24,0.27,0.23,0.0,0.24,0.28,0.25,0.23,0.24,0.25,0.23,0.22,0.26,0.25,0.24,0.26,0.26,0.23,0.23,0.23,0.24,0.27,0.26,0.24,0.24,0.27,0.21,0.23,0.2,0.25,0.21,0.24,0.23,0.24,0.22,0.23,0.22,0.22,0.25,0.22,0.23,0.22,0.27,0.22,0.25,0.24,0.21,0.21,0.2,0.22,0.25,0.24,0.23,0.2,0.22,0.21,0.21,0.2,0.21,0.21,0.0,0.2,0.22,0.21,0.2,0.19,0.2,0.2,0.22,0.0,0.2,0.2,0.0,0.21,0.0,0.2,0.0,0.2,0.19,0.0,0.0,0.0,0.19,0.22,0.0,0.0,0.2,0.24,0.2,0.2,0.2,0.22,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.93
08/10/2021,0.0,0.65,0.55,0.61,0.53,0.57,0.58,0.56,0.49,0.52,0.58,0.48,0.42,0.33,0.37,0.39,0.33,0.44,0.45,0.42,0.35,0.44,0.32,0.37,0.36,0.32,0.43,0.35,0.39,0.38,0.39,0.32,0.36,0.38,0.23,0.31,0.36,0.35,0.39,0.58,0.35,0.33,0.38,0.33,0.35,0.32,0.4,0.33,0.39,0.3,0.29,0.33,0.33,0.33,0.34,0.32,0.36,0.35,0.36,0.37,0.32,0.29,0.33,0.31,0.36,0.33,0.34,0.28,0.32,0.32,0.28,0.29,0.33,0.31,0.3,0.33,0.34,0.3,0.34,0.0,0.27,0.3,0.32,0.27,0.29,0.28,0.33,0.27,0.28,0.29,0.3,0.32,0.27,0.24,0.29,0.22,0.3,0.28,0.27,0.26,0.27,0.27,0.29,0.32,0.24,0.26,0.32,0.25,0.23,0.25,0.23,0.27,0.27,0.27,0.25,0.2,0.25,0.26,0.27,0.22,0.24,0.28,0.24,0.0,0.24,0.27,0.26,0.23,0.24,0.25,0.23,0.21,0.26,0.25,0.23,0.26,0.26,0.22,0.24,0.22,0.24,0.29,0.27,0.23,0.23,0.25,0.2,0.23,0.19,0.25,0.21,0.24,0.23,0.24,0.23,0.24,0.23,0.22,0.25,0.22,0.23,0.22,0.27,0.22,0.25,0.24,0.21,0.21,0.2,0.22,0.26,0.24,0.22,0.2,0.23,0.21,0.21,0.2,0.21,0.21,0.19,0.2,0.21,0.21,0.2,0.19,0.19,0.21,0.22,0.0,0.2,0.0,0.0,0.21,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.22,0.0,0.0,0.2,0.25,0.2,0.2,0.2,0.22,0.21,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.86
08/11/2021,0.0,0.65,0.55,0.61,0.53,0.57,0.58,0.56,0.49,0.52,0.58,0.48,0.42,0.33,0.37,0.39,0.33,0.44,0.45,0.42,0.35,0.44,0.32,0.37,0.36,0.32,0.43,0.35,0.39,0.38,0.39,0.32,0.36,0.38,0.23,0.31,0.36,0.35,0.39,0.58,0.35,0.33,0.38,0.33,0.35,0.32,0.4,0.33,0.39,0.3,0.29,0.33,0.33,0.33,0.34,0.32,0.36,0.35,0.36,0.37,0.32,0.29,0.33,0.31,0.36,0.33,0.34,0.28,0.32,0.32,0.28,0.29,0.33,0.31,0.3,0.33,0.34,0.3,0.34,0.0,0.27,0.3,0.32,0.27,0.29,0.28,0.33,0.27,0.28,0.29,0.3,0.32,0.27,0.24,0.29,0.22,0.3,0.28,0.27,0.26,0.27,0.27,0.29,0.32,0.24,0.26,0.32,0.25,0.23,0.25,0.23,0.27,0.27,0.27,0.25,0.2,0.25,0.26,0.27,0.22,0.24,0.28,0.24,0.0,0.24,0.27,0.26,0.23,0.24,0.25,0.23,0.21,0.26,0.25,0.23,0.26,0.26,0.22,0.24,0.22,0.24,0.29,0.27,0.23,0.23,0.25,0.2,0.23,0.19,0.25,0.21,0.24,0.23,0.24,0.23,0.24,0.23,0.22,0.25,0.22,0.23,0.22,0.27,0.22,0.25,0.24,0.21,0.21,0.2,0.22,0.26,0.24,0.22,0.2,0.23,0.21,0.21,0.2,0.21,0.21,0.19,0.2,0.21,0.21,0.2,0.19,0.19,0.21,0.22,0.0,0.2,0.0,0.0,0.21,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.22,0.0,0.0,0.2,0.25,0.2,0.2,0.2,0.22,0.21,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.86
