,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,NVDA,TSLA,PYPL,ADBE,HD,V,NFLX,CRM,MA,TMO,UNH,JNJ,PG,QCOM,ABBV,INTU,AVGO,NKE,AMAT,ABT,DHR,CMCSA,AMD,LLY,NOW,ACN,UPS,CHTR,SPGI,LOW,MRK,TXN,COST,BLK,LRCX,LIN,PEP,ORCL,DE,TGT,SBUX,ISRG,BMY,KO,UNP,AMGN,MCD,ZTS,ADSK,AMT,NEE,REGN,TMUS,IDXX,TWTR,CAT,VRTX,CCI,DG,KLAC,EBAY,MSCI,SHW,FDX,CMG,FISV,ALGN,ATVI,MCO,DXCM,LMT,EQIX,SYK,ADP,EL,SNPS,CDNS,CSX,XTSLA,EW,PGR,XLNX,BKNG,ILMN,MMC,ICE,RMD,CL,FTNT,MNST,MTD,FCX,A,ANSS,IQV,HUM,NSC,APTV,ITW,CPRT,NEM,MCHP,SIVB,VRSK,ALXN,APD,AON,ORLY,TROW,INFO,BIIB,WST,GNRC,ROP,ADI,ODFL,ECL,ETSY,CARR,ENPH,LHX,APH,CTAS,QRVO,EA,URI,DOW,FAST,EMR,SBAC,ANET,PSA,TTWO,TT,PH,TSCO,TRMB,TER,WM,TDG,ZBRA,FRC,DHI,MKTX,PAYX,ROK,DPZ,AZO,POOL,CRL,PAYC,TYL,CTLT,ALB,CTSH,MSI,SWKS,KEYS,MPWR,MXIM,BLL,TEL,OTIS,PKI,TECH,KMB,ABMD,FMC,EXPD,CHD,SEDG,AWK,GLW,BIO,CGNX,FICO,YUM,EFX,AME,CLX,CMI,PTC,TTC,AKAM,GWW,CZR,IT,STE,TREX,RH,AXON,WAT,GRMN,BRO,BBY,HES,MASI,WSM,AJG,HLT,HOLX,NDAQ,FDS,GGG,KSU,MRNA,RGEN,USD,DECK,CDW,DAR,CLF,FIVE,EXR,SUM
07/23/2021,11.07,10.16,7.4,3.95,3.67,3.61,2.24,2.46,1.69,1.41,1.2,1.19,1.14,1.07,1.08,0.99,0.98,0.86,0.79,0.76,0.73,0.67,0.63,0.63,0.58,0.6,0.59,0.56,0.51,0.55,0.54,0.54,0.52,0.48,0.48,0.47,0.45,0.44,0.47,0.42,0.42,0.42,0.44,0.43,0.39,0.4,0.39,0.38,0.37,0.37,0.33,0.34,0.34,0.33,0.31,0.32,0.31,0.3,0.28,0.28,0.26,0.26,0.25,0.25,0.26,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.18,0.17,0.18,0.17,0.16,0.16,0.17,0.17,0.17,0.18,0.18,0.17,0.17,0.16,0.14,0.16,0.15,0.15,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.15,0.15,0.0,0.14,0.13,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.13,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.11,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.09,0.08,0.09,0.09,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.0,0.06,0.06,0.0,0.0,0.06,0.0,0.06,0.0,0.06,0.0,0.07,0.06,0.06,0.06,0.0,0.07,0.0,0.0,0.06,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.44
07/26/2021,10.94,10.17,7.37,3.98,3.68,3.62,2.32,2.42,1.7,1.41,1.2,1.19,1.09,1.12,1.09,0.97,0.98,0.86,0.78,0.77,0.73,0.67,0.64,0.63,0.61,0.6,0.58,0.56,0.52,0.55,0.54,0.54,0.52,0.47,0.48,0.47,0.45,0.46,0.47,0.42,0.44,0.43,0.43,0.43,0.4,0.4,0.39,0.38,0.38,0.37,0.33,0.34,0.34,0.33,0.32,0.31,0.31,0.29,0.28,0.27,0.27,0.26,0.24,0.25,0.25,0.23,0.22,0.22,0.22,0.22,0.24,0.21,0.21,0.2,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.18,0.18,0.18,0.17,0.16,0.16,0.17,0.17,0.18,0.18,0.17,0.17,0.17,0.16,0.15,0.16,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.15,0.15,0.0,0.14,0.13,0.14,0.14,0.13,0.12,0.13,0.14,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.11,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.09,0.08,0.07,0.06,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.06,0.06,0.0,0.07,0.0,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.52
07/27/2021,10.97,10.27,7.43,4.01,3.68,3.62,2.33,2.38,1.7,1.42,1.19,1.18,1.08,1.14,1.08,0.98,0.97,0.85,0.77,0.77,0.73,0.68,0.63,0.64,0.6,0.59,0.59,0.56,0.53,0.55,0.54,0.53,0.51,0.47,0.48,0.47,0.44,0.43,0.47,0.41,0.43,0.42,0.43,0.43,0.39,0.4,0.4,0.38,0.38,0.37,0.33,0.33,0.34,0.33,0.32,0.31,0.31,0.29,0.28,0.28,0.26,0.26,0.24,0.24,0.25,0.23,0.22,0.23,0.22,0.22,0.24,0.21,0.22,0.2,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.18,0.11,0.18,0.17,0.16,0.16,0.17,0.17,0.17,0.18,0.17,0.18,0.16,0.16,0.15,0.16,0.15,0.14,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.15,0.15,0.0,0.14,0.13,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.08,0.08,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.11,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.08,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.0,0.06,0.06,0.0,0.0,0.06,0.0,0.06,0.06,0.06,0.0,0.07,0.06,0.0,0.06,0.0,0.07,0.0,0.0,0.06,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.47
07/28/2021,10.95,10.25,7.37,4.16,3.76,3.69,2.29,2.33,1.7,1.41,1.2,1.19,1.07,1.13,1.1,0.98,0.96,0.85,0.77,0.77,0.73,0.68,0.63,0.64,0.6,0.6,0.59,0.55,0.53,0.56,0.54,0.53,0.5,0.47,0.47,0.47,0.44,0.43,0.47,0.41,0.43,0.42,0.43,0.41,0.39,0.4,0.4,0.38,0.37,0.36,0.33,0.33,0.34,0.33,0.32,0.31,0.31,0.29,0.27,0.28,0.27,0.25,0.24,0.24,0.25,0.23,0.22,0.22,0.22,0.22,0.24,0.21,0.22,0.2,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.18,0.06,0.18,0.17,0.16,0.16,0.17,0.17,0.17,0.18,0.17,0.18,0.17,0.16,0.15,0.16,0.15,0.14,0.15,0.14,0.13,0.14,0.14,0.12,0.13,0.15,0.14,0.0,0.14,0.13,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.13,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.08,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.09,0.09,0.09,0.08,0.07,0.06,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.06,0.06,0.0,0.07,0.0,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.45
07/29/2021,10.98,10.23,7.45,4.19,3.79,3.74,2.26,2.38,1.69,1.39,1.19,1.19,1.08,1.12,1.1,0.98,0.95,0.85,0.77,0.76,0.72,0.68,0.63,0.63,0.6,0.59,0.59,0.56,0.52,0.55,0.54,0.53,0.5,0.47,0.47,0.47,0.44,0.43,0.47,0.41,0.43,0.42,0.43,0.41,0.39,0.4,0.4,0.38,0.37,0.36,0.33,0.33,0.34,0.33,0.32,0.31,0.3,0.29,0.28,0.27,0.26,0.26,0.24,0.23,0.26,0.23,0.22,0.22,0.22,0.22,0.24,0.21,0.22,0.19,0.21,0.21,0.19,0.2,0.2,0.2,0.2,0.2,0.19,0.18,0.0,0.18,0.17,0.16,0.16,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.16,0.16,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.12,0.13,0.14,0.14,0.0,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.08,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.11,0.09,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.09,0.09,0.09,0.08,0.07,0.0,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.0,0.06,0.06,0.0,0.0,0.06,0.0,0.06,0.06,0.06,0.0,0.0,0.06,0.06,0.0,0.0,0.07,0.0,0.06,0.06,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.51000000000002
07/30/2021,10.91,10.23,7.37,4.18,3.76,3.69,2.27,2.36,1.67,1.4,1.19,1.21,1.09,1.11,1.1,0.99,0.97,0.86,0.78,0.75,0.73,0.68,0.63,0.64,0.59,0.6,0.59,0.56,0.52,0.56,0.55,0.54,0.47,0.47,0.47,0.46,0.45,0.43,0.47,0.41,0.42,0.43,0.43,0.42,0.39,0.4,0.41,0.38,0.37,0.37,0.33,0.33,0.35,0.33,0.32,0.32,0.31,0.29,0.28,0.28,0.26,0.26,0.25,0.24,0.26,0.22,0.22,0.23,0.23,0.21,0.25,0.22,0.21,0.18,0.21,0.21,0.2,0.21,0.2,0.2,0.2,0.2,0.19,0.18,0.0,0.19,0.17,0.15,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.14,0.0,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.13,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.08,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.09,0.09,0.09,0.08,0.07,0.06,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.0,0.06,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.07,0.06,0.0,0.06,0.28,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.5
08/02/2021,10.78,10.19,7.28,4.05,3.86,3.67,2.31,2.46,1.57,1.4,1.18,1.19,1.08,1.11,1.09,0.99,0.95,0.86,0.77,0.8,0.73,0.68,0.63,0.64,0.6,0.6,0.61,0.55,0.59,0.56,0.55,0.53,0.46,0.46,0.48,0.46,0.44,0.44,0.47,0.41,0.42,0.43,0.43,0.41,0.4,0.4,0.4,0.38,0.37,0.37,0.33,0.33,0.34,0.33,0.33,0.31,0.31,0.29,0.28,0.28,0.26,0.26,0.25,0.24,0.26,0.23,0.22,0.23,0.23,0.21,0.25,0.22,0.23,0.18,0.21,0.21,0.2,0.19,0.2,0.2,0.2,0.21,0.19,0.18,0.0,0.19,0.17,0.17,0.16,0.17,0.17,0.17,0.18,0.17,0.18,0.17,0.17,0.17,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.15,0.14,0.0,0.14,0.15,0.13,0.13,0.13,0.12,0.14,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.13,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.11,0.09,0.08,0.08,0.08,0.09,0.08,0.08,0.09,0.09,0.09,0.09,0.08,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.0,0.06,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.07,0.06,0.06,0.07,0.0,0.07,0.0,0.06,0.06,0.29,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.41
08/03/2021,10.86,10.19,6.77,4.05,3.85,3.66,2.31,2.51,1.54,1.41,1.19,1.19,1.09,1.11,1.09,1.01,0.96,0.86,0.79,0.8,0.72,0.69,0.64,0.65,0.61,0.6,0.61,0.56,0.61,0.56,0.55,0.54,0.46,0.49,0.49,0.46,0.44,0.44,0.48,0.41,0.43,0.44,0.43,0.41,0.4,0.4,0.39,0.39,0.38,0.37,0.33,0.33,0.34,0.33,0.34,0.31,0.31,0.29,0.28,0.27,0.26,0.25,0.25,0.24,0.26,0.25,0.21,0.23,0.23,0.21,0.25,0.22,0.24,0.18,0.21,0.24,0.2,0.2,0.21,0.2,0.21,0.21,0.19,0.18,0.0,0.19,0.17,0.18,0.16,0.17,0.17,0.17,0.19,0.17,0.18,0.17,0.16,0.16,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.13,0.14,0.15,0.0,0.14,0.15,0.14,0.13,0.13,0.12,0.14,0.13,0.13,0.13,0.12,0.12,0.11,0.14,0.12,0.13,0.13,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.1,0.1,0.11,0.09,0.08,0.07,0.08,0.09,0.08,0.08,0.09,0.09,0.1,0.09,0.08,0.07,0.07,0.07,0.07,0.0,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.0,0.06,0.06,0.0,0.0,0.06,0.0,0.0,0.06,0.06,0.0,0.07,0.06,0.06,0.0,0.07,0.07,0.0,0.0,0.06,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.41
08/04/2021,10.86,10.19,6.77,4.05,3.85,3.66,2.31,2.51,1.54,1.41,1.19,1.19,1.09,1.11,1.09,1.01,0.96,0.86,0.79,0.8,0.72,0.69,0.64,0.65,0.61,0.6,0.61,0.56,0.61,0.56,0.55,0.54,0.46,0.49,0.49,0.46,0.44,0.44,0.48,0.41,0.43,0.44,0.43,0.41,0.4,0.4,0.39,0.39,0.38,0.37,0.33,0.33,0.34,0.33,0.34,0.31,0.31,0.29,0.28,0.27,0.26,0.25,0.25,0.24,0.26,0.25,0.21,0.23,0.23,0.21,0.25,0.22,0.24,0.18,0.21,0.24,0.2,0.2,0.21,0.2,0.21,0.21,0.19,0.18,0.0,0.19,0.17,0.18,0.16,0.17,0.17,0.17,0.19,0.17,0.18,0.17,0.16,0.16,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.13,0.14,0.15,0.0,0.14,0.15,0.14,0.13,0.13,0.12,0.14,0.13,0.13,0.13,0.12,0.12,0.11,0.14,0.12,0.13,0.13,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.1,0.1,0.11,0.09,0.08,0.07,0.08,0.09,0.08,0.08,0.09,0.09,0.1,0.09,0.08,0.07,0.07,0.07,0.07,0.0,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.0,0.06,0.06,0.0,0.0,0.06,0.0,0.0,0.06,0.06,0.0,0.07,0.06,0.06,0.0,0.07,0.07,0.0,0.0,0.06,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.41
08/05/2021,10.86,10.19,6.77,4.05,3.85,3.66,2.31,2.51,1.54,1.41,1.19,1.19,1.09,1.11,1.09,1.01,0.96,0.86,0.79,0.8,0.72,0.69,0.64,0.65,0.61,0.6,0.61,0.56,0.61,0.56,0.55,0.54,0.46,0.49,0.49,0.46,0.44,0.44,0.48,0.41,0.43,0.44,0.43,0.41,0.4,0.4,0.39,0.39,0.38,0.37,0.33,0.33,0.34,0.33,0.34,0.31,0.31,0.29,0.28,0.27,0.26,0.25,0.25,0.24,0.26,0.25,0.21,0.23,0.23,0.21,0.25,0.22,0.24,0.18,0.21,0.24,0.2,0.2,0.21,0.2,0.21,0.21,0.19,0.18,0.0,0.19,0.17,0.18,0.16,0.17,0.17,0.17,0.19,0.17,0.18,0.17,0.16,0.16,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.13,0.14,0.15,0.0,0.14,0.15,0.14,0.13,0.13,0.12,0.14,0.13,0.13,0.13,0.12,0.12,0.11,0.14,0.12,0.13,0.13,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.1,0.1,0.11,0.09,0.08,0.07,0.08,0.09,0.08,0.08,0.09,0.09,0.1,0.09,0.08,0.07,0.07,0.07,0.07,0.0,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.0,0.06,0.06,0.0,0.0,0.06,0.0,0.0,0.06,0.06,0.0,0.07,0.06,0.06,0.0,0.07,0.07,0.0,0.0,0.06,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.41
08/06/2021,10.9,10.19,6.8,3.97,3.85,3.66,2.33,2.58,1.51,1.4,1.2,1.13,1.07,1.1,1.03,0.99,0.98,0.87,0.8,0.79,0.72,0.68,0.64,0.66,0.61,0.6,0.62,0.55,0.64,0.59,0.54,0.53,0.46,0.5,0.49,0.46,0.44,0.44,0.48,0.41,0.43,0.43,0.43,0.42,0.4,0.4,0.38,0.39,0.38,0.36,0.33,0.33,0.33,0.33,0.34,0.31,0.32,0.29,0.28,0.28,0.26,0.25,0.24,0.24,0.26,0.25,0.21,0.24,0.23,0.21,0.25,0.21,0.24,0.17,0.21,0.24,0.2,0.2,0.2,0.21,0.2,0.21,0.2,0.18,0.0,0.19,0.17,0.17,0.16,0.17,0.18,0.17,0.19,0.16,0.19,0.16,0.16,0.16,0.16,0.15,0.14,0.13,0.14,0.14,0.14,0.15,0.13,0.14,0.14,0.14,0.0,0.14,0.15,0.14,0.13,0.14,0.13,0.15,0.12,0.13,0.13,0.12,0.12,0.11,0.14,0.12,0.13,0.13,0.11,0.1,0.1,0.12,0.11,0.11,0.11,0.12,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.11,0.1,0.08,0.08,0.08,0.09,0.07,0.08,0.09,0.09,0.1,0.09,0.08,0.07,0.0,0.07,0.07,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.07,0.07,0.0,0.07,0.07,0.06,0.06,0.06,0.0,0.0,0.06,0.0,0.0,0.06,0.0,0.0,0.06,0.06,0.0,0.07,0.06,0.06,0.0,0.07,0.07,0.0,0.0,0.06,0.32,0.0,0.11,0.06,0.0,0.0,0.0,0.0,0.0,93.4
08/09/2021,10.81,10.22,6.78,4.08,3.84,3.66,2.41,2.58,1.55,1.42,1.2,1.14,1.09,1.13,1.04,1.0,0.95,0.86,0.78,0.78,0.7,0.69,0.63,0.66,0.61,0.6,0.62,0.55,0.64,0.6,0.55,0.53,0.45,0.5,0.5,0.45,0.43,0.44,0.49,0.41,0.43,0.43,0.42,0.42,0.4,0.4,0.38,0.4,0.37,0.36,0.33,0.32,0.33,0.33,0.34,0.31,0.32,0.3,0.27,0.28,0.26,0.25,0.25,0.24,0.26,0.25,0.2,0.24,0.23,0.2,0.25,0.21,0.24,0.17,0.21,0.24,0.19,0.2,0.2,0.2,0.2,0.21,0.2,0.18,0.1,0.19,0.17,0.17,0.16,0.18,0.18,0.17,0.18,0.16,0.19,0.16,0.17,0.15,0.16,0.15,0.14,0.13,0.13,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.0,0.14,0.14,0.13,0.14,0.14,0.13,0.15,0.12,0.13,0.13,0.12,0.12,0.11,0.14,0.12,0.13,0.13,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.12,0.1,0.09,0.08,0.1,0.09,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.1,0.11,0.09,0.1,0.12,0.09,0.08,0.07,0.08,0.09,0.08,0.08,0.09,0.09,0.1,0.09,0.08,0.07,0.06,0.0,0.0,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.07,0.07,0.0,0.07,0.07,0.06,0.06,0.06,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.06,0.0,0.0,0.07,0.06,0.06,0.0,0.07,0.07,0.0,0.0,0.06,0.35,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,93.43
08/10/2021,10.77,10.24,6.74,4.09,3.84,3.67,2.38,2.53,1.54,1.42,1.19,1.15,1.08,1.14,1.05,0.99,0.96,0.86,0.78,0.78,0.7,0.69,0.63,0.66,0.61,0.6,0.62,0.56,0.63,0.6,0.55,0.54,0.46,0.5,0.5,0.45,0.43,0.44,0.48,0.42,0.43,0.43,0.42,0.42,0.4,0.4,0.38,0.4,0.37,0.36,0.33,0.31,0.33,0.33,0.34,0.31,0.32,0.3,0.27,0.27,0.25,0.25,0.24,0.24,0.26,0.26,0.2,0.24,0.23,0.2,0.25,0.21,0.24,0.18,0.21,0.24,0.19,0.2,0.2,0.2,0.2,0.21,0.2,0.18,0.09,0.19,0.17,0.17,0.16,0.17,0.18,0.17,0.19,0.16,0.19,0.17,0.17,0.16,0.16,0.15,0.14,0.13,0.14,0.14,0.14,0.14,0.12,0.14,0.15,0.14,0.0,0.14,0.14,0.13,0.14,0.14,0.13,0.15,0.12,0.13,0.13,0.12,0.12,0.11,0.14,0.11,0.13,0.13,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.12,0.1,0.09,0.09,0.1,0.09,0.1,0.11,0.1,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.1,0.11,0.09,0.1,0.12,0.09,0.08,0.07,0.08,0.09,0.08,0.08,0.09,0.09,0.1,0.09,0.08,0.07,0.06,0.0,0.0,0.07,0.08,0.07,0.08,0.07,0.0,0.08,0.07,0.07,0.0,0.07,0.07,0.06,0.06,0.06,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.07,0.06,0.0,0.0,0.07,0.06,0.06,0.0,0.07,0.07,0.0,0.0,0.06,0.34,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,93.35
08/11/2021,10.77,10.24,6.74,4.09,3.84,3.67,2.38,2.53,1.54,1.42,1.19,1.15,1.08,1.14,1.05,0.99,0.96,0.86,0.78,0.78,0.7,0.69,0.63,0.66,0.61,0.6,0.62,0.56,0.63,0.6,0.55,0.54,0.46,0.5,0.5,0.45,0.43,0.44,0.48,0.42,0.43,0.43,0.42,0.42,0.4,0.4,0.38,0.4,0.37,0.36,0.33,0.31,0.33,0.33,0.34,0.31,0.32,0.3,0.27,0.27,0.25,0.25,0.24,0.24,0.26,0.26,0.2,0.24,0.23,0.2,0.25,0.21,0.24,0.18,0.21,0.24,0.19,0.2,0.2,0.2,0.2,0.21,0.2,0.18,0.09,0.19,0.17,0.17,0.16,0.17,0.18,0.17,0.19,0.16,0.19,0.17,0.17,0.16,0.16,0.15,0.14,0.13,0.14,0.14,0.14,0.14,0.12,0.14,0.15,0.14,0.0,0.14,0.14,0.13,0.14,0.14,0.13,0.15,0.12,0.13,0.13,0.12,0.12,0.11,0.14,0.11,0.13,0.13,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.12,0.1,0.09,0.09,0.1,0.09,0.1,0.11,0.1,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.1,0.11,0.09,0.1,0.12,0.09,0.08,0.07,0.08,0.09,0.08,0.08,0.09,0.09,0.1,0.09,0.08,0.07,0.06,0.0,0.0,0.07,0.08,0.07,0.08,0.07,0.0,0.08,0.07,0.07,0.0,0.07,0.07,0.06,0.06,0.06,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.07,0.06,0.0,0.0,0.07,0.06,0.06,0.0,0.07,0.07,0.0,0.0,0.06,0.34,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,93.35
