,BRK.B,JPM,JNJ,UNH,PG,BAC,DIS,CMCSA,XOM,VZ,INTC,CSCO,PFE,T,CVX,WMT,MRK,CRM,TMO,WFC,MDT,DHR,PM,BMY,NEE,MCD,C,RTX,BLK,BA,MS,IBM,HON,GS,GE,SCHW,CVS,GOOGL,ABT,GOOG,MMM,ANTM,PLD,FIS,MDLZ,TMUS,GILD,PNC,CI,COP,GM,MU,DUK,USB,CME,CSX,TFC,ATVI,CB,BDX,COF,TGT,NSC,TXN,ICE,SO,MMC,APD,BSX,KO,D,FISV,ETN,HUM,PGR,F,GPN,EMR,UNP,SYK,ADI,REGN,BIIB,WM,ROP,NOC,NEM,TWTR,JCI,GD,MRVL,TWLO,LHX,EXC,MET,SLB,INFO,SRE,CNC,LLY,AEP,EOG,DLR,DOW,AIG,DD,PRU,BK,ALL,AXP,BAX,ALXN,FDX,EA,MPC,NXPI,MO,ACN,TRV,FCX,OTIS,WELL,AFL,KMI,XEL,CTSH,IFF,PSX,MSI,STZ,GIS,ZBH,SWK,FRC,WBA,CMI,APTV,PEP,ADM,KKR,PH,CTVA,CL,WMB,YUM,SPGI,SBAC,WLTW,PCAR,DG,AVB,VLO,AME,TROW,SIVB,LUV,VRTX,PEG,ORLY,LEN,ARE,LH,NUE,ES,STT,KR,AJG,WEC,XTSLA,AWK,EQR,MCK,O,YUMC,WY,FITB,AZO,LBRDK,CBRE,KHC,CERN,LYB,PPG,RSG,IP,TDOC,NTRS,IQV,KDP,HPQ,AMGN,VIAC,ED,OKE,TDG,MLM,DTE,PPL,VTR,DOV,USD,TT,EIX,AON,HIG,QRVO,ANSGR.IS,FTV,DLTR,VMC,HES,WDC,MKC,BBY,AEE,KMB,CARR,INVH,VRSN,SYF,ESS,EQIX,GRMN,FE,NDAQ,ALB,MAA,SUI,GE.,HBAN,TRMB,TSN,ETR,COO,SUM
07/23/2021,2.61,2.26,2.23,1.82,1.71,1.43,1.53,1.31,1.19,1.16,1.12,1.14,1.15,1.0,0.94,1.02,0.97,0.9,0.94,0.93,0.85,0.86,0.74,0.75,0.76,0.72,0.69,0.65,0.63,0.58,0.64,0.63,0.63,0.57,0.56,0.54,0.54,0.53,0.52,0.52,0.5,0.48,0.47,0.45,0.45,0.43,0.44,0.39,0.4,0.37,0.39,0.37,0.4,0.38,0.38,0.36,0.37,0.36,0.38,0.36,0.36,0.35,0.32,0.33,0.33,0.33,0.32,0.32,0.31,0.32,0.31,0.31,0.31,0.3,0.28,0.27,0.28,0.29,0.26,0.26,0.25,0.26,0.24,0.26,0.26,0.25,0.24,0.24,0.25,0.24,0.23,0.23,0.23,0.23,0.22,0.19,0.22,0.21,0.21,0.21,0.22,0.18,0.22,0.2,0.2,0.2,0.2,0.2,0.19,0.2,0.2,0.0,0.21,0.2,0.17,0.19,0.19,0.2,0.19,0.17,0.19,0.18,0.18,0.17,0.18,0.18,0.18,0.16,0.18,0.18,0.18,0.16,0.17,0.17,0.17,0.17,0.17,0.18,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.15,0.15,0.14,0.15,0.16,0.16,0.13,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.13,0.14,0.14,0.14,0.15,0.14,0.15,0.14,0.15,0.18,0.15,0.16,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.11,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.80000000000001
07/26/2021,2.61,2.29,2.22,1.81,1.69,1.44,1.52,1.31,1.22,1.15,1.13,1.13,1.14,0.99,0.96,1.01,0.96,0.9,0.92,0.94,0.85,0.84,0.75,0.75,0.74,0.72,0.7,0.65,0.63,0.59,0.66,0.63,0.63,0.58,0.57,0.54,0.54,0.53,0.51,0.52,0.49,0.47,0.47,0.45,0.44,0.42,0.43,0.39,0.4,0.38,0.39,0.37,0.4,0.38,0.38,0.36,0.37,0.35,0.38,0.35,0.36,0.35,0.32,0.34,0.33,0.33,0.32,0.32,0.31,0.32,0.3,0.31,0.31,0.3,0.27,0.28,0.28,0.29,0.26,0.26,0.26,0.26,0.24,0.26,0.26,0.25,0.24,0.24,0.25,0.24,0.23,0.23,0.23,0.22,0.22,0.2,0.21,0.21,0.21,0.21,0.21,0.19,0.22,0.21,0.21,0.2,0.2,0.2,0.19,0.2,0.2,0.0,0.21,0.2,0.18,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.17,0.18,0.18,0.18,0.16,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.18,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.14,0.15,0.15,0.16,0.13,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.14,0.14,0.19,0.15,0.16,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.0,0.0,0.12,0.11,0.0,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.73
07/27/2021,2.6,2.27,2.24,1.82,1.68,1.43,1.51,1.32,1.21,1.16,1.13,1.15,1.16,1.0,0.96,1.01,0.97,0.93,0.94,0.93,0.85,0.87,0.76,0.76,0.75,0.73,0.69,0.65,0.62,0.59,0.66,0.63,0.63,0.58,0.55,0.53,0.54,0.54,0.51,0.53,0.49,0.47,0.47,0.45,0.44,0.43,0.43,0.39,0.4,0.38,0.38,0.36,0.4,0.37,0.38,0.37,0.36,0.35,0.37,0.36,0.36,0.35,0.33,0.32,0.33,0.33,0.33,0.32,0.31,0.32,0.3,0.31,0.31,0.3,0.27,0.27,0.28,0.29,0.27,0.26,0.25,0.26,0.24,0.26,0.26,0.25,0.24,0.24,0.25,0.24,0.23,0.24,0.23,0.22,0.21,0.2,0.22,0.2,0.21,0.21,0.21,0.19,0.22,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.2,0.0,0.21,0.2,0.17,0.19,0.19,0.2,0.19,0.18,0.19,0.18,0.18,0.17,0.18,0.18,0.18,0.16,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.16,0.13,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.14,0.15,0.17,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.12,0.0,0.12,0.12,0.13,0.12,0.12,0.0,0.0,0.11,0.0,0.12,0.0,0.12,0.0,0.11,0.0,0.11,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.83
07/28/2021,2.6,2.25,2.25,1.82,1.69,1.41,1.51,1.32,1.2,1.15,1.06,1.16,1.16,1.0,0.95,1.02,0.98,0.92,0.95,0.92,0.86,0.87,0.76,0.76,0.75,0.74,0.69,0.65,0.62,0.59,0.65,0.63,0.62,0.58,0.55,0.53,0.54,0.55,0.52,0.54,0.49,0.47,0.47,0.46,0.45,0.42,0.43,0.39,0.39,0.37,0.38,0.36,0.4,0.37,0.38,0.37,0.36,0.35,0.37,0.36,0.36,0.36,0.33,0.33,0.34,0.34,0.33,0.32,0.31,0.32,0.3,0.31,0.31,0.3,0.28,0.27,0.28,0.29,0.27,0.26,0.26,0.26,0.24,0.26,0.26,0.25,0.24,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.21,0.2,0.21,0.21,0.21,0.22,0.21,0.19,0.22,0.21,0.2,0.2,0.19,0.2,0.19,0.2,0.2,0.0,0.2,0.21,0.17,0.19,0.19,0.2,0.18,0.18,0.19,0.18,0.18,0.17,0.18,0.18,0.18,0.16,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.16,0.15,0.16,0.15,0.17,0.15,0.15,0.14,0.15,0.16,0.16,0.13,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.14,0.15,0.17,0.15,0.16,0.14,0.13,0.13,0.13,0.12,0.14,0.13,0.14,0.13,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.12,0.13,0.11,0.13,0.12,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.86
07/29/2021,2.59,2.26,2.24,1.79,1.69,1.42,1.53,1.33,1.23,1.14,1.09,1.16,1.16,1.0,0.97,1.01,0.97,0.92,0.94,0.92,0.85,0.86,0.76,0.75,0.75,0.74,0.69,0.64,0.62,0.6,0.66,0.63,0.62,0.58,0.56,0.53,0.54,0.56,0.51,0.55,0.49,0.46,0.47,0.46,0.45,0.42,0.43,0.39,0.39,0.38,0.38,0.36,0.4,0.37,0.37,0.37,0.37,0.34,0.37,0.36,0.36,0.35,0.33,0.33,0.33,0.33,0.33,0.32,0.31,0.32,0.3,0.31,0.31,0.3,0.27,0.27,0.28,0.29,0.27,0.26,0.26,0.26,0.25,0.26,0.25,0.24,0.24,0.24,0.25,0.24,0.24,0.23,0.23,0.22,0.21,0.2,0.21,0.2,0.21,0.21,0.22,0.19,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.2,0.0,0.2,0.21,0.18,0.19,0.19,0.2,0.18,0.19,0.19,0.18,0.18,0.17,0.18,0.18,0.18,0.16,0.18,0.18,0.18,0.16,0.16,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.16,0.15,0.16,0.15,0.17,0.14,0.15,0.13,0.15,0.16,0.16,0.13,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.0,0.15,0.15,0.14,0.13,0.12,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.0,0.0,0.12,0.0,0.11,0.0,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.0,0.11,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.71
07/30/2021,2.61,2.26,2.25,1.8,1.7,1.42,1.53,1.32,1.21,1.15,1.06,1.16,1.16,1.0,0.96,1.01,0.98,0.9,0.94,0.92,0.87,0.86,0.77,0.75,0.76,0.75,0.7,0.66,0.61,0.59,0.66,0.63,0.62,0.58,0.57,0.52,0.55,0.55,0.52,0.53,0.49,0.46,0.47,0.46,0.45,0.42,0.43,0.39,0.39,0.38,0.37,0.35,0.41,0.37,0.38,0.36,0.37,0.32,0.38,0.36,0.36,0.35,0.33,0.32,0.33,0.34,0.33,0.32,0.32,0.32,0.31,0.32,0.31,0.3,0.28,0.27,0.28,0.29,0.26,0.27,0.25,0.26,0.25,0.26,0.26,0.25,0.24,0.24,0.25,0.24,0.23,0.22,0.23,0.23,0.21,0.2,0.21,0.21,0.2,0.21,0.22,0.18,0.22,0.21,0.2,0.19,0.2,0.2,0.19,0.2,0.2,0.0,0.19,0.2,0.18,0.18,0.19,0.2,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.18,0.18,0.16,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.16,0.16,0.16,0.15,0.17,0.14,0.15,0.13,0.14,0.16,0.16,0.13,0.16,0.15,0.15,0.15,0.16,0.16,0.15,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.0,0.15,0.15,0.14,0.13,0.12,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.12,0.0,0.12,0.12,0.13,0.12,0.12,0.11,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.74000000000001
08/02/2021,2.58,2.26,2.23,1.78,1.67,1.44,1.51,1.3,1.23,1.14,1.07,1.15,1.18,0.99,0.98,1.0,0.96,0.9,0.94,0.95,0.86,0.88,0.77,0.75,0.75,0.74,0.7,0.65,0.61,0.61,0.66,0.62,0.62,0.58,0.57,0.53,0.54,0.56,0.52,0.53,0.48,0.46,0.46,0.46,0.43,0.42,0.43,0.39,0.38,0.38,0.39,0.37,0.4,0.37,0.38,0.36,0.37,0.32,0.37,0.36,0.36,0.35,0.31,0.33,0.33,0.34,0.32,0.32,0.32,0.32,0.3,0.31,0.31,0.27,0.28,0.28,0.28,0.29,0.26,0.26,0.26,0.26,0.24,0.26,0.25,0.25,0.25,0.24,0.25,0.25,0.24,0.23,0.23,0.23,0.21,0.2,0.21,0.21,0.2,0.21,0.22,0.19,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.19,0.0,0.19,0.2,0.18,0.19,0.2,0.2,0.18,0.2,0.19,0.18,0.18,0.17,0.18,0.19,0.18,0.16,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.18,0.18,0.16,0.17,0.16,0.16,0.16,0.15,0.17,0.15,0.15,0.13,0.14,0.16,0.16,0.13,0.16,0.15,0.16,0.15,0.15,0.16,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.12,0.15,0.15,0.14,0.13,0.12,0.13,0.13,0.14,0.13,0.15,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.0,0.12,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.66999999999999
08/03/2021,2.58,2.25,2.24,1.78,1.71,1.43,1.5,1.33,1.2,1.14,1.07,1.16,1.18,0.99,0.97,1.01,0.96,0.89,0.95,0.94,0.87,0.88,0.77,0.75,0.75,0.74,0.69,0.65,0.61,0.6,0.66,0.62,0.63,0.58,0.56,0.53,0.54,0.56,0.52,0.53,0.48,0.46,0.47,0.46,0.44,0.42,0.42,0.38,0.39,0.37,0.39,0.37,0.4,0.37,0.38,0.36,0.36,0.32,0.37,0.37,0.36,0.35,0.32,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.3,0.32,0.31,0.27,0.27,0.27,0.28,0.3,0.26,0.27,0.26,0.25,0.24,0.26,0.25,0.25,0.25,0.24,0.25,0.24,0.24,0.22,0.23,0.23,0.21,0.2,0.21,0.2,0.2,0.21,0.22,0.18,0.21,0.21,0.2,0.2,0.19,0.2,0.19,0.2,0.19,0.0,0.19,0.2,0.18,0.19,0.19,0.2,0.18,0.19,0.19,0.18,0.18,0.17,0.18,0.19,0.19,0.16,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.18,0.18,0.16,0.17,0.17,0.16,0.15,0.15,0.18,0.15,0.15,0.13,0.14,0.16,0.16,0.13,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.13,0.15,0.15,0.14,0.13,0.12,0.12,0.13,0.14,0.13,0.15,0.13,0.12,0.0,0.0,0.12,0.0,0.11,0.0,0.12,0.12,0.12,0.12,0.12,0.13,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.11,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.11,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,74.63999999999999
08/04/2021,2.58,2.25,2.24,1.78,1.71,1.43,1.5,1.33,1.2,1.14,1.07,1.16,1.18,0.99,0.97,1.01,0.96,0.89,0.95,0.94,0.87,0.88,0.77,0.75,0.75,0.74,0.69,0.65,0.61,0.6,0.66,0.62,0.63,0.58,0.56,0.53,0.54,0.56,0.52,0.53,0.48,0.46,0.47,0.46,0.44,0.42,0.42,0.38,0.39,0.37,0.39,0.37,0.4,0.37,0.38,0.36,0.36,0.32,0.37,0.37,0.36,0.35,0.32,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.3,0.32,0.31,0.27,0.27,0.27,0.28,0.3,0.26,0.27,0.26,0.25,0.24,0.26,0.25,0.25,0.25,0.24,0.25,0.24,0.24,0.22,0.23,0.23,0.21,0.2,0.21,0.2,0.2,0.21,0.22,0.18,0.21,0.21,0.2,0.2,0.19,0.2,0.19,0.2,0.19,0.0,0.19,0.2,0.18,0.19,0.19,0.2,0.18,0.19,0.19,0.18,0.18,0.17,0.18,0.19,0.19,0.16,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.18,0.18,0.16,0.17,0.17,0.16,0.15,0.15,0.18,0.15,0.15,0.13,0.14,0.16,0.16,0.13,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.13,0.15,0.15,0.14,0.13,0.12,0.12,0.13,0.14,0.13,0.15,0.13,0.12,0.0,0.0,0.12,0.0,0.11,0.0,0.12,0.12,0.12,0.12,0.12,0.13,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.11,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.11,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,74.63999999999999
08/05/2021,2.58,2.25,2.24,1.78,1.71,1.43,1.5,1.33,1.2,1.14,1.07,1.16,1.18,0.99,0.97,1.01,0.96,0.89,0.95,0.94,0.87,0.88,0.77,0.75,0.75,0.74,0.69,0.65,0.61,0.6,0.66,0.62,0.63,0.58,0.56,0.53,0.54,0.56,0.52,0.53,0.48,0.46,0.47,0.46,0.44,0.42,0.42,0.38,0.39,0.37,0.39,0.37,0.4,0.37,0.38,0.36,0.36,0.32,0.37,0.37,0.36,0.35,0.32,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.3,0.32,0.31,0.27,0.27,0.27,0.28,0.3,0.26,0.27,0.26,0.25,0.24,0.26,0.25,0.25,0.25,0.24,0.25,0.24,0.24,0.22,0.23,0.23,0.21,0.2,0.21,0.2,0.2,0.21,0.22,0.18,0.21,0.21,0.2,0.2,0.19,0.2,0.19,0.2,0.19,0.0,0.19,0.2,0.18,0.19,0.19,0.2,0.18,0.19,0.19,0.18,0.18,0.17,0.18,0.19,0.19,0.16,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.18,0.18,0.16,0.17,0.17,0.16,0.15,0.15,0.18,0.15,0.15,0.13,0.14,0.16,0.16,0.13,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.13,0.15,0.15,0.14,0.13,0.12,0.12,0.13,0.14,0.13,0.15,0.13,0.12,0.0,0.0,0.12,0.0,0.11,0.0,0.12,0.12,0.12,0.12,0.12,0.13,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.11,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.11,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,74.63999999999999
08/06/2021,2.6,2.26,2.26,1.81,1.72,1.43,1.46,1.3,1.21,1.13,1.07,1.17,1.25,0.99,0.97,1.01,0.95,0.88,0.94,0.95,0.87,0.89,0.77,0.76,0.76,0.71,0.7,0.65,0.62,0.6,0.66,0.63,0.62,0.58,0.0,0.52,0.54,0.56,0.52,0.53,0.49,0.48,0.47,0.4,0.43,0.42,0.43,0.39,0.39,0.38,0.39,0.38,0.4,0.37,0.37,0.36,0.36,0.3,0.38,0.36,0.36,0.35,0.32,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.3,0.3,0.32,0.27,0.28,0.27,0.24,0.3,0.26,0.26,0.26,0.26,0.25,0.26,0.25,0.25,0.25,0.24,0.25,0.24,0.24,0.21,0.23,0.23,0.21,0.2,0.22,0.2,0.2,0.22,0.22,0.19,0.21,0.21,0.2,0.19,0.2,0.2,0.19,0.2,0.19,0.0,0.19,0.2,0.18,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.19,0.18,0.16,0.18,0.18,0.18,0.16,0.16,0.17,0.17,0.17,0.18,0.18,0.16,0.17,0.16,0.16,0.15,0.15,0.18,0.15,0.15,0.13,0.14,0.16,0.16,0.14,0.16,0.16,0.15,0.15,0.15,0.16,0.14,0.14,0.15,0.14,0.16,0.15,0.15,0.16,0.14,0.15,0.18,0.16,0.15,0.14,0.13,0.12,0.13,0.13,0.14,0.13,0.15,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.13,0.0,0.0,0.0,0.0,0.11,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.11,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.13,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.11,0.55,0.0,0.0,0.0,0.0,0.0,74.75999999999999
08/09/2021,2.59,2.27,2.26,1.77,1.71,1.45,1.5,1.31,1.19,1.13,1.07,1.16,1.24,0.98,0.97,1.03,0.94,0.92,0.96,0.96,0.85,0.91,0.76,0.75,0.78,0.72,0.71,0.65,0.63,0.61,0.67,0.63,0.62,0.59,0.0,0.54,0.52,0.56,0.52,0.53,0.48,0.45,0.47,0.4,0.43,0.41,0.43,0.39,0.35,0.37,0.37,0.39,0.41,0.37,0.37,0.36,0.37,0.31,0.38,0.35,0.36,0.35,0.31,0.33,0.33,0.34,0.33,0.31,0.31,0.32,0.3,0.3,0.32,0.26,0.27,0.26,0.25,0.3,0.26,0.26,0.26,0.27,0.25,0.26,0.25,0.24,0.24,0.24,0.25,0.24,0.24,0.22,0.23,0.23,0.22,0.19,0.22,0.21,0.19,0.23,0.22,0.18,0.22,0.21,0.21,0.19,0.2,0.2,0.19,0.2,0.18,0.0,0.19,0.19,0.18,0.2,0.19,0.2,0.19,0.18,0.19,0.18,0.18,0.16,0.18,0.19,0.18,0.16,0.18,0.17,0.17,0.15,0.16,0.17,0.17,0.16,0.17,0.18,0.16,0.18,0.16,0.15,0.15,0.15,0.18,0.15,0.15,0.14,0.13,0.16,0.16,0.13,0.16,0.16,0.16,0.15,0.16,0.16,0.14,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.18,0.16,0.15,0.13,0.13,0.12,0.13,0.13,0.14,0.14,0.15,0.12,0.12,0.0,0.11,0.12,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.12,0.13,0.0,0.0,0.0,0.0,0.11,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,74.68
08/10/2021,2.62,2.32,2.23,1.78,1.69,1.48,1.49,1.31,1.2,1.12,1.07,1.15,1.23,0.98,0.97,1.02,0.94,0.92,0.94,0.99,0.85,0.9,0.76,0.75,0.77,0.71,0.72,0.65,0.63,0.61,0.68,0.63,0.61,0.61,0.0,0.55,0.52,0.56,0.52,0.53,0.48,0.46,0.47,0.41,0.42,0.41,0.42,0.4,0.35,0.37,0.37,0.39,0.4,0.37,0.37,0.36,0.37,0.31,0.38,0.34,0.36,0.35,0.31,0.33,0.33,0.34,0.33,0.31,0.31,0.32,0.3,0.3,0.32,0.26,0.28,0.26,0.25,0.3,0.26,0.26,0.26,0.27,0.25,0.26,0.25,0.24,0.24,0.23,0.25,0.25,0.24,0.21,0.23,0.23,0.22,0.19,0.22,0.2,0.19,0.23,0.22,0.18,0.22,0.21,0.21,0.2,0.2,0.21,0.19,0.2,0.18,0.0,0.19,0.19,0.18,0.2,0.19,0.2,0.19,0.19,0.19,0.17,0.18,0.16,0.18,0.19,0.18,0.16,0.19,0.17,0.17,0.15,0.16,0.17,0.17,0.16,0.18,0.18,0.16,0.18,0.16,0.16,0.15,0.15,0.18,0.15,0.15,0.14,0.13,0.16,0.16,0.13,0.15,0.16,0.16,0.15,0.15,0.16,0.14,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.16,0.15,0.13,0.13,0.12,0.13,0.13,0.14,0.14,0.15,0.12,0.12,0.0,0.0,0.12,0.0,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.11,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.13,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,74.74000000000001
