,OVV,ANF,DDS,MRO,NUE,UFS,STLD,TDC,VSTO,ADS,AFG,OMI,COF,SYNA,PTEN,AMKR,ARNC,FL,URBN,SEM,JEF,SYF,SNX,NCR,THC,MLHR,CBRE,UCTT,NXST,JBL,EME,AMCX,SCHW,TGT,MHK,URI,OMF,AMG,HCA,HP,IPG,DELL,AN,NWSA,EVR,MAN,BIIB,KBR,ANTM,MTZ,JLL,HIG,JCOM,SF,PRU,LH,UGI,OC,ACHC,RS,ALLY,WRK,PWR,CMC,EQH,AMP,MET,RCII,NVST,BG,HRI,OMC,HPQ,ABG,BKE,CMCSA,AIZ,CYH,MDU,GM,RF,NTAP,R,PHM,CSCO,UNM,RLGY,TDS,SATS,HUM,KSS,CVS,FHI,XRX,QRVO,TSN,ARW,CNX,DAR,HPE,CI,YELP,GLW,BKR,DLX,GHC,CNO,GPI,EXC,WSM,DOX,LAD,SPB,MDRX,FOXA,ENSG,RGA,GMS,ALL,MCK,RBC,GIII,AVT,MU,DGX,MD,TKR,TTMI,INTC,ORI,JW.A,DVA,EPC,UNFI,LKQ,UFPI,LGF.A,VZ,NRG,SJM,BIG,NUS,VNT,T,LEN,CACI,JNPR,PRG,KR,TAP,ACI,THG,MODV,WHR,PBH,CASY,VST,SBGI,MMS,LDOS,NSIT,UNF,HSIC,MANT,DIOD,CTSH,EQC,DY,BCC,MCY,LUMN,FSLR,VTRS,BLDR,TPH,KNX,SAIC,NTGR,FORM,WERN,LILAK,KBH,ZUMZ,CAH,HE,ACA,MUSA,SKLZ,HUBG,SANM,CIEN,PLXS,AES,XPER,PSMT,PPC,SNDR,MTH,REGI,ATGE,SFM,NTCT,ATKR,CCS,HRC,ARCB,MHO,FLGT,PFE,SWBI,MOH,EXLS,TOL,AFL,WDC,FAF,LPX,ABM,LGIH,ORCL,CDW,UNH,DTE,AAWW,EVRG,CINF,TRV,IBM,Y,CNXC,IRM,GTN,COWN,TGNA,VRNT,VMW,ASO,INGR,WY,CHK,OSK,PDCE,DISH,GT,RILY,BCEI,OAS,WLL,COKE,SWX,CXW,MYRG,MEI,SUM
07/23/2021,0.71,0.77,0.81,0.69,0.79,0.82,0.75,0.65,0.62,0.64,0.71,0.71,0.68,0.62,0.52,0.61,0.59,0.57,0.57,0.58,0.63,0.6,0.57,0.59,0.61,0.55,0.59,0.54,0.58,0.58,0.6,0.51,0.57,0.63,0.57,0.57,0.59,0.64,0.62,0.51,0.56,0.55,0.62,0.55,0.54,0.56,0.55,0.59,0.6,0.54,0.56,0.59,0.58,0.56,0.55,0.57,0.56,0.53,0.53,0.55,0.56,0.52,0.54,0.54,0.52,0.54,0.52,0.52,0.51,0.51,0.53,0.52,0.49,0.56,0.45,0.53,0.53,0.5,0.53,0.5,0.49,0.5,0.49,0.48,0.53,0.49,0.46,0.5,0.47,0.54,0.46,0.51,0.49,0.48,0.49,0.49,0.48,0.45,0.48,0.47,0.49,0.44,0.48,0.43,0.45,0.5,0.47,0.5,0.5,0.46,0.48,0.46,0.48,0.45,0.44,0.46,0.45,0.43,0.46,0.46,0.46,0.41,0.45,0.43,0.46,0.42,0.43,0.44,0.44,0.43,0.42,0.44,0.42,0.39,0.44,0.41,0.37,0.44,0.44,0.45,0.39,0.41,0.42,0.42,0.41,0.44,0.43,0.38,0.44,0.4,0.42,0.41,0.39,0.41,0.4,0.41,0.4,0.34,0.4,0.41,0.38,0.38,0.4,0.4,0.37,0.39,0.41,0.34,0.32,0.36,0.36,0.35,0.35,0.35,0.33,0.4,0.37,0.36,0.33,0.35,0.33,0.32,0.29,0.33,0.34,0.29,0.35,0.0,0.3,0.3,0.3,0.28,0.28,0.27,0.28,0.28,0.28,0.0,0.29,0.27,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.70000000000002
07/26/2021,0.73,0.76,0.84,0.68,0.77,0.8,0.73,0.7,0.61,0.64,0.7,0.75,0.68,0.64,0.52,0.62,0.59,0.59,0.57,0.59,0.61,0.59,0.57,0.6,0.65,0.56,0.6,0.6,0.58,0.59,0.59,0.51,0.56,0.62,0.57,0.59,0.59,0.63,0.68,0.51,0.61,0.56,0.69,0.54,0.54,0.53,0.53,0.58,0.57,0.54,0.57,0.56,0.58,0.56,0.55,0.56,0.54,0.53,0.54,0.54,0.58,0.5,0.54,0.54,0.53,0.54,0.53,0.54,0.52,0.51,0.55,0.48,0.49,0.59,0.46,0.52,0.51,0.52,0.51,0.5,0.49,0.49,0.48,0.49,0.52,0.49,0.47,0.5,0.47,0.52,0.47,0.5,0.47,0.49,0.49,0.48,0.49,0.45,0.5,0.47,0.47,0.45,0.48,0.41,0.45,0.5,0.46,0.52,0.48,0.47,0.46,0.49,0.47,0.44,0.45,0.45,0.44,0.44,0.44,0.47,0.44,0.42,0.45,0.43,0.46,0.44,0.43,0.42,0.44,0.43,0.41,0.43,0.41,0.39,0.44,0.42,0.35,0.43,0.43,0.43,0.4,0.4,0.43,0.4,0.42,0.43,0.42,0.38,0.44,0.39,0.43,0.4,0.38,0.4,0.4,0.4,0.38,0.35,0.39,0.4,0.38,0.37,0.4,0.38,0.38,0.38,0.4,0.34,0.32,0.35,0.35,0.35,0.35,0.38,0.34,0.37,0.36,0.35,0.35,0.34,0.34,0.33,0.29,0.34,0.33,0.29,0.34,0.0,0.29,0.3,0.29,0.28,0.27,0.28,0.27,0.27,0.27,0.27,0.29,0.27,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.62
07/27/2021,0.73,0.76,0.84,0.68,0.77,0.8,0.73,0.7,0.61,0.64,0.7,0.75,0.68,0.64,0.52,0.62,0.59,0.59,0.57,0.59,0.61,0.59,0.57,0.6,0.65,0.56,0.6,0.6,0.58,0.59,0.59,0.51,0.56,0.62,0.57,0.59,0.59,0.63,0.68,0.51,0.61,0.56,0.69,0.54,0.54,0.53,0.53,0.58,0.57,0.54,0.57,0.56,0.58,0.56,0.55,0.56,0.54,0.53,0.54,0.54,0.58,0.5,0.54,0.54,0.53,0.54,0.53,0.54,0.52,0.51,0.55,0.48,0.49,0.59,0.46,0.52,0.51,0.52,0.51,0.5,0.49,0.49,0.48,0.49,0.52,0.49,0.47,0.5,0.47,0.52,0.47,0.5,0.47,0.49,0.49,0.48,0.49,0.45,0.5,0.47,0.47,0.45,0.48,0.41,0.45,0.5,0.46,0.52,0.48,0.47,0.46,0.49,0.47,0.44,0.45,0.45,0.44,0.44,0.44,0.47,0.44,0.42,0.45,0.43,0.46,0.44,0.43,0.42,0.44,0.43,0.41,0.43,0.41,0.39,0.44,0.42,0.35,0.43,0.43,0.43,0.4,0.4,0.43,0.4,0.42,0.43,0.42,0.38,0.44,0.39,0.43,0.4,0.38,0.4,0.4,0.4,0.38,0.35,0.39,0.4,0.38,0.37,0.4,0.38,0.38,0.38,0.4,0.34,0.32,0.35,0.35,0.35,0.35,0.38,0.34,0.37,0.36,0.35,0.35,0.34,0.34,0.33,0.29,0.34,0.33,0.29,0.34,0.0,0.29,0.3,0.29,0.28,0.27,0.28,0.27,0.27,0.27,0.27,0.29,0.27,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.62
07/28/2021,0.74,0.74,0.84,0.67,0.79,0.81,0.73,0.71,0.61,0.63,0.69,0.75,0.68,0.63,0.49,0.62,0.59,0.59,0.56,0.58,0.6,0.59,0.59,0.59,0.65,0.56,0.61,0.6,0.58,0.59,0.59,0.48,0.55,0.64,0.58,0.59,0.6,0.63,0.69,0.5,0.62,0.57,0.69,0.55,0.55,0.54,0.54,0.59,0.57,0.54,0.59,0.56,0.59,0.56,0.54,0.57,0.55,0.53,0.54,0.55,0.57,0.5,0.54,0.54,0.52,0.54,0.52,0.56,0.51,0.51,0.56,0.47,0.49,0.59,0.45,0.53,0.52,0.47,0.52,0.48,0.49,0.49,0.5,0.5,0.53,0.49,0.47,0.51,0.46,0.53,0.45,0.51,0.47,0.49,0.5,0.48,0.49,0.44,0.49,0.47,0.48,0.46,0.49,0.42,0.45,0.49,0.46,0.51,0.49,0.46,0.46,0.5,0.48,0.44,0.45,0.45,0.43,0.45,0.45,0.48,0.45,0.41,0.45,0.43,0.47,0.43,0.43,0.43,0.42,0.43,0.41,0.43,0.41,0.38,0.44,0.42,0.32,0.43,0.44,0.43,0.4,0.4,0.43,0.41,0.43,0.44,0.42,0.39,0.44,0.38,0.42,0.39,0.38,0.4,0.4,0.4,0.4,0.35,0.4,0.41,0.38,0.37,0.4,0.39,0.38,0.39,0.39,0.34,0.32,0.36,0.35,0.34,0.35,0.39,0.37,0.38,0.36,0.32,0.35,0.34,0.34,0.34,0.29,0.34,0.34,0.29,0.34,0.0,0.3,0.3,0.3,0.28,0.27,0.28,0.27,0.28,0.27,0.28,0.27,0.27,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.79
07/29/2021,0.75,0.74,0.85,0.68,0.81,0.8,0.75,0.73,0.6,0.63,0.69,0.75,0.68,0.63,0.52,0.62,0.6,0.58,0.57,0.57,0.6,0.59,0.59,0.59,0.64,0.56,0.62,0.59,0.58,0.59,0.59,0.49,0.55,0.63,0.57,0.6,0.58,0.63,0.67,0.52,0.62,0.57,0.68,0.54,0.55,0.55,0.54,0.58,0.56,0.53,0.6,0.56,0.59,0.56,0.55,0.56,0.55,0.52,0.54,0.55,0.57,0.51,0.53,0.55,0.52,0.54,0.52,0.55,0.51,0.5,0.57,0.48,0.49,0.58,0.46,0.53,0.52,0.49,0.51,0.49,0.49,0.49,0.49,0.49,0.53,0.49,0.47,0.51,0.46,0.52,0.46,0.5,0.47,0.49,0.49,0.47,0.49,0.45,0.49,0.48,0.46,0.46,0.48,0.43,0.45,0.49,0.46,0.49,0.49,0.46,0.46,0.49,0.49,0.43,0.45,0.44,0.43,0.45,0.45,0.48,0.46,0.42,0.45,0.43,0.47,0.43,0.43,0.42,0.43,0.43,0.42,0.43,0.42,0.38,0.44,0.43,0.33,0.43,0.43,0.43,0.4,0.4,0.43,0.41,0.42,0.44,0.42,0.39,0.43,0.39,0.42,0.39,0.38,0.4,0.4,0.4,0.4,0.35,0.4,0.4,0.38,0.37,0.4,0.38,0.38,0.38,0.39,0.34,0.32,0.35,0.35,0.33,0.35,0.37,0.37,0.39,0.36,0.32,0.34,0.34,0.34,0.33,0.29,0.34,0.34,0.29,0.35,0.0,0.3,0.3,0.3,0.28,0.27,0.27,0.27,0.28,0.27,0.28,0.27,0.26,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.71
07/30/2021,0.75,0.74,0.85,0.68,0.81,0.8,0.75,0.73,0.6,0.63,0.69,0.75,0.68,0.63,0.52,0.62,0.6,0.58,0.57,0.57,0.6,0.59,0.59,0.59,0.64,0.56,0.62,0.59,0.58,0.59,0.59,0.49,0.55,0.63,0.57,0.6,0.58,0.63,0.67,0.52,0.62,0.57,0.68,0.54,0.55,0.55,0.54,0.58,0.56,0.53,0.6,0.56,0.59,0.56,0.55,0.56,0.55,0.52,0.54,0.55,0.57,0.51,0.53,0.55,0.52,0.54,0.52,0.55,0.51,0.5,0.57,0.48,0.49,0.58,0.46,0.53,0.52,0.49,0.51,0.49,0.49,0.49,0.49,0.49,0.53,0.49,0.47,0.51,0.46,0.52,0.46,0.5,0.47,0.49,0.49,0.47,0.49,0.45,0.49,0.48,0.46,0.46,0.48,0.43,0.45,0.49,0.46,0.49,0.49,0.46,0.46,0.49,0.49,0.43,0.45,0.44,0.43,0.45,0.45,0.48,0.46,0.42,0.45,0.43,0.47,0.43,0.43,0.42,0.43,0.43,0.42,0.43,0.42,0.38,0.44,0.43,0.33,0.43,0.43,0.43,0.4,0.4,0.43,0.41,0.42,0.44,0.42,0.39,0.43,0.39,0.42,0.39,0.38,0.4,0.4,0.4,0.4,0.35,0.4,0.4,0.38,0.37,0.4,0.38,0.38,0.38,0.39,0.34,0.32,0.35,0.35,0.33,0.35,0.37,0.37,0.39,0.36,0.32,0.34,0.34,0.34,0.33,0.29,0.34,0.34,0.29,0.35,0.0,0.3,0.3,0.3,0.28,0.27,0.27,0.27,0.28,0.27,0.28,0.27,0.26,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.71
08/02/2021,0.7,0.71,0.84,0.68,0.83,0.8,0.75,0.73,0.6,0.63,0.68,0.72,0.68,0.62,0.51,0.66,0.61,0.57,0.55,0.57,0.6,0.59,0.59,0.59,0.64,0.55,0.63,0.59,0.59,0.6,0.6,0.48,0.55,0.63,0.57,0.59,0.59,0.58,0.68,0.52,0.62,0.56,0.68,0.54,0.53,0.56,0.55,0.58,0.56,0.54,0.62,0.55,0.6,0.57,0.55,0.57,0.55,0.53,0.54,0.55,0.56,0.51,0.54,0.55,0.52,0.54,0.51,0.56,0.52,0.53,0.57,0.47,0.49,0.58,0.44,0.52,0.52,0.47,0.53,0.49,0.49,0.49,0.49,0.48,0.52,0.49,0.49,0.5,0.45,0.49,0.45,0.5,0.46,0.5,0.49,0.48,0.49,0.45,0.5,0.48,0.46,0.46,0.48,0.43,0.44,0.49,0.46,0.49,0.49,0.46,0.46,0.5,0.48,0.43,0.45,0.45,0.43,0.45,0.45,0.48,0.46,0.41,0.45,0.42,0.47,0.44,0.43,0.43,0.42,0.42,0.43,0.43,0.42,0.39,0.43,0.42,0.32,0.43,0.44,0.43,0.39,0.4,0.41,0.41,0.42,0.44,0.41,0.39,0.44,0.38,0.43,0.39,0.38,0.4,0.4,0.4,0.41,0.35,0.39,0.4,0.38,0.37,0.41,0.38,0.38,0.39,0.39,0.34,0.32,0.35,0.35,0.34,0.36,0.37,0.38,0.38,0.36,0.31,0.35,0.34,0.34,0.33,0.28,0.34,0.34,0.3,0.35,0.0,0.29,0.3,0.3,0.28,0.27,0.27,0.27,0.29,0.27,0.28,0.27,0.27,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.59
08/03/2021,0.7,0.71,0.84,0.68,0.83,0.8,0.75,0.73,0.6,0.63,0.68,0.72,0.68,0.62,0.51,0.66,0.61,0.57,0.55,0.57,0.6,0.59,0.59,0.59,0.64,0.55,0.63,0.59,0.59,0.6,0.6,0.48,0.55,0.63,0.57,0.59,0.59,0.58,0.68,0.52,0.62,0.56,0.68,0.54,0.53,0.56,0.55,0.58,0.56,0.54,0.62,0.55,0.6,0.57,0.55,0.57,0.55,0.53,0.54,0.55,0.56,0.51,0.54,0.55,0.52,0.54,0.51,0.56,0.52,0.53,0.57,0.47,0.49,0.58,0.44,0.52,0.52,0.47,0.53,0.49,0.49,0.49,0.49,0.48,0.52,0.49,0.49,0.5,0.45,0.49,0.45,0.5,0.46,0.5,0.49,0.48,0.49,0.45,0.5,0.48,0.46,0.46,0.48,0.43,0.44,0.49,0.46,0.49,0.49,0.46,0.46,0.5,0.48,0.43,0.45,0.45,0.43,0.45,0.45,0.48,0.46,0.41,0.45,0.42,0.47,0.44,0.43,0.43,0.42,0.42,0.43,0.43,0.42,0.39,0.43,0.42,0.32,0.43,0.44,0.43,0.39,0.4,0.41,0.41,0.42,0.44,0.41,0.39,0.44,0.38,0.43,0.39,0.38,0.4,0.4,0.4,0.41,0.35,0.39,0.4,0.38,0.37,0.41,0.38,0.38,0.39,0.39,0.34,0.32,0.35,0.35,0.34,0.36,0.37,0.38,0.38,0.36,0.31,0.35,0.34,0.34,0.33,0.28,0.34,0.34,0.3,0.35,0.0,0.29,0.3,0.3,0.28,0.27,0.27,0.27,0.29,0.27,0.28,0.27,0.27,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.59
08/04/2021,0.7,0.71,0.84,0.68,0.83,0.8,0.75,0.73,0.6,0.63,0.68,0.72,0.68,0.62,0.51,0.66,0.61,0.57,0.55,0.57,0.6,0.59,0.59,0.59,0.64,0.55,0.63,0.59,0.59,0.6,0.6,0.48,0.55,0.63,0.57,0.59,0.59,0.58,0.68,0.52,0.62,0.56,0.68,0.54,0.53,0.56,0.55,0.58,0.56,0.54,0.62,0.55,0.6,0.57,0.55,0.57,0.55,0.53,0.54,0.55,0.56,0.51,0.54,0.55,0.52,0.54,0.51,0.56,0.52,0.53,0.57,0.47,0.49,0.58,0.44,0.52,0.52,0.47,0.53,0.49,0.49,0.49,0.49,0.48,0.52,0.49,0.49,0.5,0.45,0.49,0.45,0.5,0.46,0.5,0.49,0.48,0.49,0.45,0.5,0.48,0.46,0.46,0.48,0.43,0.44,0.49,0.46,0.49,0.49,0.46,0.46,0.5,0.48,0.43,0.45,0.45,0.43,0.45,0.45,0.48,0.46,0.41,0.45,0.42,0.47,0.44,0.43,0.43,0.42,0.42,0.43,0.43,0.42,0.39,0.43,0.42,0.32,0.43,0.44,0.43,0.39,0.4,0.41,0.41,0.42,0.44,0.41,0.39,0.44,0.38,0.43,0.39,0.38,0.4,0.4,0.4,0.41,0.35,0.39,0.4,0.38,0.37,0.41,0.38,0.38,0.39,0.39,0.34,0.32,0.35,0.35,0.34,0.36,0.37,0.38,0.38,0.36,0.31,0.35,0.34,0.34,0.33,0.28,0.34,0.34,0.3,0.35,0.0,0.29,0.3,0.3,0.28,0.27,0.27,0.27,0.29,0.27,0.28,0.27,0.27,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.59
08/05/2021,0.7,0.71,0.84,0.68,0.83,0.8,0.75,0.73,0.6,0.63,0.68,0.72,0.68,0.62,0.51,0.66,0.61,0.57,0.55,0.57,0.6,0.59,0.59,0.59,0.64,0.55,0.63,0.59,0.59,0.6,0.6,0.48,0.55,0.63,0.57,0.59,0.59,0.58,0.68,0.52,0.62,0.56,0.68,0.54,0.53,0.56,0.55,0.58,0.56,0.54,0.62,0.55,0.6,0.57,0.55,0.57,0.55,0.53,0.54,0.55,0.56,0.51,0.54,0.55,0.52,0.54,0.51,0.56,0.52,0.53,0.57,0.47,0.49,0.58,0.44,0.52,0.52,0.47,0.53,0.49,0.49,0.49,0.49,0.48,0.52,0.49,0.49,0.5,0.45,0.49,0.45,0.5,0.46,0.5,0.49,0.48,0.49,0.45,0.5,0.48,0.46,0.46,0.48,0.43,0.44,0.49,0.46,0.49,0.49,0.46,0.46,0.5,0.48,0.43,0.45,0.45,0.43,0.45,0.45,0.48,0.46,0.41,0.45,0.42,0.47,0.44,0.43,0.43,0.42,0.42,0.43,0.43,0.42,0.39,0.43,0.42,0.32,0.43,0.44,0.43,0.39,0.4,0.41,0.41,0.42,0.44,0.41,0.39,0.44,0.38,0.43,0.39,0.38,0.4,0.4,0.4,0.41,0.35,0.39,0.4,0.38,0.37,0.41,0.38,0.38,0.39,0.39,0.34,0.32,0.35,0.35,0.34,0.36,0.37,0.38,0.38,0.36,0.31,0.35,0.34,0.34,0.33,0.28,0.34,0.34,0.3,0.35,0.0,0.29,0.3,0.3,0.28,0.27,0.27,0.27,0.29,0.27,0.28,0.27,0.27,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.59
08/06/2021,0.45,0.48,0.47,0.41,0.54,0.0,0.52,0.5,0.55,0.46,0.5,0.45,0.49,0.49,0.0,0.56,0.0,0.47,0.49,0.5,0.51,0.49,0.5,0.48,0.5,0.49,0.53,0.45,0.5,0.52,0.49,0.43,0.0,0.5,0.51,0.0,0.5,0.47,0.51,0.0,0.5,0.5,0.51,0.48,0.47,0.51,0.0,0.49,0.52,0.5,0.52,0.52,0.49,0.49,0.0,0.53,0.5,0.51,0.51,0.51,0.48,0.49,0.0,0.5,0.0,0.0,0.5,0.0,0.52,0.0,0.5,0.49,0.51,0.46,0.49,0.49,0.5,0.45,0.51,0.0,0.0,0.51,0.51,0.51,0.5,0.0,0.48,0.43,0.49,0.45,0.45,0.5,0.47,0.51,0.0,0.5,0.52,0.0,0.0,0.51,0.51,0.42,0.48,0.0,0.33,0.5,0.0,0.5,0.0,0.5,0.48,0.0,0.46,0.45,0.47,0.0,0.45,0.43,0.49,0.0,0.0,0.33,0.51,0.0,0.52,0.44,0.0,0.5,0.49,0.5,0.52,0.0,0.42,0.4,0.5,0.0,0.46,0.49,0.0,0.5,0.46,0.41,0.0,0.49,0.52,0.47,0.52,0.37,0.53,0.39,0.57,0.41,0.33,0.4,0.34,0.41,0.0,0.0,0.49,0.36,0.5,0.0,0.41,0.3,0.4,0.53,0.0,0.0,0.52,0.49,0.49,0.0,0.0,0.0,0.53,0.5,0.35,0.0,0.0,0.51,0.0,0.0,0.29,0.0,0.5,0.0,0.35,0.0,0.31,0.41,0.51,0.29,0.0,0.28,0.0,0.0,0.28,0.32,0.0,0.0,0.49,0.0,0.57,0.57,0.56,0.55,0.55,0.54,0.54,0.53,0.53,0.53,0.52,0.51,0.51,0.51,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.48,0.48,0.47,0.46,0.45,0.44,0.43,0.39,0.29,95.4
08/09/2021,0.45,0.45,0.46,0.42,0.52,0.0,0.5,0.5,0.54,0.46,0.52,0.41,0.5,0.48,0.0,0.59,0.0,0.46,0.5,0.5,0.52,0.51,0.51,0.44,0.48,0.48,0.55,0.46,0.52,0.51,0.49,0.45,0.0,0.5,0.52,0.0,0.48,0.48,0.5,0.0,0.51,0.51,0.51,0.5,0.48,0.51,0.0,0.48,0.49,0.5,0.59,0.53,0.49,0.5,0.0,0.53,0.51,0.51,0.5,0.49,0.49,0.49,0.0,0.5,0.0,0.0,0.5,0.0,0.49,0.0,0.5,0.5,0.51,0.45,0.48,0.49,0.51,0.43,0.51,0.0,0.0,0.52,0.5,0.5,0.5,0.0,0.49,0.42,0.51,0.44,0.45,0.48,0.47,0.49,0.0,0.49,0.51,0.0,0.0,0.51,0.45,0.43,0.47,0.0,0.32,0.49,0.0,0.5,0.0,0.5,0.49,0.0,0.45,0.44,0.51,0.0,0.49,0.43,0.49,0.0,0.0,0.33,0.51,0.0,0.53,0.45,0.0,0.51,0.49,0.5,0.51,0.0,0.44,0.41,0.49,0.0,0.47,0.49,0.0,0.49,0.45,0.42,0.0,0.49,0.52,0.47,0.51,0.39,0.52,0.38,0.56,0.41,0.34,0.4,0.37,0.41,0.0,0.0,0.47,0.36,0.5,0.0,0.4,0.3,0.42,0.53,0.0,0.0,0.53,0.48,0.45,0.0,0.0,0.0,0.52,0.5,0.34,0.0,0.0,0.5,0.0,0.0,0.28,0.0,0.5,0.0,0.36,0.0,0.29,0.41,0.5,0.28,0.0,0.28,0.0,0.0,0.28,0.31,0.0,0.0,0.49,0.0,0.59,0.57,0.55,0.56,0.54,0.6,0.53,0.54,0.52,0.52,0.52,0.51,0.52,0.52,0.51,0.5,0.49,0.51,0.52,0.49,0.51,0.53,0.51,0.5,0.5,0.5,0.51,0.52,0.5,0.51,0.51,0.51,0.5,0.5,0.47,0.48,0.49,0.49,0.47,0.46,0.49,0.47,0.5,0.47,0.47,0.46,0.45,0.44,0.44,0.4,0.29,95.39
