,MGM,HUBS,RGEN,SBNY,TWLO,BSY,USFD,TECH,EXPE,XPO,VEEV,MIDD,FICO,CGNX,HRI,CPRI,CFX,ROLL,INMD,ALGN,KLAC,CVNA,TXG,NTRA,MGNI,HQY,HLIO,ABMD,PENN,CAT,GNRC,APTV,BILL,PRLB,Cash,TLS,ASO,IDXX,ROKU,SKT,PINS,688065.SS,CHX,IT,ETN,CME,ENPH,OLED,CPRT,USPH,POOL,SoFi Technologies Inc Ordinary Shares,SHOP,ZI,ZM,TWST,AVLR,DDOG,LPSN,DOCU,AFRM,PLTR,Z,DOCN,ZS,XM,NIO,n/a,ASAN,NVDA,UPST,CHWY,SOFI,FTCH,RH,REAL,SUM
07/23/2021,4.02,4.01,3.62,3.58,3.47,3.05,3.05,2.97,2.87,2.86,2.83,2.72,2.69,2.65,2.63,2.59,2.59,2.54,0.0,2.5,2.41,2.39,2.39,2.3,2.24,2.23,2.2,2.19,2.18,2.07,2.05,1.89,1.77,1.73,1.72,1.69,1.59,1.51,1.5,1.34,0.88,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
07/26/2021,4.02,4.01,3.62,3.58,3.47,3.05,3.05,2.97,2.87,2.86,2.83,2.72,2.69,2.65,2.63,2.59,2.59,2.54,0.0,2.5,2.41,2.39,2.39,2.3,2.24,2.23,2.2,2.19,2.18,2.07,2.05,1.89,1.77,1.73,1.72,1.69,1.59,1.51,1.5,1.34,0.88,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
07/27/2021,4.02,4.01,3.62,3.58,3.47,3.05,3.05,2.97,2.87,2.86,2.83,2.72,2.69,2.65,2.63,2.59,2.59,2.54,0.0,2.5,2.41,2.39,2.39,2.3,2.24,2.23,2.2,2.19,2.18,2.07,2.05,1.89,1.77,1.73,1.72,1.69,1.59,1.51,1.5,1.34,0.88,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
07/28/2021,4.02,4.01,3.62,3.58,3.47,3.05,3.05,2.97,2.87,2.86,2.83,2.72,2.69,2.65,2.63,2.59,2.59,2.54,0.0,2.5,2.41,2.39,2.39,2.3,2.24,2.23,2.2,2.19,2.18,2.07,2.05,1.89,1.77,1.73,1.72,1.69,1.59,1.51,1.5,1.34,0.88,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
07/29/2021,4.02,4.01,3.62,3.58,3.47,3.05,3.05,2.97,2.87,2.86,2.83,2.72,2.69,2.65,2.63,2.59,2.59,2.54,0.0,2.5,2.41,2.39,2.39,2.3,2.24,2.23,2.2,2.19,2.18,2.07,2.05,1.89,1.77,1.73,1.72,1.69,1.59,1.51,1.5,1.34,0.88,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
07/30/2021,4.02,4.01,3.62,3.58,3.47,3.05,3.05,2.97,2.87,2.86,2.83,2.72,2.69,2.65,2.63,2.59,2.59,2.54,0.0,2.5,2.41,2.39,2.39,2.3,2.24,2.23,2.2,2.19,2.18,2.07,2.05,1.89,1.77,1.73,1.72,1.69,1.59,1.51,1.5,1.34,0.88,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/02/2021,4.02,4.01,3.62,3.58,3.47,3.05,3.05,2.97,2.87,2.86,2.83,2.72,2.69,2.65,2.63,2.59,2.59,2.54,0.0,2.5,2.41,2.39,2.39,2.3,2.24,2.23,2.2,2.19,2.18,2.07,2.05,1.89,1.77,1.73,1.72,1.69,1.59,1.51,1.5,1.34,0.88,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/03/2021,4.02,4.01,3.62,3.58,3.47,3.05,3.05,2.97,2.87,2.86,2.83,2.72,2.69,2.65,2.63,2.59,2.59,2.54,0.0,2.5,2.41,2.39,2.39,2.3,2.24,2.23,2.2,2.19,2.18,2.07,2.05,1.89,1.77,1.73,1.72,1.69,1.59,1.51,1.5,1.34,0.88,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/04/2021,4.02,4.01,3.62,3.58,3.47,3.05,3.05,2.97,2.87,2.86,2.83,2.72,2.69,2.65,2.63,2.59,2.59,2.54,0.0,2.5,2.41,2.39,2.39,2.3,2.24,2.23,2.2,2.19,2.18,2.07,2.05,1.89,1.77,1.73,1.72,1.69,1.59,1.51,1.5,1.34,0.88,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/05/2021,4.02,4.01,3.62,3.58,3.47,3.05,3.05,2.97,2.87,2.86,2.83,2.72,2.69,2.65,2.63,2.59,2.59,2.54,0.0,2.5,2.41,2.39,2.39,2.3,2.24,2.23,2.2,2.19,2.18,2.07,2.05,1.89,1.77,1.73,1.72,1.69,1.59,1.51,1.5,1.34,0.88,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/06/2021,4.39,3.48,3.04,3.88,0.0,3.22,2.97,2.99,2.99,3.13,2.79,1.58,2.0,2.53,3.18,2.76,2.62,2.58,2.59,2.07,0.0,1.19,0.0,0.0,0.0,2.53,2.24,2.01,1.57,2.27,2.15,1.83,0.0,0.0,6.94,0.0,1.95,0.0,1.57,1.4,0.0,0.0,2.92,2.79,2.0,1.96,1.92,1.85,1.16,1.14,1.12,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/07/2021,0.0,4.32,4.02,0.0,2.62,0.0,0.0,3.37,0.0,2.82,3.68,1.58,0.0,0.0,2.93,0.0,2.57,0.0,2.71,0.0,0.0,0.04,2.79,2.64,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.3,0.0,0.0,0.0,0.0,2.08,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,4.13,3.75,2.99,2.94,2.68,2.5,2.46,2.06,2.06,2.04,1.99,1.98,1.97,1.89,1.88,1.87,1.79,1.76,1.65,1.62,1.54,1.53,1.48,1.32,100.02
09/08/2021,0.0,4.32,4.02,0.0,2.62,0.0,0.0,3.37,0.0,2.82,3.68,1.58,0.0,0.0,2.93,0.0,2.57,0.0,2.71,0.0,0.0,0.04,2.79,2.64,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.3,0.0,0.0,0.0,0.0,2.08,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,4.13,3.75,2.99,2.94,2.68,2.5,2.46,2.06,2.06,2.04,1.99,1.98,1.97,1.89,1.88,1.87,1.79,1.76,1.65,1.62,1.54,1.53,1.48,1.32,100.02
09/09/2021,0.0,4.32,4.02,0.0,2.62,0.0,0.0,3.37,0.0,2.82,3.68,1.58,0.0,0.0,2.93,0.0,2.57,0.0,2.71,0.0,0.0,0.04,2.79,2.64,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.3,0.0,0.0,0.0,0.0,2.08,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,4.13,3.75,2.99,2.94,2.68,2.5,2.46,2.06,2.06,2.04,1.99,1.98,1.97,1.89,1.88,1.87,1.79,1.76,1.65,1.62,1.54,1.53,1.48,1.32,100.02
09/10/2021,0.0,4.32,4.02,0.0,2.62,0.0,0.0,3.37,0.0,2.82,3.68,1.58,0.0,0.0,2.93,0.0,2.57,0.0,2.71,0.0,0.0,0.04,2.79,2.64,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.3,0.0,0.0,0.0,0.0,2.08,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,4.13,3.75,2.99,2.94,2.68,2.5,2.46,2.06,2.06,2.04,1.99,1.98,1.97,1.89,1.88,1.87,1.79,1.76,1.65,1.62,1.54,1.53,1.48,1.32,100.02
09/13/2021,0.0,4.32,4.02,0.0,2.62,0.0,0.0,3.37,0.0,2.82,3.68,1.58,0.0,0.0,2.93,0.0,2.57,0.0,2.71,0.0,0.0,0.04,2.79,2.64,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.3,0.0,0.0,0.0,0.0,2.08,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,4.13,3.75,2.99,2.94,2.68,2.5,2.46,2.06,2.06,2.04,1.99,1.98,1.97,1.89,1.88,1.87,1.79,1.76,1.65,1.62,1.54,1.53,1.48,1.32,100.02
09/14/2021,0.0,4.32,4.02,0.0,2.62,0.0,0.0,3.37,0.0,2.82,3.68,1.58,0.0,0.0,2.93,0.0,2.57,0.0,2.71,0.0,0.0,0.04,2.79,2.64,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.3,0.0,0.0,0.0,0.0,2.08,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,4.13,3.75,2.99,2.94,2.68,2.5,2.46,2.06,2.06,2.04,1.99,1.98,1.97,1.89,1.88,1.87,1.79,1.76,1.65,1.62,1.54,1.53,1.48,1.32,100.02
09/15/2021,0.0,4.32,4.02,0.0,2.62,0.0,0.0,3.37,0.0,2.82,3.68,1.58,0.0,0.0,2.93,0.0,2.57,0.0,2.71,0.0,0.0,0.04,2.79,2.64,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.3,0.0,0.0,0.0,0.0,2.08,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,4.13,3.75,2.99,2.94,2.68,2.5,2.46,2.06,2.06,2.04,1.99,1.98,1.97,1.89,1.88,1.87,1.79,1.76,1.65,1.62,1.54,1.53,1.48,1.32,100.02
09/16/2021,0.0,4.32,4.02,0.0,2.62,0.0,0.0,3.37,0.0,2.82,3.68,1.58,0.0,0.0,2.93,0.0,2.57,0.0,2.71,0.0,0.0,0.04,2.79,2.64,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.3,0.0,0.0,0.0,0.0,2.08,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,4.13,3.75,2.99,2.94,2.68,2.5,2.46,2.06,2.06,2.04,1.99,1.98,1.97,1.89,1.88,1.87,1.79,1.76,1.65,1.62,1.54,1.53,1.48,1.32,100.02
