,STLD,OC,EWBC,JLL,UGI,RS,LEA,Y,FHN,ACM,SBNY,OHI,KSS,AFG,OSK,NNN,ARW,CPRI,AIRC,TRGP,RGA,JBL,KRC,MPW,THC,CPT,ORI,HOG,NVST,AMG,MOH,FAF,XPO,OGE,SKX,JEF,SON,BRX,VAC,JHG,EME,PNFP,PB,POST,DKS,OLN,FL,SNV,MDU,MAN,BJ,INGR,CFR,NCR,AYI,X,THO,MTZ,CIEN,SRC,SLG,STOR,CUZ,DEI,AEO,VNT,CFX,CDAY,KBR,WTRG,VLY,AN,FLS,HXL,NYCB,JBLU,NVT,ADS,OZK,IDA,LII,THG,CIT,SNX,UTHR,UBSI,MTG,GT,CR,NFG,HIW,HFC,SIGI,HE,AGCO,PK,LAMR,STL,WBS,CASY,RPM,HRC,CRI,BLDR,ITT,NDSN,KMPR,HRB,CSL,WTFC,HPP,AVNT,COHR,BKH,LSI,ACC,PII,UNVR,DCI,ADNT,SRCL,CAR,R,EPR,SF,JWN,OGS,LIVN,CBSH,SBRA,DOC,HUBB,WRI,MIDD,FNB,XEC,XRX,NJR,SWX,UMBF,AVT,SR,HWC,SAFM,WEX,SCI,CMC,EQT,KEX,KBH,SEIC,EHC,WSO,HOMB,ATR,ALE,TOL,JBGS,ACHC,CBRL,NUVA,DTM WI,BC,CACI,WWD,CNXC,BOH,TDC,DAN,MUSA,PACW,NAVI,MUR,TMHC,FR,GNTX,VSAT,CBT,OFC,REXR,RNR,G,TCBI,RGLD,SAIC,ASB,NWE,TNL,RYN,GATX,WH,CW,FCFS,CNO,NATI,AZPN,CC,ASH,CDK,PEB,SFM,MAC,VSH,EGP,FLO,MLHR,KMT,VMI,RBC,GME,GXO WI,CLH,SYNA,CATY,DTM,GXO,LPX,PFGC,SUM
07/23/2021,0.97,0.79,0.8,0.82,0.79,0.78,0.75,0.75,0.7,0.73,0.72,0.72,0.64,0.72,0.66,0.71,0.68,0.62,0.66,0.6,0.61,0.61,0.61,0.62,0.62,0.62,0.56,0.55,0.54,0.57,0.56,0.57,0.57,0.56,0.54,0.54,0.54,0.55,0.52,0.55,0.54,0.54,0.52,0.51,0.53,0.5,0.48,0.5,0.52,0.48,0.55,0.48,0.48,0.47,0.49,0.49,0.51,0.46,0.44,0.47,0.44,0.46,0.48,0.46,0.43,0.45,0.43,0.43,0.45,0.44,0.42,0.51,0.44,0.39,0.43,0.4,0.42,0.4,0.39,0.43,0.38,0.39,0.38,0.39,0.39,0.38,0.37,0.36,0.37,0.38,0.4,0.34,0.39,0.39,0.36,0.36,0.37,0.34,0.35,0.37,0.35,0.37,0.35,0.36,0.37,0.37,0.34,0.36,0.35,0.33,0.35,0.35,0.34,0.35,0.34,0.35,0.34,0.33,0.34,0.31,0.32,0.31,0.31,0.33,0.32,0.3,0.32,0.32,0.33,0.33,0.33,0.35,0.32,0.33,0.3,0.28,0.3,0.31,0.34,0.31,0.32,0.3,0.3,0.3,0.29,0.32,0.3,0.28,0.29,0.3,0.3,0.29,0.29,0.27,0.29,0.3,0.28,0.3,0.28,0.28,0.27,0.33,0.28,0.29,0.27,0.28,0.27,0.26,0.28,0.29,0.27,0.3,0.0,0.25,0.29,0.27,0.28,0.0,0.27,0.27,0.26,0.27,0.25,0.26,0.26,0.24,0.26,0.24,0.25,0.26,0.0,0.25,0.25,0.25,0.25,0.25,0.24,0.25,0.0,0.0,0.25,0.0,0.0,0.24,0.24,0.27,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.88
07/26/2021,0.97,0.8,0.81,0.83,0.77,0.78,0.75,0.75,0.71,0.74,0.73,0.71,0.65,0.72,0.67,0.7,0.69,0.63,0.65,0.61,0.61,0.61,0.61,0.61,0.62,0.61,0.56,0.51,0.55,0.57,0.56,0.56,0.57,0.54,0.55,0.54,0.53,0.55,0.54,0.56,0.54,0.55,0.52,0.5,0.54,0.51,0.49,0.51,0.51,0.48,0.55,0.48,0.48,0.48,0.49,0.5,0.51,0.46,0.44,0.46,0.44,0.46,0.48,0.47,0.43,0.45,0.44,0.42,0.45,0.43,0.43,0.51,0.44,0.4,0.42,0.41,0.42,0.4,0.4,0.42,0.37,0.39,0.39,0.39,0.38,0.38,0.38,0.36,0.37,0.37,0.41,0.35,0.38,0.38,0.37,0.37,0.37,0.34,0.35,0.36,0.35,0.37,0.35,0.38,0.37,0.36,0.34,0.35,0.35,0.33,0.35,0.35,0.34,0.34,0.33,0.34,0.33,0.33,0.34,0.31,0.32,0.32,0.31,0.33,0.32,0.3,0.32,0.33,0.32,0.33,0.33,0.35,0.32,0.33,0.3,0.29,0.31,0.3,0.33,0.31,0.32,0.3,0.31,0.29,0.3,0.31,0.3,0.29,0.29,0.3,0.3,0.28,0.29,0.27,0.28,0.29,0.28,0.3,0.28,0.27,0.27,0.33,0.28,0.29,0.27,0.28,0.27,0.27,0.28,0.29,0.28,0.3,0.25,0.26,0.28,0.26,0.28,0.24,0.27,0.27,0.26,0.27,0.26,0.26,0.25,0.24,0.25,0.25,0.25,0.26,0.24,0.24,0.26,0.25,0.25,0.25,0.0,0.25,0.0,0.25,0.24,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.91
07/27/2021,0.97,0.79,0.85,0.85,0.78,0.78,0.75,0.75,0.7,0.74,0.73,0.72,0.64,0.72,0.67,0.7,0.68,0.62,0.66,0.62,0.6,0.61,0.6,0.62,0.61,0.62,0.57,0.5,0.55,0.57,0.57,0.59,0.56,0.55,0.56,0.54,0.52,0.54,0.54,0.56,0.53,0.54,0.52,0.5,0.54,0.51,0.49,0.5,0.51,0.49,0.56,0.48,0.48,0.48,0.49,0.51,0.51,0.46,0.44,0.46,0.43,0.45,0.48,0.45,0.43,0.45,0.44,0.44,0.45,0.43,0.42,0.52,0.44,0.39,0.42,0.41,0.42,0.4,0.39,0.43,0.37,0.39,0.38,0.39,0.4,0.37,0.37,0.36,0.37,0.38,0.4,0.34,0.38,0.38,0.36,0.36,0.36,0.34,0.35,0.36,0.35,0.38,0.35,0.39,0.37,0.37,0.34,0.36,0.35,0.33,0.34,0.35,0.34,0.34,0.34,0.34,0.34,0.32,0.34,0.31,0.32,0.33,0.32,0.32,0.32,0.29,0.32,0.33,0.32,0.32,0.33,0.35,0.31,0.33,0.3,0.28,0.31,0.31,0.33,0.31,0.32,0.29,0.3,0.3,0.3,0.32,0.3,0.29,0.29,0.3,0.29,0.28,0.3,0.27,0.28,0.29,0.29,0.3,0.28,0.27,0.27,0.33,0.28,0.29,0.27,0.28,0.27,0.28,0.27,0.29,0.28,0.3,0.25,0.26,0.28,0.27,0.28,0.24,0.27,0.27,0.27,0.27,0.26,0.26,0.25,0.0,0.26,0.25,0.25,0.26,0.24,0.25,0.26,0.24,0.25,0.25,0.0,0.25,0.24,0.25,0.0,0.0,0.0,0.24,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.96000000000001
07/28/2021,0.96,0.8,0.84,0.85,0.78,0.78,0.74,0.74,0.69,0.74,0.73,0.72,0.63,0.71,0.67,0.71,0.69,0.61,0.66,0.61,0.59,0.62,0.6,0.61,0.62,0.62,0.56,0.51,0.54,0.57,0.57,0.58,0.57,0.55,0.59,0.53,0.51,0.54,0.54,0.55,0.54,0.55,0.52,0.5,0.56,0.51,0.49,0.49,0.51,0.5,0.56,0.48,0.48,0.47,0.48,0.51,0.52,0.46,0.45,0.47,0.42,0.46,0.48,0.45,0.42,0.45,0.43,0.44,0.45,0.44,0.42,0.51,0.44,0.39,0.42,0.4,0.42,0.4,0.4,0.43,0.37,0.39,0.39,0.39,0.39,0.37,0.38,0.35,0.37,0.38,0.4,0.34,0.38,0.38,0.37,0.36,0.37,0.34,0.35,0.36,0.35,0.38,0.36,0.39,0.37,0.37,0.34,0.36,0.36,0.33,0.34,0.36,0.34,0.35,0.35,0.34,0.33,0.33,0.33,0.31,0.32,0.33,0.32,0.32,0.32,0.28,0.32,0.33,0.32,0.32,0.33,0.35,0.31,0.33,0.3,0.28,0.31,0.31,0.33,0.31,0.32,0.3,0.31,0.3,0.31,0.32,0.3,0.28,0.29,0.3,0.29,0.28,0.3,0.26,0.28,0.3,0.29,0.3,0.28,0.27,0.27,0.32,0.28,0.29,0.27,0.28,0.27,0.28,0.27,0.29,0.28,0.3,0.24,0.27,0.28,0.27,0.28,0.25,0.27,0.27,0.26,0.27,0.26,0.26,0.25,0.24,0.26,0.24,0.25,0.26,0.24,0.24,0.26,0.24,0.25,0.25,0.0,0.25,0.0,0.24,0.0,0.0,0.0,0.24,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.94999999999999
07/29/2021,0.99,0.78,0.84,0.87,0.78,0.79,0.75,0.74,0.69,0.74,0.71,0.71,0.65,0.71,0.67,0.7,0.69,0.62,0.66,0.62,0.59,0.62,0.59,0.61,0.62,0.61,0.56,0.51,0.54,0.57,0.56,0.58,0.56,0.55,0.59,0.53,0.51,0.54,0.54,0.56,0.54,0.55,0.51,0.5,0.55,0.51,0.49,0.49,0.51,0.5,0.55,0.48,0.48,0.48,0.49,0.53,0.51,0.46,0.45,0.47,0.42,0.45,0.48,0.45,0.43,0.45,0.43,0.43,0.45,0.44,0.42,0.5,0.44,0.4,0.42,0.41,0.42,0.4,0.4,0.43,0.37,0.38,0.39,0.4,0.39,0.38,0.37,0.36,0.37,0.38,0.4,0.35,0.38,0.38,0.37,0.37,0.37,0.34,0.35,0.36,0.35,0.38,0.36,0.38,0.37,0.36,0.34,0.36,0.35,0.33,0.34,0.36,0.33,0.34,0.34,0.34,0.34,0.33,0.33,0.31,0.32,0.34,0.32,0.32,0.32,0.29,0.32,0.33,0.32,0.32,0.33,0.34,0.31,0.33,0.3,0.29,0.31,0.31,0.33,0.31,0.33,0.3,0.31,0.29,0.31,0.32,0.31,0.29,0.29,0.29,0.28,0.28,0.29,0.26,0.28,0.3,0.29,0.29,0.28,0.27,0.27,0.32,0.28,0.29,0.27,0.28,0.27,0.28,0.27,0.3,0.28,0.3,0.26,0.26,0.28,0.26,0.27,0.25,0.27,0.27,0.26,0.27,0.26,0.26,0.25,0.24,0.26,0.24,0.25,0.26,0.24,0.24,0.26,0.24,0.25,0.25,0.0,0.25,0.0,0.24,0.0,0.0,0.0,0.24,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.95000000000002
07/30/2021,0.99,0.78,0.82,0.88,0.79,0.79,0.75,0.75,0.69,0.73,0.7,0.72,0.64,0.7,0.67,0.71,0.69,0.62,0.66,0.6,0.59,0.62,0.6,0.61,0.62,0.62,0.56,0.49,0.55,0.57,0.57,0.58,0.55,0.56,0.58,0.53,0.51,0.54,0.55,0.55,0.54,0.55,0.52,0.5,0.55,0.52,0.48,0.49,0.51,0.5,0.56,0.48,0.48,0.47,0.49,0.52,0.51,0.45,0.45,0.47,0.43,0.46,0.48,0.45,0.43,0.44,0.43,0.43,0.45,0.45,0.42,0.52,0.44,0.4,0.42,0.38,0.42,0.4,0.4,0.43,0.38,0.38,0.39,0.39,0.39,0.38,0.37,0.35,0.39,0.39,0.4,0.35,0.38,0.39,0.36,0.36,0.37,0.34,0.35,0.37,0.34,0.39,0.35,0.38,0.37,0.36,0.34,0.36,0.36,0.33,0.34,0.36,0.32,0.35,0.35,0.35,0.32,0.33,0.33,0.3,0.32,0.34,0.32,0.32,0.32,0.28,0.33,0.33,0.32,0.32,0.33,0.35,0.31,0.33,0.3,0.28,0.32,0.31,0.34,0.31,0.32,0.3,0.31,0.29,0.31,0.32,0.31,0.29,0.29,0.3,0.29,0.29,0.29,0.26,0.28,0.3,0.29,0.29,0.28,0.27,0.27,0.33,0.28,0.29,0.27,0.28,0.28,0.28,0.27,0.3,0.28,0.3,0.25,0.26,0.28,0.27,0.28,0.25,0.27,0.27,0.26,0.27,0.26,0.26,0.25,0.24,0.26,0.24,0.26,0.26,0.25,0.24,0.26,0.24,0.24,0.25,0.0,0.25,0.0,0.24,0.0,0.0,0.0,0.24,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.02000000000001
08/02/2021,1.04,0.81,0.82,0.91,0.77,0.81,0.77,0.73,0.69,0.74,0.69,0.7,0.62,0.7,0.65,0.68,0.7,0.61,0.65,0.6,0.6,0.63,0.59,0.6,0.62,0.62,0.56,0.49,0.55,0.53,0.55,0.59,0.55,0.54,0.58,0.54,0.51,0.55,0.51,0.58,0.54,0.56,0.52,0.48,0.55,0.55,0.47,0.49,0.51,0.52,0.55,0.48,0.49,0.46,0.49,0.55,0.52,0.46,0.45,0.46,0.42,0.45,0.47,0.44,0.42,0.43,0.44,0.42,0.44,0.44,0.42,0.52,0.44,0.38,0.44,0.38,0.42,0.39,0.4,0.43,0.38,0.39,0.39,0.4,0.38,0.38,0.38,0.35,0.38,0.38,0.4,0.35,0.39,0.38,0.36,0.36,0.37,0.34,0.35,0.36,0.34,0.42,0.35,0.38,0.37,0.36,0.33,0.36,0.36,0.33,0.33,0.36,0.32,0.34,0.35,0.34,0.32,0.33,0.33,0.32,0.32,0.35,0.33,0.3,0.33,0.28,0.32,0.35,0.31,0.32,0.32,0.34,0.31,0.33,0.3,0.28,0.31,0.3,0.33,0.33,0.33,0.3,0.31,0.3,0.29,0.33,0.32,0.26,0.29,0.3,0.28,0.29,0.28,0.26,0.29,0.3,0.3,0.29,0.27,0.26,0.26,0.34,0.28,0.29,0.28,0.28,0.27,0.28,0.28,0.3,0.27,0.29,0.26,0.28,0.28,0.28,0.28,0.25,0.27,0.27,0.26,0.27,0.26,0.27,0.25,0.0,0.25,0.0,0.25,0.26,0.25,0.25,0.26,0.0,0.0,0.0,0.0,0.24,0.24,0.24,0.24,0.0,0.0,0.24,0.0,0.26,0.24,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.89000000000001
08/03/2021,1.04,0.81,0.81,0.92,0.77,0.8,0.77,0.74,0.68,0.74,0.68,0.68,0.64,0.7,0.66,0.69,0.71,0.68,0.66,0.59,0.6,0.64,0.59,0.61,0.62,0.62,0.56,0.49,0.56,0.53,0.59,0.59,0.54,0.54,0.58,0.53,0.51,0.55,0.5,0.57,0.53,0.55,0.51,0.49,0.55,0.54,0.47,0.49,0.51,0.52,0.56,0.47,0.49,0.47,0.5,0.57,0.53,0.46,0.46,0.46,0.41,0.45,0.47,0.44,0.42,0.44,0.43,0.43,0.44,0.44,0.42,0.52,0.44,0.37,0.44,0.38,0.43,0.37,0.39,0.43,0.37,0.39,0.38,0.4,0.38,0.37,0.38,0.35,0.39,0.38,0.4,0.35,0.39,0.38,0.38,0.35,0.37,0.34,0.35,0.36,0.34,0.43,0.34,0.38,0.37,0.36,0.32,0.36,0.36,0.33,0.33,0.36,0.32,0.34,0.35,0.34,0.32,0.33,0.33,0.32,0.32,0.34,0.33,0.3,0.33,0.29,0.32,0.34,0.31,0.32,0.33,0.35,0.31,0.33,0.29,0.28,0.31,0.3,0.33,0.33,0.33,0.29,0.3,0.3,0.29,0.34,0.32,0.26,0.28,0.3,0.28,0.29,0.28,0.26,0.27,0.29,0.3,0.29,0.28,0.26,0.26,0.33,0.29,0.29,0.27,0.28,0.27,0.28,0.28,0.3,0.27,0.29,0.25,0.28,0.28,0.28,0.27,0.25,0.27,0.27,0.26,0.27,0.26,0.27,0.25,0.0,0.25,0.0,0.25,0.26,0.25,0.0,0.26,0.0,0.26,0.25,0.24,0.24,0.0,0.24,0.0,0.0,0.24,0.24,0.0,0.25,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.92
08/04/2021,1.04,0.81,0.81,0.92,0.77,0.8,0.77,0.74,0.68,0.74,0.68,0.68,0.64,0.7,0.66,0.69,0.71,0.68,0.66,0.59,0.6,0.64,0.59,0.61,0.62,0.62,0.56,0.49,0.56,0.53,0.59,0.59,0.54,0.54,0.58,0.53,0.51,0.55,0.5,0.57,0.53,0.55,0.51,0.49,0.55,0.54,0.47,0.49,0.51,0.52,0.56,0.47,0.49,0.47,0.5,0.57,0.53,0.46,0.46,0.46,0.41,0.45,0.47,0.44,0.42,0.44,0.43,0.43,0.44,0.44,0.42,0.52,0.44,0.37,0.44,0.38,0.43,0.37,0.39,0.43,0.37,0.39,0.38,0.4,0.38,0.37,0.38,0.35,0.39,0.38,0.4,0.35,0.39,0.38,0.38,0.35,0.37,0.34,0.35,0.36,0.34,0.43,0.34,0.38,0.37,0.36,0.32,0.36,0.36,0.33,0.33,0.36,0.32,0.34,0.35,0.34,0.32,0.33,0.33,0.32,0.32,0.34,0.33,0.3,0.33,0.29,0.32,0.34,0.31,0.32,0.33,0.35,0.31,0.33,0.29,0.28,0.31,0.3,0.33,0.33,0.33,0.29,0.3,0.3,0.29,0.34,0.32,0.26,0.28,0.3,0.28,0.29,0.28,0.26,0.27,0.29,0.3,0.29,0.28,0.26,0.26,0.33,0.29,0.29,0.27,0.28,0.27,0.28,0.28,0.3,0.27,0.29,0.25,0.28,0.28,0.28,0.27,0.25,0.27,0.27,0.26,0.27,0.26,0.27,0.25,0.0,0.25,0.0,0.25,0.26,0.25,0.0,0.26,0.0,0.26,0.25,0.24,0.24,0.0,0.24,0.0,0.0,0.24,0.24,0.0,0.25,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.92
08/05/2021,1.04,0.81,0.81,0.92,0.77,0.8,0.77,0.74,0.68,0.74,0.68,0.68,0.64,0.7,0.66,0.69,0.71,0.68,0.66,0.59,0.6,0.64,0.59,0.61,0.62,0.62,0.56,0.49,0.56,0.53,0.59,0.59,0.54,0.54,0.58,0.53,0.51,0.55,0.5,0.57,0.53,0.55,0.51,0.49,0.55,0.54,0.47,0.49,0.51,0.52,0.56,0.47,0.49,0.47,0.5,0.57,0.53,0.46,0.46,0.46,0.41,0.45,0.47,0.44,0.42,0.44,0.43,0.43,0.44,0.44,0.42,0.52,0.44,0.37,0.44,0.38,0.43,0.37,0.39,0.43,0.37,0.39,0.38,0.4,0.38,0.37,0.38,0.35,0.39,0.38,0.4,0.35,0.39,0.38,0.38,0.35,0.37,0.34,0.35,0.36,0.34,0.43,0.34,0.38,0.37,0.36,0.32,0.36,0.36,0.33,0.33,0.36,0.32,0.34,0.35,0.34,0.32,0.33,0.33,0.32,0.32,0.34,0.33,0.3,0.33,0.29,0.32,0.34,0.31,0.32,0.33,0.35,0.31,0.33,0.29,0.28,0.31,0.3,0.33,0.33,0.33,0.29,0.3,0.3,0.29,0.34,0.32,0.26,0.28,0.3,0.28,0.29,0.28,0.26,0.27,0.29,0.3,0.29,0.28,0.26,0.26,0.33,0.29,0.29,0.27,0.28,0.27,0.28,0.28,0.3,0.27,0.29,0.25,0.28,0.28,0.28,0.27,0.25,0.27,0.27,0.26,0.27,0.26,0.27,0.25,0.0,0.25,0.0,0.25,0.26,0.25,0.0,0.26,0.0,0.26,0.25,0.24,0.24,0.0,0.24,0.0,0.0,0.24,0.24,0.0,0.25,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.92
08/06/2021,1.04,0.81,0.82,0.91,0.78,0.8,0.76,0.74,0.69,0.74,0.7,0.65,0.64,0.71,0.65,0.68,0.71,0.72,0.66,0.59,0.61,0.64,0.56,0.59,0.62,0.62,0.56,0.49,0.56,0.54,0.6,0.59,0.34,0.55,0.58,0.54,0.52,0.55,0.48,0.57,0.53,0.55,0.51,0.48,0.57,0.54,0.46,0.5,0.52,0.51,0.58,0.47,0.5,0.46,0.5,0.56,0.53,0.46,0.46,0.46,0.4,0.44,0.47,0.43,0.42,0.44,0.44,0.42,0.44,0.45,0.42,0.52,0.45,0.37,0.45,0.38,0.45,0.37,0.4,0.43,0.38,0.39,0.39,0.4,0.38,0.37,0.38,0.35,0.39,0.38,0.39,0.36,0.39,0.38,0.39,0.34,0.37,0.34,0.35,0.36,0.34,0.43,0.36,0.39,0.37,0.37,0.31,0.36,0.36,0.33,0.32,0.35,0.31,0.35,0.35,0.33,0.33,0.33,0.34,0.31,0.32,0.37,0.34,0.3,0.32,0.3,0.32,0.33,0.3,0.31,0.32,0.35,0.0,0.34,0.3,0.28,0.32,0.3,0.34,0.32,0.34,0.3,0.3,0.29,0.28,0.34,0.32,0.25,0.28,0.31,0.29,0.3,0.28,0.26,0.27,0.3,0.3,0.28,0.28,0.26,0.25,0.34,0.3,0.28,0.26,0.28,0.27,0.28,0.28,0.3,0.27,0.3,0.25,0.28,0.28,0.28,0.26,0.25,0.26,0.27,0.26,0.27,0.26,0.27,0.24,0.25,0.25,0.0,0.25,0.26,0.0,0.25,0.27,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.26,0.25,0.0,0.24,0.36,0.26,0.24,0.0,0.0,0.0,0.0,0.0,0.0,81.94999999999999
08/09/2021,0.99,0.8,0.84,1.03,0.79,0.77,0.74,0.75,0.69,0.73,0.72,0.66,0.65,0.73,0.63,0.69,0.7,0.71,0.66,0.6,0.66,0.63,0.56,0.59,0.59,0.62,0.56,0.48,0.53,0.55,0.58,0.6,0.33,0.55,0.58,0.55,0.51,0.56,0.49,0.58,0.53,0.56,0.52,0.47,0.57,0.53,0.45,0.51,0.52,0.51,0.57,0.46,0.51,0.42,0.51,0.55,0.53,0.46,0.45,0.48,0.4,0.45,0.47,0.44,0.41,0.44,0.46,0.43,0.43,0.46,0.42,0.51,0.45,0.38,0.45,0.39,0.44,0.37,0.4,0.43,0.37,0.39,0.4,0.41,0.43,0.37,0.38,0.34,0.39,0.38,0.39,0.35,0.39,0.38,0.38,0.35,0.38,0.35,0.36,0.36,0.34,0.42,0.36,0.4,0.37,0.36,0.31,0.37,0.36,0.33,0.33,0.34,0.31,0.36,0.36,0.34,0.33,0.32,0.34,0.28,0.32,0.34,0.33,0.31,0.33,0.31,0.32,0.35,0.3,0.3,0.32,0.35,0.0,0.34,0.3,0.28,0.3,0.3,0.34,0.33,0.33,0.3,0.3,0.29,0.27,0.35,0.31,0.25,0.27,0.3,0.29,0.28,0.28,0.26,0.26,0.3,0.29,0.28,0.28,0.25,0.25,0.35,0.29,0.27,0.26,0.29,0.27,0.28,0.27,0.3,0.27,0.3,0.25,0.28,0.28,0.27,0.29,0.24,0.26,0.28,0.26,0.27,0.26,0.26,0.0,0.25,0.26,0.0,0.25,0.26,0.0,0.25,0.27,0.24,0.25,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.26,0.0,0.24,0.24,0.36,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.97
08/10/2021,1.0,0.8,0.85,1.03,0.78,0.77,0.74,0.75,0.7,0.73,0.74,0.66,0.66,0.72,0.63,0.68,0.7,0.71,0.64,0.6,0.66,0.64,0.56,0.58,0.58,0.61,0.56,0.49,0.53,0.55,0.57,0.6,0.33,0.56,0.58,0.56,0.51,0.55,0.49,0.57,0.53,0.58,0.52,0.51,0.56,0.53,0.45,0.51,0.53,0.51,0.57,0.46,0.52,0.43,0.51,0.56,0.53,0.42,0.44,0.47,0.4,0.44,0.47,0.43,0.41,0.45,0.45,0.44,0.43,0.45,0.43,0.5,0.42,0.38,0.45,0.38,0.44,0.37,0.41,0.43,0.37,0.39,0.42,0.41,0.44,0.38,0.39,0.36,0.39,0.38,0.39,0.34,0.4,0.38,0.39,0.35,0.38,0.36,0.37,0.36,0.33,0.41,0.36,0.4,0.37,0.36,0.32,0.37,0.36,0.33,0.32,0.35,0.31,0.35,0.35,0.33,0.32,0.32,0.34,0.29,0.3,0.34,0.33,0.3,0.33,0.31,0.32,0.35,0.31,0.3,0.32,0.35,0.0,0.33,0.3,0.28,0.31,0.3,0.33,0.33,0.33,0.3,0.31,0.29,0.27,0.34,0.31,0.26,0.28,0.3,0.28,0.28,0.28,0.26,0.26,0.3,0.29,0.27,0.28,0.25,0.25,0.34,0.29,0.27,0.25,0.28,0.27,0.27,0.27,0.3,0.28,0.31,0.25,0.27,0.28,0.27,0.28,0.24,0.26,0.27,0.26,0.27,0.26,0.25,0.0,0.25,0.25,0.0,0.0,0.26,0.0,0.25,0.27,0.24,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.25,0.24,0.24,0.24,0.36,0.25,0.24,0.25,0.24,0.0,0.0,0.0,0.0,81.87
08/11/2021,1.0,0.8,0.85,1.03,0.78,0.77,0.74,0.75,0.7,0.73,0.74,0.66,0.66,0.72,0.63,0.68,0.7,0.71,0.64,0.6,0.66,0.64,0.56,0.58,0.58,0.61,0.56,0.49,0.53,0.55,0.57,0.6,0.33,0.56,0.58,0.56,0.51,0.55,0.49,0.57,0.53,0.58,0.52,0.51,0.56,0.53,0.45,0.51,0.53,0.51,0.57,0.46,0.52,0.43,0.51,0.56,0.53,0.42,0.44,0.47,0.4,0.44,0.47,0.43,0.41,0.45,0.45,0.44,0.43,0.45,0.43,0.5,0.42,0.38,0.45,0.38,0.44,0.37,0.41,0.43,0.37,0.39,0.42,0.41,0.44,0.38,0.39,0.36,0.39,0.38,0.39,0.34,0.4,0.38,0.39,0.35,0.38,0.36,0.37,0.36,0.33,0.41,0.36,0.4,0.37,0.36,0.32,0.37,0.36,0.33,0.32,0.35,0.31,0.35,0.35,0.33,0.32,0.32,0.34,0.29,0.3,0.34,0.33,0.3,0.33,0.31,0.32,0.35,0.31,0.3,0.32,0.35,0.0,0.33,0.3,0.28,0.31,0.3,0.33,0.33,0.33,0.3,0.31,0.29,0.27,0.34,0.31,0.26,0.28,0.3,0.28,0.28,0.28,0.26,0.26,0.3,0.29,0.27,0.28,0.25,0.25,0.34,0.29,0.27,0.25,0.28,0.27,0.27,0.27,0.3,0.28,0.31,0.25,0.27,0.28,0.27,0.28,0.24,0.26,0.27,0.26,0.27,0.26,0.25,0.0,0.25,0.25,0.0,0.0,0.26,0.0,0.25,0.27,0.24,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.25,0.24,0.24,0.24,0.36,0.25,0.24,0.25,0.24,0.0,0.0,0.0,0.0,81.87
