,NVDA,SHOP,Bny Mellon Cash Reserve Usd,LLY,NKE,FTNT,INTU,TGT,AMD,FB,UPS,IDXX,BX,XLNX,YNDX,ADBE,ANET,ILMN,TROW,EXPD,EPAM,APTV,Cheniere Energy Partners LP,WST,VEEV,SNPS,BLK,SCHW,GOOGL,MXIM,NDAQ,KKR,ALXN,ZBRA,PYPL,PAYX,A,CPRT,CTAS,ORLY,EFX,ISRG,LULU,VIAC,DHR,MSFT,MTD,QCOM,TMO,AAPL,CMG,GRMN,PLD,AMZN,CBRE,KEYS,DXCM,ACN,LH,AMAT,ABBV,SWKS,BIO,APH,TXN,ADP,ADSK,AMP,UNH,UHS,TYL,ODFL,SSNC,LRCX,AFL,GD,ANTM,FAST,DG,HUM,ALGN,DOX,AME,LIN,LEN,ATVI,NOW,HD,SWK,MLM,TFC,TSCO,DGX,TTWO,WLTW,ICE,STE,CDNS,PAYC,SQ,BBY,FOXA,FNF,CDW,MET,JBHT,WAB,DHI,LOW,ANSS,KLAC,ABT,CHD,CHRW,TSLA,CI,CAG,HIG,MNST,CMI,ABMD,MKTX,HOLX,CSGP,FFIV,CTSH,Cash,4338.SR,CQP,MRNA,NUE,TTD,ARES,EW,COO,ROK,COST,BURL,KMX,ZM,RF,CINF,LBRDK,ACGL,MMC,VMC,IR,ALL,ULTA,TRV,ZTS,HSY,PFG,BRK.B,IEX,WY,ROST,PSA,IBKR,PTON,MCO,ROKU,SIVB,FDX,Z,EBAY,ETSY,YUMC,n/a,ADI,SUM
07/23/2021,0.94,1.04,0.0,0.94,0.93,0.99,0.94,0.93,0.83,0.87,0.9,0.92,0.94,0.8,0.85,0.9,0.87,0.9,0.88,0.88,0.91,0.83,0.0,0.87,0.87,0.84,0.83,0.79,0.85,0.79,0.85,0.82,0.82,0.8,0.85,0.84,0.83,0.88,0.84,0.86,0.87,0.83,0.85,0.75,0.84,0.82,0.83,0.79,0.81,0.83,0.8,0.81,0.84,0.81,0.77,0.81,0.82,0.81,0.79,0.75,0.79,0.78,0.78,0.76,0.76,0.78,0.77,0.76,0.78,0.79,0.81,0.76,0.77,0.74,0.75,0.77,0.77,0.79,0.79,0.78,0.75,0.76,0.77,0.76,0.73,0.73,0.77,0.76,0.74,0.75,0.73,0.73,0.77,0.72,0.71,0.75,0.74,0.75,0.73,0.76,0.7,0.69,0.73,0.73,0.7,0.73,0.73,0.7,0.72,0.72,0.7,0.72,0.73,0.71,0.69,0.69,0.69,0.7,0.72,0.69,0.71,0.69,0.71,0.72,0.67,0.64,0.0,1.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/26/2021,0.99,1.07,0.0,0.96,0.95,1.0,0.95,0.93,0.86,0.9,0.9,0.92,0.99,0.83,0.86,0.92,0.9,0.88,0.88,0.87,0.93,0.83,0.0,0.88,0.88,0.85,0.82,0.78,0.86,0.79,0.87,0.84,0.0,0.83,0.86,0.84,0.84,0.89,0.84,0.86,0.84,0.85,0.88,0.75,0.85,0.83,0.88,0.8,0.81,0.83,0.97,0.81,0.83,0.73,0.8,0.82,0.82,0.8,0.79,0.78,0.8,0.78,0.77,0.78,0.74,0.78,0.81,0.76,0.78,0.77,0.83,0.76,0.79,0.77,0.75,0.77,0.75,0.78,0.79,0.78,0.76,0.75,0.77,0.77,0.75,0.72,0.78,0.77,0.73,0.75,0.73,0.72,0.77,0.71,0.73,0.75,0.74,0.77,0.75,0.79,0.69,0.71,0.74,0.74,0.7,0.73,0.73,0.7,0.73,0.75,0.72,0.72,0.71,0.69,0.66,0.69,0.67,0.69,0.72,0.69,0.7,0.69,0.72,0.73,0.68,0.65,0.0,1.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/27/2021,0.97,1.09,0.0,0.97,0.95,1.01,0.95,0.94,0.86,0.93,0.88,0.92,0.99,0.83,0.85,0.91,0.91,0.89,0.88,0.87,0.92,0.84,0.0,0.88,0.88,0.85,0.81,0.78,0.88,0.79,0.87,0.84,0.0,0.84,0.86,0.84,0.84,0.89,0.84,0.87,0.84,0.84,0.88,0.75,0.85,0.83,0.88,0.81,0.81,0.83,0.97,0.82,0.82,0.73,0.8,0.82,0.83,0.8,0.79,0.78,0.79,0.78,0.77,0.78,0.74,0.78,0.81,0.76,0.78,0.77,0.83,0.76,0.78,0.76,0.74,0.76,0.74,0.78,0.79,0.78,0.76,0.74,0.76,0.77,0.76,0.72,0.78,0.77,0.73,0.76,0.72,0.73,0.77,0.71,0.72,0.75,0.73,0.77,0.76,0.79,0.71,0.7,0.74,0.74,0.69,0.73,0.72,0.73,0.73,0.75,0.72,0.72,0.71,0.69,0.64,0.68,0.66,0.68,0.73,0.68,0.7,0.69,0.71,0.73,0.68,0.65,-0.23,1.23,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96000000000002
07/28/2021,0.97,1.09,0.0,0.97,0.95,1.01,0.95,0.94,0.86,0.93,0.88,0.92,0.99,0.83,0.85,0.91,0.91,0.89,0.88,0.87,0.92,0.84,0.0,0.88,0.88,0.85,0.81,0.78,0.88,0.79,0.87,0.84,0.0,0.84,0.86,0.84,0.84,0.89,0.84,0.87,0.84,0.84,0.88,0.75,0.85,0.83,0.88,0.81,0.81,0.83,0.97,0.82,0.82,0.73,0.8,0.82,0.83,0.8,0.79,0.78,0.79,0.78,0.77,0.78,0.74,0.78,0.81,0.76,0.78,0.77,0.83,0.76,0.78,0.76,0.74,0.76,0.74,0.78,0.79,0.78,0.76,0.74,0.76,0.77,0.76,0.72,0.78,0.77,0.73,0.76,0.72,0.73,0.77,0.71,0.72,0.75,0.73,0.77,0.76,0.79,0.71,0.7,0.74,0.74,0.69,0.73,0.72,0.73,0.73,0.75,0.72,0.72,0.71,0.69,0.64,0.68,0.66,0.68,0.73,0.68,0.7,0.69,0.71,0.73,0.68,0.65,-0.23,1.23,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96000000000002
07/29/2021,0.96,1.05,0.0,0.97,0.95,1.0,0.95,0.94,0.86,0.94,0.88,0.92,1.01,0.82,0.85,0.91,0.9,0.89,0.88,0.87,0.92,0.85,0.0,0.88,0.87,0.85,0.81,0.78,0.89,0.79,0.87,0.85,0.0,0.84,0.86,0.85,0.83,0.88,0.83,0.87,0.85,0.84,0.87,0.77,0.85,0.83,0.88,0.8,0.81,0.83,0.96,0.82,0.83,0.74,0.81,0.82,0.81,0.81,0.79,0.78,0.79,0.78,0.78,0.78,0.75,0.78,0.81,0.77,0.77,0.78,0.82,0.76,0.78,0.77,0.75,0.77,0.73,0.78,0.8,0.78,0.76,0.75,0.76,0.78,0.75,0.71,0.78,0.77,0.74,0.75,0.73,0.74,0.77,0.71,0.66,0.75,0.73,0.77,0.76,0.79,0.72,0.71,0.74,0.75,0.7,0.73,0.73,0.72,0.72,0.75,0.72,0.72,0.71,0.69,0.66,0.67,0.67,0.69,0.73,0.68,0.69,0.68,0.71,0.73,0.68,0.65,0.0,0.98,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
07/30/2021,0.97,1.04,0.0,0.98,0.95,1.0,0.95,0.93,0.86,0.94,0.82,0.92,1.03,0.8,0.84,0.91,0.9,0.88,0.87,0.85,0.93,0.85,0.0,0.89,0.87,0.85,0.81,0.78,0.88,0.78,0.87,0.86,0.0,0.83,0.85,0.86,0.83,0.89,0.83,0.87,0.87,0.85,0.86,0.76,0.86,0.83,0.89,0.79,0.82,0.83,0.98,0.81,0.84,0.73,0.84,0.82,0.81,0.81,0.8,0.77,0.8,0.77,0.8,0.78,0.74,0.79,0.81,0.77,0.78,0.81,0.83,0.76,0.78,0.75,0.76,0.78,0.74,0.78,0.8,0.78,0.75,0.74,0.76,0.78,0.76,0.67,0.78,0.77,0.73,0.76,0.73,0.73,0.78,0.7,0.66,0.75,0.75,0.77,0.75,0.76,0.72,0.71,0.75,0.75,0.7,0.73,0.73,0.73,0.71,0.75,0.7,0.72,0.72,0.69,0.65,0.67,0.67,0.69,0.73,0.67,0.69,0.69,0.72,0.73,0.73,0.65,0.0,0.99,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/02/2021,0.97,1.01,0.0,0.97,0.95,1.0,0.94,0.93,0.96,0.9,0.8,0.93,1.03,0.89,0.83,0.9,0.91,0.88,0.86,0.85,0.92,0.89,0.0,0.94,0.88,0.85,0.8,0.78,0.9,0.79,0.86,0.87,0.0,0.83,0.79,0.85,0.84,0.88,0.83,0.83,0.86,0.84,0.88,0.75,0.87,0.81,0.9,0.84,0.81,0.81,0.98,0.83,0.82,0.71,0.87,0.82,0.81,0.8,0.82,0.77,0.79,0.79,0.8,0.78,0.75,0.79,0.83,0.79,0.76,0.8,0.81,0.78,0.81,0.74,0.77,0.79,0.74,0.78,0.8,0.71,0.8,0.73,0.76,0.77,0.78,0.66,0.77,0.76,0.71,0.78,0.73,0.71,0.77,0.7,0.65,0.74,0.75,0.77,0.77,0.76,0.71,0.7,0.74,0.75,0.69,0.73,0.75,0.74,0.7,0.75,0.72,0.72,0.71,0.66,0.67,0.67,0.65,0.7,0.71,0.66,0.69,0.69,0.73,0.71,0.72,0.69,0.0,0.97,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/03/2021,0.97,1.01,0.0,0.97,0.95,1.0,0.94,0.93,0.96,0.9,0.8,0.93,1.03,0.89,0.83,0.9,0.91,0.88,0.86,0.85,0.92,0.89,0.0,0.94,0.88,0.85,0.8,0.78,0.9,0.79,0.86,0.87,0.0,0.83,0.79,0.85,0.84,0.88,0.83,0.83,0.86,0.84,0.88,0.75,0.87,0.81,0.9,0.84,0.81,0.81,0.98,0.83,0.82,0.71,0.87,0.82,0.81,0.8,0.82,0.77,0.79,0.79,0.8,0.78,0.75,0.79,0.83,0.79,0.76,0.8,0.81,0.78,0.81,0.74,0.77,0.79,0.74,0.78,0.8,0.71,0.8,0.73,0.76,0.77,0.78,0.66,0.77,0.76,0.71,0.78,0.73,0.71,0.77,0.7,0.65,0.74,0.75,0.77,0.77,0.76,0.71,0.7,0.74,0.75,0.69,0.73,0.75,0.74,0.7,0.75,0.72,0.72,0.71,0.66,0.67,0.67,0.65,0.7,0.71,0.66,0.69,0.69,0.73,0.71,0.72,0.69,0.0,0.97,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/04/2021,0.97,1.01,0.0,0.97,0.95,1.0,0.94,0.93,0.96,0.9,0.8,0.93,1.03,0.89,0.83,0.9,0.91,0.88,0.86,0.85,0.92,0.89,0.0,0.94,0.88,0.85,0.8,0.78,0.9,0.79,0.86,0.87,0.0,0.83,0.79,0.85,0.84,0.88,0.83,0.83,0.86,0.84,0.88,0.75,0.87,0.81,0.9,0.84,0.81,0.81,0.98,0.83,0.82,0.71,0.87,0.82,0.81,0.8,0.82,0.77,0.79,0.79,0.8,0.78,0.75,0.79,0.83,0.79,0.76,0.8,0.81,0.78,0.81,0.74,0.77,0.79,0.74,0.78,0.8,0.71,0.8,0.73,0.76,0.77,0.78,0.66,0.77,0.76,0.71,0.78,0.73,0.71,0.77,0.7,0.65,0.74,0.75,0.77,0.77,0.76,0.71,0.7,0.74,0.75,0.69,0.73,0.75,0.74,0.7,0.75,0.72,0.72,0.71,0.66,0.67,0.67,0.65,0.7,0.71,0.66,0.69,0.69,0.73,0.71,0.72,0.69,0.0,0.97,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/05/2021,0.97,1.01,0.0,0.97,0.95,1.0,0.94,0.93,0.96,0.9,0.8,0.93,1.03,0.89,0.83,0.9,0.91,0.88,0.86,0.85,0.92,0.89,0.0,0.94,0.88,0.85,0.8,0.78,0.9,0.79,0.86,0.87,0.0,0.83,0.79,0.85,0.84,0.88,0.83,0.83,0.86,0.84,0.88,0.75,0.87,0.81,0.9,0.84,0.81,0.81,0.98,0.83,0.82,0.71,0.87,0.82,0.81,0.8,0.82,0.77,0.79,0.79,0.8,0.78,0.75,0.79,0.83,0.79,0.76,0.8,0.81,0.78,0.81,0.74,0.77,0.79,0.74,0.78,0.8,0.71,0.8,0.73,0.76,0.77,0.78,0.66,0.77,0.76,0.71,0.78,0.73,0.71,0.77,0.7,0.65,0.74,0.75,0.77,0.77,0.76,0.71,0.7,0.74,0.75,0.69,0.73,0.75,0.74,0.7,0.75,0.72,0.72,0.71,0.66,0.67,0.67,0.65,0.7,0.71,0.66,0.69,0.69,0.73,0.71,0.72,0.69,0.0,0.97,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/06/2021,0.77,0.73,0.0,0.82,0.8,0.84,0.78,0.78,0.95,0.77,0.7,0.78,0.8,0.82,0.74,0.76,0.78,0.0,0.78,0.76,0.79,0.0,0.0,0.86,0.0,0.79,0.78,0.77,0.81,0.77,0.78,0.82,0.0,0.78,0.69,0.79,0.78,0.78,0.76,0.0,0.8,0.79,0.0,0.72,0.8,0.77,0.78,0.8,0.78,0.77,0.8,0.82,0.78,0.0,0.85,0.81,0.0,0.78,0.82,0.79,0.0,0.75,0.85,0.81,0.79,0.8,0.0,0.0,0.78,0.0,0.76,0.82,0.78,0.78,0.8,0.79,0.79,0.0,0.0,0.0,0.86,0.0,0.0,0.79,0.82,0.0,0.78,0.0,0.75,0.79,0.78,0.78,0.0,0.0,0.0,0.0,0.79,0.8,0.0,0.79,0.8,0.75,0.0,0.8,0.0,0.8,0.8,0.83,0.76,0.0,0.85,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.76,0.75,0.0,0.0,0.0,0.0,0.86,0.0,-0.02,1.41,0.0,0.92,0.87,0.86,0.86,0.82,0.8,0.8,0.8,0.8,0.8,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.77,0.77,0.77,0.77,0.77,0.76,0.76,0.76,0.74,0.73,0.72,0.72,0.72,0.72,0.0,0.0,99.96999999999998
08/09/2021,0.8,0.73,0.0,0.84,0.81,0.84,0.79,0.77,0.94,0.79,0.68,0.79,0.8,0.84,0.74,0.77,0.78,0.0,0.79,0.74,0.81,0.0,0.0,0.87,0.0,0.79,0.78,0.78,0.83,0.78,0.78,0.84,0.0,0.81,0.7,0.79,0.79,0.78,0.76,0.0,0.78,0.8,0.0,0.77,0.81,0.77,0.8,0.78,0.79,0.76,0.82,0.83,0.78,0.0,0.86,0.8,0.0,0.78,0.81,0.79,0.0,0.74,0.86,0.8,0.8,0.8,0.0,0.0,0.75,0.0,0.76,0.81,0.77,0.77,0.8,0.79,0.75,0.0,0.0,0.0,0.85,0.0,0.0,0.79,0.8,0.0,0.79,0.0,0.74,0.79,0.78,0.79,0.0,0.0,0.0,0.0,0.77,0.81,0.0,0.82,0.8,0.79,0.0,0.82,0.0,0.78,0.8,0.82,0.74,0.0,0.86,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.75,0.73,0.0,0.0,0.0,0.0,0.85,0.0,0.0,1.38,0.0,0.98,0.82,0.86,0.86,0.82,0.78,0.8,0.81,0.79,0.77,0.84,0.78,0.77,0.8,0.8,0.79,0.77,0.79,0.76,0.79,0.78,0.77,0.77,0.78,0.77,0.76,0.77,0.76,0.76,0.78,0.77,0.77,0.73,0.76,0.71,0.76,0.71,0.69,0.71,0.0,0.0,100.04
08/10/2021,0.8,0.73,0.0,0.85,0.81,0.86,0.79,0.78,0.93,0.79,0.69,0.77,0.8,0.84,0.74,0.78,0.78,0.0,0.8,0.74,0.83,0.0,0.0,0.88,0.0,0.8,0.79,0.82,0.83,0.79,0.78,0.85,0.0,0.81,0.71,0.8,0.8,0.77,0.77,0.0,0.78,0.81,0.0,0.78,0.82,0.78,0.8,0.79,0.79,0.76,0.82,0.84,0.78,0.0,0.87,0.81,0.0,0.79,0.81,0.8,0.0,0.75,0.86,0.81,0.81,0.8,0.0,0.0,0.77,0.0,0.77,0.82,0.79,0.78,0.81,0.8,0.76,0.0,0.0,0.0,0.85,0.0,0.0,0.8,0.8,0.0,0.79,0.0,0.75,0.8,0.8,0.79,0.0,0.0,0.0,0.0,0.78,0.81,0.0,0.81,0.8,0.78,0.0,0.82,0.0,0.78,0.81,0.81,0.74,0.0,0.86,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.8,0.74,0.0,0.0,0.0,0.0,0.85,0.0,0.0,1.39,0.0,0.98,0.85,0.87,0.87,0.83,0.78,0.81,0.81,0.8,0.77,0.81,0.81,0.8,0.8,0.82,0.79,0.79,0.79,0.78,0.8,0.79,0.77,0.77,0.8,0.79,0.77,0.78,0.78,0.76,0.8,0.72,0.78,0.71,0.79,0.72,0.7,0.7,0.68,0.72,-0.72,0.0,100.02999999999996
08/11/2021,0.8,0.73,0.0,0.85,0.81,0.86,0.79,0.78,0.93,0.79,0.69,0.77,0.8,0.84,0.74,0.78,0.78,0.0,0.8,0.74,0.83,0.0,0.0,0.88,0.0,0.8,0.79,0.82,0.83,0.79,0.78,0.85,0.0,0.81,0.71,0.8,0.8,0.77,0.77,0.0,0.78,0.81,0.0,0.78,0.82,0.78,0.8,0.79,0.79,0.76,0.82,0.84,0.78,0.0,0.87,0.81,0.0,0.79,0.81,0.8,0.0,0.75,0.86,0.81,0.81,0.8,0.0,0.0,0.77,0.0,0.77,0.82,0.79,0.78,0.81,0.8,0.76,0.0,0.0,0.0,0.85,0.0,0.0,0.8,0.8,0.0,0.79,0.0,0.75,0.8,0.8,0.79,0.0,0.0,0.0,0.0,0.78,0.81,0.0,0.81,0.8,0.78,0.0,0.82,0.0,0.78,0.81,0.81,0.74,0.0,0.86,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.8,0.74,0.0,0.0,0.0,0.0,0.85,0.0,0.0,1.39,0.0,0.98,0.85,0.87,0.87,0.83,0.78,0.81,0.81,0.8,0.77,0.81,0.81,0.8,0.8,0.82,0.79,0.79,0.79,0.78,0.8,0.79,0.77,0.77,0.8,0.79,0.77,0.78,0.78,0.76,0.8,0.72,0.78,0.71,0.79,0.72,0.7,0.7,0.68,0.72,-0.72,0.0,100.02999999999996
08/13/2021,0.78,0.73,0.0,0.87,0.81,0.85,0.78,0.79,0.89,0.79,0.69,0.75,0.79,0.82,0.74,0.76,0.76,0.0,0.81,0.73,0.84,0.0,0.0,0.87,0.0,0.78,0.81,0.85,0.83,0.78,0.78,0.83,0.0,0.81,0.69,0.8,0.8,0.75,0.77,0.0,0.8,0.78,0.0,0.76,0.82,0.77,0.79,0.78,0.79,0.76,0.81,0.84,0.78,0.0,0.85,0.8,0.0,0.78,0.82,0.77,0.0,0.74,0.87,0.81,0.79,0.82,0.0,0.0,0.76,0.0,0.74,0.82,0.79,0.74,0.82,0.8,0.75,0.0,0.0,0.0,0.84,0.0,0.0,0.78,0.81,0.0,0.77,0.0,0.75,0.83,0.82,0.8,0.0,0.0,0.0,0.0,0.79,0.8,0.0,0.8,0.8,0.79,0.0,0.83,0.0,0.78,0.82,0.82,0.74,0.0,0.83,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.81,0.75,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.68,0.0,1.08,0.96,0.9,0.85,0.8,0.77,0.82,0.81,0.83,0.77,0.79,0.82,0.8,0.79,0.82,0.79,0.82,0.81,0.8,0.81,0.8,0.76,0.77,0.81,0.8,0.77,0.78,0.79,0.77,0.8,0.73,0.76,0.69,0.78,0.7,0.69,0.72,0.72,0.71,0.0,0.0,99.99
08/16/2021,0.78,0.71,0.0,0.84,0.8,0.86,0.79,0.78,0.89,0.79,0.69,0.76,0.79,0.82,0.74,0.78,0.75,0.0,0.8,0.73,0.83,0.0,0.0,0.88,0.0,0.79,0.81,0.86,0.84,0.77,0.78,0.83,0.0,0.81,0.69,0.8,0.8,0.74,0.76,0.0,0.79,0.78,0.0,0.75,0.83,0.77,0.79,0.79,0.79,0.78,0.81,0.84,0.78,0.0,0.84,0.8,0.0,0.78,0.82,0.72,0.0,0.73,0.87,0.81,0.78,0.81,0.0,0.0,0.75,0.0,0.74,0.84,0.79,0.7,0.83,0.8,0.73,0.0,0.0,0.0,0.86,0.0,0.0,0.79,0.82,0.0,0.77,0.0,0.76,0.85,0.82,0.81,0.0,0.0,0.0,0.0,0.79,0.81,0.0,0.79,0.82,0.79,0.0,0.85,0.0,0.81,0.83,0.83,0.75,0.0,0.8,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.8,0.77,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.64,0.0,0.93,1.02,0.88,0.84,0.8,0.83,0.82,0.81,0.81,0.74,0.77,0.84,0.81,0.8,0.84,0.79,0.83,0.82,0.81,0.84,0.81,0.76,0.77,0.83,0.8,0.77,0.78,0.79,0.78,0.79,0.72,0.76,0.67,0.79,0.71,0.69,0.73,0.73,0.71,0.0,0.0,99.99
08/17/2021,0.79,0.71,0.0,0.85,0.8,0.87,0.79,0.78,0.93,0.79,0.7,0.75,0.8,0.82,0.74,0.78,0.74,0.0,0.8,0.74,0.84,0.0,0.0,0.89,0.0,0.79,0.81,0.84,0.84,0.78,0.79,0.83,0.0,0.81,0.69,0.81,0.81,0.74,0.76,0.0,0.8,0.79,0.0,0.73,0.83,0.78,0.8,0.8,0.79,0.78,0.82,0.85,0.79,0.0,0.84,0.8,0.0,0.79,0.82,0.72,0.0,0.73,0.88,0.81,0.78,0.81,0.0,0.0,0.75,0.0,0.74,0.84,0.79,0.7,0.82,0.79,0.73,0.0,0.0,0.0,0.84,0.0,0.0,0.8,0.83,0.0,0.78,0.0,0.76,0.84,0.81,0.81,0.0,0.0,0.0,0.0,0.79,0.82,0.0,0.79,0.79,0.79,0.0,0.85,0.0,0.82,0.83,0.83,0.74,0.0,0.8,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.8,0.76,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.64,0.0,0.92,1.03,0.83,0.87,0.81,0.83,0.81,0.82,0.81,0.73,0.75,0.83,0.81,0.8,0.84,0.79,0.82,0.83,0.8,0.84,0.81,0.77,0.77,0.82,0.79,0.76,0.78,0.79,0.78,0.79,0.71,0.76,0.65,0.78,0.71,0.67,0.78,0.73,0.72,0.0,0.0,100.03
08/18/2021,0.79,0.71,0.0,0.85,0.8,0.87,0.79,0.78,0.93,0.79,0.7,0.75,0.8,0.82,0.74,0.78,0.74,0.0,0.8,0.74,0.84,0.0,0.0,0.89,0.0,0.79,0.81,0.84,0.84,0.78,0.79,0.83,0.0,0.81,0.69,0.81,0.81,0.74,0.76,0.0,0.8,0.79,0.0,0.73,0.83,0.78,0.8,0.8,0.79,0.78,0.82,0.85,0.79,0.0,0.84,0.8,0.0,0.79,0.82,0.72,0.0,0.73,0.88,0.81,0.78,0.81,0.0,0.0,0.75,0.0,0.74,0.84,0.79,0.7,0.82,0.79,0.73,0.0,0.0,0.0,0.84,0.0,0.0,0.8,0.83,0.0,0.78,0.0,0.76,0.84,0.81,0.81,0.0,0.0,0.0,0.0,0.79,0.82,0.0,0.79,0.79,0.79,0.0,0.85,0.0,0.82,0.83,0.83,0.74,0.0,0.8,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.8,0.76,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.64,0.0,0.92,1.03,0.83,0.87,0.81,0.83,0.81,0.82,0.81,0.73,0.75,0.83,0.81,0.8,0.84,0.79,0.82,0.83,0.8,0.84,0.81,0.77,0.77,0.82,0.79,0.76,0.78,0.79,0.78,0.79,0.71,0.76,0.65,0.78,0.71,0.67,0.78,0.73,0.72,0.0,0.0,100.03
08/19/2021,0.78,0.71,0.0,0.86,0.8,0.85,0.79,0.78,0.9,0.8,0.7,0.75,0.79,0.8,0.76,0.78,0.75,0.0,0.8,0.75,0.86,0.0,0.0,0.9,0.0,0.8,0.81,0.83,0.84,0.78,0.79,0.82,0.0,0.81,0.7,0.81,0.82,0.74,0.77,0.0,0.8,0.8,0.0,0.72,0.84,0.79,0.81,0.79,0.81,0.78,0.81,0.85,0.8,0.0,0.83,0.8,0.0,0.8,0.83,0.73,0.0,0.72,0.88,0.81,0.79,0.81,0.0,0.0,0.77,0.0,0.73,0.84,0.78,0.71,0.83,0.8,0.75,0.0,0.0,0.0,0.84,0.0,0.0,0.8,0.83,0.0,0.77,0.0,0.76,0.83,0.8,0.82,0.0,0.0,0.0,0.0,0.8,0.81,0.0,0.77,0.8,0.79,0.0,0.85,0.0,0.82,0.83,0.84,0.75,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.77,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.64,0.0,0.88,1.01,0.81,0.87,0.81,0.83,0.82,0.83,0.8,0.73,0.73,0.82,0.81,0.81,0.84,0.8,0.81,0.82,0.81,0.83,0.81,0.78,0.78,0.82,0.79,0.77,0.77,0.78,0.78,0.78,0.7,0.77,0.65,0.78,0.72,0.65,0.8,0.72,0.7,0.01,0.0,100.01000000000002
