,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,TSLA,BRK.B,NVDA,JPM,INTU,ADBE,MDT,JNJ,HD,NFLX,V,PYPL,KO,UNH,BAC,MA,KMI,DOV,CRM,CMCSA,DIS,ACN,LLY,JCI,ABT,MCD,BMY,AVGO,TMUS,BKNG,WMT,PEP,NEE,CSGP,CVS,T,NOW,TMO,ES,ABBV,PG,LOW,GILD,AMD,DLB,INTC,GPC,MXIM,WFC,UPS,XTSLA,MRK,DD,CSCO,RTX,TXN,UGI,NKE,PFE,YUM,VRTX,UDR,ADI,IQV,C,FMC,J,BLK,AXP,MS,EW,ESS,ILMN,AOS,COP,VZ,CVX,GS,CAT,GE,EIX,CL,EL,SBUX,BXP,WST,HON,CDNS,LHX,SPGI,IBM,APTV,CSX,EXPD,TGT,LEG,WDAY,EQR,WMB,NLOK,SQ,SCHW,BDX,SYK,INCY,RGLD,MMM,ORCL,APH,ALLE,STLD,PNR,CHTR,MCHP,KRC,POOL,AMAT,SHW,NWL,QCOM,LNG,UNP,MLM,JNPR,HAIN,EQIX,MRVL,USB,WBA,MSA,PNC,ICUI,ESI,CHRW,MRNA,HPE,KNX,DE,OLED,ZM,TFC,DELL,FRT,AMGN,XOM,VEEV,MMC,CME,GM,COF,IDXX,SPOT,ATVI,AN,MET,TJX,CTXS,AMCR,TAP,LUV,AON,TT,CLX,MCO,PPG,UBER,SLB,GIS,PGR,ANTM,JBHT,ETSY,HRC,ROKU,CPB,REG,AYI,ARW,PRU,CERN,STZ,IR,MSCI,ICE,BR,TWLO,K,BLL,KHC,WHR,LDOS,EXC,CI,MAA,SPG,BlackRock Cash Funds Treasury SL Agency,FENER.IS,DFS,TRV,KR,HCA,TROW,AMH,SNOW,BX,GE.,CTLT,AFL,SUM
07/23/2021,5.44,4.9,3.15,2.08,1.9,1.75,1.3,1.25,1.08,1.15,1.08,1.03,0.92,0.93,0.94,0.85,0.86,0.86,0.86,0.83,0.74,0.77,0.71,0.8,0.71,0.72,0.74,0.73,0.7,0.71,0.68,0.66,0.65,0.64,0.63,0.61,0.63,0.65,0.64,0.64,0.54,0.5,0.52,0.51,0.53,0.49,0.51,0.48,0.49,0.44,0.46,0.45,0.46,0.44,0.47,0.44,0.47,0.42,0.41,0.44,0.42,0.41,0.42,0.41,0.42,0.38,0.36,0.4,0.35,0.36,0.35,0.35,0.36,0.35,0.35,0.36,0.35,0.37,0.35,0.34,0.31,0.33,0.31,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.31,0.3,0.31,0.3,0.3,0.3,0.28,0.29,0.29,0.27,0.26,0.29,0.24,0.24,0.26,0.25,0.26,0.25,0.24,0.25,0.26,0.26,0.24,0.25,0.25,0.23,0.23,0.22,0.24,0.22,0.21,0.23,0.22,0.21,0.2,0.19,0.2,0.2,0.2,0.2,0.2,0.21,0.19,0.2,0.2,0.19,0.19,0.19,0.25,0.18,0.19,0.19,0.19,0.17,0.19,0.18,0.18,0.18,0.16,0.18,0.18,0.18,0.18,0.18,0.17,0.16,0.16,0.18,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.15,0.15,0.14,0.13,0.13,0.15,0.15,0.16,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.0,0.13,0.14,0.13,0.14,0.12,0.12,0.0,0.12,0.12,0.13,0.13,0.0,0.12,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.31
07/26/2021,5.39,4.95,3.16,2.11,1.9,1.76,1.26,1.23,1.12,1.14,1.09,1.04,0.92,0.93,0.93,0.81,0.85,0.87,0.86,0.82,0.74,0.78,0.7,0.8,0.73,0.72,0.72,0.72,0.7,0.71,0.67,0.66,0.65,0.64,0.63,0.62,0.62,0.64,0.62,0.64,0.54,0.5,0.52,0.5,0.52,0.49,0.49,0.48,0.48,0.46,0.45,0.45,0.45,0.44,0.46,0.44,0.0,0.42,0.41,0.44,0.42,0.39,0.4,0.41,0.41,0.39,0.36,0.39,0.35,0.35,0.35,0.35,0.36,0.34,0.35,0.37,0.35,0.36,0.35,0.33,0.32,0.32,0.31,0.32,0.31,0.3,0.3,0.3,0.31,0.32,0.29,0.3,0.31,0.31,0.31,0.3,0.3,0.29,0.29,0.29,0.29,0.26,0.26,0.28,0.24,0.23,0.27,0.25,0.26,0.25,0.24,0.25,0.25,0.27,0.24,0.24,0.24,0.23,0.23,0.22,0.23,0.21,0.22,0.22,0.22,0.21,0.2,0.19,0.19,0.19,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.26,0.18,0.19,0.19,0.19,0.17,0.19,0.18,0.17,0.17,0.16,0.18,0.19,0.18,0.18,0.18,0.17,0.16,0.16,0.18,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.17,0.15,0.15,0.14,0.14,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.14,0.13,0.14,0.12,0.0,0.0,0.0,0.12,0.13,0.12,0.12,0.12,0.0,0.49,0.41,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.19000000000001
07/27/2021,5.4,4.95,3.14,2.2,1.95,1.8,1.24,1.22,1.1,1.12,1.09,1.03,0.92,0.93,0.94,0.81,0.86,0.87,0.86,0.82,0.73,0.79,0.69,0.79,0.72,0.71,0.72,0.72,0.71,0.71,0.67,0.67,0.65,0.64,0.62,0.61,0.62,0.64,0.62,0.64,0.54,0.5,0.53,0.51,0.52,0.49,0.49,0.49,0.48,0.46,0.45,0.33,0.45,0.44,0.45,0.43,0.0,0.42,0.41,0.44,0.42,0.4,0.41,0.42,0.41,0.39,0.36,0.39,0.35,0.35,0.34,0.35,0.36,0.34,0.35,0.36,0.35,0.36,0.35,0.33,0.31,0.32,0.31,0.32,0.31,0.3,0.3,0.31,0.31,0.33,0.29,0.3,0.31,0.31,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.26,0.26,0.28,0.24,0.23,0.27,0.25,0.26,0.25,0.24,0.25,0.25,0.25,0.25,0.24,0.24,0.23,0.23,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.2,0.19,0.2,0.19,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.27,0.18,0.19,0.19,0.19,0.17,0.19,0.18,0.17,0.17,0.16,0.18,0.18,0.18,0.17,0.18,0.18,0.15,0.16,0.18,0.15,0.16,0.0,0.16,0.15,0.0,0.16,0.17,0.15,0.15,0.14,0.0,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.13,0.14,0.13,0.13,0.12,0.12,0.12,0.13,0.14,0.13,0.14,0.12,0.11,0.0,0.12,0.12,0.13,0.12,0.12,0.12,0.0,0.45,1.24,0.12,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,88.88
07/28/2021,5.4,4.95,3.14,2.2,1.95,1.8,1.24,1.22,1.1,1.12,1.09,1.03,0.92,0.93,0.94,0.81,0.86,0.87,0.86,0.82,0.73,0.79,0.69,0.79,0.72,0.71,0.72,0.72,0.71,0.71,0.67,0.67,0.65,0.64,0.62,0.61,0.62,0.64,0.62,0.64,0.54,0.5,0.53,0.51,0.52,0.49,0.49,0.49,0.48,0.46,0.45,0.33,0.45,0.44,0.45,0.43,0.0,0.42,0.41,0.44,0.42,0.4,0.41,0.42,0.41,0.39,0.36,0.39,0.35,0.35,0.34,0.35,0.36,0.34,0.35,0.36,0.35,0.36,0.35,0.33,0.31,0.32,0.31,0.32,0.31,0.3,0.3,0.31,0.31,0.33,0.29,0.3,0.31,0.31,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.26,0.26,0.28,0.24,0.23,0.27,0.25,0.26,0.25,0.24,0.25,0.25,0.25,0.25,0.24,0.24,0.23,0.23,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.2,0.19,0.2,0.19,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.27,0.18,0.19,0.19,0.19,0.17,0.19,0.18,0.17,0.17,0.16,0.18,0.18,0.18,0.17,0.18,0.18,0.15,0.16,0.18,0.15,0.16,0.0,0.16,0.15,0.0,0.16,0.17,0.15,0.15,0.14,0.0,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.13,0.14,0.13,0.13,0.12,0.12,0.12,0.13,0.14,0.13,0.14,0.12,0.11,0.0,0.12,0.12,0.13,0.12,0.12,0.12,0.0,0.45,1.24,0.12,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,88.88
07/29/2021,5.43,4.96,3.19,2.22,1.98,1.82,1.27,1.23,1.09,1.14,1.1,1.03,0.92,0.93,0.94,0.81,0.87,0.87,0.86,0.81,0.74,0.79,0.71,0.79,0.72,0.72,0.73,0.73,0.71,0.71,0.67,0.67,0.64,0.65,0.62,0.62,0.62,0.64,0.62,0.63,0.53,0.5,0.53,0.5,0.52,0.49,0.5,0.48,0.48,0.46,0.45,0.34,0.45,0.44,0.46,0.43,1.14,0.42,0.41,0.44,0.42,0.4,0.41,0.41,0.41,0.4,0.36,0.39,0.35,0.35,0.35,0.35,0.36,0.34,0.35,0.37,0.35,0.36,0.35,0.34,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.31,0.31,0.33,0.29,0.3,0.31,0.31,0.3,0.29,0.3,0.3,0.29,0.29,0.29,0.26,0.26,0.28,0.24,0.23,0.27,0.25,0.26,0.25,0.23,0.25,0.25,0.26,0.25,0.24,0.25,0.23,0.23,0.22,0.23,0.22,0.22,0.22,0.22,0.21,0.2,0.19,0.19,0.2,0.19,0.2,0.2,0.2,0.19,0.19,0.2,0.19,0.19,0.18,0.26,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.17,0.17,0.17,0.18,0.19,0.18,0.18,0.18,0.17,0.15,0.16,0.18,0.15,0.16,0.0,0.16,0.16,0.0,0.17,0.17,0.15,0.15,0.14,0.0,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.13,0.14,0.13,0.14,0.13,0.12,0.12,0.13,0.14,0.13,0.14,0.12,0.0,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.11,0.11,0.0,0.0,0.0,0.0,88.86
07/30/2021,5.38,4.94,3.14,2.21,1.95,1.8,1.25,1.24,1.09,1.14,1.09,1.03,0.94,0.94,0.93,0.82,0.87,0.86,0.87,0.82,0.74,0.79,0.71,0.8,0.71,0.72,0.74,0.73,0.71,0.71,0.67,0.68,0.65,0.64,0.63,0.63,0.62,0.65,0.64,0.63,0.54,0.5,0.53,0.51,0.53,0.49,0.5,0.47,0.48,0.45,0.44,0.34,0.46,0.43,0.46,0.4,1.16,0.43,0.41,0.44,0.43,0.4,0.41,0.42,0.42,0.41,0.37,0.4,0.35,0.35,0.35,0.35,0.36,0.34,0.36,0.37,0.36,0.37,0.35,0.34,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.33,0.29,0.3,0.31,0.31,0.31,0.29,0.31,0.3,0.28,0.28,0.29,0.26,0.26,0.28,0.24,0.23,0.26,0.25,0.26,0.25,0.23,0.25,0.25,0.26,0.25,0.24,0.25,0.24,0.23,0.22,0.23,0.22,0.21,0.23,0.22,0.21,0.2,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.2,0.19,0.19,0.18,0.26,0.19,0.19,0.19,0.19,0.17,0.19,0.18,0.18,0.17,0.16,0.18,0.19,0.18,0.17,0.18,0.18,0.15,0.15,0.19,0.15,0.16,0.0,0.16,0.15,0.0,0.18,0.17,0.15,0.15,0.14,0.0,0.14,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.13,0.14,0.13,0.14,0.13,0.13,0.12,0.13,0.14,0.13,0.14,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.11,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.91
08/02/2021,5.31,4.92,3.1,2.14,1.93,1.85,1.31,1.23,1.11,1.15,1.09,1.03,0.94,0.94,0.93,0.81,0.86,0.8,0.86,0.81,0.75,0.79,0.71,0.8,0.71,0.71,0.73,0.73,0.71,0.72,0.68,0.67,0.65,0.65,0.62,0.62,0.62,0.64,0.63,0.62,0.54,0.5,0.53,0.51,0.52,0.5,0.49,0.47,0.48,0.51,0.44,0.34,0.45,0.44,0.48,0.39,1.19,0.42,0.41,0.44,0.43,0.4,0.41,0.42,0.42,0.42,0.36,0.4,0.35,0.35,0.36,0.35,0.37,0.34,0.35,0.37,0.36,0.36,0.35,0.34,0.32,0.32,0.32,0.32,0.31,0.32,0.31,0.31,0.32,0.32,0.3,0.32,0.31,0.31,0.31,0.3,0.3,0.32,0.28,0.28,0.29,0.26,0.26,0.28,0.24,0.22,0.26,0.25,0.26,0.25,0.23,0.26,0.25,0.26,0.25,0.23,0.26,0.24,0.22,0.22,0.23,0.23,0.22,0.23,0.22,0.23,0.21,0.19,0.2,0.19,0.2,0.19,0.2,0.2,0.19,0.19,0.2,0.19,0.19,0.18,0.27,0.19,0.19,0.19,0.2,0.18,0.19,0.18,0.18,0.17,0.17,0.18,0.18,0.19,0.18,0.18,0.18,0.14,0.14,0.19,0.15,0.16,0.0,0.16,0.15,0.0,0.18,0.18,0.15,0.15,0.14,0.0,0.14,0.15,0.15,0.15,0.14,0.14,0.16,0.14,0.13,0.14,0.14,0.14,0.13,0.12,0.12,0.13,0.14,0.13,0.14,0.12,0.0,0.0,0.12,0.12,0.13,0.13,0.12,0.12,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.0,88.87
08/03/2021,5.31,4.92,3.1,2.14,1.93,1.85,1.31,1.23,1.11,1.15,1.09,1.03,0.94,0.94,0.93,0.81,0.86,0.8,0.86,0.81,0.75,0.79,0.71,0.8,0.71,0.71,0.73,0.73,0.71,0.72,0.68,0.67,0.65,0.65,0.62,0.62,0.62,0.64,0.63,0.62,0.54,0.5,0.53,0.51,0.52,0.5,0.49,0.47,0.48,0.51,0.44,0.34,0.45,0.44,0.48,0.39,1.19,0.42,0.41,0.44,0.43,0.4,0.41,0.42,0.42,0.42,0.36,0.4,0.35,0.35,0.36,0.35,0.37,0.34,0.35,0.37,0.36,0.36,0.35,0.34,0.32,0.32,0.32,0.32,0.31,0.32,0.31,0.31,0.32,0.32,0.3,0.32,0.31,0.31,0.31,0.3,0.3,0.32,0.28,0.28,0.29,0.26,0.26,0.28,0.24,0.22,0.26,0.25,0.26,0.25,0.23,0.26,0.25,0.26,0.25,0.23,0.26,0.24,0.22,0.22,0.23,0.23,0.22,0.23,0.22,0.23,0.21,0.19,0.2,0.19,0.2,0.19,0.2,0.2,0.19,0.19,0.2,0.19,0.19,0.18,0.27,0.19,0.19,0.19,0.2,0.18,0.19,0.18,0.18,0.17,0.17,0.18,0.18,0.19,0.18,0.18,0.18,0.14,0.14,0.19,0.15,0.16,0.0,0.16,0.15,0.0,0.18,0.18,0.15,0.15,0.14,0.0,0.14,0.15,0.15,0.15,0.14,0.14,0.16,0.14,0.13,0.14,0.14,0.14,0.13,0.12,0.12,0.13,0.14,0.13,0.14,0.12,0.0,0.0,0.12,0.12,0.13,0.13,0.12,0.12,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.0,88.87
08/04/2021,5.35,4.92,2.88,2.14,1.93,1.84,1.33,1.23,1.11,1.14,1.11,1.04,0.95,0.94,0.94,0.82,0.86,0.79,0.86,0.82,0.74,0.78,0.69,0.81,0.71,0.73,0.72,0.73,0.71,0.72,0.68,0.67,0.65,0.65,0.62,0.61,0.62,0.64,0.64,0.63,0.53,0.5,0.53,0.52,0.53,0.49,0.51,0.47,0.48,0.53,0.45,0.34,0.45,0.44,0.47,0.39,1.21,0.42,0.41,0.44,0.43,0.41,0.41,0.42,0.43,0.43,0.37,0.4,0.36,0.35,0.35,0.36,0.36,0.34,0.35,0.37,0.36,0.36,0.35,0.34,0.32,0.32,0.32,0.32,0.31,0.31,0.29,0.29,0.32,0.32,0.3,0.33,0.31,0.32,0.31,0.31,0.3,0.32,0.28,0.28,0.29,0.26,0.26,0.28,0.24,0.23,0.26,0.25,0.26,0.26,0.23,0.26,0.25,0.26,0.25,0.24,0.27,0.24,0.24,0.23,0.23,0.23,0.22,0.23,0.2,0.23,0.2,0.19,0.2,0.2,0.2,0.19,0.21,0.2,0.19,0.2,0.19,0.19,0.19,0.18,0.28,0.19,0.19,0.19,0.2,0.18,0.19,0.18,0.18,0.17,0.16,0.18,0.19,0.18,0.18,0.18,0.17,0.14,0.15,0.19,0.15,0.16,0.0,0.16,0.15,0.0,0.18,0.18,0.15,0.15,0.14,0.0,0.14,0.15,0.15,0.15,0.15,0.13,0.17,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.14,0.13,0.14,0.0,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,88.91
08/05/2021,5.35,4.92,2.88,2.14,1.93,1.84,1.33,1.23,1.11,1.14,1.11,1.04,0.95,0.94,0.94,0.82,0.86,0.79,0.86,0.82,0.74,0.78,0.69,0.81,0.71,0.73,0.72,0.73,0.71,0.72,0.68,0.67,0.65,0.65,0.62,0.61,0.62,0.64,0.64,0.63,0.53,0.5,0.53,0.52,0.53,0.49,0.51,0.47,0.48,0.53,0.45,0.34,0.45,0.44,0.47,0.39,1.21,0.42,0.41,0.44,0.43,0.41,0.41,0.42,0.43,0.43,0.37,0.4,0.36,0.35,0.35,0.36,0.36,0.34,0.35,0.37,0.36,0.36,0.35,0.34,0.32,0.32,0.32,0.32,0.31,0.31,0.29,0.29,0.32,0.32,0.3,0.33,0.31,0.32,0.31,0.31,0.3,0.32,0.28,0.28,0.29,0.26,0.26,0.28,0.24,0.23,0.26,0.25,0.26,0.26,0.23,0.26,0.25,0.26,0.25,0.24,0.27,0.24,0.24,0.23,0.23,0.23,0.22,0.23,0.2,0.23,0.2,0.19,0.2,0.2,0.2,0.19,0.21,0.2,0.19,0.2,0.19,0.19,0.19,0.18,0.28,0.19,0.19,0.19,0.2,0.18,0.19,0.18,0.18,0.17,0.16,0.18,0.19,0.18,0.18,0.18,0.17,0.14,0.15,0.19,0.15,0.16,0.0,0.16,0.15,0.0,0.18,0.18,0.15,0.15,0.14,0.0,0.14,0.15,0.15,0.15,0.15,0.13,0.17,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.14,0.13,0.14,0.0,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,88.91
08/06/2021,5.37,4.92,2.9,2.09,1.93,1.84,1.37,1.24,1.12,1.14,1.1,1.03,0.94,0.95,0.94,0.8,0.82,0.77,0.86,0.83,0.74,0.74,0.69,0.82,0.7,0.71,0.71,0.73,0.75,0.72,0.68,0.65,0.66,0.65,0.62,0.6,0.62,0.64,0.64,0.62,0.54,0.5,0.53,0.51,0.53,0.48,0.51,0.47,0.48,0.56,0.46,0.34,0.45,0.44,0.48,0.4,1.23,0.41,0.41,0.45,0.43,0.4,0.41,0.43,0.45,0.43,0.36,0.39,0.36,0.35,0.36,0.35,0.35,0.35,0.35,0.37,0.37,0.36,0.35,0.34,0.32,0.32,0.32,0.33,0.31,0.0,0.3,0.29,0.31,0.31,0.29,0.33,0.31,0.32,0.31,0.31,0.31,0.32,0.28,0.28,0.29,0.26,0.26,0.28,0.24,0.22,0.28,0.25,0.26,0.25,0.23,0.26,0.25,0.26,0.26,0.24,0.26,0.25,0.24,0.23,0.22,0.23,0.22,0.23,0.2,0.22,0.2,0.19,0.2,0.21,0.2,0.19,0.21,0.2,0.19,0.19,0.2,0.18,0.19,0.18,0.3,0.19,0.19,0.19,0.2,0.18,0.19,0.19,0.17,0.17,0.16,0.19,0.19,0.18,0.18,0.18,0.18,0.14,0.14,0.19,0.15,0.16,0.0,0.16,0.15,0.0,0.18,0.18,0.13,0.15,0.14,0.0,0.14,0.15,0.15,0.16,0.15,0.13,0.16,0.13,0.13,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.15,0.13,0.14,0.0,0.12,0.0,0.12,0.12,0.0,0.13,0.12,0.12,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.31,0.12,0.11,88.88
