,7203.T,6758.T,6861.T,9984.T,6098.T,4063.T,8306.T,7974.T,8035.T,7267.T,6501.T,6594.T,9433.T,4502.T,6367.T,7741.T,6954.T,6981.T,8316.T,4568.T,8001.T,8031.T,9983.T,3382.T,8411.T,6702.T,9434.T,6273.T,8058.T,4503.T,9432.T,6902.T,2413.T,8766.T,9022.T,4911.T,—,4452.T,4661.T,5108.T,6503.T,9020.T,4901.T,4543.T,4519.T,4523.T,6752.T,6301.T,7751.T,2914.T,6869.T,6326.T,8801.T,7733.T,8591.T,7309.T,6502.T,2502.T,7269.T,8750.T,6971.T,1925.T,8267.T,8802.T,4578.T,6857.T,8604.T,6645.T,9735.T,8053.T,2503.T,6762.T,8113.T,8830.T,6920.T,4507.T,8725.T,9843.T,8002.T,7832.T,3407.T,5401.T,4689.T,6201.T,6506.T,6701.T,5020.T,4684.T,8630.T,7270.T,8309.T,2802.T,6586.T,8697.T,1928.T,9143.T,2801.T,6988.T,4612.T,5802.T,6479.T,4188.T,6178.T,7701.T,8015.T,7532.T,7201.T,3402.T,9021.T,6723.T,8951.T,5713.T,9613.T,9064.T,9962.T,4528.T,3659.T,4151.T,4755.T,6383.T,4307.T,9502.T,8308.T,6146.T,4751.T,9531.T,8601.T,8952.T,7011.T,7951.T,4324.T,9101.T,4005.T,5201.T,9007.T,5332.T,8953.T,7259.T,6963.T,7752.T,6965.T,2269.T,9042.T,9532.T,1878.T,1605.T,3283.T,9503.T,3462.T,8795.T,7272.T,2267.T,2127.T,9008.T,7276.T,3281.T,7202.T,9005.T,5938.T,6976.T,9041.T,4021.T,4704.T,8984.T,1812.T,5411.T,7261.T,7912.T,4204.T,4183.T,9766.T,1801.T,6504.T,3626.T,3064.T,4062.T,1802.T,8473.T,4185.T,5019.T,3436.T,9001.T,9062.T,2897.T,6845.T,8954.T,3861.T,6361.T,4768.T,4042.T,4536.T,6724.T,4967.T,6370.T,6806.T,9697.T,9009.T,4613.T,2587.T,3769.T,INFXX,6268.T,4922.T,9501.T,6532.T,7747.T,7911.T,6448.T,601019.SS,Franklin IFT Money Market,9104.T,n/a,3391.T,7453.T,SUM
07/27/2021,4.89,2.74,2.06,2.01,1.52,1.43,1.44,1.3,1.36,1.19,1.2,1.23,1.19,1.16,1.2,1.07,0.99,1.02,0.98,0.86,0.89,0.81,0.79,0.8,0.81,0.78,0.81,0.76,0.74,0.72,0.7,0.67,0.64,0.69,0.59,0.61,0.0,0.63,0.6,0.56,0.59,0.56,0.57,0.56,0.55,0.5,0.57,0.5,0.54,0.52,0.51,0.5,0.48,0.48,0.46,0.45,0.43,0.43,0.42,0.42,0.42,0.43,0.42,0.4,0.39,0.38,0.34,0.34,0.35,0.33,0.32,0.32,0.34,0.3,0.33,0.33,0.31,0.32,0.3,0.29,0.3,0.29,0.3,0.28,0.27,0.29,0.27,0.28,0.3,0.26,0.27,0.28,0.29,0.27,0.27,0.26,0.26,0.25,0.22,0.24,0.25,0.24,0.25,0.25,0.24,0.24,0.22,0.21,0.21,0.23,0.21,0.21,0.22,0.22,0.22,0.22,0.19,0.19,0.21,0.2,0.19,0.19,0.19,0.18,0.17,0.18,0.18,0.17,0.17,0.19,0.18,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.18,0.15,0.17,0.17,0.14,0.17,0.16,0.16,0.15,0.15,0.16,0.17,0.15,0.16,0.16,0.14,0.14,0.15,0.13,0.14,0.14,0.15,0.13,0.13,0.13,0.12,0.14,0.13,0.13,0.12,0.14,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.12,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.0,0.12,0.0,0.0,0.0,0.61,0.51,0.0,0.0,0.0,0.0,83.82
07/28/2021,4.89,2.74,2.06,2.01,1.52,1.43,1.44,1.3,1.36,1.19,1.2,1.23,1.19,1.16,1.2,1.07,0.99,1.02,0.98,0.86,0.89,0.81,0.79,0.8,0.81,0.78,0.81,0.76,0.74,0.72,0.7,0.67,0.64,0.69,0.59,0.61,0.0,0.63,0.6,0.56,0.59,0.56,0.57,0.56,0.55,0.5,0.57,0.5,0.54,0.52,0.51,0.5,0.48,0.48,0.46,0.45,0.43,0.43,0.42,0.42,0.42,0.43,0.42,0.4,0.39,0.38,0.34,0.34,0.35,0.33,0.32,0.32,0.34,0.3,0.33,0.33,0.31,0.32,0.3,0.29,0.3,0.29,0.3,0.28,0.27,0.29,0.27,0.28,0.3,0.26,0.27,0.28,0.29,0.27,0.27,0.26,0.26,0.25,0.22,0.24,0.25,0.24,0.25,0.25,0.24,0.24,0.22,0.21,0.21,0.23,0.21,0.21,0.22,0.22,0.22,0.22,0.19,0.19,0.21,0.2,0.19,0.19,0.19,0.18,0.17,0.18,0.18,0.17,0.17,0.19,0.18,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.18,0.15,0.17,0.17,0.14,0.17,0.16,0.16,0.15,0.15,0.16,0.17,0.15,0.16,0.16,0.14,0.14,0.15,0.13,0.14,0.14,0.15,0.13,0.13,0.13,0.12,0.14,0.13,0.13,0.12,0.14,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.12,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.0,0.12,0.0,0.0,0.0,0.61,0.51,0.0,0.0,0.0,0.0,83.82
07/29/2021,4.92,2.75,2.1,1.96,1.54,1.43,1.46,1.3,1.37,1.2,1.23,1.19,1.19,1.15,1.22,1.09,0.99,1.05,0.98,0.86,0.9,0.84,0.79,0.79,0.81,0.79,0.81,0.77,0.76,0.72,0.69,0.67,0.65,0.69,0.6,0.61,0.19,0.63,0.6,0.56,0.6,0.56,0.58,0.56,0.55,0.51,0.57,0.51,0.54,0.52,0.52,0.5,0.49,0.48,0.47,0.46,0.44,0.44,0.41,0.42,0.42,0.43,0.43,0.4,0.39,0.38,0.34,0.35,0.34,0.33,0.32,0.32,0.34,0.3,0.33,0.34,0.32,0.31,0.3,0.29,0.3,0.3,0.31,0.29,0.27,0.29,0.27,0.27,0.3,0.26,0.27,0.28,0.29,0.28,0.26,0.26,0.26,0.25,0.22,0.24,0.25,0.24,0.25,0.25,0.24,0.24,0.22,0.22,0.22,0.23,0.21,0.22,0.22,0.22,0.22,0.22,0.19,0.19,0.21,0.2,0.19,0.19,0.19,0.18,0.17,0.18,0.18,0.17,0.18,0.19,0.18,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.17,0.17,0.16,0.18,0.16,0.17,0.17,0.14,0.17,0.16,0.16,0.15,0.15,0.16,0.17,0.15,0.16,0.16,0.14,0.15,0.15,0.14,0.14,0.15,0.15,0.13,0.13,0.13,0.12,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.12,0.51,0.0,0.11,0.0,0.12,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,83.9
07/30/2021,4.91,2.75,2.11,1.94,1.56,1.44,1.47,1.3,1.36,1.2,1.22,1.19,1.18,1.15,1.23,1.08,0.99,1.04,0.99,0.86,0.9,0.83,0.79,0.79,0.81,0.79,0.81,0.76,0.76,0.71,0.69,0.67,0.64,0.69,0.61,0.61,0.19,0.62,0.61,0.56,0.6,0.56,0.57,0.56,0.55,0.5,0.57,0.51,0.54,0.52,0.51,0.51,0.5,0.48,0.47,0.47,0.44,0.44,0.41,0.43,0.43,0.43,0.43,0.4,0.39,0.38,0.34,0.35,0.34,0.33,0.32,0.33,0.34,0.3,0.34,0.33,0.32,0.32,0.3,0.29,0.3,0.3,0.31,0.28,0.27,0.29,0.28,0.27,0.3,0.25,0.27,0.28,0.29,0.28,0.26,0.26,0.25,0.25,0.22,0.24,0.25,0.25,0.25,0.25,0.24,0.24,0.22,0.22,0.22,0.23,0.21,0.23,0.22,0.22,0.22,0.22,0.2,0.19,0.2,0.2,0.19,0.19,0.19,0.18,0.17,0.18,0.18,0.17,0.18,0.19,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.18,0.17,0.16,0.18,0.16,0.17,0.17,0.14,0.17,0.15,0.16,0.15,0.15,0.16,0.17,0.15,0.16,0.16,0.14,0.15,0.15,0.14,0.14,0.15,0.15,0.13,0.13,0.13,0.12,0.15,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.12,0.5,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.86
08/02/2021,4.93,2.88,2.12,1.93,1.56,1.44,1.47,1.27,1.37,1.23,1.21,1.17,1.17,1.17,1.24,1.12,1.02,1.05,0.99,0.85,0.9,0.83,0.78,0.78,0.81,0.79,0.79,0.76,0.75,0.71,0.69,0.67,0.61,0.69,0.59,0.6,0.2,0.61,0.59,0.56,0.6,0.55,0.57,0.58,0.54,0.5,0.59,0.53,0.51,0.52,0.51,0.51,0.49,0.49,0.47,0.47,0.43,0.44,0.41,0.43,0.43,0.43,0.43,0.4,0.39,0.4,0.34,0.34,0.34,0.34,0.31,0.32,0.34,0.29,0.32,0.33,0.32,0.32,0.3,0.29,0.3,0.31,0.3,0.28,0.28,0.3,0.28,0.27,0.3,0.26,0.28,0.27,0.29,0.28,0.26,0.26,0.24,0.25,0.22,0.24,0.25,0.25,0.25,0.25,0.24,0.24,0.25,0.23,0.22,0.23,0.22,0.23,0.22,0.21,0.22,0.22,0.19,0.19,0.2,0.2,0.19,0.19,0.19,0.18,0.16,0.18,0.18,0.17,0.18,0.19,0.18,0.17,0.18,0.17,0.16,0.18,0.16,0.17,0.18,0.16,0.16,0.17,0.15,0.17,0.18,0.14,0.17,0.16,0.16,0.15,0.15,0.16,0.17,0.14,0.16,0.16,0.15,0.14,0.15,0.14,0.13,0.15,0.15,0.13,0.13,0.14,0.12,0.15,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.11,0.0,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.12,0.5,0.11,0.11,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.92
08/03/2021,4.93,2.88,2.12,1.93,1.56,1.44,1.47,1.27,1.37,1.23,1.21,1.17,1.17,1.17,1.24,1.12,1.02,1.05,0.99,0.85,0.9,0.83,0.78,0.78,0.81,0.79,0.79,0.76,0.75,0.71,0.69,0.67,0.61,0.69,0.59,0.6,0.2,0.61,0.59,0.56,0.6,0.55,0.57,0.58,0.54,0.5,0.59,0.53,0.51,0.52,0.51,0.51,0.49,0.49,0.47,0.47,0.43,0.44,0.41,0.43,0.43,0.43,0.43,0.4,0.39,0.4,0.34,0.34,0.34,0.34,0.31,0.32,0.34,0.29,0.32,0.33,0.32,0.32,0.3,0.29,0.3,0.31,0.3,0.28,0.28,0.3,0.28,0.27,0.3,0.26,0.28,0.27,0.29,0.28,0.26,0.26,0.24,0.25,0.22,0.24,0.25,0.25,0.25,0.25,0.24,0.24,0.25,0.23,0.22,0.23,0.22,0.23,0.22,0.21,0.22,0.22,0.19,0.19,0.2,0.2,0.19,0.19,0.19,0.18,0.16,0.18,0.18,0.17,0.18,0.19,0.18,0.17,0.18,0.17,0.16,0.18,0.16,0.17,0.18,0.16,0.16,0.17,0.15,0.17,0.18,0.14,0.17,0.16,0.16,0.15,0.15,0.16,0.17,0.14,0.16,0.16,0.15,0.14,0.15,0.14,0.13,0.15,0.15,0.13,0.13,0.14,0.12,0.15,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.11,0.0,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.12,0.5,0.11,0.11,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.92
08/04/2021,4.97,2.88,2.25,1.91,1.54,1.45,1.47,1.24,1.37,1.23,1.2,1.17,1.16,1.16,1.24,1.13,0.97,1.06,0.99,0.84,0.9,0.83,0.78,0.78,0.82,0.73,0.8,0.77,0.76,0.66,0.7,0.7,0.62,0.69,0.59,0.59,0.2,0.61,0.58,0.57,0.6,0.55,0.57,0.57,0.54,0.49,0.57,0.53,0.52,0.52,0.51,0.51,0.49,0.49,0.48,0.46,0.44,0.43,0.41,0.44,0.43,0.43,0.43,0.4,0.38,0.4,0.34,0.36,0.34,0.34,0.31,0.31,0.34,0.29,0.32,0.33,0.32,0.32,0.3,0.29,0.3,0.31,0.29,0.28,0.28,0.29,0.28,0.27,0.3,0.27,0.28,0.27,0.29,0.27,0.26,0.26,0.24,0.25,0.22,0.24,0.24,0.25,0.25,0.25,0.24,0.24,0.25,0.23,0.21,0.24,0.22,0.23,0.22,0.21,0.22,0.22,0.19,0.18,0.2,0.2,0.19,0.19,0.19,0.18,0.15,0.18,0.18,0.18,0.18,0.19,0.18,0.18,0.18,0.17,0.16,0.18,0.16,0.16,0.18,0.17,0.16,0.18,0.15,0.17,0.17,0.14,0.17,0.16,0.16,0.15,0.16,0.17,0.17,0.15,0.16,0.16,0.15,0.14,0.15,0.14,0.13,0.15,0.15,0.14,0.13,0.14,0.13,0.15,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.0,0.0,0.12,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.12,0.51,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.0,83.94
08/05/2021,4.99,2.87,2.27,1.91,1.53,1.47,1.47,1.24,1.39,1.24,1.16,1.18,1.14,1.14,1.25,1.15,0.98,1.06,0.99,0.79,0.91,0.83,0.76,0.78,0.82,0.73,0.79,0.78,0.77,0.68,0.7,0.72,0.6,0.7,0.57,0.57,0.2,0.61,0.58,0.57,0.6,0.53,0.57,0.57,0.54,0.49,0.58,0.51,0.52,0.53,0.51,0.51,0.49,0.48,0.48,0.47,0.43,0.44,0.41,0.44,0.43,0.43,0.44,0.4,0.39,0.4,0.33,0.35,0.34,0.34,0.31,0.3,0.34,0.29,0.32,0.33,0.32,0.32,0.3,0.29,0.3,0.32,0.29,0.29,0.28,0.29,0.28,0.27,0.31,0.27,0.28,0.29,0.29,0.27,0.26,0.26,0.24,0.26,0.22,0.25,0.24,0.25,0.25,0.25,0.24,0.24,0.25,0.22,0.2,0.24,0.22,0.23,0.22,0.21,0.23,0.22,0.19,0.18,0.2,0.2,0.2,0.19,0.19,0.18,0.15,0.18,0.18,0.17,0.18,0.19,0.18,0.19,0.18,0.17,0.16,0.18,0.16,0.16,0.18,0.17,0.16,0.18,0.15,0.17,0.17,0.14,0.17,0.15,0.16,0.15,0.15,0.16,0.17,0.15,0.16,0.16,0.15,0.14,0.16,0.14,0.13,0.15,0.15,0.13,0.13,0.14,0.12,0.15,0.13,0.13,0.13,0.14,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.0,0.0,0.12,0.0,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.5,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.13,0.0,0.0,0.0,83.94
08/06/2021,5.02,2.86,2.28,1.9,1.51,1.47,1.45,1.23,1.4,1.24,1.15,1.19,1.15,1.14,1.25,1.18,0.97,1.06,0.98,0.79,0.92,0.89,0.76,0.78,0.81,0.73,0.79,0.78,0.78,0.67,0.69,0.71,0.61,0.69,0.57,0.57,0.2,0.61,0.58,0.56,0.6,0.52,0.57,0.57,0.53,0.49,0.58,0.5,0.53,0.53,0.52,0.51,0.49,0.49,0.48,0.48,0.43,0.42,0.41,0.44,0.43,0.43,0.43,0.4,0.38,0.41,0.33,0.36,0.34,0.34,0.31,0.3,0.34,0.29,0.32,0.32,0.32,0.32,0.31,0.29,0.3,0.32,0.3,0.29,0.28,0.29,0.28,0.27,0.31,0.26,0.28,0.28,0.28,0.27,0.26,0.26,0.24,0.26,0.22,0.24,0.24,0.25,0.25,0.25,0.25,0.23,0.24,0.23,0.2,0.24,0.22,0.23,0.22,0.21,0.23,0.22,0.18,0.18,0.2,0.21,0.2,0.19,0.19,0.18,0.15,0.18,0.18,0.17,0.17,0.19,0.18,0.2,0.18,0.18,0.16,0.18,0.16,0.16,0.17,0.17,0.16,0.18,0.15,0.17,0.17,0.14,0.17,0.16,0.16,0.15,0.15,0.16,0.17,0.14,0.16,0.16,0.15,0.14,0.16,0.14,0.13,0.15,0.15,0.13,0.13,0.14,0.12,0.15,0.13,0.13,0.12,0.14,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.5,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.13,0.0,0.0,0.0,83.92999999999999
08/10/2021,4.88,2.83,2.25,1.85,1.55,1.44,1.46,1.13,1.42,1.25,1.14,1.2,1.13,1.12,1.33,1.2,0.97,1.06,0.99,0.76,0.92,0.85,0.76,0.76,0.8,0.72,0.81,0.78,0.78,0.66,0.68,0.71,0.59,0.69,0.57,0.6,0.0,0.62,0.57,0.56,0.6,0.52,0.56,0.59,0.52,0.47,0.59,0.5,0.53,0.51,0.51,0.48,0.49,0.5,0.49,0.48,0.44,0.43,0.42,0.44,0.42,0.43,0.43,0.39,0.38,0.41,0.33,0.36,0.34,0.35,0.3,0.3,0.37,0.29,0.33,0.34,0.32,0.32,0.29,0.31,0.3,0.34,0.33,0.29,0.28,0.29,0.28,0.27,0.31,0.25,0.28,0.29,0.28,0.27,0.25,0.26,0.25,0.26,0.22,0.23,0.25,0.24,0.25,0.26,0.25,0.23,0.24,0.22,0.2,0.24,0.22,0.23,0.23,0.21,0.24,0.21,0.18,0.18,0.22,0.2,0.2,0.19,0.19,0.19,0.16,0.19,0.18,0.17,0.17,0.19,0.18,0.24,0.17,0.17,0.16,0.18,0.15,0.16,0.17,0.15,0.16,0.17,0.15,0.17,0.16,0.14,0.18,0.16,0.16,0.15,0.16,0.16,0.17,0.14,0.15,0.16,0.14,0.14,0.16,0.15,0.13,0.14,0.14,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.11,0.13,0.12,0.11,0.0,0.11,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.0,0.11,0.61,0.0,0.14,0.5,0.0,0.0,84.05999999999999
08/11/2021,4.91,2.85,2.27,1.86,1.55,1.44,1.46,1.13,1.42,1.26,1.14,1.21,1.14,1.13,1.34,1.2,0.98,1.06,0.99,0.76,0.93,0.86,0.76,0.76,0.81,0.72,0.82,0.79,0.79,0.66,0.69,0.71,0.6,0.7,0.57,0.61,0.2,0.62,0.58,0.56,0.6,0.52,0.56,0.59,0.53,0.48,0.59,0.5,0.53,0.51,0.51,0.49,0.49,0.5,0.49,0.48,0.44,0.43,0.43,0.45,0.42,0.43,0.43,0.39,0.38,0.42,0.33,0.36,0.35,0.35,0.3,0.3,0.37,0.29,0.33,0.34,0.32,0.33,0.29,0.31,0.3,0.34,0.33,0.29,0.28,0.29,0.28,0.27,0.31,0.25,0.28,0.29,0.29,0.27,0.25,0.26,0.25,0.26,0.22,0.23,0.25,0.24,0.25,0.26,0.25,0.23,0.24,0.22,0.2,0.24,0.22,0.23,0.23,0.21,0.24,0.21,0.18,0.18,0.22,0.2,0.2,0.19,0.19,0.19,0.16,0.19,0.18,0.18,0.17,0.19,0.18,0.24,0.17,0.18,0.16,0.18,0.15,0.16,0.17,0.15,0.16,0.18,0.15,0.17,0.16,0.14,0.18,0.16,0.16,0.15,0.16,0.16,0.17,0.14,0.16,0.16,0.14,0.14,0.16,0.15,0.13,0.14,0.14,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.11,0.13,0.12,0.11,0.0,0.0,0.12,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.11,0.51,0.11,0.0,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.14,0.0,0.0,0.0,84.03999999999999
08/13/2021,4.92,2.77,2.3,1.87,1.58,1.44,1.48,1.1,1.41,1.24,1.14,1.2,1.15,1.12,1.34,1.23,0.97,1.07,1.0,0.8,0.92,0.85,0.77,0.77,0.82,0.73,0.81,0.81,0.78,0.67,0.7,0.71,0.61,0.71,0.58,0.61,0.2,0.62,0.59,0.57,0.6,0.53,0.56,0.58,0.53,0.49,0.58,0.49,0.53,0.51,0.48,0.49,0.47,0.49,0.49,0.5,0.43,0.43,0.42,0.45,0.42,0.41,0.43,0.39,0.4,0.42,0.33,0.36,0.34,0.34,0.3,0.29,0.37,0.29,0.33,0.36,0.32,0.32,0.28,0.3,0.29,0.35,0.32,0.29,0.28,0.29,0.28,0.27,0.31,0.26,0.28,0.29,0.29,0.27,0.25,0.27,0.25,0.25,0.22,0.23,0.25,0.24,0.25,0.26,0.25,0.23,0.24,0.23,0.21,0.24,0.22,0.21,0.22,0.21,0.24,0.22,0.18,0.18,0.22,0.2,0.2,0.19,0.19,0.19,0.15,0.19,0.18,0.17,0.17,0.19,0.19,0.23,0.17,0.17,0.16,0.18,0.15,0.15,0.18,0.15,0.16,0.18,0.15,0.17,0.16,0.14,0.17,0.16,0.16,0.16,0.16,0.16,0.17,0.14,0.16,0.16,0.15,0.15,0.16,0.16,0.13,0.14,0.14,0.14,0.13,0.15,0.12,0.14,0.12,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.11,0.0,0.0,0.11,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.11,0.51,0.11,0.0,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.14,0.0,0.0,0.0,84.03999999999999
08/16/2021,4.91,2.72,2.3,1.81,1.54,1.45,1.52,1.12,1.35,1.23,1.17,1.2,1.13,1.12,1.38,1.23,0.96,1.05,1.02,0.86,0.9,0.84,0.77,0.78,0.83,0.74,0.8,0.84,0.8,0.66,0.69,0.71,0.6,0.71,0.59,0.59,0.25,0.61,0.59,0.6,0.59,0.54,0.56,0.57,0.53,0.49,0.58,0.51,0.53,0.51,0.46,0.5,0.47,0.48,0.5,0.5,0.4,0.43,0.44,0.47,0.42,0.43,0.43,0.39,0.4,0.39,0.34,0.37,0.34,0.35,0.3,0.29,0.36,0.3,0.31,0.36,0.33,0.33,0.29,0.3,0.3,0.35,0.32,0.29,0.29,0.29,0.28,0.27,0.31,0.26,0.28,0.29,0.29,0.27,0.26,0.26,0.25,0.26,0.21,0.23,0.24,0.25,0.26,0.26,0.25,0.23,0.24,0.23,0.21,0.23,0.22,0.22,0.22,0.21,0.23,0.21,0.18,0.18,0.2,0.2,0.19,0.19,0.2,0.18,0.15,0.19,0.18,0.17,0.17,0.19,0.19,0.24,0.17,0.18,0.16,0.18,0.15,0.16,0.17,0.15,0.15,0.17,0.15,0.17,0.16,0.15,0.17,0.16,0.15,0.15,0.16,0.16,0.16,0.14,0.16,0.16,0.15,0.15,0.16,0.15,0.13,0.15,0.14,0.14,0.13,0.15,0.12,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.13,0.13,0.13,0.12,0.0,0.12,0.13,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.11,0.1,0.11,0.48,0.11,0.0,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.15,0.0,0.0,0.0,84.03999999999999
08/17/2021,4.89,2.74,2.31,1.8,1.68,1.42,1.5,1.11,1.31,1.22,1.17,1.18,1.13,1.12,1.38,1.23,0.94,1.03,1.01,0.86,0.89,0.84,0.77,0.76,0.82,0.74,0.8,0.82,0.79,0.65,0.7,0.7,0.6,0.7,0.58,0.59,0.0,0.61,0.6,0.59,0.59,0.53,0.56,0.57,0.53,0.49,0.58,0.51,0.53,0.51,0.46,0.5,0.47,0.47,0.5,0.51,0.38,0.43,0.44,0.47,0.42,0.43,0.43,0.39,0.4,0.37,0.33,0.36,0.34,0.35,0.29,0.29,0.36,0.29,0.31,0.36,0.33,0.33,0.29,0.29,0.29,0.36,0.33,0.29,0.28,0.28,0.27,0.27,0.31,0.26,0.28,0.29,0.29,0.28,0.25,0.27,0.25,0.25,0.21,0.23,0.24,0.25,0.25,0.26,0.25,0.23,0.24,0.23,0.21,0.22,0.22,0.22,0.22,0.19,0.23,0.21,0.19,0.17,0.2,0.2,0.2,0.19,0.19,0.18,0.15,0.18,0.18,0.17,0.17,0.19,0.19,0.24,0.17,0.17,0.16,0.18,0.15,0.15,0.17,0.15,0.15,0.17,0.15,0.17,0.16,0.14,0.17,0.16,0.15,0.15,0.16,0.16,0.17,0.14,0.16,0.16,0.15,0.14,0.16,0.15,0.13,0.15,0.14,0.13,0.13,0.17,0.12,0.14,0.13,0.14,0.13,0.13,0.12,0.13,0.11,0.12,0.13,0.12,0.13,0.12,0.0,0.11,0.13,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.0,0.11,0.59,0.0,0.15,0.48,0.1,0.0,84.04999999999998
