,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,BRK.B,TSLA,JPM,NVDA,JNJ,V,UNH,HD,PG,BAC,DIS,MA,PYPL,ADBE,CMCSA,PFE,CSCO,LLY,KO,VZ,INTC,NFLX,PEP,CRM,ABT,TMO,NKE,XOM,WMT,ABBV,ACN,COST,AVGO,ORCL,MRK,DHR,MCD,T,WFC,CVX,TXN,MDT,QCOM,HON,NEE,LIN,UNP,MS,LOW,C,AMD,INTU,UPS,PM,SBUX,BMY,AMGN,GS,TGT,BA,RTX,MRNA,CAT,BLK,AMAT,ISRG,DE,AXP,CHTR,CVS,NOW,IBM,MMM,SPGI,SCHW,GE.,ZTS,SQ,ADP,ANTM,LMT,MDLZ,SYK,TJX,FIS,BKNG,ZM,PNC,LRCX,COF,USB,MU,CSX,MMC,CB,TFC,SHW,EL,ILMN,ITW,MO,AON,DUK,GILD,ADSK,CI,EW,CME,COP,NSC,FDX,SO,BX,HCA,BDX,ETN,ATVI,MCO,CL,GM,ICE,WM,TMUS,FISV,EMR,ADI,APD,BSX,IDXX,DG,NOC,PGR,NXPI,ECL,EBAY,HUM,D,JCI,BIIB,MSCI,KLAC,ALGN,FCX,CMG,TEL,GPN,LHX,REGN,A,ROP,VRTX,IFF,TROW,SNAP,DXCM,CARR,MRVL,TT,KMB,GD,ROST,F,AEP,NEM,HPQ,APH,ORLY,LULU,MET,DOW,VEEV,CDNS,SNPS,BK,TWTR,FTNT,AIG,ALL,APTV,DFS,CRWD,TEAM,YUM,PPG,TRV,EA,EXC,RMD,WDAY,PRU,MSI,AZO,SRE,IQV,MNST,CTSH,GE,PANW,PH,MCHP,MTD,BAX,MAR,EOG,SYY,HLT,SUM
08/30/2021,6.13,5.15,3.49,2.09,2.04,2.03,1.33,1.25,1.18,1.27,1.09,0.93,0.95,0.83,0.85,0.78,0.76,0.75,0.75,0.76,0.64,0.63,0.6,0.56,0.54,0.54,0.54,0.58,0.53,0.56,0.52,0.52,0.5,0.48,0.5,0.51,0.5,0.49,0.47,0.45,0.46,0.45,0.42,0.41,0.4,0.39,0.41,0.43,0.38,0.39,0.39,0.39,0.36,0.36,0.37,0.34,0.34,0.34,0.33,0.33,0.32,0.32,0.31,0.32,0.3,0.28,0.28,0.3,0.28,0.29,0.29,0.29,0.27,0.27,0.27,0.26,0.28,0.25,0.25,0.25,0.24,0.0,0.23,0.22,0.21,0.22,0.22,0.21,0.22,0.21,0.19,0.21,0.19,0.19,0.2,0.18,0.18,0.2,0.18,0.19,0.18,0.17,0.18,0.18,0.16,0.18,0.18,0.18,0.17,0.18,0.16,0.17,0.18,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.16,0.14,0.16,0.15,0.15,0.14,0.15,0.14,0.13,0.14,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.09,0.1,0.0,0.09,0.22,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.48000000000002
08/31/2021,6.12,5.11,3.49,2.12,2.05,2.05,1.32,1.26,1.18,1.29,1.08,0.93,0.94,0.82,0.84,0.78,0.77,0.75,0.76,0.76,0.64,0.61,0.59,0.55,0.54,0.54,0.54,0.58,0.53,0.55,0.52,0.51,0.49,0.49,0.49,0.5,0.5,0.48,0.47,0.45,0.46,0.44,0.42,0.4,0.4,0.4,0.41,0.43,0.39,0.38,0.39,0.39,0.36,0.36,0.37,0.34,0.35,0.35,0.33,0.33,0.32,0.32,0.31,0.32,0.3,0.28,0.28,0.28,0.27,0.29,0.3,0.29,0.27,0.27,0.27,0.26,0.28,0.25,0.24,0.25,0.24,0.0,0.23,0.22,0.21,0.22,0.21,0.21,0.22,0.21,0.19,0.21,0.18,0.2,0.2,0.19,0.19,0.2,0.18,0.19,0.18,0.18,0.18,0.18,0.16,0.17,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.16,0.15,0.21,0.14,0.15,0.14,0.13,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.1,0.1,0.09,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.11,0.09,0.1,0.0,0.0,0.1,0.0,0.0,0.23,0.11,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,75.47000000000001
09/01/2021,6.12,5.11,3.49,2.12,2.05,2.05,1.32,1.26,1.18,1.29,1.08,0.93,0.94,0.82,0.84,0.78,0.77,0.75,0.76,0.76,0.64,0.61,0.59,0.55,0.54,0.54,0.54,0.58,0.53,0.55,0.52,0.51,0.49,0.49,0.49,0.5,0.5,0.48,0.47,0.45,0.46,0.44,0.42,0.4,0.4,0.4,0.41,0.43,0.39,0.38,0.39,0.39,0.36,0.36,0.37,0.34,0.35,0.35,0.33,0.33,0.32,0.32,0.31,0.32,0.3,0.28,0.28,0.28,0.27,0.29,0.3,0.29,0.27,0.27,0.27,0.26,0.28,0.25,0.24,0.25,0.24,0.0,0.23,0.22,0.21,0.22,0.21,0.21,0.22,0.21,0.19,0.21,0.18,0.2,0.2,0.19,0.19,0.2,0.18,0.19,0.18,0.18,0.18,0.18,0.16,0.17,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.16,0.15,0.21,0.14,0.15,0.14,0.13,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.1,0.1,0.09,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.11,0.09,0.1,0.0,0.0,0.1,0.0,0.0,0.23,0.11,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,75.47000000000001
09/02/2021,6.12,5.11,3.49,2.12,2.05,2.05,1.32,1.26,1.18,1.29,1.08,0.93,0.94,0.82,0.84,0.78,0.77,0.75,0.76,0.76,0.64,0.61,0.59,0.55,0.54,0.54,0.54,0.58,0.53,0.55,0.52,0.51,0.49,0.49,0.49,0.5,0.5,0.48,0.47,0.45,0.46,0.44,0.42,0.4,0.4,0.4,0.41,0.43,0.39,0.38,0.39,0.39,0.36,0.36,0.37,0.34,0.35,0.35,0.33,0.33,0.32,0.32,0.31,0.32,0.3,0.28,0.28,0.28,0.27,0.29,0.3,0.29,0.27,0.27,0.27,0.26,0.28,0.25,0.24,0.25,0.24,0.0,0.23,0.22,0.21,0.22,0.21,0.21,0.22,0.21,0.19,0.21,0.18,0.2,0.2,0.19,0.19,0.2,0.18,0.19,0.18,0.18,0.18,0.18,0.16,0.17,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.16,0.15,0.21,0.14,0.15,0.14,0.13,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.1,0.1,0.09,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.11,0.09,0.1,0.0,0.0,0.1,0.0,0.0,0.23,0.11,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,75.47000000000001
09/03/2021,6.28,5.15,3.55,2.16,2.06,2.05,1.31,1.28,1.15,1.29,1.08,0.92,0.94,0.83,0.84,0.77,0.77,0.74,0.78,0.76,0.64,0.61,0.59,0.55,0.54,0.53,0.54,0.59,0.53,0.54,0.52,0.52,0.49,0.48,0.49,0.5,0.5,0.49,0.47,0.45,0.46,0.45,0.42,0.4,0.39,0.39,0.41,0.42,0.39,0.38,0.39,0.39,0.35,0.36,0.37,0.33,0.35,0.35,0.32,0.33,0.32,0.32,0.31,0.31,0.29,0.28,0.28,0.27,0.27,0.29,0.29,0.29,0.27,0.26,0.28,0.26,0.29,0.25,0.24,0.25,0.23,0.0,0.23,0.23,0.21,0.22,0.21,0.21,0.22,0.21,0.19,0.2,0.19,0.19,0.2,0.18,0.18,0.19,0.18,0.19,0.18,0.17,0.18,0.18,0.16,0.18,0.18,0.18,0.17,0.18,0.16,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.16,0.14,0.16,0.15,0.21,0.14,0.15,0.14,0.13,0.14,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.12,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.12,0.1,0.09,0.0,0.1,0.1,0.1,0.1,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.22,0.1,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,75.60000000000001
09/06/2021,6.29,5.11,3.59,2.12,2.04,2.03,1.31,1.29,1.15,1.27,1.09,0.89,0.95,0.83,0.84,0.75,0.77,0.72,0.77,0.76,0.66,0.61,0.59,0.55,0.55,0.54,0.54,0.61,0.53,0.54,0.53,0.53,0.48,0.48,0.5,0.46,0.51,0.49,0.47,0.45,0.46,0.46,0.42,0.41,0.36,0.39,0.41,0.43,0.39,0.38,0.4,0.39,0.35,0.36,0.37,0.33,0.34,0.34,0.33,0.34,0.32,0.31,0.31,0.31,0.29,0.28,0.28,0.29,0.27,0.29,0.29,0.3,0.27,0.26,0.28,0.27,0.29,0.25,0.24,0.26,0.23,0.0,0.24,0.22,0.21,0.23,0.21,0.21,0.22,0.2,0.19,0.2,0.16,0.19,0.2,0.17,0.18,0.2,0.17,0.19,0.18,0.17,0.18,0.18,0.16,0.17,0.18,0.18,0.17,0.18,0.15,0.18,0.18,0.16,0.16,0.15,0.16,0.16,0.18,0.16,0.16,0.16,0.15,0.16,0.15,0.14,0.15,0.16,0.14,0.15,0.15,0.21,0.14,0.15,0.14,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.0,0.09,0.11,0.11,0.09,0.0,0.1,0.1,0.1,0.1,0.11,0.0,0.1,0.0,0.09,0.1,0.09,0.09,0.23,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,75.51
09/07/2021,6.32,5.11,3.61,2.13,2.05,2.03,1.29,1.29,1.14,1.3,1.09,0.9,0.95,0.84,0.84,0.75,0.77,0.72,0.78,0.76,0.66,0.61,0.59,0.55,0.55,0.54,0.54,0.61,0.53,0.55,0.53,0.53,0.48,0.48,0.5,0.46,0.51,0.49,0.47,0.45,0.46,0.46,0.42,0.41,0.36,0.39,0.41,0.43,0.39,0.38,0.4,0.39,0.35,0.36,0.37,0.33,0.34,0.34,0.33,0.34,0.32,0.31,0.31,0.31,0.29,0.28,0.28,0.3,0.27,0.28,0.29,0.3,0.27,0.25,0.27,0.27,0.3,0.25,0.24,0.26,0.23,0.0,0.24,0.22,0.21,0.23,0.21,0.21,0.22,0.2,0.18,0.2,0.16,0.19,0.2,0.17,0.18,0.2,0.17,0.19,0.18,0.17,0.18,0.18,0.16,0.17,0.18,0.18,0.17,0.18,0.15,0.18,0.18,0.15,0.16,0.15,0.16,0.16,0.18,0.16,0.16,0.15,0.15,0.16,0.15,0.14,0.15,0.16,0.14,0.15,0.15,0.21,0.14,0.15,0.14,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.11,0.12,0.12,0.11,0.12,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.11,0.1,0.1,0.0,0.09,0.11,0.11,0.09,0.0,0.1,0.1,0.1,0.1,0.11,0.0,0.1,0.0,0.09,0.1,0.09,0.0,0.22,0.11,0.0,0.0,0.09,0.1,0.0,0.0,0.0,0.0,75.56
09/08/2021,6.32,5.11,3.61,2.13,2.05,2.03,1.29,1.29,1.14,1.3,1.09,0.9,0.95,0.84,0.84,0.75,0.77,0.72,0.78,0.76,0.66,0.61,0.59,0.55,0.55,0.54,0.54,0.61,0.53,0.55,0.53,0.53,0.48,0.48,0.5,0.46,0.51,0.49,0.47,0.45,0.46,0.46,0.42,0.41,0.36,0.39,0.41,0.43,0.39,0.38,0.4,0.39,0.35,0.36,0.37,0.33,0.34,0.34,0.33,0.34,0.32,0.31,0.31,0.31,0.29,0.28,0.28,0.3,0.27,0.28,0.29,0.3,0.27,0.25,0.27,0.27,0.3,0.25,0.24,0.26,0.23,0.0,0.24,0.22,0.21,0.23,0.21,0.21,0.22,0.2,0.18,0.2,0.16,0.19,0.2,0.17,0.18,0.2,0.17,0.19,0.18,0.17,0.18,0.18,0.16,0.17,0.18,0.18,0.17,0.18,0.15,0.18,0.18,0.15,0.16,0.15,0.16,0.16,0.18,0.16,0.16,0.15,0.15,0.16,0.15,0.14,0.15,0.16,0.14,0.15,0.15,0.21,0.14,0.15,0.14,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.11,0.12,0.12,0.11,0.12,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.11,0.1,0.1,0.0,0.09,0.11,0.11,0.09,0.0,0.1,0.1,0.1,0.1,0.11,0.0,0.1,0.0,0.09,0.1,0.09,0.0,0.22,0.11,0.0,0.0,0.09,0.1,0.0,0.0,0.0,0.0,75.56
09/09/2021,6.32,5.11,3.61,2.13,2.05,2.03,1.29,1.29,1.14,1.3,1.09,0.9,0.95,0.84,0.84,0.75,0.77,0.72,0.78,0.76,0.66,0.61,0.59,0.55,0.55,0.54,0.54,0.61,0.53,0.55,0.53,0.53,0.48,0.48,0.5,0.46,0.51,0.49,0.47,0.45,0.46,0.46,0.42,0.41,0.36,0.39,0.41,0.43,0.39,0.38,0.4,0.39,0.35,0.36,0.37,0.33,0.34,0.34,0.33,0.34,0.32,0.31,0.31,0.31,0.29,0.28,0.28,0.3,0.27,0.28,0.29,0.3,0.27,0.25,0.27,0.27,0.3,0.25,0.24,0.26,0.23,0.0,0.24,0.22,0.21,0.23,0.21,0.21,0.22,0.2,0.18,0.2,0.16,0.19,0.2,0.17,0.18,0.2,0.17,0.19,0.18,0.17,0.18,0.18,0.16,0.17,0.18,0.18,0.17,0.18,0.15,0.18,0.18,0.15,0.16,0.15,0.16,0.16,0.18,0.16,0.16,0.15,0.15,0.16,0.15,0.14,0.15,0.16,0.14,0.15,0.15,0.21,0.14,0.15,0.14,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.11,0.12,0.12,0.11,0.12,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.11,0.1,0.1,0.0,0.09,0.11,0.11,0.09,0.0,0.1,0.1,0.1,0.1,0.11,0.0,0.1,0.0,0.09,0.1,0.09,0.0,0.22,0.11,0.0,0.0,0.09,0.1,0.0,0.0,0.0,0.0,75.56
09/10/2021,6.44,5.11,3.66,2.17,2.06,2.05,1.28,1.33,1.15,1.29,1.07,0.9,0.95,0.84,0.84,0.76,0.79,0.73,0.8,0.76,0.65,0.62,0.59,0.54,0.54,0.54,0.54,0.63,0.52,0.55,0.53,0.53,0.48,0.48,0.49,0.45,0.51,0.49,0.47,0.45,0.45,0.46,0.42,0.41,0.36,0.39,0.41,0.43,0.38,0.37,0.39,0.39,0.34,0.36,0.37,0.33,0.34,0.34,0.33,0.34,0.32,0.31,0.31,0.31,0.29,0.27,0.28,0.32,0.27,0.28,0.3,0.3,0.26,0.25,0.27,0.27,0.3,0.25,0.23,0.26,0.23,0.0,0.24,0.22,0.21,0.23,0.21,0.2,0.22,0.2,0.19,0.21,0.16,0.19,0.2,0.17,0.18,0.2,0.17,0.19,0.18,0.17,0.18,0.18,0.16,0.17,0.18,0.18,0.17,0.17,0.15,0.18,0.18,0.15,0.16,0.15,0.15,0.16,0.18,0.16,0.16,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.21,0.14,0.15,0.14,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.13,0.13,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.11,0.11,0.09,0.0,0.1,0.1,0.1,0.1,0.11,0.0,0.1,0.0,0.09,0.1,0.0,0.0,0.22,0.11,0.0,0.0,0.09,0.1,0.0,0.0,0.0,0.0,75.74000000000001
09/13/2021,6.39,5.12,3.68,2.15,2.06,2.04,1.29,1.33,1.14,1.28,1.07,0.92,0.94,0.85,0.85,0.75,0.79,0.74,0.78,0.76,0.65,0.61,0.59,0.54,0.55,0.54,0.54,0.63,0.53,0.54,0.53,0.54,0.48,0.47,0.49,0.46,0.51,0.5,0.47,0.45,0.45,0.46,0.42,0.41,0.36,0.39,0.41,0.43,0.38,0.37,0.4,0.39,0.35,0.36,0.37,0.32,0.33,0.35,0.33,0.34,0.33,0.31,0.31,0.31,0.29,0.27,0.28,0.31,0.27,0.28,0.29,0.3,0.26,0.25,0.27,0.27,0.29,0.25,0.23,0.26,0.23,0.0,0.24,0.21,0.21,0.22,0.21,0.21,0.22,0.2,0.19,0.21,0.16,0.19,0.19,0.16,0.18,0.19,0.17,0.19,0.18,0.17,0.17,0.18,0.16,0.17,0.19,0.18,0.17,0.18,0.15,0.17,0.18,0.15,0.16,0.15,0.15,0.17,0.18,0.16,0.17,0.15,0.15,0.16,0.15,0.14,0.15,0.16,0.14,0.16,0.15,0.21,0.14,0.15,0.15,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.11,0.11,0.09,0.0,0.1,0.1,0.1,0.1,0.11,0.0,0.1,0.0,0.09,0.1,0.09,0.09,0.22,0.11,0.0,0.0,0.09,0.1,0.0,0.0,0.0,0.0,75.73000000000002
09/14/2021,6.21,5.1,3.67,2.18,2.04,2.03,1.29,1.32,1.15,1.3,1.06,0.91,0.92,0.86,0.86,0.75,0.8,0.74,0.78,0.77,0.65,0.61,0.59,0.51,0.55,0.54,0.55,0.63,0.53,0.54,0.54,0.54,0.49,0.48,0.5,0.45,0.52,0.5,0.48,0.46,0.45,0.47,0.43,0.41,0.36,0.39,0.42,0.42,0.39,0.37,0.4,0.39,0.34,0.36,0.37,0.32,0.33,0.35,0.33,0.34,0.33,0.31,0.3,0.31,0.29,0.27,0.28,0.33,0.27,0.28,0.3,0.29,0.26,0.26,0.27,0.26,0.29,0.25,0.23,0.26,0.23,0.0,0.24,0.21,0.21,0.22,0.21,0.21,0.22,0.2,0.18,0.21,0.16,0.2,0.2,0.17,0.18,0.2,0.17,0.19,0.18,0.17,0.18,0.18,0.16,0.17,0.19,0.19,0.17,0.18,0.15,0.17,0.18,0.15,0.16,0.15,0.15,0.16,0.18,0.17,0.17,0.15,0.15,0.16,0.15,0.14,0.15,0.16,0.14,0.15,0.14,0.22,0.14,0.15,0.15,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.11,0.13,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.12,0.12,0.1,0.1,0.11,0.1,0.1,0.0,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.1,0.11,0.0,0.1,0.0,0.09,0.1,0.0,0.09,0.22,0.11,0.0,0.09,0.09,0.1,0.0,0.0,0.0,0.0,75.70000000000002
09/15/2021,6.21,5.1,3.67,2.18,2.04,2.03,1.29,1.32,1.15,1.3,1.06,0.91,0.92,0.86,0.86,0.75,0.8,0.74,0.78,0.77,0.65,0.61,0.59,0.51,0.55,0.54,0.55,0.63,0.53,0.54,0.54,0.54,0.49,0.48,0.5,0.45,0.52,0.5,0.48,0.46,0.45,0.47,0.43,0.41,0.36,0.39,0.42,0.42,0.39,0.37,0.4,0.39,0.34,0.36,0.37,0.32,0.33,0.35,0.33,0.34,0.33,0.31,0.3,0.31,0.29,0.27,0.28,0.33,0.27,0.28,0.3,0.29,0.26,0.26,0.27,0.26,0.29,0.25,0.23,0.26,0.23,0.0,0.24,0.21,0.21,0.22,0.21,0.21,0.22,0.2,0.18,0.21,0.16,0.2,0.2,0.17,0.18,0.2,0.17,0.19,0.18,0.17,0.18,0.18,0.16,0.17,0.19,0.19,0.17,0.18,0.15,0.17,0.18,0.15,0.16,0.15,0.15,0.16,0.18,0.17,0.17,0.15,0.15,0.16,0.15,0.14,0.15,0.16,0.14,0.15,0.14,0.22,0.14,0.15,0.15,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.11,0.13,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.12,0.12,0.1,0.1,0.11,0.1,0.1,0.0,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.1,0.11,0.0,0.1,0.0,0.09,0.1,0.0,0.09,0.22,0.11,0.0,0.09,0.09,0.1,0.0,0.0,0.0,0.0,75.70000000000002
09/16/2021,6.21,5.1,3.67,2.18,2.04,2.03,1.29,1.32,1.15,1.3,1.06,0.91,0.92,0.86,0.86,0.75,0.8,0.74,0.78,0.77,0.65,0.61,0.59,0.51,0.55,0.54,0.55,0.63,0.53,0.54,0.54,0.54,0.49,0.48,0.5,0.45,0.52,0.5,0.48,0.46,0.45,0.47,0.43,0.41,0.36,0.39,0.42,0.42,0.39,0.37,0.4,0.39,0.34,0.36,0.37,0.32,0.33,0.35,0.33,0.34,0.33,0.31,0.3,0.31,0.29,0.27,0.28,0.33,0.27,0.28,0.3,0.29,0.26,0.26,0.27,0.26,0.29,0.25,0.23,0.26,0.23,0.0,0.24,0.21,0.21,0.22,0.21,0.21,0.22,0.2,0.18,0.21,0.16,0.2,0.2,0.17,0.18,0.2,0.17,0.19,0.18,0.17,0.18,0.18,0.16,0.17,0.19,0.19,0.17,0.18,0.15,0.17,0.18,0.15,0.16,0.15,0.15,0.16,0.18,0.17,0.17,0.15,0.15,0.16,0.15,0.14,0.15,0.16,0.14,0.15,0.14,0.22,0.14,0.15,0.15,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.11,0.13,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.12,0.12,0.1,0.1,0.11,0.1,0.1,0.0,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.1,0.11,0.0,0.1,0.0,0.09,0.1,0.0,0.09,0.22,0.11,0.0,0.09,0.09,0.1,0.0,0.0,0.0,0.0,75.70000000000002
09/17/2021,6.22,5.12,3.65,2.16,2.06,2.04,1.3,1.32,1.16,1.28,1.05,0.91,0.94,0.87,0.87,0.76,0.8,0.74,0.77,0.75,0.65,0.59,0.59,0.51,0.55,0.54,0.56,0.62,0.53,0.53,0.53,0.53,0.48,0.49,0.49,0.45,0.51,0.5,0.48,0.46,0.44,0.45,0.43,0.41,0.38,0.4,0.42,0.42,0.39,0.38,0.4,0.39,0.34,0.36,0.37,0.33,0.33,0.35,0.33,0.34,0.33,0.3,0.31,0.32,0.29,0.28,0.28,0.31,0.27,0.28,0.31,0.29,0.26,0.26,0.27,0.26,0.29,0.25,0.23,0.26,0.23,0.0,0.23,0.21,0.21,0.22,0.21,0.21,0.22,0.2,0.19,0.21,0.16,0.2,0.21,0.17,0.18,0.2,0.17,0.19,0.18,0.17,0.18,0.18,0.16,0.17,0.18,0.19,0.17,0.18,0.15,0.17,0.18,0.15,0.17,0.15,0.16,0.16,0.18,0.17,0.17,0.15,0.14,0.16,0.15,0.14,0.15,0.16,0.14,0.15,0.14,0.22,0.14,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.11,0.13,0.14,0.13,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.1,0.11,0.1,0.0,0.09,0.1,0.11,0.09,0.0,0.1,0.1,0.1,0.1,0.11,0.0,0.1,0.0,0.09,0.1,0.0,0.0,0.23,0.11,0.0,0.09,0.0,0.1,0.09,0.0,0.0,0.0,75.66000000000003
