,TLRY,FAF.TO,VFF.TO,OGI.TO,WEED.TO,CRON.TO,GRWG,VLNS.TO,HYFM,RIV.TO,AMRS,XLY.TO,YCBD,SMG,LABS.TO,CLVR,HEXO.TO,AAK.ST,CWEB.TO,ENW.V,WAT,FIRE.TO,PKI,GNLN,HITI.V,CRDL.TO,NBEV,NEPT.TO,CREE,AGFY,AH.TO,WLLW.TO,Nova Cannabis Inc Ordinary Shares,ALTR.LS,n/a,688098.SS,688065.SS,ACB.TO,NOVC.TO,RIV.CN,WOLF,SUM
07/23/2021,6.89,4.5,5.93,4.5,6.53,4.88,5.52,3.42,4.63,4.41,4.69,2.44,3.22,2.92,2.49,2.4,2.29,0.0,2.02,1.96,2.44,0.0,2.2,2.37,2.07,1.66,1.89,1.8,1.85,2.36,1.63,0.87,0.64,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/26/2021,6.89,4.5,5.93,4.5,6.53,4.88,5.52,3.42,4.63,4.41,4.69,2.44,3.22,2.92,2.49,2.4,2.29,0.0,2.02,1.96,2.44,0.0,2.2,2.37,2.07,1.66,1.89,1.8,1.85,2.36,1.63,0.87,0.64,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/27/2021,6.89,4.5,5.93,4.5,6.53,4.88,5.52,3.42,4.63,4.41,4.69,2.44,3.22,2.92,2.49,2.4,2.29,0.0,2.02,1.96,2.44,0.0,2.2,2.37,2.07,1.66,1.89,1.8,1.85,2.36,1.63,0.87,0.64,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/28/2021,6.89,4.5,5.93,4.5,6.53,4.88,5.52,3.42,4.63,4.41,4.69,2.44,3.22,2.92,2.49,2.4,2.29,0.0,2.02,1.96,2.44,0.0,2.2,2.37,2.07,1.66,1.89,1.8,1.85,2.36,1.63,0.87,0.64,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/29/2021,6.89,4.5,5.93,4.5,6.53,4.88,5.52,3.42,4.63,4.41,4.69,2.44,3.22,2.92,2.49,2.4,2.29,0.0,2.02,1.96,2.44,0.0,2.2,2.37,2.07,1.66,1.89,1.8,1.85,2.36,1.63,0.87,0.64,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/30/2021,6.89,4.5,5.93,4.5,6.53,4.88,5.52,3.42,4.63,4.41,4.69,2.44,3.22,2.92,2.49,2.4,2.29,0.0,2.02,1.96,2.44,0.0,2.2,2.37,2.07,1.66,1.89,1.8,1.85,2.36,1.63,0.87,0.64,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/02/2021,6.89,4.5,5.93,4.5,6.53,4.88,5.52,3.42,4.63,4.41,4.69,2.44,3.22,2.92,2.49,2.4,2.29,0.0,2.02,1.96,2.44,0.0,2.2,2.37,2.07,1.66,1.89,1.8,1.85,2.36,1.63,0.87,0.64,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/03/2021,6.89,4.5,5.93,4.5,6.53,4.88,5.52,3.42,4.63,4.41,4.69,2.44,3.22,2.92,2.49,2.4,2.29,0.0,2.02,1.96,2.44,0.0,2.2,2.37,2.07,1.66,1.89,1.8,1.85,2.36,1.63,0.87,0.64,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/04/2021,6.89,4.5,5.93,4.5,6.53,4.88,5.52,3.42,4.63,4.41,4.69,2.44,3.22,2.92,2.49,2.4,2.29,0.0,2.02,1.96,2.44,0.0,2.2,2.37,2.07,1.66,1.89,1.8,1.85,2.36,1.63,0.87,0.64,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/05/2021,6.89,4.5,5.93,4.5,6.53,4.88,5.52,3.42,4.63,4.41,4.69,2.44,3.22,2.92,2.49,2.4,2.29,0.0,2.02,1.96,2.44,0.0,2.2,2.37,2.07,1.66,1.89,1.8,1.85,2.36,1.63,0.87,0.64,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/06/2021,6.89,4.5,5.93,4.5,6.53,4.88,5.52,3.42,4.63,4.41,4.69,2.44,3.22,2.92,2.49,2.4,2.29,0.0,2.02,1.96,2.44,0.0,2.2,2.37,2.07,1.66,1.89,1.8,1.85,2.36,1.63,0.87,0.64,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/09/2021,6.89,4.5,5.93,4.5,6.53,4.88,5.52,3.42,4.63,4.41,4.69,2.44,3.22,2.92,2.49,2.4,2.29,0.0,2.02,1.96,2.44,0.0,2.2,2.37,2.07,1.66,1.89,1.8,1.85,2.36,1.63,0.87,0.0,2.57,0.64,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/10/2021,6.89,4.5,5.93,4.5,6.53,4.88,5.52,3.42,4.63,4.41,4.69,2.44,3.22,2.92,2.49,2.4,2.29,0.0,2.02,1.96,2.44,0.0,2.2,2.37,2.07,1.66,1.89,1.8,1.85,2.36,1.63,0.87,0.0,2.57,0.64,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/11/2021,6.89,4.5,5.93,4.5,6.53,4.88,5.52,3.42,4.63,4.41,4.69,2.44,3.22,2.92,2.49,2.4,2.29,0.0,2.02,1.96,2.44,0.0,2.2,2.37,2.07,1.66,1.89,1.8,1.85,2.36,1.63,0.87,0.0,2.57,0.64,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/13/2021,5.96,4.41,6.27,4.83,5.55,4.58,5.11,3.08,4.28,4.1,4.44,2.74,3.38,2.98,2.63,2.74,1.72,0.0,2.08,2.15,2.93,0.0,2.79,2.15,2.79,1.72,1.85,1.45,1.81,3.83,1.76,0.97,0.0,2.24,0.67,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/16/2021,5.96,4.41,6.27,4.83,5.55,4.58,5.11,3.08,4.28,4.1,4.44,2.74,3.38,2.98,2.63,2.74,1.72,0.0,2.08,2.15,2.93,0.0,2.79,2.15,2.79,1.72,1.85,1.45,1.81,3.83,1.76,0.97,0.0,2.24,0.67,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/17/2021,5.96,4.41,6.27,4.83,5.55,4.58,5.11,3.08,4.28,4.1,4.44,2.74,3.38,2.98,2.63,2.74,1.72,0.0,2.08,2.15,2.93,0.0,2.79,2.15,2.79,1.72,1.85,1.45,1.81,3.83,1.76,0.97,0.0,2.24,0.67,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/18/2021,5.96,4.41,6.27,4.83,5.55,4.58,5.11,3.08,4.28,4.1,4.44,2.74,3.38,2.98,2.63,2.74,1.72,0.0,2.08,2.15,2.93,0.0,2.79,2.15,2.79,1.72,1.85,1.45,1.81,3.83,1.76,0.97,0.0,2.24,0.67,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/19/2021,5.96,4.41,6.27,4.83,5.55,4.58,5.11,3.08,4.28,4.1,4.44,2.74,3.38,2.98,2.63,2.74,1.72,0.0,2.08,2.15,2.93,0.0,2.79,2.15,2.79,1.72,1.85,1.45,1.81,3.83,1.76,0.97,0.0,2.24,0.67,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/20/2021,5.96,4.41,6.27,4.83,5.55,4.58,5.11,3.08,4.28,4.1,4.44,2.74,3.38,2.98,2.63,2.74,1.72,0.0,2.08,2.15,2.93,0.0,2.79,2.15,2.79,1.72,1.85,1.45,1.81,3.83,1.76,0.97,0.0,2.24,0.67,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/23/2021,5.96,4.41,6.27,4.83,5.55,4.58,5.11,3.08,4.28,4.1,4.44,2.74,3.38,2.98,2.63,2.74,1.72,0.0,2.08,2.15,2.93,0.0,2.79,2.15,2.79,1.72,1.85,1.45,1.81,3.83,1.76,0.97,0.0,2.24,0.67,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/24/2021,5.96,4.41,6.27,4.83,5.55,4.58,5.11,3.08,4.28,4.1,4.44,2.74,3.38,2.98,2.63,2.74,1.72,0.0,2.08,2.15,2.93,0.0,2.79,2.15,2.79,1.72,1.85,1.45,1.81,3.83,1.76,0.97,0.0,2.24,0.67,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/25/2021,5.96,4.41,6.27,4.83,5.55,4.58,5.11,3.08,4.28,4.1,4.44,2.74,3.38,2.98,2.63,2.74,1.72,0.0,2.08,2.15,2.93,0.0,2.79,2.15,2.79,1.72,1.85,1.45,1.81,3.83,1.76,0.97,0.0,0.0,0.67,2.24,0.0,0.0,0.0,0.0,0.0,99.99
08/26/2021,5.96,4.41,6.27,4.83,5.55,4.58,5.11,3.08,4.28,4.1,4.44,2.74,3.38,2.98,2.63,2.74,1.72,0.0,2.08,2.15,2.93,0.0,2.79,2.15,2.79,1.72,1.85,1.45,1.81,3.83,1.76,0.97,0.0,0.0,0.67,2.24,0.0,0.0,0.0,0.0,0.0,99.99
08/27/2021,5.96,4.41,6.27,4.83,5.55,4.58,5.11,3.08,4.28,4.1,4.44,2.74,3.38,2.98,2.63,2.74,1.72,0.0,2.08,2.15,2.93,0.0,2.79,2.15,2.79,1.72,1.85,1.45,1.81,3.83,1.76,0.97,0.0,0.0,0.67,2.24,0.0,0.0,0.0,0.0,0.0,99.99
08/30/2021,5.96,4.41,6.27,4.83,5.55,4.58,5.11,3.08,4.28,4.1,4.44,2.74,3.38,2.98,2.63,2.74,1.72,0.0,2.08,2.15,2.93,0.0,2.79,2.15,2.79,1.72,1.85,1.45,1.81,3.83,1.76,0.97,0.0,0.0,0.67,2.24,0.0,0.0,0.0,0.0,0.0,99.99
08/31/2021,5.96,4.41,6.27,4.83,5.55,4.58,5.11,3.08,4.28,4.1,4.44,2.74,3.38,2.98,2.63,2.74,1.72,0.0,2.08,2.15,2.93,0.0,2.79,2.15,2.79,1.72,1.85,1.45,1.81,3.83,1.76,0.97,0.0,0.0,0.67,2.24,0.0,0.0,0.0,0.0,0.0,99.99
09/01/2021,5.96,4.41,6.27,4.83,5.55,4.58,5.11,3.08,4.28,4.1,4.44,2.74,3.38,2.98,2.63,2.74,1.72,0.0,2.08,2.15,2.93,0.0,2.79,2.15,2.79,1.72,1.85,1.45,1.81,3.83,1.76,0.97,0.0,0.0,0.67,2.24,0.0,0.0,0.0,0.0,0.0,99.99
09/02/2021,5.96,4.41,6.27,4.83,5.55,4.58,5.11,3.08,4.28,4.1,4.44,2.74,3.38,2.98,2.63,2.74,1.72,0.0,2.08,2.15,2.93,0.0,2.79,2.15,2.79,1.72,1.85,1.45,1.81,3.83,1.76,0.97,0.0,0.0,0.67,0.0,2.24,0.0,0.0,0.0,0.0,99.99
09/03/2021,5.96,4.41,6.27,4.83,5.55,4.58,5.11,3.08,4.28,4.1,4.44,2.74,3.38,2.98,2.63,2.74,1.72,0.0,2.08,2.15,2.93,0.0,2.79,2.15,2.79,1.72,1.85,1.45,1.81,3.83,1.76,0.97,0.0,0.0,0.67,2.24,0.0,0.0,0.0,0.0,0.0,99.99
09/06/2021,5.96,4.41,6.27,4.83,5.55,4.58,5.11,3.08,4.28,4.1,4.44,2.74,3.38,2.98,2.63,2.74,1.72,0.0,2.08,2.15,2.93,0.0,2.79,2.15,2.79,1.72,1.85,1.45,1.81,3.83,1.76,0.97,0.0,0.0,0.67,2.24,0.0,0.0,0.0,0.0,0.0,99.99
09/07/2021,5.96,4.41,6.27,4.83,5.55,4.58,5.11,3.08,4.28,4.1,4.44,2.74,3.38,2.98,2.63,2.74,1.72,0.0,2.08,2.15,2.93,0.0,2.79,2.15,2.79,1.72,1.85,1.45,1.81,3.83,1.76,0.97,0.0,0.0,0.0,0.0,0.0,2.24,0.67,0.0,0.0,99.99
09/08/2021,5.96,4.41,6.27,4.83,5.55,4.58,5.11,3.08,4.28,4.1,4.44,2.74,3.38,2.98,2.63,2.74,1.72,0.0,2.08,2.15,2.93,0.0,2.79,2.15,2.79,1.72,1.85,1.45,1.81,3.83,1.76,0.97,0.0,0.0,0.0,0.0,0.0,2.24,0.67,0.0,0.0,99.99
09/09/2021,5.96,4.41,6.27,4.83,5.55,4.58,5.11,3.08,4.28,4.1,4.44,2.74,3.38,2.98,2.63,2.74,1.72,0.0,2.08,2.15,2.93,0.0,2.79,2.15,2.79,1.72,1.85,1.45,1.81,3.83,1.76,0.97,0.0,0.0,0.0,0.0,0.0,2.24,0.67,0.0,0.0,99.99
09/10/2021,5.96,4.41,6.27,4.83,5.55,4.58,5.11,3.08,4.28,4.1,4.44,2.74,3.38,2.98,2.63,2.74,1.72,0.0,2.08,2.15,2.93,0.0,2.79,2.15,2.79,1.72,1.85,1.45,1.81,3.83,1.76,0.97,0.0,0.0,0.0,0.0,0.0,2.24,0.67,0.0,0.0,99.99
09/13/2021,5.96,4.41,6.27,4.83,5.55,4.58,5.11,3.08,4.28,4.1,4.44,2.74,3.38,2.98,2.63,2.74,1.72,0.0,2.08,2.15,2.93,0.0,2.79,2.15,2.79,1.72,1.85,1.45,1.81,3.83,1.76,0.97,0.0,0.0,0.0,0.0,0.0,2.24,0.67,0.0,0.0,99.99
09/14/2021,5.85,4.93,6.74,5.24,5.09,4.65,4.19,3.7,5.09,1.31,4.72,3.1,3.08,2.81,2.22,2.77,1.14,0.0,1.79,2.22,2.9,0.0,2.59,1.63,3.29,3.05,1.82,1.39,1.64,4.77,1.72,0.75,0.0,0.0,0.0,0.0,0.0,2.51,1.32,0.0,0.0,100.02
09/15/2021,5.85,4.93,6.74,5.24,5.09,4.65,4.19,3.7,5.09,1.31,4.72,3.1,3.08,2.81,2.22,2.77,1.14,0.0,1.79,2.22,2.9,0.0,2.59,1.63,3.29,3.05,1.82,1.39,1.64,4.77,1.72,0.75,0.0,0.0,0.0,0.0,0.0,2.51,1.32,0.0,0.0,100.02
09/16/2021,5.85,4.93,6.74,5.24,5.09,4.65,4.19,3.7,5.09,1.31,4.72,3.1,3.08,2.81,2.22,2.77,1.14,0.0,1.79,2.22,2.9,0.0,2.59,1.63,3.29,3.05,1.82,1.39,1.64,4.77,1.72,0.75,0.0,0.0,0.0,0.0,0.0,2.51,1.32,0.0,0.0,100.02
09/17/2021,5.85,4.93,6.74,5.24,5.09,4.65,4.19,3.7,5.09,1.31,4.72,3.1,3.08,2.81,2.22,2.77,1.14,0.0,1.79,2.22,2.9,0.0,2.59,1.63,3.29,3.05,1.82,1.39,1.64,4.77,1.72,0.75,0.0,0.0,0.0,0.0,0.0,2.51,1.32,0.0,0.0,100.02
09/20/2021,5.85,4.93,6.74,5.24,5.09,4.65,4.19,3.7,5.09,1.31,4.72,3.1,3.08,2.81,2.22,2.77,1.14,0.0,1.79,2.22,2.9,0.0,2.59,1.63,3.29,3.05,1.82,1.39,1.64,4.77,1.72,0.75,0.0,0.0,0.0,0.0,0.0,2.51,1.32,0.0,0.0,100.02
09/21/2021,5.85,4.93,6.74,5.24,5.09,4.65,4.19,3.7,5.09,1.31,4.72,3.1,3.08,2.81,2.22,2.77,1.14,0.0,1.79,2.22,2.9,0.0,2.59,1.63,3.29,3.05,1.82,1.39,1.64,4.77,1.72,0.75,0.0,0.0,0.0,0.0,0.0,2.51,1.32,0.0,0.0,100.02
09/22/2021,5.85,4.93,6.74,5.24,5.09,4.65,4.19,3.7,5.09,1.31,4.72,3.1,3.08,2.81,2.22,2.77,1.14,0.0,1.79,2.22,2.9,0.0,2.59,1.63,3.29,3.05,1.82,1.39,1.64,4.77,1.72,0.75,0.0,0.0,0.0,0.0,0.0,2.51,1.32,0.0,0.0,100.02
09/23/2021,5.85,4.93,6.74,5.24,5.09,4.65,4.19,3.7,5.09,1.31,4.72,3.1,3.08,2.81,2.22,2.77,1.14,0.0,1.79,2.22,2.9,0.0,2.59,1.63,3.29,3.05,1.82,1.39,1.64,4.77,1.72,0.75,0.0,0.0,0.0,0.0,0.0,2.51,1.32,0.0,0.0,100.02
09/24/2021,5.85,4.93,6.74,5.24,5.09,4.65,4.19,3.7,5.09,1.31,4.72,3.1,3.08,2.81,2.22,2.77,1.14,0.0,1.79,2.22,2.9,0.0,2.59,1.63,3.29,3.05,1.82,1.39,1.64,4.77,1.72,0.75,0.0,0.0,0.0,0.0,0.0,2.51,1.32,0.0,0.0,100.02
09/27/2021,5.85,4.93,6.74,5.24,5.09,4.65,4.19,3.7,5.09,1.31,4.72,3.1,3.08,2.81,2.22,2.77,1.14,0.0,1.79,2.22,2.9,0.0,2.59,1.63,3.29,3.05,1.82,1.39,1.64,4.77,1.72,0.75,0.0,0.0,0.0,0.0,0.0,2.51,1.32,0.0,0.0,100.02
09/28/2021,5.85,4.93,6.74,5.24,5.09,4.65,4.19,3.7,5.09,0.0,4.72,3.1,3.08,2.81,2.22,2.77,1.14,0.0,1.79,2.22,2.9,0.0,2.59,1.63,3.29,3.05,1.82,1.39,1.64,4.77,1.72,0.75,0.0,0.0,0.0,0.0,0.0,2.51,1.32,1.31,0.0,100.02
09/29/2021,5.85,4.93,6.74,5.24,5.09,4.65,4.19,3.7,5.09,0.0,4.72,3.1,3.08,2.81,2.22,2.77,1.14,0.0,1.79,2.22,2.9,0.0,2.59,1.63,3.29,3.05,1.82,1.39,1.64,4.77,1.72,0.75,0.0,0.0,0.0,0.0,0.0,2.51,1.32,1.31,0.0,100.02
09/30/2021,5.85,4.93,6.74,5.24,5.09,4.65,4.19,3.7,5.09,0.0,4.72,3.1,3.08,2.81,2.22,2.77,1.14,0.0,1.79,2.22,2.9,0.0,2.59,1.63,3.29,3.05,1.82,1.39,1.64,4.77,1.72,0.75,0.0,0.0,0.0,0.0,0.0,2.51,1.32,1.31,0.0,100.02
10/01/2021,5.85,4.93,6.74,5.24,5.09,4.65,4.19,3.7,5.09,0.0,4.72,3.1,3.08,2.81,2.22,2.77,1.14,0.0,1.79,2.22,2.9,0.0,2.59,1.63,3.29,3.05,1.82,1.39,1.64,4.77,1.72,0.75,0.0,0.0,0.0,0.0,0.0,2.51,1.32,1.31,0.0,100.02
10/04/2021,5.85,4.93,6.74,5.24,5.09,4.65,4.19,3.7,5.09,0.0,4.72,3.1,3.08,2.81,2.22,2.77,1.14,0.0,1.79,2.22,2.9,0.0,2.59,1.63,3.29,3.05,1.82,1.39,1.64,4.77,1.72,0.75,0.0,0.0,0.0,0.0,0.0,2.51,1.32,1.31,0.0,100.02
10/05/2021,5.37,5.23,6.65,5.25,4.63,5.12,4.18,3.39,4.42,0.0,4.74,2.89,3.3,3.22,1.99,2.67,1.08,0.0,1.73,3.14,2.91,0.0,2.71,2.23,3.2,3.33,1.83,1.61,1.86,3.2,1.75,0.84,0.0,0.0,0.0,0.0,0.0,2.8,2.74,0.0,0.0,100.01
10/06/2021,5.37,5.23,6.65,5.25,4.63,5.12,4.18,3.39,4.42,0.0,4.74,2.89,3.3,3.22,1.99,2.67,1.08,0.0,1.73,3.14,2.91,0.0,2.71,2.23,3.2,3.33,1.83,1.61,1.86,3.2,1.75,0.84,0.0,0.0,0.0,0.0,0.0,2.8,2.74,0.0,0.0,100.01
10/07/2021,5.37,5.23,6.65,5.25,4.63,5.12,4.18,3.39,4.42,0.0,4.74,2.89,3.3,3.22,1.99,2.67,1.08,0.0,1.73,3.14,2.91,0.0,2.71,2.23,3.2,3.33,1.83,1.61,1.86,3.2,1.75,0.84,0.0,0.0,0.0,0.0,0.0,2.8,2.74,0.0,0.0,100.01
10/08/2021,5.36,5.06,6.6,5.28,4.63,5.17,4.06,3.38,4.37,0.0,4.51,2.88,3.4,3.32,1.92,2.65,1.07,0.0,1.67,3.16,2.95,0.0,2.77,2.24,3.27,3.12,1.86,1.64,1.95,3.34,1.76,0.85,0.0,0.0,0.0,0.0,0.0,2.88,2.85,0.0,0.0,99.96999999999998
10/11/2021,5.39,5.24,6.59,5.28,4.75,5.1,4.13,3.39,4.39,0.0,4.64,2.92,3.47,3.18,1.97,2.74,1.09,0.0,1.75,3.08,2.9,0.0,2.68,2.1,3.25,3.48,1.79,1.63,1.88,3.2,1.71,0.83,0.0,0.0,0.0,0.0,0.0,2.71,2.71,0.0,0.0,99.96999999999998
10/12/2021,5.39,5.24,6.59,5.28,4.75,5.1,4.13,3.39,4.39,0.0,4.64,2.92,3.47,3.18,1.97,2.74,1.09,0.0,1.75,3.08,2.9,0.0,2.68,2.1,3.25,3.48,1.79,1.63,1.88,3.2,1.71,0.83,0.0,0.0,0.0,0.0,0.0,2.71,2.71,0.0,0.0,99.96999999999998
10/13/2021,5.39,5.24,6.59,5.28,4.75,5.1,4.13,3.39,4.39,0.0,4.64,2.92,3.47,3.18,1.97,2.74,1.09,0.0,1.75,3.08,2.9,0.0,2.68,2.1,3.25,3.48,1.79,1.63,1.88,3.2,1.71,0.83,0.0,0.0,0.0,0.0,0.0,2.71,2.71,0.0,0.0,99.96999999999998
10/14/2021,5.39,5.24,6.59,5.28,4.75,5.1,4.13,3.39,4.39,0.0,4.64,2.92,3.47,3.18,1.97,2.74,1.09,0.0,1.75,3.08,2.9,0.0,2.68,2.1,3.25,3.48,1.79,1.63,1.88,3.2,1.71,0.83,0.0,0.0,0.0,0.0,0.0,2.71,2.71,0.0,0.0,99.96999999999998
10/15/2021,4.84,5.76,6.52,5.18,5.09,5.16,4.14,3.29,4.61,0.0,3.95,2.68,3.01,3.6,2.68,2.53,1.12,0.0,1.81,3.04,2.77,0.0,2.79,2.06,3.24,2.55,1.8,1.62,0.0,3.53,1.88,0.97,0.0,0.0,0.0,0.0,0.0,2.85,2.98,0.0,1.97,100.02
10/18/2021,4.89,5.6,6.7,5.31,5.29,5.25,3.89,3.11,4.43,0.0,4.36,2.61,3.02,3.56,2.41,2.51,1.16,0.0,1.76,3.2,2.77,0.0,2.78,2.23,3.05,3.0,1.91,1.51,0.0,3.63,1.84,0.95,0.0,0.0,0.0,0.0,0.0,2.92,2.28,0.0,2.05,99.98
10/19/2021,4.89,5.6,6.7,5.31,5.29,5.25,3.89,3.11,4.43,0.0,4.36,2.61,3.02,3.56,2.41,2.51,1.16,0.0,1.76,3.2,2.77,0.0,2.78,2.23,3.05,3.0,1.91,1.51,0.0,3.63,1.84,0.95,0.0,0.0,0.0,0.0,0.0,2.92,2.28,0.0,2.05,99.98
10/20/2021,4.91,5.5,6.59,5.26,5.24,5.3,3.95,2.91,4.47,0.0,4.36,2.63,3.36,3.62,2.41,2.5,1.15,0.0,1.73,3.32,2.82,0.0,2.83,2.18,3.08,3.11,1.92,1.54,0.0,3.41,1.84,0.95,0.0,0.0,0.0,0.0,0.0,2.88,2.24,0.0,2.02,100.03000000000002
10/21/2021,4.85,5.45,6.47,5.22,5.21,5.21,4.0,3.0,4.33,0.0,4.44,2.67,3.48,3.64,2.28,2.49,1.13,0.0,1.71,3.27,2.85,0.0,2.86,2.13,3.18,3.45,1.86,1.49,0.0,3.4,1.85,0.91,0.0,0.0,0.0,0.0,0.0,2.85,2.21,0.0,2.1,99.98999999999997
10/22/2021,4.85,5.45,6.47,5.22,5.21,5.21,4.0,3.0,4.33,0.0,4.44,2.67,3.48,3.64,2.28,2.49,1.13,0.0,1.71,3.27,2.85,0.0,2.86,2.13,3.18,3.45,1.86,1.49,0.0,3.4,1.85,0.91,0.0,0.0,0.0,0.0,0.0,2.85,2.21,0.0,2.1,99.98999999999997
