,NVDA,MSFT,TSLA,PYPL,V,MA,UNH,CMCSA,GOOG,GOOGL,ADBE,INTC,VZ,CRM,CSCO,T,ACN,AVGO,TXN,QCOM,UPS,UNP,ORCL,IBM,INTU,AMAT,AMT,AMD,NOW,AXP,DE,SPGI,ANTM,SQ,CHTR,LRCX,BKNG,MU,FIS,PLD,FGXXX,ADP,TMUS,CCI,CI,PNC,ZM,CME,TFC,SNAP,FDX,CSX,ATVI,MMC,COF,EQIX,NSC,ICE,ADSK,UBER,CB,FISV,TWLO,ETN,MCO,SNOW,PGR,HUM,GPN,HCA,TWTR,AON,DOCU,JCI,ROKU,CRWD,KLAC,IQV,EBAY,MRVL,PSA,TT,PINS,SPG,VEEV,MSCI,WDAY,CARR,SNPS,CNC,INFO,AIG,MET,BK,PRU,EA,MTCH,ORLY,PH,MCHP,ALL,PLTR,TRV,CDNS,MSI,CTSH,DFS,OTIS,PANW,CMI,PAYX,WELL,SBAC,AFL,FTNT,FRC,SWK,AZO,KKR,ROK,TTD,CSGP,MTD,DHI,PTON,SWKS,MCK,SIVB,PCAR,ANSS,FAST,WLTW,EFX,OKTA,AVB,AMP,EQR,VRSK,KEYS,CPRT,AWK,ZBRA,CBRE,EPAM,LEN,MXIM,FITB,SYF,LBRDK,AJG,ODFL,BBY,KSU,HUBS,DELL,O,CDW,CVNA,CERN,URI,EXPE,SPLK,RNG,NET,TDOC,VRSN,ENPH,HIG,QRVO,WAT,DDOG,DOV,WORK,EXR,TER,EXPD,VTR,INVH,KMX,WDC,TRU,IT,FLT,TRMB,ANET,TTWO,MDB,KEY,NDAQ,ESS,CFG,Z,RF,RBLX,MAA,COUP,PAYC,MTB,SUI,AKAM,BR,TYL,ALLY,DRE,CINF,GPC,NVR,MPWR,ON,ZS,STX,POOL,SUM
07/23/2021,4.54,4.8,4.04,3.95,3.78,3.41,3.44,3.12,2.36,2.31,1.67,1.29,1.29,1.22,1.2,1.15,1.14,1.06,1.0,0.91,0.88,0.83,0.88,0.71,0.77,0.68,0.72,0.61,0.63,0.57,0.55,0.57,0.55,0.52,0.52,0.49,0.49,0.48,0.51,0.54,0.48,0.5,0.49,0.5,0.46,0.44,0.41,0.42,0.41,0.38,0.42,0.4,0.4,0.41,0.4,0.43,0.37,0.38,0.37,0.34,0.36,0.36,0.35,0.34,0.35,0.36,0.32,0.34,0.32,0.33,0.3,0.29,0.32,0.28,0.26,0.28,0.26,0.26,0.26,0.25,0.27,0.26,0.22,0.22,0.25,0.26,0.24,0.24,0.24,0.24,0.24,0.22,0.22,0.22,0.22,0.23,0.22,0.24,0.22,0.2,0.22,0.19,0.22,0.22,0.21,0.2,0.21,0.21,0.21,0.2,0.2,0.2,0.21,0.19,0.21,0.19,0.19,0.2,0.18,0.2,0.17,0.19,0.19,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.18,0.16,0.18,0.17,0.18,0.16,0.18,0.17,0.17,0.17,0.18,0.16,0.15,0.17,0.15,0.15,0.14,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.1,0.12,0.12,0.0,0.0,0.0,0.1,0.12,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,94.66
07/26/2021,4.57,4.75,4.0,3.94,3.73,3.45,3.39,3.1,2.36,2.31,1.65,1.29,1.26,1.27,1.19,1.12,1.13,1.06,1.01,0.91,0.87,0.82,0.88,0.71,0.77,0.71,0.7,0.61,0.63,0.59,0.56,0.57,0.53,0.56,0.52,0.51,0.5,0.49,0.51,0.53,0.47,0.49,0.48,0.49,0.46,0.44,0.39,0.42,0.42,0.4,0.41,0.4,0.4,0.41,0.42,0.41,0.37,0.38,0.37,0.34,0.37,0.36,0.35,0.35,0.35,0.36,0.31,0.34,0.32,0.37,0.31,0.29,0.32,0.29,0.26,0.27,0.27,0.26,0.26,0.26,0.26,0.27,0.22,0.24,0.25,0.26,0.24,0.25,0.24,0.23,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.21,0.21,0.2,0.21,0.22,0.21,0.2,0.22,0.21,0.21,0.2,0.2,0.21,0.2,0.19,0.21,0.19,0.19,0.2,0.19,0.2,0.18,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.18,0.16,0.18,0.17,0.18,0.16,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.15,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.0,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.11,0.0,0.1,0.0,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,94.77
07/27/2021,4.57,4.75,4.0,3.94,3.73,3.45,3.39,3.1,2.36,2.31,1.65,1.29,1.26,1.27,1.19,1.12,1.13,1.06,1.01,0.91,0.87,0.82,0.88,0.71,0.77,0.71,0.7,0.61,0.63,0.59,0.56,0.57,0.53,0.56,0.52,0.51,0.5,0.49,0.51,0.53,0.47,0.49,0.48,0.49,0.46,0.44,0.39,0.42,0.42,0.4,0.41,0.4,0.4,0.41,0.42,0.41,0.37,0.38,0.37,0.34,0.37,0.36,0.35,0.35,0.35,0.36,0.31,0.34,0.32,0.37,0.31,0.29,0.32,0.29,0.26,0.27,0.27,0.26,0.26,0.26,0.26,0.27,0.22,0.24,0.25,0.26,0.24,0.25,0.24,0.23,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.21,0.21,0.2,0.21,0.22,0.21,0.2,0.22,0.21,0.21,0.2,0.2,0.21,0.2,0.19,0.21,0.19,0.19,0.2,0.19,0.2,0.18,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.18,0.16,0.18,0.17,0.18,0.16,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.15,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.0,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.11,0.0,0.1,0.0,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,94.77
07/28/2021,4.54,4.83,3.87,3.97,3.76,3.53,3.37,3.09,2.42,2.38,1.66,1.2,1.25,1.28,1.2,1.12,1.13,1.06,0.96,0.92,0.85,0.82,0.85,0.7,0.78,0.7,0.71,0.62,0.64,0.58,0.56,0.56,0.52,0.57,0.51,0.51,0.5,0.47,0.52,0.53,0.58,0.49,0.47,0.46,0.45,0.43,0.4,0.42,0.41,0.48,0.41,0.41,0.39,0.41,0.4,0.41,0.37,0.38,0.38,0.34,0.36,0.36,0.36,0.35,0.34,0.36,0.31,0.34,0.32,0.36,0.31,0.29,0.32,0.28,0.29,0.29,0.27,0.26,0.27,0.26,0.26,0.27,0.23,0.23,0.25,0.26,0.24,0.25,0.24,0.23,0.24,0.23,0.22,0.22,0.22,0.23,0.23,0.24,0.22,0.2,0.21,0.19,0.21,0.22,0.21,0.2,0.21,0.21,0.21,0.19,0.2,0.2,0.2,0.19,0.21,0.19,0.18,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.17,0.18,0.18,0.16,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.15,0.13,0.13,0.12,0.13,0.12,0.14,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.0,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.1,0.12,0.12,0.0,0.0,0.0,0.1,0.12,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,94.69
07/29/2021,4.48,4.82,3.96,3.95,3.78,3.52,3.34,3.11,2.45,2.4,1.65,1.23,1.24,1.28,1.21,1.12,1.13,1.06,0.97,0.91,0.84,0.82,0.85,0.71,0.79,0.7,0.7,0.62,0.64,0.58,0.56,0.55,0.52,0.57,0.52,0.51,0.5,0.48,0.51,0.53,0.58,0.49,0.47,0.46,0.44,0.43,0.41,0.42,0.41,0.47,0.41,0.42,0.39,0.42,0.41,0.41,0.37,0.37,0.38,0.33,0.37,0.36,0.35,0.35,0.34,0.37,0.31,0.34,0.31,0.36,0.3,0.31,0.32,0.28,0.3,0.28,0.27,0.26,0.27,0.26,0.26,0.26,0.23,0.23,0.25,0.26,0.24,0.25,0.24,0.23,0.23,0.23,0.22,0.22,0.22,0.23,0.23,0.24,0.22,0.2,0.21,0.19,0.21,0.22,0.21,0.2,0.21,0.21,0.21,0.19,0.2,0.2,0.2,0.19,0.21,0.19,0.18,0.2,0.19,0.19,0.19,0.19,0.19,0.17,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.15,0.17,0.17,0.18,0.16,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.17,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.13,0.15,0.14,0.15,0.14,0.15,0.13,0.13,0.12,0.13,0.12,0.14,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.0,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.1,0.12,0.12,0.1,0.0,0.1,0.0,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,94.72
07/30/2021,4.48,4.82,3.96,3.95,3.78,3.52,3.34,3.11,2.45,2.4,1.65,1.23,1.24,1.28,1.21,1.12,1.13,1.06,0.97,0.91,0.84,0.82,0.85,0.71,0.79,0.7,0.7,0.62,0.64,0.58,0.56,0.55,0.52,0.57,0.52,0.51,0.5,0.48,0.51,0.53,0.58,0.49,0.47,0.46,0.44,0.43,0.41,0.42,0.41,0.47,0.41,0.42,0.39,0.42,0.41,0.41,0.37,0.37,0.38,0.33,0.37,0.36,0.35,0.35,0.34,0.37,0.31,0.34,0.31,0.36,0.3,0.31,0.32,0.28,0.3,0.28,0.27,0.26,0.27,0.26,0.26,0.26,0.23,0.23,0.25,0.26,0.24,0.25,0.24,0.23,0.23,0.23,0.22,0.22,0.22,0.23,0.23,0.24,0.22,0.2,0.21,0.19,0.21,0.22,0.21,0.2,0.21,0.21,0.21,0.19,0.2,0.2,0.2,0.19,0.21,0.19,0.18,0.2,0.19,0.19,0.19,0.19,0.19,0.17,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.15,0.17,0.17,0.18,0.16,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.17,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.13,0.15,0.14,0.15,0.14,0.15,0.13,0.13,0.12,0.13,0.12,0.14,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.0,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.1,0.12,0.12,0.1,0.0,0.1,0.0,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,94.72
08/02/2021,4.56,4.8,3.92,3.92,3.76,3.46,3.33,3.09,2.41,2.45,1.66,1.21,1.25,1.27,1.2,1.12,1.13,1.05,0.97,0.91,0.78,0.81,0.85,0.71,0.78,0.7,0.71,0.67,0.65,0.58,0.56,0.56,0.52,0.56,0.51,0.51,0.51,0.48,0.52,0.53,0.6,0.5,0.48,0.47,0.44,0.44,0.41,0.43,0.41,0.47,0.39,0.41,0.37,0.41,0.41,0.42,0.36,0.38,0.39,0.33,0.36,0.37,0.35,0.35,0.34,0.37,0.31,0.32,0.32,0.36,0.31,0.33,0.32,0.28,0.29,0.28,0.27,0.26,0.27,0.26,0.26,0.26,0.23,0.23,0.25,0.27,0.24,0.25,0.24,0.22,0.23,0.23,0.22,0.23,0.22,0.23,0.23,0.23,0.22,0.2,0.21,0.2,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.19,0.2,0.2,0.21,0.19,0.21,0.19,0.18,0.2,0.19,0.19,0.2,0.19,0.19,0.17,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.14,0.18,0.17,0.18,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.13,0.14,0.14,0.15,0.14,0.15,0.13,0.13,0.13,0.13,0.12,0.15,0.12,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.0,0.13,0.11,0.12,0.12,0.13,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.1,0.0,0.1,0.0,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,94.72
08/03/2021,4.56,4.8,3.92,3.92,3.76,3.46,3.33,3.09,2.41,2.45,1.66,1.21,1.25,1.27,1.2,1.12,1.13,1.05,0.97,0.91,0.78,0.81,0.85,0.71,0.78,0.7,0.71,0.67,0.65,0.58,0.56,0.56,0.52,0.56,0.51,0.51,0.51,0.48,0.52,0.53,0.6,0.5,0.48,0.47,0.44,0.44,0.41,0.43,0.41,0.47,0.39,0.41,0.37,0.41,0.41,0.42,0.36,0.38,0.39,0.33,0.36,0.37,0.35,0.35,0.34,0.37,0.31,0.32,0.32,0.36,0.31,0.33,0.32,0.28,0.29,0.28,0.27,0.26,0.27,0.26,0.26,0.26,0.23,0.23,0.25,0.27,0.24,0.25,0.24,0.22,0.23,0.23,0.22,0.23,0.22,0.23,0.23,0.23,0.22,0.2,0.21,0.2,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.19,0.2,0.2,0.21,0.19,0.21,0.19,0.18,0.2,0.19,0.19,0.2,0.19,0.19,0.17,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.14,0.18,0.17,0.18,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.13,0.14,0.14,0.15,0.14,0.15,0.13,0.13,0.13,0.13,0.12,0.15,0.12,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.0,0.13,0.11,0.12,0.12,0.13,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.1,0.0,0.1,0.0,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,94.72
08/04/2021,4.56,4.8,3.92,3.92,3.76,3.46,3.33,3.09,2.41,2.45,1.66,1.21,1.25,1.27,1.2,1.12,1.13,1.05,0.97,0.91,0.78,0.81,0.85,0.71,0.78,0.7,0.71,0.67,0.65,0.58,0.56,0.56,0.52,0.56,0.51,0.51,0.51,0.48,0.52,0.53,0.6,0.5,0.48,0.47,0.44,0.44,0.41,0.43,0.41,0.47,0.39,0.41,0.37,0.41,0.41,0.42,0.36,0.38,0.39,0.33,0.36,0.37,0.35,0.35,0.34,0.37,0.31,0.32,0.32,0.36,0.31,0.33,0.32,0.28,0.29,0.28,0.27,0.26,0.27,0.26,0.26,0.26,0.23,0.23,0.25,0.27,0.24,0.25,0.24,0.22,0.23,0.23,0.22,0.23,0.22,0.23,0.23,0.23,0.22,0.2,0.21,0.2,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.19,0.2,0.2,0.21,0.19,0.21,0.19,0.18,0.2,0.19,0.19,0.2,0.19,0.19,0.17,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.14,0.18,0.17,0.18,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.13,0.14,0.14,0.15,0.14,0.15,0.13,0.13,0.13,0.13,0.12,0.15,0.12,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.0,0.13,0.11,0.12,0.12,0.13,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.1,0.0,0.1,0.0,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,94.72
08/05/2021,4.56,4.8,3.92,3.92,3.76,3.46,3.33,3.09,2.41,2.45,1.66,1.21,1.25,1.27,1.2,1.12,1.13,1.05,0.97,0.91,0.78,0.81,0.85,0.71,0.78,0.7,0.71,0.67,0.65,0.58,0.56,0.56,0.52,0.56,0.51,0.51,0.51,0.48,0.52,0.53,0.6,0.5,0.48,0.47,0.44,0.44,0.41,0.43,0.41,0.47,0.39,0.41,0.37,0.41,0.41,0.42,0.36,0.38,0.39,0.33,0.36,0.37,0.35,0.35,0.34,0.37,0.31,0.32,0.32,0.36,0.31,0.33,0.32,0.28,0.29,0.28,0.27,0.26,0.27,0.26,0.26,0.26,0.23,0.23,0.25,0.27,0.24,0.25,0.24,0.22,0.23,0.23,0.22,0.23,0.22,0.23,0.23,0.23,0.22,0.2,0.21,0.2,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.19,0.2,0.2,0.21,0.19,0.21,0.19,0.18,0.2,0.19,0.19,0.2,0.19,0.19,0.17,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.14,0.18,0.17,0.18,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.13,0.14,0.14,0.15,0.14,0.15,0.13,0.13,0.13,0.13,0.12,0.15,0.12,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.0,0.13,0.11,0.12,0.12,0.13,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.1,0.0,0.1,0.0,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,94.72
08/06/2021,4.6,4.78,4.27,3.52,3.58,3.29,3.41,3.08,2.39,2.42,1.65,1.23,1.24,1.25,1.22,1.12,1.13,1.07,0.97,0.94,0.78,0.82,0.87,0.72,0.79,0.72,0.7,0.76,0.64,0.57,0.57,0.58,0.54,0.58,0.54,0.51,0.49,0.5,0.45,0.53,0.7,0.51,0.47,0.47,0.45,0.44,0.41,0.41,0.41,0.45,0.38,0.41,0.34,0.42,0.41,0.41,0.36,0.37,0.4,0.3,0.37,0.35,0.32,0.36,0.34,0.39,0.31,0.31,0.28,0.37,0.3,0.33,0.31,0.29,0.26,0.27,0.3,0.26,0.25,0.27,0.26,0.27,0.18,0.24,0.26,0.28,0.24,0.28,0.24,0.22,0.24,0.23,0.22,0.23,0.22,0.22,0.22,0.23,0.22,0.22,0.21,0.19,0.21,0.23,0.21,0.22,0.21,0.22,0.21,0.19,0.21,0.2,0.21,0.2,0.23,0.19,0.18,0.2,0.2,0.2,0.2,0.19,0.19,0.18,0.17,0.17,0.18,0.16,0.16,0.18,0.18,0.15,0.18,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.17,0.16,0.15,0.15,0.15,0.16,0.15,0.16,0.14,0.13,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.12,0.13,0.12,0.15,0.12,0.12,0.13,0.13,0.12,0.13,0.13,0.13,0.0,0.13,0.12,0.12,0.12,0.13,0.13,0.11,0.13,0.14,0.11,0.12,0.12,0.0,0.11,0.11,0.12,0.12,0.0,0.0,0.1,0.0,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.11,0.1,0.0,0.0,0.0,94.73
08/09/2021,4.79,4.81,4.29,3.61,3.62,3.33,3.31,3.08,2.4,2.43,1.68,1.22,1.23,1.29,1.21,1.11,1.13,1.07,0.99,0.93,0.76,0.81,0.87,0.71,0.8,0.72,0.7,0.76,0.65,0.57,0.57,0.59,0.51,0.61,0.54,0.51,0.5,0.51,0.45,0.53,0.33,0.51,0.46,0.47,0.4,0.44,0.44,0.41,0.41,0.48,0.38,0.41,0.34,0.42,0.41,0.41,0.36,0.37,0.4,0.3,0.37,0.35,0.33,0.36,0.35,0.38,0.31,0.3,0.28,0.36,0.3,0.32,0.32,0.29,0.25,0.28,0.3,0.26,0.25,0.27,0.26,0.26,0.18,0.24,0.26,0.28,0.24,0.27,0.25,0.21,0.25,0.23,0.22,0.23,0.22,0.22,0.21,0.23,0.21,0.22,0.21,0.19,0.21,0.23,0.21,0.22,0.22,0.22,0.21,0.18,0.21,0.2,0.21,0.2,0.23,0.19,0.17,0.2,0.21,0.2,0.2,0.19,0.19,0.18,0.17,0.17,0.18,0.17,0.15,0.18,0.18,0.15,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.18,0.18,0.16,0.15,0.15,0.15,0.16,0.15,0.16,0.14,0.14,0.16,0.14,0.15,0.15,0.14,0.13,0.13,0.12,0.13,0.11,0.15,0.12,0.12,0.13,0.13,0.12,0.14,0.15,0.13,0.0,0.13,0.12,0.12,0.12,0.13,0.12,0.11,0.13,0.14,0.12,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.11,0.0,0.11,0.1,0.1,94.79
08/10/2021,4.79,4.81,4.29,3.61,3.62,3.33,3.31,3.08,2.4,2.43,1.68,1.22,1.23,1.29,1.21,1.11,1.13,1.07,0.99,0.93,0.76,0.81,0.87,0.71,0.8,0.72,0.7,0.76,0.65,0.57,0.57,0.59,0.51,0.61,0.54,0.51,0.5,0.51,0.45,0.53,0.33,0.51,0.46,0.47,0.4,0.44,0.44,0.41,0.41,0.48,0.38,0.41,0.34,0.42,0.41,0.41,0.36,0.37,0.4,0.3,0.37,0.35,0.33,0.36,0.35,0.38,0.31,0.3,0.28,0.36,0.3,0.32,0.32,0.29,0.25,0.28,0.3,0.26,0.25,0.27,0.26,0.26,0.18,0.24,0.26,0.28,0.24,0.27,0.25,0.21,0.25,0.23,0.22,0.23,0.22,0.22,0.21,0.23,0.21,0.22,0.21,0.19,0.21,0.23,0.21,0.22,0.22,0.22,0.21,0.18,0.21,0.2,0.21,0.2,0.23,0.19,0.17,0.2,0.21,0.2,0.2,0.19,0.19,0.18,0.17,0.17,0.18,0.17,0.15,0.18,0.18,0.15,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.18,0.18,0.16,0.15,0.15,0.15,0.16,0.15,0.16,0.14,0.14,0.16,0.14,0.15,0.15,0.14,0.13,0.13,0.12,0.13,0.11,0.15,0.12,0.12,0.13,0.13,0.12,0.14,0.15,0.13,0.0,0.13,0.12,0.12,0.12,0.13,0.12,0.11,0.13,0.14,0.12,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.11,0.0,0.11,0.1,0.1,94.79
08/11/2021,4.79,4.81,4.29,3.61,3.62,3.33,3.31,3.08,2.4,2.43,1.68,1.22,1.23,1.29,1.21,1.11,1.13,1.07,0.99,0.93,0.76,0.81,0.87,0.71,0.8,0.72,0.7,0.76,0.65,0.57,0.57,0.59,0.51,0.61,0.54,0.51,0.5,0.51,0.45,0.53,0.33,0.51,0.46,0.47,0.4,0.44,0.44,0.41,0.41,0.48,0.38,0.41,0.34,0.42,0.41,0.41,0.36,0.37,0.4,0.3,0.37,0.35,0.33,0.36,0.35,0.38,0.31,0.3,0.28,0.36,0.3,0.32,0.32,0.29,0.25,0.28,0.3,0.26,0.25,0.27,0.26,0.26,0.18,0.24,0.26,0.28,0.24,0.27,0.25,0.21,0.25,0.23,0.22,0.23,0.22,0.22,0.21,0.23,0.21,0.22,0.21,0.19,0.21,0.23,0.21,0.22,0.22,0.22,0.21,0.18,0.21,0.2,0.21,0.2,0.23,0.19,0.17,0.2,0.21,0.2,0.2,0.19,0.19,0.18,0.17,0.17,0.18,0.17,0.15,0.18,0.18,0.15,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.18,0.18,0.16,0.15,0.15,0.15,0.16,0.15,0.16,0.14,0.14,0.16,0.14,0.15,0.15,0.14,0.13,0.13,0.12,0.13,0.11,0.15,0.12,0.12,0.13,0.13,0.12,0.14,0.15,0.13,0.0,0.13,0.12,0.12,0.12,0.13,0.12,0.11,0.13,0.14,0.12,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.11,0.0,0.11,0.1,0.1,94.79
08/12/2021,4.72,4.81,4.3,3.59,3.63,3.33,3.32,3.09,2.43,2.45,1.67,1.23,1.23,1.29,1.21,1.11,1.13,1.06,0.98,0.93,0.77,0.82,0.87,0.7,0.8,0.72,0.69,0.73,0.65,0.58,0.58,0.59,0.51,0.61,0.54,0.51,0.49,0.5,0.46,0.53,0.29,0.51,0.47,0.47,0.41,0.45,0.42,0.41,0.42,0.48,0.37,0.41,0.35,0.42,0.42,0.4,0.36,0.37,0.41,0.31,0.38,0.36,0.33,0.36,0.34,0.39,0.32,0.3,0.28,0.37,0.29,0.33,0.32,0.29,0.25,0.28,0.3,0.26,0.24,0.27,0.26,0.26,0.18,0.24,0.25,0.28,0.24,0.27,0.25,0.21,0.24,0.25,0.23,0.24,0.23,0.22,0.2,0.23,0.21,0.22,0.22,0.2,0.21,0.23,0.21,0.21,0.22,0.22,0.2,0.19,0.21,0.2,0.21,0.2,0.23,0.2,0.17,0.2,0.21,0.2,0.19,0.19,0.19,0.18,0.17,0.17,0.17,0.18,0.15,0.18,0.18,0.15,0.17,0.16,0.18,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.16,0.15,0.15,0.15,0.16,0.15,0.16,0.14,0.14,0.16,0.14,0.15,0.15,0.15,0.14,0.13,0.11,0.13,0.12,0.15,0.12,0.12,0.13,0.13,0.12,0.13,0.15,0.13,0.0,0.13,0.12,0.11,0.12,0.13,0.12,0.11,0.13,0.14,0.12,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.0,0.0,0.11,0.11,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.11,0.0,0.0,0.11,0.0,94.81
