,MSFT,AMZN,AAPL,TSLA,NVDA,PYPL,TMO,NFLX,QCOM,DHR,ABT,LLY,AVGO,NKE,ABBV,TGT,UPS,DE,TXN,AMD,AMAT,LOW,COST,NOW,CAT,TMUS,ATVI,IDXX,FCX,LRCX,ISRG,FDX,CARR,MU,EBAY,ILMN,REGN,GM,SNPS,CDNS,ALGN,CMG,ADSK,EQIX,KLAC,A,WST,TWTR,ETSY,ENPH,DG,DD,DXCM,MTD,NEM,TT,CMI,EA,MSCI,APTV,ZBRA,SIVB,KEYS,OTIS,ALB,SWKS,MNST,CTLT,TSCO,FAST,ODFL,KR,TER,TTWO,ABMD,MPWR,URI,PKI,ROK,CLX,QRVO,PCAR,POOL,TRMB,MKTX,BIO,HOLX,PWR,TYL,FFIV,DPZ,LB,NLOK,EMN,PKG,IPGP,DVA,NWSA,ROL,Cash/Receivables/Payables,Securities Lending - Bnym,Interest/Overdraft,BBWI WI,n/a,SUM
07/23/2021,9.56,9.18,9.58,7.77,6.55,4.82,2.47,2.02,1.88,1.87,1.82,1.67,1.6,1.57,1.57,1.6,1.52,1.42,1.33,1.06,1.07,1.06,1.1,1.02,0.88,0.88,0.75,0.74,0.65,0.7,0.72,0.68,0.66,0.59,0.58,0.58,0.54,0.51,0.51,0.48,0.47,0.46,0.44,0.45,0.42,0.44,0.44,0.4,0.4,0.36,0.4,0.35,0.34,0.34,0.31,0.35,0.31,0.3,0.3,0.28,0.26,0.28,0.27,0.27,0.26,0.23,0.24,0.23,0.22,0.23,0.22,0.23,0.21,0.21,0.2,0.21,0.2,0.2,0.2,0.19,0.18,0.19,0.18,0.16,0.15,0.15,0.15,0.14,0.14,0.12,0.12,0.12,0.11,0.1,0.1,0.08,0.08,0.07,0.07,-0.06,0.0,0.0,0.0,0.0,100.03
07/26/2021,9.65,9.22,9.49,7.53,6.8,4.85,2.45,1.92,1.9,1.88,1.78,1.67,1.61,1.59,1.56,1.6,1.5,1.41,1.29,1.09,1.1,1.05,1.09,1.02,0.87,0.87,0.73,0.74,0.68,0.72,0.72,0.67,0.66,0.58,0.6,0.57,0.54,0.49,0.51,0.48,0.48,0.52,0.45,0.44,0.43,0.43,0.43,0.4,0.4,0.37,0.4,0.35,0.34,0.33,0.31,0.35,0.31,0.3,0.3,0.28,0.27,0.28,0.27,0.27,0.27,0.23,0.24,0.23,0.21,0.22,0.21,0.22,0.21,0.21,0.2,0.21,0.2,0.2,0.2,0.19,0.18,0.18,0.18,0.16,0.15,0.15,0.15,0.14,0.14,0.12,0.14,0.12,0.1,0.1,0.1,0.08,0.07,0.07,0.07,0.0,0.0,-0.05,0.0,0.0,99.98999999999998
07/27/2021,9.68,9.19,9.52,7.4,6.72,4.88,2.46,1.92,1.91,1.88,1.81,1.69,1.61,1.6,1.56,1.61,1.48,1.41,1.29,1.09,1.1,1.07,1.1,1.03,0.86,0.86,0.74,0.75,0.68,0.72,0.72,0.67,0.67,0.58,0.6,0.57,0.53,0.48,0.51,0.49,0.48,0.52,0.46,0.44,0.44,0.44,0.44,0.41,0.41,0.36,0.4,0.35,0.34,0.34,0.3,0.35,0.3,0.3,0.31,0.28,0.27,0.28,0.26,0.27,0.26,0.23,0.24,0.23,0.21,0.22,0.22,0.22,0.21,0.21,0.2,0.21,0.2,0.2,0.2,0.19,0.18,0.18,0.18,0.16,0.15,0.15,0.15,0.14,0.14,0.12,0.13,0.12,0.1,0.1,0.1,0.08,0.07,0.07,0.07,0.0,0.0,-0.05,0.0,0.0,99.97999999999998
07/28/2021,9.68,9.19,9.52,7.4,6.72,4.88,2.46,1.92,1.91,1.88,1.81,1.69,1.61,1.6,1.56,1.61,1.48,1.41,1.29,1.09,1.1,1.07,1.1,1.03,0.86,0.86,0.74,0.75,0.68,0.72,0.72,0.67,0.67,0.58,0.6,0.57,0.53,0.48,0.51,0.49,0.48,0.52,0.46,0.44,0.44,0.44,0.44,0.41,0.41,0.36,0.4,0.35,0.34,0.34,0.3,0.35,0.3,0.3,0.31,0.28,0.27,0.28,0.26,0.27,0.26,0.23,0.24,0.23,0.21,0.22,0.22,0.22,0.21,0.21,0.2,0.21,0.2,0.2,0.2,0.19,0.18,0.18,0.18,0.16,0.15,0.15,0.15,0.14,0.14,0.12,0.13,0.12,0.1,0.1,0.1,0.08,0.07,0.07,0.07,0.0,0.0,-0.05,0.0,0.0,99.97999999999998
07/29/2021,9.66,9.29,9.55,7.56,6.63,4.85,2.45,1.92,1.89,1.87,1.79,1.69,1.61,1.59,1.55,1.61,1.46,1.41,1.3,1.09,1.1,1.05,1.1,1.03,0.87,0.86,0.72,0.74,0.71,0.72,0.71,0.67,0.66,0.58,0.6,0.57,0.52,0.49,0.51,0.48,0.48,0.52,0.46,0.44,0.44,0.43,0.43,0.39,0.41,0.36,0.4,0.35,0.34,0.33,0.3,0.35,0.3,0.3,0.3,0.29,0.27,0.27,0.27,0.27,0.27,0.23,0.24,0.22,0.22,0.22,0.21,0.22,0.21,0.21,0.2,0.21,0.21,0.21,0.2,0.19,0.18,0.18,0.18,0.16,0.15,0.15,0.15,0.14,0.14,0.12,0.13,0.12,0.1,0.11,0.1,0.08,0.07,0.07,0.07,0.0,0.0,-0.05,0.0,0.0,99.98
07/30/2021,9.69,9.22,9.51,7.5,6.68,4.81,2.48,1.95,1.88,1.9,1.81,1.71,1.61,1.6,1.57,1.61,1.38,1.42,1.3,1.09,1.08,1.04,1.11,1.03,0.88,0.87,0.68,0.75,0.71,0.71,0.72,0.64,0.68,0.57,0.6,0.57,0.53,0.49,0.51,0.48,0.47,0.53,0.46,0.45,0.43,0.43,0.44,0.39,0.4,0.35,0.41,0.35,0.34,0.34,0.31,0.35,0.3,0.3,0.31,0.29,0.27,0.27,0.27,0.27,0.26,0.23,0.24,0.23,0.21,0.22,0.22,0.22,0.2,0.2,0.2,0.21,0.21,0.21,0.2,0.19,0.18,0.18,0.18,0.16,0.15,0.16,0.15,0.14,0.14,0.13,0.14,0.12,0.1,0.11,0.1,0.07,0.08,0.07,0.07,0.0,0.0,-0.05,0.0,0.0,99.93
08/02/2021,9.59,9.08,9.34,7.8,6.77,4.48,2.47,1.91,1.99,1.93,1.81,1.71,1.62,1.61,1.57,1.61,1.34,1.43,1.32,1.22,1.09,1.03,1.1,1.03,0.88,0.86,0.67,0.75,0.75,0.69,0.73,0.63,0.69,0.59,0.6,0.57,0.52,0.51,0.51,0.49,0.5,0.52,0.47,0.42,0.44,0.44,0.46,0.4,0.4,0.37,0.41,0.35,0.34,0.35,0.32,0.35,0.3,0.3,0.32,0.3,0.27,0.27,0.27,0.27,0.28,0.24,0.24,0.24,0.21,0.22,0.22,0.23,0.21,0.2,0.2,0.23,0.2,0.22,0.21,0.19,0.18,0.17,0.19,0.17,0.15,0.16,0.15,0.14,0.14,0.13,0.13,0.12,0.1,0.11,0.1,0.08,0.07,0.07,0.07,0.0,0.0,-0.09,0.0,0.0,100.00999999999998
08/03/2021,9.21,8.93,8.81,7.94,6.17,4.54,2.39,2.07,1.96,1.82,1.93,1.53,1.74,1.45,1.65,1.54,1.65,1.58,1.45,1.05,1.21,1.14,1.08,0.92,1.1,0.93,0.86,0.67,0.91,0.81,0.68,0.78,0.65,0.71,0.55,0.52,0.5,0.58,0.51,0.47,0.49,0.44,0.46,0.43,0.48,0.44,0.44,0.37,0.36,0.32,0.39,0.43,0.31,0.32,0.41,0.36,0.36,0.33,0.27,0.3,0.27,0.31,0.26,0.27,0.25,0.23,0.26,0.23,0.23,0.24,0.24,0.23,0.24,0.24,0.19,0.19,0.23,0.2,0.19,0.2,0.19,0.21,0.18,0.17,0.17,0.14,0.14,0.17,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.08,0.08,0.08,0.07,0.0,0.0,0.0,0.0,0.0,99.95
08/04/2021,9.21,8.93,8.81,7.94,6.17,4.54,2.39,2.07,1.96,1.82,1.93,1.53,1.74,1.45,1.65,1.54,1.65,1.58,1.45,1.05,1.21,1.14,1.08,0.92,1.1,0.93,0.86,0.67,0.91,0.81,0.68,0.78,0.65,0.71,0.55,0.52,0.5,0.58,0.51,0.47,0.49,0.44,0.46,0.43,0.48,0.44,0.44,0.37,0.36,0.32,0.39,0.43,0.31,0.32,0.41,0.36,0.36,0.33,0.27,0.3,0.27,0.31,0.26,0.27,0.25,0.23,0.26,0.23,0.23,0.24,0.24,0.23,0.24,0.24,0.19,0.19,0.23,0.2,0.19,0.2,0.19,0.21,0.18,0.17,0.17,0.14,0.14,0.17,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.08,0.08,0.08,0.07,0.0,0.0,0.0,0.0,0.0,99.95
08/05/2021,9.58,8.43,9.38,8.21,6.83,4.31,2.48,1.93,1.98,1.93,1.82,1.72,1.63,1.63,1.53,1.59,1.35,1.42,1.33,1.3,1.13,1.02,1.12,1.03,0.85,0.87,0.67,0.73,0.71,0.72,0.75,0.62,0.71,0.6,0.57,0.57,0.52,0.51,0.52,0.5,0.53,0.53,0.47,0.44,0.48,0.44,0.48,0.4,0.38,0.37,0.41,0.35,0.38,0.35,0.31,0.35,0.29,0.3,0.33,0.3,0.28,0.26,0.28,0.28,0.29,0.23,0.24,0.24,0.21,0.22,0.22,0.23,0.21,0.21,0.2,0.24,0.2,0.23,0.21,0.19,0.18,0.17,0.19,0.17,0.16,0.17,0.16,0.14,0.14,0.13,0.13,0.13,0.1,0.11,0.1,0.08,0.08,0.07,0.07,-0.07,0.0,0.0,0.0,0.0,100.07
08/09/2021,9.59,8.41,9.33,8.14,7.03,4.4,2.48,1.93,1.92,1.97,1.81,1.82,1.62,1.65,1.5,1.59,1.31,1.44,1.33,1.32,1.12,1.01,1.14,1.03,0.85,0.84,0.64,0.75,0.69,0.72,0.76,0.61,0.72,0.62,0.55,0.59,0.53,0.48,0.52,0.5,0.52,0.53,0.48,0.44,0.48,0.44,0.48,0.39,0.36,0.37,0.41,0.34,0.38,0.35,0.31,0.34,0.29,0.28,0.33,0.28,0.28,0.27,0.27,0.28,0.3,0.22,0.23,0.24,0.21,0.22,0.22,0.23,0.21,0.19,0.21,0.24,0.2,0.23,0.21,0.17,0.18,0.16,0.19,0.17,0.16,0.17,0.16,0.14,0.14,0.14,0.13,0.0,0.1,0.1,0.1,0.07,0.08,0.07,0.07,0.0,0.0,0.0,0.1,-0.03,100.09
08/13/2021,9.57,8.35,9.32,8.16,6.85,4.34,2.5,1.92,1.92,2.0,1.84,1.87,1.61,1.65,1.51,1.62,1.33,1.5,1.31,1.26,1.09,1.01,1.15,1.01,0.88,0.85,0.67,0.72,0.74,0.69,0.74,0.61,0.73,0.58,0.55,0.59,0.55,0.48,0.52,0.5,0.51,0.53,0.48,0.42,0.47,0.45,0.49,0.37,0.37,0.37,0.42,0.36,0.37,0.35,0.29,0.33,0.3,0.28,0.33,0.31,0.28,0.28,0.27,0.28,0.33,0.22,0.25,0.24,0.22,0.22,0.23,0.24,0.2,0.19,0.2,0.24,0.21,0.22,0.21,0.17,0.18,0.17,0.19,0.18,0.15,0.17,0.16,0.15,0.13,0.13,0.12,0.0,0.1,0.11,0.1,0.07,0.08,0.07,0.07,0.0,0.0,0.0,0.1,-0.01,100.00999999999996
