,2330.TW,3690.HK,NPN.JO,939.HK,INFY.NS,NIO,000660.KS,2318.HK,2269.HK,2454.TW,035420.KS,TCS.NS,035720.KS,NTES,006400.KS,M4B.,2010.SR,HINDUNILVR.NS,ITUB4.SA,YUMC,BBDC4.SA,LI,BAJFINANCE.NS,AXISBANK.NS,2308.TW,2303.TW,2603.TW,QNBK.QA,2382.HK,2313.HK,BY6.,B3SA3.SA,BBCA.JK,FSR.JO,FAB.,GFNORTEO.MX,2881.TW,2002.TW,066570.KS,051900.KS,2882.TW,ASIANPAINT.NS,055550.KS,BHARTIARTL.NS,IMP.JO,PBBANK.KL,HCLTECH.NS,2412.TW,175.HK,2327.TW,2891.TW,6098.HK,3711.TW,TLKM.JK,2886.TW,036570.KS,OTP.BD,086790.KS,MTN.JO,1093.HK,KFH.,NTCO3.SA,SBK.JO,017670.KS,2884.TW,300750.SZ,600036.SS,XPEV,002594.SZ,5871.TW,TCS.L,SBIN.NS,BBRI.JK,ETISALAT.,1288.HK,SCVUF,AOT-R.BK,PKO.WA,3105,2357.TW,992.HK,009150.KS,2885.TW,EMIRATESNBD.DB,ITSA4.SA,M&M.NS,TITAN.NS,2382.TW,GNDI3.SA,WIPRO.NS,6186.HK,MAYBANK.KL,GFI.JO,2892.TW,TECHM.NS,GLOB,CPI.JO,2395.TW,968.HK,2345.TW,BAP,LREN3.SA,SLM.JO,BMRI.JK,NESTLEIND.NS,003550.KS,POLY.L,3888.HK,RENT3.SA,KOTAKBANK.NS,BID.JO,5880.TW,BDMS-R.BK,090430.KS,2359.HK,032830.KS,HDFCLIFE.NS,SMPH.PM,2238.HK,NVAA.,CIMB.KL,ABG.JO,1658.HK,3037.TW,2912.TW,2409.TW,PLZL.ME,3481.TW,SQM/B.SN,2883.TW,WEGE3.SA,1066.HK,853.HK,1548.HK,BBDC3.SA,1585.HK,5876.TW,NAUKRI.NS,ADANIGREEN.NS,2880.TW,ADCB.,PZU.WA,VOD.JO,VIPS,SHP.JO,2887.TW,316140.KS,OMU.JO,EICHERMOT.NS,PEO.WA,NVAM.,034220.KS,DELTA-R.BK,TOTS3.SA,CPALL-R.BK,2018.HK,KLBF.JK,603259.SS,3045.TW,MRP.JO,2890.TW,3328.HK,2196.HK,LPP.WA,HTO.AT,CLS.JO,000810.KS,BDO.PM,NED.JO,3759.HK,ICICIGI.NS,2280.SR,2474.TW,754.HK,268.HK,601166.SS,1140.SR,2301.TW,D7C.,DABUR.NS,NLMK.ME,CPN-R.BK,BTOW3.SA,1402.TW,BSANTANDER.SN,REM.JO,3908.HK,WHL.JO,BVT.JO,VVAR3.SA,SANB11.SA,BBNI.JK,SRTRANSFIN.NS,BBAS3.SA,ASURB.MX,MCG.JO,6886.HK,KLBN11.SA,2377.TW,VIVT3.SA,HKD,XTSLA,BAJAJ-AUTO.NS,KIO.JO,300014.SZ,097950.KS,127.HK,AMER3.SA,RAIL3.SA,021240.KS,TWD,MARICO.NS,COLPAL.NS,MOEX.ME,IHH.KL,KOMB.PR,3692.HK,241.HK,PEL.NS,RICHTER.BD,5347,257.HK,PFBCOLO.BC,HAVELLS.NS,ZAR,AMS.JO,601318.SS,2356.TW,MINT-R.BK,COMI.CA,SUM
07/23/2021,5.14,4.15,2.76,2.26,2.39,1.71,1.81,1.83,2.0,1.48,1.52,1.37,1.3,1.36,1.19,1.1,0.98,0.9,0.91,0.88,0.78,0.7,0.73,0.73,0.72,0.72,0.54,0.69,0.65,0.58,0.6,0.66,0.6,0.58,0.58,0.57,0.66,0.49,0.51,0.5,0.56,0.55,0.47,0.51,0.47,0.48,0.49,0.49,0.46,0.46,0.47,0.43,0.47,0.47,0.42,0.4,0.41,0.37,0.41,0.43,0.4,0.38,0.36,0.37,0.36,0.37,0.33,0.41,0.32,0.34,0.32,0.33,0.38,0.33,0.32,0.32,0.29,0.3,0.3,0.3,0.28,0.3,0.29,0.31,0.31,0.28,0.27,0.29,0.28,0.3,0.3,0.27,0.27,0.27,0.28,0.29,0.26,0.29,0.27,0.28,0.27,0.26,0.23,0.25,0.26,0.24,0.24,0.23,0.26,0.24,0.23,0.24,0.23,0.22,0.26,0.22,0.23,0.22,0.24,0.23,0.22,0.22,0.22,0.23,0.21,0.19,0.21,0.2,0.23,0.22,0.2,0.18,0.19,0.23,0.19,0.18,0.18,0.17,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.19,0.17,0.17,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.14,0.17,0.18,0.16,0.16,0.17,0.16,0.2,0.16,0.15,0.15,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.13,0.14,0.14,0.13,0.13,0.14,0.12,0.0,0.13,0.14,0.13,0.14,0.12,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.24,0.15,0.12,0.0,0.0,0.12,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.15
07/26/2021,5.17,4.07,2.81,2.25,2.39,1.81,1.78,1.82,1.91,1.46,1.48,1.37,1.23,1.36,1.19,1.09,0.98,0.9,0.91,0.89,0.78,0.76,0.73,0.73,0.74,0.69,0.5,0.69,0.69,0.59,0.63,0.65,0.6,0.58,0.58,0.58,0.66,0.48,0.51,0.49,0.56,0.55,0.47,0.5,0.47,0.48,0.49,0.49,0.47,0.47,0.47,0.42,0.48,0.46,0.42,0.39,0.41,0.37,0.41,0.43,0.4,0.39,0.36,0.36,0.36,0.39,0.33,0.44,0.34,0.35,0.33,0.33,0.38,0.33,0.32,0.31,0.29,0.32,0.3,0.3,0.27,0.29,0.29,0.31,0.31,0.28,0.27,0.29,0.28,0.3,0.3,0.27,0.27,0.28,0.28,0.29,0.26,0.3,0.26,0.27,0.27,0.26,0.23,0.26,0.26,0.24,0.24,0.23,0.26,0.24,0.23,0.24,0.22,0.22,0.26,0.22,0.23,0.21,0.24,0.23,0.22,0.22,0.22,0.22,0.21,0.18,0.21,0.19,0.23,0.22,0.2,0.18,0.19,0.22,0.19,0.18,0.18,0.17,0.17,0.18,0.18,0.19,0.18,0.18,0.18,0.19,0.17,0.17,0.16,0.17,0.16,0.15,0.16,0.16,0.16,0.14,0.16,0.19,0.16,0.16,0.17,0.16,0.2,0.16,0.15,0.15,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.13,0.14,0.12,0.0,0.13,0.14,0.13,0.14,0.0,0.0,0.0,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.0,0.12,0.0,0.15,0.0,0.0,0.13,0.0,0.23,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.1
07/27/2021,5.18,4.17,2.82,2.25,2.43,1.77,1.81,1.83,1.92,1.46,1.51,1.36,1.24,1.34,1.19,1.1,0.97,0.87,0.9,0.88,0.77,0.74,0.75,0.72,0.72,0.7,0.46,0.68,0.67,0.58,0.64,0.66,0.61,0.58,0.58,0.58,0.67,0.48,0.51,0.47,0.57,0.53,0.48,0.52,0.47,0.48,0.49,0.49,0.48,0.47,0.47,0.42,0.47,0.47,0.42,0.38,0.41,0.38,0.41,0.42,0.4,0.39,0.36,0.35,0.36,0.38,0.33,0.43,0.34,0.35,0.33,0.33,0.39,0.33,0.31,0.31,0.29,0.31,0.3,0.29,0.28,0.3,0.28,0.31,0.31,0.28,0.28,0.29,0.28,0.31,0.3,0.27,0.27,0.27,0.3,0.29,0.26,0.29,0.27,0.27,0.27,0.26,0.23,0.26,0.26,0.24,0.24,0.23,0.26,0.24,0.23,0.24,0.22,0.22,0.25,0.22,0.23,0.21,0.24,0.23,0.22,0.22,0.22,0.23,0.21,0.19,0.21,0.2,0.24,0.21,0.2,0.18,0.19,0.22,0.19,0.18,0.18,0.17,0.17,0.19,0.18,0.18,0.18,0.18,0.18,0.19,0.17,0.17,0.16,0.17,0.16,0.14,0.16,0.16,0.16,0.14,0.16,0.18,0.16,0.17,0.17,0.16,0.2,0.16,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.13,0.14,0.14,0.13,0.13,0.14,0.12,0.0,0.13,0.14,0.13,0.14,0.12,0.12,0.0,0.0,0.13,0.12,0.0,0.0,0.12,0.13,0.0,0.12,0.12,0.23,0.15,0.0,0.0,0.13,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.16999999999999
07/28/2021,5.16,4.11,2.78,2.26,2.45,1.7,1.81,1.82,1.88,1.5,1.56,1.37,1.27,1.24,1.22,1.09,0.98,0.87,0.91,0.9,0.78,0.69,0.76,0.74,0.73,0.72,0.49,0.69,0.65,0.58,0.66,0.66,0.6,0.59,0.58,0.59,0.68,0.49,0.52,0.45,0.58,0.53,0.48,0.53,0.47,0.48,0.5,0.49,0.48,0.47,0.48,0.41,0.46,0.46,0.42,0.4,0.4,0.39,0.41,0.44,0.4,0.39,0.36,0.35,0.36,0.38,0.33,0.41,0.36,0.36,0.33,0.34,0.39,0.33,0.32,0.31,0.29,0.31,0.3,0.28,0.27,0.3,0.29,0.31,0.31,0.28,0.28,0.29,0.28,0.32,0.29,0.27,0.27,0.28,0.29,0.3,0.26,0.29,0.27,0.27,0.27,0.26,0.23,0.26,0.27,0.25,0.24,0.22,0.27,0.24,0.23,0.25,0.22,0.22,0.24,0.22,0.23,0.21,0.24,0.23,0.22,0.22,0.22,0.22,0.21,0.2,0.21,0.2,0.23,0.22,0.2,0.17,0.18,0.21,0.19,0.17,0.18,0.17,0.17,0.19,0.18,0.18,0.18,0.17,0.18,0.19,0.17,0.17,0.16,0.17,0.16,0.15,0.16,0.16,0.16,0.14,0.16,0.17,0.17,0.17,0.17,0.16,0.2,0.16,0.15,0.15,0.14,0.14,0.15,0.14,0.15,0.15,0.15,0.13,0.15,0.13,0.14,0.14,0.14,0.13,0.14,0.0,0.0,0.13,0.13,0.13,0.14,0.0,0.0,0.0,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.0,0.12,0.0,0.15,0.0,0.0,0.13,0.12,0.23,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.17
07/29/2021,5.22,3.62,2.63,2.29,2.53,1.71,1.82,1.77,1.73,1.51,1.59,1.39,1.28,1.1,1.22,1.07,1.01,0.89,0.94,0.89,0.8,0.71,0.77,0.76,0.73,0.75,0.46,0.71,0.67,0.59,0.64,0.68,0.61,0.59,0.59,0.61,0.64,0.5,0.52,0.44,0.55,0.54,0.49,0.53,0.51,0.49,0.51,0.5,0.48,0.49,0.49,0.35,0.47,0.47,0.43,0.41,0.41,0.39,0.42,0.43,0.42,0.4,0.36,0.36,0.37,0.38,0.32,0.41,0.35,0.37,0.34,0.34,0.39,0.35,0.32,0.32,0.3,0.32,0.3,0.29,0.26,0.3,0.29,0.32,0.32,0.29,0.29,0.26,0.28,0.32,0.28,0.28,0.28,0.28,0.3,0.3,0.27,0.31,0.27,0.28,0.28,0.26,0.23,0.26,0.27,0.25,0.24,0.21,0.27,0.25,0.24,0.25,0.23,0.22,0.23,0.23,0.24,0.21,0.24,0.23,0.22,0.22,0.22,0.24,0.22,0.21,0.21,0.21,0.23,0.22,0.21,0.17,0.16,0.19,0.19,0.17,0.18,0.17,0.17,0.19,0.19,0.19,0.18,0.17,0.18,0.2,0.17,0.17,0.17,0.17,0.16,0.15,0.16,0.17,0.16,0.14,0.16,0.17,0.17,0.17,0.18,0.16,0.18,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.15,0.15,0.13,0.14,0.13,0.15,0.14,0.14,0.13,0.15,0.12,0.0,0.13,0.14,0.13,0.13,0.0,0.0,0.0,0.13,0.13,0.0,0.13,0.0,0.13,0.0,0.13,0.0,0.13,0.25,0.15,0.12,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.16,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.08999999999999
07/30/2021,5.34,3.04,2.49,2.38,2.58,1.59,1.85,1.73,1.63,1.57,1.63,1.42,1.31,1.11,1.29,1.06,1.03,0.91,0.98,0.87,0.83,0.63,0.8,0.75,0.73,0.76,0.42,0.73,0.68,0.59,0.62,0.68,0.63,0.61,0.6,0.63,0.64,0.5,0.53,0.45,0.55,0.55,0.5,0.54,0.51,0.5,0.52,0.52,0.48,0.49,0.5,0.31,0.48,0.5,0.44,0.41,0.42,0.41,0.43,0.41,0.43,0.4,0.38,0.36,0.38,0.36,0.32,0.36,0.34,0.37,0.34,0.35,0.4,0.35,0.33,0.32,0.31,0.32,0.3,0.3,0.25,0.32,0.3,0.33,0.33,0.29,0.3,0.27,0.29,0.33,0.24,0.28,0.28,0.29,0.3,0.31,0.28,0.31,0.26,0.28,0.29,0.27,0.24,0.27,0.28,0.25,0.25,0.19,0.27,0.25,0.25,0.26,0.23,0.23,0.22,0.23,0.24,0.22,0.23,0.24,0.23,0.23,0.22,0.24,0.22,0.21,0.22,0.2,0.24,0.22,0.21,0.16,0.16,0.17,0.2,0.15,0.19,0.18,0.17,0.19,0.19,0.19,0.19,0.16,0.19,0.2,0.17,0.18,0.17,0.17,0.17,0.15,0.16,0.17,0.16,0.14,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.16,0.16,0.0,0.13,0.0,0.15,0.15,0.14,0.14,0.16,0.0,0.0,0.13,0.14,0.13,0.13,0.0,0.0,0.0,0.13,0.13,0.0,0.13,0.0,0.13,0.0,0.13,0.13,0.13,0.25,0.16,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.17,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.09
08/02/2021,5.21,3.47,2.75,2.26,2.53,1.66,1.76,1.74,1.82,1.52,1.54,1.38,1.28,1.22,1.26,1.07,1.0,0.88,0.99,0.85,0.83,0.7,0.79,0.71,0.71,0.75,0.47,0.71,0.69,0.59,0.67,0.66,0.61,0.6,0.6,0.62,0.62,0.5,0.52,0.44,0.53,0.52,0.51,0.55,0.54,0.48,0.51,0.5,0.52,0.46,0.48,0.38,0.47,0.47,0.43,0.42,0.43,0.4,0.41,0.44,0.42,0.37,0.37,0.36,0.37,0.39,0.32,0.38,0.36,0.36,0.33,0.35,0.38,0.34,0.32,0.31,0.29,0.32,0.28,0.29,0.26,0.32,0.29,0.32,0.33,0.27,0.29,0.25,0.29,0.32,0.26,0.28,0.29,0.28,0.3,0.31,0.27,0.3,0.26,0.27,0.27,0.26,0.24,0.26,0.27,0.24,0.25,0.21,0.27,0.23,0.24,0.25,0.23,0.21,0.25,0.23,0.23,0.21,0.23,0.23,0.22,0.23,0.22,0.25,0.22,0.21,0.22,0.2,0.24,0.22,0.22,0.16,0.18,0.2,0.2,0.16,0.17,0.18,0.17,0.19,0.19,0.19,0.19,0.17,0.19,0.19,0.17,0.17,0.16,0.18,0.16,0.15,0.16,0.16,0.22,0.14,0.16,0.18,0.17,0.17,0.17,0.16,0.19,0.16,0.16,0.16,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.0,0.15,0.0,0.14,0.15,0.13,0.13,0.15,0.12,0.0,0.13,0.14,0.13,0.13,0.0,0.0,0.0,0.13,0.13,0.12,0.13,0.0,0.13,0.0,0.0,0.12,0.13,0.36,0.23,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.12,0.0,0.12,0.17,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.5
08/03/2021,5.23,3.3,2.73,2.29,2.54,1.76,1.75,1.78,1.75,1.49,1.53,1.38,1.27,1.25,1.23,1.05,1.01,0.88,0.97,0.86,0.81,0.77,0.78,0.71,0.71,0.81,0.43,0.72,0.69,0.61,0.71,0.63,0.61,0.61,0.6,0.61,0.61,0.51,0.5,0.44,0.53,0.52,0.5,0.55,0.54,0.48,0.53,0.5,0.54,0.46,0.49,0.37,0.5,0.48,0.43,0.41,0.43,0.39,0.42,0.43,0.42,0.36,0.38,0.35,0.37,0.39,0.31,0.41,0.38,0.38,0.32,0.35,0.38,0.35,0.32,0.32,0.29,0.32,0.28,0.29,0.26,0.32,0.29,0.32,0.32,0.28,0.29,0.25,0.29,0.32,0.26,0.28,0.29,0.28,0.32,0.31,0.28,0.3,0.28,0.27,0.23,0.26,0.24,0.26,0.27,0.24,0.25,0.21,0.25,0.24,0.24,0.25,0.23,0.21,0.24,0.23,0.24,0.2,0.24,0.24,0.22,0.23,0.22,0.24,0.23,0.2,0.22,0.2,0.23,0.22,0.21,0.16,0.17,0.2,0.19,0.16,0.17,0.18,0.16,0.19,0.19,0.19,0.19,0.17,0.19,0.19,0.17,0.17,0.16,0.18,0.16,0.14,0.16,0.16,0.22,0.14,0.15,0.17,0.17,0.18,0.17,0.16,0.21,0.16,0.16,0.16,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.0,0.14,0.0,0.14,0.16,0.13,0.14,0.16,0.0,0.0,0.0,0.15,0.13,0.13,0.0,0.13,0.0,0.13,0.13,0.0,0.13,0.13,0.13,0.0,0.0,0.0,0.13,0.36,0.23,0.12,0.13,0.12,0.0,0.0,0.0,0.12,0.0,0.18,0.0,0.0,0.12,0.0,0.12,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.47
08/04/2021,5.23,3.3,2.73,2.29,2.54,1.76,1.75,1.78,1.75,1.49,1.53,1.38,1.27,1.25,1.23,1.05,1.01,0.88,0.97,0.86,0.81,0.77,0.78,0.71,0.71,0.81,0.43,0.72,0.69,0.61,0.71,0.63,0.61,0.61,0.6,0.61,0.61,0.51,0.5,0.44,0.53,0.52,0.5,0.55,0.54,0.48,0.53,0.5,0.54,0.46,0.49,0.37,0.5,0.48,0.43,0.41,0.43,0.39,0.42,0.43,0.42,0.36,0.38,0.35,0.37,0.39,0.31,0.41,0.38,0.38,0.32,0.35,0.38,0.35,0.32,0.32,0.29,0.32,0.28,0.29,0.26,0.32,0.29,0.32,0.32,0.28,0.29,0.25,0.29,0.32,0.26,0.28,0.29,0.28,0.32,0.31,0.28,0.3,0.28,0.27,0.23,0.26,0.24,0.26,0.27,0.24,0.25,0.21,0.25,0.24,0.24,0.25,0.23,0.21,0.24,0.23,0.24,0.2,0.24,0.24,0.22,0.23,0.22,0.24,0.23,0.2,0.22,0.2,0.23,0.22,0.21,0.16,0.17,0.2,0.19,0.16,0.17,0.18,0.16,0.19,0.19,0.19,0.19,0.17,0.19,0.19,0.17,0.17,0.16,0.18,0.16,0.14,0.16,0.16,0.22,0.14,0.15,0.17,0.17,0.18,0.17,0.16,0.21,0.16,0.16,0.16,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.0,0.14,0.0,0.14,0.16,0.13,0.14,0.16,0.0,0.0,0.0,0.15,0.13,0.13,0.0,0.13,0.0,0.13,0.13,0.0,0.13,0.13,0.13,0.0,0.0,0.0,0.13,0.36,0.23,0.12,0.13,0.12,0.0,0.0,0.0,0.12,0.0,0.18,0.0,0.0,0.12,0.0,0.12,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.47
08/05/2021,5.23,3.3,2.73,2.29,2.54,1.76,1.75,1.78,1.75,1.49,1.53,1.38,1.27,1.25,1.23,1.05,1.01,0.88,0.97,0.86,0.81,0.77,0.78,0.71,0.71,0.81,0.43,0.72,0.69,0.61,0.71,0.63,0.61,0.61,0.6,0.61,0.61,0.51,0.5,0.44,0.53,0.52,0.5,0.55,0.54,0.48,0.53,0.5,0.54,0.46,0.49,0.37,0.5,0.48,0.43,0.41,0.43,0.39,0.42,0.43,0.42,0.36,0.38,0.35,0.37,0.39,0.31,0.41,0.38,0.38,0.32,0.35,0.38,0.35,0.32,0.32,0.29,0.32,0.28,0.29,0.26,0.32,0.29,0.32,0.32,0.28,0.29,0.25,0.29,0.32,0.26,0.28,0.29,0.28,0.32,0.31,0.28,0.3,0.28,0.27,0.23,0.26,0.24,0.26,0.27,0.24,0.25,0.21,0.25,0.24,0.24,0.25,0.23,0.21,0.24,0.23,0.24,0.2,0.24,0.24,0.22,0.23,0.22,0.24,0.23,0.2,0.22,0.2,0.23,0.22,0.21,0.16,0.17,0.2,0.19,0.16,0.17,0.18,0.16,0.19,0.19,0.19,0.19,0.17,0.19,0.19,0.17,0.17,0.16,0.18,0.16,0.14,0.16,0.16,0.22,0.14,0.15,0.17,0.17,0.18,0.17,0.16,0.21,0.16,0.16,0.16,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.0,0.14,0.0,0.14,0.16,0.13,0.14,0.16,0.0,0.0,0.0,0.15,0.13,0.13,0.0,0.13,0.0,0.13,0.13,0.0,0.13,0.13,0.13,0.0,0.0,0.0,0.13,0.36,0.23,0.12,0.13,0.12,0.0,0.0,0.0,0.12,0.0,0.18,0.0,0.0,0.12,0.0,0.12,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.47
08/06/2021,5.29,3.2,2.53,2.28,2.57,1.73,1.84,1.77,1.83,1.52,1.49,1.41,1.23,1.12,1.22,1.07,1.02,0.89,0.95,0.84,0.79,0.74,0.78,0.73,0.7,0.82,0.46,0.71,0.67,0.61,0.75,0.64,0.62,0.63,0.61,0.62,0.62,0.51,0.49,0.43,0.54,0.53,0.49,0.56,0.54,0.48,0.53,0.51,0.55,0.45,0.49,0.36,0.51,0.49,0.43,0.4,0.43,0.38,0.46,0.43,0.42,0.35,0.39,0.35,0.37,0.37,0.32,0.43,0.39,0.38,0.33,0.35,0.38,0.36,0.32,0.32,0.29,0.32,0.27,0.26,0.26,0.32,0.29,0.32,0.32,0.29,0.3,0.25,0.28,0.32,0.27,0.28,0.29,0.28,0.32,0.3,0.29,0.29,0.31,0.27,0.23,0.25,0.24,0.26,0.27,0.24,0.25,0.21,0.24,0.24,0.24,0.25,0.22,0.2,0.25,0.23,0.24,0.22,0.24,0.23,0.22,0.24,0.23,0.24,0.23,0.21,0.22,0.2,0.23,0.22,0.21,0.17,0.17,0.23,0.19,0.17,0.17,0.18,0.16,0.19,0.19,0.19,0.2,0.17,0.19,0.19,0.17,0.18,0.17,0.18,0.16,0.14,0.16,0.16,0.21,0.14,0.16,0.18,0.17,0.18,0.17,0.16,0.22,0.17,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.0,0.15,0.12,0.14,0.16,0.13,0.14,0.15,0.0,0.0,0.0,0.13,0.13,0.13,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.13,0.13,0.12,0.0,0.13,0.25,0.23,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.12,0.0,0.0,0.17,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.33999999999999
08/10/2021,5.3,3.24,2.55,2.27,2.58,1.71,1.83,1.75,1.8,1.52,1.56,1.43,1.25,1.05,1.28,1.05,1.03,0.89,0.96,0.84,0.77,0.69,0.77,0.73,0.7,0.86,0.46,0.72,0.69,0.63,0.8,0.64,0.63,0.63,0.6,0.6,0.62,0.5,0.49,0.43,0.54,0.52,0.49,0.59,0.5,0.47,0.53,0.51,0.56,0.45,0.49,0.34,0.53,0.49,0.43,0.41,0.43,0.39,0.45,0.43,0.42,0.35,0.4,0.35,0.37,0.38,0.32,0.41,0.42,0.37,0.35,0.35,0.4,0.36,0.31,0.31,0.28,0.32,0.28,0.26,0.26,0.32,0.29,0.32,0.32,0.28,0.3,0.25,0.27,0.32,0.25,0.27,0.26,0.28,0.33,0.33,0.28,0.3,0.3,0.27,0.23,0.25,0.24,0.27,0.27,0.24,0.24,0.2,0.23,0.25,0.24,0.25,0.22,0.21,0.23,0.23,0.24,0.21,0.24,0.23,0.22,0.25,0.23,0.24,0.23,0.21,0.21,0.21,0.24,0.22,0.21,0.16,0.16,0.22,0.18,0.16,0.17,0.18,0.16,0.19,0.2,0.19,0.19,0.17,0.19,0.2,0.17,0.18,0.18,0.18,0.16,0.15,0.16,0.16,0.21,0.14,0.15,0.16,0.18,0.18,0.17,0.16,0.2,0.17,0.16,0.16,0.15,0.15,0.17,0.15,0.15,0.15,0.15,0.0,0.14,0.0,0.15,0.15,0.13,0.13,0.15,0.0,0.0,0.0,0.14,0.13,0.13,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.13,0.13,0.12,0.0,0.13,0.25,0.15,0.12,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.16,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.30999999999997
08/11/2021,5.3,3.24,2.55,2.27,2.58,1.71,1.83,1.75,1.8,1.52,1.56,1.43,1.25,1.05,1.28,1.05,1.03,0.89,0.96,0.84,0.77,0.69,0.77,0.73,0.7,0.86,0.46,0.72,0.69,0.63,0.8,0.64,0.63,0.63,0.6,0.6,0.62,0.5,0.49,0.43,0.54,0.52,0.49,0.59,0.5,0.47,0.53,0.51,0.56,0.45,0.49,0.34,0.53,0.49,0.43,0.41,0.43,0.39,0.45,0.43,0.42,0.35,0.4,0.35,0.37,0.38,0.32,0.41,0.42,0.37,0.35,0.35,0.4,0.36,0.31,0.31,0.28,0.32,0.28,0.26,0.26,0.32,0.29,0.32,0.32,0.28,0.3,0.25,0.27,0.32,0.25,0.27,0.26,0.28,0.33,0.33,0.28,0.3,0.3,0.27,0.23,0.25,0.24,0.27,0.27,0.24,0.24,0.2,0.23,0.25,0.24,0.25,0.22,0.21,0.23,0.23,0.24,0.21,0.24,0.23,0.22,0.25,0.23,0.24,0.23,0.21,0.21,0.21,0.24,0.22,0.21,0.16,0.16,0.22,0.18,0.16,0.17,0.18,0.16,0.19,0.2,0.19,0.19,0.17,0.19,0.2,0.17,0.18,0.18,0.18,0.16,0.15,0.16,0.16,0.21,0.14,0.15,0.16,0.18,0.18,0.17,0.16,0.2,0.17,0.16,0.16,0.15,0.15,0.17,0.15,0.15,0.15,0.15,0.0,0.14,0.0,0.15,0.15,0.13,0.13,0.15,0.0,0.0,0.0,0.14,0.13,0.13,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.13,0.13,0.12,0.0,0.13,0.25,0.15,0.12,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.16,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.30999999999997
