,XTSLA,DCOM,CLNE,FNKO,CUBI,ANF,MOV,TLYS,MOD,TILE,CASH,COWN,SCHN,ODP,MYRG,ATI,HIBB,BGCP,HWC,WCC,TBK,TITN,KALU,ASIX,NESR,KNL,VNDA,HSII,HAFC,UFS,SITC,CRS,AOSL,XHR,AMKR,HAYN,DXPE,AKR,SEM,GMS,MSBI,ETH,PPBI,FFIC,VRA,HCI,VLY,URBN,EBSB,KRG,CMTL,TCBI,RES,APOG,SASR,DAN,HZO,XPER,FFBC,UFI,TOWN,REVG,CNOB,IIIN,BKU,NSIT,CATY,PFC,CPF,PIPR,INN,PFS,ZUMZ,EME,LBAI,SCHL,AVNT,SBCF,FFWM,FBMS,TBI,AIMC,FRME,SGH,ARCB,MEI,IBCP,NPO,HOPE,TCBK,NFBK,BECN,UCBI,KRNY,FULT,OFG,ISBC,WASH,HTBK,DCO,LPG,SP,SFNC,AUB,BANC,EFSC,HBNC,UBSI,FBP,PRIM,NTB,CXP,STBA,MATX,BMTC,SSB,IBTX,FHI,CFB,MLHR,RCII,BRKL,WIRE,STRL,HOMB,CMC,GLDD,BUSE,PEBO,RDN,ANDE,WRLD,MLI,MATW,ABTX,SIGI,MTX,WSFS,SPNT,CMCO,SCS,SRCE,PQG,INT,ACCO,BANF,ESGR,GSBC,THR,CNO,WAFD,TRMK,AEL,B,CTBI,GBX,CNX,FDP,SANM,BV,VSH,COLB,CCS,HMST,PBH,BCC,BHE,SR,UTL,BXS,PDM,FUL,EIG,SOI,KN,HOFT,PRA,KELYA,TSC,HNI,SBRA,WOR,ACA,NTCT,INDB,TMP,NX,RUSHA,MHO,POWL,SPWH,NWE,TTMI,THFF,ONB,PFBC,DHT,UFCS,AVA,BKH,WNC,RGP,NMIH,CHCO,HFWA,NBTB,STC,TRST,ABM,TPH,GABC,NCBS,CVLG,ECVT,KAR,AAWW,SPTN,ETD,HCC,LAUR,EZPW,HMN,SUM
07/23/2021,1.27,0.91,0.79,0.77,0.86,0.75,0.75,0.64,0.69,0.62,0.66,0.61,0.64,0.63,0.65,0.6,0.62,0.59,0.58,0.6,0.61,0.57,0.56,0.59,0.52,0.0,0.51,0.54,0.55,0.55,0.55,0.55,0.48,0.52,0.52,0.54,0.52,0.53,0.5,0.49,0.51,0.48,0.49,0.53,0.48,0.51,0.49,0.47,0.49,0.45,0.43,0.47,0.42,0.45,0.48,0.5,0.51,0.46,0.47,0.49,0.48,0.46,0.47,0.47,0.45,0.45,0.45,0.46,0.46,0.43,0.45,0.47,0.41,0.47,0.42,0.43,0.46,0.45,0.44,0.46,0.44,0.44,0.45,0.45,0.43,0.42,0.42,0.42,0.44,0.43,0.46,0.45,0.44,0.42,0.43,0.43,0.44,0.43,0.43,0.43,0.39,0.45,0.43,0.43,0.42,0.42,0.42,0.42,0.53,0.42,0.4,0.41,0.43,0.43,0.42,0.41,0.41,0.4,0.41,0.7,0.42,0.41,0.39,0.4,0.38,0.4,0.4,0.39,0.4,0.39,0.37,0.42,0.41,0.4,0.4,0.4,0.39,0.41,0.36,0.36,0.36,0.36,0.38,0.36,0.37,0.36,0.41,0.37,0.39,0.37,0.4,0.37,0.37,0.37,0.37,0.38,0.35,0.36,0.36,0.36,0.36,0.38,0.36,0.38,0.38,0.0,0.33,0.34,0.36,0.35,0.37,0.36,0.35,0.0,0.35,0.35,0.35,0.33,0.36,0.34,0.35,0.34,0.32,0.34,0.34,0.34,0.33,0.36,0.33,0.0,0.33,0.33,0.32,0.32,0.33,0.32,0.0,0.32,0.0,0.33,0.0,0.0,0.0,0.33,0.32,0.0,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.02000000000001
07/26/2021,1.16,0.92,0.81,0.78,0.88,0.76,0.76,0.65,0.69,0.62,0.66,0.62,0.65,0.62,0.65,0.61,0.62,0.59,0.6,0.61,0.62,0.58,0.57,0.58,0.53,0.0,0.51,0.54,0.56,0.55,0.55,0.55,0.49,0.54,0.54,0.55,0.53,0.54,0.5,0.51,0.52,0.48,0.5,0.54,0.48,0.51,0.49,0.46,0.48,0.44,0.43,0.47,0.43,0.46,0.47,0.5,0.51,0.47,0.49,0.49,0.48,0.46,0.47,0.46,0.47,0.45,0.45,0.45,0.48,0.43,0.47,0.46,0.41,0.46,0.41,0.43,0.47,0.46,0.44,0.46,0.44,0.45,0.45,0.46,0.43,0.42,0.42,0.42,0.46,0.43,0.46,0.45,0.44,0.42,0.43,0.47,0.48,0.43,0.43,0.43,0.4,0.45,0.45,0.43,0.42,0.42,0.42,0.42,0.6,0.42,0.4,0.41,0.44,0.43,0.42,0.41,0.41,0.39,0.41,0.7,0.42,0.42,0.38,0.4,0.38,0.41,0.4,0.38,0.4,0.39,0.36,0.44,0.41,0.4,0.4,0.39,0.39,0.43,0.36,0.35,0.36,0.36,0.38,0.37,0.36,0.36,0.41,0.37,0.39,0.37,0.39,0.37,0.37,0.36,0.36,0.38,0.35,0.36,0.36,0.36,0.37,0.38,0.36,0.39,0.38,0.32,0.34,0.33,0.35,0.35,0.37,0.35,0.36,0.32,0.34,0.35,0.36,0.33,0.36,0.34,0.35,0.34,0.0,0.34,0.35,0.34,0.34,0.36,0.33,0.32,0.32,0.0,0.0,0.33,0.34,0.49,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.33,0.33,0.33,0.34,0.34,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.69
07/27/2021,1.13,0.93,0.78,0.78,0.87,0.76,0.77,0.65,0.68,0.61,0.65,0.63,0.66,0.63,0.65,0.61,0.6,0.58,0.59,0.61,0.63,0.57,0.55,0.59,0.54,0.0,0.53,0.54,0.55,0.56,0.55,0.55,0.48,0.54,0.55,0.56,0.52,0.53,0.49,0.52,0.51,0.46,0.49,0.54,0.48,0.52,0.49,0.47,0.48,0.44,0.44,0.48,0.44,0.47,0.46,0.49,0.52,0.47,0.47,0.47,0.47,0.45,0.46,0.48,0.45,0.46,0.44,0.45,0.46,0.43,0.47,0.46,0.41,0.46,0.41,0.43,0.48,0.45,0.44,0.46,0.43,0.45,0.45,0.46,0.43,0.42,0.42,0.42,0.44,0.43,0.46,0.45,0.42,0.42,0.42,0.46,0.44,0.4,0.43,0.43,0.4,0.46,0.42,0.43,0.44,0.41,0.41,0.41,0.55,0.42,0.4,0.41,0.42,0.42,0.41,0.4,0.4,0.39,0.42,0.7,0.43,0.4,0.39,0.4,0.37,0.41,0.4,0.38,0.4,0.4,0.35,0.46,0.41,0.39,0.4,0.4,0.39,0.41,0.36,0.35,0.36,0.37,0.38,0.36,0.36,0.35,0.42,0.37,0.39,0.37,0.4,0.37,0.37,0.36,0.36,0.38,0.35,0.35,0.36,0.36,0.37,0.37,0.36,0.37,0.38,0.33,0.33,0.33,0.35,0.35,0.37,0.36,0.35,0.0,0.34,0.34,0.34,0.33,0.36,0.33,0.35,0.35,0.0,0.34,0.34,0.34,0.35,0.36,0.34,0.0,0.33,0.33,0.32,0.0,0.0,0.0,0.0,0.0,0.32,0.33,0.0,0.36,0.0,0.33,0.32,0.32,0.33,0.33,0.33,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.04
07/28/2021,1.01,0.94,0.76,0.77,0.88,0.74,0.77,0.65,0.67,0.6,0.66,0.62,0.67,0.64,0.68,0.6,0.61,0.58,0.6,0.61,0.63,0.57,0.56,0.61,0.54,0.0,0.53,0.54,0.56,0.55,0.55,0.55,0.47,0.53,0.54,0.56,0.53,0.53,0.49,0.52,0.49,0.49,0.49,0.54,0.47,0.51,0.49,0.46,0.48,0.44,0.43,0.48,0.42,0.47,0.46,0.49,0.56,0.47,0.49,0.47,0.47,0.46,0.46,0.5,0.47,0.46,0.45,0.45,0.48,0.43,0.46,0.46,0.41,0.47,0.42,0.41,0.48,0.45,0.44,0.46,0.43,0.44,0.45,0.45,0.44,0.42,0.42,0.42,0.46,0.43,0.46,0.46,0.45,0.42,0.42,0.47,0.47,0.41,0.43,0.43,0.4,0.45,0.44,0.43,0.45,0.41,0.41,0.42,0.59,0.42,0.4,0.41,0.44,0.42,0.41,0.37,0.4,0.39,0.42,0.7,0.44,0.42,0.39,0.4,0.37,0.41,0.4,0.38,0.4,0.4,0.35,0.45,0.42,0.39,0.4,0.4,0.39,0.43,0.36,0.35,0.36,0.36,0.38,0.37,0.36,0.36,0.42,0.37,0.38,0.37,0.4,0.37,0.38,0.36,0.36,0.38,0.34,0.36,0.36,0.36,0.37,0.38,0.37,0.39,0.38,0.33,0.33,0.34,0.35,0.35,0.36,0.36,0.33,0.0,0.34,0.34,0.35,0.33,0.36,0.33,0.35,0.35,0.0,0.35,0.35,0.35,0.35,0.36,0.34,0.0,0.33,0.33,0.0,0.0,0.34,0.49,0.0,0.0,0.0,0.33,0.0,0.37,0.0,0.33,0.33,0.33,0.35,0.34,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.56
07/29/2021,1.0,0.95,0.77,0.81,0.88,0.74,0.78,0.66,0.67,0.61,0.65,0.62,0.67,0.64,0.66,0.61,0.61,0.58,0.6,0.61,0.62,0.56,0.59,0.62,0.55,0.0,0.52,0.54,0.55,0.55,0.55,0.56,0.46,0.53,0.54,0.57,0.53,0.53,0.48,0.52,0.49,0.48,0.49,0.54,0.48,0.5,0.48,0.47,0.48,0.44,0.47,0.48,0.44,0.47,0.46,0.49,0.54,0.46,0.47,0.49,0.47,0.45,0.46,0.5,0.45,0.46,0.44,0.45,0.46,0.43,0.47,0.46,0.41,0.46,0.42,0.42,0.48,0.44,0.44,0.46,0.44,0.43,0.45,0.44,0.43,0.42,0.42,0.42,0.44,0.42,0.46,0.45,0.43,0.41,0.43,0.46,0.44,0.41,0.43,0.42,0.4,0.45,0.43,0.43,0.45,0.41,0.41,0.42,0.55,0.41,0.4,0.41,0.43,0.42,0.41,0.38,0.4,0.39,0.43,0.7,0.43,0.4,0.39,0.39,0.37,0.42,0.4,0.37,0.39,0.39,0.36,0.47,0.42,0.38,0.4,0.39,0.4,0.41,0.36,0.35,0.36,0.37,0.38,0.37,0.37,0.35,0.43,0.37,0.39,0.37,0.4,0.37,0.37,0.36,0.37,0.38,0.35,0.36,0.36,0.36,0.37,0.37,0.36,0.37,0.38,0.0,0.33,0.33,0.35,0.34,0.36,0.36,0.33,0.32,0.33,0.34,0.34,0.33,0.36,0.33,0.34,0.35,0.0,0.34,0.34,0.35,0.34,0.36,0.33,0.32,0.0,0.33,0.0,0.0,0.32,0.32,0.0,0.0,0.32,0.33,0.32,0.37,0.0,0.33,0.0,0.0,0.34,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.00000000000001
07/30/2021,1.01,0.96,0.74,0.78,0.87,0.73,0.78,0.65,0.67,0.61,0.65,0.62,0.66,0.64,0.65,0.62,0.59,0.57,0.6,0.61,0.62,0.55,0.58,0.63,0.53,0.0,0.52,0.55,0.55,0.55,0.56,0.55,0.45,0.52,0.55,0.59,0.53,0.53,0.48,0.52,0.49,0.47,0.49,0.54,0.47,0.51,0.48,0.45,0.47,0.45,0.45,0.48,0.44,0.47,0.46,0.49,0.53,0.46,0.47,0.49,0.47,0.44,0.46,0.51,0.46,0.46,0.44,0.44,0.47,0.43,0.46,0.46,0.4,0.47,0.42,0.42,0.48,0.43,0.45,0.47,0.46,0.42,0.45,0.43,0.43,0.41,0.42,0.42,0.45,0.43,0.46,0.45,0.43,0.42,0.43,0.46,0.44,0.4,0.43,0.42,0.4,0.45,0.43,0.43,0.44,0.41,0.42,0.42,0.55,0.41,0.39,0.41,0.43,0.42,0.41,0.38,0.4,0.39,0.42,0.7,0.44,0.41,0.4,0.4,0.37,0.42,0.4,0.38,0.4,0.39,0.35,0.47,0.41,0.39,0.4,0.4,0.4,0.4,0.36,0.36,0.36,0.37,0.38,0.37,0.37,0.35,0.42,0.37,0.39,0.37,0.4,0.37,0.37,0.36,0.37,0.38,0.35,0.35,0.36,0.36,0.36,0.37,0.36,0.36,0.38,0.33,0.33,0.34,0.36,0.35,0.36,0.36,0.33,0.33,0.33,0.33,0.34,0.33,0.35,0.33,0.35,0.35,0.0,0.34,0.33,0.35,0.34,0.36,0.34,0.0,0.32,0.33,0.0,0.33,0.32,0.0,0.0,0.0,0.0,0.33,0.0,0.36,0.0,0.33,0.33,0.0,0.34,0.33,0.33,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9
08/02/2021,0.92,0.96,0.72,0.83,0.83,0.71,0.76,0.63,0.68,0.62,0.66,0.63,0.69,0.63,0.66,0.63,0.59,0.57,0.6,0.62,0.59,0.55,0.59,0.65,0.53,0.0,0.47,0.55,0.57,0.54,0.57,0.56,0.45,0.52,0.56,0.61,0.52,0.52,0.48,0.53,0.49,0.45,0.49,0.54,0.47,0.5,0.48,0.44,0.47,0.44,0.47,0.53,0.43,0.47,0.46,0.5,0.54,0.46,0.47,0.47,0.47,0.48,0.48,0.53,0.45,0.46,0.45,0.41,0.47,0.43,0.46,0.46,0.4,0.46,0.42,0.41,0.48,0.43,0.46,0.47,0.46,0.43,0.45,0.43,0.47,0.42,0.42,0.42,0.44,0.38,0.46,0.45,0.42,0.43,0.42,0.47,0.47,0.4,0.42,0.42,0.4,0.49,0.43,0.43,0.43,0.42,0.42,0.41,0.56,0.43,0.38,0.4,0.42,0.42,0.4,0.37,0.4,0.39,0.41,0.68,0.48,0.41,0.44,0.4,0.33,0.43,0.41,0.38,0.39,0.39,0.35,0.45,0.4,0.36,0.4,0.4,0.39,0.4,0.36,0.36,0.35,0.37,0.38,0.4,0.4,0.0,0.41,0.37,0.35,0.36,0.4,0.36,0.37,0.37,0.36,0.38,0.34,0.34,0.36,0.36,0.36,0.37,0.4,0.36,0.37,0.0,0.0,0.33,0.35,0.35,0.36,0.36,0.34,0.0,0.34,0.33,0.33,0.33,0.4,0.0,0.35,0.39,0.0,0.34,0.33,0.34,0.35,0.36,0.37,0.0,0.32,0.32,0.32,0.33,0.32,0.0,0.0,0.0,0.0,0.33,0.0,0.35,0.32,0.33,0.33,0.33,0.34,0.33,0.33,0.34,0.35,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.94
08/03/2021,0.93,0.97,0.71,0.82,0.82,0.7,0.77,0.63,0.69,0.61,0.66,0.63,0.69,0.62,0.66,0.61,0.58,0.57,0.59,0.63,0.6,0.55,0.59,0.67,0.52,0.0,0.43,0.55,0.57,0.54,0.56,0.54,0.45,0.51,0.57,0.57,0.53,0.53,0.48,0.52,0.49,0.45,0.49,0.54,0.47,0.52,0.48,0.46,0.47,0.45,0.46,0.52,0.41,0.47,0.46,0.51,0.53,0.46,0.47,0.47,0.46,0.48,0.48,0.53,0.45,0.46,0.45,0.41,0.47,0.43,0.45,0.46,0.4,0.46,0.43,0.41,0.48,0.43,0.46,0.47,0.45,0.44,0.45,0.44,0.48,0.43,0.43,0.42,0.44,0.38,0.47,0.45,0.42,0.43,0.42,0.47,0.46,0.41,0.42,0.42,0.39,0.47,0.42,0.43,0.43,0.42,0.42,0.41,0.55,0.43,0.38,0.39,0.42,0.43,0.4,0.37,0.4,0.39,0.41,0.66,0.48,0.42,0.43,0.4,0.33,0.43,0.41,0.38,0.4,0.4,0.36,0.46,0.41,0.36,0.4,0.41,0.4,0.4,0.36,0.36,0.35,0.38,0.39,0.43,0.4,0.32,0.41,0.37,0.35,0.37,0.4,0.36,0.37,0.37,0.36,0.38,0.34,0.35,0.36,0.36,0.37,0.37,0.41,0.36,0.37,0.0,0.0,0.33,0.35,0.35,0.36,0.36,0.34,0.0,0.35,0.33,0.33,0.33,0.4,0.0,0.35,0.39,0.0,0.34,0.34,0.34,0.35,0.36,0.37,0.32,0.32,0.0,0.32,0.33,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.33,0.33,0.33,0.34,0.33,0.33,0.34,0.34,0.33,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.93
08/04/2021,0.93,0.97,0.71,0.82,0.82,0.7,0.77,0.63,0.69,0.61,0.66,0.63,0.69,0.62,0.66,0.61,0.58,0.57,0.59,0.63,0.6,0.55,0.59,0.67,0.52,0.0,0.43,0.55,0.57,0.54,0.56,0.54,0.45,0.51,0.57,0.57,0.53,0.53,0.48,0.52,0.49,0.45,0.49,0.54,0.47,0.52,0.48,0.46,0.47,0.45,0.46,0.52,0.41,0.47,0.46,0.51,0.53,0.46,0.47,0.47,0.46,0.48,0.48,0.53,0.45,0.46,0.45,0.41,0.47,0.43,0.45,0.46,0.4,0.46,0.43,0.41,0.48,0.43,0.46,0.47,0.45,0.44,0.45,0.44,0.48,0.43,0.43,0.42,0.44,0.38,0.47,0.45,0.42,0.43,0.42,0.47,0.46,0.41,0.42,0.42,0.39,0.47,0.42,0.43,0.43,0.42,0.42,0.41,0.55,0.43,0.38,0.39,0.42,0.43,0.4,0.37,0.4,0.39,0.41,0.66,0.48,0.42,0.43,0.4,0.33,0.43,0.41,0.38,0.4,0.4,0.36,0.46,0.41,0.36,0.4,0.41,0.4,0.4,0.36,0.36,0.35,0.38,0.39,0.43,0.4,0.32,0.41,0.37,0.35,0.37,0.4,0.36,0.37,0.37,0.36,0.38,0.34,0.35,0.36,0.36,0.37,0.37,0.41,0.36,0.37,0.0,0.0,0.33,0.35,0.35,0.36,0.36,0.34,0.0,0.35,0.33,0.33,0.33,0.4,0.0,0.35,0.39,0.0,0.34,0.34,0.34,0.35,0.36,0.37,0.32,0.32,0.0,0.32,0.33,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.33,0.33,0.33,0.34,0.33,0.33,0.34,0.34,0.33,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.93
08/05/2021,0.93,0.97,0.71,0.82,0.82,0.7,0.77,0.63,0.69,0.61,0.66,0.63,0.69,0.62,0.66,0.61,0.58,0.57,0.59,0.63,0.6,0.55,0.59,0.67,0.52,0.0,0.43,0.55,0.57,0.54,0.56,0.54,0.45,0.51,0.57,0.57,0.53,0.53,0.48,0.52,0.49,0.45,0.49,0.54,0.47,0.52,0.48,0.46,0.47,0.45,0.46,0.52,0.41,0.47,0.46,0.51,0.53,0.46,0.47,0.47,0.46,0.48,0.48,0.53,0.45,0.46,0.45,0.41,0.47,0.43,0.45,0.46,0.4,0.46,0.43,0.41,0.48,0.43,0.46,0.47,0.45,0.44,0.45,0.44,0.48,0.43,0.43,0.42,0.44,0.38,0.47,0.45,0.42,0.43,0.42,0.47,0.46,0.41,0.42,0.42,0.39,0.47,0.42,0.43,0.43,0.42,0.42,0.41,0.55,0.43,0.38,0.39,0.42,0.43,0.4,0.37,0.4,0.39,0.41,0.66,0.48,0.42,0.43,0.4,0.33,0.43,0.41,0.38,0.4,0.4,0.36,0.46,0.41,0.36,0.4,0.41,0.4,0.4,0.36,0.36,0.35,0.38,0.39,0.43,0.4,0.32,0.41,0.37,0.35,0.37,0.4,0.36,0.37,0.37,0.36,0.38,0.34,0.35,0.36,0.36,0.37,0.37,0.41,0.36,0.37,0.0,0.0,0.33,0.35,0.35,0.36,0.36,0.34,0.0,0.35,0.33,0.33,0.33,0.4,0.0,0.35,0.39,0.0,0.34,0.34,0.34,0.35,0.36,0.37,0.32,0.32,0.0,0.32,0.33,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.33,0.33,0.33,0.34,0.33,0.33,0.34,0.34,0.33,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.93
08/06/2021,0.98,0.97,0.7,0.85,0.85,0.71,0.8,0.65,0.69,0.62,0.65,0.62,0.68,0.63,0.66,0.59,0.58,0.56,0.58,0.63,0.6,0.55,0.59,0.7,0.53,0.0,0.45,0.54,0.57,0.54,0.56,0.54,0.45,0.5,0.6,0.55,0.53,0.52,0.48,0.52,0.5,0.44,0.49,0.54,0.48,0.52,0.48,0.46,0.48,0.43,0.46,0.51,0.41,0.47,0.46,0.5,0.53,0.47,0.47,0.42,0.46,0.49,0.48,0.54,0.46,0.46,0.45,0.41,0.47,0.45,0.44,0.46,0.4,0.45,0.42,0.41,0.47,0.43,0.47,0.47,0.44,0.42,0.45,0.46,0.52,0.43,0.43,0.39,0.45,0.38,0.47,0.45,0.43,0.44,0.42,0.47,0.46,0.41,0.42,0.42,0.43,0.46,0.43,0.43,0.43,0.42,0.43,0.41,0.56,0.43,0.38,0.37,0.42,0.45,0.4,0.37,0.4,0.38,0.41,0.68,0.49,0.42,0.44,0.41,0.33,0.42,0.39,0.37,0.39,0.39,0.36,0.47,0.4,0.35,0.4,0.4,0.39,0.4,0.35,0.35,0.35,0.37,0.0,0.42,0.4,0.0,0.41,0.37,0.35,0.36,0.39,0.35,0.37,0.36,0.36,0.38,0.33,0.35,0.36,0.36,0.37,0.37,0.42,0.37,0.37,0.0,0.0,0.34,0.36,0.35,0.35,0.36,0.34,0.0,0.34,0.33,0.33,0.33,0.39,0.0,0.33,0.38,0.0,0.33,0.34,0.35,0.35,0.35,0.36,0.0,0.32,0.32,0.32,0.33,0.32,0.0,0.0,0.0,0.32,0.33,0.0,0.33,0.0,0.33,0.33,0.33,0.32,0.33,0.33,0.35,0.34,0.33,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.94999999999999
08/09/2021,0.99,0.98,0.67,0.88,0.89,0.67,0.79,0.64,0.58,0.6,0.64,0.63,0.65,0.6,0.67,0.57,0.55,0.6,0.59,0.66,0.61,0.53,0.58,0.71,0.46,0.0,0.42,0.54,0.58,0.54,0.56,0.52,0.45,0.5,0.63,0.56,0.51,0.53,0.48,0.52,0.5,0.45,0.49,0.55,0.48,0.51,0.49,0.46,0.48,0.44,0.48,0.52,0.38,0.47,0.47,0.49,0.52,0.47,0.48,0.46,0.47,0.48,0.49,0.53,0.47,0.46,0.46,0.42,0.48,0.47,0.45,0.47,0.39,0.46,0.42,0.42,0.46,0.44,0.48,0.47,0.44,0.42,0.45,0.46,0.52,0.42,0.42,0.39,0.45,0.39,0.47,0.45,0.43,0.44,0.42,0.48,0.47,0.42,0.43,0.41,0.4,0.45,0.44,0.43,0.43,0.43,0.44,0.41,0.56,0.39,0.38,0.37,0.42,0.45,0.4,0.37,0.41,0.38,0.41,0.67,0.48,0.43,0.47,0.41,0.33,0.41,0.39,0.38,0.4,0.4,0.36,0.44,0.4,0.35,0.41,0.4,0.39,0.4,0.35,0.35,0.35,0.38,0.0,0.42,0.4,0.32,0.41,0.37,0.36,0.37,0.4,0.36,0.36,0.36,0.36,0.38,0.33,0.35,0.36,0.34,0.37,0.38,0.41,0.37,0.4,0.0,0.0,0.34,0.33,0.35,0.35,0.36,0.34,0.0,0.35,0.33,0.33,0.34,0.4,0.0,0.32,0.36,0.0,0.32,0.34,0.35,0.34,0.34,0.36,0.0,0.32,0.32,0.32,0.33,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.32,0.34,0.33,0.34,0.33,0.33,0.33,0.34,0.35,0.33,0.0,0.4,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.89000000000001
08/10/2021,0.94,0.98,0.7,0.81,0.89,0.66,0.79,0.65,0.58,0.59,0.65,0.62,0.66,0.58,0.66,0.57,0.55,0.6,0.6,0.66,0.62,0.54,0.58,0.7,0.45,0.0,0.42,0.52,0.59,0.53,0.56,0.52,0.46,0.5,0.62,0.55,0.52,0.53,0.45,0.52,0.5,0.44,0.5,0.55,0.47,0.59,0.49,0.47,0.48,0.44,0.48,0.52,0.38,0.48,0.48,0.49,0.51,0.46,0.48,0.46,0.47,0.49,0.5,0.53,0.48,0.44,0.46,0.44,0.48,0.48,0.45,0.47,0.38,0.45,0.42,0.42,0.46,0.45,0.48,0.47,0.43,0.41,0.46,0.46,0.53,0.42,0.43,0.39,0.46,0.39,0.47,0.45,0.44,0.45,0.43,0.48,0.46,0.42,0.44,0.41,0.4,0.44,0.45,0.44,0.44,0.44,0.45,0.42,0.57,0.38,0.38,0.36,0.42,0.45,0.41,0.38,0.41,0.38,0.41,0.65,0.48,0.43,0.47,0.4,0.33,0.41,0.39,0.38,0.4,0.4,0.37,0.44,0.4,0.35,0.41,0.41,0.39,0.41,0.35,0.35,0.35,0.38,0.0,0.42,0.4,0.0,0.41,0.37,0.36,0.36,0.4,0.36,0.37,0.36,0.36,0.38,0.32,0.34,0.36,0.34,0.37,0.38,0.4,0.38,0.41,0.0,0.0,0.33,0.33,0.36,0.35,0.36,0.34,0.0,0.34,0.33,0.34,0.34,0.4,0.0,0.32,0.36,0.0,0.32,0.34,0.35,0.33,0.34,0.35,0.0,0.0,0.32,0.32,0.33,0.32,0.0,0.0,0.0,0.0,0.33,0.0,0.32,0.32,0.34,0.34,0.34,0.33,0.33,0.32,0.33,0.34,0.33,0.0,0.39,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.89000000000001
08/11/2021,0.94,0.98,0.7,0.81,0.89,0.66,0.79,0.65,0.58,0.59,0.65,0.62,0.66,0.58,0.66,0.57,0.55,0.6,0.6,0.66,0.62,0.54,0.58,0.7,0.45,0.0,0.42,0.52,0.59,0.53,0.56,0.52,0.46,0.5,0.62,0.55,0.52,0.53,0.45,0.52,0.5,0.44,0.5,0.55,0.47,0.59,0.49,0.47,0.48,0.44,0.48,0.52,0.38,0.48,0.48,0.49,0.51,0.46,0.48,0.46,0.47,0.49,0.5,0.53,0.48,0.44,0.46,0.44,0.48,0.48,0.45,0.47,0.38,0.45,0.42,0.42,0.46,0.45,0.48,0.47,0.43,0.41,0.46,0.46,0.53,0.42,0.43,0.39,0.46,0.39,0.47,0.45,0.44,0.45,0.43,0.48,0.46,0.42,0.44,0.41,0.4,0.44,0.45,0.44,0.44,0.44,0.45,0.42,0.57,0.38,0.38,0.36,0.42,0.45,0.41,0.38,0.41,0.38,0.41,0.65,0.48,0.43,0.47,0.4,0.33,0.41,0.39,0.38,0.4,0.4,0.37,0.44,0.4,0.35,0.41,0.41,0.39,0.41,0.35,0.35,0.35,0.38,0.0,0.42,0.4,0.0,0.41,0.37,0.36,0.36,0.4,0.36,0.37,0.36,0.36,0.38,0.32,0.34,0.36,0.34,0.37,0.38,0.4,0.38,0.41,0.0,0.0,0.33,0.33,0.36,0.35,0.36,0.34,0.0,0.34,0.33,0.34,0.34,0.4,0.0,0.32,0.36,0.0,0.32,0.34,0.35,0.33,0.34,0.35,0.0,0.0,0.32,0.32,0.33,0.32,0.0,0.0,0.0,0.0,0.33,0.0,0.32,0.32,0.34,0.34,0.34,0.33,0.33,0.32,0.33,0.34,0.33,0.0,0.39,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.89000000000001
