,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,PYPL,HD,MA,PG,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,INTC,CSCO,CRM,PFE,KO,TMO,ABBV,ABT,PEP,T,CVX,WMT,LLY,MRK,NKE,ACN,AVGO,WFC,TXN,DHR,COST,MCD,MDT,QCOM,PM,UPS,HON,BMY,UNP,NEE,ORCL,C,AMGN,LOW,SBUX,RTX,INTU,BLK,IBM,AMT,MS,AMAT,BA,GS,TGT,CAT,AMD,MMM,GE,ISRG,SCHW,AXP,NOW,CVS,SQ,SPGI,DE,CHTR,ANTM,LMT,ZTS,SYK,BKNG,MU,PLD,FIS,LRCX,CCI,ZM,ADP,GILD,MDLZ,MO,TMUS,TJX,UBER,COP,CI,PNC,GM,MRNA,DUK,USB,CME,CB,ILMN,COF,ITW,BDX,ATVI,FDX,TFC,EQIX,EL,CSX,MMC,ICE,FISV,ADSK,SO,SHW,EW,BX,NSC,CL,D,WM,TWLO,ADI,APD,BSX,PGR,HCA,GPN,F,EMR,REGN,HUM,XTSLA,ETN,MCO,FCX,BIIB,ECL,VRTX,DG,AON,DOCU,IDXX,NOC,NXPI,TWTR,IQV,GD,ALGN,KLAC,EOG,JCI,ROP,ROKU,NEM,TT,DXCM,CNC,DLR,MET,MTCH,EXC,CMG,PINS,WDAY,EBAY,SLB,MSCI,ROST,LHX,KMB,A,TROW,DOW,MRVL,PSA,VEEV,ORLY,AIG,APH,PPG,CDNS,BK,PRU,PH,ALL,MPC,PLTR,SPG,BAX,AEP,LULU,SNPS,INFO,EA,APTV,DD,TRV,MAR,CRWD,ALXN,CARR,DFS,SRE,PANW,GIS,RMD,YUM,CTSH,TEAM,GE.,OTIS,FTNT,IFF,MSI,SBAC,USD,MCHP,SUM
07/23/2021,5.19,4.76,3.51,1.85,1.72,1.68,1.17,1.16,1.01,1.02,1.0,0.93,0.88,0.79,0.79,0.74,0.77,0.73,0.64,0.66,0.59,0.54,0.52,0.52,0.51,0.51,0.48,0.52,0.49,0.46,0.46,0.47,0.49,0.45,0.42,0.46,0.45,0.44,0.45,0.45,0.42,0.42,0.39,0.41,0.42,0.4,0.38,0.36,0.33,0.35,0.36,0.34,0.32,0.34,0.35,0.31,0.32,0.32,0.31,0.29,0.29,0.28,0.28,0.29,0.29,0.27,0.26,0.27,0.29,0.26,0.24,0.26,0.25,0.26,0.24,0.25,0.25,0.24,0.22,0.23,0.22,0.21,0.22,0.21,0.21,0.2,0.2,0.19,0.21,0.2,0.2,0.2,0.17,0.2,0.2,0.2,0.2,0.19,0.18,0.17,0.17,0.18,0.17,0.17,0.23,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.17,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.14,0.16,0.14,0.14,0.14,0.13,0.14,0.14,0.12,0.15,0.12,0.12,0.13,0.13,0.13,0.14,0.14,0.14,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.0,0.11,0.12,0.11,0.11,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.09,0.1,0.11,0.09,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.0,0.0,0.09,0.0,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.09,0.1,0.1,0.1,0.1,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.1,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.61000000000001
07/26/2021,5.12,4.75,3.49,1.86,1.72,1.69,1.18,1.14,1.04,1.03,1.0,0.92,0.87,0.79,0.79,0.75,0.76,0.72,0.65,0.66,0.59,0.55,0.5,0.52,0.51,0.51,0.5,0.51,0.49,0.45,0.46,0.46,0.48,0.45,0.43,0.45,0.45,0.43,0.45,0.45,0.43,0.42,0.4,0.4,0.41,0.39,0.38,0.36,0.34,0.34,0.36,0.34,0.32,0.33,0.35,0.31,0.31,0.31,0.31,0.29,0.29,0.28,0.28,0.28,0.3,0.28,0.27,0.28,0.29,0.26,0.24,0.26,0.26,0.25,0.24,0.25,0.25,0.25,0.22,0.23,0.22,0.21,0.21,0.21,0.21,0.2,0.2,0.19,0.21,0.2,0.2,0.19,0.17,0.19,0.19,0.2,0.2,0.19,0.18,0.17,0.17,0.18,0.18,0.18,0.24,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.17,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.15,0.13,0.14,0.14,0.14,0.14,0.14,0.12,0.14,0.13,0.12,0.13,0.13,0.13,0.15,0.14,0.14,0.11,0.11,0.12,0.11,0.12,0.11,0.13,0.13,0.12,0.12,0.12,0.1,0.11,0.11,0.11,0.1,0.11,0.12,0.11,0.11,0.11,0.1,0.09,0.1,0.1,0.1,0.1,0.11,0.0,0.1,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.50000000000001
07/27/2021,5.16,4.83,3.54,1.88,1.73,1.69,1.17,1.13,1.05,1.02,1.0,0.93,0.88,0.8,0.79,0.75,0.75,0.71,0.64,0.67,0.59,0.54,0.5,0.52,0.51,0.52,0.51,0.52,0.49,0.46,0.46,0.46,0.48,0.45,0.43,0.45,0.45,0.43,0.45,0.45,0.43,0.42,0.38,0.41,0.41,0.4,0.38,0.36,0.34,0.35,0.36,0.34,0.33,0.33,0.35,0.31,0.31,0.32,0.32,0.29,0.3,0.28,0.28,0.28,0.3,0.28,0.26,0.28,0.29,0.26,0.25,0.26,0.25,0.26,0.24,0.25,0.25,0.24,0.23,0.23,0.22,0.21,0.21,0.21,0.21,0.2,0.2,0.19,0.21,0.2,0.2,0.19,0.17,0.19,0.19,0.2,0.19,0.19,0.18,0.17,0.17,0.18,0.17,0.17,0.24,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.17,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.17,0.15,0.15,0.13,0.14,0.15,0.13,0.14,0.14,0.12,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.14,0.11,0.11,0.12,0.11,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.1,0.11,0.09,0.1,0.11,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.09,0.1,0.1,0.1,0.1,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.75
07/28/2021,5.17,4.84,3.52,1.96,1.77,1.73,1.16,1.11,1.04,1.0,1.0,0.93,0.87,0.8,0.79,0.76,0.75,0.71,0.63,0.66,0.59,0.54,0.49,0.51,0.48,0.52,0.51,0.52,0.49,0.46,0.46,0.47,0.48,0.45,0.42,0.45,0.46,0.44,0.46,0.45,0.43,0.41,0.38,0.41,0.41,0.4,0.38,0.36,0.34,0.34,0.35,0.34,0.32,0.34,0.34,0.31,0.32,0.32,0.33,0.29,0.3,0.27,0.28,0.29,0.29,0.28,0.26,0.27,0.29,0.25,0.25,0.26,0.25,0.26,0.24,0.25,0.26,0.24,0.23,0.22,0.22,0.21,0.21,0.21,0.21,0.2,0.2,0.19,0.21,0.2,0.2,0.18,0.17,0.19,0.19,0.2,0.2,0.19,0.18,0.17,0.17,0.18,0.17,0.17,0.26,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.17,0.16,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.17,0.15,0.15,0.13,0.14,0.15,0.13,0.14,0.14,0.12,0.14,0.13,0.12,0.13,0.13,0.13,0.16,0.14,0.14,0.11,0.11,0.12,0.12,0.12,0.11,0.13,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.09,0.11,0.11,0.12,0.11,0.11,0.1,0.09,0.1,0.09,0.1,0.1,0.11,0.09,0.1,0.11,0.0,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.09,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.82000000000001
07/29/2021,5.18,4.82,3.55,1.97,1.78,1.75,1.16,1.13,1.02,1.01,1.0,0.94,0.86,0.8,0.79,0.76,0.76,0.72,0.64,0.66,0.59,0.55,0.49,0.51,0.49,0.52,0.51,0.52,0.49,0.46,0.46,0.46,0.48,0.44,0.43,0.45,0.46,0.43,0.45,0.45,0.43,0.41,0.38,0.41,0.41,0.4,0.38,0.36,0.34,0.34,0.35,0.34,0.32,0.33,0.34,0.31,0.31,0.31,0.33,0.29,0.3,0.28,0.28,0.28,0.3,0.28,0.27,0.27,0.29,0.26,0.25,0.26,0.25,0.25,0.24,0.25,0.25,0.24,0.23,0.22,0.22,0.21,0.2,0.2,0.21,0.2,0.2,0.19,0.21,0.2,0.2,0.18,0.18,0.19,0.19,0.2,0.2,0.19,0.18,0.17,0.17,0.17,0.17,0.17,0.25,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.17,0.16,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.17,0.15,0.16,0.13,0.14,0.14,0.13,0.14,0.14,0.12,0.14,0.12,0.12,0.13,0.13,0.13,0.17,0.14,0.14,0.12,0.11,0.12,0.11,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.11,0.0,0.1,0.11,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.09,0.1,0.1,0.1,0.09,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.83000000000001
07/30/2021,5.13,4.81,3.5,1.96,1.77,1.73,1.17,1.11,1.02,1.01,1.01,0.95,0.87,0.79,0.78,0.76,0.76,0.73,0.64,0.66,0.59,0.54,0.5,0.52,0.48,0.52,0.5,0.52,0.49,0.46,0.46,0.46,0.49,0.45,0.43,0.46,0.46,0.44,0.45,0.45,0.42,0.42,0.38,0.41,0.42,0.41,0.39,0.35,0.35,0.31,0.36,0.34,0.32,0.34,0.34,0.31,0.31,0.31,0.33,0.3,0.3,0.27,0.28,0.29,0.3,0.27,0.26,0.27,0.29,0.26,0.24,0.26,0.25,0.26,0.23,0.25,0.26,0.25,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.2,0.18,0.21,0.21,0.2,0.19,0.17,0.2,0.19,0.2,0.2,0.19,0.18,0.16,0.17,0.17,0.17,0.17,0.25,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.14,0.15,0.16,0.17,0.17,0.16,0.17,0.15,0.15,0.15,0.15,0.16,0.15,0.17,0.15,0.16,0.14,0.14,0.14,0.13,0.14,0.14,0.12,0.14,0.13,0.12,0.13,0.13,0.13,0.17,0.14,0.14,0.12,0.11,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.1,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.1,0.09,0.1,0.1,0.1,0.1,0.11,0.09,0.09,0.11,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.0,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.1,0.1,0.0,0.0,0.09,0.0,0.09,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.78
08/02/2021,5.06,4.78,3.46,1.9,1.81,1.71,1.16,1.16,1.04,1.02,1.0,0.93,0.86,0.74,0.78,0.75,0.75,0.72,0.65,0.66,0.59,0.55,0.49,0.51,0.48,0.51,0.5,0.53,0.49,0.46,0.46,0.47,0.48,0.45,0.44,0.45,0.46,0.43,0.46,0.45,0.43,0.42,0.39,0.42,0.42,0.4,0.39,0.38,0.35,0.31,0.36,0.34,0.32,0.34,0.34,0.31,0.31,0.31,0.32,0.29,0.3,0.27,0.28,0.28,0.3,0.28,0.27,0.28,0.29,0.26,0.27,0.25,0.26,0.26,0.24,0.25,0.26,0.24,0.22,0.23,0.22,0.21,0.21,0.2,0.21,0.21,0.2,0.19,0.21,0.2,0.19,0.18,0.18,0.2,0.19,0.2,0.2,0.19,0.18,0.16,0.17,0.17,0.17,0.17,0.26,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.14,0.15,0.16,0.16,0.17,0.16,0.16,0.15,0.15,0.16,0.15,0.16,0.15,0.18,0.14,0.15,0.13,0.14,0.14,0.14,0.14,0.14,0.12,0.14,0.13,0.12,0.13,0.13,0.12,0.18,0.14,0.14,0.12,0.11,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.1,0.09,0.0,0.1,0.1,0.1,0.11,0.09,0.1,0.11,0.0,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.09,0.0,0.0,0.09,0.09,0.1,0.1,0.1,0.1,0.0,0.1,0.09,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.67
08/03/2021,5.1,4.78,3.21,1.9,1.8,1.71,1.16,1.19,1.04,1.02,1.01,0.93,0.86,0.72,0.79,0.75,0.77,0.71,0.64,0.66,0.6,0.54,0.5,0.51,0.48,0.52,0.5,0.53,0.49,0.47,0.46,0.47,0.48,0.45,0.44,0.45,0.46,0.43,0.46,0.45,0.43,0.42,0.39,0.42,0.42,0.4,0.39,0.38,0.35,0.31,0.36,0.34,0.32,0.34,0.34,0.31,0.31,0.31,0.32,0.29,0.3,0.28,0.28,0.28,0.3,0.28,0.27,0.27,0.29,0.25,0.29,0.25,0.25,0.26,0.24,0.25,0.26,0.24,0.21,0.23,0.23,0.22,0.21,0.2,0.21,0.21,0.2,0.19,0.21,0.2,0.2,0.19,0.18,0.2,0.19,0.2,0.2,0.19,0.18,0.16,0.17,0.17,0.17,0.17,0.27,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.14,0.15,0.16,0.16,0.17,0.16,0.17,0.15,0.15,0.16,0.15,0.16,0.15,0.17,0.14,0.15,0.13,0.14,0.13,0.14,0.14,0.14,0.12,0.14,0.13,0.12,0.13,0.13,0.12,0.18,0.14,0.14,0.12,0.11,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.1,0.1,0.1,0.12,0.0,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.09,0.1,0.1,0.1,0.1,0.0,0.1,0.09,0.0,0.09,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.09,0.09,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.6
08/04/2021,5.1,4.78,3.21,1.9,1.8,1.71,1.16,1.19,1.04,1.02,1.01,0.93,0.86,0.72,0.79,0.75,0.77,0.71,0.64,0.66,0.6,0.54,0.5,0.51,0.48,0.52,0.5,0.53,0.49,0.47,0.46,0.47,0.48,0.45,0.44,0.45,0.46,0.43,0.46,0.45,0.43,0.42,0.39,0.42,0.42,0.4,0.39,0.38,0.35,0.31,0.36,0.34,0.32,0.34,0.34,0.31,0.31,0.31,0.32,0.29,0.3,0.28,0.28,0.28,0.3,0.28,0.27,0.27,0.29,0.25,0.29,0.25,0.25,0.26,0.24,0.25,0.26,0.24,0.21,0.23,0.23,0.22,0.21,0.2,0.21,0.21,0.2,0.19,0.21,0.2,0.2,0.19,0.18,0.2,0.19,0.2,0.2,0.19,0.18,0.16,0.17,0.17,0.17,0.17,0.27,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.14,0.15,0.16,0.16,0.17,0.16,0.17,0.15,0.15,0.16,0.15,0.16,0.15,0.17,0.14,0.15,0.13,0.14,0.13,0.14,0.14,0.14,0.12,0.14,0.13,0.12,0.13,0.13,0.12,0.18,0.14,0.14,0.12,0.11,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.1,0.1,0.1,0.12,0.0,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.09,0.1,0.1,0.1,0.1,0.0,0.1,0.09,0.0,0.09,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.09,0.09,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.6
08/05/2021,5.1,4.78,3.21,1.9,1.8,1.71,1.16,1.19,1.04,1.02,1.01,0.93,0.86,0.72,0.79,0.75,0.77,0.71,0.64,0.66,0.6,0.54,0.5,0.51,0.48,0.52,0.5,0.53,0.49,0.47,0.46,0.47,0.48,0.45,0.44,0.45,0.46,0.43,0.46,0.45,0.43,0.42,0.39,0.42,0.42,0.4,0.39,0.38,0.35,0.31,0.36,0.34,0.32,0.34,0.34,0.31,0.31,0.31,0.32,0.29,0.3,0.28,0.28,0.28,0.3,0.28,0.27,0.27,0.29,0.25,0.29,0.25,0.25,0.26,0.24,0.25,0.26,0.24,0.21,0.23,0.23,0.22,0.21,0.2,0.21,0.21,0.2,0.19,0.21,0.2,0.2,0.19,0.18,0.2,0.19,0.2,0.2,0.19,0.18,0.16,0.17,0.17,0.17,0.17,0.27,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.14,0.15,0.16,0.16,0.17,0.16,0.17,0.15,0.15,0.16,0.15,0.16,0.15,0.17,0.14,0.15,0.13,0.14,0.13,0.14,0.14,0.14,0.12,0.14,0.13,0.12,0.13,0.13,0.12,0.18,0.14,0.14,0.12,0.11,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.1,0.1,0.1,0.12,0.0,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.09,0.1,0.1,0.1,0.1,0.0,0.1,0.09,0.0,0.09,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.09,0.09,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.6
08/06/2021,5.12,4.79,3.23,1.86,1.81,1.71,1.17,1.22,1.05,1.02,1.02,0.89,0.88,0.71,0.79,0.71,0.78,0.7,0.64,0.66,0.59,0.54,0.49,0.51,0.48,0.53,0.49,0.56,0.49,0.47,0.45,0.47,0.48,0.44,0.44,0.46,0.48,0.43,0.47,0.45,0.43,0.43,0.39,0.42,0.43,0.39,0.39,0.37,0.35,0.31,0.36,0.34,0.32,0.34,0.35,0.31,0.31,0.31,0.31,0.3,0.3,0.28,0.28,0.28,0.3,0.29,0.27,0.28,0.29,0.25,0.3,0.26,0.0,0.26,0.23,0.24,0.25,0.24,0.23,0.23,0.23,0.22,0.21,0.2,0.21,0.21,0.19,0.2,0.21,0.18,0.2,0.19,0.18,0.2,0.19,0.2,0.2,0.19,0.18,0.15,0.17,0.18,0.17,0.18,0.29,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.14,0.15,0.16,0.16,0.17,0.16,0.17,0.15,0.14,0.16,0.15,0.16,0.16,0.17,0.14,0.15,0.13,0.14,0.13,0.14,0.14,0.14,0.12,0.15,0.11,0.12,0.13,0.13,0.12,0.18,0.14,0.14,0.12,0.11,0.12,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.1,0.0,0.1,0.12,0.0,0.1,0.1,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.0,0.1,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.0,0.09,0.09,0.0,0.11,0.0,0.0,0.0,0.0,0.09,0.09,0.09,0.1,0.25,0.09,0.0,0.0,0.0,0.0,0.0,0.0,69.66000000000001
08/09/2021,5.1,4.82,3.23,1.92,1.81,1.71,1.16,1.22,1.09,1.02,1.01,0.9,0.85,0.73,0.79,0.72,0.77,0.71,0.65,0.67,0.59,0.53,0.5,0.51,0.48,0.52,0.51,0.56,0.48,0.47,0.45,0.47,0.47,0.44,0.43,0.46,0.49,0.42,0.48,0.45,0.43,0.43,0.39,0.43,0.43,0.39,0.38,0.37,0.34,0.3,0.35,0.34,0.32,0.35,0.34,0.32,0.3,0.3,0.31,0.29,0.3,0.28,0.28,0.28,0.3,0.29,0.27,0.28,0.29,0.25,0.3,0.25,0.0,0.27,0.24,0.24,0.26,0.23,0.24,0.23,0.23,0.22,0.2,0.2,0.21,0.2,0.2,0.2,0.21,0.18,0.2,0.18,0.19,0.2,0.19,0.19,0.19,0.18,0.18,0.15,0.17,0.15,0.17,0.17,0.31,0.18,0.17,0.16,0.17,0.17,0.16,0.16,0.16,0.14,0.15,0.16,0.16,0.17,0.16,0.17,0.15,0.14,0.16,0.15,0.16,0.16,0.17,0.14,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.12,0.14,0.11,0.12,0.13,0.13,0.12,0.18,0.14,0.14,0.12,0.11,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.1,0.11,0.12,0.12,0.0,0.11,0.11,0.1,0.11,0.1,0.11,0.09,0.1,0.1,0.09,0.1,0.12,0.0,0.1,0.1,0.09,0.11,0.0,0.1,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.11,0.09,0.09,0.09,0.0,0.09,0.09,0.0,0.1,0.25,0.09,0.09,0.0,0.0,0.0,0.0,0.0,69.66
08/10/2021,5.06,4.81,3.2,1.92,1.8,1.71,1.18,1.2,1.07,1.04,1.01,0.9,0.86,0.72,0.78,0.72,0.76,0.71,0.67,0.66,0.59,0.54,0.5,0.5,0.48,0.52,0.51,0.55,0.48,0.47,0.45,0.47,0.47,0.44,0.43,0.46,0.49,0.42,0.47,0.45,0.43,0.44,0.39,0.43,0.43,0.39,0.38,0.36,0.34,0.31,0.35,0.34,0.32,0.35,0.34,0.32,0.29,0.3,0.31,0.29,0.3,0.28,0.28,0.28,0.31,0.29,0.27,0.29,0.29,0.25,0.29,0.25,0.0,0.27,0.25,0.25,0.26,0.24,0.24,0.23,0.23,0.22,0.2,0.2,0.21,0.2,0.2,0.2,0.21,0.18,0.2,0.19,0.18,0.2,0.19,0.19,0.19,0.18,0.18,0.16,0.17,0.16,0.18,0.17,0.31,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.14,0.15,0.17,0.16,0.17,0.16,0.17,0.15,0.15,0.16,0.15,0.16,0.16,0.17,0.14,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.12,0.14,0.11,0.12,0.13,0.13,0.12,0.15,0.14,0.14,0.12,0.11,0.12,0.11,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.1,0.11,0.12,0.12,0.0,0.11,0.11,0.1,0.11,0.1,0.11,0.09,0.1,0.1,0.09,0.1,0.12,0.0,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.6
08/11/2021,5.06,4.81,3.2,1.92,1.8,1.71,1.18,1.2,1.07,1.04,1.01,0.9,0.86,0.72,0.78,0.72,0.76,0.71,0.67,0.66,0.59,0.54,0.5,0.5,0.48,0.52,0.51,0.55,0.48,0.47,0.45,0.47,0.47,0.44,0.43,0.46,0.49,0.42,0.47,0.45,0.43,0.44,0.39,0.43,0.43,0.39,0.38,0.36,0.34,0.31,0.35,0.34,0.32,0.35,0.34,0.32,0.29,0.3,0.31,0.29,0.3,0.28,0.28,0.28,0.31,0.29,0.27,0.29,0.29,0.25,0.29,0.25,0.0,0.27,0.25,0.25,0.26,0.24,0.24,0.23,0.23,0.22,0.2,0.2,0.21,0.2,0.2,0.2,0.21,0.18,0.2,0.19,0.18,0.2,0.19,0.19,0.19,0.18,0.18,0.16,0.17,0.16,0.18,0.17,0.31,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.14,0.15,0.17,0.16,0.17,0.16,0.17,0.15,0.15,0.16,0.15,0.16,0.16,0.17,0.14,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.12,0.14,0.11,0.12,0.13,0.13,0.12,0.15,0.14,0.14,0.12,0.11,0.12,0.11,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.1,0.11,0.12,0.12,0.0,0.11,0.11,0.1,0.11,0.1,0.11,0.09,0.1,0.1,0.09,0.1,0.12,0.0,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.6
