,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,HD,PYPL,PG,MA,DIS,BAC,ADBE,XOM,CMCSA,NFLX,VZ,INTC,CSCO,CRM,PFE,KO,T,ABT,CVX,PEP,ABBV,TMO,NKE,MRK,WMT,AVGO,ACN,WFC,LLY,TXN,COST,MCD,DHR,MDT,QCOM,PM,HON,LIN,UPS,UNP,BMY,C,ORCL,NEE,AMGN,LOW,MS,INTU,SBUX,BA,IBM,RTX,GS,AMAT,BLK,TGT,AMT,CAT,GE,MMM,AMD,DE,SCHW,ISRG,AXP,CVS,NOW,CHTR,SPGI,ANTM,LMT,BKNG,LRCX,ZTS,MU,FIS,MO,PLD,MDLZ,GILD,SYK,ADP,COP,TMUS,CI,CCI,TJX,PNC,USB,CME,DUK,TFC,GM,CSX,FDX,CB,ATVI,MMC,COF,EL,BDX,EQIX,CL,ILMN,NSC,SHW,ICE,EW,SO,ADSK,ITW,FISV,APD,ADI,BSX,REGN,ETN,D,MCO,F,EMR,PGR,HUM,NOC,GPN,HCA,NXPI,WM,IDXX,FCX,TWTR,AON,DG,BIIB,VRTX,ECL,NEM,ROP,EOG,4338.SR,KLAC,DOW,SLB,PSA,IQV,JCI,TROW,MET,TEL,KMB,EBAY,A,ALGN,LHX,ROST,TT,MSCI,CMG,EXC,GD,SPG,SNPS,APTV,CNC,BK,DD,AEP,INFO,DLR,APH,AIG,BAX,PRU,DXCM,EA,ALXN,CARR,SRE,PPG,PH,ALL,ORLY,STZ,MPC,MCHP,SYY,PXD,CDNS,TRV,HPQ,DFS,ELPE.AT,MSI,WELL,GIS,RMD,MRNA,MAR,FTNT,YUM,CTSH,SUM
07/23/2021,6.2,5.78,4.21,2.24,2.07,2.05,1.44,1.38,1.3,1.23,1.21,1.13,1.07,0.95,0.96,0.96,0.89,0.87,0.78,0.8,0.65,0.72,0.65,0.64,0.61,0.62,0.6,0.62,0.6,0.55,0.58,0.51,0.59,0.56,0.57,0.55,0.54,0.54,0.52,0.54,0.49,0.52,0.47,0.51,0.47,0.5,0.46,0.44,0.42,0.42,0.41,0.42,0.4,0.41,0.38,0.45,0.42,0.39,0.38,0.37,0.38,0.38,0.32,0.34,0.34,0.34,0.33,0.33,0.35,0.35,0.31,0.29,0.32,0.29,0.29,0.28,0.3,0.29,0.29,0.3,0.28,0.27,0.26,0.25,0.23,0.23,0.26,0.23,0.24,0.24,0.26,0.25,0.24,0.23,0.24,0.2,0.23,0.22,0.24,0.22,0.21,0.21,0.2,0.22,0.19,0.19,0.2,0.2,0.2,0.19,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.16,0.16,0.17,0.17,0.17,0.17,0.14,0.16,0.15,0.16,0.15,0.15,0.16,0.14,0.15,0.16,0.13,0.14,0.14,0.15,0.14,0.14,0.14,0.13,0.14,0.11,0.0,0.13,0.12,0.1,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.13,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,83.7
07/26/2021,6.18,5.74,4.16,2.25,2.07,2.05,1.44,1.37,1.31,1.25,1.2,1.12,1.06,0.95,0.96,0.93,0.9,0.87,0.79,0.79,0.66,0.71,0.61,0.63,0.62,0.61,0.6,0.62,0.59,0.54,0.57,0.52,0.58,0.56,0.55,0.55,0.52,0.53,0.53,0.54,0.51,0.51,0.48,0.5,0.48,0.48,0.46,0.44,0.41,0.44,0.42,0.41,0.39,0.41,0.38,0.45,0.4,0.38,0.37,0.39,0.38,0.38,0.33,0.34,0.36,0.35,0.34,0.34,0.35,0.34,0.31,0.31,0.31,0.29,0.3,0.28,0.3,0.3,0.29,0.3,0.28,0.27,0.25,0.25,0.24,0.25,0.25,0.23,0.24,0.24,0.25,0.24,0.23,0.23,0.24,0.21,0.23,0.22,0.23,0.22,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.21,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.16,0.17,0.15,0.16,0.15,0.16,0.15,0.15,0.18,0.15,0.15,0.16,0.14,0.15,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.12,0.0,0.13,0.12,0.11,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.13,0.14,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.0,0.1,0.0,0.0,0.11,0.1,0.0,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.56
07/27/2021,6.18,5.74,4.16,2.25,2.07,2.05,1.44,1.37,1.31,1.25,1.2,1.12,1.06,0.95,0.96,0.93,0.9,0.87,0.79,0.79,0.66,0.71,0.61,0.63,0.62,0.61,0.6,0.62,0.59,0.54,0.57,0.52,0.58,0.56,0.55,0.55,0.52,0.53,0.53,0.54,0.51,0.51,0.48,0.5,0.48,0.48,0.46,0.44,0.41,0.44,0.42,0.41,0.39,0.41,0.38,0.45,0.4,0.38,0.37,0.39,0.38,0.38,0.33,0.34,0.36,0.35,0.34,0.34,0.35,0.34,0.31,0.31,0.31,0.29,0.3,0.28,0.3,0.3,0.29,0.3,0.28,0.27,0.25,0.25,0.24,0.25,0.25,0.23,0.24,0.24,0.25,0.24,0.23,0.23,0.24,0.21,0.23,0.22,0.23,0.22,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.21,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.16,0.17,0.15,0.16,0.15,0.16,0.15,0.15,0.18,0.15,0.15,0.16,0.14,0.15,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.12,0.0,0.13,0.12,0.11,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.13,0.14,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.0,0.1,0.0,0.0,0.11,0.1,0.0,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.56
07/28/2021,6.24,5.84,4.19,2.38,2.14,2.11,1.42,1.33,1.31,1.22,1.21,1.13,1.05,0.96,0.97,0.92,0.92,0.85,0.77,0.8,0.65,0.71,0.61,0.62,0.58,0.62,0.61,0.62,0.59,0.54,0.57,0.51,0.58,0.56,0.56,0.56,0.52,0.53,0.53,0.54,0.49,0.52,0.46,0.5,0.48,0.49,0.46,0.44,0.41,0.43,0.42,0.41,0.39,0.41,0.37,0.43,0.4,0.38,0.38,0.38,0.39,0.4,0.33,0.34,0.35,0.34,0.34,0.33,0.35,0.34,0.31,0.3,0.31,0.3,0.3,0.27,0.31,0.3,0.29,0.31,0.28,0.27,0.25,0.25,0.24,0.25,0.26,0.23,0.25,0.24,0.25,0.24,0.23,0.23,0.24,0.2,0.22,0.22,0.22,0.22,0.21,0.2,0.2,0.21,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.2,0.2,0.19,0.2,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.17,0.17,0.16,0.16,0.14,0.16,0.15,0.16,0.15,0.15,0.18,0.15,0.15,0.16,0.14,0.15,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.11,0.0,0.13,0.12,0.11,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.14,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.12,0.11,0.1,0.11,0.1,0.12,0.1,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.1,0.13,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,83.77000000000001
07/29/2021,6.24,5.8,4.23,2.38,2.15,2.13,1.41,1.35,1.29,1.22,1.2,1.13,1.04,0.95,0.96,0.92,0.92,0.86,0.77,0.79,0.66,0.71,0.61,0.61,0.59,0.62,0.6,0.62,0.59,0.53,0.56,0.52,0.58,0.55,0.56,0.56,0.52,0.53,0.52,0.54,0.5,0.51,0.46,0.5,0.48,0.49,0.46,0.43,0.41,0.42,0.42,0.4,0.39,0.4,0.38,0.43,0.4,0.38,0.37,0.39,0.39,0.39,0.33,0.34,0.35,0.34,0.34,0.33,0.35,0.34,0.31,0.3,0.31,0.29,0.3,0.27,0.3,0.3,0.29,0.31,0.28,0.27,0.25,0.24,0.24,0.24,0.25,0.23,0.25,0.24,0.25,0.24,0.23,0.23,0.23,0.21,0.23,0.21,0.22,0.22,0.21,0.2,0.2,0.21,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.16,0.17,0.16,0.16,0.15,0.16,0.15,0.16,0.15,0.15,0.17,0.15,0.15,0.16,0.14,0.14,0.15,0.15,0.13,0.14,0.14,0.13,0.14,0.12,0.0,0.13,0.12,0.11,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.14,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.16,0.0,0.0,0.0,0.1,0.17,0.1,0.0,0.0,0.0,83.70000000000002
07/30/2021,6.24,5.8,4.23,2.38,2.15,2.13,1.41,1.35,1.29,1.22,1.2,1.13,1.04,0.95,0.96,0.92,0.92,0.86,0.77,0.79,0.66,0.71,0.61,0.61,0.59,0.62,0.6,0.62,0.59,0.53,0.56,0.52,0.58,0.55,0.56,0.56,0.52,0.53,0.52,0.54,0.5,0.51,0.46,0.5,0.48,0.49,0.46,0.43,0.41,0.42,0.42,0.4,0.39,0.4,0.38,0.43,0.4,0.38,0.37,0.39,0.39,0.39,0.33,0.34,0.35,0.34,0.34,0.33,0.35,0.34,0.31,0.3,0.31,0.29,0.3,0.27,0.3,0.3,0.29,0.31,0.28,0.27,0.25,0.24,0.24,0.24,0.25,0.23,0.25,0.24,0.25,0.24,0.23,0.23,0.23,0.21,0.23,0.21,0.22,0.22,0.21,0.2,0.2,0.21,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.16,0.17,0.16,0.16,0.15,0.16,0.15,0.16,0.15,0.15,0.17,0.15,0.15,0.16,0.14,0.14,0.15,0.15,0.13,0.14,0.14,0.13,0.14,0.12,0.0,0.13,0.12,0.11,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.14,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.16,0.0,0.0,0.0,0.1,0.17,0.1,0.0,0.0,0.0,83.70000000000002
08/02/2021,6.11,5.78,4.17,2.4,2.19,2.09,1.42,1.34,1.31,1.23,1.21,1.12,1.03,0.94,0.95,0.91,0.9,0.87,0.78,0.8,0.66,0.71,0.62,0.62,0.58,0.62,0.6,0.65,0.59,0.53,0.57,0.52,0.58,0.56,0.56,0.56,0.53,0.53,0.52,0.54,0.5,0.52,0.46,0.5,0.48,0.5,0.47,0.43,0.41,0.43,0.42,0.37,0.39,0.41,0.38,0.43,0.41,0.38,0.37,0.39,0.38,0.39,0.34,0.34,0.35,0.34,0.34,0.33,0.34,0.34,0.31,0.31,0.31,0.32,0.3,0.27,0.31,0.3,0.29,0.31,0.27,0.27,0.25,0.25,0.24,0.24,0.26,0.23,0.25,0.24,0.25,0.24,0.24,0.24,0.24,0.21,0.23,0.21,0.22,0.22,0.21,0.21,0.21,0.22,0.2,0.19,0.2,0.18,0.2,0.18,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.17,0.19,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.17,0.17,0.16,0.16,0.14,0.16,0.15,0.15,0.15,0.15,0.17,0.15,0.15,0.16,0.14,0.15,0.16,0.15,0.14,0.14,0.15,0.13,0.14,0.11,0.0,0.13,0.12,0.11,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.14,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.12,0.11,0.1,0.11,0.11,0.11,0.1,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.17,0.1,0.0,0.0,0.0,83.7
08/03/2021,6.11,5.78,4.17,2.4,2.19,2.09,1.42,1.34,1.31,1.23,1.21,1.12,1.03,0.94,0.95,0.91,0.9,0.87,0.78,0.8,0.66,0.71,0.62,0.62,0.58,0.62,0.6,0.65,0.59,0.53,0.57,0.52,0.58,0.56,0.56,0.56,0.53,0.53,0.52,0.54,0.5,0.52,0.46,0.5,0.48,0.5,0.47,0.43,0.41,0.43,0.42,0.37,0.39,0.41,0.38,0.43,0.41,0.38,0.37,0.39,0.38,0.39,0.34,0.34,0.35,0.34,0.34,0.33,0.34,0.34,0.31,0.31,0.31,0.32,0.3,0.27,0.31,0.3,0.29,0.31,0.27,0.27,0.25,0.25,0.24,0.24,0.26,0.23,0.25,0.24,0.25,0.24,0.24,0.24,0.24,0.21,0.23,0.21,0.22,0.22,0.21,0.21,0.21,0.22,0.2,0.19,0.2,0.18,0.2,0.18,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.17,0.19,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.17,0.17,0.16,0.16,0.14,0.16,0.15,0.15,0.15,0.15,0.17,0.15,0.15,0.16,0.14,0.15,0.16,0.15,0.14,0.14,0.15,0.13,0.14,0.11,0.0,0.13,0.12,0.11,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.14,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.12,0.11,0.1,0.11,0.11,0.11,0.1,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.17,0.1,0.0,0.0,0.0,83.7
08/04/2021,6.11,5.78,4.17,2.4,2.19,2.09,1.42,1.34,1.31,1.23,1.21,1.12,1.03,0.94,0.95,0.91,0.9,0.87,0.78,0.8,0.66,0.71,0.62,0.62,0.58,0.62,0.6,0.65,0.59,0.53,0.57,0.52,0.58,0.56,0.56,0.56,0.53,0.53,0.52,0.54,0.5,0.52,0.46,0.5,0.48,0.5,0.47,0.43,0.41,0.43,0.42,0.37,0.39,0.41,0.38,0.43,0.41,0.38,0.37,0.39,0.38,0.39,0.34,0.34,0.35,0.34,0.34,0.33,0.34,0.34,0.31,0.31,0.31,0.32,0.3,0.27,0.31,0.3,0.29,0.31,0.27,0.27,0.25,0.25,0.24,0.24,0.26,0.23,0.25,0.24,0.25,0.24,0.24,0.24,0.24,0.21,0.23,0.21,0.22,0.22,0.21,0.21,0.21,0.22,0.2,0.19,0.2,0.18,0.2,0.18,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.17,0.19,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.17,0.17,0.16,0.16,0.14,0.16,0.15,0.15,0.15,0.15,0.17,0.15,0.15,0.16,0.14,0.15,0.16,0.15,0.14,0.14,0.15,0.13,0.14,0.11,0.0,0.13,0.12,0.11,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.14,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.12,0.11,0.1,0.11,0.11,0.11,0.1,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.17,0.1,0.0,0.0,0.0,83.7
08/05/2021,6.11,5.78,4.17,2.4,2.19,2.09,1.42,1.34,1.31,1.23,1.21,1.12,1.03,0.94,0.95,0.91,0.9,0.87,0.78,0.8,0.66,0.71,0.62,0.62,0.58,0.62,0.6,0.65,0.59,0.53,0.57,0.52,0.58,0.56,0.56,0.56,0.53,0.53,0.52,0.54,0.5,0.52,0.46,0.5,0.48,0.5,0.47,0.43,0.41,0.43,0.42,0.37,0.39,0.41,0.38,0.43,0.41,0.38,0.37,0.39,0.38,0.39,0.34,0.34,0.35,0.34,0.34,0.33,0.34,0.34,0.31,0.31,0.31,0.32,0.3,0.27,0.31,0.3,0.29,0.31,0.27,0.27,0.25,0.25,0.24,0.24,0.26,0.23,0.25,0.24,0.25,0.24,0.24,0.24,0.24,0.21,0.23,0.21,0.22,0.22,0.21,0.21,0.21,0.22,0.2,0.19,0.2,0.18,0.2,0.18,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.17,0.19,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.17,0.17,0.16,0.16,0.14,0.16,0.15,0.15,0.15,0.15,0.17,0.15,0.15,0.16,0.14,0.15,0.16,0.15,0.14,0.14,0.15,0.13,0.14,0.11,0.0,0.13,0.12,0.11,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.14,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.12,0.11,0.1,0.11,0.11,0.11,0.1,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.17,0.1,0.0,0.0,0.0,83.7
08/06/2021,6.17,5.77,3.85,2.25,2.17,2.08,1.43,1.46,1.32,1.23,1.22,1.07,1.06,0.95,0.85,0.94,0.86,0.84,0.78,0.79,0.66,0.71,0.6,0.61,0.58,0.63,0.59,0.68,0.59,0.54,0.58,0.53,0.58,0.55,0.56,0.58,0.51,0.53,0.53,0.54,0.52,0.54,0.46,0.51,0.47,0.51,0.47,0.45,0.42,0.43,0.42,0.37,0.39,0.41,0.38,0.44,0.41,0.38,0.37,0.39,0.39,0.37,0.34,0.34,0.36,0.35,0.35,0.33,0.35,0.34,0.3,0.3,0.31,0.36,0.31,0.27,0.31,0.29,0.29,0.31,0.29,0.28,0.26,0.24,0.23,0.25,0.26,0.24,0.22,0.24,0.26,0.24,0.23,0.23,0.24,0.2,0.22,0.22,0.22,0.22,0.21,0.2,0.2,0.22,0.2,0.2,0.2,0.18,0.21,0.16,0.2,0.2,0.2,0.2,0.19,0.18,0.19,0.17,0.19,0.18,0.19,0.18,0.19,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.13,0.18,0.16,0.15,0.16,0.14,0.14,0.16,0.15,0.14,0.14,0.15,0.13,0.14,0.11,0.0,0.14,0.12,0.11,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.14,0.13,0.12,0.13,0.14,0.14,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.13,0.11,0.0,0.13,0.11,0.1,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.11,0.19,0.0,0.11,0.11,0.11,83.57000000000001
08/09/2021,6.15,5.81,3.85,2.32,2.18,2.08,1.42,1.47,1.37,1.24,1.21,1.08,1.03,0.95,0.87,0.93,0.87,0.85,0.79,0.8,0.65,0.71,0.62,0.61,0.58,0.63,0.61,0.67,0.58,0.53,0.58,0.52,0.57,0.54,0.57,0.59,0.51,0.54,0.53,0.54,0.52,0.56,0.47,0.52,0.47,0.52,0.46,0.44,0.41,0.42,0.42,0.36,0.39,0.41,0.39,0.44,0.42,0.36,0.36,0.39,0.39,0.37,0.34,0.34,0.35,0.35,0.35,0.34,0.35,0.33,0.3,0.3,0.3,0.36,0.3,0.28,0.32,0.29,0.28,0.31,0.29,0.28,0.24,0.24,0.24,0.25,0.26,0.24,0.21,0.23,0.26,0.23,0.23,0.23,0.24,0.2,0.22,0.19,0.22,0.22,0.21,0.2,0.2,0.22,0.2,0.18,0.2,0.18,0.21,0.17,0.2,0.2,0.2,0.19,0.19,0.18,0.2,0.17,0.19,0.18,0.19,0.18,0.19,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.14,0.16,0.15,0.14,0.15,0.13,0.18,0.16,0.15,0.16,0.14,0.15,0.16,0.15,0.14,0.14,0.14,0.13,0.14,0.11,0.0,0.14,0.12,0.11,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.14,0.13,0.11,0.12,0.14,0.14,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.13,0.1,0.0,0.12,0.11,0.0,0.1,0.1,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.1,0.13,0.0,0.0,0.0,0.1,0.21,0.0,0.11,0.11,0.1,83.56
08/10/2021,6.15,5.81,3.85,2.32,2.18,2.08,1.42,1.47,1.37,1.24,1.21,1.08,1.03,0.95,0.87,0.93,0.87,0.85,0.79,0.8,0.65,0.71,0.62,0.61,0.58,0.63,0.61,0.67,0.58,0.53,0.58,0.52,0.57,0.54,0.57,0.59,0.51,0.54,0.53,0.54,0.52,0.56,0.47,0.52,0.47,0.52,0.46,0.44,0.41,0.42,0.42,0.36,0.39,0.41,0.39,0.44,0.42,0.36,0.36,0.39,0.39,0.37,0.34,0.34,0.35,0.35,0.35,0.34,0.35,0.33,0.3,0.3,0.3,0.36,0.3,0.28,0.32,0.29,0.28,0.31,0.29,0.28,0.24,0.24,0.24,0.25,0.26,0.24,0.21,0.23,0.26,0.23,0.23,0.23,0.24,0.2,0.22,0.19,0.22,0.22,0.21,0.2,0.2,0.22,0.2,0.18,0.2,0.18,0.21,0.17,0.2,0.2,0.2,0.19,0.19,0.18,0.2,0.17,0.19,0.18,0.19,0.18,0.19,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.14,0.16,0.15,0.14,0.15,0.13,0.18,0.16,0.15,0.16,0.14,0.15,0.16,0.15,0.14,0.14,0.14,0.13,0.14,0.11,0.0,0.14,0.12,0.11,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.14,0.13,0.11,0.12,0.14,0.14,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.13,0.1,0.0,0.12,0.11,0.0,0.1,0.1,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.1,0.13,0.0,0.0,0.0,0.1,0.21,0.0,0.11,0.11,0.1,83.56
08/11/2021,6.15,5.81,3.85,2.32,2.18,2.08,1.42,1.47,1.37,1.24,1.21,1.08,1.03,0.95,0.87,0.93,0.87,0.85,0.79,0.8,0.65,0.71,0.62,0.61,0.58,0.63,0.61,0.67,0.58,0.53,0.58,0.52,0.57,0.54,0.57,0.59,0.51,0.54,0.53,0.54,0.52,0.56,0.47,0.52,0.47,0.52,0.46,0.44,0.41,0.42,0.42,0.36,0.39,0.41,0.39,0.44,0.42,0.36,0.36,0.39,0.39,0.37,0.34,0.34,0.35,0.35,0.35,0.34,0.35,0.33,0.3,0.3,0.3,0.36,0.3,0.28,0.32,0.29,0.28,0.31,0.29,0.28,0.24,0.24,0.24,0.25,0.26,0.24,0.21,0.23,0.26,0.23,0.23,0.23,0.24,0.2,0.22,0.19,0.22,0.22,0.21,0.2,0.2,0.22,0.2,0.18,0.2,0.18,0.21,0.17,0.2,0.2,0.2,0.19,0.19,0.18,0.2,0.17,0.19,0.18,0.19,0.18,0.19,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.14,0.16,0.15,0.14,0.15,0.13,0.18,0.16,0.15,0.16,0.14,0.15,0.16,0.15,0.14,0.14,0.14,0.13,0.14,0.11,0.0,0.14,0.12,0.11,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.14,0.13,0.11,0.12,0.14,0.14,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.13,0.1,0.0,0.12,0.11,0.0,0.1,0.1,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.1,0.13,0.0,0.0,0.0,0.1,0.21,0.0,0.11,0.11,0.1,83.56
