,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,HD,PYPL,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,PEP,ABT,CVX,KO,NKE,T,ABBV,TMO,MRK,WMT,ACN,AVGO,LLY,COST,WFC,DHR,TXN,MDT,MCD,QCOM,HON,ORCL,LIN,PM,UPS,UNP,NEE,BMY,LOW,AMGN,C,INTU,BLK,SBUX,BA,MS,GS,RTX,IBM,AMAT,AMT,TGT,CAT,MMM,GE,DE,AMD,AXP,ISRG,NOW,SCHW,CVS,SPGI,CHTR,ANTM,ZTS,BKNG,LMT,MU,SYK,MDLZ,PLD,CCI,GILD,FIS,MO,LRCX,ADP,TMUS,PNC,TJX,CI,COP,DUK,USB,CB,GM,MMC,CASH,ATVI,BDX,EQIX,CME,COF,TFC,EL,ICE,CSX,FDX,NSC,CL,SO,EW,ADSK,SHW,ILMN,ADI,REGN,FISV,ITW,APD,ETN,HUM,TWTR,AON,F,EMR,PGR,D,MCO,BSX,HCA,NEM,ROP,DG,IQV,GPN,IDXX,NXPI,WM,FCX,BIIB,NOC,VRTX,LHX,TEL,KLAC,DOW,PSA,MSCI,TROW,KMB,CMG,DXCM,EOG,JCI,ECL,A,CNC,TT,APTV,APH,AEP,SRE,SLB,ALGN,INFO,EXC,SPG,MET,GD,ROST,STZ,PXD,DD,CARR,MPC,SBAC,CTAS,XEL,PRU,PPG,HPQ,ALL,SNPS,WELL,EBAY,ALXN,AIG,BK,DLR,YUM,BAX,ORLY,PSX,TRV,DFS,ANSS,MCHP,CDNS,SYY,ROK,AZO,IFF,MTD,PAYX,WBA,MRNA,FTNT,GIS,TDG,Cash,MSI,KMI,RMD,GENERAL ELECTRIC CO,AFL,GEN.,MAR,EA,n/a,PH,CTSH,GE.,AWK,XLNX,KR,WST,GNRC,MLM,URI,SUM
07/26/2021,6.28,5.88,4.24,2.29,2.11,2.06,1.43,1.32,1.35,1.24,1.21,1.12,1.06,0.94,0.98,0.91,0.9,0.86,0.77,0.82,0.72,0.66,0.61,0.62,0.63,0.62,0.63,0.64,0.58,0.57,0.51,0.6,0.56,0.55,0.57,0.57,0.54,0.52,0.55,0.54,0.51,0.49,0.51,0.51,0.47,0.47,0.49,0.43,0.43,0.44,0.41,0.42,0.43,0.4,0.42,0.42,0.37,0.39,0.38,0.39,0.33,0.39,0.32,0.39,0.34,0.36,0.33,0.35,0.35,0.35,0.32,0.31,0.3,0.29,0.3,0.29,0.32,0.31,0.27,0.29,0.28,0.27,0.26,0.27,0.25,0.26,0.23,0.22,0.24,0.26,0.22,0.23,0.24,0.24,0.25,0.23,0.22,0.2,0.23,0.22,0.2,0.22,0.21,0.2,0.2,0.2,0.36,0.19,0.2,0.2,0.2,0.21,0.2,0.21,0.18,0.19,0.19,0.18,0.18,0.19,0.18,0.19,0.18,0.18,0.16,0.17,0.18,0.18,0.18,0.16,0.16,0.16,0.15,0.15,0.16,0.16,0.16,0.17,0.17,0.17,0.14,0.13,0.15,0.12,0.15,0.16,0.15,0.16,0.14,0.13,0.14,0.14,0.12,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.15,0.11,0.12,0.14,0.14,0.13,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.0,0.0,0.0,0.11,0.1,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.12,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.26,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.61999999999999
07/27/2021,6.28,5.88,4.24,2.29,2.11,2.06,1.43,1.32,1.35,1.24,1.21,1.12,1.06,0.94,0.98,0.91,0.9,0.86,0.77,0.82,0.72,0.66,0.61,0.62,0.63,0.62,0.63,0.64,0.58,0.57,0.51,0.6,0.56,0.55,0.57,0.57,0.54,0.52,0.55,0.54,0.51,0.49,0.51,0.51,0.47,0.47,0.49,0.43,0.43,0.44,0.41,0.42,0.43,0.4,0.42,0.42,0.37,0.39,0.38,0.39,0.33,0.39,0.32,0.39,0.34,0.36,0.33,0.35,0.35,0.35,0.32,0.31,0.3,0.29,0.3,0.29,0.32,0.31,0.27,0.29,0.28,0.27,0.26,0.27,0.25,0.26,0.23,0.22,0.24,0.26,0.22,0.23,0.24,0.24,0.25,0.23,0.22,0.2,0.23,0.22,0.2,0.22,0.21,0.2,0.2,0.2,0.36,0.19,0.2,0.2,0.2,0.21,0.2,0.21,0.18,0.19,0.19,0.18,0.18,0.19,0.18,0.19,0.18,0.18,0.16,0.17,0.18,0.18,0.18,0.16,0.16,0.16,0.15,0.15,0.16,0.16,0.16,0.17,0.17,0.17,0.14,0.13,0.15,0.12,0.15,0.16,0.15,0.16,0.14,0.13,0.14,0.14,0.12,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.15,0.11,0.12,0.14,0.14,0.13,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.0,0.0,0.0,0.11,0.1,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.12,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.26,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.61999999999999
07/28/2021,6.26,5.86,4.22,2.28,2.1,2.05,1.43,1.32,1.35,1.23,1.21,1.11,1.06,0.93,0.98,0.91,0.9,0.86,0.77,0.82,0.72,0.66,0.61,0.62,0.63,0.62,0.63,0.64,0.58,0.57,0.51,0.6,0.56,0.54,0.57,0.57,0.53,0.52,0.55,0.54,0.51,0.49,0.51,0.51,0.47,0.47,0.48,0.43,0.43,0.44,0.41,0.42,0.43,0.4,0.41,0.41,0.37,0.39,0.38,0.39,0.33,0.39,0.32,0.39,0.34,0.36,0.33,0.35,0.35,0.35,0.32,0.31,0.29,0.29,0.3,0.29,0.32,0.31,0.27,0.29,0.28,0.27,0.26,0.27,0.25,0.25,0.23,0.22,0.23,0.26,0.22,0.23,0.24,0.24,0.25,0.23,0.22,0.2,0.23,0.22,0.2,0.22,0.21,0.2,0.2,0.2,0.0,0.19,0.2,0.2,0.2,0.21,0.2,0.21,0.18,0.19,0.19,0.18,0.18,0.19,0.18,0.19,0.18,0.18,0.16,0.17,0.18,0.18,0.17,0.16,0.16,0.15,0.15,0.15,0.16,0.16,0.16,0.17,0.16,0.17,0.14,0.13,0.15,0.12,0.15,0.16,0.15,0.16,0.14,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.15,0.11,0.12,0.14,0.14,0.13,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.1,0.0,0.1,0.11,0.0,0.11,0.0,0.11,0.11,0.1,0.0,0.11,0.12,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.1,0.11,0.0,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.71000000000001
07/29/2021,6.32,5.89,4.27,2.41,2.18,2.13,1.42,1.29,1.36,1.23,1.22,1.14,1.05,0.94,0.98,0.92,0.92,0.87,0.77,0.81,0.73,0.67,0.61,0.62,0.62,0.6,0.64,0.64,0.58,0.58,0.52,0.6,0.56,0.54,0.57,0.57,0.54,0.52,0.56,0.54,0.51,0.5,0.5,0.51,0.47,0.47,0.49,0.43,0.42,0.42,0.41,0.42,0.42,0.4,0.42,0.41,0.37,0.39,0.38,0.4,0.33,0.4,0.33,0.39,0.34,0.36,0.34,0.35,0.35,0.36,0.32,0.31,0.3,0.29,0.3,0.29,0.31,0.31,0.27,0.29,0.28,0.27,0.25,0.26,0.25,0.25,0.23,0.22,0.24,0.26,0.22,0.22,0.24,0.24,0.25,0.23,0.22,0.2,0.23,0.22,0.2,0.22,0.21,0.2,0.2,0.2,0.36,0.19,0.2,0.2,0.2,0.21,0.2,0.21,0.17,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.19,0.18,0.17,0.17,0.18,0.18,0.17,0.16,0.16,0.15,0.16,0.15,0.16,0.16,0.16,0.17,0.17,0.17,0.14,0.13,0.15,0.12,0.15,0.16,0.15,0.16,0.15,0.13,0.13,0.14,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.15,0.11,0.12,0.14,0.14,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.12,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.27,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.97
07/30/2021,6.25,5.85,4.2,2.38,2.15,2.1,1.44,1.29,1.34,1.24,1.23,1.14,1.06,0.93,0.97,0.93,0.92,0.88,0.77,0.81,0.73,0.67,0.62,0.62,0.62,0.59,0.64,0.65,0.59,0.58,0.52,0.61,0.56,0.55,0.57,0.57,0.54,0.52,0.56,0.54,0.52,0.5,0.51,0.51,0.47,0.48,0.5,0.42,0.42,0.42,0.41,0.43,0.39,0.4,0.42,0.41,0.36,0.39,0.38,0.39,0.32,0.4,0.32,0.4,0.34,0.37,0.34,0.34,0.36,0.35,0.32,0.31,0.3,0.29,0.3,0.3,0.32,0.31,0.27,0.29,0.28,0.27,0.26,0.27,0.26,0.25,0.23,0.23,0.24,0.26,0.22,0.23,0.25,0.24,0.24,0.23,0.22,0.2,0.23,0.22,0.2,0.23,0.21,0.2,0.2,0.2,0.36,0.18,0.2,0.21,0.2,0.21,0.21,0.21,0.18,0.19,0.18,0.18,0.19,0.19,0.19,0.19,0.19,0.18,0.16,0.17,0.18,0.18,0.17,0.16,0.16,0.15,0.17,0.15,0.16,0.16,0.17,0.17,0.17,0.17,0.14,0.13,0.15,0.12,0.15,0.16,0.15,0.16,0.15,0.14,0.14,0.14,0.12,0.11,0.13,0.13,0.13,0.13,0.13,0.13,0.15,0.11,0.12,0.14,0.14,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.13,0.12,0.12,0.13,0.12,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.26,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.89
08/02/2021,6.18,5.83,4.16,2.31,2.21,2.09,1.43,1.32,1.4,1.24,1.22,1.13,1.05,0.93,0.91,0.92,0.91,0.87,0.78,0.81,0.72,0.68,0.61,0.62,0.62,0.59,0.63,0.66,0.58,0.58,0.53,0.6,0.57,0.55,0.57,0.57,0.53,0.52,0.55,0.54,0.52,0.5,0.52,0.52,0.48,0.48,0.49,0.45,0.43,0.42,0.41,0.43,0.38,0.4,0.42,0.41,0.36,0.38,0.38,0.39,0.33,0.39,0.34,0.39,0.34,0.37,0.33,0.34,0.35,0.36,0.32,0.3,0.31,0.29,0.34,0.29,0.32,0.31,0.27,0.29,0.28,0.27,0.26,0.27,0.25,0.25,0.24,0.23,0.23,0.26,0.22,0.23,0.24,0.24,0.24,0.23,0.22,0.2,0.23,0.22,0.2,0.23,0.21,0.2,0.2,0.2,0.37,0.17,0.2,0.19,0.21,0.21,0.21,0.21,0.17,0.19,0.18,0.17,0.19,0.19,0.19,0.19,0.19,0.18,0.17,0.17,0.18,0.18,0.17,0.16,0.15,0.16,0.17,0.16,0.16,0.16,0.16,0.17,0.17,0.17,0.14,0.13,0.16,0.12,0.15,0.16,0.15,0.16,0.15,0.13,0.14,0.14,0.12,0.12,0.13,0.13,0.13,0.14,0.13,0.13,0.15,0.11,0.12,0.14,0.14,0.13,0.11,0.13,0.12,0.12,0.12,0.12,0.11,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.12,0.0,0.12,0.0,0.11,0.11,0.11,0.1,0.0,0.11,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.28,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.77
08/03/2021,6.18,5.83,4.16,2.31,2.21,2.09,1.43,1.32,1.4,1.24,1.22,1.13,1.05,0.93,0.91,0.92,0.91,0.87,0.78,0.81,0.72,0.68,0.61,0.62,0.62,0.59,0.63,0.66,0.58,0.58,0.53,0.6,0.57,0.55,0.57,0.57,0.53,0.52,0.55,0.54,0.52,0.5,0.52,0.52,0.48,0.48,0.49,0.45,0.43,0.42,0.41,0.43,0.38,0.4,0.42,0.41,0.36,0.38,0.38,0.39,0.33,0.39,0.34,0.39,0.34,0.37,0.33,0.34,0.35,0.36,0.32,0.3,0.31,0.29,0.34,0.29,0.32,0.31,0.27,0.29,0.28,0.27,0.26,0.27,0.25,0.25,0.24,0.23,0.23,0.26,0.22,0.23,0.24,0.24,0.24,0.23,0.22,0.2,0.23,0.22,0.2,0.23,0.21,0.2,0.2,0.2,0.37,0.17,0.2,0.19,0.21,0.21,0.21,0.21,0.17,0.19,0.18,0.17,0.19,0.19,0.19,0.19,0.19,0.18,0.17,0.17,0.18,0.18,0.17,0.16,0.15,0.16,0.17,0.16,0.16,0.16,0.16,0.17,0.17,0.17,0.14,0.13,0.16,0.12,0.15,0.16,0.15,0.16,0.15,0.13,0.14,0.14,0.12,0.12,0.13,0.13,0.13,0.14,0.13,0.13,0.15,0.11,0.12,0.14,0.14,0.13,0.11,0.13,0.12,0.12,0.12,0.12,0.11,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.12,0.0,0.12,0.0,0.11,0.11,0.11,0.1,0.0,0.11,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.28,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.77
08/04/2021,6.21,5.82,3.86,2.31,2.2,2.07,1.43,1.31,1.42,1.24,1.22,1.12,1.05,0.94,0.89,0.94,0.91,0.86,0.78,0.81,0.73,0.67,0.62,0.62,0.61,0.59,0.64,0.66,0.58,0.58,0.53,0.6,0.57,0.54,0.56,0.58,0.54,0.52,0.55,0.55,0.52,0.51,0.52,0.52,0.48,0.48,0.49,0.45,0.43,0.42,0.43,0.43,0.38,0.4,0.42,0.41,0.36,0.38,0.38,0.4,0.33,0.39,0.33,0.39,0.34,0.37,0.33,0.35,0.35,0.36,0.32,0.3,0.0,0.3,0.35,0.29,0.32,0.32,0.27,0.29,0.29,0.28,0.26,0.27,0.25,0.25,0.24,0.23,0.23,0.26,0.22,0.22,0.24,0.24,0.25,0.23,0.22,0.2,0.23,0.22,0.2,0.22,0.21,0.2,0.2,0.2,0.37,0.17,0.2,0.2,0.2,0.21,0.2,0.21,0.17,0.19,0.18,0.18,0.18,0.19,0.19,0.19,0.19,0.19,0.17,0.17,0.18,0.18,0.18,0.17,0.15,0.15,0.17,0.15,0.17,0.16,0.16,0.17,0.17,0.17,0.14,0.13,0.16,0.12,0.15,0.16,0.15,0.16,0.15,0.13,0.14,0.14,0.12,0.12,0.14,0.13,0.13,0.14,0.13,0.13,0.15,0.13,0.12,0.14,0.14,0.13,0.11,0.13,0.12,0.12,0.12,0.12,0.11,0.14,0.12,0.13,0.12,0.12,0.13,0.12,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.12,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.28,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.60000000000001
08/05/2021,6.2,5.83,3.86,2.28,2.2,2.09,1.43,1.33,1.47,1.24,1.22,1.09,1.06,0.94,0.87,0.94,0.88,0.86,0.77,0.81,0.73,0.67,0.61,0.62,0.61,0.59,0.64,0.68,0.58,0.58,0.52,0.6,0.58,0.55,0.56,0.58,0.53,0.52,0.55,0.55,0.52,0.5,0.52,0.52,0.48,0.48,0.49,0.45,0.43,0.42,0.42,0.43,0.38,0.4,0.43,0.41,0.36,0.38,0.38,0.4,0.33,0.39,0.33,0.39,0.34,0.37,0.34,0.36,0.35,0.35,0.32,0.3,0.0,0.29,0.36,0.29,0.32,0.32,0.27,0.29,0.29,0.28,0.26,0.27,0.25,0.25,0.24,0.23,0.23,0.26,0.22,0.22,0.23,0.24,0.25,0.23,0.22,0.2,0.23,0.22,0.2,0.23,0.21,0.2,0.2,0.2,0.37,0.17,0.21,0.2,0.2,0.21,0.2,0.21,0.17,0.19,0.18,0.18,0.18,0.19,0.19,0.19,0.19,0.19,0.17,0.17,0.18,0.18,0.17,0.16,0.15,0.15,0.17,0.15,0.16,0.16,0.16,0.17,0.17,0.17,0.14,0.13,0.16,0.12,0.13,0.16,0.16,0.16,0.15,0.14,0.14,0.14,0.12,0.12,0.14,0.12,0.13,0.14,0.13,0.13,0.15,0.13,0.11,0.14,0.14,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.14,0.12,0.13,0.12,0.12,0.13,0.12,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.11,0.11,0.12,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.28,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.29,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.54
08/06/2021,6.24,5.84,3.88,2.26,2.2,2.08,1.44,1.33,1.46,1.24,1.23,1.07,1.07,0.94,0.88,0.94,0.86,0.84,0.78,0.81,0.72,0.67,0.61,0.62,0.61,0.59,0.64,0.7,0.58,0.59,0.53,0.6,0.58,0.54,0.56,0.58,0.53,0.53,0.55,0.55,0.54,0.51,0.52,0.53,0.48,0.48,0.48,0.44,0.43,0.43,0.42,0.43,0.38,0.4,0.43,0.42,0.36,0.38,0.38,0.4,0.33,0.38,0.33,0.39,0.34,0.37,0.34,0.36,0.35,0.36,0.32,0.31,0.3,0.3,0.37,0.29,0.32,0.31,0.26,0.29,0.29,0.29,0.26,0.27,0.24,0.25,0.25,0.23,0.23,0.26,0.22,0.23,0.21,0.24,0.25,0.24,0.22,0.21,0.23,0.22,0.2,0.23,0.21,0.2,0.21,0.21,0.37,0.17,0.2,0.2,0.2,0.21,0.21,0.21,0.17,0.19,0.18,0.18,0.18,0.19,0.19,0.2,0.19,0.19,0.17,0.17,0.17,0.18,0.17,0.17,0.15,0.15,0.17,0.15,0.17,0.16,0.16,0.17,0.17,0.17,0.14,0.13,0.16,0.12,0.13,0.16,0.16,0.16,0.15,0.14,0.14,0.14,0.12,0.12,0.14,0.13,0.13,0.14,0.13,0.13,0.15,0.13,0.12,0.14,0.14,0.13,0.11,0.13,0.12,0.12,0.12,0.12,0.11,0.14,0.12,0.13,0.12,0.12,0.13,0.12,0.0,0.0,0.0,0.13,0.0,0.11,0.0,0.11,0.11,0.0,0.11,0.11,0.12,0.0,0.11,0.0,0.11,0.11,0.11,0.1,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.31,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.79
08/09/2021,6.21,5.88,3.89,2.34,2.21,2.09,1.43,1.38,1.47,1.24,1.23,1.09,1.04,0.95,0.9,0.93,0.87,0.86,0.78,0.82,0.72,0.66,0.62,0.61,0.63,0.59,0.64,0.69,0.57,0.59,0.52,0.59,0.59,0.54,0.55,0.58,0.52,0.53,0.56,0.55,0.56,0.52,0.53,0.53,0.49,0.47,0.48,0.44,0.42,0.43,0.42,0.42,0.38,0.4,0.43,0.41,0.36,0.37,0.39,0.4,0.33,0.38,0.33,0.4,0.34,0.36,0.34,0.36,0.35,0.36,0.32,0.3,0.3,0.3,0.37,0.29,0.33,0.32,0.27,0.28,0.29,0.29,0.25,0.27,0.25,0.24,0.25,0.22,0.23,0.26,0.22,0.23,0.21,0.24,0.25,0.24,0.22,0.21,0.23,0.19,0.2,0.23,0.21,0.2,0.19,0.21,0.0,0.17,0.19,0.2,0.2,0.21,0.21,0.21,0.17,0.19,0.17,0.17,0.18,0.19,0.19,0.2,0.19,0.19,0.17,0.18,0.17,0.18,0.17,0.17,0.14,0.15,0.17,0.15,0.17,0.16,0.16,0.17,0.17,0.17,0.14,0.13,0.16,0.12,0.13,0.16,0.16,0.16,0.14,0.14,0.13,0.14,0.12,0.12,0.14,0.12,0.13,0.14,0.13,0.13,0.15,0.13,0.11,0.14,0.14,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.14,0.12,0.13,0.13,0.12,0.13,0.12,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.12,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.33,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.38,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.86999999999999
08/10/2021,6.21,5.88,3.89,2.34,2.21,2.09,1.43,1.38,1.47,1.24,1.23,1.09,1.04,0.95,0.9,0.93,0.87,0.86,0.78,0.82,0.72,0.66,0.62,0.61,0.63,0.59,0.64,0.69,0.57,0.59,0.52,0.59,0.59,0.54,0.55,0.58,0.52,0.53,0.56,0.55,0.56,0.52,0.53,0.53,0.49,0.47,0.48,0.44,0.42,0.43,0.42,0.42,0.38,0.4,0.43,0.41,0.36,0.37,0.39,0.4,0.33,0.38,0.33,0.4,0.34,0.36,0.34,0.36,0.35,0.36,0.32,0.3,0.3,0.3,0.37,0.29,0.33,0.32,0.27,0.28,0.29,0.29,0.25,0.27,0.25,0.24,0.25,0.22,0.23,0.26,0.22,0.23,0.21,0.24,0.25,0.24,0.22,0.21,0.23,0.19,0.2,0.23,0.21,0.2,0.19,0.21,0.0,0.17,0.19,0.2,0.2,0.21,0.21,0.21,0.17,0.19,0.17,0.17,0.18,0.19,0.19,0.2,0.19,0.19,0.17,0.18,0.17,0.18,0.17,0.17,0.14,0.15,0.17,0.15,0.17,0.16,0.16,0.17,0.17,0.17,0.14,0.13,0.16,0.12,0.13,0.16,0.16,0.16,0.14,0.14,0.13,0.14,0.12,0.12,0.14,0.12,0.13,0.14,0.13,0.13,0.15,0.13,0.11,0.14,0.14,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.14,0.12,0.13,0.13,0.12,0.13,0.12,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.12,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.33,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.38,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.86999999999999
08/11/2021,6.17,5.87,3.85,2.34,2.2,2.09,1.45,1.36,1.44,1.28,1.22,1.09,1.05,0.93,0.89,0.93,0.87,0.86,0.81,0.82,0.73,0.66,0.62,0.61,0.63,0.59,0.63,0.69,0.57,0.59,0.52,0.6,0.58,0.54,0.55,0.58,0.52,0.53,0.56,0.54,0.55,0.51,0.54,0.53,0.48,0.47,0.47,0.44,0.42,0.43,0.42,0.42,0.38,0.4,0.43,0.41,0.35,0.36,0.4,0.4,0.33,0.38,0.33,0.41,0.35,0.37,0.33,0.36,0.35,0.35,0.32,0.3,0.3,0.3,0.36,0.29,0.33,0.32,0.28,0.28,0.29,0.29,0.25,0.26,0.25,0.24,0.25,0.22,0.23,0.26,0.22,0.22,0.22,0.24,0.25,0.23,0.22,0.21,0.23,0.2,0.2,0.23,0.21,0.2,0.2,0.2,0.0,0.17,0.19,0.2,0.2,0.21,0.21,0.21,0.17,0.19,0.17,0.17,0.17,0.19,0.19,0.2,0.19,0.19,0.17,0.18,0.18,0.18,0.17,0.17,0.14,0.15,0.17,0.15,0.17,0.16,0.16,0.17,0.17,0.17,0.13,0.13,0.16,0.12,0.13,0.16,0.16,0.16,0.15,0.14,0.13,0.14,0.12,0.12,0.14,0.12,0.12,0.14,0.13,0.13,0.15,0.13,0.11,0.14,0.14,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.12,0.0,0.11,0.0,0.12,0.12,0.11,0.1,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.39,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.74000000000001
