,CSL.AX,ASML.AS,7203.T,MC.PA,DGE.L,OR.PA,4502.T,7741.T,SAP.DE,1299.HK,PHIA.AS,6758.T,CBA.AX,HSBA.L,ALC.SW,TTE.PA,BHP.AX,2413.T,ALV.DE,ABI.BR,6098.T,SU.PA,SE,4543.T,6861.T,9984.T,RIO.L,BP.L,AI.PA,BN.PA,RDSA LN,DPW.DE,7974.T,ADYEN.AS,ABBN.SW,4578.T,BAS.DE,6594.T,RI.PA,4063.T,IBE.MC,388.HK,DAI.DE,RDSB LN,3382.T,ENEL.MI,BNP.PA,8306.T,8035.T,WBC.AX,6869.T,ADS.DE,DTE.DE,COLO B.CO,NAB.AX,SAN.MC,REL.L,SN.L,BHP.L,KER.PA,CFR SW,6367.T,SHL.DE,ZURN.SW,DG.PA,WOW.AX,ANZ.AX,UBSG.SW,7267.T,DSV.CO,AAL.L,9433.T,FME.DE,6981.T,CS.PA,AD.AS,EL.PA,RMS.PA,4452.T,IFX.DE,6954.T,INGA.AS,WES.AX,PRU.L,4507.T,4911.T,ISP.MI,NG.L,8316.T,GLEN.L,VWS.CO,8001.T,9983.T,ATCO A.ST,8058.T,HEIA.AS,LLOY.L,UCB.BR,EXPN.L,VOW3.DE,SHL.AX,6273.T,VOD.L,STLA.MI,VOLV B.ST,D05.SI,8267.T,BBVA.MC,TSCO.L,GIVN.SW,8031.T,INVE B.ST,FPH.NZ,AHT.L,CRH ID,MQG.AX,PRX.AS,FERG.L,ITX.MC,CPG.L,KNEBV.HE,BARC.L,VNA.DE,NDA SE.ST,2502.T,MUV2.DE,COH.AX,ASSA B.ST,O39.SI,8411.T,TEAM,TCL.AX,KRZ.IR,6902.T,9022.T,DSY FP,RIO.AX,LSEG.L,ERIC B.ST,6503.T,669.HK,6702.T,ESSITY B.ST,SAND.ST,BMW.DE,DB1.DE,4661.T,IMB.L,CLNX.MC,8766.T,AMS.MC,HEN3.DE,NOKIA.HE,CARL B.CO,4151.T,9020.T,6752.T,ENI.MI,HEXA B.ST,SPOT,FMG.AX,5108.T,8113.T,U11.SI,241.HK,6301.T,NESTE.HE,9432.T,COL.AX,6326.T,VIV.PA,FLTR ID,ORSTED.CO,2503.T,CASH,EVO.ST,7751.T,KBC.BR,MAERSK B.CO,RACE.MI,GMG.AX,2802.T,EOAN.DE,G.MI,SWMA.ST,UCG.MI,ENGI.PA,1.HK,STM IM,708.HK,4612.T,8591.T,SAMPO.HE,EQNR.OL,TEF.MC,6971.T,7309.T,SSE.L,LGEN.L,8801.T,DSY.PA,ATCOB SS,APT.AX,J36.SI,BT.A.L,AV.L,MT.AS,CCEP,823.HK,SEB A.ST,16.HK,ORA.PA,8802.T,RDSA.AS,RYDBF,RITN.,UG,CRH.L,DSYA.,FLTR.L,7342.T,STM.PA,ATCOB.ST,NIBE B.ST,n/a,REC.MI,CFR.SW,CRH.IR,ALL.AX,1925.T,7269.T,6645.T,SUM
07/23/2021,2.24,2.05,1.65,1.43,1.32,1.29,1.29,1.2,1.12,1.04,0.98,0.92,0.9,0.79,0.8,0.72,0.76,0.7,0.7,0.68,0.7,0.7,0.72,0.65,0.68,0.64,0.62,0.54,0.59,0.57,0.52,0.55,0.51,0.56,0.55,0.52,0.51,0.52,0.51,0.47,0.49,0.57,0.48,0.46,0.49,0.48,0.47,0.46,0.46,0.46,0.49,0.47,0.47,0.48,0.43,0.42,0.46,0.42,0.46,0.43,0.43,0.45,0.43,0.41,0.39,0.43,0.4,0.41,0.39,0.4,0.38,0.4,0.37,0.37,0.37,0.37,0.37,0.37,0.35,0.34,0.34,0.33,0.36,0.33,0.35,0.33,0.32,0.33,0.32,0.32,0.3,0.33,0.31,0.35,0.32,0.32,0.3,0.31,0.32,0.31,0.32,0.3,0.29,0.28,0.28,0.28,0.29,0.28,0.29,0.31,0.29,0.3,0.29,0.29,0.27,0.27,0.28,0.27,0.26,0.24,0.28,0.25,0.27,0.26,0.26,0.26,0.27,0.27,0.25,0.25,0.26,0.25,0.26,0.24,0.23,0.26,0.24,0.23,0.22,0.24,0.24,0.24,0.24,0.23,0.22,0.23,0.22,0.23,0.23,0.23,0.21,0.22,0.24,0.21,0.2,0.19,0.21,0.2,0.22,0.2,0.22,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.2,0.19,0.19,0.17,0.19,0.19,0.18,0.17,0.2,0.18,0.17,0.18,0.19,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.17,0.0,0.15,0.16,0.16,0.15,0.0,0.0,0.16,0.15,0.0,0.15,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.07000000000001
07/26/2021,2.23,2.16,1.63,1.44,1.32,1.27,1.26,1.17,1.08,1.05,0.99,0.92,0.91,0.79,0.81,0.73,0.79,0.68,0.71,0.68,0.7,0.71,0.75,0.65,0.67,0.63,0.61,0.54,0.59,0.55,0.53,0.55,0.49,0.59,0.56,0.52,0.51,0.52,0.51,0.47,0.49,0.57,0.49,0.46,0.48,0.49,0.47,0.45,0.46,0.47,0.48,0.47,0.46,0.48,0.44,0.43,0.46,0.43,0.46,0.43,0.44,0.44,0.43,0.41,0.4,0.43,0.41,0.42,0.39,0.39,0.39,0.39,0.38,0.36,0.37,0.37,0.37,0.37,0.35,0.34,0.33,0.33,0.36,0.34,0.35,0.32,0.33,0.33,0.32,0.33,0.32,0.32,0.3,0.35,0.32,0.32,0.31,0.31,0.33,0.3,0.32,0.29,0.29,0.28,0.29,0.28,0.29,0.29,0.29,0.3,0.28,0.31,0.29,0.29,0.27,0.27,0.28,0.28,0.26,0.25,0.28,0.26,0.27,0.27,0.25,0.26,0.27,0.27,0.25,0.25,0.25,0.24,0.25,0.24,0.23,0.26,0.25,0.23,0.21,0.24,0.25,0.23,0.24,0.24,0.22,0.23,0.22,0.23,0.23,0.23,0.21,0.22,0.23,0.21,0.19,0.19,0.21,0.2,0.22,0.2,0.22,0.19,0.2,0.19,0.19,0.18,0.19,0.19,0.19,0.19,0.19,0.18,0.2,0.19,0.19,0.18,0.19,0.19,0.17,0.18,0.19,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.18,0.0,0.15,0.16,0.17,0.15,0.0,0.0,0.16,0.15,0.0,0.0,0.0,0.17,0.0,0.0,0.15,0.15,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.22
07/27/2021,2.23,2.16,1.63,1.44,1.32,1.27,1.26,1.17,1.08,1.05,0.99,0.92,0.91,0.79,0.81,0.73,0.79,0.68,0.71,0.68,0.7,0.71,0.75,0.65,0.67,0.63,0.61,0.54,0.59,0.55,0.53,0.55,0.49,0.59,0.56,0.52,0.51,0.52,0.51,0.47,0.49,0.57,0.49,0.46,0.48,0.49,0.47,0.45,0.46,0.47,0.48,0.47,0.46,0.48,0.44,0.43,0.46,0.43,0.46,0.43,0.44,0.44,0.43,0.41,0.4,0.43,0.41,0.42,0.39,0.39,0.39,0.39,0.38,0.36,0.37,0.37,0.37,0.37,0.35,0.34,0.33,0.33,0.36,0.34,0.35,0.32,0.33,0.33,0.32,0.33,0.32,0.32,0.3,0.35,0.32,0.32,0.31,0.31,0.33,0.3,0.32,0.29,0.29,0.28,0.29,0.28,0.29,0.29,0.29,0.3,0.28,0.31,0.29,0.29,0.27,0.27,0.28,0.28,0.26,0.25,0.28,0.26,0.27,0.27,0.25,0.26,0.27,0.27,0.25,0.25,0.25,0.24,0.25,0.24,0.23,0.26,0.25,0.23,0.21,0.24,0.25,0.23,0.24,0.24,0.22,0.23,0.22,0.23,0.23,0.23,0.21,0.22,0.23,0.21,0.19,0.19,0.21,0.2,0.22,0.2,0.22,0.19,0.2,0.19,0.19,0.18,0.19,0.19,0.19,0.19,0.19,0.18,0.2,0.19,0.19,0.18,0.19,0.19,0.17,0.18,0.19,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.18,0.0,0.15,0.16,0.17,0.15,0.0,0.0,0.16,0.15,0.0,0.0,0.0,0.17,0.0,0.0,0.15,0.15,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.22
07/28/2021,2.24,2.16,1.63,1.44,1.32,1.28,1.26,1.18,1.08,1.05,0.99,0.92,0.91,0.79,0.81,0.73,0.79,0.68,0.71,0.68,0.7,0.71,0.75,0.65,0.67,0.63,0.61,0.54,0.59,0.55,0.0,0.55,0.49,0.59,0.56,0.52,0.51,0.52,0.51,0.47,0.49,0.58,0.49,0.0,0.48,0.49,0.47,0.46,0.46,0.47,0.48,0.47,0.46,0.48,0.44,0.43,0.46,0.43,0.46,0.43,0.0,0.44,0.43,0.41,0.4,0.43,0.41,0.42,0.39,0.39,0.39,0.39,0.38,0.36,0.37,0.37,0.37,0.37,0.35,0.34,0.33,0.33,0.36,0.34,0.35,0.32,0.33,0.33,0.32,0.33,0.32,0.32,0.3,0.35,0.32,0.32,0.31,0.31,0.33,0.31,0.32,0.29,0.29,0.0,0.29,0.28,0.29,0.29,0.29,0.3,0.28,0.31,0.29,0.29,0.0,0.27,0.28,0.28,0.26,0.25,0.28,0.26,0.27,0.27,0.25,0.26,0.27,0.27,0.25,0.25,0.25,0.24,0.25,0.24,0.23,0.0,0.25,0.23,0.21,0.24,0.25,0.23,0.24,0.24,0.22,0.23,0.22,0.23,0.23,0.23,0.21,0.22,0.23,0.21,0.2,0.19,0.21,0.2,0.22,0.2,0.22,0.19,0.2,0.19,0.19,0.18,0.19,0.19,0.19,0.19,0.19,0.0,0.2,0.19,0.0,0.18,0.19,0.19,0.17,0.18,0.19,0.18,0.0,0.17,0.17,0.16,0.17,0.17,0.0,0.0,0.0,0.16,0.17,0.15,0.15,0.15,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.15,0.15,0.0,0.0,0.15,0.0,0.53,0.46,0.44,0.28,0.27,0.26,0.18,0.18,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.25
07/29/2021,2.24,2.2,1.63,1.46,1.31,1.28,1.24,1.19,1.06,1.01,0.96,0.92,0.89,0.79,0.79,0.74,0.79,0.69,0.71,0.68,0.71,0.71,0.73,0.65,0.68,0.61,0.64,0.55,0.59,0.55,0.54,0.55,0.49,0.59,0.56,0.52,0.51,0.5,0.51,0.47,0.48,0.53,0.51,0.47,0.47,0.5,0.48,0.46,0.46,0.46,0.49,0.47,0.46,0.48,0.43,0.45,0.45,0.42,0.48,0.44,0.46,0.45,0.42,0.41,0.4,0.43,0.4,0.43,0.39,0.39,0.4,0.39,0.37,0.37,0.37,0.37,0.37,0.38,0.34,0.34,0.33,0.34,0.36,0.34,0.35,0.32,0.34,0.33,0.32,0.35,0.31,0.32,0.3,0.36,0.32,0.32,0.31,0.3,0.32,0.3,0.32,0.3,0.29,0.28,0.29,0.27,0.29,0.3,0.29,0.3,0.29,0.31,0.3,0.29,0.27,0.27,0.25,0.27,0.26,0.25,0.27,0.26,0.26,0.27,0.26,0.26,0.27,0.27,0.25,0.25,0.25,0.24,0.25,0.24,0.23,0.26,0.25,0.22,0.21,0.24,0.24,0.23,0.23,0.24,0.23,0.22,0.22,0.23,0.23,0.23,0.21,0.21,0.23,0.21,0.19,0.19,0.21,0.2,0.22,0.19,0.22,0.19,0.2,0.19,0.16,0.19,0.2,0.18,0.2,0.19,0.19,0.18,0.2,0.19,0.18,0.2,0.19,0.19,0.17,0.18,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.18,0.0,0.15,0.16,0.17,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.15,0.15,0.17,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.22999999999999
07/30/2021,2.24,2.2,1.63,1.46,1.31,1.28,1.24,1.19,1.06,1.01,0.96,0.92,0.89,0.79,0.79,0.74,0.79,0.69,0.71,0.68,0.71,0.71,0.73,0.65,0.68,0.61,0.64,0.55,0.59,0.55,0.54,0.55,0.49,0.59,0.56,0.52,0.51,0.5,0.51,0.47,0.48,0.53,0.51,0.47,0.47,0.5,0.48,0.46,0.46,0.46,0.49,0.47,0.46,0.48,0.43,0.45,0.45,0.42,0.48,0.44,0.46,0.45,0.42,0.41,0.4,0.43,0.4,0.43,0.39,0.39,0.4,0.39,0.37,0.37,0.37,0.37,0.37,0.38,0.34,0.34,0.33,0.34,0.36,0.34,0.35,0.32,0.34,0.33,0.32,0.35,0.31,0.32,0.3,0.36,0.32,0.32,0.31,0.3,0.32,0.3,0.32,0.3,0.29,0.28,0.29,0.27,0.29,0.3,0.29,0.3,0.29,0.31,0.3,0.29,0.27,0.27,0.25,0.27,0.26,0.25,0.27,0.26,0.26,0.27,0.26,0.26,0.27,0.27,0.25,0.25,0.25,0.24,0.25,0.24,0.23,0.26,0.25,0.22,0.21,0.24,0.24,0.23,0.23,0.24,0.23,0.22,0.22,0.23,0.23,0.23,0.21,0.21,0.23,0.21,0.19,0.19,0.21,0.2,0.22,0.19,0.22,0.19,0.2,0.19,0.16,0.19,0.2,0.18,0.2,0.19,0.19,0.18,0.2,0.19,0.18,0.2,0.19,0.19,0.17,0.18,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.18,0.0,0.15,0.16,0.17,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.15,0.15,0.17,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.22999999999999
08/02/2021,2.21,2.21,1.63,1.48,1.34,1.28,1.25,1.22,1.09,0.99,0.94,0.96,0.89,0.79,0.82,0.76,0.81,0.65,0.71,0.64,0.71,0.71,0.71,0.66,0.68,0.6,0.66,0.56,0.57,0.57,0.56,0.54,0.48,0.6,0.56,0.51,0.51,0.49,0.51,0.47,0.48,0.52,0.51,0.5,0.46,0.49,0.49,0.46,0.46,0.45,0.48,0.46,0.46,0.49,0.43,0.44,0.46,0.41,0.49,0.44,0.46,0.45,0.43,0.41,0.4,0.42,0.4,0.43,0.4,0.38,0.44,0.38,0.37,0.37,0.37,0.37,0.37,0.38,0.34,0.35,0.34,0.34,0.36,0.34,0.35,0.31,0.34,0.33,0.32,0.35,0.3,0.32,0.29,0.35,0.32,0.32,0.31,0.31,0.33,0.3,0.32,0.29,0.29,0.29,0.29,0.28,0.29,0.29,0.29,0.3,0.28,0.31,0.29,0.28,0.28,0.27,0.26,0.27,0.26,0.27,0.27,0.27,0.26,0.27,0.25,0.26,0.27,0.27,0.25,0.25,0.25,0.24,0.27,0.24,0.22,0.27,0.26,0.22,0.21,0.24,0.24,0.23,0.23,0.24,0.22,0.22,0.21,0.23,0.23,0.23,0.22,0.21,0.24,0.21,0.19,0.19,0.21,0.21,0.23,0.18,0.23,0.18,0.2,0.19,0.16,0.19,0.18,0.18,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.2,0.18,0.19,0.17,0.19,0.19,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.19,0.0,0.15,0.16,0.16,0.0,0.0,0.16,0.16,0.15,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.15,0.18,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.32
08/03/2021,2.21,2.21,1.63,1.48,1.34,1.28,1.25,1.22,1.09,0.99,0.94,0.96,0.89,0.79,0.82,0.76,0.81,0.65,0.71,0.64,0.71,0.71,0.71,0.66,0.68,0.6,0.66,0.56,0.57,0.57,0.56,0.54,0.48,0.6,0.56,0.51,0.51,0.49,0.51,0.47,0.48,0.52,0.51,0.5,0.46,0.49,0.49,0.46,0.46,0.45,0.48,0.46,0.46,0.49,0.43,0.44,0.46,0.41,0.49,0.44,0.46,0.45,0.43,0.41,0.4,0.42,0.4,0.43,0.4,0.38,0.44,0.38,0.37,0.37,0.37,0.37,0.37,0.38,0.34,0.35,0.34,0.34,0.36,0.34,0.35,0.31,0.34,0.33,0.32,0.35,0.3,0.32,0.29,0.35,0.32,0.32,0.31,0.31,0.33,0.3,0.32,0.29,0.29,0.29,0.29,0.28,0.29,0.29,0.29,0.3,0.28,0.31,0.29,0.28,0.28,0.27,0.26,0.27,0.26,0.27,0.27,0.27,0.26,0.27,0.25,0.26,0.27,0.27,0.25,0.25,0.25,0.24,0.27,0.24,0.22,0.27,0.26,0.22,0.21,0.24,0.24,0.23,0.23,0.24,0.22,0.22,0.21,0.23,0.23,0.23,0.22,0.21,0.24,0.21,0.19,0.19,0.21,0.21,0.23,0.18,0.23,0.18,0.2,0.19,0.16,0.19,0.18,0.18,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.2,0.18,0.19,0.17,0.19,0.19,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.19,0.0,0.15,0.16,0.16,0.0,0.0,0.16,0.16,0.15,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.15,0.18,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.32
08/04/2021,2.2,2.21,1.64,1.47,1.36,1.29,1.24,1.22,1.1,1.01,0.96,0.96,0.89,0.79,0.83,0.75,0.81,0.65,0.71,0.63,0.7,0.72,0.7,0.65,0.72,0.59,0.64,0.55,0.58,0.59,0.56,0.53,0.46,0.59,0.56,0.5,0.51,0.49,0.51,0.47,0.48,0.52,0.51,0.49,0.46,0.48,0.48,0.46,0.46,0.45,0.48,0.46,0.46,0.49,0.43,0.43,0.47,0.41,0.48,0.45,0.46,0.45,0.43,0.41,0.4,0.42,0.4,0.43,0.4,0.39,0.42,0.37,0.36,0.37,0.37,0.38,0.38,0.38,0.34,0.34,0.32,0.34,0.35,0.34,0.34,0.31,0.34,0.33,0.32,0.35,0.3,0.32,0.29,0.36,0.32,0.31,0.31,0.31,0.33,0.3,0.32,0.29,0.29,0.29,0.29,0.28,0.29,0.29,0.29,0.31,0.28,0.31,0.29,0.28,0.28,0.27,0.26,0.27,0.26,0.26,0.27,0.27,0.26,0.27,0.25,0.26,0.27,0.27,0.25,0.25,0.3,0.24,0.26,0.25,0.22,0.27,0.26,0.23,0.21,0.23,0.25,0.22,0.23,0.24,0.22,0.22,0.21,0.23,0.23,0.23,0.21,0.21,0.24,0.21,0.19,0.19,0.21,0.21,0.23,0.18,0.22,0.19,0.2,0.19,0.0,0.19,0.18,0.18,0.19,0.19,0.19,0.18,0.19,0.18,0.19,0.19,0.18,0.19,0.17,0.19,0.19,0.17,0.19,0.17,0.17,0.17,0.17,0.16,0.19,0.0,0.15,0.16,0.16,0.15,0.16,0.0,0.16,0.0,0.15,0.0,0.0,0.17,0.0,0.0,0.0,0.15,0.18,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.29
08/05/2021,2.22,2.23,1.66,1.48,1.35,1.3,1.23,1.26,1.09,0.99,0.95,0.96,0.9,0.77,0.83,0.74,0.81,0.65,0.65,0.62,0.7,0.72,0.7,0.66,0.74,0.6,0.64,0.54,0.57,0.59,0.55,0.53,0.47,0.59,0.55,0.51,0.5,0.49,0.51,0.48,0.47,0.54,0.51,0.49,0.47,0.47,0.47,0.46,0.47,0.46,0.48,0.47,0.45,0.49,0.44,0.43,0.46,0.4,0.48,0.45,0.46,0.46,0.43,0.41,0.4,0.42,0.4,0.43,0.4,0.38,0.43,0.37,0.35,0.38,0.38,0.37,0.39,0.38,0.34,0.35,0.32,0.34,0.36,0.33,0.35,0.3,0.33,0.33,0.32,0.34,0.31,0.33,0.29,0.35,0.33,0.31,0.31,0.31,0.33,0.3,0.32,0.3,0.29,0.29,0.29,0.28,0.29,0.29,0.29,0.31,0.29,0.31,0.29,0.27,0.27,0.27,0.26,0.27,0.26,0.26,0.27,0.27,0.26,0.27,0.26,0.26,0.27,0.26,0.25,0.25,0.3,0.24,0.26,0.26,0.22,0.27,0.25,0.22,0.21,0.24,0.25,0.22,0.23,0.23,0.22,0.22,0.21,0.23,0.24,0.23,0.21,0.21,0.24,0.21,0.18,0.18,0.21,0.2,0.23,0.18,0.21,0.19,0.2,0.19,0.0,0.19,0.18,0.19,0.19,0.2,0.19,0.18,0.19,0.18,0.18,0.19,0.19,0.19,0.17,0.18,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.19,0.0,0.15,0.17,0.16,0.15,0.16,0.0,0.16,0.0,0.0,0.15,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.28
08/06/2021,2.22,2.22,1.67,1.49,1.35,1.3,1.22,1.29,1.09,0.99,0.94,0.96,0.9,0.78,0.83,0.76,0.79,0.65,0.64,0.61,0.69,0.73,0.7,0.66,0.74,0.59,0.65,0.57,0.57,0.59,0.56,0.53,0.46,0.59,0.56,0.5,0.5,0.5,0.51,0.48,0.48,0.54,0.51,0.5,0.46,0.47,0.48,0.46,0.47,0.45,0.49,0.48,0.45,0.5,0.43,0.43,0.47,0.39,0.48,0.45,0.46,0.46,0.44,0.41,0.4,0.42,0.4,0.43,0.4,0.38,0.44,0.37,0.36,0.38,0.39,0.38,0.39,0.39,0.33,0.35,0.32,0.34,0.36,0.34,0.34,0.3,0.33,0.33,0.32,0.35,0.31,0.33,0.29,0.35,0.33,0.31,0.31,0.31,0.33,0.3,0.32,0.3,0.29,0.3,0.28,0.27,0.29,0.3,0.29,0.31,0.31,0.31,0.3,0.27,0.28,0.26,0.24,0.27,0.26,0.25,0.27,0.27,0.26,0.27,0.25,0.25,0.27,0.26,0.25,0.25,0.3,0.24,0.25,0.25,0.22,0.27,0.25,0.22,0.21,0.24,0.25,0.22,0.23,0.23,0.21,0.21,0.21,0.23,0.24,0.23,0.2,0.21,0.25,0.2,0.18,0.18,0.21,0.21,0.23,0.17,0.21,0.19,0.2,0.19,0.0,0.19,0.18,0.18,0.2,0.2,0.19,0.17,0.19,0.18,0.18,0.18,0.19,0.19,0.17,0.18,0.19,0.18,0.18,0.16,0.17,0.17,0.17,0.16,0.19,0.0,0.15,0.16,0.16,0.15,0.16,0.0,0.17,0.0,0.15,0.15,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.32
08/10/2021,2.22,2.29,1.64,1.49,1.35,1.31,1.2,1.3,1.12,0.98,0.9,0.94,0.92,0.79,0.81,0.75,0.8,0.63,0.64,0.6,0.69,0.74,0.75,0.68,0.72,0.58,0.62,0.57,0.57,0.59,0.56,0.53,0.46,0.6,0.56,0.49,0.5,0.5,0.51,0.48,0.47,0.54,0.5,0.5,0.45,0.47,0.48,0.45,0.48,0.46,0.48,0.47,0.45,0.5,0.44,0.43,0.47,0.38,0.46,0.45,0.45,0.49,0.45,0.42,0.4,0.43,0.4,0.43,0.4,0.38,0.43,0.37,0.36,0.38,0.39,0.37,0.39,0.39,0.34,0.37,0.32,0.35,0.36,0.34,0.33,0.3,0.33,0.33,0.31,0.34,0.32,0.33,0.29,0.36,0.33,0.3,0.31,0.31,0.33,0.3,0.32,0.3,0.29,0.3,0.28,0.28,0.28,0.3,0.28,0.31,0.3,0.31,0.3,0.27,0.28,0.27,0.24,0.27,0.26,0.26,0.27,0.28,0.26,0.27,0.25,0.26,0.27,0.26,0.25,0.24,0.31,0.24,0.25,0.25,0.22,0.28,0.25,0.22,0.21,0.24,0.26,0.21,0.23,0.23,0.21,0.22,0.21,0.23,0.24,0.23,0.2,0.22,0.24,0.2,0.18,0.18,0.21,0.21,0.23,0.18,0.2,0.19,0.22,0.19,0.15,0.18,0.18,0.18,0.2,0.19,0.19,0.17,0.19,0.18,0.0,0.17,0.19,0.19,0.17,0.19,0.19,0.18,0.18,0.16,0.17,0.17,0.17,0.16,0.19,0.0,0.0,0.17,0.17,0.15,0.16,0.0,0.17,0.15,0.0,0.0,0.0,0.17,0.15,0.0,0.0,0.0,0.17,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.38
08/11/2021,2.24,2.26,1.61,1.48,1.35,1.31,1.2,1.3,1.11,0.99,0.91,0.94,0.92,0.8,0.81,0.76,0.78,0.63,0.66,0.6,0.7,0.74,0.75,0.67,0.73,0.58,0.62,0.57,0.57,0.58,0.56,0.53,0.42,0.59,0.56,0.5,0.5,0.5,0.51,0.47,0.47,0.55,0.5,0.5,0.45,0.47,0.5,0.45,0.47,0.46,0.48,0.46,0.45,0.48,0.44,0.44,0.47,0.38,0.46,0.45,0.45,0.48,0.44,0.42,0.4,0.43,0.4,0.44,0.4,0.37,0.43,0.37,0.36,0.37,0.39,0.37,0.39,0.39,0.34,0.37,0.32,0.36,0.37,0.35,0.35,0.31,0.34,0.33,0.32,0.34,0.32,0.33,0.29,0.36,0.33,0.29,0.31,0.31,0.32,0.3,0.32,0.3,0.29,0.31,0.28,0.28,0.28,0.31,0.28,0.3,0.29,0.31,0.3,0.28,0.28,0.27,0.24,0.27,0.25,0.26,0.27,0.28,0.27,0.27,0.25,0.26,0.27,0.26,0.25,0.24,0.31,0.24,0.25,0.25,0.22,0.28,0.25,0.23,0.21,0.24,0.26,0.21,0.23,0.23,0.21,0.22,0.21,0.23,0.24,0.23,0.2,0.22,0.24,0.2,0.18,0.18,0.21,0.21,0.23,0.18,0.2,0.18,0.22,0.19,0.15,0.18,0.18,0.18,0.2,0.18,0.2,0.18,0.19,0.18,0.0,0.17,0.19,0.2,0.17,0.19,0.2,0.18,0.18,0.17,0.17,0.18,0.17,0.16,0.19,0.0,0.0,0.17,0.17,0.0,0.16,0.15,0.17,0.0,0.0,0.0,0.0,0.17,0.16,0.0,0.0,0.15,0.17,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.41
