,JNJ,LLY,PFE,ABBV,MRK,MRNA,BMY,GILD,AMGN,REGN,VRTX,BIIB,ZTS,ALXN,ALNY,SGEN,HZNP,BMRN,XTSLA,NVAX,JAZZ,NVCR,NBIX,IQV,NTLA,VTRS,UTHR,XLRN,INCY,MRTX,CTLT,CRL,DNLI,BAX,FATE,HALO,EXAS,ELAN,BBIO,DXCM,ARWR,BHC.TO,EXEL,IONS,SRPT,RARE,BPMC,RGEN,APLS,ARNA,GH,AGIO,TXG,ALKS,IOVA,RETA,TGTX,OGN,NKTR,RMD,BCRX,INSM,PRGO,BHVN,COO,SAGE,ACAD,ITCI,TPTX,EDIT,ALEC,KOD,BLUE,OLED,FOLD,BEAM,ALLK,PTCT,VIR,SYNH,LGND,DRNA,AXSM,ICLR,KRTX,GBT,RVNC,ABT,EBS,ADPT,PRTA,SRNE,CORT,NTRA,ABC,FGEN,PODD,PCRX,NVRO,ALLO,IDXX,GKOS,INSP,PTGX,XNCR,INO,DCPH,IRWD,MGNX,ISRG,ARVN,RCUS,MEDP,SGMO,USD,CDNA,TBIO,SUPN,LNTH,KURA,ATRA,PEN,BIO,IART,RCKT,HRTX,MCRB,IMGN,RGNX,ZGNX,VCEL,MRSN,VNDA,RUBY,CDXS,ICUI,REPL,CHRS,CYTK,OCUL,MYGN,NSTG,RDUS,INVA,CERS,PBH,HAE,KDMN,RYTM,RIGL,OPK,CNST,SRRK,MDGL,SNDX,CRTX,KPTI,YMAB,KRYS,ESPR,COLL,EGRX,IDCC,ICPT,ENDP,STOK,AMPH,ATRS,TBPH,AMRX,OMER,CLDX,ARCT,ENTA,AERI,ALBO,CCXI,EPZM,AKBA,CRNX,TVTX,ARDX,MEIP,BTAI,AGLE,GTHX,CUE,AGEN,GOSS,RLMD,ACRS,VXRT,DVAX,CARA,PBYI,PGEN,FIXX,KALA,AXGN,FREQ,ANAB,CLVS,SYRS,FLXN,ATNX,PRVB,MTEM,127.HK,CPRX,ANIK,SPPI,VKTX,KNSA,ZIOP,XENT,CBAY,ATHX,AZN,APLT,n/a,SUM
07/23/2021,9.5,5.81,6.06,5.8,5.57,6.77,4.58,4.39,4.13,3.65,2.9,2.68,2.57,1.81,1.43,1.21,1.23,0.89,0.93,0.71,0.67,0.65,0.61,0.57,0.51,0.51,0.49,0.45,0.45,0.46,0.46,0.46,0.37,0.43,0.4,0.38,0.39,0.42,0.38,0.41,0.43,0.36,0.34,0.34,0.34,0.33,0.34,0.33,0.31,0.29,0.26,0.26,0.24,0.23,0.22,0.23,0.23,0.22,0.22,0.23,0.21,0.2,0.2,0.26,0.2,0.17,0.19,0.17,0.17,0.16,0.15,0.17,0.15,0.17,0.17,0.14,0.16,0.16,0.14,0.14,0.15,0.16,0.12,0.15,0.14,0.13,0.14,0.14,0.15,0.13,0.12,0.12,0.13,0.12,0.13,0.07,0.12,0.12,0.12,0.12,0.12,0.07,0.11,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.13,0.1,0.09,0.1,0.08,0.1,0.08,0.08,0.08,0.07,0.07,0.08,0.06,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.06,0.06,0.05,0.05,0.06,0.05,0.06,0.09,0.06,0.06,0.06,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.0,0.06,0.05,0.04,0.06,0.05,0.05,0.05,0.03,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.05,0.04,0.03,0.04,0.04,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.0,0.02,0.0,0.02,0.02,0.03,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,99.51
07/26/2021,9.51,5.84,6.03,5.82,5.56,7.04,4.59,4.31,4.08,3.61,2.88,2.67,2.53,1.8,1.39,1.19,1.24,0.89,0.92,0.72,0.67,0.65,0.63,0.56,0.53,0.52,0.48,0.45,0.44,0.46,0.46,0.46,0.38,0.43,0.41,0.38,0.39,0.41,0.39,0.41,0.43,0.36,0.34,0.34,0.33,0.32,0.34,0.33,0.31,0.29,0.27,0.25,0.24,0.23,0.22,0.23,0.23,0.22,0.22,0.23,0.22,0.2,0.2,0.25,0.2,0.17,0.18,0.17,0.17,0.16,0.14,0.17,0.15,0.17,0.17,0.14,0.16,0.16,0.14,0.14,0.15,0.15,0.13,0.14,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.13,0.13,0.13,0.13,0.07,0.12,0.12,0.12,0.11,0.12,0.07,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.13,0.1,0.09,0.0,0.08,0.09,0.09,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.06,0.06,0.05,0.05,0.06,0.05,0.06,0.09,0.06,0.06,0.06,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.0,0.06,0.05,0.04,0.06,0.05,0.06,0.05,0.03,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.05,0.04,0.03,0.04,0.04,0.0,0.03,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.02,0.0,0.0,0.0,99.51000000000002
07/27/2021,9.52,5.86,6.08,5.83,5.56,7.07,4.63,4.32,4.07,3.62,2.87,2.69,2.56,0.0,1.41,1.18,1.29,0.88,1.51,0.72,0.66,0.65,0.63,0.57,0.52,0.51,0.49,0.45,0.44,0.45,0.46,0.46,0.37,0.43,0.41,0.38,0.39,0.42,0.38,0.41,0.42,0.36,0.34,0.35,0.33,0.31,0.34,0.34,0.31,0.29,0.27,0.23,0.24,0.23,0.22,0.22,0.23,0.22,0.22,0.23,0.22,0.19,0.2,0.25,0.2,0.17,0.17,0.16,0.17,0.16,0.14,0.16,0.15,0.17,0.16,0.14,0.16,0.15,0.14,0.14,0.14,0.15,0.12,0.14,0.14,0.12,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.07,0.12,0.12,0.12,0.11,0.13,0.07,0.11,0.12,0.11,0.11,0.1,0.11,0.09,0.11,0.12,0.13,0.1,0.09,0.11,0.08,0.09,0.08,0.07,0.08,0.07,0.08,0.08,0.06,0.07,0.06,0.03,0.06,0.07,0.07,0.07,0.05,0.06,0.05,0.05,0.06,0.05,0.05,0.09,0.06,0.06,0.06,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.0,0.06,0.05,0.04,0.06,0.05,0.06,0.05,0.03,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.0,0.02,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.04,0.03,0.03,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,1.21,0.02,0.0,99.46000000000004
07/28/2021,9.52,5.93,6.05,5.8,5.57,7.55,4.61,4.3,4.07,3.58,2.91,2.66,2.57,0.0,1.39,1.19,1.29,0.85,1.49,0.69,0.65,0.64,0.62,0.57,0.48,0.5,0.48,0.45,0.44,0.44,0.46,0.46,0.36,0.43,0.41,0.38,0.39,0.42,0.37,0.41,0.42,0.35,0.33,0.35,0.32,0.31,0.33,0.34,0.32,0.29,0.26,0.23,0.24,0.23,0.21,0.22,0.23,0.21,0.22,0.23,0.22,0.18,0.2,0.25,0.2,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.14,0.17,0.16,0.13,0.15,0.15,0.14,0.14,0.14,0.14,0.12,0.14,0.13,0.12,0.13,0.14,0.14,0.14,0.13,0.12,0.12,0.12,0.13,0.07,0.12,0.12,0.12,0.11,0.13,0.07,0.11,0.12,0.11,0.1,0.1,0.11,0.1,0.11,0.14,0.13,0.1,0.09,0.0,0.08,0.09,0.08,0.07,0.08,0.07,0.07,0.08,0.06,0.07,0.06,0.02,0.06,0.07,0.07,0.07,0.05,0.06,0.05,0.05,0.06,0.05,0.06,0.09,0.06,0.06,0.06,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.0,0.06,0.05,0.04,0.06,0.05,0.06,0.05,0.03,0.04,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.0,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.04,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.02,1.21,0.0,0.0,99.51
07/29/2021,9.64,5.98,6.14,5.85,5.61,7.35,4.62,4.33,4.08,3.57,2.92,2.74,2.56,0.0,1.38,1.18,1.29,0.86,1.51,0.66,0.65,0.63,0.61,0.57,0.47,0.51,0.48,0.45,0.43,0.43,0.46,0.46,0.31,0.43,0.4,0.38,0.38,0.42,0.35,0.41,0.42,0.36,0.33,0.35,0.32,0.3,0.33,0.34,0.32,0.28,0.25,0.23,0.23,0.23,0.21,0.22,0.21,0.22,0.22,0.23,0.23,0.18,0.2,0.25,0.2,0.16,0.17,0.16,0.15,0.15,0.14,0.16,0.15,0.17,0.16,0.13,0.16,0.15,0.14,0.14,0.14,0.14,0.11,0.15,0.13,0.12,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.12,0.13,0.07,0.12,0.13,0.12,0.11,0.13,0.07,0.11,0.12,0.11,0.11,0.1,0.11,0.1,0.11,0.14,0.13,0.1,0.09,0.11,0.08,0.11,0.08,0.07,0.07,0.07,0.07,0.08,0.07,0.06,0.06,0.03,0.06,0.06,0.07,0.07,0.05,0.06,0.05,0.05,0.06,0.05,0.06,0.09,0.05,0.06,0.06,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.0,0.06,0.05,0.04,0.06,0.05,0.05,0.04,0.03,0.04,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.03,0.0,0.03,0.04,0.03,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.02,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.0,0.02,0.02,1.19,0.02,0.0,99.59000000000002
07/30/2021,9.7,6.0,6.19,5.87,5.67,7.21,4.61,4.35,4.08,3.6,2.98,2.76,2.58,0.0,1.37,1.19,1.3,0.88,1.51,0.61,0.66,0.62,0.6,0.56,0.46,0.51,0.49,0.43,0.43,0.43,0.46,0.46,0.28,0.44,0.38,0.37,0.37,0.42,0.34,0.41,0.41,0.35,0.33,0.34,0.32,0.3,0.33,0.37,0.31,0.27,0.25,0.22,0.23,0.23,0.2,0.22,0.21,0.21,0.21,0.24,0.22,0.18,0.21,0.25,0.2,0.16,0.16,0.15,0.15,0.15,0.13,0.16,0.15,0.17,0.16,0.12,0.15,0.14,0.14,0.14,0.14,0.14,0.12,0.15,0.13,0.12,0.13,0.14,0.14,0.13,0.12,0.12,0.12,0.12,0.13,0.07,0.12,0.13,0.12,0.11,0.13,0.07,0.11,0.12,0.11,0.11,0.1,0.11,0.09,0.11,0.14,0.13,0.1,0.09,0.11,0.08,0.1,0.08,0.07,0.08,0.07,0.07,0.08,0.07,0.05,0.06,0.02,0.06,0.06,0.07,0.07,0.05,0.06,0.05,0.05,0.06,0.05,0.06,0.09,0.05,0.06,0.06,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.0,0.06,0.05,0.04,0.06,0.04,0.05,0.04,0.03,0.04,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.04,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.03,0.0,0.03,0.04,0.03,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.0,0.02,0.02,1.21,0.02,0.0,99.51
08/02/2021,9.56,5.97,6.22,5.85,5.54,7.49,4.6,4.36,3.99,3.57,2.91,2.69,2.58,0.0,1.39,1.2,1.31,0.87,1.5,0.62,0.64,0.56,0.59,0.57,0.47,0.52,0.48,0.47,0.43,0.45,0.48,0.47,0.29,0.41,0.41,0.36,0.37,0.42,0.34,0.41,0.42,0.37,0.33,0.34,0.33,0.3,0.33,0.39,0.31,0.27,0.24,0.22,0.24,0.24,0.21,0.22,0.21,0.21,0.21,0.24,0.22,0.18,0.21,0.25,0.2,0.16,0.17,0.16,0.16,0.15,0.11,0.17,0.14,0.18,0.17,0.13,0.15,0.14,0.14,0.14,0.14,0.14,0.11,0.16,0.13,0.12,0.13,0.14,0.15,0.13,0.12,0.12,0.12,0.12,0.13,0.07,0.12,0.13,0.12,0.11,0.13,0.07,0.11,0.12,0.11,0.11,0.1,0.11,0.1,0.11,0.16,0.13,0.1,0.09,0.16,0.08,0.11,0.08,0.08,0.08,0.07,0.07,0.08,0.07,0.06,0.06,0.0,0.06,0.06,0.07,0.07,0.05,0.06,0.05,0.05,0.06,0.05,0.06,0.09,0.05,0.06,0.06,0.04,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.0,0.06,0.05,0.04,0.06,0.04,0.05,0.05,0.03,0.04,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.04,0.0,0.03,0.0,0.0,0.02,0.02,0.03,0.03,0.0,0.03,0.03,0.03,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.0,1.2,0.02,0.0,99.55
08/03/2021,9.6,5.95,6.25,5.74,5.56,7.7,4.6,4.28,4.0,3.53,2.94,2.68,2.57,0.0,1.38,1.26,1.29,0.85,1.5,0.61,0.64,0.53,0.59,0.57,0.49,0.51,0.48,0.46,0.43,0.45,0.48,0.48,0.29,0.41,0.39,0.37,0.36,0.42,0.33,0.46,0.43,0.36,0.33,0.34,0.33,0.3,0.35,0.4,0.3,0.27,0.24,0.22,0.24,0.24,0.21,0.22,0.21,0.21,0.21,0.24,0.21,0.19,0.21,0.25,0.21,0.16,0.17,0.15,0.16,0.15,0.11,0.16,0.14,0.18,0.17,0.13,0.15,0.14,0.13,0.14,0.13,0.14,0.11,0.16,0.13,0.11,0.13,0.14,0.15,0.13,0.12,0.12,0.13,0.12,0.13,0.07,0.12,0.13,0.12,0.11,0.12,0.07,0.11,0.13,0.1,0.11,0.1,0.11,0.09,0.12,0.15,0.12,0.1,0.08,0.16,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.07,0.05,0.06,0.0,0.06,0.06,0.07,0.07,0.05,0.05,0.05,0.05,0.06,0.05,0.06,0.09,0.05,0.06,0.06,0.04,0.05,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.0,0.06,0.05,0.04,0.06,0.04,0.05,0.05,0.03,0.04,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.04,0.0,0.03,0.0,0.0,0.02,0.02,0.03,0.03,0.0,0.03,0.03,0.03,0.0,0.02,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.02,0.02,0.0,1.19,0.02,0.0,99.5
08/04/2021,9.6,5.95,6.25,5.74,5.56,7.7,4.6,4.28,4.0,3.53,2.94,2.68,2.57,0.0,1.38,1.26,1.29,0.85,1.5,0.61,0.64,0.53,0.59,0.57,0.49,0.51,0.48,0.46,0.43,0.45,0.48,0.48,0.29,0.41,0.39,0.37,0.36,0.42,0.33,0.46,0.43,0.36,0.33,0.34,0.33,0.3,0.35,0.4,0.3,0.27,0.24,0.22,0.24,0.24,0.21,0.22,0.21,0.21,0.21,0.24,0.21,0.19,0.21,0.25,0.21,0.16,0.17,0.15,0.16,0.15,0.11,0.16,0.14,0.18,0.17,0.13,0.15,0.14,0.13,0.14,0.13,0.14,0.11,0.16,0.13,0.11,0.13,0.14,0.15,0.13,0.12,0.12,0.13,0.12,0.13,0.07,0.12,0.13,0.12,0.11,0.12,0.07,0.11,0.13,0.1,0.11,0.1,0.11,0.09,0.12,0.15,0.12,0.1,0.08,0.16,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.07,0.05,0.06,0.0,0.06,0.06,0.07,0.07,0.05,0.05,0.05,0.05,0.06,0.05,0.06,0.09,0.05,0.06,0.06,0.04,0.05,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.0,0.06,0.05,0.04,0.06,0.04,0.05,0.05,0.03,0.04,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.04,0.0,0.03,0.0,0.0,0.02,0.02,0.03,0.03,0.0,0.03,0.03,0.03,0.0,0.02,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.02,0.02,0.0,1.19,0.02,0.0,99.5
08/05/2021,9.6,5.95,6.25,5.74,5.56,7.7,4.6,4.28,4.0,3.53,2.94,2.68,2.57,0.0,1.38,1.26,1.29,0.85,1.5,0.61,0.64,0.53,0.59,0.57,0.49,0.51,0.48,0.46,0.43,0.45,0.48,0.48,0.29,0.41,0.39,0.37,0.36,0.42,0.33,0.46,0.43,0.36,0.33,0.34,0.33,0.3,0.35,0.4,0.3,0.27,0.24,0.22,0.24,0.24,0.21,0.22,0.21,0.21,0.21,0.24,0.21,0.19,0.21,0.25,0.21,0.16,0.17,0.15,0.16,0.15,0.11,0.16,0.14,0.18,0.17,0.13,0.15,0.14,0.13,0.14,0.13,0.14,0.11,0.16,0.13,0.11,0.13,0.14,0.15,0.13,0.12,0.12,0.13,0.12,0.13,0.07,0.12,0.13,0.12,0.11,0.12,0.07,0.11,0.13,0.1,0.11,0.1,0.11,0.09,0.12,0.15,0.12,0.1,0.08,0.16,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.07,0.05,0.06,0.0,0.06,0.06,0.07,0.07,0.05,0.05,0.05,0.05,0.06,0.05,0.06,0.09,0.05,0.06,0.06,0.04,0.05,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.0,0.06,0.05,0.04,0.06,0.04,0.05,0.05,0.03,0.04,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.04,0.0,0.03,0.0,0.0,0.02,0.02,0.03,0.03,0.0,0.03,0.03,0.03,0.0,0.02,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.02,0.02,0.0,1.19,0.02,0.0,99.5
08/06/2021,9.53,6.13,6.54,5.63,5.41,8.25,4.61,4.29,3.96,3.53,2.86,2.72,2.54,0.0,1.35,1.27,1.26,0.85,1.5,0.63,0.63,0.5,0.61,0.56,0.47,0.51,0.46,0.44,0.43,0.45,0.48,0.47,0.29,0.39,0.39,0.35,0.34,0.42,0.32,0.46,0.41,0.32,0.33,0.34,0.33,0.31,0.33,0.4,0.29,0.26,0.24,0.21,0.23,0.26,0.21,0.22,0.15,0.21,0.2,0.24,0.21,0.18,0.21,0.23,0.2,0.15,0.16,0.15,0.15,0.15,0.11,0.15,0.14,0.18,0.16,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.11,0.16,0.13,0.11,0.13,0.14,0.14,0.12,0.13,0.12,0.13,0.12,0.13,0.07,0.12,0.13,0.12,0.1,0.12,0.07,0.11,0.12,0.1,0.11,0.09,0.11,0.09,0.11,0.14,0.12,0.1,0.08,0.13,0.08,0.11,0.08,0.08,0.07,0.07,0.07,0.08,0.07,0.05,0.05,0.0,0.06,0.06,0.06,0.07,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.09,0.05,0.07,0.06,0.04,0.05,0.04,0.05,0.04,0.06,0.04,0.04,0.05,0.0,0.05,0.05,0.04,0.06,0.04,0.05,0.04,0.0,0.04,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.06,0.07,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.04,0.0,0.02,0.0,0.0,0.02,0.0,0.03,0.03,0.0,0.03,0.04,0.03,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.0,0.02,0.02,1.18,0.02,0.0,99.54
08/09/2021,9.35,6.24,6.35,5.49,5.28,8.76,4.48,4.19,3.74,3.57,2.86,2.67,2.5,0.0,1.44,1.29,1.32,0.84,1.48,0.77,0.54,0.52,0.57,0.55,0.55,0.49,0.52,0.45,0.41,0.45,0.47,0.47,0.29,0.38,0.44,0.35,0.34,0.4,0.34,0.46,0.41,0.31,0.33,0.35,0.37,0.33,0.34,0.4,0.29,0.27,0.25,0.2,0.22,0.25,0.22,0.22,0.14,0.21,0.2,0.23,0.22,0.18,0.2,0.25,0.19,0.15,0.14,0.15,0.16,0.19,0.12,0.16,0.14,0.18,0.18,0.15,0.15,0.14,0.14,0.13,0.12,0.14,0.11,0.16,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.07,0.12,0.13,0.09,0.11,0.12,0.07,0.13,0.12,0.1,0.11,0.1,0.11,0.09,0.11,0.14,0.12,0.1,0.08,0.0,0.08,0.11,0.08,0.07,0.07,0.07,0.07,0.08,0.06,0.05,0.05,0.0,0.06,0.06,0.06,0.07,0.05,0.05,0.05,0.06,0.05,0.06,0.05,0.09,0.05,0.07,0.06,0.04,0.05,0.05,0.05,0.04,0.06,0.03,0.04,0.05,0.0,0.07,0.05,0.04,0.07,0.03,0.06,0.04,0.03,0.04,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.04,0.0,0.0,0.0,0.02,0.02,0.0,0.03,0.03,0.0,0.03,0.04,0.04,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.02,1.18,0.02,0.13,99.53
08/10/2021,9.4,6.27,6.41,5.5,5.31,8.77,4.5,4.2,3.71,3.65,2.85,2.72,2.49,0.0,1.46,1.29,1.33,0.85,1.46,0.63,0.55,0.5,0.55,0.56,0.57,0.51,0.55,0.45,0.41,0.41,0.47,0.47,0.29,0.38,0.44,0.35,0.33,0.4,0.33,0.45,0.39,0.32,0.33,0.35,0.37,0.32,0.37,0.4,0.29,0.24,0.25,0.2,0.22,0.26,0.21,0.21,0.14,0.21,0.2,0.24,0.22,0.19,0.21,0.24,0.2,0.15,0.14,0.14,0.15,0.2,0.12,0.15,0.14,0.16,0.18,0.15,0.15,0.14,0.14,0.13,0.13,0.1,0.11,0.16,0.13,0.14,0.12,0.14,0.13,0.12,0.14,0.12,0.13,0.12,0.13,0.07,0.12,0.13,0.09,0.11,0.12,0.07,0.13,0.12,0.1,0.11,0.1,0.11,0.09,0.12,0.13,0.11,0.1,0.08,0.15,0.08,0.11,0.08,0.08,0.07,0.07,0.07,0.08,0.07,0.05,0.05,0.0,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.09,0.05,0.07,0.06,0.04,0.05,0.05,0.05,0.04,0.06,0.03,0.04,0.05,0.0,0.06,0.05,0.04,0.06,0.03,0.05,0.05,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.04,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.04,0.0,0.03,0.02,0.0,0.02,0.0,0.03,0.03,0.0,0.03,0.04,0.04,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.03,0.02,0.0,1.15,0.02,0.0,99.55000000000001
