,FGXXX,NVDA,DDD,ANAT,IT,POOL,AMN,AMRC,LAND,IDXX,DXC,WST,INTU,RMD,MSCI,DFS,EW,BIIB,CPRT,UPS,CHPT,WTS,ADBE,ILMN,KKR,PSA,NCR,AWI,CPT,WCC,DHR,ERII,RMBS,ZTS,ANET,ALNY,ZM,PYPL,LB,AMD,TECH,DXCM,GOOGL,LKQ,AXP,BYND,SLM,TROW,MSI,LBRDK,TMUS,CRM,SBAC,VRSN,MSFT,AKAM,SIVB,AVY,ALGN,RHI,XLNX,CINF,REG,XYL,ARES,SGEN,AAP,ITRI,TPX,EBAY,PLD,FWONK,UDR,ENPH,NTAP,WMS,GPS,DOX,MXIM,SCHW,AAPL,HRI,CTAS,FL,V,LII,GPC,CLH,GWW,JW.A,NTRS,PAYX,TREX,PRG,AMZN,AFG,IBM,DOV,EME,ZBRA,AGIO,PFE,CERN,ADI,HSIC,NOW,EL,WORK,JKHY,TYL,NVR,CMG,SIRI,ROK,ODFL,KEYS,FSR,SSD,HYLN,MWA,CCK,AOS,BR,LRCX,AWR,CDW,TER,BWA,ADSK,TRMB,QCOM,TSCO,SCS,BMY,QRVO,CTLT,AMG,GOEV,MSEX,COO,LYV,SSB,TSLA,LW,ROST,SPLK,MA,FBHS,VMW,AWK,NLY,RCEL,WAFD,AMAT,WAB,CSCO,FSLR,FEYE,CFR,VMC,ANSS,LOW,TJX,HPP,FHN,FIS,NFLX,HLT,AGNC,PKG,ITW,SHLS,ATVI,TTWO,MRK,PAYC,TGNA,DLB,R,WRB,POWI,ROL,CBB,CSX,TXN,MSM,GL,VRSK,HUBB,HASI,ATR,CDNS,MET,CWT,IPGP,TFSL,JBHT,HAS,ETSY,MKC,AVITA Medical Inc,TFX,CHD,ECL,PH,NATI,MAS,VOYA,DIS,CMP,VZ,GPN,BOH,CBSH,CIA,MKTX,HAIN,URI,CWEN.A,KLAC,WDAY,LFUS,FFIV,NYCB,ON,BLD,HIG,DE,OLED,UHAL,GLW,LSTR,BBWI WI,TFC,SYY,JWN,GPRO,NYT,FISV,KSS,n/a,WSM,BKNG,LBEUR,SUM
07/23/2021,0.74,0.52,0.35,0.53,0.51,0.48,0.47,0.46,0.47,0.5,0.44,0.49,0.48,0.48,0.49,0.45,0.45,0.43,0.47,0.46,0.0,0.44,0.47,0.45,0.43,0.46,0.41,0.42,0.48,0.41,0.46,0.39,0.43,0.46,0.44,0.46,0.4,0.45,0.42,0.41,0.44,0.45,0.44,0.42,0.42,0.35,0.4,0.42,0.42,0.42,0.43,0.41,0.44,0.42,0.43,0.42,0.4,0.4,0.41,0.4,0.38,0.41,0.4,0.41,0.4,0.38,0.41,0.37,0.38,0.41,0.44,0.39,0.44,0.38,0.39,0.41,0.34,0.4,0.39,0.37,0.43,0.39,0.41,0.36,0.42,0.37,0.4,0.39,0.41,0.37,0.38,0.41,0.39,0.36,0.42,0.4,0.38,0.41,0.38,0.38,0.4,0.41,0.39,0.38,0.39,0.41,0.4,0.41,0.41,0.42,0.37,0.4,0.38,0.4,0.38,0.4,0.0,0.39,0.0,0.38,0.38,0.38,0.4,0.37,0.42,0.38,0.36,0.36,0.38,0.37,0.38,0.37,0.35,0.39,0.38,0.39,0.4,0.0,0.44,0.38,0.0,0.34,0.37,0.35,0.35,0.36,0.38,0.36,0.37,0.41,0.35,0.0,0.37,0.36,0.36,0.38,0.35,0.38,0.0,0.37,0.37,0.37,0.36,0.37,0.0,0.37,0.38,0.36,0.35,0.36,0.37,0.0,0.36,0.35,0.37,0.37,0.0,0.36,0.0,0.36,0.35,0.39,0.37,0.35,0.36,0.35,0.35,0.38,0.37,0.36,0.36,0.37,0.0,0.39,0.35,0.35,0.35,0.35,0.35,0.37,0.35,0.0,0.37,0.36,0.0,0.35,0.36,0.35,0.35,0.4,0.35,0.0,0.0,0.0,0.34,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.63
07/26/2021,0.73,0.52,0.36,0.53,0.5,0.47,0.48,0.5,0.46,0.49,0.45,0.47,0.48,0.47,0.48,0.47,0.45,0.41,0.48,0.45,0.35,0.44,0.46,0.45,0.43,0.45,0.43,0.42,0.48,0.43,0.44,0.41,0.42,0.45,0.43,0.46,0.39,0.44,0.44,0.41,0.43,0.44,0.44,0.43,0.44,0.36,0.41,0.43,0.42,0.42,0.41,0.57,0.43,0.41,0.43,0.41,0.42,0.4,0.41,0.4,0.39,0.41,0.42,0.42,0.41,0.37,0.41,0.38,0.4,0.41,0.43,0.39,0.44,0.4,0.39,0.43,0.35,0.4,0.39,0.38,0.42,0.41,0.41,0.37,0.41,0.37,0.4,0.4,0.41,0.37,0.39,0.41,0.39,0.36,0.41,0.41,0.38,0.43,0.39,0.39,0.38,0.41,0.39,0.38,0.4,0.41,0.4,0.0,0.41,0.41,0.37,0.44,0.38,0.4,0.38,0.4,0.0,0.38,0.0,0.38,0.38,0.37,0.4,0.38,0.4,0.38,0.38,0.37,0.39,0.38,0.38,0.36,0.35,0.38,0.38,0.39,0.41,0.35,0.43,0.37,0.0,0.35,0.36,0.35,0.36,0.36,0.38,0.36,0.37,0.39,0.36,0.0,0.37,0.37,0.37,0.37,0.35,0.37,0.34,0.37,0.37,0.37,0.36,0.37,0.0,0.37,0.35,0.37,0.35,0.35,0.37,0.0,0.35,0.35,0.35,0.37,0.0,0.36,0.0,0.36,0.37,0.39,0.36,0.35,0.37,0.35,0.35,0.38,0.38,0.37,0.0,0.37,0.35,0.38,0.36,0.35,0.35,0.35,0.35,0.0,0.36,0.0,0.35,0.36,0.35,0.35,0.36,0.35,0.0,0.39,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.85
07/27/2021,0.73,0.52,0.36,0.53,0.5,0.47,0.48,0.5,0.46,0.49,0.45,0.47,0.48,0.47,0.48,0.47,0.45,0.41,0.48,0.45,0.35,0.44,0.46,0.45,0.43,0.45,0.43,0.42,0.48,0.43,0.44,0.41,0.42,0.45,0.43,0.46,0.39,0.44,0.44,0.41,0.43,0.44,0.44,0.43,0.44,0.36,0.41,0.43,0.42,0.42,0.41,0.57,0.43,0.41,0.43,0.41,0.42,0.4,0.41,0.4,0.39,0.41,0.42,0.42,0.41,0.37,0.41,0.38,0.4,0.41,0.43,0.39,0.44,0.4,0.39,0.43,0.35,0.4,0.39,0.38,0.42,0.41,0.41,0.37,0.41,0.37,0.4,0.4,0.41,0.37,0.39,0.41,0.39,0.36,0.41,0.41,0.38,0.43,0.39,0.39,0.38,0.41,0.39,0.38,0.4,0.41,0.4,0.0,0.41,0.41,0.37,0.44,0.38,0.4,0.38,0.4,0.0,0.38,0.0,0.38,0.38,0.37,0.4,0.38,0.4,0.38,0.38,0.37,0.39,0.38,0.38,0.36,0.35,0.38,0.38,0.39,0.41,0.35,0.43,0.37,0.0,0.35,0.36,0.35,0.36,0.36,0.38,0.36,0.37,0.39,0.36,0.0,0.37,0.37,0.37,0.37,0.35,0.37,0.34,0.37,0.37,0.37,0.36,0.37,0.0,0.37,0.35,0.37,0.35,0.35,0.37,0.0,0.35,0.35,0.35,0.37,0.0,0.36,0.0,0.36,0.37,0.39,0.36,0.35,0.37,0.35,0.35,0.38,0.38,0.37,0.0,0.37,0.35,0.38,0.36,0.35,0.35,0.35,0.35,0.0,0.36,0.0,0.35,0.36,0.35,0.35,0.36,0.35,0.0,0.39,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.85
07/28/2021,0.96,0.52,0.0,0.52,0.51,0.48,0.48,0.47,0.46,0.5,0.45,0.48,0.49,0.48,0.49,0.46,0.47,0.41,0.48,0.44,0.0,0.44,0.47,0.46,0.45,0.45,0.42,0.42,0.48,0.42,0.46,0.4,0.42,0.46,0.45,0.46,0.4,0.45,0.45,0.42,0.44,0.46,0.46,0.43,0.44,0.34,0.38,0.43,0.42,0.42,0.41,0.59,0.43,0.4,0.44,0.42,0.41,0.39,0.42,0.42,0.4,0.4,0.41,0.42,0.42,0.37,0.42,0.38,0.39,0.43,0.43,0.39,0.45,0.39,0.38,0.42,0.35,0.4,0.38,0.37,0.43,0.41,0.41,0.37,0.42,0.37,0.4,0.39,0.41,0.37,0.38,0.41,0.39,0.36,0.42,0.39,0.38,0.43,0.39,0.4,0.35,0.41,0.39,0.38,0.4,0.42,0.41,0.0,0.41,0.42,0.39,0.46,0.38,0.4,0.39,0.4,0.0,0.38,0.0,0.38,0.36,0.37,0.4,0.38,0.41,0.39,0.38,0.36,0.4,0.38,0.39,0.38,0.34,0.39,0.38,0.39,0.4,0.0,0.43,0.38,0.0,0.0,0.35,0.35,0.36,0.37,0.39,0.36,0.37,0.4,0.35,0.0,0.37,0.37,0.37,0.38,0.0,0.37,0.0,0.38,0.38,0.38,0.37,0.36,0.0,0.38,0.35,0.37,0.34,0.35,0.36,0.0,0.35,0.35,0.36,0.38,0.0,0.35,0.35,0.35,0.37,0.39,0.36,0.36,0.35,0.34,0.34,0.38,0.37,0.36,0.34,0.38,0.0,0.38,0.36,0.34,0.35,0.34,0.37,0.34,0.35,0.34,0.35,0.36,0.35,0.35,0.36,0.35,0.0,0.39,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.35,0.36,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.25
07/29/2021,0.97,0.51,0.0,0.52,0.51,0.48,0.48,0.47,0.46,0.5,0.45,0.48,0.49,0.48,0.49,0.47,0.46,0.42,0.48,0.44,0.0,0.44,0.46,0.46,0.45,0.45,0.42,0.42,0.47,0.43,0.46,0.4,0.42,0.45,0.44,0.45,0.41,0.45,0.45,0.42,0.44,0.45,0.46,0.43,0.43,0.34,0.37,0.43,0.42,0.42,0.41,0.58,0.43,0.4,0.44,0.42,0.41,0.4,0.42,0.43,0.39,0.4,0.41,0.42,0.43,0.37,0.42,0.38,0.39,0.42,0.43,0.39,0.45,0.39,0.38,0.42,0.36,0.4,0.38,0.37,0.43,0.43,0.41,0.37,0.42,0.37,0.4,0.39,0.41,0.37,0.38,0.41,0.38,0.37,0.42,0.4,0.38,0.42,0.39,0.4,0.34,0.41,0.39,0.38,0.4,0.42,0.41,0.0,0.41,0.41,0.38,0.45,0.37,0.4,0.38,0.4,0.0,0.38,0.0,0.38,0.37,0.37,0.4,0.38,0.41,0.39,0.37,0.37,0.4,0.38,0.38,0.38,0.34,0.38,0.37,0.38,0.4,0.0,0.43,0.38,0.35,0.0,0.36,0.35,0.36,0.37,0.39,0.36,0.37,0.39,0.35,0.0,0.37,0.37,0.37,0.38,0.0,0.37,0.34,0.37,0.38,0.37,0.37,0.36,0.0,0.38,0.35,0.37,0.34,0.36,0.36,0.0,0.35,0.35,0.36,0.38,0.0,0.35,0.34,0.35,0.37,0.39,0.36,0.36,0.35,0.35,0.35,0.38,0.37,0.36,0.34,0.38,0.0,0.38,0.36,0.34,0.35,0.38,0.36,0.34,0.34,0.0,0.35,0.36,0.35,0.35,0.35,0.35,0.34,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.35,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.16
07/30/2021,0.97,0.51,0.0,0.52,0.51,0.48,0.48,0.47,0.46,0.5,0.45,0.48,0.49,0.48,0.49,0.47,0.46,0.42,0.48,0.44,0.0,0.44,0.46,0.46,0.45,0.45,0.42,0.42,0.47,0.43,0.46,0.4,0.42,0.45,0.44,0.45,0.41,0.45,0.45,0.42,0.44,0.45,0.46,0.43,0.43,0.34,0.37,0.43,0.42,0.42,0.41,0.58,0.43,0.4,0.44,0.42,0.41,0.4,0.42,0.43,0.39,0.4,0.41,0.42,0.43,0.37,0.42,0.38,0.39,0.42,0.43,0.39,0.45,0.39,0.38,0.42,0.36,0.4,0.38,0.37,0.43,0.43,0.41,0.37,0.42,0.37,0.4,0.39,0.41,0.37,0.38,0.41,0.38,0.37,0.42,0.4,0.38,0.42,0.39,0.4,0.34,0.41,0.39,0.38,0.4,0.42,0.41,0.0,0.41,0.41,0.38,0.45,0.37,0.4,0.38,0.4,0.0,0.38,0.0,0.38,0.37,0.37,0.4,0.38,0.41,0.39,0.37,0.37,0.4,0.38,0.38,0.38,0.34,0.38,0.37,0.38,0.4,0.0,0.43,0.38,0.35,0.0,0.36,0.35,0.36,0.37,0.39,0.36,0.37,0.39,0.35,0.0,0.37,0.37,0.37,0.38,0.0,0.37,0.34,0.37,0.38,0.37,0.37,0.36,0.0,0.38,0.35,0.37,0.34,0.36,0.36,0.0,0.35,0.35,0.36,0.38,0.0,0.35,0.34,0.35,0.37,0.39,0.36,0.36,0.35,0.35,0.35,0.38,0.37,0.36,0.34,0.38,0.0,0.38,0.36,0.34,0.35,0.38,0.36,0.34,0.34,0.0,0.35,0.36,0.35,0.35,0.35,0.35,0.34,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.35,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.16
08/02/2021,0.98,0.52,0.35,0.52,0.51,0.48,0.47,0.49,0.46,0.5,0.45,0.48,0.49,0.49,0.5,0.46,0.47,0.42,0.48,0.4,0.0,0.44,0.46,0.46,0.46,0.45,0.42,0.42,0.47,0.42,0.46,0.4,0.42,0.46,0.44,0.46,0.41,0.44,0.45,0.44,0.44,0.45,0.47,0.42,0.43,0.34,0.37,0.43,0.42,0.42,0.41,0.41,0.44,0.39,0.43,0.42,0.4,0.41,0.41,0.44,0.4,0.39,0.41,0.42,0.44,0.37,0.41,0.39,0.37,0.42,0.43,0.39,0.45,0.4,0.38,0.41,0.34,0.39,0.38,0.37,0.42,0.43,0.41,0.36,0.41,0.37,0.39,0.4,0.4,0.38,0.38,0.41,0.37,0.37,0.42,0.42,0.38,0.42,0.39,0.4,0.34,0.43,0.39,0.38,0.41,0.41,0.4,0.0,0.4,0.41,0.38,0.45,0.38,0.4,0.38,0.4,0.34,0.38,0.0,0.37,0.37,0.37,0.4,0.38,0.41,0.39,0.36,0.37,0.4,0.38,0.38,0.37,0.35,0.39,0.37,0.39,0.37,0.0,0.45,0.38,0.0,0.0,0.34,0.0,0.36,0.37,0.38,0.36,0.37,0.4,0.35,0.0,0.37,0.37,0.37,0.38,0.0,0.37,0.35,0.39,0.38,0.36,0.37,0.36,0.0,0.38,0.35,0.38,0.35,0.37,0.36,0.0,0.0,0.34,0.36,0.38,0.0,0.34,0.35,0.35,0.36,0.38,0.36,0.35,0.35,0.35,0.34,0.37,0.37,0.36,0.35,0.38,0.0,0.39,0.35,0.35,0.35,0.37,0.36,0.0,0.0,0.34,0.35,0.36,0.35,0.35,0.35,0.35,0.34,0.38,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.36,0.0,0.0,0.35,0.35,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.93
08/03/2021,0.98,0.52,0.35,0.52,0.51,0.48,0.47,0.49,0.46,0.5,0.45,0.48,0.49,0.49,0.5,0.46,0.47,0.42,0.48,0.4,0.0,0.44,0.46,0.46,0.46,0.45,0.42,0.42,0.47,0.42,0.46,0.4,0.42,0.46,0.44,0.46,0.41,0.44,0.45,0.44,0.44,0.45,0.47,0.42,0.43,0.34,0.37,0.43,0.42,0.42,0.41,0.41,0.44,0.39,0.43,0.42,0.4,0.41,0.41,0.44,0.4,0.39,0.41,0.42,0.44,0.37,0.41,0.39,0.37,0.42,0.43,0.39,0.45,0.4,0.38,0.41,0.34,0.39,0.38,0.37,0.42,0.43,0.41,0.36,0.41,0.37,0.39,0.4,0.4,0.38,0.38,0.41,0.37,0.37,0.42,0.42,0.38,0.42,0.39,0.4,0.34,0.43,0.39,0.38,0.41,0.41,0.4,0.0,0.4,0.41,0.38,0.45,0.38,0.4,0.38,0.4,0.34,0.38,0.0,0.37,0.37,0.37,0.4,0.38,0.41,0.39,0.36,0.37,0.4,0.38,0.38,0.37,0.35,0.39,0.37,0.39,0.37,0.0,0.45,0.38,0.0,0.0,0.34,0.0,0.36,0.37,0.38,0.36,0.37,0.4,0.35,0.0,0.37,0.37,0.37,0.38,0.0,0.37,0.35,0.39,0.38,0.36,0.37,0.36,0.0,0.38,0.35,0.38,0.35,0.37,0.36,0.0,0.0,0.34,0.36,0.38,0.0,0.34,0.35,0.35,0.36,0.38,0.36,0.35,0.35,0.35,0.34,0.37,0.37,0.36,0.35,0.38,0.0,0.39,0.35,0.35,0.35,0.37,0.36,0.0,0.0,0.34,0.35,0.36,0.35,0.35,0.35,0.35,0.34,0.38,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.36,0.0,0.0,0.35,0.35,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.93
08/04/2021,0.98,0.52,0.35,0.52,0.51,0.48,0.47,0.49,0.46,0.5,0.45,0.48,0.49,0.49,0.5,0.46,0.47,0.42,0.48,0.4,0.0,0.44,0.46,0.46,0.46,0.45,0.42,0.42,0.47,0.42,0.46,0.4,0.42,0.46,0.44,0.46,0.41,0.44,0.45,0.44,0.44,0.45,0.47,0.42,0.43,0.34,0.37,0.43,0.42,0.42,0.41,0.41,0.44,0.39,0.43,0.42,0.4,0.41,0.41,0.44,0.4,0.39,0.41,0.42,0.44,0.37,0.41,0.39,0.37,0.42,0.43,0.39,0.45,0.4,0.38,0.41,0.34,0.39,0.38,0.37,0.42,0.43,0.41,0.36,0.41,0.37,0.39,0.4,0.4,0.38,0.38,0.41,0.37,0.37,0.42,0.42,0.38,0.42,0.39,0.4,0.34,0.43,0.39,0.38,0.41,0.41,0.4,0.0,0.4,0.41,0.38,0.45,0.38,0.4,0.38,0.4,0.34,0.38,0.0,0.37,0.37,0.37,0.4,0.38,0.41,0.39,0.36,0.37,0.4,0.38,0.38,0.37,0.35,0.39,0.37,0.39,0.37,0.0,0.45,0.38,0.0,0.0,0.34,0.0,0.36,0.37,0.38,0.36,0.37,0.4,0.35,0.0,0.37,0.37,0.37,0.38,0.0,0.37,0.35,0.39,0.38,0.36,0.37,0.36,0.0,0.38,0.35,0.38,0.35,0.37,0.36,0.0,0.0,0.34,0.36,0.38,0.0,0.34,0.35,0.35,0.36,0.38,0.36,0.35,0.35,0.35,0.34,0.37,0.37,0.36,0.35,0.38,0.0,0.39,0.35,0.35,0.35,0.37,0.36,0.0,0.0,0.34,0.35,0.36,0.35,0.35,0.35,0.35,0.34,0.38,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.36,0.0,0.0,0.35,0.35,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.93
08/05/2021,0.98,0.52,0.35,0.52,0.51,0.48,0.47,0.49,0.46,0.5,0.45,0.48,0.49,0.49,0.5,0.46,0.47,0.42,0.48,0.4,0.0,0.44,0.46,0.46,0.46,0.45,0.42,0.42,0.47,0.42,0.46,0.4,0.42,0.46,0.44,0.46,0.41,0.44,0.45,0.44,0.44,0.45,0.47,0.42,0.43,0.34,0.37,0.43,0.42,0.42,0.41,0.41,0.44,0.39,0.43,0.42,0.4,0.41,0.41,0.44,0.4,0.39,0.41,0.42,0.44,0.37,0.41,0.39,0.37,0.42,0.43,0.39,0.45,0.4,0.38,0.41,0.34,0.39,0.38,0.37,0.42,0.43,0.41,0.36,0.41,0.37,0.39,0.4,0.4,0.38,0.38,0.41,0.37,0.37,0.42,0.42,0.38,0.42,0.39,0.4,0.34,0.43,0.39,0.38,0.41,0.41,0.4,0.0,0.4,0.41,0.38,0.45,0.38,0.4,0.38,0.4,0.34,0.38,0.0,0.37,0.37,0.37,0.4,0.38,0.41,0.39,0.36,0.37,0.4,0.38,0.38,0.37,0.35,0.39,0.37,0.39,0.37,0.0,0.45,0.38,0.0,0.0,0.34,0.0,0.36,0.37,0.38,0.36,0.37,0.4,0.35,0.0,0.37,0.37,0.37,0.38,0.0,0.37,0.35,0.39,0.38,0.36,0.37,0.36,0.0,0.38,0.35,0.38,0.35,0.37,0.36,0.0,0.0,0.34,0.36,0.38,0.0,0.34,0.35,0.35,0.36,0.38,0.36,0.35,0.35,0.35,0.34,0.37,0.37,0.36,0.35,0.38,0.0,0.39,0.35,0.35,0.35,0.37,0.36,0.0,0.0,0.34,0.35,0.36,0.35,0.35,0.35,0.35,0.34,0.38,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.36,0.0,0.0,0.35,0.35,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.93
08/06/2021,0.49,0.52,0.34,0.54,0.57,0.49,0.49,0.45,0.45,0.5,0.49,0.53,0.49,0.5,0.52,0.47,0.48,0.43,0.48,0.4,0.0,0.46,0.46,0.46,0.47,0.44,0.41,0.43,0.48,0.44,0.47,0.39,0.44,0.46,0.44,0.45,0.41,0.4,0.38,0.51,0.44,0.51,0.46,0.43,0.42,0.0,0.37,0.44,0.42,0.42,0.41,0.4,0.44,0.38,0.43,0.41,0.39,0.41,0.46,0.45,0.42,0.41,0.4,0.43,0.46,0.4,0.41,0.39,0.41,0.39,0.43,0.38,0.44,0.42,0.4,0.42,0.35,0.38,0.38,0.36,0.43,0.43,0.4,0.35,0.39,0.38,0.39,0.4,0.39,0.39,0.38,0.41,0.37,0.35,0.38,0.43,0.38,0.44,0.38,0.4,0.0,0.45,0.4,0.38,0.41,0.41,0.4,0.0,0.41,0.41,0.39,0.47,0.37,0.41,0.4,0.41,0.0,0.38,0.0,0.38,0.36,0.37,0.4,0.38,0.42,0.39,0.37,0.38,0.42,0.39,0.39,0.37,0.34,0.39,0.38,0.41,0.38,0.0,0.48,0.39,0.0,0.0,0.37,0.0,0.36,0.37,0.36,0.37,0.37,0.41,0.35,0.0,0.37,0.38,0.38,0.38,0.37,0.37,0.36,0.38,0.38,0.36,0.37,0.34,0.0,0.0,0.34,0.37,0.0,0.37,0.37,0.0,0.0,0.0,0.35,0.38,0.0,0.36,0.37,0.34,0.42,0.4,0.35,0.36,0.36,0.35,0.0,0.38,0.38,0.36,0.0,0.39,0.34,0.4,0.0,0.0,0.36,0.37,0.0,0.0,0.34,0.0,0.34,0.36,0.35,0.36,0.36,0.37,0.0,0.39,0.34,0.0,0.0,0.0,0.0,0.34,0.0,0.36,0.38,0.37,0.0,0.35,0.36,0.34,0.38,0.36,0.35,0.34,0.34,0.34,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.33
08/09/2021,0.49,0.54,0.36,0.55,0.57,0.5,0.51,0.47,0.46,0.51,0.44,0.53,0.49,0.49,0.53,0.47,0.48,0.42,0.48,0.4,0.0,0.47,0.47,0.47,0.48,0.44,0.37,0.42,0.48,0.45,0.48,0.39,0.45,0.46,0.44,0.48,0.44,0.41,0.35,0.5,0.45,0.51,0.46,0.42,0.42,0.0,0.37,0.44,0.42,0.43,0.4,0.42,0.44,0.38,0.43,0.39,0.41,0.41,0.45,0.45,0.43,0.4,0.41,0.43,0.46,0.41,0.4,0.0,0.41,0.39,0.43,0.38,0.45,0.4,0.4,0.39,0.34,0.38,0.39,0.37,0.42,0.42,0.4,0.34,0.4,0.37,0.38,0.41,0.39,0.38,0.38,0.42,0.4,0.36,0.38,0.44,0.38,0.43,0.38,0.41,0.0,0.44,0.39,0.39,0.39,0.42,0.4,0.0,0.4,0.41,0.4,0.47,0.38,0.42,0.4,0.41,0.0,0.38,0.0,0.39,0.36,0.37,0.4,0.38,0.43,0.4,0.37,0.35,0.42,0.4,0.39,0.37,0.34,0.38,0.37,0.41,0.39,0.0,0.49,0.38,0.35,0.0,0.38,0.0,0.35,0.38,0.37,0.36,0.37,0.42,0.35,0.0,0.37,0.37,0.38,0.38,0.37,0.36,0.36,0.37,0.39,0.35,0.37,0.35,0.0,0.0,0.35,0.37,0.34,0.36,0.36,0.0,0.0,0.0,0.35,0.43,0.0,0.35,0.36,0.34,0.43,0.39,0.35,0.35,0.36,0.34,0.34,0.38,0.38,0.36,0.0,0.39,0.34,0.41,0.0,0.0,0.35,0.36,0.0,0.0,0.0,0.0,0.34,0.36,0.0,0.35,0.36,0.36,0.34,0.38,0.34,0.0,0.0,0.0,0.34,0.35,0.0,0.35,0.39,0.38,0.0,0.35,0.36,0.34,0.38,0.36,0.35,0.34,0.35,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.41
08/10/2021,0.49,0.54,0.36,0.55,0.57,0.5,0.51,0.47,0.46,0.51,0.44,0.53,0.49,0.49,0.53,0.47,0.48,0.42,0.48,0.4,0.0,0.47,0.47,0.47,0.48,0.44,0.37,0.42,0.48,0.45,0.48,0.39,0.45,0.46,0.44,0.48,0.44,0.41,0.35,0.5,0.45,0.51,0.46,0.42,0.42,0.0,0.37,0.44,0.42,0.43,0.4,0.42,0.44,0.38,0.43,0.39,0.41,0.41,0.45,0.45,0.43,0.4,0.41,0.43,0.46,0.41,0.4,0.0,0.41,0.39,0.43,0.38,0.45,0.4,0.4,0.39,0.34,0.38,0.39,0.37,0.42,0.42,0.4,0.34,0.4,0.37,0.38,0.41,0.39,0.38,0.38,0.42,0.4,0.36,0.38,0.44,0.38,0.43,0.38,0.41,0.0,0.44,0.39,0.39,0.39,0.42,0.4,0.0,0.4,0.41,0.4,0.47,0.38,0.42,0.4,0.41,0.0,0.38,0.0,0.39,0.36,0.37,0.4,0.38,0.43,0.4,0.37,0.35,0.42,0.4,0.39,0.37,0.34,0.38,0.37,0.41,0.39,0.0,0.49,0.38,0.35,0.0,0.38,0.0,0.35,0.38,0.37,0.36,0.37,0.42,0.35,0.0,0.37,0.37,0.38,0.38,0.37,0.36,0.36,0.37,0.39,0.35,0.37,0.35,0.0,0.0,0.35,0.37,0.34,0.36,0.36,0.0,0.0,0.0,0.35,0.43,0.0,0.35,0.36,0.34,0.43,0.39,0.35,0.35,0.36,0.34,0.34,0.38,0.38,0.36,0.0,0.39,0.34,0.41,0.0,0.0,0.35,0.36,0.0,0.0,0.0,0.0,0.34,0.36,0.0,0.35,0.36,0.36,0.34,0.38,0.34,0.0,0.0,0.0,0.34,0.35,0.0,0.35,0.39,0.38,0.0,0.35,0.36,0.34,0.38,0.36,0.35,0.34,0.35,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.41
