,MSFT,GOOG,GOOGL,NVDA,TSLA,JNJ,V,HD,MA,PG,DIS,ADBE,VZ,CRM,INTC,CSCO,KO,PEP,TMO,NKE,MRK,ACN,LLY,TXN,MCD,UPS,LIN,UNP,BMY,LOW,AMGN,INTU,BLK,SBUX,MS,AMAT,IBM,TGT,AMT,CAT,AXP,MMM,DE,SCHW,SPGI,ZTS,BKNG,PLD,LRCX,GILD,CCI,ADP,CI,TJX,USB,PNC,CME,CSX,EL,TFC,EQIX,ATVI,CB,MMC,ITW,MELI,SHW,ILMN,NSC,EW,ICE,CL,ADSK,MCO,WM,ETN,HUM,HCA,PGR,IDXX,ECL,AON,BIIB,VRTX,NEM,ROP,JCI,EBAY,TROW,LULU,KMB,A,ALGN,TT,SLB,INFO,CNC,DXCM,APTV,SRE,WDAY,BK,EA,DD,AIG,PRU,BAX,PPG,ALL,CDNS,MPC,TRV,HPQ,PSX,MSI,GIS,IFF,RMD,DFS,WELL,HLT,AFL,CMI,MTD,ROK,FRC,SWK,WMB,ANSS,VLO,SIVB,PCAR,FAST,OKTA,WLTW,AWK,STT,KEYS,ZBRA,CBRE,AMP,CPRT,ES,Cash & Cash Equivalents,WST,VFC,LYB,EQR,BLL,GNRC,KR,LH,AJG,BBY,WY,OKE,KSU,ED,CERN,KDP,WAT,XYL,TSCO,MKC,FTV,DOV,HIG,GRMN,CLX,TDOC,TRMB,URI,NTRS,IP,LNG,KMX,STE,BURL,GWW,HBAN,EXPD,EIX,KEY,HZNP,RF,HPE,TTWO,PEAK,NVR,ALLY,TDY,ABC,CTLT,DRI,NDAQ,GPC,MTB,TFX,PODD,CFG,POOL,BXP,DPZ,IEX,DGX,HOLX,PFG,BON.PA,n/a,MKTX,TECH,AMCR,042660.KS,688185.SS,SUM
07/28/2021,10.43,4.1,4.01,2.43,2.48,2.27,2.13,1.81,1.76,1.72,1.61,1.5,1.16,1.21,1.09,1.18,1.18,1.09,1.06,1.07,0.99,1.02,1.0,0.87,0.91,0.77,0.79,0.74,0.77,0.74,0.72,0.73,0.67,0.75,0.67,0.64,0.64,0.66,0.64,0.58,0.6,0.59,0.53,0.49,0.51,0.49,0.45,0.48,0.46,0.44,0.42,0.44,0.41,0.41,0.4,0.39,0.38,0.38,0.39,0.37,0.38,0.36,0.38,0.38,0.36,0.37,0.37,0.36,0.34,0.34,0.34,0.34,0.35,0.32,0.31,0.31,0.31,0.34,0.28,0.3,0.28,0.26,0.25,0.26,0.24,0.26,0.26,0.25,0.24,0.25,0.23,0.23,0.24,0.24,0.2,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.2,0.21,0.2,0.2,0.19,0.2,0.21,0.18,0.19,0.18,0.16,0.18,0.18,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.16,0.15,0.16,0.13,0.16,0.15,0.16,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.0,0.14,0.14,0.13,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.09,0.09,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,95.1
07/29/2021,10.4,4.15,4.04,2.4,2.54,2.27,2.14,1.79,1.75,1.72,1.63,1.49,1.16,1.21,1.11,1.18,1.18,1.09,1.05,1.06,0.99,1.02,0.99,0.87,0.92,0.76,0.79,0.74,0.76,0.73,0.71,0.73,0.67,0.75,0.68,0.64,0.64,0.66,0.64,0.58,0.59,0.59,0.53,0.49,0.5,0.48,0.46,0.48,0.46,0.43,0.41,0.44,0.41,0.41,0.4,0.39,0.38,0.38,0.39,0.37,0.37,0.35,0.38,0.38,0.36,0.36,0.37,0.36,0.34,0.34,0.34,0.34,0.35,0.32,0.31,0.31,0.3,0.34,0.28,0.3,0.28,0.29,0.25,0.26,0.24,0.26,0.25,0.25,0.24,0.25,0.23,0.23,0.24,0.24,0.21,0.22,0.21,0.22,0.22,0.21,0.21,0.21,0.21,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.18,0.19,0.18,0.16,0.18,0.18,0.18,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.15,0.16,0.14,0.16,0.15,0.16,0.15,0.13,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.15,0.13,0.14,0.14,0.13,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.1,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.05
07/30/2021,10.36,4.08,4.0,2.4,2.5,2.29,2.15,1.78,1.75,1.74,1.65,1.49,1.18,1.2,1.09,1.18,1.19,1.1,1.06,1.06,1.0,1.03,1.0,0.86,0.93,0.71,0.79,0.74,0.77,0.72,0.72,0.73,0.67,0.75,0.68,0.63,0.65,0.65,0.65,0.58,0.6,0.59,0.53,0.49,0.5,0.49,0.46,0.48,0.45,0.44,0.42,0.45,0.41,0.42,0.4,0.39,0.39,0.37,0.38,0.37,0.38,0.33,0.39,0.38,0.36,0.36,0.37,0.36,0.33,0.35,0.34,0.34,0.34,0.32,0.31,0.31,0.31,0.34,0.29,0.3,0.29,0.3,0.26,0.27,0.25,0.26,0.26,0.25,0.23,0.25,0.23,0.23,0.24,0.24,0.21,0.22,0.21,0.22,0.22,0.21,0.21,0.21,0.21,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.18,0.19,0.18,0.16,0.18,0.18,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.17,0.17,0.16,0.15,0.16,0.14,0.16,0.15,0.16,0.15,0.13,0.16,0.15,0.15,0.14,0.16,0.14,0.15,0.15,0.13,0.14,0.14,0.14,0.15,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.1,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.1
08/02/2021,10.31,4.06,4.1,2.44,2.61,2.27,2.12,1.77,1.74,1.71,1.63,1.49,1.17,1.19,1.1,1.17,1.18,1.09,1.06,1.07,0.98,1.02,1.0,0.88,0.92,0.7,0.79,0.73,0.77,0.71,0.71,0.73,0.67,0.73,0.68,0.64,0.64,0.66,0.63,0.58,0.59,0.58,0.54,0.5,0.51,0.49,0.46,0.48,0.45,0.44,0.42,0.45,0.41,0.42,0.41,0.39,0.39,0.37,0.39,0.38,0.35,0.33,0.38,0.38,0.36,0.37,0.37,0.36,0.32,0.35,0.34,0.34,0.36,0.32,0.31,0.32,0.28,0.34,0.28,0.3,0.29,0.3,0.25,0.26,0.25,0.26,0.26,0.25,0.23,0.25,0.23,0.23,0.26,0.24,0.21,0.22,0.2,0.22,0.23,0.21,0.21,0.22,0.21,0.2,0.21,0.2,0.19,0.19,0.2,0.21,0.18,0.19,0.18,0.16,0.19,0.18,0.19,0.2,0.19,0.19,0.19,0.18,0.17,0.18,0.18,0.17,0.16,0.15,0.16,0.14,0.16,0.15,0.16,0.15,0.13,0.16,0.16,0.15,0.14,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.15,0.13,0.13,0.15,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.13,0.12,0.11,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.15
08/03/2021,10.28,4.03,4.07,2.43,2.66,2.28,2.11,1.78,1.73,1.75,1.61,1.5,1.16,1.18,1.1,1.18,1.18,1.1,1.08,1.08,0.98,1.02,1.0,0.89,0.91,0.7,0.81,0.74,0.77,0.71,0.7,0.73,0.67,0.72,0.68,0.65,0.64,0.66,0.63,0.57,0.59,0.58,0.54,0.5,0.52,0.49,0.45,0.48,0.46,0.43,0.42,0.45,0.41,0.42,0.4,0.39,0.38,0.37,0.39,0.37,0.37,0.33,0.38,0.38,0.36,0.36,0.37,0.36,0.33,0.35,0.34,0.32,0.36,0.32,0.32,0.32,0.28,0.34,0.28,0.29,0.29,0.3,0.25,0.26,0.25,0.26,0.26,0.23,0.23,0.25,0.23,0.24,0.26,0.24,0.2,0.22,0.2,0.25,0.23,0.21,0.21,0.22,0.21,0.2,0.21,0.2,0.19,0.19,0.2,0.21,0.18,0.19,0.18,0.16,0.19,0.18,0.19,0.2,0.19,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.16,0.15,0.16,0.14,0.15,0.15,0.16,0.15,0.13,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.14,0.16,0.13,0.14,0.15,0.13,0.13,0.15,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.12
08/04/2021,10.28,4.03,4.07,2.43,2.66,2.28,2.11,1.78,1.73,1.75,1.61,1.5,1.16,1.18,1.1,1.18,1.18,1.1,1.08,1.08,0.98,1.02,1.0,0.89,0.91,0.7,0.81,0.74,0.77,0.71,0.7,0.73,0.67,0.72,0.68,0.65,0.64,0.66,0.63,0.57,0.59,0.58,0.54,0.5,0.52,0.49,0.45,0.48,0.46,0.43,0.42,0.45,0.41,0.42,0.4,0.39,0.38,0.37,0.39,0.37,0.37,0.33,0.38,0.38,0.36,0.36,0.37,0.36,0.33,0.35,0.34,0.32,0.36,0.32,0.32,0.32,0.28,0.34,0.28,0.29,0.29,0.3,0.25,0.26,0.25,0.26,0.26,0.23,0.23,0.25,0.23,0.24,0.26,0.24,0.2,0.22,0.2,0.25,0.23,0.21,0.21,0.22,0.21,0.2,0.21,0.2,0.19,0.19,0.2,0.21,0.18,0.19,0.18,0.16,0.19,0.18,0.19,0.2,0.19,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.16,0.15,0.16,0.14,0.15,0.15,0.16,0.15,0.13,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.14,0.16,0.13,0.14,0.15,0.13,0.13,0.15,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.12
08/05/2021,10.29,4.05,4.08,2.46,2.75,2.28,2.06,1.78,1.68,1.75,1.61,1.49,1.17,1.18,1.1,1.18,1.18,1.09,1.06,1.08,0.98,1.01,1.01,0.89,0.9,0.7,0.79,0.74,0.77,0.71,0.7,0.73,0.67,0.72,0.68,0.66,0.64,0.65,0.64,0.57,0.59,0.58,0.53,0.49,0.53,0.49,0.45,0.48,0.46,0.43,0.42,0.45,0.41,0.41,0.4,0.39,0.38,0.37,0.38,0.37,0.37,0.32,0.39,0.38,0.36,0.36,0.38,0.36,0.33,0.36,0.34,0.32,0.36,0.32,0.31,0.31,0.28,0.35,0.28,0.29,0.28,0.3,0.26,0.26,0.25,0.26,0.26,0.24,0.24,0.25,0.23,0.24,0.27,0.24,0.2,0.22,0.21,0.25,0.23,0.21,0.21,0.22,0.21,0.2,0.21,0.2,0.19,0.19,0.2,0.21,0.18,0.19,0.18,0.16,0.19,0.18,0.19,0.2,0.19,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.16,0.15,0.16,0.14,0.15,0.14,0.16,0.15,0.13,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.14,0.16,0.14,0.13,0.15,0.13,0.12,0.15,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.11
08/06/2021,10.3,4.03,4.08,2.46,2.73,2.29,2.02,1.79,1.64,1.76,1.58,1.49,1.16,1.17,1.1,1.19,1.17,1.09,1.06,1.09,0.97,1.02,1.04,0.87,0.89,0.7,0.8,0.74,0.78,0.71,0.71,0.73,0.68,0.7,0.68,0.66,0.65,0.66,0.63,0.57,0.58,0.58,0.54,0.49,0.53,0.49,0.44,0.48,0.46,0.44,0.42,0.45,0.41,0.42,0.4,0.39,0.38,0.37,0.38,0.37,0.37,0.31,0.39,0.38,0.37,0.36,0.38,0.36,0.33,0.36,0.34,0.32,0.36,0.32,0.32,0.33,0.28,0.35,0.29,0.3,0.28,0.3,0.26,0.26,0.25,0.26,0.26,0.23,0.24,0.25,0.23,0.24,0.26,0.25,0.2,0.22,0.2,0.25,0.23,0.21,0.21,0.22,0.2,0.2,0.21,0.2,0.19,0.2,0.2,0.21,0.18,0.19,0.18,0.17,0.19,0.18,0.19,0.2,0.19,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.16,0.15,0.16,0.14,0.15,0.14,0.16,0.15,0.14,0.16,0.16,0.16,0.14,0.16,0.15,0.15,0.15,0.14,0.16,0.14,0.14,0.14,0.13,0.12,0.15,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.12,0.13,0.12,0.11,0.11,0.12,0.13,0.12,0.12,0.1,0.1,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.1,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.12
08/09/2021,10.36,4.04,4.08,2.55,2.74,2.28,2.04,1.79,1.65,1.75,1.61,1.51,1.14,1.22,1.1,1.18,1.16,1.07,1.07,1.11,0.96,1.02,1.07,0.89,0.88,0.69,0.8,0.74,0.77,0.7,0.68,0.74,0.68,0.7,0.68,0.65,0.64,0.66,0.63,0.57,0.58,0.57,0.54,0.5,0.53,0.49,0.45,0.48,0.46,0.44,0.42,0.45,0.36,0.41,0.4,0.39,0.37,0.37,0.38,0.37,0.37,0.31,0.39,0.38,0.36,0.4,0.38,0.37,0.32,0.36,0.34,0.32,0.36,0.33,0.31,0.32,0.27,0.34,0.28,0.3,0.28,0.3,0.26,0.26,0.24,0.26,0.26,0.23,0.24,0.26,0.23,0.24,0.26,0.23,0.2,0.22,0.2,0.25,0.21,0.21,0.21,0.22,0.2,0.2,0.21,0.2,0.18,0.19,0.19,0.21,0.18,0.19,0.18,0.16,0.18,0.18,0.18,0.19,0.19,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.15,0.15,0.16,0.13,0.16,0.14,0.16,0.15,0.14,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.0,0.16,0.13,0.13,0.14,0.13,0.12,0.15,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.13,0.12,0.11,0.11,0.12,0.13,0.12,0.12,0.1,0.1,0.12,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.1,0.1,0.09,0.0,0.14,0.09,0.09,0.0,0.0,0.0,95.10000000000002
08/13/2021,10.25,4.08,4.1,2.46,2.72,2.28,2.02,1.79,1.63,1.75,1.61,1.48,1.15,1.18,1.1,1.18,1.17,1.07,1.07,1.1,0.95,1.02,1.1,0.87,0.87,0.69,0.79,0.74,0.76,0.69,0.66,0.73,0.7,0.69,0.71,0.64,0.63,0.66,0.61,0.58,0.58,0.58,0.56,0.54,0.52,0.47,0.45,0.48,0.44,0.44,0.41,0.46,0.37,0.43,0.41,0.41,0.38,0.38,0.38,0.39,0.36,0.32,0.4,0.38,0.36,0.42,0.38,0.37,0.33,0.35,0.34,0.32,0.37,0.32,0.31,0.33,0.27,0.33,0.28,0.29,0.28,0.3,0.26,0.26,0.23,0.25,0.26,0.23,0.25,0.25,0.23,0.24,0.26,0.23,0.2,0.22,0.19,0.24,0.23,0.21,0.2,0.23,0.2,0.21,0.23,0.21,0.18,0.2,0.2,0.21,0.19,0.19,0.19,0.16,0.19,0.18,0.19,0.2,0.2,0.18,0.18,0.19,0.17,0.18,0.18,0.17,0.16,0.15,0.16,0.14,0.16,0.14,0.16,0.14,0.14,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.0,0.16,0.13,0.14,0.14,0.15,0.13,0.15,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.13,0.12,0.13,0.1,0.1,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.1,0.09,0.1,0.1,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,95.17
08/16/2021,10.32,4.06,4.09,2.45,2.76,2.28,1.96,1.79,1.6,1.75,1.62,1.51,1.15,1.2,1.08,1.19,1.16,1.07,1.07,1.08,0.96,1.02,1.07,0.86,0.88,0.69,0.8,0.76,0.75,0.7,0.66,0.73,0.7,0.68,0.73,0.59,0.64,0.65,0.62,0.6,0.57,0.58,0.57,0.54,0.52,0.47,0.45,0.48,0.42,0.44,0.41,0.45,0.37,0.43,0.42,0.41,0.37,0.39,0.37,0.39,0.36,0.33,0.41,0.38,0.37,0.41,0.39,0.37,0.34,0.35,0.33,0.32,0.37,0.32,0.32,0.33,0.26,0.33,0.28,0.29,0.28,0.31,0.26,0.25,0.23,0.25,0.26,0.23,0.24,0.25,0.23,0.24,0.26,0.23,0.2,0.22,0.18,0.24,0.22,0.21,0.21,0.23,0.2,0.21,0.23,0.21,0.19,0.2,0.2,0.21,0.19,0.19,0.19,0.16,0.19,0.18,0.19,0.2,0.2,0.17,0.17,0.19,0.18,0.18,0.18,0.17,0.16,0.15,0.16,0.14,0.16,0.14,0.16,0.14,0.14,0.16,0.16,0.15,0.15,0.16,0.16,0.15,0.15,0.0,0.16,0.13,0.14,0.14,0.15,0.13,0.15,0.14,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.11,0.13,0.12,0.12,0.11,0.12,0.13,0.12,0.12,0.1,0.1,0.12,0.13,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.11,0.0,0.09,0.0,0.0,0.09,0.09,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.14,0.0,0.0,0.0,0.0,0.0,95.15
08/17/2021,10.39,4.05,4.09,2.47,2.73,2.29,1.96,1.77,1.6,1.75,1.63,1.51,1.15,1.21,1.08,1.18,1.16,1.07,1.07,1.08,0.96,1.02,1.07,0.86,0.88,0.69,0.8,0.76,0.75,0.69,0.66,0.74,0.7,0.68,0.73,0.59,0.64,0.65,0.62,0.59,0.56,0.58,0.56,0.53,0.53,0.48,0.45,0.48,0.41,0.44,0.41,0.45,0.37,0.42,0.41,0.4,0.37,0.38,0.37,0.38,0.36,0.32,0.41,0.38,0.36,0.41,0.39,0.37,0.34,0.35,0.33,0.32,0.36,0.32,0.32,0.33,0.26,0.33,0.28,0.29,0.28,0.31,0.26,0.25,0.23,0.25,0.26,0.25,0.24,0.25,0.23,0.24,0.26,0.23,0.2,0.22,0.18,0.24,0.22,0.21,0.21,0.23,0.2,0.2,0.23,0.21,0.19,0.2,0.2,0.21,0.19,0.19,0.18,0.16,0.19,0.18,0.19,0.2,0.21,0.18,0.17,0.19,0.17,0.18,0.18,0.17,0.16,0.15,0.16,0.13,0.16,0.14,0.16,0.14,0.14,0.16,0.16,0.15,0.15,0.16,0.15,0.14,0.15,0.0,0.16,0.13,0.14,0.14,0.14,0.13,0.15,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.11,0.13,0.12,0.12,0.11,0.12,0.13,0.12,0.13,0.1,0.1,0.12,0.12,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.1,0.0,0.1,0.1,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,95.01
08/18/2021,10.39,4.05,4.09,2.47,2.73,2.29,1.96,1.77,1.6,1.75,1.63,1.51,1.15,1.21,1.08,1.18,1.16,1.07,1.07,1.08,0.96,1.02,1.07,0.86,0.88,0.69,0.8,0.76,0.75,0.69,0.66,0.74,0.7,0.68,0.73,0.59,0.64,0.65,0.62,0.59,0.56,0.58,0.56,0.53,0.53,0.48,0.45,0.48,0.41,0.44,0.41,0.45,0.37,0.42,0.41,0.4,0.37,0.38,0.37,0.38,0.36,0.32,0.41,0.38,0.36,0.41,0.39,0.37,0.34,0.35,0.33,0.32,0.36,0.32,0.32,0.33,0.26,0.33,0.28,0.29,0.28,0.31,0.26,0.25,0.23,0.25,0.26,0.25,0.24,0.25,0.23,0.24,0.26,0.23,0.2,0.22,0.18,0.24,0.22,0.21,0.21,0.23,0.2,0.2,0.23,0.21,0.19,0.2,0.2,0.21,0.19,0.19,0.18,0.16,0.19,0.18,0.19,0.2,0.21,0.18,0.17,0.19,0.17,0.18,0.18,0.17,0.16,0.15,0.16,0.13,0.16,0.14,0.16,0.14,0.14,0.16,0.16,0.15,0.15,0.16,0.15,0.14,0.15,0.0,0.16,0.13,0.14,0.14,0.14,0.13,0.15,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.11,0.13,0.12,0.12,0.11,0.12,0.13,0.12,0.13,0.1,0.1,0.12,0.12,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.1,0.0,0.1,0.1,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,95.01
08/19/2021,10.43,4.06,4.1,2.44,2.6,2.31,1.98,1.79,1.6,1.76,1.61,1.5,1.15,1.2,1.08,1.18,1.17,1.08,1.08,1.09,0.98,1.03,1.09,0.87,0.89,0.7,0.81,0.75,0.76,0.7,0.66,0.74,0.7,0.69,0.72,0.6,0.64,0.65,0.62,0.59,0.56,0.58,0.56,0.52,0.53,0.48,0.43,0.49,0.42,0.45,0.41,0.45,0.37,0.42,0.41,0.4,0.37,0.38,0.37,0.38,0.36,0.32,0.41,0.39,0.37,0.4,0.39,0.38,0.34,0.35,0.33,0.32,0.36,0.32,0.32,0.33,0.26,0.33,0.28,0.29,0.28,0.31,0.26,0.25,0.23,0.25,0.26,0.25,0.24,0.25,0.23,0.24,0.26,0.23,0.19,0.22,0.18,0.24,0.22,0.21,0.2,0.23,0.2,0.2,0.23,0.21,0.19,0.2,0.2,0.21,0.19,0.2,0.18,0.16,0.19,0.18,0.19,0.2,0.2,0.18,0.17,0.19,0.17,0.18,0.18,0.17,0.16,0.15,0.16,0.13,0.16,0.14,0.16,0.14,0.14,0.16,0.16,0.15,0.15,0.16,0.15,0.14,0.16,0.0,0.16,0.13,0.14,0.14,0.14,0.13,0.15,0.14,0.13,0.13,0.13,0.11,0.13,0.13,0.12,0.12,0.13,0.13,0.12,0.11,0.12,0.13,0.12,0.13,0.1,0.09,0.12,0.12,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.09,0.0,0.1,0.1,0.1,0.0,0.15,0.0,0.0,0.09,0.0,0.0,95.12
08/20/2021,10.46,4.04,4.09,2.4,2.55,2.35,1.99,1.72,1.61,1.78,1.59,1.51,1.16,1.2,1.07,1.18,1.17,1.09,1.1,1.08,1.0,1.04,1.11,0.86,0.89,0.71,0.81,0.76,0.77,0.66,0.67,0.73,0.69,0.69,0.72,0.59,0.64,0.64,0.64,0.58,0.56,0.58,0.56,0.52,0.53,0.49,0.43,0.5,0.41,0.46,0.42,0.45,0.37,0.41,0.4,0.4,0.37,0.38,0.37,0.38,0.37,0.32,0.42,0.39,0.37,0.4,0.39,0.38,0.33,0.37,0.33,0.32,0.36,0.32,0.32,0.33,0.27,0.33,0.28,0.29,0.28,0.32,0.27,0.26,0.23,0.25,0.26,0.25,0.24,0.24,0.24,0.25,0.25,0.23,0.19,0.22,0.19,0.25,0.21,0.21,0.2,0.23,0.2,0.2,0.23,0.21,0.19,0.2,0.2,0.21,0.19,0.2,0.18,0.15,0.19,0.19,0.19,0.2,0.2,0.18,0.17,0.19,0.17,0.18,0.18,0.17,0.15,0.15,0.16,0.13,0.16,0.14,0.16,0.14,0.14,0.16,0.15,0.15,0.15,0.16,0.15,0.14,0.16,0.0,0.17,0.13,0.14,0.14,0.15,0.12,0.16,0.14,0.13,0.13,0.13,0.11,0.13,0.13,0.12,0.12,0.13,0.13,0.12,0.11,0.12,0.13,0.12,0.13,0.1,0.09,0.12,0.12,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.1,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.09,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,95.15000000000002
