,MRNA,AMGN,GILD,ILMN,REGN,BIIB,VRTX,BNTX,SGEN,HZNP,ALNY,AZN,NVAX,INCY,RPRX,BGNE,BMRN,SNY,NTLA,GH,CRSP,ZLAB,SYNH,UTHR,JAZZ,ARGX,FATE,NBIX,BBIO,XLRN,MRTX,BEAM,SRPT,DNLI,ASND,RARE,ARWR,MEDP,PACB,HALO,EXEL,BPMC,IONS,VIR,TWST,ALKS,ADPT,APLS,KOD,ARVN,EDIT,IBRX,ALLK,SWTX,IOVA,RETA,TPTX,KRTX,CRTX,RLAY,ARNA,ALLO,BCRX,ACAD,VCYT,TBIO,PTCT,FOLD,INSM,AGIO,NKTR,CYTK,ALXO,PRTA,MYGN,PCRX,SAGE,NSTG,ITCI,IMAB,GMAB,HCM,IRWD,ALEC,RUBY,AMRN,PTGX,ZNTL,INO,IGMS,AUP.TO,RCKT,RVNC,XNCR,NGM,GBT,LGND,RVMD,GRFS,CSTL,DCPH,DRNA,CDXS,SGMO,MGNX,REPL,MDGL,NRIX,SRRK,PCVX,QURE,RGNX,SUPN,YMAB,ARCT,BLUE,ALVR,PGEN,RPTX,NKTX,GBIO,KRYS,AMTI,FGEN,IMGN,KURA,FMTX,INVA,ARQT,ATRA,CHRS,LEGN,MNKD,CCXI,ISEE,ENDP,TBPH,OMER,STOK,ENTA,RAPT,AMPH,AXSM,TVTX,VNDA,KDMN,ITOS,PSNL,MRSN,IDYA,STRO,OCUL,KROS,IMVT,SMMT,SNDX,PETQ,ANNX,ZGNX,CRNX,RNA,PLRX,AFMD,FULC,XENE,RYTM,RIGL,ORIC,AERI,DTIL,GOSS,CARA,AKRO,RDUS,ANAB,COLL,MGTX,PASG,GTHX,MCRB,EGRX,KDNY,CGEN,PSTX,EPZM,TCRR,ADAP,CLVS,ICPT,PAHC,SELB,ACIU,VSTM,XBIT,KALV,AVDL,SIGA,MRNS,ALT,SPRO,FRTT,GLPG,BPFH,APLT,AUPH,AKBA,PLLDA.AX,GERN,RDHL,KPTI,RLMD,KZR,FIXX,n/a,AGPXX,AKUS,ANIP,EH3A.,FLXN,JNCE,SUM
08/30/2021,12.76,7.0,7.11,5.46,4.98,4.12,4.07,2.34,2.45,1.94,1.9,1.68,1.36,1.32,1.22,1.13,1.15,0.94,0.84,0.95,0.74,0.67,0.76,0.73,0.64,0.75,0.54,0.71,0.59,0.62,0.67,0.51,0.5,0.48,0.63,0.49,0.54,0.52,0.45,0.46,0.48,0.43,0.44,0.52,0.42,0.39,0.38,0.41,0.38,0.33,0.35,0.33,0.36,0.3,0.28,0.26,0.3,0.27,0.25,0.22,0.25,0.27,0.22,0.21,0.24,0.22,0.23,0.23,0.24,0.22,0.21,0.21,0.24,0.24,0.21,0.2,0.2,0.2,0.2,0.16,0.18,0.16,0.17,0.17,0.15,0.18,0.17,0.21,0.15,0.15,0.0,0.15,0.16,0.15,0.13,0.14,0.14,0.16,0.14,0.15,0.14,0.12,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.08,0.09,0.1,0.09,0.08,0.08,0.09,0.1,0.08,0.09,0.09,0.08,0.04,0.05,0.08,0.08,0.09,0.07,0.07,0.07,0.1,0.07,0.07,0.08,0.07,0.07,0.07,0.08,0.07,0.06,0.08,0.06,0.06,0.06,0.05,0.06,0.07,0.07,0.05,0.06,0.08,0.06,0.05,0.05,0.06,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.05,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.0,0.0,0.18,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.62
08/31/2021,12.14,7.02,7.07,5.37,4.94,4.12,4.09,2.26,2.41,1.94,1.91,1.67,1.33,1.32,1.22,1.12,1.21,0.94,0.87,0.97,0.75,0.67,0.77,0.75,0.64,0.73,0.54,0.72,0.6,0.63,0.67,0.54,0.5,0.51,0.65,0.51,0.55,0.52,0.48,0.48,0.48,0.44,0.45,0.52,0.44,0.4,0.39,0.43,0.4,0.34,0.35,0.35,0.37,0.31,0.29,0.27,0.3,0.27,0.25,0.22,0.25,0.28,0.22,0.22,0.26,0.22,0.24,0.24,0.25,0.22,0.22,0.22,0.24,0.24,0.22,0.21,0.21,0.2,0.2,0.16,0.18,0.16,0.17,0.17,0.16,0.17,0.17,0.21,0.15,0.15,0.0,0.16,0.16,0.15,0.14,0.14,0.15,0.17,0.14,0.15,0.14,0.13,0.14,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.12,0.1,0.1,0.1,0.1,0.09,0.12,0.1,0.1,0.08,0.1,0.1,0.09,0.08,0.09,0.1,0.1,0.08,0.1,0.09,0.09,0.04,0.05,0.08,0.08,0.09,0.07,0.07,0.07,0.1,0.08,0.07,0.08,0.07,0.07,0.07,0.08,0.07,0.06,0.08,0.06,0.07,0.06,0.05,0.06,0.07,0.07,0.05,0.07,0.09,0.06,0.05,0.05,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.05,0.04,0.0,0.0,0.18,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.57
09/01/2021,12.14,7.02,7.07,5.37,4.94,4.12,4.09,2.26,2.41,1.94,1.91,1.67,1.33,1.32,1.22,1.12,1.21,0.94,0.87,0.97,0.75,0.67,0.77,0.75,0.64,0.73,0.54,0.72,0.6,0.63,0.67,0.54,0.5,0.51,0.65,0.51,0.55,0.52,0.48,0.48,0.48,0.44,0.45,0.52,0.44,0.4,0.39,0.43,0.4,0.34,0.35,0.35,0.37,0.31,0.29,0.27,0.3,0.27,0.25,0.22,0.25,0.28,0.22,0.22,0.26,0.22,0.24,0.24,0.25,0.22,0.22,0.22,0.24,0.24,0.22,0.21,0.21,0.2,0.2,0.16,0.18,0.16,0.17,0.17,0.16,0.17,0.17,0.21,0.15,0.15,0.0,0.16,0.16,0.15,0.14,0.14,0.15,0.17,0.14,0.15,0.14,0.13,0.14,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.12,0.1,0.1,0.1,0.1,0.09,0.12,0.1,0.1,0.08,0.1,0.1,0.09,0.08,0.09,0.1,0.1,0.08,0.1,0.09,0.09,0.04,0.05,0.08,0.08,0.09,0.07,0.07,0.07,0.1,0.08,0.07,0.08,0.07,0.07,0.07,0.08,0.07,0.06,0.08,0.06,0.07,0.06,0.05,0.06,0.07,0.07,0.05,0.07,0.09,0.06,0.05,0.05,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.57
09/02/2021,11.8,7.07,7.15,5.29,5.06,4.14,4.09,2.18,2.44,1.95,1.91,1.67,1.37,1.33,1.22,1.2,1.21,0.94,0.84,1.01,0.73,0.68,0.78,0.75,0.64,0.73,0.54,0.73,0.58,0.64,0.69,0.54,0.48,0.51,0.65,0.52,0.56,0.53,0.48,0.48,0.48,0.44,0.44,0.52,0.43,0.4,0.4,0.42,0.39,0.34,0.33,0.35,0.38,0.3,0.29,0.26,0.3,0.28,0.25,0.22,0.25,0.27,0.22,0.22,0.26,0.23,0.24,0.24,0.25,0.22,0.22,0.21,0.23,0.25,0.22,0.21,0.21,0.21,0.21,0.16,0.18,0.16,0.17,0.17,0.15,0.17,0.17,0.21,0.14,0.15,0.0,0.17,0.15,0.16,0.13,0.14,0.16,0.17,0.14,0.15,0.15,0.13,0.14,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.1,0.1,0.08,0.09,0.09,0.09,0.04,0.05,0.08,0.08,0.09,0.08,0.07,0.07,0.1,0.08,0.07,0.08,0.07,0.08,0.07,0.08,0.07,0.06,0.08,0.06,0.07,0.06,0.05,0.07,0.07,0.08,0.05,0.07,0.09,0.06,0.05,0.05,0.07,0.05,0.05,0.06,0.06,0.07,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.53
09/03/2021,11.91,7.07,7.19,5.26,5.0,4.05,4.08,2.07,2.41,1.93,1.88,1.65,1.4,1.33,1.2,1.22,1.22,0.93,0.87,1.02,0.75,0.71,0.77,0.76,0.63,0.72,0.55,0.72,0.59,0.64,0.69,0.56,0.49,0.51,0.65,0.52,0.56,0.52,0.49,0.48,0.48,0.43,0.45,0.53,0.44,0.4,0.4,0.42,0.38,0.34,0.34,0.35,0.38,0.29,0.29,0.26,0.3,0.28,0.23,0.23,0.25,0.27,0.22,0.22,0.26,0.22,0.24,0.24,0.26,0.22,0.22,0.21,0.22,0.24,0.22,0.21,0.21,0.21,0.22,0.18,0.18,0.17,0.17,0.17,0.15,0.17,0.17,0.22,0.14,0.14,0.0,0.17,0.15,0.16,0.13,0.14,0.17,0.17,0.14,0.16,0.15,0.13,0.14,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.08,0.11,0.1,0.09,0.08,0.1,0.1,0.09,0.08,0.08,0.1,0.1,0.08,0.1,0.09,0.09,0.04,0.05,0.08,0.08,0.09,0.08,0.08,0.08,0.1,0.07,0.08,0.08,0.08,0.08,0.07,0.08,0.06,0.06,0.08,0.06,0.07,0.06,0.05,0.07,0.07,0.08,0.05,0.07,0.09,0.06,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.06,0.04,0.04,0.04,0.04,0.05,0.0,0.04,0.04,0.04,0.04,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.17,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.5
09/06/2021,12.32,6.94,7.0,5.29,4.91,3.93,3.98,2.02,2.23,1.92,1.83,1.65,1.49,1.32,1.2,1.29,1.21,0.93,0.92,1.03,0.75,0.7,0.77,0.73,0.64,0.74,0.55,0.71,0.59,0.62,0.7,0.56,0.49,0.53,0.72,0.54,0.56,0.54,0.49,0.48,0.49,0.45,0.44,0.5,0.45,0.38,0.43,0.39,0.38,0.33,0.38,0.35,0.4,0.28,0.29,0.27,0.31,0.29,0.23,0.24,0.28,0.29,0.22,0.21,0.28,0.22,0.24,0.24,0.26,0.22,0.22,0.21,0.22,0.25,0.22,0.21,0.21,0.21,0.22,0.18,0.18,0.17,0.16,0.17,0.16,0.16,0.17,0.21,0.14,0.15,0.0,0.18,0.15,0.16,0.13,0.15,0.18,0.17,0.14,0.15,0.15,0.13,0.14,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.08,0.11,0.11,0.1,0.09,0.1,0.1,0.09,0.08,0.09,0.11,0.1,0.08,0.09,0.09,0.08,0.04,0.05,0.08,0.08,0.09,0.08,0.07,0.08,0.1,0.07,0.07,0.08,0.08,0.08,0.07,0.08,0.07,0.06,0.08,0.06,0.07,0.06,0.05,0.06,0.07,0.07,0.05,0.07,0.09,0.06,0.05,0.06,0.07,0.05,0.06,0.06,0.06,0.07,0.05,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.18,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.47
09/07/2021,12.93,6.97,6.97,5.27,4.95,3.91,3.96,2.06,2.15,1.92,1.81,1.63,1.45,1.3,1.2,1.31,1.21,0.92,0.94,1.03,0.72,0.7,0.78,0.73,0.65,0.75,0.53,0.71,0.6,0.62,0.69,0.55,0.5,0.51,0.68,0.54,0.55,0.55,0.48,0.47,0.48,0.45,0.43,0.49,0.44,0.37,0.43,0.4,0.37,0.33,0.36,0.33,0.41,0.27,0.3,0.27,0.3,0.28,0.22,0.23,0.28,0.28,0.22,0.21,0.27,0.22,0.24,0.24,0.26,0.22,0.22,0.21,0.22,0.25,0.22,0.2,0.21,0.21,0.22,0.18,0.18,0.18,0.16,0.17,0.16,0.16,0.17,0.21,0.14,0.14,0.0,0.18,0.15,0.15,0.13,0.15,0.17,0.17,0.14,0.15,0.15,0.13,0.14,0.11,0.11,0.12,0.11,0.11,0.1,0.1,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.07,0.11,0.1,0.09,0.09,0.09,0.1,0.09,0.08,0.08,0.1,0.09,0.08,0.09,0.09,0.08,0.04,0.05,0.08,0.07,0.09,0.08,0.07,0.08,0.1,0.07,0.07,0.08,0.08,0.08,0.07,0.08,0.07,0.06,0.08,0.06,0.07,0.06,0.05,0.06,0.07,0.07,0.05,0.06,0.09,0.06,0.05,0.05,0.07,0.05,0.06,0.06,0.06,0.07,0.05,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.18,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.54000000000002
09/08/2021,12.93,6.97,6.97,5.27,4.95,3.91,3.96,2.06,2.15,1.92,1.81,1.63,1.45,1.3,1.2,1.31,1.21,0.92,0.94,1.03,0.72,0.7,0.78,0.73,0.65,0.75,0.53,0.71,0.6,0.62,0.69,0.55,0.5,0.51,0.68,0.54,0.55,0.55,0.48,0.47,0.48,0.45,0.43,0.49,0.44,0.37,0.43,0.4,0.37,0.33,0.36,0.33,0.41,0.27,0.3,0.27,0.3,0.28,0.22,0.23,0.28,0.28,0.22,0.21,0.27,0.22,0.24,0.24,0.26,0.22,0.22,0.21,0.22,0.25,0.22,0.2,0.21,0.21,0.22,0.18,0.18,0.18,0.16,0.17,0.16,0.16,0.17,0.21,0.14,0.14,0.0,0.18,0.15,0.15,0.13,0.15,0.17,0.17,0.14,0.15,0.15,0.13,0.14,0.11,0.11,0.12,0.11,0.11,0.1,0.1,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.07,0.11,0.1,0.09,0.09,0.09,0.1,0.09,0.08,0.08,0.1,0.09,0.08,0.09,0.09,0.08,0.04,0.05,0.08,0.07,0.09,0.08,0.07,0.08,0.1,0.07,0.07,0.08,0.08,0.08,0.07,0.08,0.07,0.06,0.08,0.06,0.07,0.06,0.05,0.06,0.07,0.07,0.05,0.06,0.09,0.06,0.05,0.05,0.07,0.05,0.06,0.06,0.06,0.07,0.05,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.18,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.54000000000002
09/09/2021,12.94,6.97,6.97,5.27,4.95,3.91,3.96,2.06,2.15,1.92,1.81,1.63,1.45,1.3,1.2,1.31,1.21,0.92,0.94,1.03,0.72,0.7,0.78,0.73,0.65,0.75,0.53,0.71,0.6,0.62,0.69,0.55,0.5,0.51,0.68,0.54,0.55,0.55,0.48,0.47,0.48,0.45,0.43,0.49,0.44,0.37,0.43,0.4,0.37,0.33,0.36,0.33,0.41,0.27,0.3,0.27,0.3,0.28,0.22,0.23,0.28,0.28,0.22,0.21,0.27,0.22,0.24,0.24,0.26,0.22,0.22,0.21,0.22,0.25,0.22,0.2,0.21,0.21,0.22,0.18,0.18,0.18,0.16,0.17,0.16,0.16,0.17,0.21,0.14,0.14,0.0,0.18,0.15,0.15,0.13,0.15,0.17,0.17,0.14,0.15,0.15,0.13,0.14,0.11,0.1,0.12,0.1,0.11,0.1,0.1,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.07,0.11,0.1,0.09,0.09,0.09,0.1,0.09,0.08,0.08,0.1,0.09,0.08,0.09,0.09,0.08,0.04,0.05,0.08,0.07,0.09,0.08,0.07,0.08,0.1,0.07,0.07,0.08,0.08,0.08,0.07,0.08,0.07,0.06,0.08,0.06,0.07,0.06,0.05,0.06,0.07,0.07,0.05,0.06,0.09,0.06,0.05,0.05,0.07,0.05,0.06,0.06,0.06,0.07,0.05,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.18,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.53000000000002
09/10/2021,12.94,6.97,6.97,5.27,4.95,3.91,3.96,2.06,2.15,1.92,1.81,1.63,1.45,1.3,1.2,1.31,1.21,0.92,0.94,1.03,0.72,0.7,0.78,0.73,0.65,0.75,0.53,0.71,0.6,0.62,0.69,0.55,0.5,0.51,0.68,0.54,0.55,0.55,0.48,0.47,0.48,0.45,0.43,0.49,0.44,0.37,0.43,0.4,0.37,0.33,0.36,0.33,0.41,0.27,0.3,0.27,0.3,0.28,0.22,0.23,0.28,0.28,0.22,0.21,0.27,0.22,0.24,0.24,0.26,0.22,0.22,0.21,0.22,0.25,0.22,0.2,0.21,0.21,0.22,0.18,0.18,0.18,0.16,0.17,0.16,0.16,0.17,0.21,0.14,0.14,0.0,0.18,0.15,0.15,0.13,0.15,0.17,0.17,0.14,0.15,0.15,0.13,0.14,0.11,0.1,0.12,0.1,0.11,0.1,0.1,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.07,0.11,0.1,0.09,0.09,0.09,0.1,0.09,0.08,0.08,0.1,0.09,0.08,0.09,0.09,0.08,0.04,0.05,0.08,0.07,0.09,0.08,0.07,0.08,0.1,0.07,0.07,0.08,0.08,0.08,0.07,0.08,0.07,0.06,0.08,0.06,0.07,0.06,0.05,0.06,0.07,0.07,0.05,0.06,0.09,0.06,0.05,0.05,0.07,0.05,0.06,0.06,0.06,0.07,0.05,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.18,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.53000000000002
09/13/2021,14.29,6.7,6.91,5.24,4.75,3.55,3.8,2.19,2.13,1.9,1.75,1.58,1.5,1.26,1.18,1.32,1.15,0.88,0.86,1.04,0.73,0.66,0.78,0.74,0.64,0.71,0.51,0.7,0.6,0.62,0.67,0.54,0.5,0.5,0.65,0.54,0.54,0.55,0.47,0.46,0.48,0.44,0.4,0.5,0.46,0.38,0.42,0.35,0.39,0.37,0.34,0.3,0.43,0.26,0.29,0.27,0.3,0.28,0.21,0.24,0.28,0.28,0.21,0.21,0.26,0.22,0.24,0.24,0.25,0.22,0.22,0.19,0.24,0.25,0.21,0.2,0.2,0.21,0.22,0.19,0.17,0.17,0.16,0.14,0.14,0.16,0.16,0.22,0.14,0.15,0.0,0.17,0.16,0.15,0.13,0.15,0.17,0.18,0.13,0.15,0.15,0.13,0.14,0.11,0.11,0.12,0.1,0.13,0.1,0.1,0.13,0.11,0.11,0.11,0.11,0.1,0.12,0.1,0.09,0.07,0.11,0.1,0.09,0.08,0.09,0.11,0.09,0.09,0.09,0.1,0.09,0.08,0.09,0.09,0.07,0.04,0.05,0.08,0.07,0.09,0.08,0.07,0.08,0.11,0.07,0.12,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.08,0.05,0.07,0.06,0.06,0.07,0.07,0.09,0.05,0.06,0.09,0.06,0.05,0.05,0.07,0.06,0.06,0.06,0.06,0.07,0.05,0.06,0.06,0.04,0.05,0.05,0.04,0.05,0.05,0.04,0.04,0.05,0.05,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.2,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.45
09/14/2021,14.16,6.68,6.98,5.25,4.81,3.57,3.83,2.18,2.17,1.91,1.76,1.59,1.41,1.24,1.19,1.39,1.13,0.87,0.87,1.03,0.73,0.67,0.78,0.74,0.65,0.71,0.51,0.72,0.59,0.63,0.67,0.54,0.51,0.49,0.64,0.55,0.53,0.55,0.47,0.47,0.49,0.46,0.4,0.53,0.47,0.39,0.42,0.22,0.39,0.38,0.35,0.3,0.45,0.27,0.27,0.27,0.31,0.28,0.22,0.23,0.28,0.28,0.21,0.2,0.26,0.22,0.23,0.23,0.25,0.22,0.23,0.19,0.24,0.27,0.2,0.2,0.21,0.21,0.21,0.18,0.17,0.17,0.16,0.14,0.15,0.16,0.16,0.23,0.13,0.15,0.0,0.18,0.15,0.15,0.14,0.14,0.18,0.17,0.13,0.15,0.15,0.13,0.14,0.11,0.12,0.12,0.11,0.13,0.1,0.11,0.13,0.11,0.11,0.12,0.11,0.1,0.11,0.1,0.09,0.07,0.12,0.1,0.09,0.08,0.09,0.11,0.09,0.09,0.08,0.1,0.09,0.08,0.09,0.09,0.12,0.05,0.05,0.08,0.07,0.09,0.08,0.07,0.08,0.11,0.07,0.12,0.08,0.08,0.05,0.08,0.07,0.07,0.06,0.08,0.05,0.07,0.06,0.06,0.07,0.07,0.08,0.05,0.06,0.08,0.06,0.05,0.05,0.07,0.06,0.06,0.06,0.06,0.07,0.05,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.2,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.55
09/15/2021,14.16,6.68,6.98,5.25,4.81,3.57,3.83,2.18,2.17,1.91,1.76,1.59,1.41,1.23,1.19,1.39,1.13,0.87,0.87,1.03,0.72,0.67,0.78,0.74,0.64,0.7,0.51,0.72,0.59,0.63,0.67,0.54,0.51,0.49,0.64,0.55,0.53,0.55,0.47,0.47,0.49,0.46,0.4,0.53,0.47,0.39,0.42,0.22,0.39,0.38,0.35,0.3,0.45,0.26,0.27,0.27,0.31,0.28,0.22,0.23,0.28,0.28,0.21,0.2,0.26,0.22,0.23,0.23,0.25,0.22,0.23,0.19,0.24,0.27,0.2,0.2,0.21,0.21,0.21,0.18,0.17,0.17,0.16,0.14,0.15,0.16,0.16,0.23,0.13,0.15,0.0,0.18,0.15,0.15,0.14,0.14,0.18,0.17,0.13,0.15,0.15,0.13,0.14,0.11,0.12,0.12,0.11,0.13,0.1,0.11,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.07,0.12,0.1,0.08,0.08,0.09,0.11,0.09,0.08,0.08,0.1,0.09,0.08,0.09,0.08,0.12,0.05,0.05,0.08,0.07,0.09,0.08,0.07,0.08,0.11,0.07,0.12,0.08,0.08,0.05,0.08,0.07,0.07,0.06,0.08,0.05,0.07,0.06,0.06,0.07,0.07,0.08,0.05,0.06,0.08,0.06,0.05,0.05,0.07,0.06,0.06,0.06,0.06,0.07,0.05,0.06,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.2,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.45
09/16/2021,13.42,6.87,7.1,5.27,4.8,3.65,3.93,2.08,2.2,1.89,1.75,1.6,1.38,1.28,1.21,1.46,1.14,0.88,0.84,1.02,0.72,0.68,0.8,0.75,0.66,0.71,0.5,0.74,0.61,0.64,0.69,0.51,0.52,0.51,0.66,0.55,0.54,0.54,0.45,0.47,0.51,0.47,0.41,0.52,0.46,0.4,0.42,0.21,0.39,0.37,0.34,0.3,0.46,0.28,0.27,0.27,0.31,0.28,0.21,0.26,0.29,0.28,0.22,0.21,0.26,0.0,0.24,0.24,0.26,0.23,0.24,0.21,0.25,0.26,0.2,0.2,0.21,0.2,0.22,0.17,0.17,0.17,0.16,0.15,0.14,0.17,0.16,0.24,0.13,0.15,0.0,0.18,0.16,0.16,0.16,0.14,0.17,0.17,0.14,0.15,0.15,0.13,0.13,0.11,0.13,0.12,0.11,0.13,0.11,0.11,0.13,0.15,0.12,0.12,0.11,0.1,0.11,0.1,0.09,0.07,0.12,0.1,0.08,0.09,0.09,0.11,0.09,0.08,0.08,0.11,0.1,0.08,0.1,0.09,0.12,0.05,0.05,0.08,0.07,0.1,0.08,0.07,0.08,0.12,0.07,0.12,0.08,0.08,0.06,0.08,0.07,0.07,0.06,0.08,0.05,0.07,0.06,0.06,0.07,0.07,0.09,0.05,0.06,0.08,0.06,0.05,0.05,0.07,0.06,0.06,0.06,0.06,0.07,0.05,0.06,0.06,0.05,0.05,0.05,0.04,0.05,0.05,0.04,0.04,0.05,0.06,0.06,0.04,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.0,0.0,0.0,0.0,0.22,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.57
