,NTLA,REXR,LSCC,CROX,FFIN,FR,STAA,SLAB,TTEK,HQY,EGP,DLB,PACB,RDFN,OMCL,TMX,DNLI,FOXF,COHR,VRNS,TNDM,BLD,GMED,HALO,PLNT,SPCE,SWAV,LFUS,NVTA,MSA,BL,SRPT,APPS,QTS,TWST,UPWK,EVBG,NVRO,WSC,ZI,QTWO,IONS,SAIA,RPD,APPN,GTLS,NEO,TDC,IBKR,AYX,MEDP,POWI,BPMC,FEYE,WK,INSP,HXL,NOVT,NVST,IIPR,IART,NEOG,OLLI,FSLY,MSTR,ROLL,PSTG,EXPO,WING,IRDM,IIVI,FCN,SSD,CDNA,SAIL,SKLZ,CRNC,MGNI,ITRI,TGTX,DDD,ACC,TRNO,ENSG,ACIW,SMTC,SKX,TRUP,APLS,SFIX,ICUI,EYE,ALKS,LAZR,RLI,LSI,AEIS,BCPC,LPRO,VIAV,ALRM,LPSN,AQUA,CDLX,EBC,BOX,STMP,IOVA,DEN,NEWR,SPSC,MRCY,ROG,ELY,SAFM,KNSL,AWI,OSTK,NTNX,GKOS,AMBA,ENV,FOUR,LANC,QLYS,WDFC,KTOS,SONO,RXN,LITE,ATRC,WTM,COR,NXST,CFX,LSTR,KFY,SRC,WMG,MED,NSP,BEAM,VC,ADPT,AMG,PRI,NUVA,KLIC,PZZA,SAVA,ALTR,RCM,SMPL,SFBS,VAC,RAMP,VVV,MMSI,BE,BWXT,INSM,WH,BAND,VSAT,EDIT,CSOD,MMS,STAG,TWOU,MIME,HAIN,CRUS,BMI,KOD,AGIO,TENB,CHX,DORM,MXL,OLN,AMRS,RIOT,UFPI,FELE,GO,PTCT,KWR,HLNE,ORA,COLM,LTHM,SHEN,CWST,EGHT,GBCI,JBT,ALGT,FUBO,FORM,BCRX,SDGR,FLS,POST,MDLA,CRI,BPOP,PNFP,CYRX,ACAD,CLH,SYNA,SKY,FLOW,WWW,ESI,JCOM,TNET,HTA,EME,MAN,RRR,SRCL,SEM,FIX,LEG,WEN,NSTG,XTSLA,RL,HELE,ARVN,MTSI,INOV,IBP,VCYT,THRM,SUM
07/23/2021,0.51,0.44,0.39,0.42,0.38,0.39,0.34,0.35,0.38,0.34,0.39,0.35,0.32,0.33,0.36,0.36,0.29,0.36,0.35,0.35,0.35,0.35,0.34,0.31,0.33,0.23,0.3,0.33,0.29,0.33,0.32,0.3,0.27,0.29,0.28,0.27,0.28,0.29,0.3,0.3,0.3,0.28,0.29,0.32,0.27,0.3,0.29,0.28,0.28,0.26,0.28,0.27,0.28,0.27,0.29,0.25,0.26,0.26,0.25,0.27,0.26,0.26,0.29,0.24,0.21,0.28,0.27,0.27,0.26,0.26,0.24,0.26,0.27,0.24,0.25,0.21,0.22,0.21,0.23,0.24,0.18,0.26,0.26,0.25,0.23,0.22,0.23,0.21,0.21,0.2,0.21,0.23,0.21,0.2,0.23,0.24,0.21,0.23,0.21,0.21,0.2,0.22,0.21,0.23,0.19,0.18,0.33,0.19,0.18,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.0,0.19,0.2,0.2,0.21,0.19,0.19,0.18,0.18,0.19,0.19,0.2,0.19,0.2,0.19,0.19,0.2,0.2,0.21,0.19,0.18,0.19,0.0,0.17,0.18,0.19,0.19,0.18,0.18,0.2,0.18,0.17,0.16,0.17,0.18,0.16,0.0,0.17,0.17,0.0,0.17,0.16,0.17,0.17,0.19,0.16,0.17,0.18,0.19,0.18,0.18,0.18,0.16,0.16,0.0,0.16,0.16,0.0,0.17,0.16,0.16,0.0,0.0,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.0,0.17,0.16,0.16,0.17,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.15,0.0,0.0,0.18,0.0,0.0,0.16,0.16,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.53
07/26/2021,0.52,0.44,0.4,0.42,0.38,0.38,0.34,0.36,0.37,0.34,0.38,0.35,0.34,0.34,0.35,0.36,0.29,0.36,0.35,0.35,0.34,0.35,0.34,0.3,0.33,0.24,0.3,0.33,0.29,0.32,0.32,0.29,0.27,0.29,0.28,0.28,0.28,0.29,0.31,0.29,0.3,0.28,0.29,0.33,0.27,0.3,0.29,0.29,0.28,0.26,0.27,0.28,0.27,0.26,0.29,0.26,0.27,0.25,0.26,0.28,0.26,0.26,0.29,0.24,0.23,0.28,0.27,0.27,0.26,0.26,0.25,0.25,0.26,0.24,0.25,0.21,0.22,0.22,0.23,0.24,0.19,0.25,0.25,0.24,0.23,0.22,0.23,0.21,0.21,0.2,0.21,0.23,0.21,0.2,0.23,0.23,0.21,0.23,0.21,0.21,0.2,0.22,0.21,0.23,0.19,0.17,0.32,0.18,0.18,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.19,0.0,0.19,0.21,0.18,0.21,0.18,0.18,0.18,0.18,0.2,0.19,0.2,0.19,0.19,0.19,0.2,0.2,0.2,0.2,0.19,0.18,0.18,0.16,0.17,0.17,0.19,0.19,0.18,0.19,0.2,0.23,0.16,0.0,0.17,0.18,0.17,0.15,0.16,0.17,0.0,0.17,0.16,0.17,0.16,0.19,0.16,0.17,0.18,0.18,0.18,0.18,0.18,0.16,0.16,0.0,0.15,0.16,0.0,0.16,0.16,0.16,0.16,0.0,0.16,0.17,0.17,0.16,0.17,0.16,0.17,0.16,0.17,0.0,0.17,0.16,0.16,0.17,0.16,0.0,0.15,0.16,0.0,0.0,0.0,0.15,0.0,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5
07/27/2021,0.51,0.44,0.4,0.47,0.37,0.38,0.34,0.35,0.37,0.34,0.38,0.35,0.34,0.33,0.36,0.37,0.29,0.36,0.34,0.36,0.35,0.35,0.34,0.31,0.33,0.22,0.3,0.33,0.28,0.32,0.32,0.3,0.27,0.29,0.28,0.28,0.29,0.29,0.31,0.3,0.3,0.29,0.29,0.34,0.27,0.3,0.29,0.29,0.27,0.26,0.27,0.27,0.27,0.27,0.29,0.26,0.26,0.26,0.26,0.28,0.26,0.25,0.29,0.25,0.24,0.28,0.27,0.26,0.27,0.26,0.24,0.25,0.26,0.24,0.25,0.2,0.22,0.22,0.23,0.24,0.18,0.25,0.25,0.24,0.22,0.22,0.24,0.21,0.21,0.2,0.21,0.23,0.21,0.2,0.23,0.23,0.21,0.23,0.21,0.2,0.2,0.22,0.21,0.23,0.19,0.18,0.33,0.18,0.18,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.0,0.18,0.2,0.19,0.21,0.18,0.18,0.18,0.18,0.2,0.19,0.2,0.19,0.19,0.19,0.2,0.19,0.19,0.2,0.19,0.18,0.18,0.0,0.16,0.17,0.18,0.19,0.18,0.19,0.22,0.26,0.16,0.16,0.17,0.18,0.17,0.0,0.16,0.17,0.0,0.17,0.0,0.17,0.17,0.19,0.16,0.16,0.18,0.18,0.19,0.18,0.18,0.16,0.16,0.0,0.0,0.17,0.0,0.16,0.16,0.16,0.16,0.0,0.17,0.17,0.16,0.16,0.17,0.16,0.17,0.16,0.17,0.0,0.17,0.16,0.16,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.15,0.0,0.15,0.0,0.0,0.18,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.19,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,46.60000000000001
07/28/2021,0.47,0.45,0.4,0.47,0.38,0.39,0.34,0.35,0.38,0.34,0.39,0.35,0.33,0.33,0.36,0.37,0.28,0.37,0.35,0.36,0.35,0.36,0.35,0.31,0.34,0.21,0.3,0.33,0.28,0.32,0.32,0.29,0.27,0.29,0.27,0.28,0.29,0.29,0.31,0.3,0.3,0.29,0.3,0.34,0.27,0.28,0.29,0.29,0.27,0.26,0.28,0.28,0.27,0.27,0.3,0.27,0.26,0.26,0.25,0.28,0.26,0.25,0.29,0.23,0.23,0.28,0.27,0.27,0.27,0.26,0.24,0.26,0.26,0.24,0.25,0.21,0.22,0.23,0.23,0.24,0.18,0.26,0.26,0.24,0.23,0.22,0.25,0.21,0.22,0.2,0.21,0.23,0.21,0.19,0.23,0.24,0.21,0.23,0.19,0.2,0.2,0.22,0.21,0.24,0.19,0.18,0.33,0.18,0.17,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.0,0.19,0.21,0.19,0.21,0.18,0.18,0.18,0.18,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.21,0.19,0.18,0.19,0.0,0.17,0.18,0.18,0.18,0.18,0.19,0.21,0.25,0.17,0.16,0.17,0.18,0.17,0.15,0.16,0.17,0.0,0.17,0.0,0.17,0.16,0.19,0.0,0.16,0.18,0.19,0.18,0.18,0.18,0.16,0.16,0.0,0.0,0.17,0.0,0.16,0.16,0.16,0.16,0.0,0.16,0.17,0.16,0.16,0.17,0.16,0.17,0.16,0.16,0.0,0.17,0.16,0.16,0.17,0.0,0.0,0.15,0.17,0.0,0.15,0.0,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.15,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.17,0.15,0.0,0.0,0.0,0.0,46.7
07/29/2021,0.46,0.44,0.4,0.47,0.38,0.39,0.32,0.35,0.38,0.34,0.38,0.35,0.33,0.33,0.36,0.37,0.24,0.37,0.34,0.36,0.35,0.35,0.35,0.31,0.34,0.22,0.29,0.33,0.27,0.32,0.32,0.29,0.27,0.29,0.26,0.28,0.29,0.29,0.31,0.3,0.3,0.29,0.29,0.34,0.27,0.27,0.29,0.3,0.27,0.26,0.27,0.28,0.26,0.27,0.3,0.26,0.27,0.26,0.25,0.28,0.27,0.25,0.29,0.23,0.29,0.33,0.27,0.27,0.27,0.26,0.23,0.26,0.26,0.23,0.26,0.2,0.22,0.22,0.23,0.22,0.17,0.26,0.25,0.24,0.23,0.21,0.25,0.21,0.21,0.2,0.21,0.23,0.21,0.19,0.23,0.24,0.21,0.23,0.19,0.2,0.2,0.22,0.22,0.23,0.19,0.18,0.33,0.17,0.18,0.21,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.19,0.2,0.0,0.19,0.21,0.19,0.21,0.18,0.18,0.18,0.18,0.2,0.19,0.2,0.19,0.2,0.2,0.2,0.2,0.2,0.21,0.19,0.18,0.19,0.0,0.16,0.17,0.19,0.19,0.18,0.19,0.21,0.24,0.17,0.16,0.17,0.18,0.17,0.0,0.16,0.17,0.0,0.17,0.0,0.17,0.16,0.19,0.15,0.16,0.18,0.18,0.18,0.18,0.18,0.16,0.16,0.0,0.0,0.17,0.0,0.16,0.16,0.16,0.0,0.16,0.17,0.17,0.16,0.0,0.17,0.16,0.17,0.16,0.17,0.0,0.17,0.16,0.16,0.17,0.16,0.0,0.0,0.17,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.15,0.0,0.15,0.0,0.0,0.19,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,46.61
07/30/2021,0.46,0.45,0.39,0.46,0.38,0.39,0.32,0.34,0.38,0.34,0.39,0.34,0.33,0.33,0.36,0.37,0.22,0.36,0.33,0.36,0.35,0.36,0.36,0.3,0.34,0.22,0.3,0.33,0.27,0.33,0.32,0.29,0.26,0.29,0.26,0.28,0.29,0.29,0.31,0.3,0.3,0.28,0.3,0.34,0.25,0.28,0.28,0.3,0.27,0.25,0.26,0.27,0.26,0.26,0.29,0.26,0.27,0.25,0.26,0.28,0.28,0.25,0.28,0.23,0.27,0.32,0.26,0.27,0.28,0.26,0.23,0.26,0.26,0.24,0.25,0.2,0.22,0.22,0.23,0.22,0.17,0.26,0.26,0.24,0.22,0.21,0.25,0.21,0.21,0.2,0.21,0.23,0.21,0.19,0.24,0.24,0.21,0.24,0.19,0.2,0.2,0.22,0.22,0.23,0.19,0.18,0.33,0.17,0.17,0.21,0.19,0.2,0.2,0.2,0.2,0.22,0.2,0.19,0.2,0.0,0.18,0.21,0.19,0.21,0.18,0.18,0.18,0.18,0.21,0.19,0.2,0.19,0.2,0.2,0.2,0.2,0.2,0.21,0.19,0.18,0.19,0.0,0.17,0.16,0.19,0.19,0.19,0.18,0.21,0.26,0.17,0.16,0.17,0.19,0.17,0.0,0.16,0.18,0.0,0.17,0.0,0.18,0.16,0.19,0.0,0.16,0.18,0.19,0.18,0.18,0.18,0.16,0.16,0.0,0.0,0.17,0.15,0.16,0.16,0.17,0.0,0.0,0.17,0.17,0.16,0.0,0.18,0.16,0.17,0.16,0.16,0.0,0.17,0.16,0.16,0.17,0.16,0.0,0.15,0.16,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.16,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.17,0.15,0.16,0.0,0.0,0.0,46.53
08/02/2021,0.46,0.44,0.41,0.48,0.38,0.38,0.32,0.35,0.38,0.33,0.38,0.34,0.34,0.33,0.33,0.37,0.22,0.37,0.33,0.35,0.35,0.36,0.35,0.3,0.34,0.22,0.31,0.35,0.27,0.32,0.32,0.3,0.27,0.29,0.27,0.29,0.29,0.29,0.31,0.3,0.3,0.28,0.31,0.34,0.25,0.29,0.29,0.3,0.27,0.24,0.26,0.28,0.27,0.26,0.3,0.26,0.25,0.26,0.26,0.28,0.27,0.25,0.28,0.23,0.26,0.32,0.27,0.28,0.28,0.26,0.23,0.26,0.26,0.25,0.25,0.19,0.22,0.22,0.24,0.22,0.19,0.25,0.25,0.23,0.22,0.21,0.25,0.22,0.21,0.19,0.21,0.24,0.22,0.2,0.23,0.24,0.21,0.23,0.2,0.2,0.2,0.22,0.22,0.23,0.19,0.18,0.32,0.17,0.18,0.21,0.2,0.2,0.21,0.2,0.2,0.22,0.2,0.17,0.19,0.0,0.19,0.21,0.19,0.2,0.19,0.18,0.18,0.18,0.21,0.19,0.21,0.19,0.19,0.2,0.2,0.2,0.2,0.21,0.19,0.18,0.19,0.0,0.17,0.17,0.17,0.19,0.18,0.18,0.21,0.21,0.17,0.16,0.17,0.19,0.16,0.15,0.16,0.17,0.0,0.17,0.0,0.18,0.16,0.19,0.0,0.16,0.18,0.19,0.18,0.18,0.18,0.16,0.16,0.0,0.0,0.16,0.16,0.16,0.18,0.18,0.0,0.0,0.17,0.17,0.16,0.0,0.18,0.16,0.17,0.16,0.17,0.0,0.17,0.0,0.16,0.18,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.15,0.16,0.16,0.0,0.0,0.0,0.0,0.16,0.19,0.0,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.16,0.15,0.0,0.19,0.0,0.16,0.15,0.0,0.0,46.61000000000001
08/03/2021,0.48,0.45,0.42,0.48,0.38,0.38,0.32,0.36,0.39,0.33,0.38,0.34,0.34,0.33,0.34,0.37,0.22,0.37,0.33,0.35,0.37,0.36,0.35,0.3,0.34,0.21,0.31,0.35,0.27,0.32,0.32,0.29,0.27,0.29,0.28,0.26,0.29,0.29,0.31,0.3,0.29,0.28,0.32,0.34,0.25,0.3,0.29,0.29,0.27,0.25,0.26,0.32,0.28,0.26,0.3,0.27,0.25,0.27,0.26,0.28,0.28,0.25,0.29,0.22,0.26,0.32,0.26,0.3,0.27,0.27,0.24,0.27,0.26,0.24,0.25,0.19,0.22,0.21,0.24,0.22,0.19,0.25,0.26,0.24,0.22,0.22,0.25,0.21,0.2,0.19,0.22,0.24,0.23,0.2,0.23,0.24,0.22,0.24,0.2,0.2,0.2,0.22,0.21,0.22,0.19,0.18,0.32,0.17,0.18,0.2,0.21,0.2,0.19,0.2,0.2,0.21,0.2,0.16,0.19,0.0,0.19,0.21,0.19,0.21,0.19,0.18,0.18,0.18,0.21,0.19,0.21,0.19,0.2,0.2,0.2,0.2,0.2,0.21,0.19,0.18,0.19,0.0,0.17,0.17,0.17,0.18,0.18,0.18,0.2,0.0,0.17,0.16,0.17,0.19,0.16,0.15,0.16,0.19,0.0,0.17,0.0,0.18,0.16,0.18,0.0,0.16,0.18,0.19,0.17,0.18,0.18,0.16,0.16,0.0,0.0,0.16,0.0,0.16,0.18,0.17,0.0,0.0,0.17,0.17,0.16,0.0,0.18,0.16,0.17,0.16,0.17,0.0,0.18,0.0,0.16,0.18,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.16,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.19,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,0.0,0.16,0.0,0.0,0.18,0.16,0.16,0.0,0.16,0.15,46.68000000000001
08/04/2021,0.48,0.45,0.42,0.48,0.38,0.38,0.32,0.36,0.39,0.33,0.38,0.34,0.34,0.33,0.34,0.37,0.22,0.37,0.33,0.35,0.37,0.36,0.35,0.3,0.34,0.21,0.31,0.35,0.27,0.32,0.32,0.29,0.27,0.29,0.28,0.26,0.29,0.29,0.31,0.3,0.29,0.28,0.32,0.34,0.25,0.3,0.29,0.29,0.27,0.25,0.26,0.32,0.28,0.26,0.3,0.27,0.25,0.27,0.26,0.28,0.28,0.25,0.29,0.22,0.26,0.32,0.26,0.3,0.27,0.27,0.24,0.27,0.26,0.24,0.25,0.19,0.22,0.21,0.24,0.22,0.19,0.25,0.26,0.24,0.22,0.22,0.25,0.21,0.2,0.19,0.22,0.24,0.23,0.2,0.23,0.24,0.22,0.24,0.2,0.2,0.2,0.22,0.21,0.22,0.19,0.18,0.32,0.17,0.18,0.2,0.21,0.2,0.19,0.2,0.2,0.21,0.2,0.16,0.19,0.0,0.19,0.21,0.19,0.21,0.19,0.18,0.18,0.18,0.21,0.19,0.21,0.19,0.2,0.2,0.2,0.2,0.2,0.21,0.19,0.18,0.19,0.0,0.17,0.17,0.17,0.18,0.18,0.18,0.2,0.0,0.17,0.16,0.17,0.19,0.16,0.15,0.16,0.19,0.0,0.17,0.0,0.18,0.16,0.18,0.0,0.16,0.18,0.19,0.17,0.18,0.18,0.16,0.16,0.0,0.0,0.16,0.0,0.16,0.18,0.17,0.0,0.0,0.17,0.17,0.16,0.0,0.18,0.16,0.17,0.16,0.17,0.0,0.18,0.0,0.16,0.18,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.16,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.19,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,0.0,0.16,0.0,0.0,0.18,0.16,0.16,0.0,0.16,0.15,46.68000000000001
08/05/2021,0.48,0.45,0.42,0.48,0.38,0.38,0.32,0.36,0.39,0.33,0.38,0.34,0.34,0.33,0.34,0.37,0.22,0.37,0.33,0.35,0.37,0.36,0.35,0.3,0.34,0.21,0.31,0.35,0.27,0.32,0.32,0.29,0.27,0.29,0.28,0.26,0.29,0.29,0.31,0.3,0.29,0.28,0.32,0.34,0.25,0.3,0.29,0.29,0.27,0.25,0.26,0.32,0.28,0.26,0.3,0.27,0.25,0.27,0.26,0.28,0.28,0.25,0.29,0.22,0.26,0.32,0.26,0.3,0.27,0.27,0.24,0.27,0.26,0.24,0.25,0.19,0.22,0.21,0.24,0.22,0.19,0.25,0.26,0.24,0.22,0.22,0.25,0.21,0.2,0.19,0.22,0.24,0.23,0.2,0.23,0.24,0.22,0.24,0.2,0.2,0.2,0.22,0.21,0.22,0.19,0.18,0.32,0.17,0.18,0.2,0.21,0.2,0.19,0.2,0.2,0.21,0.2,0.16,0.19,0.0,0.19,0.21,0.19,0.21,0.19,0.18,0.18,0.18,0.21,0.19,0.21,0.19,0.2,0.2,0.2,0.2,0.2,0.21,0.19,0.18,0.19,0.0,0.17,0.17,0.17,0.18,0.18,0.18,0.2,0.0,0.17,0.16,0.17,0.19,0.16,0.15,0.16,0.19,0.0,0.17,0.0,0.18,0.16,0.18,0.0,0.16,0.18,0.19,0.17,0.18,0.18,0.16,0.16,0.0,0.0,0.16,0.0,0.16,0.18,0.17,0.0,0.0,0.17,0.17,0.16,0.0,0.18,0.16,0.17,0.16,0.17,0.0,0.18,0.0,0.16,0.18,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.16,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.19,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,0.0,0.16,0.0,0.0,0.18,0.16,0.16,0.0,0.16,0.15,46.68000000000001
08/06/2021,0.47,0.45,0.43,0.49,0.38,0.39,0.33,0.38,0.39,0.33,0.38,0.35,0.32,0.32,0.35,0.36,0.23,0.36,0.32,0.34,0.35,0.39,0.35,0.29,0.33,0.23,0.3,0.35,0.28,0.32,0.32,0.3,0.27,0.29,0.27,0.26,0.28,0.28,0.31,0.31,0.28,0.29,0.34,0.34,0.24,0.32,0.29,0.31,0.27,0.25,0.27,0.32,0.27,0.27,0.29,0.28,0.25,0.26,0.27,0.28,0.27,0.25,0.29,0.22,0.26,0.31,0.28,0.31,0.28,0.26,0.23,0.27,0.26,0.23,0.25,0.19,0.22,0.21,0.24,0.16,0.18,0.25,0.26,0.24,0.21,0.22,0.25,0.21,0.2,0.19,0.2,0.24,0.24,0.19,0.23,0.24,0.21,0.23,0.19,0.2,0.21,0.22,0.23,0.21,0.19,0.19,0.33,0.18,0.18,0.2,0.22,0.19,0.19,0.21,0.2,0.21,0.2,0.16,0.19,0.0,0.19,0.2,0.19,0.21,0.19,0.19,0.18,0.18,0.22,0.19,0.21,0.19,0.2,0.2,0.2,0.2,0.2,0.21,0.19,0.18,0.2,0.0,0.17,0.16,0.18,0.19,0.17,0.18,0.21,0.17,0.17,0.16,0.17,0.19,0.0,0.0,0.17,0.18,0.0,0.16,0.15,0.17,0.16,0.18,0.0,0.16,0.18,0.19,0.17,0.19,0.18,0.0,0.16,0.0,0.0,0.17,0.16,0.16,0.18,0.17,0.0,0.0,0.17,0.17,0.16,0.0,0.18,0.0,0.17,0.17,0.17,0.0,0.18,0.0,0.16,0.18,0.0,0.0,0.16,0.16,0.0,0.16,0.0,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.16,0.19,0.16,0.0,0.16,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.21,0.17,0.0,0.18,0.0,0.16,0.0,0.16,0.0,46.82
