,TECH,XPO,FICO,MOH,SBNY,CGNX,SEDG,WSM,GGG,FDS,STLD,BRO,MPW,CPT,RPM,LII,NDSN,TTC,CDAY,CREE,TREX,OC,DAR,PRAH,MASI,JAZZ,RS,WTRG,FHN,EWBC,LEA,LAD,RH,MKSI,HUBB,JLL,FIVE,CSL,Y,CABO,SAM,ACM,UGI,ATR,WSO,DECK,AFG,RGEN,OLED,AZPN,CLF,BLDR,MIDD,LAMR,NBIX,OSK,SCI,ARW,AXON,CONE,SMG,KSS,MANH,WEX,GNTX,RGA,CPRI,AGCO,EHC,OHI,AMED,PEN,UTHR,STOR,CBSH,CIEN,CASY,NNN,ITT,RGLD,G,BC,CHE,SYNH,RNR,DCI,LECO,IAA,JBL,PII,BRKS,SEIC,ARWR,LSI,WWD,KRC,HOG,ORI,HRC,MAT,TPX,TOL,SNV,SF,REXR,TCF,LSCC,SRCL,FFIN,LPX,RUN,THC,VAC,FAF,IIVI,EXEL,WH,PB,AMG,NVST,OLN,XEC,AIRC,POST,CHDN,EME,PNFP,OGE,HQY,THO,X,STAA,SLM,CFR,SON,MDU,BRX,AYI,MAN,FL,TXRH,JHG,YETI,MTZ,LSTR,BLD,FR,JEF,FOXF,SKX,ACC,TTEK,FSLR,CACI,COHR,DKS,LFUS,PRI,CDK,PCTY,INGR,JBLU,CNXC,NCR,EGP,LHCG,NYT,LITE,EXP,BJ,EVR,MSA,TKR,ADS,SLAB,VVV,CC,VNT,KNX,EQT,CLGX,VLY,RBC,KBR,ACHC,DEI,MMS,AN,GRUB,TNL,NYCB,GMED,GBCI,FLS,CUZ,SLG,NVT,ASGN,IBKR,SRC,TRGP,CROX,HALO,JCOM,COR,AEO,HELE,NATI,TDC,SYNA,CFX,QDEL,IDA,OLLI,GME,GXO,SAIA,VSCO,CIT,IART,ESNT,CREEEUR,RRX,ZD,WOLF,SGMS,TNDM,PFGC,PRGO,APPS,CAR,MEDP,PACW,IRDM,CADE,CLH,SMTC,MTG,NOV,OZK,SUM
07/23/2021,0.75,0.61,0.62,0.63,0.6,0.63,0.61,0.52,0.55,0.54,0.51,0.53,0.5,0.55,0.49,0.51,0.51,0.5,0.54,0.48,0.5,0.44,0.47,0.46,0.52,0.46,0.41,0.44,0.41,0.43,0.41,0.44,0.49,0.42,0.43,0.43,0.46,0.43,0.4,0.44,0.4,0.4,0.41,0.39,0.4,0.46,0.37,0.43,0.41,0.4,0.42,0.38,0.41,0.39,0.39,0.36,0.38,0.36,0.49,0.37,0.33,0.37,0.39,0.37,0.34,0.33,0.37,0.34,0.33,0.36,0.34,0.4,0.34,0.36,0.33,0.38,0.31,0.35,0.34,0.32,0.34,0.33,0.32,0.39,0.31,0.34,0.33,0.31,0.33,0.34,0.3,0.31,0.37,0.35,0.31,0.31,0.3,0.3,0.32,0.3,0.31,0.28,0.28,0.29,0.33,0.0,0.33,0.28,0.3,0.26,0.38,0.3,0.29,0.29,0.32,0.24,0.29,0.28,0.27,0.3,0.28,0.32,0.32,0.27,0.29,0.29,0.29,0.29,0.29,0.27,0.28,0.3,0.29,0.27,0.29,0.27,0.29,0.28,0.28,0.27,0.27,0.28,0.29,0.26,0.26,0.28,0.29,0.29,0.28,0.28,0.27,0.28,0.33,0.26,0.28,0.28,0.27,0.26,0.26,0.31,0.26,0.23,0.29,0.25,0.28,0.27,0.27,0.27,0.26,0.28,0.25,0.26,0.23,0.0,0.29,0.25,0.25,0.23,0.24,0.26,0.0,0.23,0.23,0.23,0.24,0.24,0.23,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.23,0.24,0.0,0.0,0.23,0.23,0.43,0.32,0.26,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.96
07/26/2021,0.75,0.61,0.62,0.63,0.6,0.63,0.61,0.52,0.55,0.54,0.51,0.53,0.5,0.55,0.49,0.51,0.51,0.5,0.54,0.48,0.5,0.44,0.47,0.46,0.52,0.46,0.41,0.44,0.41,0.43,0.41,0.44,0.49,0.42,0.43,0.43,0.46,0.43,0.4,0.44,0.4,0.4,0.41,0.39,0.4,0.46,0.37,0.43,0.41,0.4,0.42,0.38,0.41,0.39,0.39,0.36,0.38,0.36,0.49,0.37,0.33,0.37,0.39,0.37,0.34,0.33,0.37,0.34,0.33,0.36,0.34,0.4,0.34,0.36,0.33,0.38,0.31,0.35,0.34,0.32,0.34,0.33,0.32,0.39,0.31,0.34,0.33,0.31,0.33,0.34,0.3,0.31,0.37,0.35,0.31,0.31,0.3,0.3,0.32,0.3,0.31,0.28,0.28,0.29,0.33,0.0,0.33,0.28,0.3,0.26,0.38,0.3,0.29,0.29,0.32,0.24,0.29,0.28,0.27,0.3,0.28,0.32,0.32,0.27,0.29,0.29,0.29,0.29,0.29,0.27,0.28,0.3,0.29,0.27,0.29,0.27,0.29,0.28,0.28,0.27,0.27,0.28,0.29,0.26,0.26,0.28,0.29,0.29,0.28,0.28,0.27,0.28,0.33,0.26,0.28,0.28,0.27,0.26,0.26,0.31,0.26,0.23,0.29,0.25,0.28,0.27,0.27,0.27,0.26,0.28,0.25,0.26,0.23,0.0,0.29,0.25,0.25,0.23,0.24,0.26,0.0,0.23,0.23,0.23,0.24,0.24,0.23,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.23,0.24,0.0,0.0,0.23,0.23,0.43,0.32,0.26,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.96
07/27/2021,0.75,0.61,0.62,0.63,0.6,0.63,0.61,0.52,0.55,0.54,0.51,0.53,0.5,0.55,0.49,0.51,0.51,0.5,0.54,0.48,0.5,0.44,0.47,0.46,0.52,0.46,0.41,0.44,0.41,0.43,0.41,0.44,0.49,0.42,0.43,0.43,0.46,0.43,0.4,0.44,0.4,0.4,0.41,0.39,0.4,0.46,0.37,0.43,0.41,0.4,0.42,0.38,0.41,0.39,0.39,0.36,0.38,0.36,0.49,0.37,0.33,0.37,0.39,0.37,0.34,0.33,0.37,0.34,0.33,0.36,0.34,0.4,0.34,0.36,0.33,0.38,0.31,0.35,0.34,0.32,0.34,0.33,0.32,0.39,0.31,0.34,0.33,0.31,0.33,0.34,0.3,0.31,0.37,0.35,0.31,0.31,0.3,0.3,0.32,0.3,0.31,0.28,0.28,0.29,0.33,0.0,0.33,0.28,0.3,0.26,0.38,0.3,0.29,0.29,0.32,0.24,0.29,0.28,0.27,0.3,0.28,0.32,0.32,0.27,0.29,0.29,0.29,0.29,0.29,0.27,0.28,0.3,0.29,0.27,0.29,0.27,0.29,0.28,0.28,0.27,0.27,0.28,0.29,0.26,0.26,0.28,0.29,0.29,0.28,0.28,0.27,0.28,0.33,0.26,0.28,0.28,0.27,0.26,0.26,0.31,0.26,0.23,0.29,0.25,0.28,0.27,0.27,0.27,0.26,0.28,0.25,0.26,0.23,0.0,0.29,0.25,0.25,0.23,0.24,0.26,0.0,0.23,0.23,0.23,0.24,0.24,0.23,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.23,0.24,0.0,0.0,0.23,0.23,0.43,0.32,0.26,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.96
07/28/2021,0.75,0.61,0.62,0.63,0.6,0.63,0.61,0.52,0.55,0.54,0.51,0.53,0.5,0.55,0.49,0.51,0.51,0.5,0.54,0.48,0.5,0.44,0.47,0.46,0.52,0.46,0.41,0.44,0.41,0.43,0.41,0.44,0.49,0.42,0.43,0.43,0.46,0.43,0.4,0.44,0.4,0.4,0.41,0.39,0.4,0.46,0.37,0.43,0.41,0.4,0.42,0.38,0.41,0.39,0.39,0.36,0.38,0.36,0.49,0.37,0.33,0.37,0.39,0.37,0.34,0.33,0.37,0.34,0.33,0.36,0.34,0.4,0.34,0.36,0.33,0.38,0.31,0.35,0.34,0.32,0.34,0.33,0.32,0.39,0.31,0.34,0.33,0.31,0.33,0.34,0.3,0.31,0.37,0.35,0.31,0.31,0.3,0.3,0.32,0.3,0.31,0.28,0.28,0.29,0.33,0.0,0.33,0.28,0.3,0.26,0.38,0.3,0.29,0.29,0.32,0.24,0.29,0.28,0.27,0.3,0.28,0.32,0.32,0.27,0.29,0.29,0.29,0.29,0.29,0.27,0.28,0.3,0.29,0.27,0.29,0.27,0.29,0.28,0.28,0.27,0.27,0.28,0.29,0.26,0.26,0.28,0.29,0.29,0.28,0.28,0.27,0.28,0.33,0.26,0.28,0.28,0.27,0.26,0.26,0.31,0.26,0.23,0.29,0.25,0.28,0.27,0.27,0.27,0.26,0.28,0.25,0.26,0.23,0.0,0.29,0.25,0.25,0.23,0.24,0.26,0.0,0.23,0.23,0.23,0.24,0.24,0.23,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.23,0.24,0.0,0.0,0.23,0.23,0.43,0.32,0.26,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.96
07/29/2021,0.75,0.61,0.62,0.63,0.6,0.63,0.61,0.52,0.55,0.54,0.51,0.53,0.5,0.55,0.49,0.51,0.51,0.5,0.54,0.48,0.5,0.44,0.47,0.46,0.52,0.46,0.41,0.44,0.41,0.43,0.41,0.44,0.49,0.42,0.43,0.43,0.46,0.43,0.4,0.44,0.4,0.4,0.41,0.39,0.4,0.46,0.37,0.43,0.41,0.4,0.42,0.38,0.41,0.39,0.39,0.36,0.38,0.36,0.49,0.37,0.33,0.37,0.39,0.37,0.34,0.33,0.37,0.34,0.33,0.36,0.34,0.4,0.34,0.36,0.33,0.38,0.31,0.35,0.34,0.32,0.34,0.33,0.32,0.39,0.31,0.34,0.33,0.31,0.33,0.34,0.3,0.31,0.37,0.35,0.31,0.31,0.3,0.3,0.32,0.3,0.31,0.28,0.28,0.29,0.33,0.0,0.33,0.28,0.3,0.26,0.38,0.3,0.29,0.29,0.32,0.24,0.29,0.28,0.27,0.3,0.28,0.32,0.32,0.27,0.29,0.29,0.29,0.29,0.29,0.27,0.28,0.3,0.29,0.27,0.29,0.27,0.29,0.28,0.28,0.27,0.27,0.28,0.29,0.26,0.26,0.28,0.29,0.29,0.28,0.28,0.27,0.28,0.33,0.26,0.28,0.28,0.27,0.26,0.26,0.31,0.26,0.23,0.29,0.25,0.28,0.27,0.27,0.27,0.26,0.28,0.25,0.26,0.23,0.0,0.29,0.25,0.25,0.23,0.24,0.26,0.0,0.23,0.23,0.23,0.24,0.24,0.23,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.23,0.24,0.0,0.0,0.23,0.23,0.43,0.32,0.26,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.96
07/30/2021,0.75,0.61,0.62,0.63,0.6,0.63,0.61,0.52,0.55,0.54,0.51,0.53,0.5,0.55,0.49,0.51,0.51,0.5,0.54,0.48,0.5,0.44,0.47,0.46,0.52,0.46,0.41,0.44,0.41,0.43,0.41,0.44,0.49,0.42,0.43,0.43,0.46,0.43,0.4,0.44,0.4,0.4,0.41,0.39,0.4,0.46,0.37,0.43,0.41,0.4,0.42,0.38,0.41,0.39,0.39,0.36,0.38,0.36,0.49,0.37,0.33,0.37,0.39,0.37,0.34,0.33,0.37,0.34,0.33,0.36,0.34,0.4,0.34,0.36,0.33,0.38,0.31,0.35,0.34,0.32,0.34,0.33,0.32,0.39,0.31,0.34,0.33,0.31,0.33,0.34,0.3,0.31,0.37,0.35,0.31,0.31,0.3,0.3,0.32,0.3,0.31,0.28,0.28,0.29,0.33,0.0,0.33,0.28,0.3,0.26,0.38,0.3,0.29,0.29,0.32,0.24,0.29,0.28,0.27,0.3,0.28,0.32,0.32,0.27,0.29,0.29,0.29,0.29,0.29,0.27,0.28,0.3,0.29,0.27,0.29,0.27,0.29,0.28,0.28,0.27,0.27,0.28,0.29,0.26,0.26,0.28,0.29,0.29,0.28,0.28,0.27,0.28,0.33,0.26,0.28,0.28,0.27,0.26,0.26,0.31,0.26,0.23,0.29,0.25,0.28,0.27,0.27,0.27,0.26,0.28,0.25,0.26,0.23,0.0,0.29,0.25,0.25,0.23,0.24,0.26,0.0,0.23,0.23,0.23,0.24,0.24,0.23,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.23,0.24,0.0,0.0,0.23,0.23,0.43,0.32,0.26,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.96
08/02/2021,0.75,0.61,0.62,0.63,0.6,0.63,0.61,0.52,0.55,0.54,0.51,0.53,0.5,0.55,0.49,0.51,0.51,0.5,0.54,0.48,0.5,0.44,0.47,0.46,0.52,0.46,0.41,0.44,0.41,0.43,0.41,0.44,0.49,0.42,0.43,0.43,0.46,0.43,0.4,0.44,0.4,0.4,0.41,0.39,0.4,0.46,0.37,0.43,0.41,0.4,0.42,0.38,0.41,0.39,0.39,0.36,0.38,0.36,0.49,0.37,0.33,0.37,0.39,0.37,0.34,0.33,0.37,0.34,0.33,0.36,0.34,0.4,0.34,0.36,0.33,0.38,0.31,0.35,0.34,0.32,0.34,0.33,0.32,0.39,0.31,0.34,0.33,0.31,0.33,0.34,0.3,0.31,0.37,0.35,0.31,0.31,0.3,0.3,0.32,0.3,0.31,0.28,0.28,0.29,0.33,0.0,0.33,0.28,0.3,0.26,0.38,0.3,0.29,0.29,0.32,0.24,0.29,0.28,0.27,0.3,0.28,0.32,0.32,0.27,0.29,0.29,0.29,0.29,0.29,0.27,0.28,0.3,0.29,0.27,0.29,0.27,0.29,0.28,0.28,0.27,0.27,0.28,0.29,0.26,0.26,0.28,0.29,0.29,0.28,0.28,0.27,0.28,0.33,0.26,0.28,0.28,0.27,0.26,0.26,0.31,0.26,0.23,0.29,0.25,0.28,0.27,0.27,0.27,0.26,0.28,0.25,0.26,0.23,0.0,0.29,0.25,0.25,0.23,0.24,0.26,0.0,0.23,0.23,0.23,0.24,0.24,0.23,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.23,0.24,0.0,0.0,0.23,0.23,0.43,0.32,0.26,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.96
08/03/2021,0.75,0.61,0.62,0.63,0.6,0.63,0.61,0.52,0.55,0.54,0.51,0.53,0.5,0.55,0.49,0.51,0.51,0.5,0.54,0.48,0.5,0.44,0.47,0.46,0.52,0.46,0.41,0.44,0.41,0.43,0.41,0.44,0.49,0.42,0.43,0.43,0.46,0.43,0.4,0.44,0.4,0.4,0.41,0.39,0.4,0.46,0.37,0.43,0.41,0.4,0.42,0.38,0.41,0.39,0.39,0.36,0.38,0.36,0.49,0.37,0.33,0.37,0.39,0.37,0.34,0.33,0.37,0.34,0.33,0.36,0.34,0.4,0.34,0.36,0.33,0.38,0.31,0.35,0.34,0.32,0.34,0.33,0.32,0.39,0.31,0.34,0.33,0.31,0.33,0.34,0.3,0.31,0.37,0.35,0.31,0.31,0.3,0.3,0.32,0.3,0.31,0.28,0.28,0.29,0.33,0.0,0.33,0.28,0.3,0.26,0.38,0.3,0.29,0.29,0.32,0.24,0.29,0.28,0.27,0.3,0.28,0.32,0.32,0.27,0.29,0.29,0.29,0.29,0.29,0.27,0.28,0.3,0.29,0.27,0.29,0.27,0.29,0.28,0.28,0.27,0.27,0.28,0.29,0.26,0.26,0.28,0.29,0.29,0.28,0.28,0.27,0.28,0.33,0.26,0.28,0.28,0.27,0.26,0.26,0.31,0.26,0.23,0.29,0.25,0.28,0.27,0.27,0.27,0.26,0.28,0.25,0.26,0.23,0.0,0.29,0.25,0.25,0.23,0.24,0.26,0.0,0.23,0.23,0.23,0.24,0.24,0.23,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.23,0.24,0.0,0.0,0.23,0.23,0.43,0.32,0.26,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.96
08/04/2021,0.75,0.61,0.62,0.63,0.6,0.63,0.61,0.52,0.55,0.54,0.51,0.53,0.5,0.55,0.49,0.51,0.51,0.5,0.54,0.48,0.5,0.44,0.47,0.46,0.52,0.46,0.41,0.44,0.41,0.43,0.41,0.44,0.49,0.42,0.43,0.43,0.46,0.43,0.4,0.44,0.4,0.4,0.41,0.39,0.4,0.46,0.37,0.43,0.41,0.4,0.42,0.38,0.41,0.39,0.39,0.36,0.38,0.36,0.49,0.37,0.33,0.37,0.39,0.37,0.34,0.33,0.37,0.34,0.33,0.36,0.34,0.4,0.34,0.36,0.33,0.38,0.31,0.35,0.34,0.32,0.34,0.33,0.32,0.39,0.31,0.34,0.33,0.31,0.33,0.34,0.3,0.31,0.37,0.35,0.31,0.31,0.3,0.3,0.32,0.3,0.31,0.28,0.28,0.29,0.33,0.0,0.33,0.28,0.3,0.26,0.38,0.3,0.29,0.29,0.32,0.24,0.29,0.28,0.27,0.3,0.28,0.32,0.32,0.27,0.29,0.29,0.29,0.29,0.29,0.27,0.28,0.3,0.29,0.27,0.29,0.27,0.29,0.28,0.28,0.27,0.27,0.28,0.29,0.26,0.26,0.28,0.29,0.29,0.28,0.28,0.27,0.28,0.33,0.26,0.28,0.28,0.27,0.26,0.26,0.31,0.26,0.23,0.29,0.25,0.28,0.27,0.27,0.27,0.26,0.28,0.25,0.26,0.23,0.0,0.29,0.25,0.25,0.23,0.24,0.26,0.0,0.23,0.23,0.23,0.24,0.24,0.23,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.23,0.24,0.0,0.0,0.23,0.23,0.43,0.32,0.26,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.96
08/05/2021,0.75,0.61,0.62,0.63,0.6,0.63,0.61,0.52,0.55,0.54,0.51,0.53,0.5,0.55,0.49,0.51,0.51,0.5,0.54,0.48,0.5,0.44,0.47,0.46,0.52,0.46,0.41,0.44,0.41,0.43,0.41,0.44,0.49,0.42,0.43,0.43,0.46,0.43,0.4,0.44,0.4,0.4,0.41,0.39,0.4,0.46,0.37,0.43,0.41,0.4,0.42,0.38,0.41,0.39,0.39,0.36,0.38,0.36,0.49,0.37,0.33,0.37,0.39,0.37,0.34,0.33,0.37,0.34,0.33,0.36,0.34,0.4,0.34,0.36,0.33,0.38,0.31,0.35,0.34,0.32,0.34,0.33,0.32,0.39,0.31,0.34,0.33,0.31,0.33,0.34,0.3,0.31,0.37,0.35,0.31,0.31,0.3,0.3,0.32,0.3,0.31,0.28,0.28,0.29,0.33,0.0,0.33,0.28,0.3,0.26,0.38,0.3,0.29,0.29,0.32,0.24,0.29,0.28,0.27,0.3,0.28,0.32,0.32,0.27,0.29,0.29,0.29,0.29,0.29,0.27,0.28,0.3,0.29,0.27,0.29,0.27,0.29,0.28,0.28,0.27,0.27,0.28,0.29,0.26,0.26,0.28,0.29,0.29,0.28,0.28,0.27,0.28,0.33,0.26,0.28,0.28,0.27,0.26,0.26,0.31,0.26,0.23,0.29,0.25,0.28,0.27,0.27,0.27,0.26,0.28,0.25,0.26,0.23,0.0,0.29,0.25,0.25,0.23,0.24,0.26,0.0,0.23,0.23,0.23,0.24,0.24,0.23,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.23,0.24,0.0,0.0,0.23,0.23,0.43,0.32,0.26,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.96
08/06/2021,0.75,0.61,0.62,0.63,0.6,0.63,0.61,0.52,0.55,0.54,0.51,0.53,0.5,0.55,0.49,0.51,0.51,0.5,0.54,0.48,0.5,0.44,0.47,0.46,0.52,0.46,0.41,0.44,0.41,0.43,0.41,0.44,0.49,0.42,0.43,0.43,0.46,0.43,0.4,0.44,0.4,0.4,0.41,0.39,0.4,0.46,0.37,0.43,0.41,0.4,0.42,0.38,0.41,0.39,0.39,0.36,0.38,0.36,0.49,0.37,0.33,0.37,0.39,0.37,0.34,0.33,0.37,0.34,0.33,0.36,0.34,0.4,0.34,0.36,0.33,0.38,0.31,0.35,0.34,0.32,0.34,0.33,0.32,0.39,0.31,0.34,0.33,0.31,0.33,0.34,0.3,0.31,0.37,0.35,0.31,0.31,0.3,0.3,0.32,0.3,0.31,0.28,0.28,0.29,0.33,0.0,0.33,0.28,0.3,0.26,0.38,0.3,0.29,0.29,0.32,0.24,0.29,0.28,0.27,0.3,0.28,0.32,0.32,0.27,0.29,0.29,0.29,0.29,0.29,0.27,0.28,0.3,0.29,0.27,0.29,0.27,0.29,0.28,0.28,0.27,0.27,0.28,0.29,0.26,0.26,0.28,0.29,0.29,0.28,0.28,0.27,0.28,0.33,0.26,0.28,0.28,0.27,0.26,0.26,0.31,0.26,0.23,0.29,0.25,0.28,0.27,0.27,0.27,0.26,0.28,0.25,0.26,0.23,0.0,0.29,0.25,0.25,0.23,0.24,0.26,0.0,0.23,0.23,0.23,0.24,0.24,0.23,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.23,0.24,0.0,0.0,0.23,0.23,0.43,0.32,0.26,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.96
08/09/2021,0.75,0.61,0.62,0.63,0.6,0.63,0.61,0.52,0.55,0.54,0.51,0.53,0.5,0.55,0.49,0.51,0.51,0.5,0.54,0.48,0.5,0.44,0.47,0.46,0.52,0.46,0.41,0.44,0.41,0.43,0.41,0.44,0.49,0.42,0.43,0.43,0.46,0.43,0.4,0.44,0.4,0.4,0.41,0.39,0.4,0.46,0.37,0.43,0.41,0.4,0.42,0.38,0.41,0.39,0.39,0.36,0.38,0.36,0.49,0.37,0.33,0.37,0.39,0.37,0.34,0.33,0.37,0.34,0.33,0.36,0.34,0.4,0.34,0.36,0.33,0.38,0.31,0.35,0.34,0.32,0.34,0.33,0.32,0.39,0.31,0.34,0.33,0.31,0.33,0.34,0.3,0.31,0.37,0.35,0.31,0.31,0.3,0.3,0.32,0.3,0.31,0.28,0.28,0.29,0.33,0.0,0.33,0.28,0.3,0.26,0.38,0.3,0.29,0.29,0.32,0.24,0.29,0.28,0.27,0.3,0.28,0.32,0.32,0.27,0.29,0.29,0.29,0.29,0.29,0.27,0.28,0.3,0.29,0.27,0.29,0.27,0.29,0.28,0.28,0.27,0.27,0.28,0.29,0.26,0.26,0.28,0.29,0.29,0.28,0.28,0.27,0.28,0.33,0.26,0.28,0.28,0.27,0.26,0.26,0.31,0.26,0.23,0.29,0.25,0.28,0.27,0.27,0.27,0.26,0.28,0.25,0.26,0.23,0.0,0.29,0.25,0.25,0.23,0.24,0.26,0.0,0.23,0.23,0.23,0.24,0.24,0.23,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.23,0.24,0.0,0.0,0.23,0.23,0.43,0.32,0.26,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.96
08/10/2021,0.75,0.61,0.62,0.63,0.6,0.63,0.61,0.52,0.55,0.54,0.51,0.53,0.5,0.55,0.49,0.51,0.51,0.5,0.54,0.48,0.5,0.44,0.47,0.46,0.52,0.46,0.41,0.44,0.41,0.43,0.41,0.44,0.49,0.42,0.43,0.43,0.46,0.43,0.4,0.44,0.4,0.4,0.41,0.39,0.4,0.46,0.37,0.43,0.41,0.4,0.42,0.38,0.41,0.39,0.39,0.36,0.38,0.36,0.49,0.37,0.33,0.37,0.39,0.37,0.34,0.33,0.37,0.34,0.33,0.36,0.34,0.4,0.34,0.36,0.33,0.38,0.31,0.35,0.34,0.32,0.34,0.33,0.32,0.39,0.31,0.34,0.33,0.31,0.33,0.34,0.3,0.31,0.37,0.35,0.31,0.31,0.3,0.3,0.32,0.3,0.31,0.28,0.28,0.29,0.33,0.0,0.33,0.28,0.3,0.26,0.38,0.3,0.29,0.29,0.32,0.24,0.29,0.28,0.27,0.3,0.28,0.32,0.32,0.27,0.29,0.29,0.29,0.29,0.29,0.27,0.28,0.3,0.29,0.27,0.29,0.27,0.29,0.28,0.28,0.27,0.27,0.28,0.29,0.26,0.26,0.28,0.29,0.29,0.28,0.28,0.27,0.28,0.33,0.26,0.28,0.28,0.27,0.26,0.26,0.31,0.26,0.23,0.29,0.25,0.28,0.27,0.27,0.27,0.26,0.28,0.25,0.26,0.23,0.0,0.29,0.25,0.25,0.23,0.24,0.26,0.0,0.23,0.23,0.23,0.24,0.24,0.23,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.23,0.24,0.0,0.0,0.23,0.23,0.43,0.32,0.26,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.96
