,GME,CROX,SAIA,OMCL,M,GTLS,POWI,UFPI,NEO,EXPO,JBT,ADC,BKU,CBU,PPBI,SEM,IIPR,REZI,ENSG,BCPC,ITRI,PDCE,AMN,MTH,VIAV,CNMD,LGIH,MED,AEIS,ABG,ABCB,AIT,LCII,WTS,ALRM,FHB,NSIT,DDD,AGO,FUL,MSTR,ARNC,KFY,RRC,ONTO,ROG,AJRD,ELY,LPSN,STMP,LXP,HI,EXLS,SHAK,BBBY,UNF,GKOS,MTDR,WDFC,ISBC,ABM,SWN,SPSC,FN,SFNC,OMI,SFBS,VG,ALGT,KLIC,FELE,MDC,KWR,SHOO,CCOI,DIOD,SIG,ONB,AVA,ATI,COLB,ACA,HP,RCII,KTB,WWW,FIX,UCBI,CTB,TRUP,UFS,ITGR,WD,MMSI,DORM,AWR,EPRT,SMPL,OI,FLOW,IBTX,SCL,CWT,LTHM,PLXS,CVBF,SNBR,SPXC,MATX,EAT,FBP,BMI,CADE,BRC,CVET,IRBT,AIN,FORM,MD,SANM,GPI,REGI,AAON,INDB,SJI,IBP,FWRD,ANF,PCRX,MLI,MOG.A,JJSF,AEL,EVTC,VCEL,ROCK,BCC,RPAI,MXL,FSS,VSTO,EGHT,UNIT,WSFS,WGO,TSE,SITC,IDCC,SHEN,B,IOSP,RNST,PBH,FFBC,CAKE,SKYW,PRLB,UCTT,ESE,EPC,AVAV,SBH,COOP,AX,MDRX,HTH,FMBI,BDN,THRM,MANT,BLMN,PRFT,CCS,HUBG,ODP,CRS,CORT,XPER,CTRE,XNCR,BOOT,XHR,GDOT,RMBS,MGLN,FBC,MYGN,UNFI,GNW,SM,FCPT,ROIC,MNRO,CORE,NMIH,PSMT,BANR,BIG,MHO,AAWW,CPE,CELH,HSKA,VICR,SSTK,SYKE,BGS,RLGY,CPK,SVC,RAVN,MODV,PMT,SUM
07/23/2021,1.12,0.0,0.52,0.62,0.56,0.49,0.47,0.43,0.5,0.44,0.43,0.45,0.38,0.39,0.38,0.43,0.43,0.41,0.42,0.4,0.43,0.43,0.43,0.34,0.38,0.38,0.34,0.31,0.41,0.31,0.33,0.33,0.31,0.38,0.36,0.35,0.33,0.47,0.34,0.31,0.49,0.33,0.37,0.41,0.34,0.36,0.34,0.0,0.38,0.35,0.31,0.31,0.34,0.37,0.34,0.34,0.37,0.37,0.33,0.3,0.28,0.35,0.34,0.33,0.3,0.3,0.3,0.32,0.27,0.36,0.29,0.27,0.3,0.32,0.31,0.32,0.4,0.28,0.28,0.25,0.26,0.27,0.33,0.3,0.25,0.26,0.27,0.26,0.0,0.37,0.26,0.29,0.29,0.3,0.28,0.28,0.3,0.29,0.24,0.26,0.26,0.24,0.27,0.29,0.25,0.25,0.25,0.26,0.26,0.27,0.24,0.27,0.25,0.26,0.25,0.25,0.26,0.27,0.25,0.24,0.25,0.28,0.24,0.24,0.28,0.26,0.23,0.27,0.25,0.23,0.23,0.25,0.26,0.25,0.23,0.24,0.22,0.23,0.28,0.23,0.25,0.29,0.23,0.21,0.22,0.22,0.24,0.21,0.23,0.23,0.21,0.21,0.25,0.22,0.24,0.2,0.24,0.22,0.23,0.23,0.21,0.24,0.21,0.23,0.25,0.22,0.21,0.22,0.22,0.22,0.21,0.25,0.0,0.21,0.24,0.0,0.22,0.22,0.21,0.0,0.23,0.2,0.24,0.25,0.21,0.0,0.22,0.2,0.0,0.26,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.25,0.24,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,58.81
07/26/2021,1.12,0.0,0.52,0.62,0.56,0.49,0.47,0.43,0.5,0.44,0.43,0.45,0.38,0.39,0.38,0.43,0.43,0.41,0.42,0.4,0.43,0.43,0.43,0.34,0.38,0.38,0.34,0.31,0.41,0.31,0.33,0.33,0.31,0.38,0.36,0.35,0.33,0.47,0.34,0.31,0.49,0.33,0.37,0.41,0.34,0.36,0.34,0.0,0.38,0.35,0.31,0.31,0.34,0.37,0.34,0.34,0.37,0.37,0.33,0.3,0.28,0.35,0.34,0.33,0.3,0.3,0.3,0.32,0.27,0.36,0.29,0.27,0.3,0.32,0.31,0.32,0.4,0.28,0.28,0.25,0.26,0.27,0.33,0.3,0.25,0.26,0.27,0.26,0.0,0.37,0.26,0.29,0.29,0.3,0.28,0.28,0.3,0.29,0.24,0.26,0.26,0.24,0.27,0.29,0.25,0.25,0.25,0.26,0.26,0.27,0.24,0.27,0.25,0.26,0.25,0.25,0.26,0.27,0.25,0.24,0.25,0.28,0.24,0.24,0.28,0.26,0.23,0.27,0.25,0.23,0.23,0.25,0.26,0.25,0.23,0.24,0.22,0.23,0.28,0.23,0.25,0.29,0.23,0.21,0.22,0.22,0.24,0.21,0.23,0.23,0.21,0.21,0.25,0.22,0.24,0.2,0.24,0.22,0.23,0.23,0.21,0.24,0.21,0.23,0.25,0.22,0.21,0.22,0.22,0.22,0.21,0.25,0.0,0.21,0.24,0.0,0.22,0.22,0.21,0.0,0.23,0.2,0.24,0.25,0.21,0.0,0.22,0.2,0.0,0.26,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.25,0.24,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,58.81
07/27/2021,1.12,0.0,0.52,0.62,0.56,0.49,0.47,0.43,0.5,0.44,0.43,0.45,0.38,0.39,0.38,0.43,0.43,0.41,0.42,0.4,0.43,0.43,0.43,0.34,0.38,0.38,0.34,0.31,0.41,0.31,0.33,0.33,0.31,0.38,0.36,0.35,0.33,0.47,0.34,0.31,0.49,0.33,0.37,0.41,0.34,0.36,0.34,0.0,0.38,0.35,0.31,0.31,0.34,0.37,0.34,0.34,0.37,0.37,0.33,0.3,0.28,0.35,0.34,0.33,0.3,0.3,0.3,0.32,0.27,0.36,0.29,0.27,0.3,0.32,0.31,0.32,0.4,0.28,0.28,0.25,0.26,0.27,0.33,0.3,0.25,0.26,0.27,0.26,0.0,0.37,0.26,0.29,0.29,0.3,0.28,0.28,0.3,0.29,0.24,0.26,0.26,0.24,0.27,0.29,0.25,0.25,0.25,0.26,0.26,0.27,0.24,0.27,0.25,0.26,0.25,0.25,0.26,0.27,0.25,0.24,0.25,0.28,0.24,0.24,0.28,0.26,0.23,0.27,0.25,0.23,0.23,0.25,0.26,0.25,0.23,0.24,0.22,0.23,0.28,0.23,0.25,0.29,0.23,0.21,0.22,0.22,0.24,0.21,0.23,0.23,0.21,0.21,0.25,0.22,0.24,0.2,0.24,0.22,0.23,0.23,0.21,0.24,0.21,0.23,0.25,0.22,0.21,0.22,0.22,0.22,0.21,0.25,0.0,0.21,0.24,0.0,0.22,0.22,0.21,0.0,0.23,0.2,0.24,0.25,0.21,0.0,0.22,0.2,0.0,0.26,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.25,0.24,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,58.81
07/28/2021,1.12,0.0,0.52,0.62,0.56,0.49,0.47,0.43,0.5,0.44,0.43,0.45,0.38,0.39,0.38,0.43,0.43,0.41,0.42,0.4,0.43,0.43,0.43,0.34,0.38,0.38,0.34,0.31,0.41,0.31,0.33,0.33,0.31,0.38,0.36,0.35,0.33,0.47,0.34,0.31,0.49,0.33,0.37,0.41,0.34,0.36,0.34,0.0,0.38,0.35,0.31,0.31,0.34,0.37,0.34,0.34,0.37,0.37,0.33,0.3,0.28,0.35,0.34,0.33,0.3,0.3,0.3,0.32,0.27,0.36,0.29,0.27,0.3,0.32,0.31,0.32,0.4,0.28,0.28,0.25,0.26,0.27,0.33,0.3,0.25,0.26,0.27,0.26,0.0,0.37,0.26,0.29,0.29,0.3,0.28,0.28,0.3,0.29,0.24,0.26,0.26,0.24,0.27,0.29,0.25,0.25,0.25,0.26,0.26,0.27,0.24,0.27,0.25,0.26,0.25,0.25,0.26,0.27,0.25,0.24,0.25,0.28,0.24,0.24,0.28,0.26,0.23,0.27,0.25,0.23,0.23,0.25,0.26,0.25,0.23,0.24,0.22,0.23,0.28,0.23,0.25,0.29,0.23,0.21,0.22,0.22,0.24,0.21,0.23,0.23,0.21,0.21,0.25,0.22,0.24,0.2,0.24,0.22,0.23,0.23,0.21,0.24,0.21,0.23,0.25,0.22,0.21,0.22,0.22,0.22,0.21,0.25,0.0,0.21,0.24,0.0,0.22,0.22,0.21,0.0,0.23,0.2,0.24,0.25,0.21,0.0,0.22,0.2,0.0,0.26,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.25,0.24,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,58.81
07/29/2021,1.12,0.0,0.52,0.62,0.56,0.49,0.47,0.43,0.5,0.44,0.43,0.45,0.38,0.39,0.38,0.43,0.43,0.41,0.42,0.4,0.43,0.43,0.43,0.34,0.38,0.38,0.34,0.31,0.41,0.31,0.33,0.33,0.31,0.38,0.36,0.35,0.33,0.47,0.34,0.31,0.49,0.33,0.37,0.41,0.34,0.36,0.34,0.0,0.38,0.35,0.31,0.31,0.34,0.37,0.34,0.34,0.37,0.37,0.33,0.3,0.28,0.35,0.34,0.33,0.3,0.3,0.3,0.32,0.27,0.36,0.29,0.27,0.3,0.32,0.31,0.32,0.4,0.28,0.28,0.25,0.26,0.27,0.33,0.3,0.25,0.26,0.27,0.26,0.0,0.37,0.26,0.29,0.29,0.3,0.28,0.28,0.3,0.29,0.24,0.26,0.26,0.24,0.27,0.29,0.25,0.25,0.25,0.26,0.26,0.27,0.24,0.27,0.25,0.26,0.25,0.25,0.26,0.27,0.25,0.24,0.25,0.28,0.24,0.24,0.28,0.26,0.23,0.27,0.25,0.23,0.23,0.25,0.26,0.25,0.23,0.24,0.22,0.23,0.28,0.23,0.25,0.29,0.23,0.21,0.22,0.22,0.24,0.21,0.23,0.23,0.21,0.21,0.25,0.22,0.24,0.2,0.24,0.22,0.23,0.23,0.21,0.24,0.21,0.23,0.25,0.22,0.21,0.22,0.22,0.22,0.21,0.25,0.0,0.21,0.24,0.0,0.22,0.22,0.21,0.0,0.23,0.2,0.24,0.25,0.21,0.0,0.22,0.2,0.0,0.26,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.25,0.24,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,58.81
07/30/2021,1.12,0.0,0.52,0.62,0.56,0.49,0.47,0.43,0.5,0.44,0.43,0.45,0.38,0.39,0.38,0.43,0.43,0.41,0.42,0.4,0.43,0.43,0.43,0.34,0.38,0.38,0.34,0.31,0.41,0.31,0.33,0.33,0.31,0.38,0.36,0.35,0.33,0.47,0.34,0.31,0.49,0.33,0.37,0.41,0.34,0.36,0.34,0.0,0.38,0.35,0.31,0.31,0.34,0.37,0.34,0.34,0.37,0.37,0.33,0.3,0.28,0.35,0.34,0.33,0.3,0.3,0.3,0.32,0.27,0.36,0.29,0.27,0.3,0.32,0.31,0.32,0.4,0.28,0.28,0.25,0.26,0.27,0.33,0.3,0.25,0.26,0.27,0.26,0.0,0.37,0.26,0.29,0.29,0.3,0.28,0.28,0.3,0.29,0.24,0.26,0.26,0.24,0.27,0.29,0.25,0.25,0.25,0.26,0.26,0.27,0.24,0.27,0.25,0.26,0.25,0.25,0.26,0.27,0.25,0.24,0.25,0.28,0.24,0.24,0.28,0.26,0.23,0.27,0.25,0.23,0.23,0.25,0.26,0.25,0.23,0.24,0.22,0.23,0.28,0.23,0.25,0.29,0.23,0.21,0.22,0.22,0.24,0.21,0.23,0.23,0.21,0.21,0.25,0.22,0.24,0.2,0.24,0.22,0.23,0.23,0.21,0.24,0.21,0.23,0.25,0.22,0.21,0.22,0.22,0.22,0.21,0.25,0.0,0.21,0.24,0.0,0.22,0.22,0.21,0.0,0.23,0.2,0.24,0.25,0.21,0.0,0.22,0.2,0.0,0.26,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.25,0.24,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,58.81
08/02/2021,1.12,0.0,0.52,0.62,0.56,0.49,0.47,0.43,0.5,0.44,0.43,0.45,0.38,0.39,0.38,0.43,0.43,0.41,0.42,0.4,0.43,0.43,0.43,0.34,0.38,0.38,0.34,0.31,0.41,0.31,0.33,0.33,0.31,0.38,0.36,0.35,0.33,0.47,0.34,0.31,0.49,0.33,0.37,0.41,0.34,0.36,0.34,0.0,0.38,0.35,0.31,0.31,0.34,0.37,0.34,0.34,0.37,0.37,0.33,0.3,0.28,0.35,0.34,0.33,0.3,0.3,0.3,0.32,0.27,0.36,0.29,0.27,0.3,0.32,0.31,0.32,0.4,0.28,0.28,0.25,0.26,0.27,0.33,0.3,0.25,0.26,0.27,0.26,0.0,0.37,0.26,0.29,0.29,0.3,0.28,0.28,0.3,0.29,0.24,0.26,0.26,0.24,0.27,0.29,0.25,0.25,0.25,0.26,0.26,0.27,0.24,0.27,0.25,0.26,0.25,0.25,0.26,0.27,0.25,0.24,0.25,0.28,0.24,0.24,0.28,0.26,0.23,0.27,0.25,0.23,0.23,0.25,0.26,0.25,0.23,0.24,0.22,0.23,0.28,0.23,0.25,0.29,0.23,0.21,0.22,0.22,0.24,0.21,0.23,0.23,0.21,0.21,0.25,0.22,0.24,0.2,0.24,0.22,0.23,0.23,0.21,0.24,0.21,0.23,0.25,0.22,0.21,0.22,0.22,0.22,0.21,0.25,0.0,0.21,0.24,0.0,0.22,0.22,0.21,0.0,0.23,0.2,0.24,0.25,0.21,0.0,0.22,0.2,0.0,0.26,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.25,0.24,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,58.81
08/03/2021,1.12,0.0,0.52,0.62,0.56,0.49,0.47,0.43,0.5,0.44,0.43,0.45,0.38,0.39,0.38,0.43,0.43,0.41,0.42,0.4,0.43,0.43,0.43,0.34,0.38,0.38,0.34,0.31,0.41,0.31,0.33,0.33,0.31,0.38,0.36,0.35,0.33,0.47,0.34,0.31,0.49,0.33,0.37,0.41,0.34,0.36,0.34,0.0,0.38,0.35,0.31,0.31,0.34,0.37,0.34,0.34,0.37,0.37,0.33,0.3,0.28,0.35,0.34,0.33,0.3,0.3,0.3,0.32,0.27,0.36,0.29,0.27,0.3,0.32,0.31,0.32,0.4,0.28,0.28,0.25,0.26,0.27,0.33,0.3,0.25,0.26,0.27,0.26,0.0,0.37,0.26,0.29,0.29,0.3,0.28,0.28,0.3,0.29,0.24,0.26,0.26,0.24,0.27,0.29,0.25,0.25,0.25,0.26,0.26,0.27,0.24,0.27,0.25,0.26,0.25,0.25,0.26,0.27,0.25,0.24,0.25,0.28,0.24,0.24,0.28,0.26,0.23,0.27,0.25,0.23,0.23,0.25,0.26,0.25,0.23,0.24,0.22,0.23,0.28,0.23,0.25,0.29,0.23,0.21,0.22,0.22,0.24,0.21,0.23,0.23,0.21,0.21,0.25,0.22,0.24,0.2,0.24,0.22,0.23,0.23,0.21,0.24,0.21,0.23,0.25,0.22,0.21,0.22,0.22,0.22,0.21,0.25,0.0,0.21,0.24,0.0,0.22,0.22,0.21,0.0,0.23,0.2,0.24,0.25,0.21,0.0,0.22,0.2,0.0,0.26,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.25,0.24,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,58.81
08/04/2021,1.12,0.0,0.52,0.62,0.56,0.49,0.47,0.43,0.5,0.44,0.43,0.45,0.38,0.39,0.38,0.43,0.43,0.41,0.42,0.4,0.43,0.43,0.43,0.34,0.38,0.38,0.34,0.31,0.41,0.31,0.33,0.33,0.31,0.38,0.36,0.35,0.33,0.47,0.34,0.31,0.49,0.33,0.37,0.41,0.34,0.36,0.34,0.0,0.38,0.35,0.31,0.31,0.34,0.37,0.34,0.34,0.37,0.37,0.33,0.3,0.28,0.35,0.34,0.33,0.3,0.3,0.3,0.32,0.27,0.36,0.29,0.27,0.3,0.32,0.31,0.32,0.4,0.28,0.28,0.25,0.26,0.27,0.33,0.3,0.25,0.26,0.27,0.26,0.0,0.37,0.26,0.29,0.29,0.3,0.28,0.28,0.3,0.29,0.24,0.26,0.26,0.24,0.27,0.29,0.25,0.25,0.25,0.26,0.26,0.27,0.24,0.27,0.25,0.26,0.25,0.25,0.26,0.27,0.25,0.24,0.25,0.28,0.24,0.24,0.28,0.26,0.23,0.27,0.25,0.23,0.23,0.25,0.26,0.25,0.23,0.24,0.22,0.23,0.28,0.23,0.25,0.29,0.23,0.21,0.22,0.22,0.24,0.21,0.23,0.23,0.21,0.21,0.25,0.22,0.24,0.2,0.24,0.22,0.23,0.23,0.21,0.24,0.21,0.23,0.25,0.22,0.21,0.22,0.22,0.22,0.21,0.25,0.0,0.21,0.24,0.0,0.22,0.22,0.21,0.0,0.23,0.2,0.24,0.25,0.21,0.0,0.22,0.2,0.0,0.26,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.25,0.24,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,58.81
08/05/2021,1.12,0.0,0.52,0.62,0.56,0.49,0.47,0.43,0.5,0.44,0.43,0.45,0.38,0.39,0.38,0.43,0.43,0.41,0.42,0.4,0.43,0.43,0.43,0.34,0.38,0.38,0.34,0.31,0.41,0.31,0.33,0.33,0.31,0.38,0.36,0.35,0.33,0.47,0.34,0.31,0.49,0.33,0.37,0.41,0.34,0.36,0.34,0.0,0.38,0.35,0.31,0.31,0.34,0.37,0.34,0.34,0.37,0.37,0.33,0.3,0.28,0.35,0.34,0.33,0.3,0.3,0.3,0.32,0.27,0.36,0.29,0.27,0.3,0.32,0.31,0.32,0.4,0.28,0.28,0.25,0.26,0.27,0.33,0.3,0.25,0.26,0.27,0.26,0.0,0.37,0.26,0.29,0.29,0.3,0.28,0.28,0.3,0.29,0.24,0.26,0.26,0.24,0.27,0.29,0.25,0.25,0.25,0.26,0.26,0.27,0.24,0.27,0.25,0.26,0.25,0.25,0.26,0.27,0.25,0.24,0.25,0.28,0.24,0.24,0.28,0.26,0.23,0.27,0.25,0.23,0.23,0.25,0.26,0.25,0.23,0.24,0.22,0.23,0.28,0.23,0.25,0.29,0.23,0.21,0.22,0.22,0.24,0.21,0.23,0.23,0.21,0.21,0.25,0.22,0.24,0.2,0.24,0.22,0.23,0.23,0.21,0.24,0.21,0.23,0.25,0.22,0.21,0.22,0.22,0.22,0.21,0.25,0.0,0.21,0.24,0.0,0.22,0.22,0.21,0.0,0.23,0.2,0.24,0.25,0.21,0.0,0.22,0.2,0.0,0.26,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.25,0.24,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,58.81
08/06/2021,1.12,0.0,0.52,0.62,0.56,0.49,0.47,0.43,0.5,0.44,0.43,0.45,0.38,0.39,0.38,0.43,0.43,0.41,0.42,0.4,0.43,0.43,0.43,0.34,0.38,0.38,0.34,0.31,0.41,0.31,0.33,0.33,0.31,0.38,0.36,0.35,0.33,0.47,0.34,0.31,0.49,0.33,0.37,0.41,0.34,0.36,0.34,0.0,0.38,0.35,0.31,0.31,0.34,0.37,0.34,0.34,0.37,0.37,0.33,0.3,0.28,0.35,0.34,0.33,0.3,0.3,0.3,0.32,0.27,0.36,0.29,0.27,0.3,0.32,0.31,0.32,0.4,0.28,0.28,0.25,0.26,0.27,0.33,0.3,0.25,0.26,0.27,0.26,0.0,0.37,0.26,0.29,0.29,0.3,0.28,0.28,0.3,0.29,0.24,0.26,0.26,0.24,0.27,0.29,0.25,0.25,0.25,0.26,0.26,0.27,0.24,0.27,0.25,0.26,0.25,0.25,0.26,0.27,0.25,0.24,0.25,0.28,0.24,0.24,0.28,0.26,0.23,0.27,0.25,0.23,0.23,0.25,0.26,0.25,0.23,0.24,0.22,0.23,0.28,0.23,0.25,0.29,0.23,0.21,0.22,0.22,0.24,0.21,0.23,0.23,0.21,0.21,0.25,0.22,0.24,0.2,0.24,0.22,0.23,0.23,0.21,0.24,0.21,0.23,0.25,0.22,0.21,0.22,0.22,0.22,0.21,0.25,0.0,0.21,0.24,0.0,0.22,0.22,0.21,0.0,0.23,0.2,0.24,0.25,0.21,0.0,0.22,0.2,0.0,0.26,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.25,0.24,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,58.81
08/09/2021,1.12,0.0,0.52,0.62,0.56,0.49,0.47,0.43,0.5,0.44,0.43,0.45,0.38,0.39,0.38,0.43,0.43,0.41,0.42,0.4,0.43,0.43,0.43,0.34,0.38,0.38,0.34,0.31,0.41,0.31,0.33,0.33,0.31,0.38,0.36,0.35,0.33,0.47,0.34,0.31,0.49,0.33,0.37,0.41,0.34,0.36,0.34,0.0,0.38,0.35,0.31,0.31,0.34,0.37,0.34,0.34,0.37,0.37,0.33,0.3,0.28,0.35,0.34,0.33,0.3,0.3,0.3,0.32,0.27,0.36,0.29,0.27,0.3,0.32,0.31,0.32,0.4,0.28,0.28,0.25,0.26,0.27,0.33,0.3,0.25,0.26,0.27,0.26,0.0,0.37,0.26,0.29,0.29,0.3,0.28,0.28,0.3,0.29,0.24,0.26,0.26,0.24,0.27,0.29,0.25,0.25,0.25,0.26,0.26,0.27,0.24,0.27,0.25,0.26,0.25,0.25,0.26,0.27,0.25,0.24,0.25,0.28,0.24,0.24,0.28,0.26,0.23,0.27,0.25,0.23,0.23,0.25,0.26,0.25,0.23,0.24,0.22,0.23,0.28,0.23,0.25,0.29,0.23,0.21,0.22,0.22,0.24,0.21,0.23,0.23,0.21,0.21,0.25,0.22,0.24,0.2,0.24,0.22,0.23,0.23,0.21,0.24,0.21,0.23,0.25,0.22,0.21,0.22,0.22,0.22,0.21,0.25,0.0,0.21,0.24,0.0,0.22,0.22,0.21,0.0,0.23,0.2,0.24,0.25,0.21,0.0,0.22,0.2,0.0,0.26,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.25,0.24,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,58.81
08/10/2021,1.12,0.0,0.52,0.62,0.56,0.49,0.47,0.43,0.5,0.44,0.43,0.45,0.38,0.39,0.38,0.43,0.43,0.41,0.42,0.4,0.43,0.43,0.43,0.34,0.38,0.38,0.34,0.31,0.41,0.31,0.33,0.33,0.31,0.38,0.36,0.35,0.33,0.47,0.34,0.31,0.49,0.33,0.37,0.41,0.34,0.36,0.34,0.0,0.38,0.35,0.31,0.31,0.34,0.37,0.34,0.34,0.37,0.37,0.33,0.3,0.28,0.35,0.34,0.33,0.3,0.3,0.3,0.32,0.27,0.36,0.29,0.27,0.3,0.32,0.31,0.32,0.4,0.28,0.28,0.25,0.26,0.27,0.33,0.3,0.25,0.26,0.27,0.26,0.0,0.37,0.26,0.29,0.29,0.3,0.28,0.28,0.3,0.29,0.24,0.26,0.26,0.24,0.27,0.29,0.25,0.25,0.25,0.26,0.26,0.27,0.24,0.27,0.25,0.26,0.25,0.25,0.26,0.27,0.25,0.24,0.25,0.28,0.24,0.24,0.28,0.26,0.23,0.27,0.25,0.23,0.23,0.25,0.26,0.25,0.23,0.24,0.22,0.23,0.28,0.23,0.25,0.29,0.23,0.21,0.22,0.22,0.24,0.21,0.23,0.23,0.21,0.21,0.25,0.22,0.24,0.2,0.24,0.22,0.23,0.23,0.21,0.24,0.21,0.23,0.25,0.22,0.21,0.22,0.22,0.22,0.21,0.25,0.0,0.21,0.24,0.0,0.22,0.22,0.21,0.0,0.23,0.2,0.24,0.25,0.21,0.0,0.22,0.2,0.0,0.26,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.25,0.24,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,58.81
08/11/2021,1.12,0.0,0.52,0.62,0.56,0.49,0.47,0.43,0.5,0.44,0.43,0.45,0.38,0.39,0.38,0.43,0.43,0.41,0.42,0.4,0.43,0.43,0.43,0.34,0.38,0.38,0.34,0.31,0.41,0.31,0.33,0.33,0.31,0.38,0.36,0.35,0.33,0.47,0.34,0.31,0.49,0.33,0.37,0.41,0.34,0.36,0.34,0.0,0.38,0.35,0.31,0.31,0.34,0.37,0.34,0.34,0.37,0.37,0.33,0.3,0.28,0.35,0.34,0.33,0.3,0.3,0.3,0.32,0.27,0.36,0.29,0.27,0.3,0.32,0.31,0.32,0.4,0.28,0.28,0.25,0.26,0.27,0.33,0.3,0.25,0.26,0.27,0.26,0.0,0.37,0.26,0.29,0.29,0.3,0.28,0.28,0.3,0.29,0.24,0.26,0.26,0.24,0.27,0.29,0.25,0.25,0.25,0.26,0.26,0.27,0.24,0.27,0.25,0.26,0.25,0.25,0.26,0.27,0.25,0.24,0.25,0.28,0.24,0.24,0.28,0.26,0.23,0.27,0.25,0.23,0.23,0.25,0.26,0.25,0.23,0.24,0.22,0.23,0.28,0.23,0.25,0.29,0.23,0.21,0.22,0.22,0.24,0.21,0.23,0.23,0.21,0.21,0.25,0.22,0.24,0.2,0.24,0.22,0.23,0.23,0.21,0.24,0.21,0.23,0.25,0.22,0.21,0.22,0.22,0.22,0.21,0.25,0.0,0.21,0.24,0.0,0.22,0.22,0.21,0.0,0.23,0.2,0.24,0.25,0.21,0.0,0.22,0.2,0.0,0.26,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.25,0.24,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,58.81
08/12/2021,1.12,0.0,0.52,0.62,0.56,0.49,0.47,0.43,0.5,0.44,0.43,0.45,0.38,0.39,0.38,0.43,0.43,0.41,0.42,0.4,0.43,0.43,0.43,0.34,0.38,0.38,0.34,0.31,0.41,0.31,0.33,0.33,0.31,0.38,0.36,0.35,0.33,0.47,0.34,0.31,0.49,0.33,0.37,0.41,0.34,0.36,0.34,0.0,0.38,0.35,0.31,0.31,0.34,0.37,0.34,0.34,0.37,0.37,0.33,0.3,0.28,0.35,0.34,0.33,0.3,0.3,0.3,0.32,0.27,0.36,0.29,0.27,0.3,0.32,0.31,0.32,0.4,0.28,0.28,0.25,0.26,0.27,0.33,0.3,0.25,0.26,0.27,0.26,0.0,0.37,0.26,0.29,0.29,0.3,0.28,0.28,0.3,0.29,0.24,0.26,0.26,0.24,0.27,0.29,0.25,0.25,0.25,0.26,0.26,0.27,0.24,0.27,0.25,0.26,0.25,0.25,0.26,0.27,0.25,0.24,0.25,0.28,0.24,0.24,0.28,0.26,0.23,0.27,0.25,0.23,0.23,0.25,0.26,0.25,0.23,0.24,0.22,0.23,0.28,0.23,0.25,0.29,0.23,0.21,0.22,0.22,0.24,0.21,0.23,0.23,0.21,0.21,0.25,0.22,0.24,0.2,0.24,0.22,0.23,0.23,0.21,0.24,0.21,0.23,0.25,0.22,0.21,0.22,0.22,0.22,0.21,0.25,0.0,0.21,0.24,0.0,0.22,0.22,0.21,0.0,0.23,0.2,0.24,0.25,0.21,0.0,0.22,0.2,0.0,0.26,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.25,0.24,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,58.81
