,MSFT,AMZN,AAPL,FB,GOOGL,GOOG,NVDA,TSLA,V,PYPL,MA,ADBE,BRK.B,NFLX,CRM,DHR,DIS,NKE,INTU,UNH,ABT,AMD,HD,ISRG,NOW,QCOM,CHTR,SQ,ACN,ZTS,BKNG,AMAT,CCI,ZM,LLY,AMT,COST,UBER,EQIX,TMO,MELI,MRNA,DE,ILMN,SBUX,TXN,LOW,EW,TWLO,SPGI,SNAP,ADSK,AVGO,AXP,LRCX,MCO,IDXX,DOCU,LIN,ORCL,CRWD,TMUS,VRTX,ROKU,CAT,EL,MRVL,MSCI,TJX,WDAY,VEEV,CMG,LULU,PINS,MTCH,ALGN,UPS,SNPS,DXCM,PLD,CDNS,ATVI,SCHW,PANW,MAR,XTSLA,RMD,SBAC,KKR,TTD,CSGP,MTD,ADP,BX,PTON,FTNT,FIS,FRC,PNC,MNST,GPN,OKTA,TGT,SYK,A,FCX,SHW,ANSS,COF,CPRT,VRSK,EPAM,ZBRA,KLAC,EFX,FAST,LBRDK,MXIM,WST,IQV,GNRC,ROST,VFC,HUBS,FISV,ODFL,RNG,ECL,ROP,ENPH,TWTR,ETSY,VMC,YUM,NXPI,BURL,ALXN,WORK,SPLK,AON,DDOG,TDG,VRSN,SIVB,ANET,STE,ALNY,CVNA,COUP,COO,LNG,KEYS,TTWO,ROK,BSX,EXAS,TRMB,TER,NET,HZNP,INVH,IT,XLNX,ABNB,XYL,ICE,QRVO,TRU,TDOC,FLT,SWKS,NEM,OTIS,POOL,CRL,APD,AVTR,INFO,AJG,GLW,EA,PAYC,MKTX,PODD,DPZ,BR,SGEN,Z,TDY,MDB,EBAY,SUI,BLL,TFX,ULTA,CTLT,TYL,TROW,DLR,NVCR,TECH,ENTG,DKNG,HUM,ADI,AME,MGM,SNOW,ZEN,ZS,MPWR,AVB,CTAS,PAYX,IEX,ARE,APH,DHI,USD,4282.T,AWK,ALB,KSU,APTV,WAT,BIO,WM,CDW,DG,SUM
07/23/2021,10.11,7.36,6.93,3.93,3.65,3.59,2.23,2.45,1.97,1.68,1.57,1.4,1.26,1.13,1.07,0.86,0.87,0.67,0.67,0.63,0.6,0.51,0.56,0.54,0.54,0.51,0.48,0.46,0.46,0.46,0.42,0.39,0.42,0.36,0.41,0.39,0.39,0.33,0.36,0.35,0.34,0.45,0.34,0.34,0.33,0.32,0.32,0.32,0.3,0.32,0.28,0.31,0.3,0.29,0.28,0.29,0.27,0.28,0.26,0.27,0.24,0.25,0.24,0.23,0.23,0.24,0.22,0.22,0.21,0.21,0.22,0.21,0.22,0.19,0.2,0.21,0.21,0.2,0.21,0.2,0.19,0.18,0.18,0.19,0.17,0.18,0.18,0.18,0.16,0.15,0.17,0.16,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.17,0.15,0.15,0.15,0.14,0.15,0.13,0.15,0.15,0.14,0.14,0.15,0.15,0.13,0.14,0.15,0.15,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.1,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.1,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.08,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.09,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.09,0.0,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.1,0.0,0.0,0.0,0.09,0.08,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.81
07/26/2021,10.1,7.33,6.84,3.95,3.66,3.6,2.31,2.41,1.97,1.69,1.58,1.4,1.26,1.09,1.11,0.85,0.86,0.67,0.67,0.63,0.59,0.52,0.55,0.53,0.53,0.52,0.47,0.48,0.46,0.45,0.43,0.41,0.41,0.36,0.41,0.39,0.39,0.34,0.35,0.34,0.34,0.47,0.34,0.33,0.33,0.33,0.32,0.31,0.31,0.31,0.28,0.32,0.3,0.29,0.29,0.29,0.27,0.28,0.26,0.27,0.24,0.25,0.24,0.23,0.23,0.23,0.23,0.22,0.21,0.21,0.21,0.24,0.22,0.19,0.21,0.21,0.21,0.2,0.21,0.2,0.19,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.17,0.15,0.17,0.16,0.16,0.17,0.16,0.17,0.16,0.17,0.16,0.17,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.15,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.1,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.1,0.1,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.09,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.84
07/27/2021,10.2,7.38,6.86,3.98,3.66,3.59,2.31,2.37,1.96,1.69,1.58,1.41,1.25,1.07,1.13,0.87,0.85,0.68,0.67,0.62,0.58,0.52,0.55,0.55,0.54,0.52,0.47,0.48,0.46,0.45,0.43,0.4,0.39,0.36,0.41,0.39,0.39,0.33,0.35,0.34,0.35,0.47,0.34,0.34,0.34,0.31,0.32,0.32,0.31,0.31,0.28,0.32,0.3,0.29,0.29,0.29,0.28,0.28,0.26,0.27,0.25,0.25,0.24,0.23,0.23,0.24,0.23,0.22,0.21,0.21,0.21,0.24,0.22,0.19,0.21,0.21,0.21,0.2,0.21,0.2,0.19,0.18,0.17,0.18,0.18,0.31,0.18,0.17,0.17,0.15,0.17,0.16,0.16,0.18,0.15,0.17,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.15,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.1,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.1,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.08,0.09,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.1,0.1,0.11,0.11,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.11,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.1,0.09,0.09,0.0,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.0,0.08,0.08,0.09,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.96000000000001
07/28/2021,10.2,7.33,6.85,4.14,3.74,3.67,2.28,2.32,1.97,1.69,1.61,1.4,1.23,1.07,1.12,0.86,0.84,0.68,0.68,0.62,0.59,0.52,0.55,0.54,0.54,0.52,0.47,0.48,0.46,0.45,0.42,0.4,0.39,0.36,0.42,0.39,0.39,0.33,0.35,0.35,0.35,0.5,0.34,0.34,0.35,0.31,0.32,0.32,0.31,0.31,0.34,0.32,0.3,0.29,0.29,0.29,0.28,0.28,0.26,0.26,0.25,0.24,0.24,0.26,0.23,0.24,0.23,0.22,0.21,0.21,0.22,0.24,0.22,0.2,0.21,0.21,0.2,0.2,0.21,0.19,0.19,0.17,0.17,0.18,0.17,0.37,0.18,0.17,0.17,0.16,0.17,0.16,0.16,0.18,0.15,0.18,0.16,0.16,0.15,0.17,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.15,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.1,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.1,0.0,0.0,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.09,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.11,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.08,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.38
07/29/2021,10.18,7.41,6.87,4.17,3.77,3.72,2.25,2.37,1.98,1.68,1.61,1.39,1.24,1.07,1.12,0.86,0.85,0.67,0.68,0.61,0.58,0.52,0.55,0.53,0.54,0.51,0.47,0.48,0.46,0.45,0.43,0.4,0.39,0.37,0.42,0.39,0.39,0.32,0.35,0.34,0.34,0.48,0.34,0.34,0.35,0.31,0.32,0.32,0.3,0.3,0.33,0.32,0.3,0.29,0.29,0.29,0.27,0.28,0.26,0.26,0.25,0.24,0.24,0.26,0.23,0.24,0.23,0.22,0.21,0.21,0.21,0.24,0.22,0.2,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.17,0.17,0.18,0.18,0.37,0.18,0.17,0.17,0.16,0.17,0.16,0.16,0.18,0.15,0.17,0.16,0.16,0.15,0.17,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.15,0.15,0.13,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.1,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.1,0.0,0.0,0.11,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.08,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.1,0.1,0.11,0.1,0.11,0.11,0.09,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.11,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.1,0.09,0.0,0.0,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.0,0.0,0.09,0.0,0.0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,88.4
07/30/2021,10.18,7.33,6.83,4.16,3.74,3.67,2.26,2.34,2.0,1.66,1.61,1.39,1.26,1.09,1.11,0.87,0.87,0.68,0.67,0.62,0.59,0.52,0.55,0.54,0.54,0.51,0.47,0.47,0.46,0.45,0.43,0.39,0.4,0.37,0.42,0.39,0.39,0.32,0.36,0.35,0.34,0.47,0.34,0.34,0.35,0.31,0.31,0.32,0.3,0.31,0.33,0.32,0.3,0.29,0.28,0.29,0.28,0.28,0.26,0.26,0.24,0.24,0.25,0.25,0.23,0.24,0.22,0.23,0.21,0.21,0.21,0.24,0.22,0.19,0.21,0.21,0.19,0.2,0.2,0.2,0.19,0.16,0.17,0.18,0.18,0.15,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.18,0.15,0.17,0.17,0.16,0.16,0.17,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.15,0.15,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.1,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.1,0.0,0.0,0.11,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.09,0.1,0.09,0.1,0.1,0.09,0.1,0.1,0.11,0.11,0.11,0.11,0.09,0.1,0.11,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.11,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.1,0.09,0.09,0.08,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.08,0.08,0.0,0.09,0.0,0.0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,88.15
08/02/2021,10.13,7.24,6.74,4.03,3.83,3.65,2.3,2.45,1.97,1.56,1.6,1.39,1.24,1.07,1.11,0.89,0.86,0.68,0.67,0.61,0.59,0.59,0.55,0.55,0.54,0.54,0.46,0.47,0.46,0.45,0.43,0.4,0.39,0.39,0.42,0.39,0.39,0.31,0.33,0.35,0.35,0.5,0.34,0.34,0.34,0.32,0.31,0.33,0.3,0.31,0.33,0.33,0.3,0.29,0.28,0.28,0.28,0.27,0.26,0.26,0.24,0.24,0.24,0.24,0.23,0.24,0.23,0.23,0.21,0.21,0.22,0.24,0.22,0.19,0.21,0.23,0.18,0.2,0.21,0.19,0.19,0.16,0.17,0.18,0.19,0.15,0.18,0.17,0.17,0.17,0.16,0.17,0.16,0.19,0.15,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.15,0.15,0.13,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.1,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.1,0.0,0.0,0.11,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.09,0.1,0.09,0.1,0.1,0.09,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.1,0.09,0.09,0.0,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.0,0.0,0.0,0.09,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.09,0.08,0.0,0.0,0.0,0.0,88.07000000000001
08/03/2021,10.15,6.75,6.81,4.04,3.83,3.64,2.3,2.51,1.97,1.53,1.6,1.41,1.25,1.09,1.11,0.89,0.85,0.69,0.69,0.62,0.6,0.61,0.55,0.56,0.55,0.54,0.48,0.46,0.46,0.46,0.42,0.41,0.4,0.38,0.42,0.39,0.4,0.3,0.35,0.35,0.34,0.51,0.35,0.34,0.34,0.32,0.31,0.33,0.29,0.32,0.33,0.33,0.3,0.29,0.29,0.29,0.27,0.27,0.27,0.26,0.24,0.24,0.25,0.23,0.23,0.24,0.23,0.23,0.22,0.21,0.22,0.25,0.22,0.15,0.2,0.24,0.18,0.21,0.24,0.2,0.19,0.16,0.17,0.18,0.18,0.15,0.19,0.18,0.18,0.17,0.17,0.16,0.16,0.19,0.15,0.17,0.17,0.16,0.15,0.17,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.16,0.15,0.15,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.1,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.11,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.08,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.09,0.1,0.1,0.1,0.11,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.0,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.1,0.1,0.08,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.08,0.0,0.0,0.0,88.03
08/04/2021,10.15,6.75,6.81,4.04,3.83,3.64,2.3,2.51,1.97,1.53,1.6,1.41,1.25,1.09,1.11,0.89,0.85,0.69,0.69,0.62,0.6,0.61,0.55,0.56,0.55,0.54,0.48,0.46,0.46,0.46,0.42,0.41,0.4,0.38,0.42,0.39,0.4,0.3,0.35,0.35,0.34,0.51,0.35,0.34,0.34,0.32,0.31,0.33,0.29,0.32,0.33,0.33,0.3,0.29,0.29,0.29,0.27,0.27,0.27,0.26,0.24,0.24,0.25,0.23,0.23,0.24,0.23,0.23,0.22,0.21,0.22,0.25,0.22,0.15,0.2,0.24,0.18,0.21,0.24,0.2,0.19,0.16,0.17,0.18,0.18,0.15,0.19,0.18,0.18,0.17,0.17,0.16,0.16,0.19,0.15,0.17,0.17,0.16,0.15,0.17,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.16,0.15,0.15,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.1,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.11,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.08,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.09,0.1,0.1,0.1,0.11,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.0,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.1,0.1,0.08,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.08,0.0,0.0,0.0,88.03
08/05/2021,10.15,6.75,6.81,4.04,3.83,3.64,2.3,2.51,1.97,1.53,1.6,1.41,1.25,1.09,1.11,0.89,0.85,0.69,0.69,0.62,0.6,0.61,0.55,0.56,0.55,0.54,0.48,0.46,0.46,0.46,0.42,0.41,0.4,0.38,0.42,0.39,0.4,0.3,0.35,0.35,0.34,0.51,0.35,0.34,0.34,0.32,0.31,0.33,0.29,0.32,0.33,0.33,0.3,0.29,0.29,0.29,0.27,0.27,0.27,0.26,0.24,0.24,0.25,0.23,0.23,0.24,0.23,0.23,0.22,0.21,0.22,0.25,0.22,0.15,0.2,0.24,0.18,0.21,0.24,0.2,0.19,0.16,0.17,0.18,0.18,0.15,0.19,0.18,0.18,0.17,0.17,0.16,0.16,0.19,0.15,0.17,0.17,0.16,0.15,0.17,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.16,0.15,0.15,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.1,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.11,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.08,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.09,0.1,0.1,0.1,0.11,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.0,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.1,0.1,0.08,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.08,0.0,0.0,0.0,88.03
08/06/2021,10.18,6.79,6.84,3.96,3.84,3.65,2.32,2.57,1.89,1.51,1.51,1.4,1.26,1.07,1.1,0.9,0.83,0.7,0.68,0.63,0.6,0.64,0.56,0.56,0.54,0.53,0.5,0.5,0.46,0.46,0.41,0.41,0.4,0.38,0.44,0.39,0.4,0.3,0.35,0.35,0.34,0.56,0.35,0.34,0.33,0.32,0.31,0.34,0.28,0.32,0.32,0.34,0.3,0.28,0.29,0.29,0.28,0.27,0.26,0.27,0.24,0.24,0.24,0.23,0.23,0.23,0.24,0.24,0.22,0.21,0.22,0.25,0.23,0.15,0.2,0.24,0.19,0.21,0.24,0.2,0.2,0.15,0.17,0.18,0.18,0.15,0.19,0.18,0.18,0.17,0.16,0.16,0.17,0.18,0.15,0.19,0.14,0.16,0.16,0.16,0.13,0.14,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.15,0.15,0.15,0.14,0.13,0.15,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.1,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.11,0.12,0.12,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.09,0.1,0.09,0.1,0.1,0.0,0.1,0.1,0.11,0.11,0.11,0.12,0.1,0.1,0.11,0.1,0.1,0.11,0.09,0.1,0.1,0.1,0.11,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.08,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.08,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.08,0.0,0.0,88.02000000000001
08/09/2021,10.17,6.75,6.76,4.05,3.82,3.64,2.4,2.57,1.89,1.54,1.52,1.41,1.24,1.08,1.13,0.91,0.84,0.71,0.69,0.61,0.6,0.64,0.55,0.56,0.55,0.52,0.49,0.51,0.46,0.45,0.42,0.41,0.39,0.4,0.45,0.38,0.4,0.3,0.35,0.35,0.38,0.59,0.34,0.35,0.33,0.32,0.3,0.33,0.29,0.32,0.34,0.34,0.3,0.28,0.29,0.29,0.28,0.28,0.26,0.27,0.25,0.24,0.24,0.22,0.22,0.23,0.23,0.24,0.21,0.21,0.22,0.25,0.23,0.15,0.18,0.23,0.18,0.21,0.24,0.2,0.2,0.15,0.18,0.18,0.18,0.15,0.18,0.18,0.18,0.17,0.16,0.17,0.16,0.18,0.15,0.19,0.14,0.16,0.16,0.16,0.13,0.15,0.15,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.16,0.14,0.16,0.15,0.15,0.14,0.13,0.15,0.13,0.12,0.12,0.12,0.14,0.12,0.12,0.09,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.1,0.0,0.0,0.11,0.12,0.13,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.0,0.1,0.09,0.1,0.09,0.1,0.1,0.09,0.11,0.1,0.11,0.11,0.11,0.12,0.1,0.1,0.11,0.1,0.1,0.11,0.09,0.1,0.1,0.1,0.11,0.09,0.1,0.09,0.09,0.09,0.0,0.09,0.0,0.1,0.09,0.09,0.1,0.09,0.1,0.0,0.1,0.09,0.09,0.1,0.09,0.0,0.09,0.1,0.09,0.08,0.08,0.0,0.09,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.0,88.14000000000001
08/10/2021,10.19,6.71,6.74,4.07,3.82,3.65,2.37,2.52,1.91,1.54,1.53,1.41,1.27,1.08,1.13,0.91,0.85,0.7,0.68,0.62,0.6,0.63,0.55,0.57,0.55,0.52,0.5,0.5,0.46,0.45,0.42,0.41,0.39,0.38,0.45,0.38,0.4,0.31,0.34,0.35,0.38,0.59,0.35,0.34,0.33,0.32,0.3,0.34,0.28,0.33,0.33,0.34,0.3,0.29,0.29,0.29,0.27,0.28,0.26,0.27,0.24,0.24,0.24,0.21,0.22,0.23,0.23,0.24,0.21,0.21,0.22,0.25,0.23,0.15,0.18,0.23,0.18,0.21,0.23,0.2,0.2,0.16,0.18,0.18,0.18,0.14,0.19,0.18,0.18,0.17,0.16,0.17,0.16,0.18,0.14,0.19,0.15,0.17,0.16,0.17,0.13,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.16,0.14,0.16,0.14,0.15,0.14,0.13,0.15,0.13,0.12,0.12,0.12,0.14,0.12,0.12,0.09,0.12,0.12,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.11,0.12,0.13,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.0,0.1,0.09,0.1,0.09,0.1,0.1,0.0,0.11,0.1,0.11,0.11,0.11,0.12,0.1,0.1,0.11,0.1,0.1,0.11,0.09,0.1,0.1,0.09,0.11,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.0,0.11,0.09,0.09,0.1,0.09,0.1,0.08,0.1,0.09,0.09,0.1,0.09,0.0,0.09,0.1,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.08,0.0,0.08,0.0,88.11
08/11/2021,10.19,6.71,6.74,4.07,3.82,3.65,2.37,2.52,1.91,1.54,1.53,1.41,1.27,1.08,1.13,0.91,0.85,0.7,0.68,0.62,0.6,0.63,0.55,0.57,0.55,0.52,0.5,0.5,0.46,0.45,0.42,0.41,0.39,0.38,0.45,0.38,0.4,0.31,0.34,0.35,0.38,0.59,0.35,0.34,0.33,0.32,0.3,0.34,0.28,0.33,0.33,0.34,0.3,0.29,0.29,0.29,0.27,0.28,0.26,0.27,0.24,0.24,0.24,0.21,0.22,0.23,0.23,0.24,0.21,0.21,0.22,0.25,0.23,0.15,0.18,0.23,0.18,0.21,0.23,0.2,0.2,0.16,0.18,0.18,0.18,0.14,0.19,0.18,0.18,0.17,0.16,0.17,0.16,0.18,0.14,0.19,0.15,0.17,0.16,0.17,0.13,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.16,0.14,0.16,0.14,0.15,0.14,0.13,0.15,0.13,0.12,0.12,0.12,0.14,0.12,0.12,0.09,0.12,0.12,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.11,0.12,0.13,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.0,0.1,0.09,0.1,0.09,0.1,0.1,0.0,0.11,0.1,0.11,0.11,0.11,0.12,0.1,0.1,0.11,0.1,0.1,0.11,0.09,0.1,0.1,0.09,0.11,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.0,0.11,0.09,0.09,0.1,0.09,0.1,0.08,0.1,0.09,0.09,0.1,0.09,0.0,0.09,0.1,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.08,0.0,0.08,0.0,88.11
