,SWBI,SYNA,WK,SM,OVV,IDT,PACB,CRNC,PRFT,OMCL,PDCE,IIPR,SSTK,PTEN,BKE,MEDP,PVAC,AQUA,SGRY,LSCC,GTLS,RGR,STAA,WHD,ANF,IRDM,SEM,SSF.,JCOM,TTEK,SHEN,MFA,UFS,CNMD,GPRE,ENSG,NBR,AR,DIOD,CNX,ARNC,CMC,SAIL,OMI,AMKR,QTS,STAG,NSIT,APAM,COOP,VG,EGP,SLCA,TROX,TRTN,BCPC,KRA,MSTR,BIPC,AIT,MMS,UCTT,HTH,AVNT,MODV,ARWR,UFPI,FUL,LHCG,MED,WDFC,ACA,SAIA,TSE,SPSC,SCVL,CCOI,WOR,PNM,NWE,SCHN,COS.,GEO,NEOG,CWH,LANC,AEIS,HL,RMBS,BL,MMSI,PFSI,NEO,VIAV,TRNO,MTX,RCII,POWI,KALU,ZUMZ,REGI,BCEI,OGS,ROLL,SIG,ATRC,LZB,EPRT,MGY,IDI.,ONTO,HASI,LXP,CENX,CELH,BKH,COKE,DHT,INT,ADC,VLY,FLGT,PDCO,EXPI,CMP,VGR,USNA,SCL,NSA,AROC,AWR,MGLN,THRM,GRWG,FFIN,SAFM,CRS,DBRG,DOC,HR,SWX,STAR,POLY,SKT,SR,ACLS,SBRA,PETS,KLIC,LMX.,MTRN,PUMP,VIVO,CTRE,NJR,FMF.,SSD,AVA,JJSF,PCH,RDN,CWEN,BCC,COWN,TWNK,PBH,FCPT,ETH,XPER,UVV,PRGS,SWM,INOV,QLYS,BNL,HI,PDM,PCRX,FDP,PEB,BMI,WTS,EME,ITGR,ISBC,SMPL,CALX,PMT,UBSI,CNNE,SJI,TTEC,IOSP,MAC,CCMP,NAVI,UNFI,NPTN,CWT,RDFN,DHR.,MXL,RLGY,SITC,CYH,ORA,CEIX,MTDR,CDE,FIX,HVT,ALE,STC,DRNA,TR,SFM,ONB,ROIC,MLI,OXM,PRMW.TO,BIG,JPMORGAN US GOVT MMKT FUN,NHI,CVA,AAWW,POR,FELE,KWR,ORBC,PFGC,CPK,FOXF,CNSL,RPAI,RXN,THC,APPF,SXT,CNO,FORM,IDCC,ATKR,SXC,UMBF,GOGO,EXTR,SONO,EPC,FN,NOVT,BGS,HIBB,n/a,SMTC,ECOM,SUM
07/23/2021,0.35,0.38,0.41,0.3,0.32,0.4,0.33,0.32,0.38,0.36,0.29,0.36,0.36,0.3,0.32,0.36,0.28,0.33,0.32,0.32,0.34,0.31,0.3,0.32,0.3,0.35,0.32,0.3,0.31,0.32,0.27,0.32,0.32,0.31,0.32,0.32,0.26,0.29,0.29,0.3,0.29,0.31,0.29,0.34,0.29,0.29,0.31,0.3,0.29,0.31,0.3,0.32,0.24,0.24,0.27,0.29,0.29,0.23,0.24,0.29,0.29,0.28,0.27,0.29,0.29,0.31,0.29,0.29,0.28,0.27,0.27,0.26,0.26,0.25,0.27,0.27,0.28,0.28,0.28,0.29,0.28,0.28,0.27,0.27,0.28,0.27,0.24,0.23,0.26,0.26,0.25,0.26,0.27,0.26,0.28,0.27,0.28,0.26,0.26,0.23,0.26,0.0,0.25,0.26,0.0,0.25,0.23,0.27,0.23,0.23,0.24,0.25,0.27,0.26,0.24,0.27,0.28,0.23,0.25,0.27,0.25,0.23,0.26,0.23,0.29,0.24,0.25,0.24,0.25,0.23,0.26,0.25,0.25,0.0,0.25,0.24,0.25,0.22,0.26,0.26,0.27,0.29,0.23,0.24,0.24,0.23,0.25,0.0,0.22,0.0,0.22,0.0,0.0,0.23,0.23,0.23,0.24,0.24,0.23,0.23,0.23,0.24,0.0,0.23,0.24,0.23,0.23,0.0,0.22,0.0,0.22,0.22,0.0,0.0,0.23,0.23,0.24,0.22,0.22,0.22,0.23,0.23,0.23,0.22,0.22,0.23,0.0,0.22,0.22,0.0,0.22,0.23,0.22,0.22,0.22,0.25,0.0,0.0,0.23,0.0,0.22,0.0,0.0,0.22,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.22,0.22,0.22,0.23,0.21,0.0,0.0,0.22,0.0,0.0,0.21,0.33,0.22,0.22,0.0,0.23,0.0,0.22,0.21,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.22000000000001
07/26/2021,0.33,0.38,0.41,0.3,0.35,0.41,0.36,0.32,0.37,0.36,0.3,0.37,0.37,0.31,0.32,0.35,0.28,0.33,0.3,0.33,0.34,0.3,0.3,0.33,0.3,0.35,0.31,0.3,0.32,0.32,0.27,0.32,0.32,0.31,0.33,0.31,0.27,0.31,0.3,0.29,0.29,0.31,0.3,0.34,0.3,0.29,0.31,0.3,0.29,0.32,0.3,0.32,0.25,0.25,0.28,0.28,0.29,0.25,0.25,0.28,0.29,0.29,0.27,0.29,0.29,0.31,0.3,0.29,0.28,0.26,0.25,0.26,0.26,0.25,0.27,0.27,0.27,0.28,0.28,0.28,0.29,0.28,0.27,0.26,0.27,0.26,0.24,0.24,0.26,0.27,0.27,0.27,0.27,0.26,0.28,0.27,0.28,0.27,0.26,0.23,0.26,0.21,0.25,0.26,0.22,0.25,0.23,0.27,0.23,0.23,0.24,0.25,0.27,0.28,0.24,0.26,0.28,0.23,0.25,0.27,0.25,0.25,0.25,0.25,0.28,0.23,0.25,0.24,0.26,0.23,0.26,0.25,0.24,0.0,0.25,0.24,0.25,0.22,0.25,0.26,0.26,0.29,0.22,0.24,0.24,0.24,0.24,0.0,0.23,0.0,0.22,0.0,0.0,0.23,0.23,0.24,0.23,0.24,0.22,0.23,0.24,0.25,0.0,0.24,0.24,0.23,0.23,0.0,0.22,0.0,0.22,0.0,0.0,0.21,0.23,0.23,0.23,0.22,0.22,0.23,0.23,0.23,0.23,0.22,0.22,0.23,0.23,0.22,0.22,0.0,0.22,0.22,0.22,0.0,0.22,0.25,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.22,0.0,0.0,0.0,0.0,0.22,0.23,0.0,0.22,0.0,0.0,0.21,0.22,0.0,0.22,0.0,0.0,0.22,0.22,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.27000000000001
07/27/2021,0.32,0.38,0.42,0.29,0.34,0.42,0.34,0.32,0.37,0.36,0.3,0.37,0.37,0.29,0.32,0.36,0.28,0.34,0.3,0.33,0.32,0.3,0.3,0.33,0.29,0.34,0.31,0.31,0.32,0.33,0.27,0.31,0.32,0.31,0.32,0.31,0.26,0.3,0.3,0.29,0.29,0.31,0.3,0.33,0.3,0.29,0.31,0.3,0.29,0.32,0.3,0.32,0.25,0.25,0.28,0.29,0.29,0.24,0.25,0.29,0.29,0.29,0.26,0.3,0.29,0.31,0.29,0.29,0.28,0.27,0.25,0.26,0.27,0.25,0.27,0.27,0.28,0.28,0.27,0.29,0.29,0.28,0.27,0.27,0.27,0.27,0.24,0.23,0.26,0.27,0.27,0.27,0.27,0.26,0.28,0.27,0.29,0.27,0.26,0.23,0.26,0.0,0.25,0.26,0.22,0.25,0.23,0.27,0.23,0.23,0.24,0.25,0.27,0.27,0.23,0.26,0.28,0.23,0.25,0.27,0.25,0.25,0.25,0.24,0.29,0.23,0.25,0.24,0.26,0.23,0.26,0.24,0.25,0.0,0.25,0.24,0.25,0.0,0.25,0.26,0.26,0.29,0.22,0.24,0.24,0.24,0.24,0.0,0.23,0.0,0.22,0.0,0.21,0.24,0.23,0.24,0.24,0.24,0.23,0.23,0.24,0.25,0.0,0.23,0.24,0.22,0.23,0.0,0.22,0.0,0.22,0.0,0.22,0.21,0.23,0.23,0.23,0.22,0.22,0.22,0.23,0.23,0.23,0.22,0.22,0.23,0.23,0.0,0.22,0.0,0.22,0.22,0.22,0.0,0.22,0.25,0.0,0.0,0.23,0.0,0.21,0.22,0.0,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.22,0.23,0.0,0.23,0.0,0.0,0.21,0.23,0.0,0.22,0.0,0.0,0.22,0.22,0.0,0.23,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.24000000000001
07/28/2021,0.32,0.38,0.42,0.29,0.34,0.42,0.34,0.32,0.37,0.36,0.3,0.37,0.37,0.29,0.32,0.36,0.28,0.34,0.3,0.33,0.32,0.3,0.3,0.33,0.29,0.34,0.31,0.0,0.32,0.33,0.27,0.31,0.32,0.31,0.32,0.31,0.26,0.3,0.3,0.29,0.29,0.31,0.3,0.33,0.3,0.29,0.31,0.3,0.29,0.32,0.3,0.32,0.25,0.25,0.28,0.29,0.29,0.24,0.25,0.29,0.29,0.29,0.26,0.3,0.29,0.31,0.29,0.29,0.28,0.27,0.25,0.26,0.27,0.25,0.27,0.27,0.28,0.28,0.27,0.29,0.29,0.0,0.27,0.27,0.27,0.27,0.24,0.23,0.26,0.27,0.27,0.27,0.27,0.26,0.28,0.27,0.29,0.27,0.26,0.23,0.26,0.0,0.25,0.26,0.22,0.25,0.23,0.27,0.23,0.0,0.24,0.25,0.27,0.27,0.23,0.26,0.28,0.23,0.25,0.27,0.25,0.25,0.25,0.24,0.29,0.23,0.25,0.24,0.26,0.23,0.26,0.24,0.25,0.0,0.25,0.24,0.25,0.21,0.25,0.26,0.26,0.29,0.22,0.24,0.24,0.24,0.24,0.0,0.23,0.0,0.22,0.0,0.0,0.24,0.23,0.0,0.24,0.24,0.23,0.23,0.24,0.25,0.0,0.23,0.24,0.22,0.23,0.21,0.22,0.0,0.22,0.21,0.22,0.0,0.23,0.23,0.23,0.22,0.22,0.22,0.23,0.23,0.23,0.22,0.22,0.23,0.23,0.0,0.22,0.21,0.22,0.22,0.22,0.0,0.22,0.25,0.0,0.0,0.23,0.0,0.0,0.22,0.0,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.22,0.23,0.0,0.23,0.0,0.0,0.0,0.23,0.0,0.22,0.0,0.0,0.22,0.22,0.21,0.23,0.0,0.22,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.31,0.28,0.24,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.24000000000001
07/29/2021,0.32,0.38,0.42,0.3,0.35,0.43,0.34,0.32,0.38,0.36,0.31,0.36,0.37,0.31,0.32,0.35,0.31,0.34,0.3,0.33,0.31,0.3,0.28,0.33,0.29,0.34,0.31,0.32,0.32,0.32,0.27,0.32,0.32,0.31,0.33,0.31,0.27,0.32,0.3,0.29,0.3,0.32,0.3,0.33,0.3,0.29,0.31,0.3,0.28,0.31,0.3,0.31,0.25,0.25,0.28,0.28,0.29,0.31,0.24,0.29,0.29,0.28,0.26,0.29,0.28,0.3,0.29,0.29,0.27,0.27,0.26,0.26,0.27,0.26,0.26,0.27,0.28,0.29,0.27,0.29,0.29,0.28,0.27,0.26,0.27,0.26,0.24,0.23,0.26,0.26,0.26,0.27,0.27,0.25,0.28,0.27,0.29,0.27,0.28,0.23,0.25,0.0,0.25,0.3,0.22,0.25,0.23,0.27,0.23,0.23,0.24,0.25,0.27,0.28,0.24,0.26,0.28,0.23,0.25,0.27,0.25,0.26,0.25,0.24,0.28,0.23,0.25,0.24,0.25,0.24,0.26,0.24,0.25,0.0,0.25,0.24,0.25,0.22,0.25,0.25,0.26,0.29,0.22,0.24,0.24,0.24,0.24,0.0,0.23,0.0,0.22,0.0,0.0,0.23,0.23,0.23,0.23,0.24,0.23,0.23,0.23,0.25,0.0,0.24,0.24,0.22,0.23,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0.23,0.23,0.23,0.22,0.22,0.22,0.23,0.23,0.23,0.22,0.22,0.23,0.23,0.0,0.22,0.22,0.22,0.22,0.22,0.0,0.22,0.25,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.22,0.0,0.21,0.23,0.0,0.0,0.0,0.0,0.22,0.23,0.0,0.23,0.0,0.0,0.21,0.23,0.0,0.22,0.0,0.0,0.22,0.22,0.0,0.22,0.0,0.22,0.21,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.33000000000001
07/30/2021,0.33,0.37,0.41,0.29,0.34,0.41,0.34,0.31,0.38,0.36,0.3,0.36,0.35,0.3,0.31,0.33,0.29,0.34,0.3,0.33,0.32,0.3,0.28,0.33,0.29,0.34,0.31,0.32,0.32,0.32,0.27,0.32,0.32,0.32,0.32,0.31,0.26,0.31,0.3,0.29,0.3,0.32,0.29,0.34,0.31,0.29,0.31,0.3,0.28,0.32,0.3,0.32,0.24,0.25,0.28,0.29,0.29,0.29,0.23,0.28,0.29,0.28,0.26,0.3,0.29,0.3,0.3,0.29,0.28,0.26,0.26,0.27,0.27,0.26,0.26,0.27,0.28,0.29,0.27,0.29,0.29,0.28,0.27,0.27,0.27,0.27,0.23,0.23,0.26,0.26,0.27,0.27,0.26,0.25,0.28,0.28,0.29,0.26,0.27,0.22,0.24,0.0,0.26,0.3,0.0,0.25,0.23,0.27,0.23,0.23,0.23,0.25,0.27,0.29,0.23,0.27,0.28,0.23,0.26,0.27,0.25,0.26,0.26,0.24,0.28,0.23,0.25,0.24,0.26,0.24,0.26,0.24,0.25,0.0,0.25,0.24,0.25,0.0,0.25,0.26,0.27,0.29,0.0,0.24,0.25,0.23,0.25,0.0,0.22,0.0,0.22,0.21,0.0,0.24,0.23,0.23,0.23,0.24,0.23,0.24,0.24,0.25,0.0,0.24,0.24,0.23,0.23,0.21,0.22,0.0,0.22,0.0,0.24,0.0,0.23,0.23,0.23,0.23,0.22,0.22,0.23,0.23,0.23,0.23,0.22,0.23,0.0,0.0,0.22,0.22,0.23,0.22,0.22,0.0,0.0,0.25,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.22,0.23,0.0,0.23,0.0,0.0,0.21,0.23,0.0,0.22,0.0,0.0,0.22,0.22,0.22,0.23,0.21,0.22,0.21,0.0,0.0,0.0,0.21,0.22,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.3
08/02/2021,0.33,0.37,0.41,0.29,0.32,0.44,0.35,0.31,0.41,0.33,0.3,0.36,0.37,0.31,0.3,0.34,0.29,0.33,0.29,0.33,0.33,0.29,0.28,0.33,0.28,0.34,0.31,0.31,0.31,0.32,0.26,0.32,0.31,0.31,0.33,0.3,0.27,0.3,0.31,0.28,0.32,0.33,0.29,0.32,0.31,0.29,0.31,0.3,0.28,0.33,0.29,0.31,0.26,0.24,0.29,0.28,0.3,0.28,0.23,0.28,0.29,0.29,0.26,0.29,0.29,0.31,0.29,0.29,0.28,0.26,0.26,0.27,0.28,0.26,0.26,0.27,0.27,0.29,0.27,0.28,0.3,0.27,0.27,0.26,0.27,0.26,0.24,0.24,0.26,0.26,0.26,0.27,0.27,0.25,0.27,0.27,0.29,0.27,0.28,0.23,0.25,0.0,0.25,0.29,0.21,0.26,0.23,0.27,0.23,0.23,0.24,0.25,0.27,0.31,0.24,0.26,0.27,0.23,0.27,0.26,0.25,0.26,0.25,0.24,0.28,0.23,0.24,0.23,0.25,0.24,0.26,0.24,0.28,0.0,0.25,0.24,0.25,0.0,0.25,0.25,0.26,0.29,0.0,0.23,0.24,0.24,0.24,0.0,0.22,0.0,0.22,0.0,0.22,0.23,0.22,0.23,0.23,0.23,0.22,0.23,0.24,0.25,0.0,0.24,0.23,0.22,0.22,0.0,0.22,0.0,0.0,0.22,0.24,0.0,0.23,0.23,0.23,0.22,0.0,0.22,0.22,0.23,0.23,0.23,0.23,0.23,0.22,0.0,0.22,0.22,0.22,0.22,0.22,0.0,0.22,0.24,0.0,0.0,0.23,0.0,0.0,0.24,0.22,0.22,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.22,0.23,0.0,0.23,0.0,0.0,0.21,0.22,0.0,0.0,0.0,0.0,0.22,0.22,0.22,0.23,0.0,0.23,0.0,0.0,0.0,0.21,0.0,0.0,0.22,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.22000000000001
08/03/2021,0.32,0.38,0.41,0.29,0.31,0.42,0.36,0.31,0.41,0.34,0.3,0.36,0.37,0.29,0.3,0.34,0.29,0.33,0.29,0.35,0.34,0.29,0.28,0.32,0.27,0.35,0.31,0.31,0.31,0.33,0.27,0.32,0.31,0.31,0.34,0.3,0.26,0.3,0.32,0.28,0.31,0.33,0.29,0.32,0.32,0.29,0.31,0.3,0.28,0.33,0.29,0.31,0.25,0.24,0.29,0.29,0.29,0.28,0.23,0.29,0.29,0.3,0.25,0.29,0.29,0.31,0.29,0.29,0.28,0.27,0.25,0.27,0.29,0.26,0.28,0.27,0.28,0.29,0.27,0.28,0.29,0.27,0.27,0.26,0.27,0.26,0.24,0.23,0.26,0.26,0.29,0.28,0.27,0.25,0.28,0.28,0.29,0.31,0.28,0.22,0.25,0.21,0.25,0.3,0.0,0.26,0.23,0.27,0.23,0.23,0.25,0.25,0.27,0.31,0.24,0.26,0.27,0.23,0.29,0.27,0.25,0.26,0.26,0.23,0.28,0.23,0.23,0.23,0.25,0.24,0.26,0.24,0.29,0.0,0.25,0.24,0.24,0.22,0.25,0.25,0.26,0.29,0.0,0.22,0.24,0.24,0.24,0.22,0.22,0.0,0.22,0.0,0.22,0.23,0.22,0.24,0.23,0.23,0.22,0.23,0.24,0.25,0.0,0.24,0.23,0.22,0.22,0.0,0.22,0.0,0.0,0.22,0.24,0.0,0.23,0.23,0.23,0.22,0.0,0.22,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.0,0.22,0.22,0.22,0.23,0.22,0.21,0.22,0.24,0.0,0.0,0.23,0.0,0.0,0.24,0.0,0.22,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.22,0.23,0.0,0.23,0.0,0.0,0.21,0.23,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.23,0.0,0.23,0.21,0.0,0.21,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.41000000000001
08/04/2021,0.32,0.38,0.41,0.29,0.31,0.42,0.36,0.31,0.41,0.34,0.3,0.36,0.37,0.29,0.3,0.34,0.29,0.33,0.29,0.35,0.34,0.29,0.28,0.32,0.27,0.35,0.31,0.31,0.31,0.33,0.27,0.32,0.31,0.31,0.34,0.3,0.26,0.3,0.32,0.28,0.31,0.33,0.29,0.32,0.32,0.29,0.31,0.3,0.28,0.33,0.29,0.31,0.25,0.24,0.29,0.29,0.29,0.28,0.23,0.29,0.29,0.3,0.25,0.29,0.29,0.31,0.29,0.29,0.28,0.27,0.25,0.27,0.29,0.26,0.28,0.27,0.28,0.29,0.27,0.28,0.29,0.27,0.27,0.26,0.27,0.26,0.24,0.23,0.26,0.26,0.29,0.28,0.27,0.25,0.28,0.28,0.29,0.31,0.28,0.22,0.25,0.21,0.25,0.3,0.0,0.26,0.23,0.27,0.23,0.23,0.25,0.25,0.27,0.31,0.24,0.26,0.27,0.23,0.29,0.27,0.25,0.26,0.26,0.23,0.28,0.23,0.23,0.23,0.25,0.24,0.26,0.24,0.29,0.0,0.25,0.24,0.24,0.22,0.25,0.25,0.26,0.29,0.0,0.22,0.24,0.24,0.24,0.22,0.22,0.0,0.22,0.0,0.22,0.23,0.22,0.24,0.23,0.23,0.22,0.23,0.24,0.25,0.0,0.24,0.23,0.22,0.22,0.0,0.22,0.0,0.0,0.22,0.24,0.0,0.23,0.23,0.23,0.22,0.0,0.22,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.0,0.22,0.22,0.22,0.23,0.22,0.21,0.22,0.24,0.0,0.0,0.23,0.0,0.0,0.24,0.0,0.22,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.22,0.23,0.0,0.23,0.0,0.0,0.21,0.23,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.23,0.0,0.23,0.21,0.0,0.21,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.41000000000001
08/05/2021,0.34,0.38,0.41,0.29,0.31,0.44,0.35,0.31,0.42,0.34,0.29,0.36,0.37,0.29,0.31,0.34,0.28,0.33,0.29,0.35,0.35,0.29,0.28,0.33,0.27,0.35,0.31,0.31,0.31,0.33,0.26,0.31,0.31,0.31,0.35,0.3,0.26,0.29,0.32,0.27,0.31,0.32,0.3,0.33,0.33,0.29,0.31,0.3,0.28,0.33,0.3,0.31,0.24,0.23,0.29,0.28,0.29,0.28,0.23,0.28,0.29,0.3,0.26,0.29,0.3,0.31,0.29,0.29,0.28,0.26,0.26,0.26,0.29,0.25,0.29,0.27,0.28,0.28,0.27,0.28,0.29,0.27,0.27,0.26,0.28,0.26,0.24,0.23,0.26,0.26,0.28,0.29,0.27,0.25,0.28,0.27,0.29,0.31,0.27,0.23,0.24,0.0,0.25,0.29,0.0,0.26,0.23,0.27,0.23,0.23,0.25,0.25,0.27,0.31,0.24,0.26,0.26,0.23,0.28,0.27,0.25,0.26,0.26,0.23,0.28,0.23,0.23,0.24,0.25,0.23,0.26,0.24,0.29,0.0,0.24,0.24,0.25,0.0,0.25,0.25,0.26,0.3,0.0,0.22,0.24,0.24,0.24,0.21,0.22,0.0,0.22,0.0,0.22,0.23,0.22,0.24,0.23,0.23,0.22,0.22,0.24,0.26,0.21,0.24,0.23,0.22,0.22,0.0,0.22,0.0,0.0,0.22,0.24,0.0,0.23,0.22,0.23,0.22,0.0,0.0,0.23,0.23,0.22,0.23,0.23,0.23,0.22,0.0,0.22,0.22,0.22,0.22,0.22,0.0,0.22,0.25,0.0,0.0,0.23,0.0,0.0,0.24,0.21,0.22,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.22,0.23,0.0,0.23,0.0,0.0,0.21,0.22,0.0,0.21,0.0,0.0,0.22,0.22,0.0,0.23,0.21,0.23,0.21,0.0,0.0,0.21,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.32000000000001
08/06/2021,0.34,0.37,0.41,0.29,0.31,0.42,0.33,0.31,0.43,0.35,0.3,0.36,0.36,0.3,0.31,0.34,0.27,0.35,0.3,0.35,0.36,0.3,0.28,0.32,0.28,0.34,0.31,0.31,0.31,0.33,0.0,0.31,0.31,0.3,0.36,0.3,0.26,0.29,0.32,0.27,0.3,0.32,0.29,0.3,0.33,0.29,0.31,0.3,0.28,0.34,0.29,0.31,0.25,0.24,0.29,0.28,0.3,0.28,0.23,0.28,0.28,0.25,0.26,0.29,0.3,0.3,0.29,0.29,0.28,0.27,0.26,0.26,0.3,0.26,0.29,0.27,0.28,0.28,0.27,0.28,0.29,0.27,0.27,0.26,0.28,0.26,0.24,0.23,0.27,0.26,0.28,0.28,0.27,0.25,0.27,0.27,0.3,0.31,0.28,0.23,0.24,0.0,0.25,0.29,0.0,0.26,0.23,0.27,0.23,0.24,0.25,0.25,0.27,0.32,0.25,0.27,0.26,0.22,0.28,0.26,0.25,0.28,0.25,0.22,0.28,0.23,0.23,0.24,0.25,0.24,0.26,0.24,0.29,0.0,0.24,0.24,0.25,0.21,0.25,0.25,0.27,0.3,0.0,0.22,0.25,0.24,0.23,0.0,0.22,0.0,0.23,0.0,0.23,0.23,0.23,0.24,0.23,0.24,0.22,0.23,0.24,0.26,0.22,0.23,0.23,0.22,0.22,0.0,0.22,0.0,0.22,0.22,0.24,0.0,0.23,0.22,0.22,0.23,0.22,0.0,0.23,0.24,0.22,0.22,0.23,0.22,0.22,0.0,0.22,0.0,0.22,0.22,0.22,0.21,0.23,0.25,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.22,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.23,0.0,0.0,0.0,0.22,0.0,0.21,0.0,0.0,0.22,0.22,0.22,0.23,0.21,0.23,0.0,0.0,0.0,0.21,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.370000000000005
08/09/2021,0.34,0.37,0.43,0.28,0.31,0.43,0.39,0.33,0.44,0.36,0.28,0.37,0.36,0.27,0.3,0.35,0.25,0.37,0.26,0.36,0.36,0.31,0.34,0.3,0.26,0.36,0.31,0.31,0.31,0.33,0.0,0.32,0.31,0.29,0.32,0.3,0.23,0.29,0.34,0.27,0.29,0.32,0.3,0.27,0.35,0.29,0.32,0.3,0.29,0.34,0.3,0.31,0.23,0.24,0.28,0.28,0.29,0.32,0.23,0.27,0.28,0.26,0.26,0.28,0.31,0.31,0.29,0.29,0.25,0.24,0.26,0.25,0.3,0.24,0.3,0.27,0.27,0.27,0.27,0.28,0.28,0.27,0.3,0.26,0.3,0.25,0.22,0.22,0.27,0.26,0.27,0.28,0.28,0.25,0.28,0.27,0.29,0.32,0.27,0.22,0.25,0.0,0.25,0.29,0.0,0.25,0.23,0.27,0.23,0.24,0.25,0.25,0.28,0.23,0.26,0.27,0.26,0.21,0.28,0.27,0.25,0.31,0.24,0.32,0.28,0.25,0.23,0.23,0.25,0.23,0.27,0.24,0.28,0.0,0.24,0.24,0.23,0.22,0.25,0.25,0.27,0.31,0.0,0.22,0.25,0.27,0.23,0.0,0.25,0.0,0.23,0.0,0.23,0.22,0.22,0.24,0.23,0.23,0.22,0.22,0.24,0.27,0.22,0.24,0.23,0.24,0.23,0.0,0.22,0.0,0.0,0.22,0.25,0.0,0.24,0.23,0.22,0.23,0.0,0.0,0.23,0.24,0.22,0.22,0.23,0.22,0.0,0.21,0.22,0.0,0.0,0.23,0.22,0.21,0.0,0.25,0.0,0.0,0.24,0.0,0.0,0.26,0.21,0.22,0.0,0.21,0.24,0.0,0.0,0.0,0.0,0.22,0.23,0.0,0.22,0.0,0.0,0.0,0.22,0.0,0.21,0.0,0.0,0.22,0.22,0.23,0.23,0.21,0.23,0.0,0.0,0.22,0.0,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5
