,MSFT,AMZN,AMAT,GOOG,PYPL,ISRG,ADBE,HEI,PINS,AAPL,V,SPGI,UNH,ENPH,SHAK,TECH,VEEV,NTRA,NVDA,CRWD,DXCM,CSGP,GENI,DDOG,MQ,SHOP,SPG,SQ,SBNY,MELI,PAYC,USFD,DKNG,CLB,TTD,n/a,TSM,AMD,CTLT,QCOM,SEDG,SNAP,UPST,SUM
10/05/2021,8.31,8.4,5.25,2.98,3.92,4.63,3.04,3.89,2.89,3.07,3.76,2.89,0.0,0.0,1.96,2.67,2.62,2.18,0.0,2.09,2.32,2.04,2.23,1.95,2.64,1.6,1.33,1.33,0.0,1.24,1.62,0.0,0.0,1.4,0.93,1.91,2.84,2.04,2.03,2.03,2.02,1.98,0.0,100.03
10/06/2021,8.31,8.4,5.25,2.98,3.92,4.63,3.04,3.89,2.89,3.07,3.76,2.89,0.0,0.0,1.96,2.67,2.62,2.18,0.0,2.09,2.32,2.04,2.23,1.95,2.64,1.6,1.33,1.33,0.0,1.24,1.62,0.0,0.0,1.4,0.93,1.91,2.84,2.04,2.03,2.03,2.02,1.98,0.0,100.03
10/07/2021,8.31,8.4,5.25,2.98,3.92,4.63,3.04,3.89,2.89,3.07,3.76,2.89,0.0,0.0,1.96,2.67,2.62,2.18,0.0,2.09,2.32,2.04,2.23,1.95,2.64,1.6,1.33,1.33,0.0,1.24,1.62,0.0,0.0,1.4,0.93,1.91,2.84,2.04,2.03,2.03,2.02,1.98,0.0,100.03
10/08/2021,8.31,8.4,5.25,2.98,3.92,4.63,3.04,3.89,2.89,3.07,3.76,2.89,0.0,0.0,1.96,2.67,2.62,2.18,0.0,2.09,2.32,2.04,2.23,1.95,2.64,1.6,1.33,1.33,0.0,1.24,1.62,0.0,0.0,1.4,0.93,1.91,2.84,2.04,2.03,2.03,2.02,1.98,0.0,100.03
10/11/2021,8.31,8.4,5.25,2.98,3.92,4.63,3.04,3.89,2.89,3.07,3.76,2.89,0.0,0.0,1.96,2.67,2.62,2.18,0.0,2.09,2.32,2.04,2.23,1.95,2.64,1.6,1.33,1.33,0.0,1.24,1.62,0.0,0.0,1.4,0.93,1.91,2.84,2.04,2.03,2.03,2.02,1.98,0.0,100.03
10/12/2021,8.31,8.4,5.25,2.98,3.92,4.63,3.04,3.89,2.89,3.07,3.76,2.89,0.0,0.0,1.96,2.67,2.62,2.18,0.0,2.09,2.32,2.04,2.23,1.95,2.64,1.6,1.33,1.33,0.0,1.24,1.62,0.0,0.0,1.4,0.93,1.91,2.84,2.04,2.03,2.03,2.02,1.98,0.0,100.03
10/13/2021,8.31,8.4,5.25,2.98,3.92,4.63,3.04,3.89,2.89,3.07,3.76,2.89,0.0,0.0,1.96,2.67,2.62,2.18,0.0,2.09,2.32,2.04,2.23,1.95,2.64,1.6,1.33,1.33,0.0,1.24,1.62,0.0,0.0,1.4,0.93,1.91,2.84,2.04,2.03,2.03,2.02,1.98,0.0,100.03
10/14/2021,8.31,8.4,5.25,2.98,3.92,4.63,3.04,3.89,2.89,3.07,3.76,2.89,0.0,0.0,1.96,2.67,2.62,2.18,0.0,2.09,2.32,2.04,2.23,1.95,2.64,1.6,1.33,1.33,0.0,1.24,1.62,0.0,0.0,1.4,0.93,1.91,2.84,2.04,2.03,2.03,2.02,1.98,0.0,100.03
10/15/2021,8.31,8.4,5.25,2.98,3.92,4.63,3.04,3.89,2.89,3.07,3.76,2.89,0.0,0.0,1.96,2.67,2.62,2.18,0.0,2.09,2.32,2.04,2.23,1.95,2.64,1.6,1.33,1.33,0.0,1.24,1.62,0.0,0.0,1.4,0.93,1.91,2.84,2.04,2.03,2.03,2.02,1.98,0.0,100.03
10/18/2021,8.31,8.4,5.25,2.98,3.92,4.63,3.04,3.89,2.89,3.07,3.76,2.89,0.0,0.0,1.96,2.67,2.62,2.18,0.0,2.09,2.32,2.04,2.23,1.95,2.64,1.6,1.33,1.33,0.0,1.24,1.62,0.0,0.0,1.4,0.93,1.91,2.84,2.04,2.03,2.03,2.02,1.98,0.0,100.03
10/19/2021,8.31,8.4,5.25,2.98,3.92,4.63,3.04,3.89,2.89,3.07,3.76,2.89,0.0,0.0,1.96,2.67,2.62,2.18,0.0,2.09,2.32,2.04,2.23,1.95,2.64,1.6,1.33,1.33,0.0,1.24,1.62,0.0,0.0,1.4,0.93,1.91,2.84,2.04,2.03,2.03,2.02,1.98,0.0,100.03
10/20/2021,8.31,8.4,5.25,2.98,3.92,4.63,3.04,3.89,2.89,3.07,3.76,2.89,0.0,0.0,1.96,2.67,2.62,2.18,0.0,2.09,2.32,2.04,2.23,1.95,2.64,1.6,1.33,1.33,0.0,1.24,1.62,0.0,0.0,1.4,0.93,1.91,2.84,2.04,2.03,2.03,2.02,1.98,0.0,100.03
10/21/2021,8.31,8.4,5.25,2.98,3.92,4.63,3.04,3.89,2.89,3.07,3.76,2.89,0.0,0.0,1.96,2.67,2.62,2.18,0.0,2.09,2.32,2.04,2.23,1.95,2.64,1.6,1.33,1.33,0.0,1.24,1.62,0.0,0.0,1.4,0.93,1.91,2.84,2.04,2.03,2.03,2.02,1.98,0.0,100.03
10/22/2021,8.31,8.4,5.25,2.98,3.92,4.63,3.04,3.89,2.89,3.07,3.76,2.89,0.0,0.0,1.96,2.67,2.62,2.18,0.0,2.09,2.32,2.04,2.23,1.95,2.64,1.6,1.33,1.33,0.0,1.24,1.62,0.0,0.0,1.4,0.93,1.91,2.84,2.04,2.03,2.03,2.02,1.98,0.0,100.03
10/25/2021,8.31,8.4,5.25,2.98,3.92,4.63,3.04,3.89,2.89,3.07,3.76,2.89,0.0,0.0,1.96,2.67,2.62,2.18,0.0,2.09,2.32,2.04,2.23,1.95,2.64,1.6,1.33,1.33,0.0,1.24,1.62,0.0,0.0,1.4,0.93,1.91,2.84,2.04,2.03,2.03,2.02,1.98,0.0,100.03
10/26/2021,8.31,8.4,5.25,2.98,3.92,4.63,3.04,3.89,2.89,3.07,3.76,2.89,0.0,0.0,1.96,2.67,2.62,2.18,0.0,2.09,2.32,2.04,2.23,1.95,2.64,1.6,1.33,1.33,0.0,1.24,1.62,0.0,0.0,1.4,0.93,1.91,2.84,2.04,2.03,2.03,2.02,1.98,0.0,100.03
10/27/2021,8.31,8.4,5.25,2.98,3.92,4.63,3.04,3.89,2.89,3.07,3.76,2.89,0.0,0.0,1.96,2.67,2.62,2.18,0.0,2.09,2.32,2.04,2.23,1.95,2.64,1.6,1.33,1.33,0.0,1.24,1.62,0.0,0.0,1.4,0.93,1.91,2.84,2.04,2.03,2.03,2.02,1.98,0.0,100.03
10/28/2021,8.31,8.4,5.25,2.98,3.92,4.63,3.04,3.89,2.89,3.07,3.76,2.89,0.0,0.0,1.96,2.67,2.62,2.18,0.0,2.09,2.32,2.04,2.23,1.95,2.64,1.6,1.33,1.33,0.0,1.24,1.62,0.0,0.0,1.4,0.93,1.91,2.84,2.04,2.03,2.03,2.02,1.98,0.0,100.03
10/29/2021,8.31,8.4,5.25,2.98,3.92,4.63,3.04,3.89,2.89,3.07,3.76,2.89,0.0,0.0,1.96,2.67,2.62,2.18,0.0,2.09,2.32,2.04,2.23,1.95,2.64,1.6,1.33,1.33,0.0,1.24,1.62,0.0,0.0,1.4,0.93,1.91,2.84,2.04,2.03,2.03,2.02,1.98,0.0,100.03
11/01/2021,8.31,8.4,5.25,2.98,3.92,4.63,3.04,3.89,2.89,3.07,3.76,2.89,0.0,0.0,1.96,2.67,2.62,2.18,0.0,2.09,2.32,2.04,2.23,1.95,2.64,1.6,1.33,1.33,0.0,1.24,1.62,0.0,0.0,1.4,0.93,1.91,2.84,2.04,2.03,2.03,2.02,1.98,0.0,100.03
11/02/2021,8.31,8.4,5.25,2.98,3.92,4.63,3.04,3.89,2.89,3.07,3.76,2.89,0.0,0.0,1.96,2.67,2.62,2.18,0.0,2.09,2.32,2.04,2.23,1.95,2.64,1.6,1.33,1.33,0.0,1.24,1.62,0.0,0.0,1.4,0.93,1.91,2.84,2.04,2.03,2.03,2.02,1.98,0.0,100.03
11/03/2021,8.47,8.45,4.88,3.09,3.96,4.73,3.13,3.52,0.0,3.07,3.37,2.88,0.0,0.0,1.63,2.66,2.51,2.17,0.0,2.23,2.29,1.87,4.21,2.33,2.75,1.57,1.36,1.38,0.0,1.16,1.91,0.0,0.0,1.11,0.87,3.99,0.0,2.05,2.12,1.91,2.17,1.95,2.24,99.99
