,AKTS,CHK,BBD.B.TO,TTD,RYCEY,MIME,VMEO,HUBS,BIDU,KURA,603256.SS,PUBM,RNG,DOCU,INSG,PING,AVGO,QRVO,WILD.TO,QTNT,NNOX,VYNE,KBH,NET,GRTS,QS,BOWX,TENB,ABCL,VRNS,MARA,ADAP,First American Government Obligs X,GTES,PROSY,BABA,IAC,Rolls-Royce Holdings PLC ADR,Prosus NV ADR,AbCellera Biologics Inc Ordinary Shares,FGXXX,RFL,KERN,TMHC,NRZ,AGNC,VYNE Therapeutics Inc,688098.SS,ET,PCG,NLY,LVS,AMZN,MDC,n/a,GDDY,GOOGL,ODP,XPEL,SUM
07/23/2021,17.55,9.58,9.4,4.83,6.48,2.21,2.37,2.12,3.58,1.24,0.0,2.19,0.27,0.0,0.56,2.19,2.29,2.05,1.66,1.74,0.83,0.8,2.27,0.0,0.78,1.09,1.33,0.05,0.87,0.0,0.0,0.63,0.23,1.21,2.93,4.24,2.77,0.0,0.0,0.0,0.0,2.81,1.75,1.11,1.09,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
07/26/2021,17.71,9.78,9.76,3.74,6.95,2.16,2.28,1.69,3.45,1.22,0.0,2.13,0.26,0.0,0.55,2.18,0.9,2.01,1.71,1.72,0.83,0.4,2.23,0.0,0.79,1.08,1.29,0.0,0.83,0.0,0.0,0.64,0.21,0.0,2.78,4.04,3.12,0.0,0.0,0.0,0.0,3.59,1.72,1.12,1.07,0.91,0.0,1.79,0.69,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/27/2021,17.71,9.78,9.76,3.74,6.95,2.16,2.28,1.69,3.45,1.22,0.0,2.13,0.26,0.0,0.55,2.18,0.9,2.01,1.71,1.72,0.83,0.4,2.23,0.0,0.79,1.08,1.29,0.0,0.83,0.0,0.0,0.64,0.21,0.0,2.78,4.04,3.12,0.0,0.0,0.0,0.0,3.59,1.72,1.12,1.07,0.91,0.0,1.79,0.69,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/28/2021,17.43,8.72,9.82,1.3,6.99,2.2,2.32,0.89,3.34,1.22,0.0,2.11,0.0,0.0,0.54,2.16,0.92,2.02,1.78,1.61,0.83,0.0,2.29,0.0,0.75,1.01,1.24,0.0,0.8,0.0,0.0,0.59,0.0,0.0,2.77,3.66,3.19,0.0,0.0,0.0,0.0,6.41,1.68,1.17,1.82,1.63,0.37,1.83,0.7,0.65,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
07/29/2021,17.7,8.98,9.87,0.0,7.15,2.2,2.41,0.0,3.22,1.21,0.0,2.16,0.0,0.0,0.55,2.21,0.93,2.06,1.78,1.56,0.85,0.0,2.31,0.0,0.76,0.72,0.0,0.0,0.8,0.0,0.0,0.58,0.0,0.0,2.54,3.47,3.22,0.0,0.0,0.0,0.01,6.7,1.7,1.18,1.88,1.9,0.38,1.58,1.44,0.63,1.41,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/30/2021,17.7,8.98,9.87,0.0,7.15,2.2,2.41,0.0,3.22,1.21,0.0,2.16,0.0,0.0,0.55,2.21,0.93,2.06,1.78,1.56,0.85,0.0,2.31,0.0,0.76,0.72,0.0,0.0,0.8,0.0,0.0,0.58,0.0,0.0,2.54,3.47,3.22,0.0,0.0,0.0,0.01,6.7,1.7,1.18,1.88,1.9,0.38,1.58,1.44,0.63,1.41,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/02/2021,17.66,8.89,9.96,0.0,7.31,2.19,2.44,0.0,0.29,1.24,0.0,2.15,0.0,0.0,0.56,2.18,0.91,2.01,1.8,1.64,0.86,0.0,3.46,0.0,0.75,0.76,0.0,0.0,0.82,0.0,0.0,0.6,0.0,0.0,1.35,0.01,5.12,0.0,0.0,0.0,0.74,7.12,1.72,1.18,1.84,1.87,0.38,1.59,2.81,0.65,2.09,1.88,1.18,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/03/2021,17.66,8.89,9.96,0.0,7.31,2.19,2.44,0.0,0.29,1.24,0.0,2.15,0.0,0.0,0.56,2.18,0.91,2.01,1.8,1.64,0.86,0.0,3.46,0.0,0.75,0.76,0.0,0.0,0.82,0.0,0.0,0.6,0.0,0.0,1.35,0.01,5.12,0.0,0.0,0.0,0.74,7.12,1.72,1.18,1.84,1.87,0.38,1.59,2.81,0.65,2.09,1.88,1.18,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/04/2021,17.66,8.89,9.96,0.0,7.31,2.19,2.44,0.0,0.29,1.24,0.0,2.15,0.0,0.0,0.56,2.18,0.91,2.01,1.8,1.64,0.86,0.0,3.46,0.0,0.75,0.76,0.0,0.0,0.82,0.0,0.0,0.6,0.0,0.0,1.35,0.01,5.12,0.0,0.0,0.0,0.74,7.12,1.72,1.18,1.84,1.87,0.38,1.59,2.81,0.65,2.09,1.88,1.18,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/05/2021,17.66,8.89,9.96,0.0,7.31,2.19,2.44,0.0,0.29,1.24,0.0,2.15,0.0,0.0,0.56,2.18,0.91,2.01,1.8,1.64,0.86,0.0,3.46,0.0,0.75,0.76,0.0,0.0,0.82,0.0,0.0,0.6,0.0,0.0,1.35,0.01,5.12,0.0,0.0,0.0,0.74,7.12,1.72,1.18,1.84,1.87,0.38,1.59,2.81,0.65,2.09,1.88,1.18,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/06/2021,17.65,8.76,7.71,0.0,5.73,2.3,1.91,0.0,0.28,0.01,0.0,1.92,0.0,0.0,0.02,0.25,0.0,2.08,1.73,1.74,0.89,0.0,3.61,0.0,1.11,0.69,0.0,0.0,0.81,0.0,0.0,0.57,0.0,0.0,0.0,0.01,5.02,0.0,0.0,0.0,0.17,11.08,2.12,0.51,1.91,1.85,0.0,1.98,2.76,1.28,2.11,2.28,5.01,2.14,0.0,0.0,0.0,0.0,0.0,100.0
08/09/2021,17.64,8.5,7.87,0.0,5.5,2.28,1.91,0.0,0.28,0.01,0.0,1.93,0.0,0.0,0.02,0.26,0.0,2.03,1.67,1.87,0.89,0.0,3.48,0.0,1.13,0.68,0.0,0.0,0.78,0.0,0.0,0.57,0.0,0.0,0.0,0.01,4.86,0.0,0.0,0.0,0.0,12.01,2.17,0.49,1.86,1.81,0.0,1.94,2.54,1.15,2.05,2.27,5.26,2.02,0.26,0.0,0.0,0.0,0.0,100.0
08/10/2021,17.64,8.5,7.87,0.0,5.5,2.28,1.91,0.0,0.28,0.01,0.0,1.93,0.0,0.0,0.02,0.26,0.0,2.03,1.67,1.87,0.89,0.0,3.48,0.0,1.13,0.68,0.0,0.0,0.78,0.0,0.0,0.57,0.0,0.0,0.0,0.01,4.86,0.0,0.0,0.0,0.0,12.01,2.17,0.49,1.86,1.81,0.0,1.94,2.54,1.15,2.05,2.27,5.26,2.02,0.26,0.0,0.0,0.0,0.0,100.0
08/13/2021,17.26,7.3,6.34,0.0,4.7,1.82,1.5,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,2.02,1.75,1.69,0.79,0.0,3.56,0.0,2.0,0.76,0.0,0.0,0.8,0.0,0.0,0.59,0.0,0.0,0.0,0.0,4.72,0.0,0.0,0.0,0.0,12.58,2.18,0.5,1.92,1.87,0.0,2.05,2.67,1.7,2.12,2.32,5.28,2.03,0.2,1.76,0.99,0.0,0.0,99.99
08/16/2021,16.2,6.08,5.79,0.0,4.74,1.84,1.46,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,2.0,1.78,1.57,0.86,0.0,3.66,0.0,2.14,0.71,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,1.53,14.88,2.12,0.52,1.95,1.9,0.0,2.1,2.76,1.71,2.15,2.32,3.39,2.07,0.78,2.56,1.0,0.0,0.0,100.03
08/17/2021,16.2,6.08,5.79,0.0,4.74,1.84,1.46,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,2.0,1.78,1.57,0.86,0.0,3.66,0.0,2.14,0.71,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,1.53,14.88,2.12,0.52,1.95,1.9,0.0,2.1,2.76,1.71,2.15,2.32,3.39,2.07,0.78,2.56,1.0,0.0,0.0,100.03
08/19/2021,15.47,5.8,5.35,0.0,4.7,1.83,1.39,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,1.98,1.76,1.53,0.81,0.0,3.65,0.0,2.23,0.68,0.0,0.0,0.91,0.0,0.0,0.65,0.0,0.0,0.0,0.0,4.57,0.0,0.0,0.0,0.0,15.64,2.06,0.51,1.93,1.88,0.0,1.74,2.67,1.66,2.13,2.24,2.88,2.03,1.68,3.54,0.99,0.0,0.0,99.99
08/20/2021,15.21,4.24,4.61,0.0,4.37,1.86,1.34,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0,2.02,1.75,1.46,0.77,1.02,3.71,0.0,2.26,0.66,0.0,0.0,0.92,0.0,0.0,0.66,0.0,0.0,0.0,0.0,3.65,0.0,0.0,0.0,0.0,16.91,2.08,0.54,1.95,1.92,0.0,1.67,2.73,1.71,2.18,2.26,1.05,2.1,1.99,3.58,1.02,2.77,0.0,100.01
08/23/2021,16.91,2.58,3.47,0.0,3.69,1.92,1.41,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0,2.05,1.71,1.51,0.96,2.12,3.71,0.0,2.22,0.65,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,2.74,0.0,0.0,0.0,1.55,16.96,2.03,1.37,1.99,1.98,0.0,1.52,2.72,1.76,2.25,2.24,1.08,2.9,0.87,3.78,1.06,2.74,0.0,99.99
08/24/2021,16.91,2.58,3.47,0.0,3.69,1.92,1.41,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0,2.05,1.71,1.51,0.96,2.12,3.71,0.0,2.22,0.65,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,2.74,0.0,0.0,0.0,1.55,16.96,2.03,1.37,1.99,1.98,0.0,1.52,2.72,1.76,2.25,2.24,1.08,2.9,0.87,3.78,1.06,2.74,0.0,99.99
08/26/2021,16.48,2.64,2.8,0.0,3.25,2.0,1.55,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,2.09,1.82,1.55,1.03,2.17,3.83,0.0,2.27,0.67,0.0,0.0,0.89,0.0,0.0,0.68,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.0,0.0,15.43,2.09,1.41,2.06,2.03,0.0,1.61,2.77,1.85,2.31,2.31,1.1,4.6,1.57,3.83,1.09,2.85,0.0,99.99000000000002
08/27/2021,13.15,0.95,2.12,0.0,2.15,1.98,1.58,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,2.0,1.81,1.72,1.04,2.27,3.65,0.0,3.65,0.68,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,3.38,21.15,2.06,1.34,2.09,1.95,0.0,1.52,2.7,1.74,2.21,1.85,0.0,5.16,0.89,3.74,0.0,2.74,1.55,100.0
08/30/2021,12.42,0.93,2.0,0.0,2.02,1.14,1.57,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,1.94,1.76,1.5,0.98,2.1,3.54,0.0,3.68,0.66,0.0,0.0,0.88,0.0,0.0,0.82,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,26.39,1.94,1.29,2.02,1.86,0.0,1.49,2.57,1.65,2.12,1.8,0.0,4.91,0.43,3.63,0.0,2.62,3.13,99.99000000000001
