,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,JPM,NVDA,V,JNJ,PG,PYPL,UNH,MA,BAC,HD,DIS,XOM,KO,ADBE,PEP,CMCSA,NKE,NFLX,ACN,PFE,CVX,CSCO,INTC,USD,CRM,ABT,WFC,TMO,ABBV,WMT,VZ,LLY,MRK,T,COST,HON,UPS,UNP,MDT,TXN,C,QCOM,BMY,RTX,BLK,BA,LOW,MS,AMT,GS,SBUX,AMGN,ORCL,CAT,GE,MMM,SCHW,AXP,TGT,INTU,IBM,AMAT,SPGI,MDLZ,DE,ISRG,CVS,DUK,AMD,SQ,GM,NOW,LMT,PLD,FIS,ADP,CCI,CHTR,ANTM,SYK,SO,ZTS,BKNG,PNC,CL,COP,EQIX,USB,D,GILD,TFC,TJX,MU,LRCX,CB,FDX,MMC,CI,COF,ITW,ICE,TMUS,FISV,F,SHW,APD,BDX,WM,ETN,ILMN,MCO,NOC,EW,EMR,GPN,PGR,AON,ADSK,KMB,EXC,AEP,TWLO,BSX,ADI,HUM,ECL,NEM,SRE,FCX,REGN,HCA,APTV,EA,JCI,LULU,GD,DG,IDXX,MSCI,XEL,DOW,TT,MET,DOCU,BIIB,TWTR,VRTX,A,TROW,GIS,ALGN,EBAY,SLB,DLR,AIG,CMG,KLAC,BK,CNC,PRU,ADM,TRV,ALL,PEG,PSX,SNPS,BAX,IFF,MPC,CMI,ES,AFL,WDAY,RMD,FRC,MTD,HPQ,MAR,SWK,ROK,STT,CBRE,AJG,EQR,KEYS,ED,ZBRA,VFC,XLNX,WBA,SIVB,PANW,YUM,HLT,FTNT,AZO,HSY,VRSK,MSI,KHC,WMB,AVB,AMP,SYF,MCK,NUE,GE.,KR,BLL,GRMN,SUM
07/23/2021,6.44,5.91,4.65,2.3,2.13,2.09,1.52,1.25,1.39,1.32,1.33,1.18,1.15,1.11,0.96,1.05,0.96,0.75,0.85,0.82,0.84,0.78,0.77,0.69,0.67,0.68,0.59,0.64,0.63,0.67,0.6,0.61,0.63,0.61,0.61,0.61,0.59,0.59,0.57,0.51,0.55,0.54,0.52,0.48,0.5,0.49,0.46,0.44,0.44,0.43,0.42,0.39,0.42,0.43,0.43,0.41,0.41,0.42,0.43,0.38,0.37,0.39,0.36,0.37,0.38,0.36,0.35,0.34,0.34,0.35,0.33,0.34,0.32,0.33,0.3,0.32,0.3,0.31,0.32,0.32,0.3,0.29,0.3,0.28,0.28,0.26,0.28,0.28,0.26,0.26,0.27,0.23,0.25,0.25,0.25,0.26,0.25,0.24,0.24,0.24,0.25,0.25,0.24,0.24,0.24,0.24,0.22,0.22,0.22,0.21,0.23,0.21,0.21,0.21,0.21,0.21,0.21,0.18,0.2,0.19,0.19,0.19,0.17,0.18,0.18,0.19,0.18,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.16,0.17,0.19,0.16,0.16,0.17,0.17,0.16,0.16,0.17,0.15,0.15,0.14,0.16,0.14,0.16,0.14,0.15,0.15,0.15,0.16,0.14,0.14,0.14,0.12,0.15,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.0,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.0,0.0,0.1,0.11,0.1,0.11,0.0,0.1,0.0,0.1,0.1,0.11,0.1,0.1,0.0,0.11,0.0,0.0,0.1,0.1,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.57
07/26/2021,6.4,5.99,4.69,2.34,2.15,2.1,1.52,1.3,1.38,1.32,1.3,1.19,1.15,1.12,0.96,1.04,0.94,0.76,0.85,0.83,0.83,0.78,0.78,0.66,0.67,0.68,0.6,0.64,0.63,0.67,0.61,0.6,0.62,0.61,0.61,0.6,0.59,0.59,0.57,0.51,0.55,0.54,0.51,0.49,0.5,0.47,0.46,0.45,0.45,0.43,0.41,0.39,0.42,0.44,0.42,0.41,0.43,0.41,0.44,0.38,0.37,0.38,0.35,0.37,0.38,0.37,0.35,0.35,0.34,0.34,0.33,0.34,0.32,0.33,0.31,0.34,0.3,0.32,0.31,0.31,0.3,0.29,0.28,0.28,0.28,0.27,0.28,0.28,0.27,0.26,0.26,0.24,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.25,0.25,0.24,0.25,0.23,0.24,0.24,0.22,0.22,0.22,0.21,0.23,0.21,0.21,0.2,0.21,0.21,0.21,0.18,0.19,0.19,0.19,0.18,0.17,0.19,0.18,0.19,0.18,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.16,0.17,0.19,0.16,0.16,0.17,0.17,0.16,0.16,0.17,0.15,0.15,0.15,0.16,0.14,0.16,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.12,0.14,0.14,0.15,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.1,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.64999999999999
07/27/2021,6.46,6.04,4.69,2.45,2.21,2.17,1.51,1.3,1.4,1.33,1.31,1.2,1.15,1.15,0.95,1.06,0.95,0.76,0.85,0.83,0.84,0.79,0.79,0.66,0.67,0.68,0.6,0.65,0.59,0.0,0.61,0.61,0.61,0.61,0.61,0.6,0.58,0.61,0.58,0.51,0.55,0.53,0.51,0.49,0.51,0.48,0.46,0.45,0.45,0.43,0.41,0.39,0.43,0.44,0.43,0.41,0.44,0.42,0.42,0.38,0.37,0.39,0.35,0.38,0.38,0.37,0.35,0.35,0.34,0.35,0.33,0.34,0.32,0.33,0.31,0.34,0.29,0.32,0.31,0.31,0.31,0.29,0.28,0.28,0.27,0.27,0.28,0.28,0.27,0.26,0.27,0.23,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.25,0.25,0.24,0.25,0.23,0.24,0.24,0.22,0.21,0.22,0.21,0.23,0.21,0.21,0.2,0.21,0.21,0.21,0.18,0.2,0.19,0.19,0.18,0.17,0.19,0.18,0.19,0.18,0.18,0.18,0.17,0.18,0.18,0.15,0.17,0.17,0.17,0.19,0.16,0.16,0.17,0.18,0.16,0.16,0.17,0.15,0.15,0.14,0.16,0.14,0.16,0.14,0.15,0.15,0.15,0.16,0.14,0.15,0.15,0.12,0.14,0.14,0.15,0.14,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.1,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.65
07/28/2021,6.46,6.04,4.69,2.45,2.21,2.17,1.51,1.3,1.4,1.33,1.31,1.2,1.15,1.15,0.95,1.06,0.95,0.76,0.85,0.83,0.84,0.79,0.79,0.66,0.67,0.68,0.6,0.65,0.59,0.0,0.61,0.61,0.61,0.61,0.61,0.6,0.58,0.61,0.58,0.51,0.55,0.53,0.51,0.49,0.51,0.48,0.46,0.45,0.45,0.43,0.41,0.39,0.43,0.44,0.43,0.41,0.44,0.42,0.42,0.38,0.37,0.39,0.35,0.38,0.38,0.37,0.35,0.35,0.34,0.35,0.33,0.34,0.32,0.33,0.31,0.34,0.29,0.32,0.31,0.31,0.31,0.29,0.28,0.28,0.27,0.27,0.28,0.28,0.27,0.26,0.27,0.23,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.25,0.25,0.24,0.25,0.23,0.24,0.24,0.22,0.21,0.22,0.21,0.23,0.21,0.21,0.2,0.21,0.21,0.21,0.18,0.2,0.19,0.19,0.18,0.17,0.19,0.18,0.19,0.18,0.18,0.18,0.17,0.18,0.18,0.15,0.17,0.17,0.17,0.19,0.16,0.16,0.17,0.18,0.16,0.16,0.17,0.15,0.15,0.14,0.16,0.14,0.16,0.14,0.15,0.15,0.15,0.16,0.14,0.15,0.15,0.12,0.14,0.14,0.15,0.14,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.1,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.65
07/29/2021,6.42,5.98,4.71,2.45,2.21,2.17,1.51,1.27,1.4,1.31,1.3,1.19,1.13,1.13,0.95,1.04,0.95,0.77,0.85,0.81,0.83,0.78,0.78,0.65,0.67,0.68,0.61,0.64,0.6,0.68,0.6,0.6,0.61,0.6,0.6,0.6,0.58,0.6,0.57,0.5,0.55,0.52,0.5,0.48,0.5,0.48,0.46,0.44,0.44,0.43,0.41,0.4,0.42,0.44,0.42,0.41,0.44,0.41,0.42,0.38,0.37,0.38,0.35,0.37,0.38,0.37,0.35,0.35,0.33,0.35,0.33,0.33,0.32,0.33,0.3,0.34,0.29,0.32,0.3,0.31,0.3,0.29,0.27,0.28,0.27,0.27,0.27,0.28,0.27,0.26,0.27,0.24,0.24,0.25,0.25,0.25,0.24,0.24,0.23,0.25,0.25,0.24,0.25,0.23,0.24,0.23,0.22,0.21,0.22,0.21,0.23,0.2,0.21,0.2,0.2,0.21,0.2,0.18,0.2,0.19,0.18,0.18,0.19,0.19,0.17,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.15,0.17,0.17,0.17,0.19,0.16,0.16,0.17,0.17,0.16,0.16,0.17,0.15,0.15,0.15,0.16,0.14,0.16,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.13,0.14,0.14,0.15,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.1,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.59999999999998
07/30/2021,6.35,5.95,4.63,2.43,2.19,2.14,1.51,1.27,1.41,1.33,1.32,1.17,1.14,1.13,0.95,1.04,0.96,0.76,0.85,0.81,0.84,0.79,0.78,0.66,0.67,0.69,0.61,0.64,0.59,0.69,0.59,0.61,0.62,0.61,0.61,0.6,0.58,0.6,0.58,0.51,0.55,0.53,0.47,0.48,0.51,0.47,0.47,0.44,0.44,0.44,0.41,0.39,0.41,0.44,0.43,0.41,0.44,0.41,0.42,0.38,0.38,0.38,0.35,0.37,0.38,0.37,0.35,0.34,0.33,0.35,0.33,0.34,0.32,0.34,0.3,0.32,0.29,0.32,0.31,0.32,0.31,0.29,0.28,0.28,0.27,0.27,0.28,0.28,0.27,0.26,0.27,0.24,0.25,0.25,0.25,0.25,0.24,0.24,0.23,0.24,0.25,0.23,0.25,0.23,0.24,0.24,0.22,0.21,0.23,0.21,0.23,0.2,0.21,0.2,0.21,0.21,0.21,0.18,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.17,0.19,0.16,0.18,0.18,0.16,0.17,0.17,0.17,0.19,0.16,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.15,0.15,0.16,0.14,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.14,0.13,0.15,0.13,0.13,0.12,0.13,0.13,0.12,0.13,0.13,0.1,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.11,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,88.63
08/02/2021,6.29,5.94,4.59,2.36,2.24,2.13,1.52,1.29,1.39,1.32,1.3,1.1,1.13,1.13,0.96,1.03,0.95,0.78,0.85,0.82,0.83,0.78,0.79,0.65,0.67,0.7,0.62,0.64,0.6,0.67,0.59,0.61,0.64,0.61,0.61,0.6,0.58,0.61,0.57,0.51,0.55,0.53,0.46,0.48,0.51,0.48,0.47,0.47,0.44,0.44,0.41,0.41,0.41,0.44,0.42,0.41,0.42,0.41,0.42,0.38,0.38,0.38,0.36,0.37,0.38,0.37,0.35,0.35,0.34,0.34,0.33,0.34,0.32,0.33,0.34,0.33,0.3,0.32,0.3,0.31,0.31,0.29,0.27,0.28,0.27,0.27,0.28,0.28,0.27,0.26,0.27,0.24,0.23,0.25,0.25,0.26,0.25,0.24,0.24,0.24,0.25,0.23,0.25,0.23,0.24,0.24,0.22,0.21,0.23,0.22,0.23,0.2,0.21,0.2,0.21,0.21,0.2,0.18,0.2,0.2,0.19,0.18,0.2,0.19,0.18,0.19,0.18,0.17,0.19,0.17,0.16,0.18,0.16,0.17,0.18,0.17,0.19,0.17,0.16,0.17,0.18,0.16,0.16,0.17,0.16,0.15,0.15,0.16,0.14,0.16,0.14,0.15,0.15,0.15,0.15,0.14,0.16,0.15,0.13,0.14,0.14,0.15,0.13,0.14,0.12,0.13,0.13,0.12,0.13,0.13,0.1,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.12,0.11,0.12,0.0,0.11,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.57999999999998
08/03/2021,6.29,5.94,4.59,2.36,2.24,2.13,1.52,1.29,1.39,1.32,1.3,1.1,1.13,1.13,0.96,1.03,0.95,0.78,0.85,0.82,0.83,0.78,0.79,0.65,0.67,0.7,0.62,0.64,0.6,0.67,0.59,0.61,0.64,0.61,0.61,0.6,0.58,0.61,0.57,0.51,0.55,0.53,0.46,0.48,0.51,0.48,0.47,0.47,0.44,0.44,0.41,0.41,0.41,0.44,0.42,0.41,0.42,0.41,0.42,0.38,0.38,0.38,0.36,0.37,0.38,0.37,0.35,0.35,0.34,0.34,0.33,0.34,0.32,0.33,0.34,0.33,0.3,0.32,0.3,0.31,0.31,0.29,0.27,0.28,0.27,0.27,0.28,0.28,0.27,0.26,0.27,0.24,0.23,0.25,0.25,0.26,0.25,0.24,0.24,0.24,0.25,0.23,0.25,0.23,0.24,0.24,0.22,0.21,0.23,0.22,0.23,0.2,0.21,0.2,0.21,0.21,0.2,0.18,0.2,0.2,0.19,0.18,0.2,0.19,0.18,0.19,0.18,0.17,0.19,0.17,0.16,0.18,0.16,0.17,0.18,0.17,0.19,0.17,0.16,0.17,0.18,0.16,0.16,0.17,0.16,0.15,0.15,0.16,0.14,0.16,0.14,0.15,0.15,0.15,0.15,0.14,0.16,0.15,0.13,0.14,0.14,0.15,0.13,0.14,0.12,0.13,0.13,0.12,0.13,0.13,0.1,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.12,0.11,0.12,0.0,0.11,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.57999999999998
08/04/2021,6.34,5.94,4.27,2.36,2.24,2.12,1.52,1.29,1.39,1.33,1.33,1.07,1.14,1.12,0.96,1.04,0.94,0.76,0.85,0.82,0.84,0.79,0.8,0.66,0.67,0.7,0.62,0.65,0.6,0.68,0.59,0.62,0.63,0.62,0.6,0.6,0.58,0.6,0.57,0.5,0.56,0.54,0.46,0.48,0.52,0.49,0.47,0.47,0.44,0.44,0.41,0.4,0.41,0.44,0.43,0.41,0.42,0.41,0.42,0.38,0.38,0.38,0.36,0.37,0.38,0.37,0.35,0.35,0.34,0.34,0.34,0.34,0.32,0.33,0.36,0.32,0.3,0.32,0.31,0.31,0.31,0.3,0.28,0.29,0.28,0.28,0.28,0.28,0.26,0.26,0.26,0.24,0.24,0.25,0.25,0.25,0.24,0.25,0.24,0.25,0.25,0.23,0.25,0.23,0.24,0.24,0.22,0.21,0.23,0.21,0.24,0.21,0.22,0.21,0.21,0.21,0.2,0.18,0.2,0.2,0.19,0.19,0.19,0.2,0.18,0.19,0.18,0.17,0.19,0.17,0.16,0.18,0.16,0.17,0.18,0.17,0.19,0.17,0.16,0.17,0.18,0.16,0.16,0.17,0.16,0.15,0.15,0.16,0.14,0.16,0.14,0.15,0.15,0.15,0.15,0.14,0.16,0.14,0.13,0.14,0.14,0.15,0.15,0.14,0.12,0.13,0.13,0.12,0.13,0.13,0.1,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.12,0.11,0.12,0.0,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.11,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,88.52000000000001
08/05/2021,6.36,5.97,4.3,2.34,2.26,2.15,1.52,1.32,1.36,1.34,1.34,1.06,1.15,1.1,0.96,1.05,0.95,0.77,0.86,0.82,0.84,0.79,0.81,0.66,0.67,0.72,0.62,0.65,0.6,0.68,0.59,0.62,0.63,0.62,0.6,0.61,0.59,0.62,0.57,0.51,0.56,0.54,0.46,0.48,0.52,0.49,0.47,0.47,0.45,0.44,0.42,0.4,0.41,0.45,0.43,0.42,0.42,0.41,0.42,0.38,0.0,0.38,0.36,0.37,0.38,0.37,0.35,0.36,0.35,0.34,0.33,0.35,0.32,0.34,0.37,0.36,0.3,0.32,0.3,0.32,0.29,0.3,0.28,0.29,0.28,0.28,0.28,0.28,0.26,0.26,0.26,0.24,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.25,0.26,0.23,0.25,0.23,0.24,0.24,0.22,0.22,0.22,0.21,0.24,0.21,0.22,0.21,0.21,0.21,0.21,0.18,0.21,0.2,0.17,0.19,0.19,0.2,0.18,0.19,0.18,0.17,0.19,0.17,0.16,0.18,0.16,0.17,0.17,0.17,0.19,0.18,0.16,0.17,0.18,0.16,0.17,0.17,0.16,0.15,0.15,0.16,0.14,0.16,0.15,0.15,0.15,0.16,0.16,0.14,0.16,0.14,0.13,0.15,0.14,0.15,0.15,0.14,0.12,0.13,0.13,0.13,0.13,0.13,0.0,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.12,0.11,0.12,0.1,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.12,0.1,0.11,0.11,0.1,0.1,0.0,0.0,0.0,0.11,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,88.65
08/06/2021,6.37,5.96,4.3,2.31,2.24,2.13,1.52,1.31,1.33,1.34,1.34,1.06,1.16,1.07,0.96,1.05,0.92,0.77,0.85,0.82,0.83,0.78,0.81,0.65,0.67,0.74,0.62,0.65,0.6,0.67,0.59,0.62,0.64,0.61,0.6,0.61,0.58,0.63,0.56,0.5,0.57,0.53,0.46,0.48,0.51,0.48,0.47,0.46,0.45,0.44,0.42,0.4,0.41,0.44,0.42,0.42,0.41,0.41,0.43,0.38,0.0,0.38,0.35,0.36,0.38,0.37,0.35,0.36,0.35,0.34,0.34,0.34,0.32,0.34,0.37,0.35,0.3,0.32,0.3,0.32,0.27,0.3,0.28,0.3,0.28,0.27,0.28,0.28,0.26,0.26,0.25,0.24,0.24,0.25,0.25,0.26,0.25,0.24,0.25,0.25,0.26,0.23,0.25,0.23,0.24,0.24,0.22,0.21,0.21,0.21,0.24,0.21,0.22,0.21,0.21,0.21,0.2,0.18,0.21,0.2,0.16,0.19,0.2,0.2,0.18,0.19,0.18,0.16,0.19,0.17,0.16,0.18,0.16,0.17,0.17,0.17,0.19,0.17,0.15,0.17,0.18,0.16,0.17,0.17,0.16,0.15,0.15,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.16,0.14,0.16,0.14,0.13,0.14,0.14,0.15,0.15,0.14,0.12,0.13,0.13,0.12,0.13,0.13,0.0,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.11,0.0,0.0,0.1,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.12,0.1,0.11,0.11,0.0,0.0,0.1,0.1,0.0,0.11,0.0,0.0,0.1,0.0,0.37,0.0,0.0,0.0,88.5
08/10/2021,6.34,6.03,4.28,2.4,2.25,2.15,1.57,1.35,1.36,1.33,1.32,1.09,1.14,1.09,1.01,1.05,0.95,0.77,0.85,0.83,0.82,0.79,0.82,0.66,0.68,0.74,0.62,0.65,0.6,0.0,0.61,0.62,0.67,0.62,0.59,0.61,0.57,0.65,0.56,0.5,0.57,0.53,0.46,0.48,0.5,0.49,0.49,0.46,0.44,0.44,0.43,0.41,0.4,0.46,0.42,0.44,0.41,0.39,0.43,0.38,0.38,0.38,0.37,0.37,0.38,0.38,0.36,0.36,0.35,0.33,0.34,0.36,0.32,0.34,0.37,0.36,0.29,0.32,0.3,0.32,0.27,0.3,0.28,0.3,0.27,0.27,0.28,0.28,0.26,0.27,0.25,0.24,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.22,0.25,0.21,0.25,0.24,0.22,0.21,0.22,0.21,0.24,0.21,0.2,0.21,0.21,0.21,0.21,0.18,0.21,0.2,0.17,0.19,0.19,0.2,0.17,0.19,0.18,0.17,0.19,0.17,0.16,0.18,0.15,0.17,0.17,0.18,0.19,0.17,0.15,0.17,0.18,0.17,0.17,0.17,0.17,0.15,0.15,0.16,0.15,0.16,0.15,0.15,0.15,0.16,0.16,0.14,0.16,0.13,0.12,0.15,0.15,0.16,0.15,0.14,0.11,0.14,0.13,0.13,0.13,0.13,0.1,0.12,0.11,0.12,0.12,0.11,0.13,0.13,0.12,0.12,0.12,0.12,0.1,0.11,0.11,0.12,0.1,0.11,0.0,0.1,0.1,0.11,0.0,0.0,0.1,0.0,0.11,0.1,0.12,0.1,0.11,0.11,0.0,0.0,0.1,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.6
08/11/2021,6.29,5.98,4.25,2.39,2.24,2.13,1.56,1.34,1.35,1.32,1.31,1.08,1.13,1.08,1.0,1.04,0.94,0.76,0.84,0.83,0.81,0.78,0.82,0.66,0.67,0.73,0.61,0.64,0.6,0.69,0.61,0.62,0.67,0.61,0.59,0.61,0.57,0.65,0.55,0.5,0.57,0.52,0.46,0.48,0.5,0.49,0.48,0.45,0.44,0.44,0.42,0.41,0.4,0.46,0.42,0.43,0.41,0.38,0.43,0.38,0.0,0.38,0.37,0.37,0.38,0.37,0.35,0.36,0.35,0.33,0.34,0.35,0.31,0.34,0.37,0.35,0.29,0.32,0.29,0.32,0.27,0.3,0.28,0.3,0.27,0.27,0.28,0.28,0.26,0.27,0.25,0.24,0.24,0.25,0.25,0.25,0.25,0.24,0.25,0.25,0.26,0.22,0.25,0.21,0.25,0.24,0.22,0.21,0.22,0.21,0.24,0.2,0.2,0.21,0.21,0.21,0.21,0.18,0.21,0.2,0.17,0.19,0.19,0.2,0.17,0.19,0.18,0.16,0.18,0.17,0.16,0.17,0.15,0.17,0.17,0.18,0.19,0.17,0.15,0.17,0.18,0.16,0.17,0.17,0.17,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.15,0.16,0.16,0.13,0.16,0.13,0.12,0.15,0.14,0.15,0.15,0.14,0.11,0.14,0.13,0.13,0.13,0.13,0.0,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.1,0.12,0.0,0.11,0.0,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.0,0.12,0.0,0.11,0.0,0.1,0.1,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,88.52000000000001
08/13/2021,6.27,5.92,4.23,2.37,2.26,2.15,1.58,1.31,1.33,1.33,1.32,1.06,1.12,1.06,1.03,1.04,0.94,0.76,0.84,0.81,0.81,0.78,0.81,0.65,0.67,0.78,0.61,0.64,0.6,0.69,0.59,0.62,0.68,0.62,0.59,0.62,0.57,0.66,0.55,0.5,0.57,0.53,0.45,0.48,0.49,0.48,0.5,0.45,0.44,0.44,0.43,0.42,0.4,0.47,0.41,0.44,0.4,0.38,0.43,0.39,0.0,0.38,0.39,0.36,0.38,0.37,0.35,0.35,0.35,0.33,0.35,0.34,0.32,0.34,0.35,0.35,0.28,0.31,0.3,0.31,0.27,0.3,0.27,0.29,0.27,0.26,0.28,0.27,0.26,0.27,0.25,0.24,0.24,0.26,0.25,0.25,0.26,0.25,0.23,0.24,0.26,0.22,0.25,0.21,0.25,0.24,0.22,0.21,0.22,0.21,0.24,0.2,0.2,0.2,0.22,0.21,0.2,0.18,0.2,0.2,0.16,0.19,0.2,0.2,0.17,0.19,0.18,0.16,0.18,0.17,0.16,0.17,0.15,0.17,0.18,0.18,0.18,0.17,0.15,0.17,0.18,0.16,0.17,0.16,0.17,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.15,0.16,0.16,0.14,0.16,0.13,0.12,0.14,0.15,0.15,0.14,0.14,0.11,0.14,0.13,0.13,0.13,0.13,0.1,0.12,0.11,0.12,0.12,0.11,0.12,0.13,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.12,0.1,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.11,0.38,0.0,0.0,0.0,88.37999999999998
