,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,INTC,CSCO,CRM,PFE,KO,T,ABT,PEP,ABBV,TMO,NKE,CVX,LLY,WMT,MRK,ACN,AVGO,WFC,DHR,TXN,COST,MCD,MDT,QCOM,PM,UPS,UNP,BMY,HON,NEE,ORCL,C,AMGN,LOW,SBUX,BLK,INTU,RTX,BA,MS,AMAT,AMT,IBM,GS,TGT,CAT,AMD,SCHW,AXP,MMM,ISRG,GE,NOW,CVS,SPGI,DE,SQ,CHTR,ANTM,LMT,MU,FIS,PLD,ZTS,SYK,BKNG,LRCX,MDLZ,TMUS,MO,CCI,GILD,ZM,ADP,TJX,UBER,COP,GM,MRNA,CI,PNC,DUK,USB,CME,CSX,TFC,EQIX,XTSLA,ILMN,COF,ITW,FDX,BDX,CB,MMC,ATVI,EL,ICE,ADSK,FISV,SO,CL,EW,BX,SHW,NSC,TWLO,APD,ADI,BSX,D,PGR,GPN,F,EMR,HUM,REGN,ETN,MCO,WM,AON,ECL,DG,FCX,DOCU,TWTR,NXPI,IDXX,NOC,HCA,ROP,EOG,JCI,BIIB,ROKU,NEM,VRTX,A,PINS,CMG,VEEV,WDAY,MSCI,TT,ROST,LHX,EXC,KMB,DOW,MRVL,PSA,GD,EBAY,IQV,ALGN,KLAC,TROW,ALXN,DD,BAX,EA,BK,APH,PLTR,AIG,ORLY,PPG,SPG,CARR,SRE,INFO,LULU,MTCH,SLB,DLR,MET,APTV,CNC,DXCM,AEP,ALL,PH,SNPS,CRWD,PRU,USD,MAR,CDNS,TEAM,GE.,XLNX,FTNT,DFS,CTSH,RMD,TRV,YUM,PANW,SNOW,MCHP,SUM
07/23/2021,5.55,5.09,3.75,1.98,1.84,1.8,1.26,1.24,1.08,1.09,1.07,0.99,0.94,0.85,0.85,0.82,0.79,0.78,0.69,0.7,0.63,0.57,0.55,0.56,0.54,0.55,0.51,0.55,0.52,0.48,0.5,0.52,0.5,0.5,0.48,0.45,0.48,0.49,0.47,0.48,0.45,0.45,0.43,0.42,0.44,0.42,0.41,0.38,0.36,0.37,0.35,0.36,0.39,0.37,0.37,0.33,0.34,0.34,0.33,0.3,0.31,0.31,0.28,0.31,0.29,0.31,0.3,0.29,0.31,0.28,0.26,0.26,0.27,0.28,0.27,0.27,0.27,0.26,0.24,0.24,0.23,0.23,0.23,0.23,0.2,0.22,0.23,0.23,0.21,0.21,0.21,0.22,0.21,0.21,0.21,0.21,0.18,0.21,0.19,0.18,0.18,0.19,0.25,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.18,0.18,0.17,0.17,0.17,0.18,0.17,0.18,0.17,0.17,0.18,0.16,0.16,0.16,0.16,0.17,0.16,0.17,0.17,0.15,0.15,0.15,0.14,0.15,0.15,0.13,0.13,0.13,0.14,0.14,0.14,0.15,0.15,0.15,0.12,0.13,0.13,0.12,0.14,0.13,0.13,0.14,0.13,0.16,0.12,0.1,0.12,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.11,0.1,0.0,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5
07/26/2021,5.47,5.08,3.73,1.99,1.84,1.8,1.26,1.22,1.11,1.1,1.07,0.99,0.93,0.85,0.84,0.81,0.8,0.77,0.7,0.7,0.63,0.59,0.53,0.56,0.54,0.55,0.54,0.55,0.53,0.48,0.5,0.51,0.5,0.48,0.48,0.46,0.48,0.49,0.46,0.48,0.46,0.45,0.43,0.43,0.44,0.42,0.41,0.38,0.36,0.37,0.35,0.36,0.39,0.36,0.37,0.34,0.34,0.34,0.34,0.3,0.31,0.31,0.29,0.32,0.3,0.3,0.3,0.29,0.3,0.28,0.26,0.26,0.27,0.28,0.27,0.27,0.27,0.26,0.24,0.24,0.24,0.23,0.23,0.23,0.21,0.22,0.22,0.23,0.22,0.22,0.22,0.21,0.2,0.21,0.21,0.21,0.18,0.21,0.19,0.18,0.18,0.19,0.26,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.18,0.18,0.17,0.18,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.15,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.15,0.15,0.15,0.12,0.13,0.13,0.12,0.14,0.13,0.13,0.14,0.13,0.15,0.12,0.1,0.12,0.12,0.12,0.12,0.12,0.11,0.0,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.47
07/27/2021,5.51,5.16,3.78,2.01,1.85,1.81,1.25,1.21,1.12,1.09,1.07,0.99,0.94,0.85,0.84,0.8,0.8,0.76,0.68,0.71,0.63,0.58,0.53,0.55,0.54,0.55,0.55,0.55,0.52,0.48,0.49,0.51,0.5,0.49,0.49,0.46,0.48,0.48,0.46,0.48,0.45,0.45,0.44,0.41,0.44,0.43,0.41,0.38,0.36,0.37,0.35,0.36,0.39,0.36,0.38,0.33,0.34,0.34,0.35,0.3,0.32,0.31,0.28,0.32,0.3,0.3,0.3,0.29,0.31,0.27,0.26,0.25,0.27,0.28,0.27,0.27,0.27,0.26,0.24,0.24,0.24,0.23,0.23,0.22,0.2,0.22,0.22,0.23,0.22,0.21,0.22,0.21,0.2,0.21,0.2,0.21,0.18,0.21,0.19,0.18,0.18,0.18,0.26,0.19,0.18,0.19,0.18,0.18,0.18,0.17,0.17,0.0,0.17,0.17,0.17,0.17,0.17,0.18,0.18,0.17,0.18,0.16,0.16,0.16,0.16,0.16,0.16,0.18,0.16,0.16,0.16,0.15,0.14,0.15,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.15,0.15,0.15,0.12,0.13,0.13,0.12,0.14,0.13,0.13,0.14,0.13,0.15,0.12,0.1,0.12,0.12,0.12,0.12,0.12,0.11,0.0,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.53
07/28/2021,5.53,5.17,3.76,2.1,1.9,1.85,1.24,1.18,1.11,1.07,1.07,1.0,0.93,0.86,0.85,0.81,0.82,0.76,0.67,0.71,0.63,0.57,0.53,0.55,0.51,0.55,0.54,0.55,0.52,0.48,0.5,0.51,0.49,0.5,0.49,0.45,0.49,0.48,0.47,0.48,0.46,0.44,0.44,0.41,0.44,0.43,0.41,0.39,0.36,0.36,0.35,0.36,0.38,0.36,0.36,0.33,0.34,0.34,0.35,0.29,0.32,0.31,0.28,0.31,0.3,0.31,0.3,0.29,0.31,0.27,0.26,0.25,0.27,0.27,0.27,0.26,0.27,0.26,0.24,0.24,0.24,0.23,0.22,0.22,0.2,0.22,0.22,0.23,0.22,0.21,0.22,0.21,0.2,0.21,0.2,0.2,0.18,0.21,0.19,0.18,0.18,0.18,0.28,0.19,0.18,0.19,0.18,0.18,0.18,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.18,0.17,0.18,0.16,0.16,0.16,0.16,0.16,0.16,0.18,0.17,0.16,0.16,0.15,0.14,0.15,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.15,0.15,0.15,0.12,0.13,0.13,0.12,0.14,0.13,0.13,0.14,0.13,0.15,0.12,0.1,0.12,0.12,0.13,0.11,0.12,0.11,0.1,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.65
07/29/2021,5.53,5.15,3.8,2.11,1.91,1.87,1.24,1.21,1.09,1.08,1.07,1.0,0.92,0.85,0.84,0.81,0.81,0.77,0.68,0.7,0.63,0.59,0.53,0.55,0.52,0.55,0.54,0.55,0.52,0.48,0.49,0.51,0.49,0.49,0.48,0.46,0.49,0.48,0.46,0.48,0.46,0.44,0.44,0.41,0.44,0.43,0.41,0.38,0.36,0.36,0.35,0.36,0.38,0.36,0.36,0.33,0.33,0.33,0.35,0.29,0.32,0.31,0.29,0.32,0.3,0.3,0.3,0.29,0.31,0.27,0.26,0.25,0.27,0.28,0.27,0.27,0.27,0.26,0.24,0.24,0.24,0.23,0.22,0.22,0.2,0.22,0.22,0.23,0.22,0.22,0.22,0.21,0.2,0.21,0.2,0.2,0.19,0.21,0.2,0.18,0.18,0.18,0.27,0.18,0.18,0.19,0.18,0.18,0.18,0.17,0.17,0.14,0.17,0.17,0.17,0.17,0.17,0.18,0.18,0.16,0.18,0.16,0.16,0.16,0.16,0.17,0.16,0.18,0.16,0.16,0.15,0.15,0.14,0.15,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.15,0.15,0.15,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.14,0.13,0.15,0.12,0.1,0.12,0.12,0.13,0.11,0.12,0.11,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.66
07/30/2021,5.48,5.13,3.74,2.09,1.89,1.84,1.25,1.19,1.09,1.08,1.08,1.01,0.93,0.84,0.84,0.82,0.81,0.77,0.68,0.7,0.63,0.58,0.53,0.55,0.51,0.56,0.53,0.56,0.53,0.48,0.49,0.52,0.5,0.5,0.48,0.46,0.49,0.49,0.47,0.48,0.45,0.44,0.44,0.41,0.45,0.44,0.42,0.38,0.37,0.34,0.34,0.36,0.38,0.36,0.36,0.33,0.33,0.33,0.35,0.29,0.32,0.32,0.28,0.32,0.29,0.31,0.3,0.29,0.3,0.27,0.26,0.25,0.27,0.28,0.27,0.27,0.27,0.26,0.24,0.24,0.23,0.23,0.22,0.22,0.2,0.22,0.23,0.23,0.22,0.22,0.21,0.22,0.2,0.21,0.2,0.21,0.19,0.21,0.2,0.18,0.18,0.18,0.26,0.18,0.19,0.19,0.18,0.18,0.17,0.18,0.18,0.14,0.17,0.17,0.17,0.16,0.17,0.18,0.18,0.15,0.18,0.16,0.16,0.16,0.16,0.17,0.16,0.18,0.17,0.16,0.15,0.15,0.14,0.15,0.15,0.13,0.13,0.13,0.14,0.14,0.14,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.14,0.13,0.15,0.12,0.1,0.12,0.12,0.13,0.12,0.12,0.11,0.1,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.57000000000001
08/02/2021,5.41,5.11,3.69,2.03,1.93,1.83,1.24,1.24,1.11,1.09,1.07,0.99,0.92,0.79,0.83,0.8,0.8,0.77,0.69,0.7,0.63,0.59,0.53,0.55,0.51,0.55,0.53,0.56,0.52,0.48,0.5,0.51,0.5,0.5,0.49,0.47,0.49,0.48,0.46,0.48,0.46,0.45,0.45,0.41,0.44,0.43,0.42,0.4,0.37,0.33,0.34,0.36,0.38,0.36,0.36,0.34,0.33,0.33,0.34,0.29,0.32,0.31,0.29,0.32,0.3,0.3,0.3,0.29,0.31,0.28,0.29,0.25,0.26,0.27,0.27,0.27,0.27,0.26,0.24,0.24,0.24,0.22,0.22,0.22,0.2,0.22,0.22,0.23,0.22,0.21,0.21,0.21,0.2,0.21,0.2,0.21,0.19,0.21,0.2,0.17,0.18,0.19,0.28,0.18,0.19,0.19,0.18,0.18,0.17,0.18,0.17,0.15,0.17,0.17,0.17,0.16,0.17,0.18,0.18,0.15,0.18,0.16,0.17,0.16,0.16,0.16,0.16,0.19,0.17,0.15,0.15,0.15,0.14,0.15,0.14,0.13,0.13,0.13,0.14,0.13,0.14,0.15,0.14,0.15,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.14,0.13,0.15,0.12,0.1,0.12,0.12,0.12,0.12,0.12,0.11,0.0,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.13,0.12,0.11,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.37000000000002
08/03/2021,5.45,5.11,3.43,2.03,1.93,1.82,1.24,1.27,1.11,1.09,1.08,0.99,0.92,0.77,0.84,0.82,0.8,0.76,0.69,0.71,0.64,0.58,0.53,0.55,0.52,0.56,0.53,0.57,0.53,0.48,0.5,0.52,0.49,0.5,0.49,0.47,0.49,0.49,0.46,0.48,0.46,0.45,0.45,0.42,0.45,0.43,0.42,0.4,0.37,0.33,0.35,0.36,0.39,0.36,0.36,0.33,0.33,0.33,0.34,0.29,0.32,0.31,0.29,0.32,0.3,0.3,0.3,0.29,0.31,0.27,0.31,0.25,0.26,0.27,0.28,0.27,0.28,0.26,0.25,0.24,0.23,0.23,0.22,0.22,0.21,0.22,0.22,0.23,0.22,0.21,0.22,0.21,0.2,0.21,0.2,0.2,0.19,0.21,0.2,0.17,0.18,0.19,0.28,0.19,0.18,0.19,0.18,0.18,0.17,0.17,0.17,0.15,0.17,0.17,0.17,0.16,0.18,0.18,0.18,0.15,0.18,0.16,0.17,0.16,0.16,0.16,0.16,0.19,0.17,0.15,0.14,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.14,0.13,0.14,0.15,0.14,0.15,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.14,0.13,0.15,0.12,0.1,0.12,0.12,0.12,0.12,0.12,0.11,0.0,0.12,0.11,0.1,0.11,0.12,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.13,0.13,0.11,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.0,0.11,0.0,0.12,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.35000000000001
08/04/2021,5.45,5.11,3.43,2.03,1.93,1.82,1.24,1.27,1.11,1.09,1.08,0.99,0.92,0.77,0.84,0.82,0.8,0.76,0.69,0.71,0.64,0.58,0.53,0.55,0.52,0.56,0.53,0.57,0.53,0.48,0.5,0.52,0.49,0.5,0.49,0.47,0.49,0.49,0.46,0.48,0.46,0.45,0.45,0.42,0.45,0.43,0.42,0.4,0.37,0.33,0.35,0.36,0.39,0.36,0.36,0.33,0.33,0.33,0.34,0.29,0.32,0.31,0.29,0.32,0.3,0.3,0.3,0.29,0.31,0.27,0.31,0.25,0.26,0.27,0.28,0.27,0.28,0.26,0.25,0.24,0.23,0.23,0.22,0.22,0.21,0.22,0.22,0.23,0.22,0.21,0.22,0.21,0.2,0.21,0.2,0.2,0.19,0.21,0.2,0.17,0.18,0.19,0.28,0.19,0.18,0.19,0.18,0.18,0.17,0.17,0.17,0.15,0.17,0.17,0.17,0.16,0.18,0.18,0.18,0.15,0.18,0.16,0.17,0.16,0.16,0.16,0.16,0.19,0.17,0.15,0.14,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.14,0.13,0.14,0.15,0.14,0.15,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.14,0.13,0.15,0.12,0.1,0.12,0.12,0.12,0.12,0.12,0.11,0.0,0.12,0.11,0.1,0.11,0.12,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.13,0.13,0.11,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.0,0.11,0.0,0.12,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.35000000000001
08/05/2021,5.45,5.11,3.43,2.03,1.93,1.82,1.24,1.27,1.11,1.09,1.08,0.99,0.92,0.77,0.84,0.82,0.8,0.76,0.69,0.71,0.64,0.58,0.53,0.55,0.52,0.56,0.53,0.57,0.53,0.48,0.5,0.52,0.49,0.5,0.49,0.47,0.49,0.49,0.46,0.48,0.46,0.45,0.45,0.42,0.45,0.43,0.42,0.4,0.37,0.33,0.35,0.36,0.39,0.36,0.36,0.33,0.33,0.33,0.34,0.29,0.32,0.31,0.29,0.32,0.3,0.3,0.3,0.29,0.31,0.27,0.31,0.25,0.26,0.27,0.28,0.27,0.28,0.26,0.25,0.24,0.23,0.23,0.22,0.22,0.21,0.22,0.22,0.23,0.22,0.21,0.22,0.21,0.2,0.21,0.2,0.2,0.19,0.21,0.2,0.17,0.18,0.19,0.28,0.19,0.18,0.19,0.18,0.18,0.17,0.17,0.17,0.15,0.17,0.17,0.17,0.16,0.18,0.18,0.18,0.15,0.18,0.16,0.17,0.16,0.16,0.16,0.16,0.19,0.17,0.15,0.14,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.14,0.13,0.14,0.15,0.14,0.15,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.14,0.13,0.15,0.12,0.1,0.12,0.12,0.12,0.12,0.12,0.11,0.0,0.12,0.11,0.1,0.11,0.12,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.13,0.13,0.11,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.1,0.0,0.1,0.1,0.11,0.0,0.12,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.35000000000001
08/06/2021,5.47,5.12,3.45,1.99,1.93,1.83,1.25,1.3,1.12,1.09,1.09,0.95,0.94,0.76,0.84,0.83,0.76,0.74,0.69,0.7,0.63,0.58,0.52,0.55,0.52,0.56,0.53,0.6,0.52,0.48,0.5,0.51,0.49,0.5,0.5,0.47,0.51,0.49,0.46,0.48,0.46,0.46,0.45,0.41,0.45,0.42,0.42,0.39,0.37,0.33,0.35,0.37,0.38,0.37,0.37,0.34,0.33,0.33,0.33,0.3,0.32,0.31,0.29,0.32,0.31,0.3,0.3,0.3,0.31,0.27,0.32,0.25,0.26,0.28,0.28,0.0,0.27,0.26,0.25,0.24,0.25,0.24,0.23,0.22,0.21,0.19,0.23,0.23,0.22,0.21,0.22,0.21,0.2,0.21,0.2,0.21,0.19,0.21,0.2,0.16,0.18,0.19,0.31,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.17,0.18,0.17,0.17,0.17,0.16,0.17,0.18,0.18,0.15,0.18,0.16,0.17,0.15,0.16,0.16,0.17,0.19,0.17,0.15,0.14,0.15,0.15,0.15,0.14,0.13,0.12,0.13,0.14,0.13,0.14,0.15,0.14,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.16,0.12,0.1,0.12,0.12,0.11,0.12,0.12,0.11,0.0,0.12,0.11,0.1,0.12,0.12,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.13,0.13,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.12,0.1,0.1,0.11,0.0,0.1,0.1,0.1,0.11,0.0,0.12,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.50000000000001
08/09/2021,5.45,5.15,3.46,2.05,1.93,1.83,1.24,1.31,1.16,1.09,1.08,0.96,0.91,0.78,0.84,0.82,0.77,0.76,0.69,0.71,0.63,0.57,0.53,0.54,0.51,0.56,0.55,0.59,0.52,0.47,0.5,0.5,0.48,0.5,0.51,0.46,0.53,0.49,0.45,0.48,0.46,0.46,0.46,0.42,0.46,0.42,0.41,0.39,0.37,0.33,0.34,0.36,0.38,0.37,0.37,0.34,0.32,0.32,0.33,0.3,0.32,0.31,0.29,0.32,0.31,0.3,0.3,0.3,0.31,0.27,0.32,0.26,0.26,0.27,0.28,0.0,0.28,0.25,0.25,0.24,0.26,0.24,0.22,0.21,0.21,0.19,0.23,0.23,0.22,0.21,0.22,0.2,0.2,0.21,0.2,0.2,0.2,0.21,0.19,0.16,0.18,0.18,0.33,0.17,0.19,0.2,0.18,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.17,0.16,0.17,0.18,0.18,0.15,0.18,0.16,0.17,0.15,0.16,0.15,0.17,0.19,0.17,0.15,0.14,0.15,0.15,0.15,0.14,0.13,0.12,0.13,0.14,0.13,0.14,0.15,0.15,0.15,0.14,0.13,0.13,0.12,0.14,0.13,0.14,0.14,0.13,0.15,0.12,0.1,0.12,0.12,0.11,0.12,0.12,0.11,0.0,0.13,0.11,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.13,0.13,0.11,0.0,0.0,0.09,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.12,0.1,0.11,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.12,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.11,0.26,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.55000000000001
08/10/2021,5.41,5.14,3.42,2.05,1.92,1.83,1.26,1.28,1.15,1.12,1.07,0.96,0.92,0.77,0.84,0.81,0.77,0.76,0.71,0.71,0.63,0.58,0.53,0.54,0.51,0.55,0.55,0.59,0.52,0.47,0.5,0.5,0.48,0.5,0.5,0.46,0.53,0.49,0.45,0.48,0.46,0.48,0.46,0.42,0.46,0.42,0.41,0.39,0.36,0.33,0.35,0.36,0.38,0.37,0.37,0.35,0.31,0.32,0.33,0.3,0.32,0.31,0.29,0.33,0.31,0.3,0.3,0.31,0.3,0.27,0.31,0.27,0.26,0.27,0.29,0.0,0.27,0.25,0.25,0.24,0.25,0.24,0.22,0.21,0.22,0.2,0.22,0.23,0.22,0.21,0.22,0.2,0.2,0.21,0.2,0.2,0.19,0.21,0.2,0.17,0.18,0.18,0.33,0.17,0.19,0.19,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.18,0.17,0.16,0.16,0.18,0.18,0.15,0.18,0.16,0.17,0.16,0.16,0.15,0.17,0.18,0.17,0.15,0.14,0.15,0.15,0.15,0.14,0.13,0.12,0.13,0.14,0.13,0.14,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.14,0.12,0.14,0.14,0.13,0.15,0.12,0.1,0.12,0.12,0.11,0.11,0.12,0.11,0.0,0.12,0.11,0.1,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.13,0.13,0.11,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.12,0.1,0.11,0.11,0.0,0.0,0.1,0.11,0.1,0.0,0.12,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.27,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.45
08/11/2021,5.41,5.14,3.42,2.05,1.92,1.83,1.26,1.28,1.15,1.12,1.07,0.96,0.92,0.77,0.84,0.81,0.77,0.76,0.71,0.71,0.63,0.58,0.53,0.54,0.51,0.55,0.55,0.59,0.52,0.47,0.5,0.5,0.48,0.5,0.5,0.46,0.53,0.49,0.45,0.48,0.46,0.48,0.46,0.42,0.46,0.42,0.41,0.39,0.36,0.33,0.35,0.36,0.38,0.37,0.37,0.35,0.31,0.32,0.33,0.3,0.32,0.31,0.29,0.33,0.31,0.3,0.3,0.31,0.3,0.27,0.31,0.27,0.26,0.27,0.29,0.0,0.27,0.25,0.25,0.24,0.25,0.24,0.22,0.21,0.22,0.2,0.22,0.23,0.22,0.21,0.22,0.2,0.2,0.21,0.2,0.2,0.19,0.21,0.2,0.17,0.18,0.18,0.33,0.17,0.19,0.19,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.18,0.17,0.16,0.16,0.18,0.18,0.15,0.18,0.16,0.17,0.16,0.16,0.15,0.17,0.18,0.17,0.15,0.14,0.15,0.15,0.15,0.14,0.13,0.12,0.13,0.14,0.13,0.14,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.14,0.12,0.14,0.14,0.13,0.15,0.12,0.1,0.12,0.12,0.11,0.11,0.12,0.11,0.0,0.12,0.11,0.1,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.13,0.13,0.11,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.12,0.1,0.11,0.11,0.0,0.0,0.1,0.11,0.1,0.0,0.12,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.27,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.45
