,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,TSLA,NVDA,V,UNH,HD,PYPL,MA,ADBE,NFLX,CRM,TMO,AVGO,COST,DHR,LIN,INTU,BA,BLK,AMT,ISRG,NOW,CHTR,SPGI,SQ,BKNG,ZTS,LRCX,TMUS,ZM,CI,UBER,EL,EQIX,ILMN,EW,SHW,ADSK,FISV,SNAP,TWLO,BSX,REGN,MCO,HUM,GPN,HCA,NXPI,IDXX,NOC,TWTR,DOCU,VRTX,DG,NEM,CRWD,ROP,ROKU,IQV,WDAY,LHX,ALGN,MSCI,CMG,VEEV,MTCH,LULU,PINS,CNC,SNPS,DXCM,ALXN,ORLY,CDNS,RMD,PANW,TDG,SBAC,ZBH,CTAS,MNST,FTNT,AZO,TTD,PTON,MTD,CSGP,ANSS,SIVB,OKTA,EPAM,ZBRA,CBRE,VRSK,LBRDK,CPRT,WST,GNRC,HUBS,ENPH,ETSY,DELL,ODFL,EXPE,RNG,SPLK,DDOG,DLTR,WORK,W,QRVO,ABNB,IT,MLM,TDOC,FLT,HZNP,EXAS,TTWO,CVNA,LNG,ALNY,ANET,COO,SGEN,TDY,COUP,MDB,ULTA,TFX,TYL,PAYC,Z,CRL,POOL,PODD,DPZ,AVTR,FANG,MKTX,TECH,NVR,ZEN,MKL,ON,SSNC,MPWR,LYFT,ZS,INCY,BMRN,PTC,MOH,GDDY,SNOW,XPO,FICO,SEDG,ABMD,BIO,AVLR,E-Mini Russ 1000 Gsep21 Xcme 20210917,FDS,VMW,MASI,LYV,FIVN,BKI,JKHY,FOXA,CHGG,Ssc Government Mm Gvmxx,NDSN,TREX,BILL,PLTR,DT,NCLH,GH,CABO,PFPT,AZPN,OLED,Y,ESTC,NBIX,PEN,SYNH,CIEN,WEX,BERY,SAM,ATH,CONE,HII,UKCM.L,USFD,ATUS,PLAN,LSXMK,RGLD,AMD,KKR,NET,HLT,DASH,MCK,URI,CZR,U,PKI,BKR,n/a,HAL,DKNG,RGEN,UPST,TXG,PLUG,FND,PATH,DECK,NVCR,RH,AXON,PCTY,FIVE,AFRM,SOFI,SUM
07/23/2021,11.93,11.14,8.12,4.31,4.0,3.93,2.66,2.5,2.17,2.06,1.81,1.85,1.71,1.54,1.26,1.17,1.09,1.02,0.98,0.96,0.79,0.73,0.61,0.64,0.68,0.59,0.59,0.52,0.53,0.49,0.45,0.5,0.45,0.45,0.4,0.42,0.36,0.39,0.4,0.37,0.34,0.36,0.34,0.34,0.3,0.33,0.31,0.33,0.32,0.32,0.29,0.31,0.28,0.3,0.28,0.28,0.3,0.28,0.28,0.26,0.27,0.27,0.25,0.25,0.23,0.24,0.23,0.24,0.23,0.23,0.22,0.24,0.21,0.22,0.22,0.22,0.21,0.22,0.2,0.2,0.2,0.18,0.2,0.17,0.18,0.18,0.19,0.18,0.16,0.17,0.18,0.18,0.16,0.16,0.16,0.16,0.15,0.14,0.16,0.15,0.16,0.15,0.15,0.13,0.12,0.13,0.12,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.1,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.1,0.07,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.07,0.09,0.08,0.08,0.08,0.08,0.07,0.08,0.07,0.08,0.07,0.08,0.08,0.07,0.0,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.06,0.06,0.0,0.06,0.06,0.06,0.05,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.05,0.04,0.05,0.04,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.16
07/26/2021,11.94,11.09,8.04,4.34,4.01,3.95,2.64,2.53,2.16,2.05,1.82,1.86,1.74,1.53,1.19,1.22,1.06,1.02,0.96,0.93,0.8,0.74,0.64,0.66,0.67,0.59,0.59,0.52,0.53,0.53,0.47,0.49,0.48,0.44,0.39,0.42,0.37,0.39,0.38,0.37,0.35,0.35,0.35,0.34,0.31,0.33,0.32,0.32,0.32,0.31,0.3,0.34,0.29,0.3,0.28,0.29,0.31,0.27,0.28,0.25,0.26,0.27,0.25,0.24,0.23,0.24,0.23,0.24,0.26,0.23,0.23,0.24,0.21,0.22,0.22,0.23,0.0,0.22,0.2,0.19,0.2,0.19,0.19,0.17,0.18,0.18,0.19,0.18,0.17,0.18,0.17,0.18,0.16,0.17,0.16,0.16,0.15,0.15,0.16,0.15,0.16,0.14,0.15,0.13,0.13,0.13,0.13,0.13,0.12,0.11,0.12,0.12,0.12,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.1,0.1,0.11,0.09,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.1,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.07,0.09,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.07,0.07,0.0,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.06,0.06,0.0,0.06,0.06,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.1,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.17
08/02/2021,11.72,11.11,8.02,4.61,4.22,4.0,2.57,2.5,2.15,1.99,1.78,1.83,1.73,1.53,1.19,1.21,1.07,1.01,0.96,0.96,0.8,0.74,0.66,0.63,0.67,0.59,0.59,0.51,0.51,0.52,0.47,0.5,0.47,0.44,0.41,0.4,0.35,0.4,0.39,0.37,0.35,0.35,0.36,0.35,0.37,0.33,0.33,0.32,0.31,0.29,0.29,0.33,0.28,0.31,0.28,0.29,0.31,0.27,0.28,0.26,0.27,0.26,0.28,0.24,0.23,0.24,0.23,0.25,0.26,0.24,0.23,0.24,0.22,0.21,0.22,0.23,0.0,0.22,0.21,0.2,0.2,0.18,0.19,0.17,0.18,0.18,0.19,0.18,0.19,0.17,0.18,0.18,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.11,0.12,0.13,0.12,0.0,0.1,0.11,0.11,0.12,0.12,0.1,0.11,0.12,0.1,0.1,0.11,0.1,0.11,0.11,0.1,0.1,0.11,0.08,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.11,0.1,0.07,0.09,0.1,0.09,0.09,0.08,0.08,0.09,0.1,0.07,0.09,0.08,0.07,0.08,0.08,0.07,0.09,0.07,0.08,0.07,0.08,0.08,0.08,0.0,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.06,0.06,0.0,0.06,0.06,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.0,0.04,0.05,0.04,0.05,0.0,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.25
08/03/2021,11.72,11.11,8.02,4.61,4.22,4.0,2.57,2.5,2.15,1.99,1.78,1.83,1.73,1.53,1.19,1.21,1.07,1.01,0.96,0.96,0.8,0.74,0.66,0.63,0.67,0.59,0.59,0.51,0.51,0.52,0.47,0.5,0.47,0.44,0.41,0.4,0.35,0.4,0.39,0.37,0.35,0.35,0.36,0.35,0.37,0.33,0.33,0.32,0.31,0.29,0.29,0.33,0.28,0.31,0.28,0.29,0.31,0.27,0.28,0.26,0.27,0.26,0.28,0.24,0.23,0.24,0.23,0.25,0.26,0.24,0.23,0.24,0.22,0.21,0.22,0.23,0.0,0.22,0.21,0.2,0.2,0.18,0.19,0.17,0.18,0.18,0.19,0.18,0.19,0.17,0.18,0.18,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.11,0.12,0.13,0.12,0.0,0.1,0.11,0.11,0.12,0.12,0.1,0.11,0.12,0.1,0.1,0.11,0.1,0.11,0.11,0.1,0.1,0.11,0.08,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.11,0.1,0.07,0.09,0.1,0.09,0.09,0.08,0.08,0.09,0.1,0.07,0.09,0.08,0.07,0.08,0.08,0.07,0.09,0.07,0.08,0.07,0.08,0.08,0.08,0.0,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.06,0.06,0.0,0.06,0.06,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.0,0.04,0.05,0.04,0.05,0.0,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.25
08/04/2021,11.72,11.11,8.02,4.61,4.22,4.0,2.57,2.5,2.15,1.99,1.78,1.83,1.73,1.53,1.19,1.21,1.07,1.01,0.96,0.96,0.8,0.74,0.66,0.63,0.67,0.59,0.59,0.51,0.51,0.52,0.47,0.5,0.47,0.44,0.41,0.4,0.35,0.4,0.39,0.37,0.35,0.35,0.36,0.35,0.37,0.33,0.33,0.32,0.31,0.29,0.29,0.33,0.28,0.31,0.28,0.29,0.31,0.27,0.28,0.26,0.27,0.26,0.28,0.24,0.23,0.24,0.23,0.25,0.26,0.24,0.23,0.24,0.22,0.21,0.22,0.23,0.0,0.22,0.21,0.2,0.2,0.18,0.19,0.17,0.18,0.18,0.19,0.18,0.19,0.17,0.18,0.18,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.11,0.12,0.13,0.12,0.0,0.1,0.11,0.11,0.12,0.12,0.1,0.11,0.12,0.1,0.1,0.11,0.1,0.11,0.11,0.1,0.1,0.11,0.08,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.11,0.1,0.07,0.09,0.1,0.09,0.09,0.08,0.08,0.09,0.1,0.07,0.09,0.08,0.07,0.08,0.08,0.07,0.09,0.07,0.08,0.07,0.08,0.08,0.08,0.0,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.06,0.06,0.0,0.06,0.06,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.0,0.04,0.05,0.04,0.05,0.0,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.25
08/05/2021,11.72,11.11,8.02,4.61,4.22,4.0,2.57,2.5,2.15,1.99,1.78,1.83,1.73,1.53,1.19,1.21,1.07,1.01,0.96,0.96,0.8,0.74,0.66,0.63,0.67,0.59,0.59,0.51,0.51,0.52,0.47,0.5,0.47,0.44,0.41,0.4,0.35,0.4,0.39,0.37,0.35,0.35,0.36,0.35,0.37,0.33,0.33,0.32,0.31,0.29,0.29,0.33,0.28,0.31,0.28,0.29,0.31,0.27,0.28,0.26,0.27,0.26,0.28,0.24,0.23,0.24,0.23,0.25,0.26,0.24,0.23,0.24,0.22,0.21,0.22,0.23,0.0,0.22,0.21,0.2,0.2,0.18,0.19,0.17,0.18,0.18,0.19,0.18,0.19,0.17,0.18,0.18,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.11,0.12,0.13,0.12,0.0,0.1,0.11,0.11,0.12,0.12,0.1,0.11,0.12,0.1,0.1,0.11,0.1,0.11,0.11,0.1,0.1,0.11,0.08,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.11,0.1,0.07,0.09,0.1,0.09,0.09,0.08,0.08,0.09,0.1,0.07,0.09,0.08,0.07,0.08,0.08,0.07,0.09,0.07,0.08,0.07,0.08,0.08,0.08,0.0,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.06,0.06,0.0,0.06,0.06,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.0,0.04,0.05,0.04,0.05,0.0,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.25
09/27/2021,11.74,11.5,7.55,4.19,4.33,4.07,3.13,2.8,1.93,1.98,0.0,1.64,1.53,1.53,1.34,1.29,1.22,1.05,1.03,1.06,0.81,0.79,0.0,0.62,0.68,0.63,0.67,0.49,0.55,0.53,0.51,0.49,0.44,0.38,0.31,0.35,0.37,0.38,0.4,0.33,0.38,0.36,0.32,0.33,0.42,0.3,0.32,0.35,0.31,0.26,0.24,0.0,0.29,0.29,0.0,0.26,0.27,0.25,0.27,0.22,0.27,0.25,0.19,0.26,0.26,0.23,0.27,0.27,0.28,0.21,0.0,0.26,0.15,0.19,0.25,0.28,0.0,0.22,0.23,0.22,0.24,0.17,0.2,0.0,0.18,0.18,0.21,0.19,0.17,0.13,0.18,0.18,0.16,0.18,0.17,0.18,0.15,0.16,0.17,0.13,0.16,0.17,0.14,0.16,0.11,0.14,0.14,0.14,0.12,0.09,0.13,0.18,0.0,0.0,0.11,0.1,0.29,0.14,0.0,0.11,0.11,0.13,0.09,0.09,0.14,0.11,0.11,0.1,0.11,0.12,0.1,0.09,0.17,0.11,0.09,0.1,0.12,0.08,0.12,0.09,0.1,0.09,0.13,0.07,0.08,0.11,0.09,0.08,0.09,0.11,0.08,0.11,0.08,0.11,0.07,0.07,0.07,0.08,0.06,0.37,0.0,0.06,0.08,0.08,0.09,0.08,0.0,0.07,0.06,0.07,0.06,0.06,0.0,0.0,0.06,0.05,0.0,0.07,0.06,0.12,0.0,0.07,0.0,0.07,0.05,0.0,0.0,0.0,0.0,0.06,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.65,0.19,0.18,0.18,0.17,0.16,0.13,0.12,0.11,0.11,0.1,0.1,0.09,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,99.1
09/28/2021,11.68,11.39,7.56,4.26,4.34,4.07,3.18,2.79,1.98,1.94,0.0,1.66,1.58,1.5,1.33,1.41,1.22,1.05,1.05,1.04,0.81,0.8,0.0,0.63,0.65,0.63,0.67,0.48,0.55,0.53,0.52,0.49,0.44,0.38,0.3,0.35,0.38,0.38,0.38,0.32,0.38,0.36,0.33,0.33,0.44,0.29,0.32,0.34,0.31,0.26,0.24,0.0,0.29,0.29,0.0,0.27,0.27,0.24,0.26,0.22,0.26,0.25,0.19,0.25,0.26,0.23,0.27,0.28,0.28,0.21,0.0,0.26,0.15,0.19,0.25,0.27,0.0,0.22,0.23,0.21,0.24,0.17,0.19,0.0,0.18,0.18,0.21,0.18,0.17,0.13,0.18,0.18,0.16,0.19,0.16,0.18,0.15,0.16,0.17,0.13,0.16,0.17,0.14,0.17,0.1,0.14,0.15,0.14,0.13,0.09,0.13,0.18,0.0,0.0,0.11,0.1,0.3,0.14,0.0,0.11,0.11,0.13,0.08,0.09,0.14,0.11,0.11,0.1,0.11,0.11,0.1,0.09,0.17,0.11,0.09,0.1,0.13,0.08,0.12,0.09,0.1,0.09,0.13,0.08,0.08,0.11,0.08,0.07,0.09,0.11,0.08,0.11,0.08,0.11,0.07,0.07,0.07,0.09,0.06,0.37,0.0,0.06,0.07,0.08,0.09,0.08,0.0,0.07,0.06,0.07,0.06,0.06,0.0,0.0,0.06,0.05,0.0,0.07,0.06,0.12,0.0,0.07,0.0,0.07,0.05,0.0,0.0,0.0,0.0,0.06,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.65,0.18,0.17,0.19,0.17,0.16,0.13,0.12,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.05,0.06,0.06,0.06,0.06,0.05,0.06,0.05,99.12
09/29/2021,11.68,11.39,7.56,4.26,4.34,4.07,3.18,2.79,1.98,1.94,0.0,1.66,1.58,1.5,1.33,1.41,1.22,1.05,1.05,1.04,0.81,0.8,0.0,0.63,0.65,0.63,0.67,0.48,0.55,0.53,0.52,0.49,0.44,0.38,0.3,0.35,0.38,0.38,0.38,0.32,0.38,0.36,0.33,0.33,0.44,0.29,0.32,0.34,0.31,0.26,0.24,0.0,0.29,0.29,0.0,0.27,0.27,0.24,0.26,0.22,0.26,0.25,0.19,0.25,0.26,0.23,0.27,0.28,0.28,0.21,0.0,0.26,0.15,0.19,0.25,0.27,0.0,0.22,0.23,0.21,0.24,0.17,0.19,0.0,0.18,0.18,0.21,0.18,0.17,0.13,0.18,0.18,0.16,0.19,0.16,0.18,0.15,0.16,0.17,0.13,0.16,0.17,0.14,0.17,0.1,0.14,0.15,0.14,0.13,0.09,0.13,0.18,0.0,0.0,0.11,0.1,0.3,0.14,0.0,0.11,0.11,0.13,0.08,0.09,0.14,0.11,0.11,0.1,0.11,0.11,0.1,0.09,0.17,0.11,0.09,0.1,0.13,0.08,0.12,0.09,0.1,0.09,0.13,0.08,0.08,0.11,0.08,0.07,0.09,0.11,0.08,0.11,0.08,0.11,0.07,0.07,0.07,0.09,0.06,0.37,0.0,0.06,0.07,0.08,0.09,0.08,0.0,0.07,0.06,0.07,0.06,0.06,0.0,0.0,0.06,0.05,0.0,0.07,0.06,0.12,0.0,0.07,0.0,0.07,0.05,0.0,0.0,0.0,0.0,0.06,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.65,0.18,0.17,0.19,0.17,0.16,0.13,0.12,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.05,0.06,0.06,0.06,0.06,0.05,0.06,0.05,99.12
09/30/2021,11.69,11.32,7.6,4.32,4.35,4.08,3.29,2.76,1.98,1.96,0.0,1.65,1.59,1.47,1.34,1.39,1.2,1.06,1.04,1.03,0.82,0.79,0.0,0.64,0.64,0.62,0.66,0.48,0.55,0.53,0.52,0.48,0.45,0.38,0.3,0.36,0.39,0.38,0.37,0.32,0.37,0.36,0.33,0.33,0.43,0.3,0.32,0.33,0.31,0.26,0.25,0.0,0.29,0.28,0.0,0.27,0.26,0.24,0.26,0.22,0.26,0.25,0.19,0.24,0.26,0.23,0.26,0.27,0.27,0.21,0.0,0.26,0.15,0.19,0.24,0.27,0.0,0.22,0.22,0.2,0.24,0.17,0.19,0.0,0.18,0.18,0.21,0.19,0.17,0.13,0.18,0.18,0.16,0.2,0.15,0.17,0.15,0.17,0.17,0.13,0.16,0.17,0.14,0.16,0.11,0.15,0.15,0.14,0.13,0.09,0.12,0.17,0.0,0.0,0.11,0.1,0.3,0.14,0.0,0.11,0.11,0.13,0.08,0.09,0.14,0.12,0.12,0.1,0.11,0.11,0.1,0.09,0.16,0.11,0.09,0.1,0.12,0.08,0.11,0.09,0.1,0.09,0.13,0.08,0.08,0.1,0.09,0.07,0.09,0.11,0.08,0.11,0.08,0.11,0.07,0.07,0.07,0.08,0.06,0.36,0.0,0.06,0.08,0.08,0.08,0.08,0.0,0.07,0.06,0.07,0.06,0.06,0.0,0.0,0.07,0.05,0.0,0.07,0.06,0.12,0.0,0.07,0.0,0.07,0.05,0.0,0.0,0.0,0.0,0.06,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.67,0.18,0.17,0.2,0.17,0.16,0.14,0.13,0.11,0.1,0.11,0.0,0.1,0.09,0.08,0.08,0.07,0.08,0.07,0.07,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.05,99.12
