,EQC,HE,TRNO,MGEE,NSA,BKH,DEA,POR,IDA,WTM,PSB,NHC,ADC,SAFT,ANAT,OGS,MMS,GTY,HR,HLI,LANC,NFG,LXP,NEU,EIG,WTS,RYN,RDWR,SLGN,STAG,JJSF,AMSF,FLO,ILPT,THG,LNN,CHCT,MNR,KREF,LAND,COR,SBR,IRT,SXT,GOOD,DOC,SIGI,SMP,CBU,NCBS,CFFN,SBSI,CATC,SYKE,CHCO,NBTB,AROW,HMN,EBF,QTS,HSTM,PINC,HTLD,NFBK,KRNY,FMBH,NPK,NWBI,EXLS,CCOI,CUZ,OFC,HONE,DHIL,MANT,FELE,GPK,NFH,BCPC,WAFD,WERN,FLIC,SCL,WABC,EBSB,EXPO,RLI,THFF,CAC,ICFI,SCHL,FCPT,BRMK,CLAR,ALLT,WASH,SATS,CSWI,CVBF,RBCAA,TRS,ONB,CBZ,CTBI,FCBC,PBH,NHI,VIAV,HPP,BRKL,SASR,AAON,PLXS,LTC,BMTC,HTBI,WDFC,ALG,FCFS,GHC,WRE,WIRE,WSBF,TMP,BMI,PRK,BMRC,GRC,UNF,AXS,TCBK,PCH,BUSE,JCOM,TWNK,SRCE,FULT,QCRH,ALSN,ALRS,FMNB,ISBC,NEOG,STC,BRC,MWA,BFC,ASH,GABC,WINA,GSBC,FCN,FWRD,STBA,TRMK,GATX,WEN,JW.A,TRC,BLKB,LBAI,NOVT,WTBA,HTBK,PJT,ACIW,CVLT,SAIC,CRI,CWST,CCF,ASB,PRFT,LBC,AWI,PEBO,MGRC,TRST,SPNT,POWI,NVMI,EXP,CSGS,FIBK,SSD,UMBF,IDCC,SFL,MLR,EVTC,KBAL,SFNC,OSIS,FSS,HFWA,HTH,FBMS,CPF,WSBC,FORR,NTCT,ICUI,WMK,ARGO,MOFG,SFST,JRVR,STATE STREET INSTITUTIONAL LIQ STATE STR,BWB,FRPH,RGP,HOLI,UMPQ,LKFN,CASS,RMBS,GEF,BANR,VMI,SYBT,MODV,MGIC,n/a,SWCH,HUBG,KLIC,KAI,SPSC,MUSA,SUM
07/23/2021,1.75,0.84,0.69,0.68,0.64,0.63,0.6,0.6,0.62,0.56,0.59,0.59,0.57,0.53,0.56,0.53,0.53,0.51,0.52,0.5,0.5,0.48,0.49,0.45,0.44,0.45,0.43,0.43,0.41,0.44,0.41,0.41,0.41,0.43,0.4,0.39,0.41,0.41,0.39,0.4,0.39,0.36,0.41,0.36,0.39,0.38,0.37,0.37,0.36,0.36,0.36,0.36,0.37,0.36,0.35,0.34,0.35,0.35,0.33,0.34,0.35,0.34,0.32,0.33,0.33,0.32,0.32,0.33,0.33,0.33,0.34,0.34,0.32,0.32,0.33,0.33,0.31,0.31,0.32,0.32,0.31,0.31,0.3,0.31,0.3,0.32,0.31,0.29,0.29,0.3,0.27,0.3,0.28,0.29,0.25,0.28,0.27,0.28,0.27,0.29,0.28,0.27,0.27,0.28,0.28,0.28,0.28,0.26,0.27,0.26,0.27,0.27,0.26,0.28,0.27,0.27,0.26,0.26,0.27,0.27,0.28,0.25,0.27,0.27,0.27,0.26,0.27,0.26,0.26,0.26,0.26,0.25,0.25,0.26,0.26,0.25,0.26,0.25,0.26,0.26,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.24,0.24,0.24,0.24,0.24,0.25,0.23,0.23,0.25,0.22,0.22,0.23,0.24,0.24,0.24,0.23,0.24,0.24,0.23,0.24,0.24,0.22,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.23,0.23,0.23,0.22,0.0,0.0,0.22,0.22,0.22,0.0,0.0,0.22,0.0,0.0,0.23,0.0,0.0,0.22,0.22,0.0,0.23,0.23,0.22,0.22,0.22,0.0,0.22,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.87
07/26/2021,1.73,0.83,0.68,0.67,0.65,0.61,0.6,0.6,0.61,0.56,0.58,0.59,0.58,0.52,0.56,0.52,0.53,0.51,0.52,0.52,0.5,0.48,0.49,0.44,0.44,0.45,0.43,0.43,0.41,0.44,0.4,0.4,0.4,0.43,0.4,0.39,0.41,0.4,0.4,0.39,0.39,0.38,0.41,0.36,0.39,0.38,0.37,0.36,0.36,0.37,0.36,0.36,0.37,0.36,0.35,0.33,0.35,0.35,0.32,0.34,0.36,0.34,0.32,0.34,0.33,0.32,0.32,0.33,0.33,0.32,0.35,0.34,0.32,0.32,0.33,0.33,0.31,0.31,0.32,0.32,0.31,0.31,0.3,0.3,0.3,0.31,0.3,0.29,0.29,0.29,0.27,0.3,0.28,0.3,0.25,0.27,0.27,0.28,0.27,0.29,0.3,0.26,0.27,0.28,0.28,0.28,0.28,0.26,0.27,0.26,0.26,0.26,0.26,0.27,0.27,0.28,0.25,0.26,0.28,0.27,0.28,0.25,0.27,0.27,0.26,0.26,0.27,0.26,0.26,0.26,0.25,0.26,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.24,0.24,0.26,0.24,0.25,0.26,0.26,0.25,0.27,0.24,0.24,0.24,0.23,0.24,0.25,0.24,0.23,0.26,0.22,0.0,0.24,0.25,0.24,0.25,0.22,0.25,0.24,0.23,0.24,0.25,0.22,0.24,0.24,0.22,0.23,0.23,0.23,0.22,0.23,0.22,0.22,0.22,0.23,0.23,0.22,0.0,0.0,0.22,0.22,0.22,0.0,0.0,0.22,0.0,0.0,0.23,0.0,0.0,0.23,0.22,0.0,0.23,0.23,0.22,0.22,0.0,0.0,0.22,0.22,0.24,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.75
07/27/2021,1.71,0.83,0.68,0.68,0.65,0.62,0.6,0.61,0.62,0.56,0.59,0.6,0.58,0.52,0.55,0.53,0.53,0.51,0.52,0.53,0.51,0.48,0.5,0.44,0.41,0.45,0.44,0.43,0.41,0.44,0.4,0.4,0.4,0.42,0.4,0.39,0.41,0.4,0.39,0.39,0.39,0.37,0.41,0.38,0.39,0.38,0.37,0.36,0.36,0.36,0.36,0.35,0.37,0.36,0.35,0.33,0.35,0.35,0.32,0.34,0.36,0.33,0.32,0.33,0.33,0.32,0.32,0.33,0.33,0.33,0.35,0.34,0.32,0.32,0.33,0.33,0.31,0.31,0.32,0.32,0.31,0.31,0.3,0.3,0.29,0.32,0.3,0.29,0.29,0.29,0.26,0.3,0.28,0.3,0.25,0.27,0.26,0.28,0.27,0.3,0.3,0.26,0.27,0.28,0.28,0.28,0.28,0.26,0.27,0.26,0.26,0.26,0.26,0.27,0.27,0.27,0.25,0.26,0.28,0.27,0.28,0.25,0.27,0.27,0.27,0.26,0.27,0.26,0.26,0.26,0.25,0.26,0.25,0.26,0.25,0.25,0.25,0.25,0.26,0.26,0.25,0.24,0.24,0.26,0.25,0.25,0.25,0.26,0.25,0.27,0.24,0.25,0.24,0.24,0.24,0.25,0.24,0.22,0.26,0.23,0.0,0.24,0.25,0.24,0.26,0.22,0.25,0.24,0.23,0.24,0.25,0.23,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.23,0.22,0.22,0.22,0.23,0.23,0.22,0.0,0.0,0.22,0.22,0.22,0.0,0.0,0.22,0.0,0.0,0.23,0.0,0.0,0.23,0.22,0.0,0.23,0.22,0.22,0.22,0.0,0.0,0.22,0.22,0.25,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.81
07/28/2021,1.71,0.83,0.68,0.68,0.65,0.62,0.6,0.61,0.62,0.56,0.59,0.6,0.58,0.52,0.55,0.53,0.53,0.51,0.52,0.53,0.51,0.48,0.5,0.44,0.41,0.45,0.44,0.43,0.41,0.44,0.4,0.4,0.4,0.42,0.4,0.39,0.41,0.4,0.39,0.39,0.39,0.37,0.41,0.38,0.39,0.38,0.37,0.36,0.36,0.36,0.36,0.35,0.37,0.36,0.35,0.33,0.35,0.35,0.32,0.34,0.36,0.33,0.32,0.33,0.33,0.32,0.32,0.33,0.33,0.33,0.35,0.34,0.32,0.32,0.33,0.33,0.31,0.31,0.32,0.32,0.31,0.31,0.3,0.3,0.29,0.32,0.3,0.29,0.29,0.29,0.26,0.3,0.28,0.3,0.25,0.27,0.26,0.28,0.27,0.3,0.3,0.26,0.27,0.28,0.28,0.28,0.28,0.26,0.27,0.26,0.26,0.26,0.26,0.27,0.27,0.27,0.25,0.26,0.28,0.27,0.28,0.25,0.27,0.27,0.27,0.26,0.27,0.26,0.26,0.26,0.25,0.26,0.25,0.26,0.25,0.25,0.25,0.25,0.26,0.26,0.25,0.24,0.24,0.26,0.25,0.25,0.25,0.26,0.25,0.27,0.24,0.25,0.24,0.24,0.24,0.25,0.24,0.22,0.26,0.23,0.0,0.24,0.25,0.24,0.26,0.22,0.25,0.24,0.23,0.24,0.25,0.23,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.23,0.22,0.22,0.22,0.23,0.23,0.22,0.0,0.0,0.22,0.22,0.22,0.0,0.0,0.22,0.0,0.0,0.23,0.0,0.0,0.23,0.22,0.0,0.23,0.22,0.22,0.22,0.0,0.0,0.22,0.22,0.25,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.81
07/29/2021,1.7,0.83,0.68,0.67,0.65,0.62,0.61,0.6,0.61,0.56,0.58,0.6,0.58,0.52,0.55,0.53,0.53,0.51,0.52,0.53,0.5,0.48,0.49,0.44,0.41,0.45,0.44,0.43,0.41,0.43,0.42,0.4,0.41,0.42,0.4,0.39,0.4,0.4,0.4,0.39,0.39,0.37,0.41,0.38,0.39,0.38,0.37,0.36,0.36,0.37,0.36,0.35,0.37,0.36,0.35,0.33,0.35,0.35,0.32,0.33,0.36,0.33,0.32,0.33,0.33,0.32,0.31,0.33,0.33,0.32,0.34,0.33,0.32,0.33,0.32,0.33,0.31,0.3,0.32,0.32,0.31,0.32,0.3,0.31,0.3,0.32,0.3,0.29,0.29,0.29,0.27,0.29,0.28,0.3,0.24,0.27,0.27,0.27,0.27,0.29,0.31,0.26,0.27,0.28,0.28,0.28,0.27,0.26,0.27,0.26,0.26,0.26,0.26,0.27,0.27,0.27,0.25,0.26,0.28,0.26,0.28,0.25,0.27,0.27,0.26,0.26,0.27,0.26,0.25,0.26,0.25,0.26,0.25,0.26,0.25,0.26,0.25,0.25,0.25,0.26,0.25,0.24,0.24,0.26,0.25,0.25,0.25,0.25,0.25,0.26,0.24,0.24,0.24,0.24,0.25,0.25,0.24,0.23,0.27,0.23,0.0,0.23,0.25,0.24,0.25,0.22,0.25,0.24,0.23,0.24,0.25,0.23,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.23,0.22,0.22,0.22,0.23,0.23,0.22,0.0,0.0,0.22,0.22,0.0,0.0,0.0,0.22,0.22,0.0,0.23,0.0,0.0,0.23,0.22,0.0,0.23,0.22,0.23,0.22,0.0,0.0,0.22,0.23,0.25,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.7
07/30/2021,1.72,0.84,0.68,0.69,0.65,0.62,0.62,0.61,0.62,0.56,0.58,0.6,0.58,0.52,0.55,0.54,0.53,0.51,0.52,0.52,0.51,0.49,0.5,0.44,0.42,0.45,0.44,0.42,0.41,0.44,0.4,0.4,0.41,0.42,0.4,0.38,0.41,0.4,0.39,0.38,0.4,0.37,0.38,0.38,0.39,0.38,0.37,0.36,0.36,0.37,0.36,0.35,0.38,0.36,0.36,0.34,0.35,0.35,0.32,0.34,0.36,0.33,0.32,0.33,0.33,0.32,0.31,0.32,0.33,0.32,0.34,0.33,0.3,0.32,0.32,0.32,0.33,0.28,0.32,0.32,0.31,0.32,0.3,0.3,0.29,0.32,0.31,0.29,0.29,0.29,0.26,0.3,0.28,0.3,0.24,0.27,0.26,0.27,0.27,0.29,0.31,0.26,0.27,0.28,0.28,0.28,0.28,0.26,0.27,0.26,0.26,0.26,0.26,0.27,0.27,0.27,0.25,0.26,0.28,0.26,0.28,0.26,0.27,0.27,0.26,0.26,0.27,0.26,0.26,0.27,0.25,0.26,0.25,0.26,0.25,0.26,0.25,0.26,0.25,0.25,0.25,0.24,0.24,0.27,0.25,0.25,0.25,0.25,0.26,0.26,0.24,0.25,0.24,0.24,0.25,0.25,0.24,0.23,0.28,0.22,0.0,0.23,0.26,0.24,0.25,0.0,0.23,0.24,0.23,0.24,0.25,0.23,0.25,0.24,0.23,0.23,0.22,0.23,0.22,0.22,0.0,0.22,0.22,0.23,0.23,0.23,0.0,0.0,0.23,0.22,0.0,0.0,0.22,0.22,0.22,0.0,0.23,0.22,0.0,0.22,0.22,0.0,0.23,0.22,0.23,0.22,0.0,0.0,0.22,0.23,0.24,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.78
08/02/2021,1.7,0.84,0.68,0.68,0.64,0.62,0.62,0.61,0.62,0.56,0.58,0.6,0.57,0.52,0.55,0.53,0.53,0.5,0.51,0.52,0.5,0.48,0.49,0.45,0.42,0.45,0.44,0.44,0.41,0.44,0.4,0.4,0.4,0.42,0.4,0.38,0.41,0.4,0.4,0.38,0.39,0.37,0.38,0.38,0.38,0.38,0.37,0.36,0.36,0.37,0.36,0.35,0.37,0.35,0.36,0.34,0.35,0.35,0.32,0.33,0.35,0.33,0.32,0.33,0.34,0.33,0.31,0.32,0.33,0.33,0.34,0.33,0.31,0.32,0.32,0.32,0.33,0.29,0.32,0.32,0.31,0.32,0.3,0.31,0.3,0.33,0.3,0.3,0.28,0.29,0.26,0.29,0.28,0.3,0.25,0.27,0.26,0.27,0.27,0.29,0.31,0.26,0.27,0.28,0.28,0.28,0.27,0.26,0.27,0.26,0.26,0.26,0.27,0.27,0.27,0.26,0.25,0.26,0.28,0.27,0.27,0.28,0.27,0.27,0.26,0.26,0.28,0.26,0.25,0.26,0.25,0.25,0.25,0.27,0.25,0.26,0.26,0.27,0.25,0.26,0.25,0.26,0.24,0.27,0.25,0.25,0.25,0.24,0.26,0.26,0.24,0.25,0.24,0.24,0.24,0.25,0.24,0.23,0.28,0.22,0.22,0.23,0.25,0.23,0.25,0.0,0.23,0.24,0.23,0.24,0.25,0.23,0.25,0.25,0.23,0.23,0.22,0.23,0.22,0.23,0.0,0.23,0.22,0.22,0.23,0.24,0.0,0.0,0.22,0.22,0.0,0.0,0.22,0.22,0.22,0.0,0.23,0.22,0.0,0.0,0.22,0.0,0.23,0.22,0.23,0.0,0.0,0.0,0.22,0.23,0.24,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.74000000000001
08/03/2021,1.68,0.83,0.67,0.68,0.64,0.62,0.61,0.61,0.61,0.56,0.58,0.6,0.57,0.52,0.56,0.52,0.53,0.5,0.51,0.53,0.49,0.48,0.5,0.45,0.43,0.46,0.44,0.44,0.41,0.44,0.39,0.4,0.39,0.42,0.4,0.39,0.41,0.39,0.4,0.38,0.38,0.37,0.39,0.38,0.38,0.38,0.37,0.36,0.36,0.37,0.35,0.35,0.37,0.35,0.36,0.34,0.35,0.35,0.32,0.33,0.35,0.33,0.32,0.34,0.34,0.33,0.31,0.32,0.33,0.32,0.34,0.33,0.31,0.33,0.32,0.32,0.34,0.28,0.32,0.33,0.31,0.32,0.3,0.3,0.29,0.33,0.31,0.3,0.28,0.29,0.26,0.29,0.28,0.3,0.26,0.27,0.26,0.28,0.27,0.29,0.31,0.26,0.27,0.27,0.28,0.28,0.27,0.26,0.27,0.27,0.26,0.26,0.27,0.26,0.27,0.26,0.26,0.26,0.28,0.27,0.27,0.29,0.27,0.27,0.26,0.26,0.28,0.26,0.25,0.26,0.25,0.26,0.25,0.26,0.25,0.26,0.25,0.26,0.25,0.25,0.25,0.25,0.24,0.27,0.24,0.25,0.25,0.24,0.26,0.26,0.24,0.25,0.24,0.24,0.24,0.25,0.24,0.23,0.29,0.22,0.22,0.23,0.25,0.23,0.25,0.0,0.23,0.24,0.23,0.24,0.25,0.23,0.27,0.25,0.23,0.23,0.23,0.23,0.22,0.23,0.0,0.23,0.22,0.22,0.23,0.24,0.0,0.0,0.0,0.22,0.0,0.0,0.22,0.23,0.23,0.0,0.23,0.22,0.0,0.23,0.22,0.0,0.23,0.22,0.23,0.0,0.0,0.0,0.22,0.23,0.24,0.0,0.22,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.75
08/04/2021,1.67,0.82,0.68,0.68,0.64,0.61,0.61,0.6,0.61,0.55,0.57,0.62,0.57,0.52,0.57,0.52,0.53,0.49,0.51,0.54,0.5,0.47,0.5,0.45,0.43,0.46,0.44,0.44,0.41,0.44,0.39,0.4,0.39,0.42,0.4,0.39,0.41,0.4,0.39,0.37,0.39,0.38,0.39,0.38,0.38,0.38,0.38,0.35,0.35,0.37,0.35,0.35,0.37,0.35,0.35,0.34,0.35,0.35,0.32,0.33,0.35,0.33,0.33,0.34,0.33,0.33,0.31,0.32,0.34,0.32,0.34,0.33,0.31,0.33,0.32,0.32,0.34,0.28,0.32,0.32,0.31,0.31,0.3,0.3,0.29,0.35,0.3,0.29,0.28,0.29,0.26,0.29,0.28,0.3,0.26,0.27,0.26,0.28,0.26,0.29,0.31,0.26,0.27,0.27,0.28,0.28,0.27,0.26,0.26,0.27,0.26,0.26,0.27,0.26,0.26,0.26,0.25,0.26,0.28,0.27,0.27,0.28,0.27,0.27,0.26,0.26,0.28,0.26,0.25,0.27,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.26,0.25,0.25,0.25,0.25,0.24,0.26,0.25,0.25,0.25,0.24,0.26,0.26,0.24,0.25,0.24,0.23,0.24,0.25,0.24,0.23,0.29,0.22,0.0,0.24,0.25,0.23,0.26,0.0,0.23,0.23,0.22,0.25,0.25,0.23,0.27,0.25,0.23,0.23,0.23,0.23,0.22,0.26,0.22,0.23,0.0,0.23,0.23,0.24,0.0,0.0,0.22,0.22,0.0,0.0,0.22,0.22,0.23,0.0,0.23,0.22,0.0,0.22,0.22,0.0,0.22,0.23,0.22,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.22,0.23,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.65
08/05/2021,1.68,0.84,0.68,0.68,0.64,0.62,0.61,0.62,0.62,0.55,0.57,0.61,0.57,0.53,0.57,0.53,0.52,0.49,0.51,0.54,0.5,0.48,0.5,0.46,0.44,0.46,0.44,0.44,0.41,0.44,0.39,0.41,0.4,0.42,0.4,0.39,0.4,0.39,0.39,0.37,0.39,0.37,0.4,0.38,0.38,0.38,0.38,0.36,0.35,0.37,0.35,0.35,0.36,0.35,0.35,0.35,0.34,0.36,0.32,0.33,0.36,0.33,0.33,0.34,0.34,0.33,0.3,0.32,0.35,0.32,0.34,0.32,0.3,0.34,0.32,0.32,0.34,0.29,0.32,0.32,0.31,0.3,0.3,0.3,0.3,0.36,0.3,0.29,0.28,0.29,0.26,0.29,0.28,0.31,0.26,0.27,0.27,0.28,0.26,0.3,0.3,0.26,0.28,0.27,0.28,0.28,0.27,0.26,0.26,0.27,0.26,0.26,0.27,0.26,0.26,0.25,0.26,0.26,0.28,0.27,0.27,0.28,0.27,0.27,0.26,0.26,0.28,0.26,0.25,0.27,0.24,0.25,0.24,0.26,0.25,0.26,0.25,0.26,0.25,0.25,0.25,0.25,0.24,0.26,0.25,0.25,0.25,0.24,0.26,0.26,0.24,0.25,0.24,0.23,0.23,0.25,0.24,0.23,0.28,0.22,0.0,0.24,0.26,0.23,0.25,0.0,0.23,0.23,0.23,0.25,0.25,0.23,0.27,0.25,0.23,0.23,0.23,0.23,0.22,0.26,0.22,0.23,0.22,0.23,0.23,0.23,0.0,0.0,0.22,0.22,0.0,0.0,0.22,0.22,0.23,0.0,0.23,0.22,0.0,0.0,0.22,0.0,0.22,0.22,0.22,0.0,0.0,0.0,0.22,0.22,0.22,0.0,0.22,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.75999999999999
08/06/2021,1.65,0.83,0.67,0.69,0.64,0.63,0.61,0.62,0.62,0.54,0.57,0.6,0.57,0.53,0.57,0.53,0.52,0.49,0.51,0.5,0.49,0.48,0.5,0.45,0.43,0.47,0.43,0.44,0.41,0.44,0.39,0.4,0.39,0.42,0.4,0.4,0.41,0.39,0.38,0.37,0.39,0.37,0.4,0.38,0.38,0.37,0.38,0.36,0.36,0.37,0.35,0.35,0.36,0.35,0.36,0.35,0.35,0.35,0.32,0.33,0.36,0.33,0.33,0.34,0.35,0.34,0.3,0.32,0.36,0.32,0.34,0.32,0.31,0.34,0.31,0.32,0.34,0.29,0.31,0.32,0.31,0.31,0.3,0.3,0.3,0.36,0.3,0.29,0.28,0.28,0.26,0.29,0.28,0.31,0.25,0.27,0.28,0.28,0.27,0.3,0.29,0.26,0.28,0.27,0.29,0.28,0.27,0.26,0.25,0.27,0.26,0.27,0.27,0.25,0.26,0.25,0.26,0.26,0.28,0.26,0.26,0.28,0.28,0.27,0.27,0.27,0.28,0.26,0.25,0.27,0.25,0.25,0.25,0.26,0.24,0.26,0.25,0.26,0.25,0.25,0.25,0.25,0.24,0.25,0.25,0.25,0.25,0.24,0.26,0.26,0.24,0.25,0.24,0.24,0.23,0.25,0.23,0.23,0.28,0.22,0.0,0.23,0.26,0.24,0.25,0.0,0.23,0.22,0.23,0.25,0.25,0.23,0.28,0.25,0.23,0.23,0.23,0.23,0.22,0.26,0.22,0.23,0.0,0.23,0.23,0.23,0.22,0.0,0.22,0.0,0.0,0.22,0.0,0.22,0.23,0.0,0.24,0.22,0.0,0.0,0.0,0.0,0.23,0.23,0.23,0.0,0.0,0.0,0.0,0.22,0.23,0.27,0.22,0.23,0.0,0.23,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.78
08/09/2021,1.64,0.83,0.67,0.69,0.64,0.64,0.61,0.61,0.62,0.55,0.57,0.61,0.57,0.53,0.59,0.52,0.5,0.49,0.51,0.52,0.48,0.48,0.5,0.45,0.43,0.49,0.43,0.43,0.4,0.45,0.38,0.4,0.38,0.42,0.4,0.4,0.4,0.4,0.39,0.38,0.39,0.37,0.4,0.37,0.38,0.37,0.38,0.36,0.36,0.37,0.34,0.35,0.36,0.35,0.36,0.35,0.34,0.35,0.32,0.33,0.36,0.32,0.32,0.34,0.35,0.33,0.29,0.31,0.35,0.31,0.34,0.32,0.31,0.34,0.31,0.32,0.33,0.3,0.31,0.32,0.31,0.31,0.29,0.3,0.3,0.38,0.3,0.29,0.28,0.29,0.26,0.29,0.28,0.3,0.25,0.28,0.29,0.29,0.27,0.3,0.29,0.26,0.27,0.27,0.29,0.3,0.27,0.25,0.26,0.27,0.27,0.27,0.26,0.25,0.26,0.26,0.25,0.26,0.29,0.26,0.26,0.3,0.28,0.27,0.26,0.27,0.29,0.26,0.25,0.27,0.25,0.25,0.25,0.26,0.24,0.26,0.25,0.26,0.24,0.26,0.25,0.25,0.24,0.26,0.24,0.26,0.25,0.24,0.26,0.25,0.24,0.25,0.23,0.23,0.23,0.25,0.23,0.23,0.29,0.22,0.0,0.23,0.26,0.24,0.25,0.0,0.23,0.22,0.23,0.25,0.25,0.23,0.29,0.25,0.23,0.23,0.0,0.23,0.0,0.27,0.22,0.23,0.22,0.23,0.23,0.24,0.22,0.0,0.22,0.23,0.0,0.22,0.0,0.0,0.23,0.0,0.23,0.22,0.0,0.0,0.0,0.0,0.23,0.23,0.23,0.0,0.22,0.0,0.22,0.23,0.22,0.26,0.22,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.78
08/10/2021,1.63,0.82,0.66,0.69,0.63,0.63,0.6,0.61,0.61,0.55,0.56,0.6,0.56,0.54,0.59,0.52,0.49,0.49,0.5,0.52,0.47,0.48,0.5,0.46,0.43,0.49,0.42,0.43,0.4,0.44,0.38,0.4,0.38,0.42,0.4,0.41,0.4,0.39,0.39,0.38,0.39,0.37,0.4,0.37,0.38,0.37,0.38,0.36,0.36,0.38,0.35,0.36,0.36,0.35,0.36,0.36,0.34,0.35,0.31,0.33,0.36,0.33,0.32,0.34,0.35,0.33,0.28,0.31,0.35,0.32,0.33,0.31,0.31,0.34,0.31,0.32,0.33,0.3,0.31,0.33,0.31,0.32,0.29,0.31,0.3,0.38,0.3,0.3,0.29,0.28,0.26,0.28,0.28,0.3,0.25,0.28,0.29,0.3,0.27,0.3,0.29,0.26,0.27,0.28,0.3,0.3,0.26,0.25,0.26,0.28,0.27,0.28,0.26,0.24,0.27,0.26,0.25,0.26,0.29,0.25,0.26,0.3,0.28,0.27,0.27,0.28,0.29,0.26,0.25,0.27,0.25,0.25,0.25,0.25,0.24,0.27,0.26,0.26,0.24,0.26,0.26,0.26,0.24,0.26,0.24,0.26,0.25,0.24,0.26,0.25,0.24,0.25,0.23,0.24,0.24,0.25,0.23,0.23,0.29,0.22,0.0,0.24,0.27,0.24,0.26,0.0,0.22,0.22,0.23,0.25,0.25,0.24,0.28,0.25,0.23,0.24,0.0,0.23,0.22,0.27,0.23,0.23,0.22,0.23,0.23,0.24,0.22,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.23,0.0,0.24,0.22,0.0,0.0,0.0,0.0,0.23,0.24,0.23,0.0,0.22,0.0,0.22,0.23,0.0,0.26,0.23,0.24,0.0,0.23,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.89
