,FGXXX,OXY,FANG,VIAC,EOG,DFS,WFC,CF,COF,KMI,FB,SYF,HCA,GS,ORLY,GDDY,ADBE,INCY,BK,ALL,CBOE,ORCL,GRMN,NOC,VFC,NTAP,XOM,LHX,PM,NVR,EMR,CFG,SLB,IP,ICE,UHS,BMY,GOOGL,EIX,MCD,DOV,BAH,DHI,DRI,PH,CSCO,JNJ,NFLX,FDX,C,LSXMK,LOW,FNF,VMW,CMA,SO,IBM,KEY,GILD,AIG,SWKS,AEE,PFG,MRK,MMM,EMN,ABT,JPM,LDOS,MDT,VTRS,DOW,WDC,USB,CERN,TSN,PFE,VZ,DE,SSNC,CAT,AEP,LYB,MU,AMGN,RF,AFL,LMT,T,BBY,ON,MAS,TFC,CTSH,CSX,HBAN,UNP,CMI,CVS,TRV,MO,FMC,BDX,GIS,DLTR,FOXA,CTXS,FLT,TTWO,DTE,HOLX,INTC,BKNG,QRVO,PSA,HST,CNC,LEN,INVH,O,CUZ,WPC,NNN,LAMR,GD,COR,AVGO,CMS,PSB,FISV,GLPI,MPW,AGR,CPB,HTA,KMB,DTM WI,OGN,CI,STZ,ABBV,GPN,ROKU,CZR,BSX,TXT,SBUX,SYK,BXP,SUI,V,KO,DUK,CG,ATVI,PCAR,n/a,ADSK,MTB,SUM
07/23/2021,2.26,0.85,0.77,0.71,0.81,0.94,0.89,0.83,0.92,0.87,0.89,0.86,0.95,0.87,0.94,0.0,0.93,0.83,0.83,0.86,0.87,0.8,0.89,0.85,0.8,0.83,0.77,0.87,0.85,0.82,0.84,0.77,0.7,0.81,0.0,0.84,0.86,0.87,0.76,0.85,0.86,0.87,0.8,0.77,0.8,0.84,0.85,0.84,0.83,0.77,0.8,0.83,0.81,0.81,0.74,0.85,0.78,0.74,0.82,0.77,0.82,0.86,0.76,0.81,0.81,0.74,0.83,0.76,0.81,0.79,0.75,0.74,0.71,0.76,0.78,0.77,1.21,0.79,0.75,0.78,0.75,0.8,0.71,0.74,0.79,0.7,0.75,0.77,0.75,0.73,0.72,0.78,0.72,0.74,0.74,0.7,0.73,0.72,0.73,0.75,0.72,0.69,0.73,0.72,0.68,0.63,0.66,0.66,0.63,0.67,0.67,0.57,0.52,0.48,0.48,0.41,0.44,0.41,0.46,0.45,0.45,0.45,0.44,0.41,0.42,0.44,0.41,0.0,0.42,0.4,0.39,0.44,0.38,0.35,0.45,0.33,0.12,0.03,0.76,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
07/26/2021,2.17,0.9,0.81,0.71,0.83,0.98,0.92,0.84,0.95,0.88,0.89,0.87,1.05,0.89,0.93,0.0,0.91,0.82,0.85,0.84,0.86,0.8,0.89,0.84,0.82,0.82,0.78,0.88,0.82,0.81,0.85,0.8,0.72,0.8,0.0,0.86,0.84,0.86,0.74,0.84,0.9,0.85,0.82,0.81,0.82,0.83,0.84,0.79,0.82,0.78,0.81,0.82,0.81,0.82,0.77,0.83,0.78,0.75,0.8,0.8,0.82,0.82,0.79,0.78,0.8,0.74,0.8,0.77,0.81,0.79,0.75,0.74,0.71,0.77,0.77,0.75,1.2,0.77,0.77,0.78,0.75,0.77,0.72,0.74,0.76,0.72,0.76,0.76,0.73,0.72,0.74,0.77,0.74,0.73,0.73,0.72,0.71,0.72,0.73,0.73,0.71,0.69,0.71,0.68,0.67,0.64,0.64,0.66,0.62,0.65,0.65,0.57,0.54,0.48,0.47,0.43,0.44,0.42,0.45,0.44,0.46,0.44,0.44,0.42,0.42,0.43,0.41,0.0,0.41,0.4,0.4,0.45,0.37,0.33,0.45,0.31,0.12,0.03,0.76,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
07/27/2021,2.17,0.9,0.81,0.71,0.83,0.98,0.92,0.84,0.95,0.88,0.89,0.87,1.05,0.89,0.93,0.0,0.91,0.82,0.85,0.84,0.86,0.8,0.89,0.84,0.82,0.82,0.78,0.88,0.82,0.81,0.85,0.8,0.72,0.8,0.0,0.86,0.84,0.86,0.74,0.84,0.9,0.85,0.82,0.81,0.82,0.83,0.84,0.79,0.82,0.78,0.81,0.82,0.81,0.82,0.77,0.83,0.78,0.75,0.8,0.8,0.82,0.82,0.79,0.78,0.8,0.74,0.8,0.77,0.81,0.79,0.75,0.74,0.71,0.77,0.77,0.75,1.2,0.77,0.77,0.78,0.75,0.77,0.72,0.74,0.76,0.72,0.76,0.76,0.73,0.72,0.74,0.77,0.74,0.73,0.73,0.72,0.71,0.72,0.73,0.73,0.71,0.69,0.71,0.68,0.67,0.64,0.64,0.66,0.62,0.65,0.65,0.57,0.54,0.48,0.47,0.43,0.44,0.42,0.45,0.44,0.46,0.44,0.44,0.42,0.42,0.43,0.41,0.0,0.41,0.4,0.4,0.45,0.37,0.33,0.45,0.31,0.12,0.03,0.76,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
07/28/2021,2.16,0.87,0.8,0.7,0.81,0.96,0.9,0.82,0.93,0.86,0.95,0.86,1.05,0.89,0.95,0.0,0.93,0.82,0.84,0.85,0.88,0.78,0.9,0.84,0.85,0.81,0.77,0.88,0.83,0.85,0.85,0.79,0.72,0.79,0.0,0.85,0.86,0.9,0.74,0.87,0.9,0.86,0.83,0.8,0.82,0.85,0.85,0.79,0.81,0.77,0.81,0.84,0.83,0.82,0.75,0.84,0.78,0.74,0.8,0.78,0.81,0.82,0.78,0.79,0.79,0.74,0.81,0.76,0.81,0.8,0.74,0.74,0.7,0.75,0.78,0.75,1.22,0.77,0.77,0.8,0.74,0.78,0.72,0.73,0.77,0.71,0.75,0.76,0.74,0.74,0.73,0.77,0.73,0.74,0.76,0.71,0.72,0.71,0.73,0.71,0.71,0.69,0.72,0.68,0.67,0.64,0.64,0.67,0.63,0.66,0.67,0.53,0.54,0.48,0.48,0.41,0.44,0.43,0.46,0.44,0.45,0.45,0.44,0.41,0.42,0.43,0.42,0.0,0.42,0.41,0.39,0.44,0.37,0.33,0.46,0.31,0.11,0.03,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
07/29/2021,2.15,0.89,0.81,0.72,0.83,0.97,0.9,0.83,0.94,0.88,0.95,0.87,1.03,0.89,0.94,0.0,0.92,0.8,0.85,0.85,0.86,0.78,0.89,0.83,0.85,0.81,0.78,0.87,0.83,0.83,0.85,0.8,0.75,0.79,0.0,0.86,0.85,0.9,0.73,0.87,0.89,0.86,0.82,0.82,0.82,0.85,0.84,0.79,0.81,0.78,0.8,0.82,0.83,0.82,0.76,0.84,0.78,0.75,0.8,0.79,0.81,0.82,0.78,0.78,0.8,0.75,0.8,0.76,0.81,0.8,0.74,0.76,0.7,0.76,0.77,0.75,1.22,0.76,0.77,0.79,0.75,0.79,0.73,0.73,0.76,0.72,0.76,0.74,0.73,0.75,0.73,0.76,0.73,0.74,0.76,0.71,0.72,0.71,0.73,0.71,0.71,0.69,0.71,0.68,0.67,0.64,0.64,0.67,0.63,0.65,0.66,0.54,0.54,0.47,0.47,0.42,0.43,0.42,0.45,0.44,0.45,0.45,0.44,0.41,0.42,0.43,0.41,0.0,0.41,0.41,0.39,0.44,0.37,0.33,0.45,0.31,0.11,0.03,0.74,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/30/2021,2.15,0.89,0.81,0.72,0.83,0.97,0.9,0.83,0.94,0.88,0.95,0.87,1.03,0.89,0.94,0.0,0.92,0.8,0.85,0.85,0.86,0.78,0.89,0.83,0.85,0.81,0.78,0.87,0.83,0.83,0.85,0.8,0.75,0.79,0.0,0.86,0.85,0.9,0.73,0.87,0.89,0.86,0.82,0.82,0.82,0.85,0.84,0.79,0.81,0.78,0.8,0.82,0.83,0.82,0.76,0.84,0.78,0.75,0.8,0.79,0.81,0.82,0.78,0.78,0.8,0.75,0.8,0.76,0.81,0.8,0.74,0.76,0.7,0.76,0.77,0.75,1.22,0.76,0.77,0.79,0.75,0.79,0.73,0.73,0.76,0.72,0.76,0.74,0.73,0.75,0.73,0.76,0.73,0.74,0.76,0.71,0.72,0.71,0.73,0.71,0.71,0.69,0.71,0.68,0.67,0.64,0.64,0.67,0.63,0.65,0.66,0.54,0.54,0.47,0.47,0.42,0.43,0.42,0.45,0.44,0.45,0.45,0.44,0.41,0.42,0.43,0.41,0.0,0.41,0.41,0.39,0.44,0.37,0.33,0.45,0.31,0.11,0.03,0.74,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/02/2021,2.15,0.88,0.81,0.71,0.82,0.96,0.91,0.83,0.93,0.87,0.95,0.87,1.03,0.89,0.93,0.0,0.92,0.81,0.85,0.85,0.85,0.77,0.91,0.83,0.85,0.81,0.78,0.88,0.83,0.83,0.85,0.78,0.74,0.79,0.0,0.88,0.86,0.92,0.74,0.86,0.89,0.86,0.81,0.82,0.82,0.84,0.85,0.79,0.77,0.78,0.82,0.8,0.83,0.81,0.77,0.84,0.78,0.76,0.81,0.78,0.81,0.83,0.78,0.79,0.78,0.75,0.81,0.76,0.81,0.81,0.76,0.76,0.7,0.75,0.78,0.75,1.27,0.76,0.77,0.79,0.75,0.8,0.74,0.72,0.75,0.72,0.76,0.74,0.73,0.73,0.74,0.76,0.74,0.75,0.74,0.72,0.71,0.69,0.73,0.7,0.71,0.69,0.72,0.68,0.66,0.64,0.64,0.67,0.62,0.66,0.66,0.53,0.54,0.47,0.47,0.42,0.42,0.42,0.46,0.44,0.45,0.45,0.44,0.41,0.43,0.43,0.41,0.0,0.41,0.41,0.4,0.44,0.37,0.33,0.45,0.31,0.12,0.03,0.73,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/03/2021,2.15,0.88,0.81,0.71,0.82,0.96,0.91,0.83,0.93,0.87,0.95,0.87,1.03,0.89,0.93,0.0,0.92,0.81,0.85,0.85,0.85,0.77,0.91,0.83,0.85,0.81,0.78,0.88,0.83,0.83,0.85,0.78,0.74,0.79,0.0,0.88,0.86,0.92,0.74,0.86,0.89,0.86,0.81,0.82,0.82,0.84,0.85,0.79,0.77,0.78,0.82,0.8,0.83,0.81,0.77,0.84,0.78,0.76,0.81,0.78,0.81,0.83,0.78,0.79,0.78,0.75,0.81,0.76,0.81,0.81,0.76,0.76,0.7,0.75,0.78,0.75,1.27,0.76,0.77,0.79,0.75,0.8,0.74,0.72,0.75,0.72,0.76,0.74,0.73,0.73,0.74,0.76,0.74,0.75,0.74,0.72,0.71,0.69,0.73,0.7,0.71,0.69,0.72,0.68,0.66,0.64,0.64,0.67,0.62,0.66,0.66,0.53,0.54,0.47,0.47,0.42,0.42,0.42,0.46,0.44,0.45,0.45,0.44,0.41,0.43,0.43,0.41,0.0,0.41,0.41,0.4,0.44,0.37,0.33,0.45,0.31,0.12,0.03,0.73,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/04/2021,2.15,0.88,0.81,0.71,0.82,0.96,0.91,0.83,0.93,0.87,0.95,0.87,1.03,0.89,0.93,0.0,0.92,0.81,0.85,0.85,0.85,0.77,0.91,0.83,0.85,0.81,0.78,0.88,0.83,0.83,0.85,0.78,0.74,0.79,0.0,0.88,0.86,0.92,0.74,0.86,0.89,0.86,0.81,0.82,0.82,0.84,0.85,0.79,0.77,0.78,0.82,0.8,0.83,0.81,0.77,0.84,0.78,0.76,0.81,0.78,0.81,0.83,0.78,0.79,0.78,0.75,0.81,0.76,0.81,0.81,0.76,0.76,0.7,0.75,0.78,0.75,1.27,0.76,0.77,0.79,0.75,0.8,0.74,0.72,0.75,0.72,0.76,0.74,0.73,0.73,0.74,0.76,0.74,0.75,0.74,0.72,0.71,0.69,0.73,0.7,0.71,0.69,0.72,0.68,0.66,0.64,0.64,0.67,0.62,0.66,0.66,0.53,0.54,0.47,0.47,0.42,0.42,0.42,0.46,0.44,0.45,0.45,0.44,0.41,0.43,0.43,0.41,0.0,0.41,0.41,0.4,0.44,0.37,0.33,0.45,0.31,0.12,0.03,0.73,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/05/2021,2.15,0.88,0.81,0.71,0.82,0.96,0.91,0.83,0.93,0.87,0.95,0.87,1.03,0.89,0.93,0.0,0.92,0.81,0.85,0.85,0.85,0.77,0.91,0.83,0.85,0.81,0.78,0.88,0.83,0.83,0.85,0.78,0.74,0.79,0.0,0.88,0.86,0.92,0.74,0.86,0.89,0.86,0.81,0.82,0.82,0.84,0.85,0.79,0.77,0.78,0.82,0.8,0.83,0.81,0.77,0.84,0.78,0.76,0.81,0.78,0.81,0.83,0.78,0.79,0.78,0.75,0.81,0.76,0.81,0.81,0.76,0.76,0.7,0.75,0.78,0.75,1.27,0.76,0.77,0.79,0.75,0.8,0.74,0.72,0.75,0.72,0.76,0.74,0.73,0.73,0.74,0.76,0.74,0.75,0.74,0.72,0.71,0.69,0.73,0.7,0.71,0.69,0.72,0.68,0.66,0.64,0.64,0.67,0.62,0.66,0.66,0.53,0.54,0.47,0.47,0.42,0.42,0.42,0.46,0.44,0.45,0.45,0.44,0.41,0.43,0.43,0.41,0.0,0.41,0.41,0.4,0.44,0.37,0.33,0.45,0.31,0.12,0.03,0.73,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/06/2021,2.22,0.86,0.81,0.65,0.82,0.97,0.93,0.8,0.93,0.85,0.89,0.86,1.06,0.89,0.93,0.0,0.91,0.8,0.87,0.84,0.88,0.79,0.93,0.84,0.83,0.84,0.77,0.89,0.84,0.87,0.87,0.77,0.73,0.79,0.0,0.89,0.86,0.91,0.72,0.84,0.92,0.78,0.86,0.81,0.82,0.86,0.85,0.78,0.76,0.79,0.82,0.8,0.8,0.81,0.77,0.84,0.79,0.77,0.8,0.78,0.79,0.84,0.78,0.77,0.79,0.75,0.81,0.76,0.72,0.81,0.75,0.76,0.72,0.75,0.8,0.75,1.32,0.76,0.79,0.8,0.73,0.8,0.74,0.77,0.75,0.73,0.78,0.73,0.73,0.74,0.9,0.77,0.73,0.8,0.74,0.74,0.72,0.69,0.73,0.71,0.71,0.69,0.72,0.68,0.66,0.61,0.57,0.65,0.57,0.66,0.69,0.54,0.52,0.48,0.46,0.41,0.41,0.44,0.45,0.44,0.44,0.44,0.43,0.42,0.43,0.43,0.41,0.0,0.41,0.39,0.38,0.43,0.37,0.32,0.44,0.31,0.12,0.03,0.75,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
08/09/2021,2.24,0.86,0.81,0.71,0.79,0.99,0.94,0.78,0.94,0.84,0.93,0.89,1.04,0.91,0.92,0.0,0.93,0.79,0.87,0.83,0.88,0.79,0.96,0.83,0.82,0.84,0.77,0.89,0.84,0.87,0.87,0.78,0.71,0.78,0.0,0.85,0.85,0.91,0.72,0.84,0.92,0.78,0.85,0.8,0.8,0.85,0.85,0.8,0.75,0.8,0.84,0.79,0.85,0.82,0.78,0.85,0.78,0.77,0.8,0.8,0.78,0.85,0.79,0.76,0.78,0.74,0.82,0.76,0.72,0.79,0.74,0.75,0.73,0.75,0.79,0.73,1.31,0.76,0.79,0.8,0.73,0.81,0.72,0.78,0.72,0.73,0.78,0.72,0.73,0.75,0.89,0.77,0.74,0.78,0.74,0.74,0.72,0.68,0.7,0.72,0.71,0.6,0.69,0.66,0.66,0.65,0.56,0.68,0.57,0.67,0.7,0.54,0.54,0.48,0.47,0.41,0.4,0.44,0.46,0.44,0.44,0.45,0.43,0.43,0.43,0.43,0.42,0.0,0.41,0.4,0.41,0.43,0.37,0.31,0.45,0.3,0.12,0.03,0.66,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/10/2021,2.24,0.86,0.81,0.71,0.79,0.99,0.94,0.78,0.94,0.84,0.93,0.89,1.04,0.91,0.92,0.0,0.93,0.79,0.87,0.83,0.88,0.79,0.96,0.83,0.82,0.84,0.77,0.89,0.84,0.87,0.87,0.78,0.71,0.78,0.0,0.85,0.85,0.91,0.72,0.84,0.92,0.78,0.85,0.8,0.8,0.85,0.85,0.8,0.75,0.8,0.84,0.79,0.85,0.82,0.78,0.85,0.78,0.77,0.8,0.8,0.78,0.85,0.79,0.76,0.78,0.74,0.82,0.76,0.72,0.79,0.74,0.75,0.73,0.75,0.79,0.73,1.31,0.76,0.79,0.8,0.73,0.81,0.72,0.78,0.72,0.73,0.78,0.72,0.73,0.75,0.89,0.77,0.74,0.78,0.74,0.74,0.72,0.68,0.7,0.72,0.71,0.6,0.69,0.66,0.66,0.65,0.56,0.68,0.57,0.67,0.7,0.54,0.54,0.48,0.47,0.41,0.4,0.44,0.46,0.44,0.44,0.45,0.43,0.43,0.43,0.43,0.42,0.0,0.41,0.4,0.41,0.43,0.37,0.31,0.45,0.3,0.12,0.03,0.66,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/11/2021,2.24,0.86,0.81,0.71,0.79,0.99,0.94,0.78,0.94,0.84,0.93,0.89,1.04,0.91,0.92,0.0,0.93,0.79,0.87,0.83,0.88,0.79,0.96,0.83,0.82,0.84,0.77,0.89,0.84,0.87,0.87,0.78,0.71,0.78,0.0,0.85,0.85,0.91,0.72,0.84,0.92,0.78,0.85,0.8,0.8,0.85,0.85,0.8,0.75,0.8,0.84,0.79,0.85,0.82,0.78,0.85,0.78,0.77,0.8,0.8,0.78,0.85,0.79,0.76,0.78,0.74,0.82,0.76,0.72,0.79,0.74,0.75,0.73,0.75,0.79,0.73,1.31,0.76,0.79,0.8,0.73,0.81,0.72,0.78,0.72,0.73,0.78,0.72,0.73,0.75,0.89,0.77,0.74,0.78,0.74,0.74,0.72,0.68,0.7,0.72,0.71,0.6,0.69,0.66,0.66,0.65,0.56,0.68,0.57,0.67,0.7,0.54,0.54,0.48,0.47,0.41,0.4,0.44,0.46,0.44,0.44,0.45,0.43,0.43,0.43,0.43,0.42,0.0,0.41,0.4,0.41,0.43,0.37,0.31,0.45,0.3,0.12,0.03,0.66,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/12/2021,2.26,0.84,0.78,0.68,0.77,1.0,0.97,0.81,0.96,0.83,0.92,0.9,1.04,0.94,0.91,0.0,0.93,0.77,0.9,0.86,0.88,0.79,0.96,0.83,0.81,0.85,0.76,0.88,0.83,0.84,0.87,0.79,0.7,0.79,0.0,0.83,0.84,0.92,0.72,0.83,0.92,0.77,0.83,0.76,0.79,0.85,0.85,0.79,0.74,0.82,0.83,0.78,0.87,0.81,0.8,0.85,0.77,0.77,0.79,0.85,0.78,0.86,0.8,0.76,0.78,0.75,0.82,0.78,0.71,0.78,0.8,0.76,0.74,0.76,0.79,0.81,1.34,0.75,0.8,0.8,0.74,0.8,0.74,0.76,0.7,0.74,0.79,0.72,0.72,0.73,0.9,0.75,0.75,0.77,0.74,0.75,0.72,0.69,0.71,0.73,0.71,0.62,0.68,0.67,0.65,0.63,0.56,0.68,0.58,0.67,0.69,0.54,0.52,0.48,0.47,0.41,0.39,0.43,0.45,0.44,0.44,0.45,0.43,0.43,0.43,0.44,0.41,0.0,0.4,0.4,0.4,0.42,0.38,0.31,0.45,0.3,0.12,0.03,0.68,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
08/13/2021,2.23,0.84,0.77,0.68,0.75,1.0,0.97,0.81,0.96,0.82,0.9,0.9,0.99,0.94,0.89,0.0,0.9,0.62,0.89,0.85,0.87,0.77,0.94,0.82,0.8,0.84,0.76,0.88,0.82,0.83,0.87,0.78,0.7,0.79,0.0,0.8,0.82,0.9,0.71,0.81,0.92,-0.01,0.83,0.76,0.78,0.83,0.83,0.77,0.72,0.82,0.82,0.77,0.86,0.79,0.8,0.84,0.76,0.77,0.78,0.86,0.76,0.84,0.8,0.74,0.77,0.75,0.8,0.78,0.7,0.76,0.78,0.76,0.7,0.76,0.76,0.81,1.37,0.74,0.8,0.79,0.74,0.78,0.75,0.71,0.69,0.73,0.78,0.7,0.71,0.73,0.86,0.75,0.75,0.76,0.74,0.74,0.71,0.68,0.71,0.72,0.7,0.6,0.66,0.65,0.66,0.63,0.55,0.67,0.56,0.66,0.69,0.52,0.52,0.46,0.46,0.41,0.38,0.43,0.43,0.43,0.43,0.42,0.41,0.42,0.42,0.42,0.4,0.0,0.39,0.39,0.38,0.41,0.37,0.31,0.44,0.0,0.12,0.0,0.66,0.71,0.75,0.73,0.72,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/16/2021,1.63,0.87,0.79,0.67,0.76,1.03,1.01,0.84,1.01,0.84,0.91,0.93,0.84,0.97,0.77,0.0,0.79,0.0,0.91,0.86,0.91,0.78,0.95,0.83,0.81,0.85,0.75,0.88,0.83,0.85,0.88,0.8,0.71,0.8,0.0,0.81,0.82,1.61,0.73,0.83,0.0,0.0,0.85,0.77,0.77,0.85,0.85,0.77,0.74,0.84,0.82,0.78,0.88,0.8,0.83,0.85,0.0,0.79,0.81,0.87,0.0,0.85,0.82,0.75,0.78,0.77,0.81,0.79,0.72,0.78,0.78,0.77,0.67,0.78,0.77,0.82,1.35,0.75,0.82,0.8,0.77,0.79,0.76,0.66,0.69,0.76,0.0,0.7,0.72,0.75,0.85,0.0,0.77,0.8,0.77,0.77,0.73,0.7,0.73,0.73,0.71,0.6,0.69,0.82,0.66,0.63,0.56,0.66,0.81,0.66,0.0,0.52,0.81,0.46,0.47,0.41,0.0,0.44,0.43,0.0,0.0,0.43,0.41,0.43,0.43,0.43,0.41,0.0,0.4,0.81,0.39,0.41,0.37,0.31,0.45,0.0,0.0,0.0,0.66,0.7,0.76,0.73,0.71,0.84,0.83,0.83,0.79,0.76,0.41,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/17/2021,1.63,0.87,0.79,0.67,0.76,1.03,1.01,0.84,1.01,0.84,0.91,0.93,0.84,0.97,0.77,0.0,0.79,0.0,0.91,0.86,0.91,0.78,0.95,0.83,0.81,0.85,0.75,0.88,0.83,0.85,0.88,0.8,0.71,0.8,0.0,0.81,0.82,1.61,0.73,0.83,0.0,0.0,0.85,0.77,0.77,0.85,0.85,0.77,0.74,0.84,0.82,0.78,0.88,0.8,0.83,0.85,0.0,0.79,0.81,0.87,0.0,0.85,0.82,0.75,0.78,0.77,0.81,0.79,0.72,0.78,0.78,0.77,0.67,0.78,0.77,0.82,1.35,0.75,0.82,0.8,0.77,0.79,0.76,0.66,0.69,0.76,0.0,0.7,0.72,0.75,0.85,0.0,0.77,0.8,0.77,0.77,0.73,0.7,0.73,0.73,0.71,0.6,0.69,0.82,0.66,0.63,0.56,0.66,0.81,0.66,0.0,0.52,0.81,0.46,0.47,0.41,0.0,0.44,0.43,0.0,0.0,0.43,0.41,0.43,0.43,0.43,0.41,0.0,0.4,0.81,0.39,0.41,0.37,0.31,0.45,0.0,0.0,0.0,0.66,0.7,0.76,0.73,0.71,0.84,0.83,0.83,0.79,0.76,0.41,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/18/2021,1.63,0.83,0.75,0.66,0.75,1.04,0.99,0.82,1.01,0.83,0.91,0.94,0.84,0.96,0.77,0.0,0.79,0.0,0.89,0.86,0.91,0.79,0.96,0.83,0.81,0.84,0.75,0.87,0.84,0.85,0.88,0.79,0.7,0.79,0.0,0.82,0.83,1.62,0.73,0.84,0.0,0.0,0.85,0.77,0.77,0.85,0.85,0.77,0.74,0.82,0.82,0.78,0.89,0.8,0.82,0.85,0.0,0.78,0.81,0.89,0.0,0.86,0.82,0.76,0.78,0.76,0.81,0.79,0.72,0.78,0.78,0.77,0.68,0.77,0.77,0.84,1.39,0.75,0.82,0.8,0.76,0.79,0.77,0.66,0.7,0.75,0.0,0.7,0.72,0.72,0.85,0.0,0.75,0.82,0.77,0.76,0.73,0.7,0.73,0.73,0.71,0.6,0.69,0.83,0.67,0.63,0.56,0.67,0.81,0.67,0.0,0.52,0.82,0.46,0.47,0.41,0.0,0.44,0.44,0.0,0.0,0.43,0.42,0.43,0.43,0.44,0.41,0.0,0.4,0.82,0.39,0.42,0.38,0.31,0.46,0.0,0.0,0.0,0.67,0.7,0.77,0.75,0.69,0.81,0.84,0.82,0.8,0.77,0.41,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/19/2021,1.63,0.83,0.75,0.66,0.75,1.04,0.99,0.82,1.01,0.83,0.91,0.94,0.84,0.96,0.77,0.0,0.79,0.0,0.89,0.86,0.91,0.79,0.96,0.83,0.81,0.84,0.75,0.87,0.84,0.85,0.88,0.79,0.7,0.79,0.0,0.82,0.83,1.62,0.73,0.84,0.0,0.0,0.85,0.77,0.77,0.85,0.85,0.77,0.74,0.82,0.82,0.78,0.89,0.8,0.82,0.85,0.0,0.78,0.81,0.89,0.0,0.86,0.82,0.76,0.78,0.76,0.81,0.79,0.72,0.78,0.78,0.77,0.68,0.77,0.77,0.84,1.39,0.75,0.82,0.8,0.76,0.79,0.77,0.66,0.7,0.75,0.0,0.7,0.72,0.72,0.85,0.0,0.75,0.82,0.77,0.76,0.73,0.7,0.73,0.73,0.71,0.6,0.69,0.83,0.67,0.63,0.56,0.67,0.81,0.67,0.0,0.52,0.82,0.46,0.47,0.41,0.0,0.44,0.44,0.0,0.0,0.43,0.42,0.43,0.43,0.44,0.41,0.0,0.4,0.82,0.39,0.42,0.38,0.31,0.46,0.0,0.0,0.0,0.67,0.7,0.77,0.75,0.69,0.81,0.84,0.82,0.8,0.77,0.41,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
