,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,ABBV,NKE,TMO,CVX,MRK,ACN,AVGO,WMT,LLY,WFC,DHR,TXN,COST,MCD,MDT,QCOM,PM,UPS,HON,ORCL,LIN,BMY,UNP,NEE,C,AMGN,LOW,INTU,SBUX,MS,RTX,BA,BLK,GS,AMAT,AMT,IBM,TGT,CAT,AMD,MMM,GE,ISRG,AXP,NOW,DE,CVS,SCHW,CHTR,SPGI,ANTM,LMT,ZTS,BKNG,MU,PLD,FIS,LRCX,MDLZ,SYK,MO,CCI,TMUS,GILD,ADP,TJX,COP,CI,PNC,DUK,USB,CME,EL,CSX,EQIX,ATVI,GM,TFC,CB,MMC,BDX,FDX,COF,CL,ILMN,NSC,ICE,EW,SHW,SO,ADSK,FISV,ITW,APD,BSX,ADI,REGN,D,ETN,MCO,HUM,EMR,PGR,GPN,F,HCA,IDXX,TWTR,NXPI,WM,NOC,AON,FCX,ECL,BIIB,VRTX,DG,NEM,ROP,JCI,EOG,IQV,KLAC,PSA,DOW,TROW,KMB,MSCI,A,ROST,LHX,TEL,EBAY,CMG,TT,EXC,MET,SLB,ALGN,AEP,SNPS,APTV,DXCM,INFO,GD,CNC,DLR,SRE,SPG,APH,DD,EA,ALXN,BAX,ORLY,PPG,AIG,MCHP,BK,PRU,ALL,CARR,PH,STZ,CDNS,SYY,MPC,TRV,DFS,MSI,AGPXX,WELL,XEL,GIS,RMD,MRNA,MAR,CTSH,YUM,GE.,FTNT,IFF,SBAC,n/a,XLNX,MTCH,SUM
07/23/2021,6.34,5.82,4.24,2.26,2.1,2.06,1.45,1.28,1.41,1.25,1.23,1.13,1.08,0.97,0.95,0.94,0.9,0.89,0.78,0.8,0.72,0.65,0.65,0.63,0.61,0.62,0.62,0.63,0.59,0.6,0.55,0.59,0.56,0.57,0.57,0.52,0.54,0.55,0.53,0.54,0.52,0.51,0.5,0.48,0.51,0.49,0.47,0.44,0.41,0.43,0.44,0.45,0.42,0.41,0.4,0.42,0.38,0.39,0.38,0.39,0.38,0.38,0.36,0.33,0.35,0.34,0.34,0.36,0.35,0.35,0.32,0.29,0.32,0.31,0.31,0.31,0.31,0.3,0.3,0.28,0.27,0.28,0.26,0.26,0.26,0.24,0.23,0.26,0.25,0.24,0.25,0.23,0.24,0.24,0.24,0.24,0.24,0.22,0.2,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.21,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.18,0.19,0.18,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.15,0.15,0.15,0.18,0.16,0.15,0.15,0.16,0.15,0.14,0.13,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.12,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.12,0.1,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.93
07/26/2021,6.32,5.91,4.28,2.31,2.12,2.08,1.44,1.34,1.37,1.25,1.23,1.13,1.07,0.98,0.95,0.92,0.91,0.87,0.78,0.82,0.72,0.66,0.62,0.63,0.66,0.62,0.63,0.63,0.58,0.6,0.55,0.59,0.57,0.57,0.57,0.53,0.53,0.55,0.53,0.53,0.52,0.51,0.5,0.47,0.5,0.49,0.47,0.44,0.42,0.42,0.44,0.45,0.42,0.42,0.4,0.41,0.38,0.39,0.38,0.39,0.4,0.39,0.36,0.33,0.34,0.35,0.35,0.35,0.35,0.35,0.32,0.3,0.32,0.31,0.32,0.31,0.31,0.3,0.3,0.28,0.27,0.28,0.26,0.26,0.26,0.25,0.23,0.26,0.25,0.25,0.25,0.23,0.24,0.23,0.23,0.24,0.24,0.22,0.21,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.2,0.19,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.18,0.19,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.17,0.16,0.17,0.16,0.17,0.17,0.16,0.16,0.15,0.16,0.15,0.18,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.12,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.14,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.12,0.1,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.16
07/27/2021,6.37,5.96,4.28,2.42,2.19,2.14,1.44,1.33,1.35,1.24,1.23,1.15,1.08,0.99,0.96,0.93,0.94,0.87,0.77,0.82,0.73,0.66,0.62,0.63,0.66,0.58,0.63,0.64,0.59,0.61,0.55,0.59,0.57,0.58,0.57,0.52,0.54,0.56,0.54,0.54,0.53,0.51,0.51,0.47,0.51,0.5,0.47,0.45,0.42,0.42,0.44,0.44,0.43,0.42,0.4,0.42,0.38,0.39,0.39,0.4,0.41,0.39,0.36,0.33,0.34,0.35,0.35,0.36,0.35,0.35,0.31,0.31,0.32,0.31,0.32,0.31,0.32,0.3,0.3,0.28,0.27,0.28,0.26,0.26,0.27,0.25,0.23,0.26,0.25,0.25,0.25,0.24,0.24,0.23,0.23,0.24,0.24,0.23,0.21,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.19,0.2,0.21,0.21,0.2,0.2,0.2,0.19,0.2,0.18,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.15,0.16,0.15,0.18,0.16,0.16,0.15,0.16,0.15,0.14,0.14,0.15,0.13,0.14,0.15,0.13,0.14,0.14,0.12,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.87000000000002
07/28/2021,6.37,5.96,4.28,2.42,2.19,2.14,1.44,1.33,1.35,1.24,1.23,1.15,1.07,0.99,0.96,0.93,0.94,0.87,0.77,0.81,0.73,0.66,0.62,0.63,0.66,0.58,0.63,0.64,0.59,0.61,0.55,0.59,0.57,0.58,0.57,0.52,0.54,0.55,0.54,0.54,0.53,0.5,0.51,0.47,0.51,0.5,0.47,0.45,0.42,0.42,0.44,0.44,0.43,0.42,0.4,0.41,0.38,0.39,0.39,0.4,0.41,0.39,0.36,0.33,0.34,0.35,0.35,0.36,0.35,0.35,0.31,0.31,0.32,0.31,0.32,0.31,0.32,0.3,0.3,0.28,0.27,0.28,0.26,0.25,0.26,0.25,0.23,0.26,0.25,0.25,0.25,0.24,0.24,0.23,0.23,0.24,0.24,0.23,0.2,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.2,0.21,0.21,0.2,0.2,0.2,0.19,0.2,0.18,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.15,0.16,0.15,0.18,0.16,0.16,0.15,0.16,0.15,0.14,0.14,0.15,0.13,0.14,0.15,0.13,0.14,0.14,0.12,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.14,0.13,0.12,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.76
07/29/2021,6.38,5.94,4.33,2.44,2.2,2.17,1.44,1.31,1.38,1.25,1.23,1.15,1.06,0.98,0.96,0.94,0.94,0.88,0.78,0.81,0.73,0.67,0.62,0.63,0.65,0.6,0.64,0.64,0.58,0.61,0.55,0.59,0.56,0.58,0.57,0.53,0.54,0.55,0.54,0.54,0.53,0.51,0.5,0.48,0.51,0.5,0.47,0.44,0.42,0.42,0.44,0.44,0.42,0.41,0.4,0.41,0.38,0.39,0.38,0.4,0.41,0.39,0.36,0.34,0.34,0.35,0.35,0.35,0.35,0.35,0.32,0.31,0.32,0.31,0.31,0.31,0.32,0.3,0.3,0.28,0.28,0.27,0.25,0.25,0.26,0.25,0.23,0.26,0.25,0.25,0.25,0.24,0.24,0.23,0.23,0.24,0.24,0.23,0.21,0.21,0.21,0.22,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.2,0.21,0.21,0.2,0.2,0.2,0.19,0.2,0.18,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.15,0.15,0.15,0.18,0.16,0.15,0.15,0.16,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.14,0.13,0.12,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.28,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.85
07/30/2021,6.3,5.91,4.25,2.41,2.17,2.13,1.45,1.31,1.36,1.25,1.24,1.16,1.07,0.96,0.95,0.94,0.93,0.89,0.78,0.81,0.73,0.67,0.63,0.63,0.64,0.59,0.63,0.64,0.58,0.61,0.55,0.59,0.57,0.58,0.57,0.53,0.54,0.56,0.53,0.54,0.53,0.51,0.51,0.47,0.51,0.5,0.48,0.44,0.43,0.39,0.44,0.44,0.43,0.41,0.4,0.42,0.39,0.39,0.38,0.39,0.41,0.39,0.37,0.34,0.34,0.35,0.34,0.36,0.35,0.35,0.32,0.3,0.32,0.31,0.32,0.31,0.32,0.3,0.3,0.28,0.27,0.27,0.26,0.25,0.26,0.25,0.23,0.26,0.26,0.24,0.25,0.24,0.24,0.23,0.23,0.24,0.24,0.23,0.21,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.21,0.18,0.19,0.2,0.21,0.2,0.2,0.19,0.2,0.19,0.19,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.15,0.16,0.15,0.18,0.16,0.15,0.15,0.16,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.14,0.13,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.27,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.58
08/02/2021,6.23,5.89,4.21,2.34,2.23,2.12,1.44,1.33,1.42,1.26,1.23,1.14,1.06,0.9,0.95,0.93,0.92,0.88,0.79,0.81,0.72,0.68,0.62,0.63,0.64,0.59,0.63,0.65,0.59,0.6,0.55,0.59,0.57,0.58,0.57,0.54,0.53,0.55,0.54,0.53,0.53,0.53,0.52,0.48,0.51,0.5,0.48,0.47,0.43,0.38,0.44,0.44,0.43,0.42,0.39,0.42,0.39,0.38,0.37,0.39,0.39,0.39,0.36,0.35,0.34,0.35,0.34,0.35,0.35,0.35,0.32,0.34,0.31,0.32,0.32,0.31,0.32,0.31,0.3,0.28,0.27,0.28,0.26,0.25,0.26,0.25,0.24,0.26,0.25,0.24,0.24,0.24,0.25,0.23,0.23,0.24,0.24,0.23,0.21,0.21,0.22,0.22,0.21,0.21,0.21,0.2,0.19,0.18,0.2,0.2,0.21,0.2,0.2,0.19,0.2,0.19,0.2,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.15,0.16,0.15,0.16,0.15,0.18,0.16,0.15,0.15,0.16,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.29,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.51999999999998
08/03/2021,6.25,5.87,3.9,2.33,2.21,2.1,1.44,1.33,1.45,1.25,1.24,1.14,1.06,0.88,0.95,0.95,0.92,0.87,0.79,0.81,0.73,0.66,0.63,0.63,0.64,0.59,0.64,0.65,0.59,0.61,0.55,0.59,0.56,0.59,0.58,0.54,0.53,0.55,0.54,0.54,0.53,0.52,0.52,0.48,0.52,0.5,0.48,0.46,0.43,0.38,0.45,0.43,0.44,0.42,0.4,0.42,0.38,0.38,0.37,0.4,0.39,0.39,0.36,0.34,0.34,0.35,0.35,0.35,0.35,0.35,0.31,0.35,0.31,0.31,0.32,0.3,0.32,0.31,0.3,0.28,0.28,0.28,0.26,0.25,0.26,0.25,0.24,0.26,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.24,0.24,0.23,0.21,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.2,0.18,0.2,0.2,0.21,0.21,0.2,0.19,0.2,0.18,0.2,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.15,0.17,0.15,0.16,0.15,0.18,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.12,0.13,0.15,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.14,0.13,0.13,0.12,0.11,0.14,0.12,0.12,0.12,0.14,0.12,0.12,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.3,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.32
08/04/2021,6.25,5.87,3.9,2.33,2.21,2.1,1.44,1.33,1.45,1.25,1.24,1.14,1.06,0.88,0.95,0.95,0.92,0.87,0.79,0.81,0.73,0.66,0.63,0.63,0.64,0.59,0.64,0.65,0.59,0.61,0.55,0.59,0.56,0.59,0.58,0.54,0.53,0.55,0.54,0.54,0.53,0.52,0.52,0.48,0.52,0.5,0.48,0.46,0.43,0.38,0.45,0.43,0.44,0.42,0.4,0.42,0.38,0.38,0.37,0.4,0.39,0.39,0.36,0.34,0.34,0.35,0.35,0.35,0.35,0.35,0.31,0.35,0.31,0.31,0.32,0.3,0.32,0.31,0.3,0.28,0.28,0.28,0.26,0.25,0.26,0.25,0.24,0.26,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.24,0.24,0.23,0.21,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.2,0.18,0.2,0.2,0.21,0.21,0.2,0.19,0.2,0.18,0.2,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.15,0.17,0.15,0.16,0.15,0.18,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.12,0.13,0.15,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.14,0.13,0.13,0.12,0.11,0.14,0.12,0.12,0.12,0.14,0.12,0.12,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.3,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.32
08/05/2021,6.24,5.86,3.9,2.3,2.22,2.11,1.44,1.34,1.49,1.25,1.24,1.11,1.07,0.87,0.95,0.95,0.89,0.87,0.78,0.81,0.73,0.66,0.62,0.63,0.64,0.59,0.64,0.67,0.59,0.6,0.55,0.59,0.55,0.59,0.57,0.54,0.53,0.55,0.54,0.54,0.54,0.52,0.52,0.48,0.52,0.49,0.48,0.46,0.43,0.38,0.44,0.44,0.43,0.42,0.4,0.42,0.38,0.38,0.37,0.4,0.39,0.39,0.36,0.34,0.34,0.35,0.36,0.35,0.35,0.35,0.31,0.36,0.31,0.0,0.32,0.3,0.32,0.3,0.3,0.28,0.28,0.29,0.26,0.25,0.26,0.25,0.24,0.26,0.24,0.25,0.24,0.24,0.24,0.23,0.23,0.24,0.24,0.22,0.21,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.2,0.18,0.2,0.2,0.21,0.21,0.2,0.19,0.2,0.18,0.2,0.18,0.18,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.15,0.16,0.15,0.14,0.15,0.18,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.11,0.13,0.15,0.13,0.13,0.13,0.12,0.14,0.13,0.12,0.13,0.13,0.12,0.14,0.13,0.13,0.12,0.11,0.14,0.12,0.12,0.12,0.14,0.12,0.12,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.29,0.11,0.11,0.11,0.3,0.0,0.0,0.0,0.0,0.0,0.0,85.14999999999999
08/09/2021,6.27,5.93,3.93,2.36,2.23,2.12,1.44,1.4,1.49,1.26,1.24,1.1,1.05,0.89,0.96,0.95,0.88,0.87,0.8,0.82,0.72,0.66,0.63,0.62,0.66,0.59,0.64,0.68,0.59,0.6,0.54,0.58,0.55,0.6,0.58,0.53,0.52,0.56,0.54,0.54,0.57,0.53,0.53,0.49,0.53,0.48,0.47,0.45,0.42,0.38,0.44,0.44,0.43,0.42,0.4,0.43,0.39,0.37,0.37,0.4,0.38,0.4,0.36,0.34,0.34,0.36,0.36,0.35,0.35,0.35,0.31,0.37,0.31,0.0,0.33,0.3,0.32,0.31,0.29,0.28,0.29,0.29,0.25,0.24,0.26,0.25,0.25,0.26,0.22,0.25,0.24,0.24,0.24,0.23,0.23,0.24,0.25,0.23,0.21,0.19,0.22,0.23,0.21,0.2,0.21,0.2,0.2,0.17,0.19,0.2,0.21,0.21,0.19,0.18,0.2,0.18,0.21,0.17,0.18,0.19,0.19,0.19,0.2,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.15,0.17,0.15,0.14,0.15,0.18,0.16,0.15,0.16,0.16,0.15,0.16,0.14,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.11,0.13,0.15,0.13,0.12,0.13,0.12,0.14,0.13,0.12,0.13,0.13,0.12,0.15,0.13,0.13,0.12,0.11,0.14,0.12,0.12,0.12,0.14,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.0,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.13,0.11,0.0,0.12,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.35,0.0,0.11,0.11,0.31,0.11,0.0,0.0,0.0,0.0,0.0,85.55000000000001
08/10/2021,6.22,5.92,3.89,2.36,2.21,2.12,1.47,1.37,1.46,1.29,1.23,1.11,1.06,0.89,0.95,0.94,0.89,0.87,0.82,0.82,0.73,0.66,0.62,0.62,0.66,0.59,0.63,0.68,0.59,0.6,0.54,0.58,0.55,0.6,0.58,0.54,0.52,0.56,0.54,0.54,0.57,0.55,0.53,0.48,0.52,0.48,0.47,0.45,0.42,0.38,0.43,0.44,0.43,0.41,0.4,0.43,0.4,0.36,0.37,0.4,0.38,0.4,0.36,0.35,0.35,0.37,0.36,0.35,0.35,0.35,0.31,0.36,0.31,0.31,0.33,0.3,0.32,0.31,0.29,0.29,0.29,0.29,0.25,0.24,0.26,0.24,0.25,0.26,0.23,0.25,0.24,0.23,0.24,0.23,0.23,0.23,0.25,0.23,0.21,0.2,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.17,0.19,0.21,0.21,0.21,0.19,0.18,0.2,0.18,0.2,0.17,0.18,0.19,0.19,0.19,0.2,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.18,0.17,0.15,0.17,0.15,0.14,0.15,0.18,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.11,0.13,0.15,0.13,0.13,0.13,0.12,0.14,0.13,0.12,0.13,0.13,0.12,0.15,0.13,0.13,0.12,0.11,0.14,0.12,0.12,0.12,0.14,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.13,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.34,0.0,0.1,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,85.47
08/11/2021,6.22,5.92,3.89,2.36,2.21,2.12,1.47,1.37,1.46,1.29,1.23,1.11,1.06,0.89,0.95,0.94,0.89,0.87,0.82,0.82,0.73,0.66,0.62,0.62,0.66,0.59,0.63,0.68,0.59,0.6,0.54,0.58,0.55,0.6,0.58,0.54,0.52,0.56,0.54,0.54,0.57,0.55,0.53,0.48,0.52,0.48,0.47,0.45,0.42,0.38,0.43,0.44,0.43,0.41,0.4,0.43,0.4,0.36,0.37,0.4,0.38,0.4,0.36,0.35,0.35,0.37,0.36,0.35,0.35,0.35,0.31,0.36,0.31,0.31,0.33,0.3,0.32,0.31,0.29,0.29,0.29,0.29,0.25,0.24,0.26,0.24,0.25,0.26,0.23,0.25,0.24,0.23,0.24,0.23,0.23,0.23,0.25,0.23,0.21,0.2,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.17,0.19,0.21,0.21,0.21,0.19,0.18,0.2,0.18,0.2,0.17,0.18,0.19,0.19,0.19,0.2,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.18,0.17,0.15,0.17,0.15,0.14,0.15,0.18,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.11,0.13,0.15,0.13,0.13,0.13,0.12,0.14,0.13,0.12,0.13,0.13,0.12,0.15,0.13,0.13,0.12,0.11,0.14,0.12,0.12,0.12,0.14,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.13,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.34,0.0,0.1,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,85.47
08/13/2021,6.2,5.85,3.86,2.35,2.23,2.13,1.48,1.35,1.48,1.31,1.24,1.09,1.05,0.87,0.95,0.94,0.87,0.87,0.85,0.8,0.72,0.67,0.62,0.62,0.64,0.59,0.63,0.73,0.59,0.6,0.55,0.58,0.55,0.6,0.58,0.54,0.52,0.55,0.54,0.56,0.58,0.56,0.53,0.48,0.53,0.47,0.46,0.45,0.42,0.38,0.44,0.44,0.43,0.41,0.4,0.43,0.41,0.36,0.37,0.39,0.37,0.41,0.36,0.35,0.35,0.38,0.34,0.34,0.34,0.36,0.32,0.35,0.31,0.0,0.32,0.3,0.31,0.32,0.3,0.3,0.29,0.28,0.25,0.24,0.26,0.25,0.23,0.26,0.22,0.24,0.24,0.23,0.24,0.22,0.23,0.24,0.25,0.23,0.21,0.2,0.22,0.22,0.21,0.2,0.21,0.2,0.19,0.18,0.19,0.21,0.22,0.21,0.19,0.18,0.21,0.18,0.2,0.18,0.18,0.19,0.19,0.19,0.2,0.18,0.18,0.17,0.17,0.17,0.18,0.17,0.18,0.17,0.15,0.17,0.15,0.14,0.15,0.17,0.16,0.14,0.16,0.16,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.11,0.13,0.14,0.13,0.13,0.13,0.12,0.14,0.13,0.12,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.11,0.14,0.12,0.12,0.13,0.13,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.13,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.38,0.0,0.0,0.11,0.32,0.11,0.11,0.0,0.0,0.0,0.0,85.43
