,AAPL,MSFT,AMZN,FB,GOOGL,TSLA,NVDA,JPM,JNJ,V,UNH,BRK.B,HD,PYPL,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,VZ,PFE,NFLX,INTC,CSCO,KO,CRM,ABT,T,PEP,WMT,CVX,NKE,ABBV,ACN,TMO,MRK,WFC,LLY,COST,DHR,MCD,TXN,MDT,HON,UPS,QCOM,BMY,UNP,PM,C,ORCL,AVGO,BA,LOW,NEE,MS,SBUX,RTX,BLK,GS,AMGN,IBM,INTU,SCHW,AMAT,CAT,AMT,TGT,MMM,AMD,AXP,CVS,TMUS,ISRG,GE,CHTR,DE,LMT,NOW,SPGI,SQ,ZTS,BKNG,FIS,MU,ANTM,MDLZ,SYK,UBER,ADP,PLD,TJX,PNC,LRCX,CCI,COP,MRNA,USB,ZM,MO,TFC,CI,GM,EL,GILD,CB,DUK,BDX,SNAP,CME,FDX,CL,EQIX,MMC,SHW,COF,ICE,BX,ATVI,ADSK,SO,NSC,TWLO,EW,CSX,ITW,APD,D,MCO,FISV,BSX,ADI,EMR,ETN,WM,F,TWTR,PGR,ILMN,FCX,NOC,DOCU,ECL,IDXX,HCA,AON,NXPI,CRWD,JCI,HUM,GPN,EBAY,NEM,IQV,REGN,TEL,ROKU,VRTX,MET,ALGN,GD,ROP,DOW,MSCI,BIIB,PSA,SLB,PINS,TROW,TT,LHX,WDAY,KMB,DG,DD,PLTR,BK,MAR,PXD,VEEV,CNC,APTV,KLAC,SPG,A,PH,EXC,CMG,BAX,ROST,STZ,SYY,MRVL,MTCH,EOG,EA,PSX,PPG,US Dollar,SNPS,ALL,ORLY,PANW,AEP,DLR,AIG,DXCM,OTIS,CDNS,CTSH,CARR,CQE.AX,APH,KKR,PRU,GE.,DFS,FTNT,n/a,MSI,688101.SS,688001.SS,RMD,MCHP,SNOW,ABNB,DASH,MPC,COIN,SIVB,GIS,SUM
07/23/2021,6.44,5.95,4.41,2.19,2.14,1.45,1.24,1.27,1.25,1.16,1.04,0.97,0.97,0.99,0.98,0.91,0.9,0.79,0.78,0.74,0.67,0.66,0.64,0.63,0.6,0.61,0.62,0.57,0.6,0.57,0.61,0.59,0.53,0.57,0.58,0.56,0.55,0.53,0.51,0.53,0.52,0.51,0.49,0.47,0.45,0.44,0.44,0.42,0.42,0.41,0.41,0.38,0.44,0.41,0.35,0.39,0.41,0.38,0.39,0.35,0.35,0.35,0.36,0.35,0.36,0.32,0.32,0.32,0.35,0.34,0.33,0.3,0.3,0.3,0.29,0.29,0.26,0.28,0.27,0.28,0.29,0.28,0.26,0.27,0.24,0.25,0.24,0.25,0.26,0.23,0.22,0.24,0.25,0.22,0.22,0.22,0.24,0.19,0.3,0.21,0.2,0.22,0.2,0.21,0.19,0.21,0.21,0.21,0.22,0.21,0.18,0.19,0.19,0.2,0.2,0.19,0.2,0.19,0.19,0.2,0.18,0.18,0.19,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.14,0.15,0.15,0.16,0.14,0.15,0.16,0.15,0.16,0.15,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.11,0.13,0.12,0.13,0.0,0.11,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.11,0.14,0.11,0.1,0.11,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.71000000000002
07/26/2021,6.47,5.99,4.4,2.22,2.15,1.42,1.26,1.27,1.24,1.15,1.04,0.96,0.97,0.99,0.94,0.93,0.88,0.8,0.79,0.74,0.67,0.64,0.65,0.59,0.6,0.61,0.62,0.59,0.58,0.56,0.6,0.57,0.53,0.58,0.58,0.56,0.54,0.51,0.52,0.53,0.51,0.51,0.49,0.45,0.45,0.45,0.43,0.42,0.42,0.41,0.4,0.38,0.44,0.41,0.36,0.39,0.39,0.4,0.4,0.36,0.35,0.35,0.35,0.35,0.36,0.31,0.33,0.32,0.34,0.34,0.32,0.31,0.31,0.3,0.29,0.3,0.27,0.28,0.28,0.28,0.29,0.28,0.28,0.27,0.25,0.25,0.24,0.25,0.25,0.24,0.22,0.24,0.25,0.23,0.22,0.23,0.22,0.2,0.3,0.21,0.2,0.21,0.2,0.2,0.2,0.21,0.2,0.21,0.21,0.2,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.21,0.18,0.19,0.19,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.14,0.15,0.14,0.16,0.14,0.15,0.17,0.15,0.15,0.17,0.14,0.14,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.13,0.11,0.12,0.0,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.13,0.11,0.0,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.1,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.68
07/27/2021,6.48,6.01,4.38,2.32,2.2,1.4,1.25,1.26,1.25,1.16,1.03,0.96,0.98,1.0,0.94,0.95,0.88,0.78,0.78,0.74,0.67,0.64,0.64,0.59,0.56,0.61,0.62,0.58,0.59,0.55,0.6,0.57,0.52,0.58,0.57,0.56,0.55,0.51,0.51,0.53,0.51,0.51,0.5,0.45,0.45,0.44,0.42,0.43,0.42,0.4,0.4,0.38,0.42,0.41,0.36,0.39,0.4,0.39,0.41,0.36,0.34,0.35,0.35,0.35,0.36,0.31,0.33,0.32,0.34,0.34,0.32,0.31,0.31,0.3,0.28,0.29,0.26,0.28,0.28,0.28,0.29,0.28,0.28,0.27,0.25,0.25,0.23,0.24,0.25,0.24,0.22,0.24,0.24,0.23,0.21,0.23,0.22,0.19,0.32,0.21,0.2,0.21,0.2,0.2,0.19,0.21,0.2,0.21,0.21,0.2,0.23,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.21,0.18,0.19,0.19,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.14,0.16,0.15,0.16,0.14,0.15,0.16,0.15,0.16,0.16,0.14,0.14,0.15,0.14,0.14,0.13,0.14,0.12,0.13,0.13,0.13,0.14,0.12,0.12,0.13,0.13,0.13,0.12,0.13,0.11,0.12,0.0,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.13,0.11,0.0,0.1,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.71000000000001
07/28/2021,6.48,6.01,4.38,2.32,2.2,1.4,1.25,1.26,1.25,1.16,1.03,0.96,0.98,1.0,0.94,0.95,0.88,0.78,0.78,0.74,0.67,0.64,0.64,0.59,0.56,0.61,0.62,0.58,0.59,0.55,0.6,0.57,0.52,0.58,0.57,0.56,0.55,0.51,0.51,0.53,0.51,0.51,0.5,0.45,0.45,0.44,0.42,0.43,0.42,0.4,0.4,0.38,0.42,0.41,0.36,0.39,0.4,0.39,0.41,0.36,0.34,0.35,0.35,0.35,0.36,0.31,0.33,0.32,0.34,0.34,0.32,0.31,0.31,0.3,0.28,0.29,0.26,0.28,0.28,0.28,0.29,0.28,0.28,0.27,0.25,0.25,0.23,0.24,0.25,0.24,0.22,0.24,0.24,0.23,0.21,0.23,0.22,0.19,0.32,0.21,0.2,0.21,0.2,0.2,0.19,0.21,0.2,0.21,0.21,0.2,0.23,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.21,0.18,0.19,0.19,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.14,0.16,0.15,0.16,0.14,0.15,0.16,0.15,0.16,0.16,0.14,0.14,0.15,0.14,0.14,0.13,0.14,0.12,0.13,0.13,0.13,0.14,0.12,0.12,0.13,0.13,0.13,0.12,0.13,0.11,0.12,0.0,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.13,0.11,0.0,0.1,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.71000000000001
07/29/2021,6.49,5.98,4.42,2.33,2.21,1.43,1.23,1.26,1.24,1.16,1.02,0.95,0.97,0.99,0.94,0.94,0.89,0.79,0.77,0.74,0.68,0.63,0.64,0.59,0.57,0.61,0.62,0.58,0.58,0.55,0.6,0.57,0.53,0.58,0.57,0.56,0.54,0.51,0.51,0.53,0.51,0.51,0.5,0.45,0.45,0.44,0.42,0.42,0.42,0.4,0.4,0.38,0.42,0.41,0.36,0.38,0.39,0.4,0.41,0.36,0.34,0.35,0.34,0.35,0.36,0.31,0.33,0.32,0.34,0.34,0.32,0.31,0.31,0.3,0.28,0.29,0.27,0.28,0.28,0.27,0.29,0.27,0.28,0.26,0.25,0.25,0.24,0.24,0.25,0.24,0.22,0.24,0.24,0.23,0.22,0.23,0.22,0.2,0.31,0.21,0.21,0.21,0.2,0.2,0.19,0.21,0.2,0.21,0.21,0.2,0.22,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.21,0.17,0.19,0.19,0.17,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.14,0.15,0.14,0.16,0.15,0.14,0.16,0.15,0.15,0.16,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.13,0.13,0.13,0.12,0.13,0.11,0.12,0.11,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.65
07/30/2021,6.43,5.96,4.36,2.31,2.19,1.4,1.23,1.27,1.26,1.17,1.03,0.97,0.96,0.97,0.95,0.94,0.9,0.79,0.78,0.74,0.68,0.64,0.65,0.6,0.56,0.61,0.62,0.57,0.59,0.56,0.6,0.58,0.54,0.58,0.58,0.56,0.55,0.52,0.52,0.53,0.52,0.51,0.51,0.45,0.46,0.44,0.39,0.42,0.42,0.4,0.41,0.39,0.43,0.4,0.36,0.38,0.4,0.4,0.41,0.37,0.34,0.35,0.34,0.35,0.36,0.31,0.32,0.32,0.34,0.34,0.32,0.31,0.31,0.3,0.28,0.3,0.27,0.28,0.28,0.27,0.29,0.27,0.27,0.27,0.25,0.26,0.23,0.24,0.25,0.24,0.21,0.24,0.25,0.23,0.22,0.22,0.22,0.2,0.31,0.21,0.2,0.21,0.2,0.2,0.19,0.21,0.2,0.21,0.21,0.2,0.21,0.19,0.18,0.2,0.2,0.19,0.19,0.19,0.19,0.22,0.16,0.19,0.19,0.17,0.17,0.18,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.15,0.16,0.16,0.16,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.13,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.11,0.11,0.12,0.13,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.12,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.13,0.11,0.0,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.11,0.11,0.11,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.61000000000001
08/02/2021,6.35,5.93,4.31,2.24,2.24,1.47,1.25,1.27,1.25,1.15,1.01,0.96,0.96,0.91,0.94,0.93,0.89,0.8,0.78,0.73,0.69,0.64,0.66,0.59,0.57,0.61,0.62,0.57,0.59,0.56,0.6,0.57,0.54,0.59,0.58,0.56,0.55,0.51,0.53,0.54,0.52,0.52,0.5,0.46,0.46,0.45,0.38,0.44,0.42,0.4,0.41,0.39,0.42,0.41,0.37,0.38,0.4,0.39,0.4,0.37,0.34,0.35,0.34,0.35,0.36,0.32,0.33,0.32,0.34,0.34,0.32,0.34,0.31,0.3,0.28,0.3,0.28,0.27,0.28,0.27,0.29,0.28,0.27,0.27,0.25,0.26,0.24,0.24,0.24,0.24,0.21,0.24,0.24,0.23,0.22,0.22,0.22,0.2,0.32,0.21,0.21,0.22,0.2,0.2,0.2,0.21,0.2,0.21,0.21,0.2,0.22,0.19,0.18,0.19,0.18,0.19,0.19,0.19,0.19,0.22,0.16,0.19,0.19,0.17,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.16,0.16,0.15,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.13,0.12,0.13,0.11,0.12,0.11,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.12,0.0,0.12,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.13,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.57000000000001
08/03/2021,6.39,5.93,4.0,2.24,2.24,1.5,1.25,1.27,1.25,1.15,1.02,0.96,0.97,0.89,0.96,0.93,0.88,0.8,0.78,0.75,0.67,0.64,0.66,0.6,0.57,0.61,0.62,0.57,0.59,0.55,0.6,0.58,0.54,0.59,0.57,0.56,0.56,0.51,0.53,0.54,0.52,0.52,0.5,0.46,0.46,0.45,0.38,0.44,0.42,0.4,0.41,0.39,0.42,0.41,0.37,0.38,0.4,0.4,0.4,0.36,0.35,0.35,0.34,0.35,0.37,0.32,0.34,0.31,0.34,0.34,0.32,0.36,0.31,0.3,0.28,0.3,0.27,0.28,0.28,0.27,0.3,0.29,0.27,0.27,0.25,0.26,0.24,0.25,0.25,0.25,0.2,0.25,0.25,0.23,0.21,0.23,0.22,0.2,0.33,0.21,0.21,0.22,0.2,0.2,0.2,0.21,0.2,0.21,0.21,0.21,0.22,0.19,0.18,0.19,0.19,0.19,0.2,0.19,0.19,0.22,0.16,0.19,0.19,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.17,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.14,0.13,0.13,0.12,0.13,0.11,0.12,0.11,0.0,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.12,0.0,0.12,0.0,0.12,0.12,0.11,0.11,0.11,0.11,0.13,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.17,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.59000000000002
08/04/2021,6.39,5.93,4.0,2.24,2.24,1.5,1.25,1.27,1.25,1.15,1.02,0.96,0.97,0.89,0.96,0.93,0.88,0.8,0.78,0.75,0.67,0.64,0.66,0.6,0.57,0.61,0.62,0.57,0.59,0.55,0.6,0.58,0.54,0.59,0.57,0.56,0.56,0.51,0.53,0.54,0.52,0.52,0.5,0.46,0.46,0.45,0.38,0.44,0.42,0.4,0.41,0.39,0.42,0.41,0.37,0.38,0.4,0.4,0.4,0.36,0.35,0.35,0.34,0.35,0.37,0.32,0.34,0.31,0.34,0.34,0.32,0.36,0.31,0.3,0.28,0.3,0.27,0.28,0.28,0.27,0.3,0.29,0.27,0.27,0.25,0.26,0.24,0.25,0.25,0.25,0.2,0.25,0.25,0.23,0.21,0.23,0.22,0.2,0.33,0.21,0.21,0.22,0.2,0.2,0.2,0.21,0.2,0.21,0.21,0.21,0.22,0.19,0.18,0.19,0.19,0.19,0.2,0.19,0.19,0.22,0.16,0.19,0.19,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.17,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.14,0.13,0.13,0.12,0.13,0.11,0.12,0.11,0.0,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.12,0.0,0.12,0.0,0.12,0.12,0.11,0.11,0.11,0.11,0.13,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.17,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.59000000000002
08/05/2021,6.39,5.93,4.0,2.24,2.24,1.5,1.25,1.27,1.25,1.15,1.02,0.96,0.97,0.89,0.96,0.93,0.88,0.8,0.78,0.75,0.67,0.64,0.66,0.6,0.57,0.61,0.62,0.57,0.59,0.55,0.6,0.58,0.54,0.59,0.57,0.56,0.56,0.51,0.53,0.54,0.52,0.52,0.5,0.46,0.46,0.45,0.38,0.44,0.42,0.4,0.41,0.39,0.42,0.41,0.37,0.38,0.4,0.4,0.4,0.36,0.35,0.35,0.34,0.35,0.37,0.32,0.34,0.31,0.34,0.34,0.32,0.36,0.31,0.3,0.28,0.3,0.27,0.28,0.28,0.27,0.3,0.29,0.27,0.27,0.25,0.26,0.24,0.25,0.25,0.25,0.2,0.25,0.25,0.23,0.21,0.23,0.22,0.2,0.33,0.21,0.21,0.22,0.2,0.2,0.2,0.21,0.2,0.21,0.21,0.21,0.22,0.19,0.18,0.19,0.19,0.19,0.2,0.19,0.19,0.22,0.16,0.19,0.19,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.17,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.14,0.13,0.13,0.12,0.13,0.11,0.12,0.11,0.0,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.12,0.0,0.12,0.0,0.12,0.12,0.11,0.11,0.11,0.11,0.13,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.17,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.59000000000002
08/06/2021,6.42,5.94,4.03,2.2,2.24,1.54,1.26,1.27,1.26,1.1,1.04,0.97,0.97,0.88,0.97,0.88,0.86,0.8,0.78,0.73,0.68,0.63,0.7,0.58,0.57,0.62,0.61,0.56,0.6,0.55,0.59,0.58,0.54,0.6,0.56,0.56,0.55,0.51,0.53,0.56,0.53,0.53,0.49,0.46,0.46,0.44,0.39,0.44,0.43,0.4,0.41,0.39,0.43,0.41,0.37,0.38,0.41,0.4,0.39,0.37,0.35,0.36,0.34,0.35,0.36,0.31,0.34,0.31,0.34,0.34,0.32,0.38,0.3,0.3,0.28,0.3,0.27,0.29,0.29,0.27,0.29,0.29,0.29,0.27,0.24,0.22,0.25,0.25,0.24,0.24,0.2,0.25,0.25,0.23,0.22,0.23,0.22,0.2,0.36,0.21,0.21,0.21,0.2,0.2,0.2,0.21,0.2,0.21,0.21,0.2,0.21,0.19,0.18,0.18,0.19,0.2,0.2,0.19,0.18,0.22,0.15,0.2,0.19,0.17,0.17,0.19,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.17,0.17,0.16,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.16,0.17,0.15,0.14,0.14,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.12,0.14,0.13,0.13,0.12,0.14,0.12,0.12,0.11,0.0,0.12,0.13,0.12,0.12,0.12,0.13,0.11,0.0,0.12,0.11,0.0,0.12,0.0,0.12,0.12,0.11,0.11,0.11,0.11,0.13,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.56
08/09/2021,6.4,5.98,4.03,2.27,2.25,1.55,1.31,1.27,1.25,1.12,1.01,0.96,0.97,0.9,0.96,0.89,0.88,0.81,0.79,0.73,0.66,0.63,0.69,0.6,0.57,0.61,0.61,0.58,0.6,0.55,0.58,0.58,0.54,0.61,0.56,0.56,0.55,0.5,0.53,0.58,0.54,0.54,0.48,0.46,0.45,0.44,0.38,0.43,0.42,0.4,0.4,0.4,0.43,0.41,0.37,0.37,0.41,0.4,0.38,0.36,0.35,0.36,0.33,0.35,0.37,0.32,0.34,0.31,0.34,0.34,0.31,0.37,0.3,0.29,0.28,0.31,0.27,0.29,0.28,0.26,0.3,0.29,0.3,0.27,0.25,0.22,0.25,0.24,0.24,0.24,0.2,0.25,0.25,0.23,0.22,0.23,0.22,0.19,0.39,0.21,0.22,0.21,0.21,0.18,0.19,0.21,0.2,0.21,0.22,0.19,0.22,0.19,0.18,0.18,0.19,0.2,0.2,0.19,0.18,0.22,0.15,0.2,0.19,0.17,0.17,0.19,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.16,0.17,0.17,0.16,0.14,0.15,0.15,0.16,0.14,0.14,0.16,0.15,0.16,0.16,0.15,0.15,0.15,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.12,0.13,0.12,0.14,0.13,0.13,0.12,0.14,0.12,0.12,0.0,0.0,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.1,0.11,0.11,0.0,0.12,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.13,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.65
08/10/2021,6.35,5.98,3.99,2.27,2.24,1.51,1.29,1.31,1.25,1.12,1.02,0.98,0.96,0.9,0.95,0.9,0.88,0.83,0.79,0.74,0.67,0.63,0.69,0.59,0.57,0.61,0.61,0.58,0.6,0.55,0.58,0.58,0.54,0.6,0.55,0.56,0.55,0.5,0.55,0.57,0.53,0.54,0.48,0.46,0.45,0.44,0.38,0.43,0.42,0.4,0.4,0.4,0.43,0.41,0.37,0.37,0.41,0.41,0.38,0.36,0.35,0.37,0.32,0.35,0.37,0.33,0.34,0.31,0.33,0.33,0.31,0.37,0.31,0.29,0.28,0.31,0.27,0.29,0.29,0.26,0.29,0.29,0.3,0.26,0.24,0.23,0.25,0.24,0.24,0.24,0.2,0.25,0.25,0.23,0.22,0.23,0.22,0.2,0.38,0.21,0.21,0.21,0.21,0.18,0.19,0.21,0.2,0.22,0.21,0.19,0.22,0.19,0.18,0.18,0.19,0.19,0.2,0.19,0.19,0.21,0.16,0.2,0.19,0.17,0.17,0.19,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.17,0.15,0.15,0.14,0.14,0.13,0.12,0.12,0.12,0.13,0.14,0.14,0.11,0.12,0.12,0.14,0.13,0.13,0.12,0.14,0.12,0.12,0.0,0.0,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.0,0.12,0.11,0.0,0.12,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.13,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.54
