,MAC,ANAT,GTN,PBH,GHC,SUPN,INVA,FDP,MEI,AGO,AAWW,LXP,PDM,STC,RIG,SBRA,BDN,MCY,CCS,ETRN,NAVI,TPH,PRAA,WTM,HTH,NIJ.,ALE,MTH,USM,EBIX,TDS,TGNA,CMC,ATGE,AEL,COS.,MHO,MRTN,SWX,EQC,GPI,COOP,AMCX,ASB,FL2P.,TRTN,UE,NMIH,BIG,TWNK,WMK,WOR,HTLD,INT,WIRE,UFS,CNNE,FHI,EGBN,GIII,MDC,GNL,OTTR,STRA,MTX,COKE,HUBG,PGRE,WAFD,BANR,MGRC,NWN,PDCE,TOWN,FFBC,SFNC,SFM,WTFC,WERN,LTC,FNB,GATX,CATY,ABCB,EAF,HTLF,MUSA,NWE,SANM,VIRT,VSH,AVA,SYKE,TRMK,WRI,GBX,BKE,HMN,ONB,AKR,ACA,KAR,PRIM,SNDR,BXS,RUSHA,TMHC,ARCB,OI,SWM,GBDC,AMWD,EPC,MTOR,SVC,SKYW,FHB,GEF,USNA,NJR,VSAT,STL,FIX,NTCT,MLI,FUL,UNF,SR,R,SPB,PQ3.,KW,IBTX,MANT,UMBF,HCC,WSBC,UFPI,SCL,CNXN,AUB,AVT,GCP,ISBC,HOPE,WSFS,KRO,IBOC,GFF,CALM,FIBK,CENTA,FULT,FRME,SMCI,WGO,PATK,SAFM,AAT,CIM,FCFS,C6M.,GMS,RPAI,UNVR,SITC,HCSG,ROIC,ESRT,MMI,AIN,CSGS,HNI,MGEE,PMT,S7V.,FBP,ITGR,NSIT,ICFI,HPP,FSS,BRC,BECN,B,CPK,PLXS,SASR,CBZ,AVNT,ACLS,BKU,CMP,NWBI,WABC,UCBI,JELD,RNST,CVBF,HOMB,MFA,RLGY,NYMT,CXP,GNW,ABG,SAH,HRB,DDS,CNX,ARI,ABM,URBN,PRG,THS,KEX,NBTB,PACW,CBRL,LZB,MLHR,AROC,ANF,SIG,AZZ,TCBI,CLI,KN,ADS,FBK,HWC,HI,TSE,PIPR,PRK,JW.A,DY,Golub Capital BDC Inc Class B,CNO,NNI,PFS,AIT,SBH,DLX,COLB,n/a,GES,688001.SS,SUM
07/23/2021,0.0,0.71,0.6,0.4,0.69,0.34,0.66,0.64,0.5,0.65,0.63,0.57,0.69,0.65,0.4,0.54,0.69,0.63,0.61,0.63,0.55,0.63,0.65,0.66,0.61,0.0,0.54,0.65,0.68,0.47,0.67,0.62,0.66,0.54,0.64,0.0,0.64,0.62,0.71,0.0,0.73,0.68,0.32,0.5,0.0,0.62,0.0,0.61,0.61,0.39,0.7,0.66,0.64,0.49,0.48,0.0,0.59,0.51,0.39,0.59,0.64,0.39,0.4,0.5,0.38,0.28,0.38,0.39,0.39,0.37,0.37,0.53,0.0,0.52,0.49,0.48,0.55,0.5,0.54,0.41,0.49,0.55,0.37,0.49,0.48,0.5,0.57,0.55,0.63,0.5,0.5,0.54,0.0,0.52,0.0,0.26,0.34,0.55,0.49,0.26,0.35,0.25,0.65,0.64,0.48,0.56,0.6,0.52,0.0,0.5,0.0,0.36,0.0,0.0,0.0,0.49,0.26,0.51,0.26,0.39,0.27,0.0,0.25,0.27,0.38,0.38,0.25,0.38,0.37,0.52,0.0,0.26,0.25,0.27,0.37,0.0,0.36,0.38,0.39,0.25,0.38,0.65,0.38,0.0,0.36,0.37,0.25,0.35,0.37,0.38,0.27,0.37,0.52,0.25,0.39,0.54,0.55,0.38,0.0,0.64,0.0,0.0,0.37,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.25,0.0,0.62,0.0,0.25,0.0,0.0,0.0,0.27,0.0,0.25,0.26,0.0,0.0,0.37,0.37,0.26,0.25,0.0,0.35,0.0,0.26,0.0,0.0,0.25,0.36,0.25,0.0,0.67,0.63,0.65,0.65,0.55,0.6,0.58,0.55,0.5,0.49,0.52,0.55,0.48,0.48,0.41,0.38,0.37,0.38,0.37,0.36,0.37,0.36,0.34,0.32,0.27,0.25,0.27,0.26,0.25,0.26,0.25,0.27,0.0,0.24,0.25,0.25,0.0,0.69,0.64,0.65,0.37,0.26,0.26,0.25,0.0,0.0,0.0,0.0,91.21
07/26/2021,0.0,0.7,0.61,0.4,0.69,0.35,0.67,0.62,0.49,0.65,0.64,0.57,0.68,0.67,0.44,0.53,0.68,0.62,0.61,0.64,0.56,0.67,0.65,0.66,0.59,0.0,0.52,0.65,0.68,0.47,0.66,0.61,0.67,0.53,0.64,0.0,0.65,0.61,0.7,0.0,0.73,0.7,0.31,0.49,0.0,0.62,0.0,0.62,0.61,0.39,0.68,0.67,0.64,0.49,0.48,0.0,0.63,0.51,0.37,0.6,0.65,0.39,0.39,0.5,0.38,0.27,0.38,0.39,0.39,0.38,0.37,0.52,0.0,0.52,0.49,0.48,0.53,0.49,0.53,0.4,0.49,0.54,0.37,0.48,0.49,0.5,0.56,0.55,0.63,0.49,0.51,0.53,0.0,0.52,0.0,0.26,0.34,0.55,0.48,0.25,0.35,0.25,0.65,0.64,0.47,0.57,0.62,0.52,0.0,0.49,0.0,0.36,0.0,0.0,0.0,0.49,0.26,0.51,0.26,0.38,0.27,0.0,0.25,0.27,0.38,0.38,0.24,0.37,0.38,0.53,0.0,0.26,0.24,0.27,0.36,0.0,0.35,0.39,0.38,0.25,0.37,0.66,0.37,0.0,0.36,0.36,0.26,0.35,0.37,0.38,0.26,0.36,0.51,0.25,0.38,0.53,0.57,0.38,0.0,0.64,0.0,0.0,0.38,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.62,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.25,0.26,0.0,0.0,0.37,0.36,0.25,0.26,0.25,0.35,0.0,0.26,0.0,0.0,0.26,0.36,0.25,0.0,0.67,0.65,0.65,0.65,0.58,0.61,0.58,0.55,0.55,0.48,0.52,0.55,0.48,0.48,0.4,0.38,0.36,0.39,0.37,0.35,0.37,0.36,0.34,0.33,0.27,0.26,0.28,0.26,0.25,0.27,0.26,0.27,0.0,0.25,0.25,0.25,0.0,0.69,0.64,0.65,0.36,0.25,0.26,0.24,0.0,0.0,0.0,0.0,91.19
07/27/2021,0.0,0.7,0.61,0.39,0.68,0.35,0.66,0.63,0.49,0.65,0.64,0.57,0.68,0.68,0.42,0.53,0.67,0.63,0.63,0.63,0.56,0.7,0.64,0.65,0.58,0.0,0.53,0.68,0.67,0.46,0.67,0.61,0.67,0.53,0.65,0.0,0.67,0.61,0.71,0.0,0.72,0.7,0.3,0.5,0.0,0.63,0.0,0.62,0.61,0.39,0.67,0.66,0.64,0.49,0.49,0.0,0.62,0.5,0.37,0.6,0.67,0.39,0.4,0.49,0.38,0.28,0.38,0.38,0.39,0.38,0.37,0.52,0.0,0.52,0.5,0.48,0.53,0.49,0.53,0.4,0.49,0.54,0.37,0.48,0.48,0.5,0.57,0.55,0.63,0.48,0.51,0.54,0.0,0.52,0.0,0.26,0.34,0.55,0.48,0.25,0.35,0.25,0.64,0.65,0.47,0.57,0.63,0.52,0.0,0.49,0.0,0.36,0.0,0.0,0.0,0.48,0.26,0.51,0.26,0.39,0.27,0.0,0.25,0.27,0.39,0.39,0.24,0.38,0.38,0.54,0.0,0.26,0.24,0.27,0.36,0.0,0.35,0.38,0.38,0.26,0.38,0.66,0.37,0.0,0.36,0.36,0.25,0.35,0.37,0.38,0.26,0.36,0.51,0.25,0.39,0.54,0.57,0.38,0.0,0.64,0.0,0.0,0.39,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.61,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.26,0.27,0.0,0.0,0.37,0.36,0.25,0.26,0.25,0.35,0.0,0.26,0.0,0.0,0.26,0.35,0.25,0.0,0.66,0.65,0.64,0.65,0.55,0.61,0.58,0.55,0.53,0.48,0.52,0.55,0.47,0.49,0.4,0.38,0.36,0.39,0.36,0.35,0.37,0.36,0.33,0.32,0.27,0.26,0.27,0.26,0.25,0.27,0.26,0.27,0.0,0.25,0.25,0.25,0.0,0.68,0.64,0.64,0.36,0.26,0.27,0.24,0.0,0.0,0.0,0.0,91.21
07/28/2021,0.0,0.7,0.61,0.39,0.68,0.35,0.66,0.63,0.49,0.65,0.64,0.57,0.68,0.68,0.42,0.53,0.67,0.63,0.63,0.63,0.56,0.7,0.64,0.65,0.58,0.0,0.53,0.68,0.67,0.46,0.67,0.61,0.67,0.53,0.65,0.0,0.67,0.61,0.71,0.0,0.72,0.7,0.3,0.5,0.0,0.63,0.0,0.62,0.61,0.39,0.67,0.66,0.64,0.49,0.49,0.0,0.62,0.5,0.37,0.6,0.67,0.39,0.4,0.49,0.38,0.28,0.38,0.38,0.39,0.38,0.37,0.52,0.0,0.52,0.5,0.48,0.53,0.49,0.53,0.4,0.49,0.54,0.37,0.48,0.48,0.5,0.57,0.55,0.63,0.48,0.51,0.54,0.0,0.52,0.0,0.26,0.34,0.55,0.48,0.25,0.35,0.25,0.64,0.65,0.47,0.57,0.63,0.52,0.0,0.49,0.0,0.36,0.0,0.0,0.0,0.48,0.26,0.51,0.26,0.39,0.27,0.0,0.25,0.27,0.39,0.39,0.24,0.38,0.38,0.54,0.0,0.26,0.24,0.27,0.36,0.0,0.35,0.38,0.38,0.26,0.38,0.66,0.37,0.0,0.36,0.36,0.25,0.35,0.37,0.38,0.26,0.36,0.51,0.25,0.39,0.54,0.57,0.38,0.0,0.64,0.0,0.0,0.39,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.61,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.26,0.27,0.0,0.0,0.37,0.36,0.25,0.26,0.25,0.35,0.0,0.26,0.0,0.0,0.26,0.35,0.25,0.0,0.66,0.65,0.64,0.65,0.55,0.61,0.58,0.55,0.53,0.48,0.52,0.55,0.47,0.49,0.4,0.38,0.36,0.39,0.36,0.35,0.37,0.36,0.33,0.32,0.27,0.26,0.27,0.26,0.25,0.27,0.26,0.27,0.0,0.25,0.25,0.25,0.0,0.68,0.64,0.64,0.36,0.26,0.27,0.24,0.0,0.0,0.0,0.0,91.21
07/29/2021,0.0,0.69,0.62,0.39,0.67,0.34,0.65,0.63,0.49,0.65,0.64,0.56,0.67,0.68,0.44,0.53,0.67,0.62,0.61,0.65,0.56,0.69,0.64,0.65,0.58,0.0,0.53,0.67,0.68,0.47,0.67,0.61,0.68,0.52,0.65,0.0,0.65,0.61,0.7,0.0,0.7,0.69,0.32,0.5,0.0,0.63,0.0,0.63,0.61,0.39,0.67,0.67,0.64,0.5,0.49,0.0,0.63,0.51,0.38,0.6,0.66,0.39,0.4,0.49,0.39,0.27,0.38,0.38,0.39,0.37,0.37,0.53,0.0,0.52,0.49,0.48,0.52,0.49,0.53,0.39,0.49,0.54,0.36,0.49,0.5,0.5,0.58,0.55,0.63,0.49,0.51,0.53,0.0,0.52,0.0,0.26,0.34,0.55,0.48,0.25,0.35,0.25,0.64,0.64,0.47,0.56,0.62,0.52,0.0,0.49,0.0,0.35,0.0,0.0,0.0,0.5,0.26,0.52,0.26,0.39,0.26,0.0,0.25,0.26,0.39,0.39,0.24,0.38,0.38,0.54,0.0,0.26,0.0,0.26,0.37,0.0,0.35,0.38,0.38,0.26,0.38,0.66,0.37,0.24,0.36,0.36,0.26,0.35,0.37,0.37,0.26,0.36,0.51,0.25,0.39,0.53,0.57,0.38,0.0,0.64,0.0,0.0,0.39,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.61,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.25,0.26,0.0,0.0,0.37,0.36,0.25,0.26,0.24,0.35,0.0,0.26,0.0,0.0,0.25,0.35,0.25,0.0,0.67,0.65,0.65,0.65,0.56,0.6,0.58,0.55,0.54,0.49,0.52,0.55,0.48,0.49,0.4,0.38,0.36,0.38,0.37,0.35,0.37,0.37,0.33,0.32,0.27,0.26,0.27,0.25,0.25,0.27,0.26,0.27,0.0,0.25,0.25,0.25,0.0,0.68,0.64,0.65,0.36,0.26,0.27,0.24,0.0,0.0,0.0,0.0,91.16
07/30/2021,0.0,0.69,0.61,0.39,0.67,0.34,0.65,0.61,0.49,0.65,0.64,0.57,0.68,0.69,0.42,0.53,0.67,0.62,0.61,0.64,0.56,0.71,0.66,0.65,0.57,0.0,0.53,0.68,0.67,0.46,0.67,0.61,0.68,0.52,0.65,0.0,0.66,0.61,0.71,0.0,0.71,0.7,0.31,0.5,0.0,0.62,0.0,0.62,0.6,0.39,0.67,0.67,0.64,0.5,0.5,0.0,0.63,0.5,0.38,0.6,0.66,0.39,0.4,0.5,0.38,0.27,0.38,0.38,0.39,0.37,0.36,0.54,0.0,0.52,0.5,0.49,0.52,0.49,0.53,0.39,0.49,0.54,0.36,0.49,0.51,0.51,0.58,0.55,0.62,0.49,0.5,0.54,0.0,0.53,0.0,0.26,0.33,0.55,0.48,0.25,0.35,0.25,0.64,0.64,0.47,0.57,0.63,0.52,0.0,0.49,0.0,0.35,0.0,0.0,0.0,0.49,0.26,0.52,0.26,0.39,0.26,0.0,0.25,0.26,0.38,0.39,0.24,0.39,0.39,0.54,0.0,0.26,0.24,0.26,0.37,0.0,0.35,0.38,0.38,0.26,0.38,0.66,0.37,0.24,0.36,0.36,0.26,0.35,0.36,0.38,0.26,0.35,0.51,0.25,0.39,0.53,0.56,0.38,0.0,0.64,0.0,0.0,0.38,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.61,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.25,0.26,0.0,0.0,0.36,0.36,0.25,0.26,0.0,0.36,0.0,0.25,0.0,0.0,0.26,0.35,0.25,0.0,0.67,0.64,0.65,0.66,0.56,0.61,0.59,0.55,0.53,0.48,0.51,0.54,0.47,0.5,0.39,0.38,0.36,0.38,0.37,0.35,0.37,0.37,0.32,0.32,0.27,0.26,0.27,0.25,0.25,0.27,0.26,0.27,0.0,0.25,0.25,0.25,0.0,0.68,0.64,0.65,0.36,0.25,0.27,0.24,0.0,0.0,0.0,0.0,91.14
08/02/2021,0.0,0.7,0.62,0.38,0.67,0.34,0.68,0.6,0.5,0.65,0.64,0.56,0.67,0.68,0.42,0.53,0.66,0.61,0.66,0.63,0.54,0.72,0.65,0.64,0.57,0.0,0.53,0.73,0.65,0.47,0.65,0.61,0.69,0.53,0.64,0.0,0.71,0.61,0.69,0.0,0.71,0.72,0.29,0.5,0.0,0.64,0.0,0.63,0.57,0.38,0.67,0.68,0.64,0.53,0.54,0.0,0.63,0.5,0.38,0.59,0.67,0.38,0.4,0.54,0.38,0.26,0.38,0.37,0.39,0.37,0.36,0.52,0.0,0.51,0.5,0.48,0.52,0.49,0.53,0.38,0.48,0.54,0.37,0.5,0.51,0.5,0.57,0.54,0.63,0.48,0.5,0.52,0.0,0.51,0.0,0.26,0.32,0.55,0.48,0.25,0.36,0.25,0.66,0.66,0.48,0.56,0.66,0.53,0.0,0.5,0.0,0.35,0.0,0.0,0.0,0.5,0.26,0.52,0.25,0.38,0.27,0.0,0.25,0.26,0.38,0.38,0.24,0.38,0.39,0.53,0.0,0.26,0.24,0.26,0.38,0.0,0.35,0.38,0.37,0.26,0.38,0.66,0.38,0.26,0.36,0.36,0.25,0.35,0.37,0.37,0.26,0.34,0.51,0.25,0.4,0.54,0.58,0.38,0.0,0.64,0.0,0.0,0.4,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.61,0.0,0.27,0.0,0.0,0.0,0.26,0.0,0.25,0.26,0.0,0.0,0.37,0.36,0.25,0.26,0.24,0.36,0.0,0.25,0.0,0.0,0.26,0.34,0.24,0.0,0.66,0.66,0.64,0.64,0.56,0.61,0.62,0.54,0.52,0.46,0.5,0.55,0.46,0.48,0.38,0.38,0.37,0.38,0.36,0.35,0.36,0.37,0.31,0.31,0.27,0.26,0.27,0.26,0.24,0.26,0.26,0.27,0.0,0.25,0.25,0.25,0.24,0.66,0.63,0.65,0.36,0.25,0.0,0.0,0.0,0.0,0.0,0.0,91.12
08/03/2021,0.0,0.72,0.61,0.39,0.68,0.33,0.69,0.61,0.5,0.65,0.64,0.57,0.67,0.67,0.41,0.53,0.66,0.61,0.68,0.63,0.55,0.73,0.65,0.64,0.56,0.65,0.52,0.75,0.65,0.46,0.64,0.61,0.69,0.53,0.64,0.63,0.72,0.62,0.69,0.0,0.73,0.73,0.29,0.5,0.0,0.65,0.0,0.64,0.57,0.38,0.66,0.68,0.64,0.56,0.54,0.0,0.64,0.5,0.37,0.59,0.68,0.38,0.4,0.54,0.39,0.26,0.38,0.37,0.39,0.37,0.37,0.52,0.0,0.51,0.49,0.48,0.51,0.49,0.53,0.38,0.48,0.54,0.37,0.5,0.51,0.5,0.57,0.53,0.64,0.48,0.51,0.52,0.0,0.51,0.0,0.25,0.32,0.55,0.47,0.25,0.36,0.24,0.66,0.67,0.47,0.56,0.66,0.53,0.0,0.51,0.66,0.35,0.0,0.0,0.0,0.49,0.25,0.52,0.24,0.37,0.26,0.0,0.25,0.26,0.38,0.39,0.24,0.37,0.39,0.53,0.36,0.26,0.24,0.26,0.38,0.0,0.35,0.38,0.37,0.27,0.37,0.67,0.38,0.25,0.36,0.36,0.25,0.35,0.34,0.37,0.26,0.34,0.5,0.25,0.41,0.55,0.59,0.38,0.0,0.63,0.0,0.0,0.39,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.61,0.0,0.26,0.0,0.0,0.0,0.25,0.0,0.25,0.26,0.0,0.0,0.38,0.36,0.26,0.26,0.25,0.35,0.0,0.25,0.0,0.0,0.26,0.34,0.24,0.0,0.66,0.63,0.63,0.62,0.56,0.62,0.63,0.54,0.53,0.46,0.5,0.54,0.47,0.47,0.38,0.36,0.37,0.37,0.35,0.35,0.35,0.37,0.31,0.3,0.27,0.26,0.27,0.26,0.0,0.26,0.26,0.27,0.24,0.25,0.25,0.25,0.24,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,91.1
08/04/2021,0.0,0.72,0.61,0.39,0.68,0.33,0.69,0.61,0.5,0.65,0.64,0.57,0.67,0.67,0.41,0.53,0.66,0.61,0.68,0.63,0.55,0.73,0.65,0.64,0.56,0.65,0.52,0.75,0.65,0.46,0.64,0.61,0.69,0.53,0.64,0.63,0.72,0.62,0.69,0.0,0.73,0.73,0.29,0.5,0.0,0.65,0.0,0.64,0.57,0.38,0.66,0.68,0.64,0.56,0.54,0.0,0.64,0.5,0.37,0.59,0.68,0.38,0.4,0.54,0.39,0.26,0.38,0.37,0.39,0.37,0.37,0.52,0.0,0.51,0.49,0.48,0.51,0.49,0.53,0.38,0.48,0.54,0.37,0.5,0.51,0.5,0.57,0.53,0.64,0.48,0.51,0.52,0.0,0.51,0.0,0.25,0.32,0.55,0.47,0.25,0.36,0.24,0.66,0.67,0.47,0.56,0.66,0.53,0.0,0.51,0.66,0.35,0.0,0.0,0.0,0.49,0.25,0.52,0.24,0.37,0.26,0.0,0.25,0.26,0.38,0.39,0.24,0.37,0.39,0.53,0.36,0.26,0.24,0.26,0.38,0.0,0.35,0.38,0.37,0.27,0.37,0.67,0.38,0.25,0.36,0.36,0.25,0.35,0.34,0.37,0.26,0.34,0.5,0.25,0.41,0.55,0.59,0.38,0.0,0.63,0.0,0.0,0.39,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.61,0.0,0.26,0.0,0.0,0.0,0.25,0.0,0.25,0.26,0.0,0.0,0.38,0.36,0.26,0.26,0.25,0.35,0.0,0.25,0.0,0.0,0.26,0.34,0.24,0.0,0.66,0.63,0.63,0.62,0.56,0.62,0.63,0.54,0.53,0.46,0.5,0.54,0.47,0.47,0.38,0.36,0.37,0.37,0.35,0.35,0.35,0.37,0.31,0.3,0.27,0.26,0.27,0.26,0.0,0.26,0.26,0.27,0.24,0.25,0.25,0.25,0.24,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,91.1
08/05/2021,0.0,0.72,0.62,0.39,0.69,0.33,0.71,0.61,0.5,0.66,0.63,0.57,0.66,0.68,0.42,0.53,0.65,0.61,0.69,0.62,0.56,0.73,0.66,0.64,0.57,0.65,0.53,0.76,0.59,0.46,0.58,0.61,0.67,0.54,0.64,0.62,0.72,0.61,0.7,0.0,0.72,0.73,0.29,0.5,0.0,0.65,0.0,0.63,0.55,0.38,0.67,0.66,0.65,0.56,0.54,0.0,0.65,0.5,0.37,0.59,0.69,0.38,0.4,0.54,0.38,0.26,0.38,0.36,0.39,0.37,0.37,0.53,0.0,0.5,0.49,0.48,0.51,0.49,0.53,0.38,0.48,0.53,0.37,0.5,0.51,0.5,0.58,0.54,0.64,0.49,0.51,0.53,0.0,0.5,0.0,0.25,0.33,0.56,0.47,0.25,0.35,0.25,0.66,0.66,0.47,0.56,0.67,0.54,0.0,0.5,0.67,0.35,0.0,0.0,0.0,0.49,0.25,0.52,0.25,0.38,0.25,0.0,0.24,0.26,0.38,0.39,0.24,0.38,0.39,0.52,0.36,0.26,0.25,0.26,0.38,0.0,0.35,0.38,0.38,0.26,0.37,0.67,0.39,0.25,0.36,0.36,0.25,0.35,0.34,0.37,0.26,0.35,0.51,0.25,0.41,0.56,0.6,0.38,0.0,0.63,0.0,0.0,0.38,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.61,0.0,0.26,0.0,0.0,0.0,0.25,0.0,0.26,0.26,0.0,0.0,0.37,0.36,0.26,0.25,0.25,0.35,0.0,0.25,0.0,0.0,0.26,0.33,0.0,0.0,0.66,0.63,0.64,0.61,0.56,0.62,0.66,0.55,0.51,0.45,0.49,0.53,0.47,0.47,0.39,0.36,0.38,0.37,0.35,0.35,0.36,0.36,0.31,0.31,0.27,0.26,0.26,0.26,0.0,0.26,0.25,0.26,0.0,0.26,0.25,0.25,0.24,0.0,0.0,0.0,0.0,0.25,0.0,0.24,0.24,0.0,0.0,0.0,91.08
08/06/2021,0.0,0.71,0.61,0.39,0.67,0.33,0.73,0.62,0.5,0.65,0.64,0.57,0.65,0.65,0.4,0.51,0.64,0.61,0.7,0.63,0.56,0.74,0.66,0.63,0.57,0.0,0.53,0.77,0.58,0.46,0.58,0.6,0.69,0.55,0.65,0.0,0.71,0.61,0.71,0.0,0.71,0.75,0.27,0.51,0.0,0.65,0.0,0.63,0.56,0.37,0.68,0.66,0.65,0.55,0.54,0.0,0.63,0.49,0.38,0.6,0.69,0.38,0.42,0.54,0.38,0.25,0.39,0.35,0.38,0.37,0.37,0.53,0.0,0.51,0.5,0.49,0.51,0.49,0.54,0.37,0.49,0.54,0.37,0.5,0.52,0.5,0.59,0.54,0.63,0.48,0.51,0.54,0.0,0.5,0.0,0.26,0.33,0.54,0.48,0.25,0.35,0.25,0.67,0.65,0.48,0.55,0.67,0.57,0.0,0.51,0.0,0.35,0.0,0.0,0.0,0.48,0.25,0.53,0.25,0.38,0.25,0.0,0.25,0.26,0.38,0.39,0.0,0.39,0.4,0.52,0.0,0.26,0.25,0.25,0.38,0.0,0.35,0.38,0.38,0.26,0.38,0.68,0.39,0.25,0.36,0.36,0.25,0.35,0.34,0.36,0.27,0.35,0.51,0.25,0.41,0.56,0.6,0.37,0.0,0.63,0.0,0.0,0.38,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.61,0.0,0.27,0.0,0.0,0.0,0.25,0.0,0.26,0.26,0.0,0.0,0.37,0.36,0.26,0.25,0.25,0.36,0.0,0.25,0.0,0.0,0.26,0.34,0.24,0.0,0.66,0.62,0.63,0.6,0.56,0.6,0.63,0.54,0.51,0.46,0.5,0.55,0.47,0.46,0.38,0.36,0.38,0.37,0.34,0.35,0.36,0.36,0.32,0.31,0.26,0.26,0.26,0.26,0.0,0.26,0.25,0.26,0.0,0.26,0.26,0.26,0.25,0.67,0.63,0.65,0.36,0.25,0.0,0.24,0.24,0.0,0.0,0.0,91.13
08/09/2021,0.0,0.74,0.63,0.42,0.67,0.33,0.75,0.61,0.5,0.66,0.68,0.58,0.66,0.68,0.39,0.5,0.64,0.59,0.69,0.64,0.56,0.72,0.65,0.64,0.58,0.0,0.54,0.76,0.57,0.46,0.56,0.62,0.67,0.55,0.64,0.0,0.7,0.6,0.71,0.0,0.7,0.76,0.28,0.51,0.0,0.64,0.0,0.63,0.54,0.38,0.68,0.63,0.63,0.56,0.58,0.0,0.62,0.49,0.39,0.58,0.67,0.38,0.42,0.54,0.38,0.25,0.37,0.35,0.39,0.38,0.34,0.53,0.0,0.51,0.5,0.5,0.51,0.5,0.53,0.36,0.49,0.53,0.38,0.51,0.51,0.51,0.59,0.54,0.64,0.49,0.51,0.53,0.0,0.5,0.0,0.26,0.32,0.54,0.48,0.25,0.34,0.27,0.61,0.64,0.49,0.54,0.67,0.58,0.0,0.51,0.0,0.35,0.0,0.0,0.0,0.49,0.25,0.52,0.25,0.38,0.27,0.0,0.25,0.25,0.37,0.39,0.24,0.39,0.39,0.51,0.0,0.27,0.25,0.25,0.39,0.0,0.35,0.38,0.37,0.26,0.38,0.67,0.39,0.26,0.36,0.36,0.0,0.36,0.34,0.36,0.27,0.34,0.51,0.26,0.42,0.57,0.59,0.37,0.0,0.65,0.0,0.0,0.39,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.61,0.0,0.27,0.0,0.0,0.0,0.25,0.0,0.25,0.27,0.0,0.0,0.37,0.37,0.26,0.25,0.28,0.37,0.0,0.25,0.0,0.24,0.27,0.34,0.25,0.0,0.66,0.64,0.63,0.59,0.59,0.59,0.61,0.56,0.5,0.46,0.5,0.55,0.47,0.48,0.34,0.36,0.38,0.38,0.35,0.35,0.35,0.35,0.3,0.29,0.27,0.26,0.27,0.27,0.0,0.27,0.25,0.27,0.0,0.27,0.26,0.25,0.25,0.0,0.63,0.65,0.37,0.25,0.0,0.0,0.24,0.67,0.0,0.0,91.21
