,ASML.AS,MC.PA,SAP.DE,SIE.DE,OR.PA,SAN.PA,TTE.PA,ALV.DE,DTE.DE,SU.PA,AI.PA,AIR.PA,ABI.BR,IBE.MC,DAI.DE,BAS.DE,ADYEN.AS,BNP.PA,ENEL.MI,ADS.DE,DPW.DE,SAN.MC,DG.PA,KER.PA,BAYN.DE,EL.PA,CS.PA,RMS.PA,INGA.AS,VOW3.DE,ISP.MI,IFX.DE,BN.PA,SAF.PA,PHIA.AS,RI.PA,PRX.AS,ITX.MC,CLNX.MC,BBVA.MC,CRH.L,MUV2.DE,VNA.DE,DSY.PA,BMW.DE,KNEBV.HE,ENI.MI,DSM.AS,DB1.DE,AD.AS,LR.PA,AMS.MC,NOKIA.HE,SGO.PA,VIV.PA,HEIA.AS,CAP.PA,DBK.DE,WKL.AS,NESTE.HE,ML.PA,ENGI.PA,TEF.MC,G.MI,TEP.PA,STM.PA,RWE.DE,EOAN.DE,WLN.PA,MRK.DE,UCG.MI,EZU,DHER.DE,KRZ.IR,AKZA.AS,SAMPO.HE,KBC.BR,MT.AS,ORA.PA,DWNI.DE,FRE.DE,UPM.HE,GLE.PA,RYAAY,HEN3.DE,KBX.DE,REP.MC,ZAL.DE,FER.MC,HFG.DE,SRT3.,VIE.PA,ACA.PA,PAH3.DE,FME.DE,MONC.MI,SY1.DE,ASM.AS,ARGX.BR,CON.DE,BEI.DE,ERF.PA,EDP.LS,PUB.PA,BNR.DE,ALO.PA,CABK.MC,ENR.DE,KRX.IR,CA.PA,HEI.DE,UCB.BR,AENA.MC,SRG.MI,DIM.PA,SK3.IR,NN.AS,FORTUM.HE,NEXI.MI,HO.PA,1COV.DE,EDEN.PA,UMI.BR,EBS.VI,PUM.DE,STERV.HE,HEIO.AS,VER.VI,URW.AS,HNR1.DE,FBK.MI,TKWY.AS,MTX.DE,ABN.AS,KESKOB.HE,LEG.DE,ENX.PA,HEK.SW,TRN.MI,PRY.MI,AT1.DE,SA.SW,EXO.MI,FGR.PA,BVI.PA,SEV.PA,ELISA.HE,Cash & Cash Equivalents,RAND.AS,KPN.AS,GBLB.BR,NTGY.MC,MB.MI,AGS.BR,RNO.PA,MOCORP.HE,OMV.VI,SW.PA,KGX.DE,REE.MC,UBI.PA,ELE.MC,EN.PA,GRF.MC,SGRE.MC,LIGHT.AS,GFC.PA,ACS.MC,AGN.AS,ELI.BR,CBK.DE,SOF.BR,WRT1V.HE,IMCD.AS,GET.PA,EDF.PA,ORP.PA,EO.PA,SK.PA,G1A.DE,G24.DE,PST.MI,AMP.MI,CPR.MI,ATO.PA,FR.PA,AC.PA,FDJ.PA,AFX.DE,LXS.DE,VALMT.HE,EVK.DE,AKE.PA,LI.PA,SCR.PA,AMUN.PA,TMV.DE,WDP.BR,VOE.VI,TEN.MI,DSYA.,LHA.DE,ASRNL.AS,SOI.PA,ENG.MC,NEOEN.PA,iShares MSCI Eurozone ETF,BIM.PA,DWN.,NEM.DE,BESI.AS,HUH1V.HE,n/a,SUM
07/23/2021,4.17,3.74,2.71,2.06,2.03,2.0,1.74,1.69,1.55,1.53,1.51,1.4,1.27,1.2,1.18,1.21,1.24,1.13,1.12,1.14,1.14,1.05,1.0,1.03,1.02,0.97,0.95,0.95,0.86,0.91,0.83,0.82,0.8,0.75,0.74,0.75,0.76,0.68,0.71,0.67,0.68,0.64,0.68,0.0,0.58,0.61,0.52,0.58,0.54,0.54,0.53,0.48,0.56,0.52,0.51,0.51,0.52,0.46,0.51,0.48,0.47,0.45,0.44,0.44,0.45,0.43,0.4,0.44,0.42,0.43,0.39,0.27,0.42,0.41,0.41,0.4,0.39,0.39,0.38,0.38,0.38,0.37,0.34,0.33,0.33,0.33,0.28,0.28,0.28,0.27,0.31,0.28,0.28,0.29,0.29,0.28,0.29,0.3,0.27,0.25,0.26,0.27,0.25,0.25,0.27,0.23,0.23,0.19,0.24,0.22,0.23,0.23,0.21,0.22,0.24,0.22,0.22,0.21,0.32,0.21,0.21,0.2,0.21,0.2,0.2,0.22,0.19,0.2,0.18,0.19,0.18,0.23,0.2,0.17,0.19,0.19,0.17,0.17,0.18,0.17,0.17,0.18,0.16,0.16,0.17,0.17,0.18,0.11,0.16,0.17,0.16,0.16,0.15,0.15,0.14,0.14,0.14,0.13,0.14,0.15,0.13,0.14,0.15,0.13,0.11,0.13,0.14,0.13,0.14,0.14,0.12,0.14,0.12,0.13,0.12,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.1,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.67,0.11,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,94.68
07/26/2021,4.35,3.73,2.59,2.12,1.99,1.96,1.73,1.69,1.52,1.54,1.49,1.41,1.26,1.2,1.17,1.2,1.3,1.13,1.14,1.14,1.13,1.06,1.01,1.02,1.01,0.97,0.95,0.94,0.85,0.91,0.83,0.81,0.77,0.76,0.74,0.74,0.76,0.68,0.71,0.69,0.67,0.65,0.68,0.0,0.57,0.59,0.52,0.58,0.54,0.54,0.53,0.49,0.55,0.53,0.51,0.5,0.52,0.46,0.51,0.49,0.46,0.45,0.44,0.44,0.45,0.44,0.4,0.44,0.43,0.42,0.39,0.27,0.44,0.41,0.39,0.4,0.39,0.4,0.37,0.0,0.38,0.37,0.34,0.34,0.33,0.32,0.28,0.29,0.27,0.28,0.3,0.28,0.28,0.29,0.29,0.29,0.28,0.31,0.27,0.25,0.25,0.27,0.25,0.25,0.26,0.22,0.23,0.2,0.24,0.21,0.23,0.23,0.21,0.22,0.24,0.22,0.22,0.22,0.32,0.21,0.21,0.21,0.21,0.2,0.2,0.22,0.19,0.2,0.18,0.19,0.18,0.23,0.21,0.17,0.19,0.19,0.17,0.17,0.18,0.17,0.17,0.17,0.16,0.16,0.17,0.16,0.17,0.12,0.16,0.16,0.16,0.16,0.15,0.14,0.14,0.15,0.14,0.13,0.14,0.15,0.13,0.15,0.15,0.13,0.12,0.13,0.14,0.13,0.14,0.14,0.12,0.14,0.12,0.13,0.12,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.1,0.1,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.67,0.11,0.0,0.09,0.0,0.0,0.0,0.0,0.37,0.09,0.0,0.0,0.0,94.62
07/29/2021,4.42,3.76,2.53,2.1,1.99,1.94,1.75,1.69,1.52,1.55,1.47,1.43,1.25,1.18,1.23,1.21,1.29,1.16,1.15,1.12,1.13,1.09,1.01,1.04,1.0,0.96,0.94,0.94,0.88,0.9,0.85,0.82,0.77,0.76,0.71,0.74,0.68,0.68,0.7,0.71,0.67,0.64,0.64,0.0,0.58,0.58,0.53,0.58,0.53,0.54,0.52,0.49,0.55,0.53,0.5,0.5,0.52,0.46,0.5,0.5,0.46,0.45,0.44,0.44,0.45,0.44,0.4,0.43,0.43,0.42,0.4,0.27,0.43,0.41,0.39,0.4,0.4,0.42,0.37,0.0,0.38,0.37,0.35,0.34,0.32,0.32,0.28,0.29,0.28,0.28,0.3,0.28,0.28,0.28,0.28,0.29,0.28,0.32,0.26,0.25,0.25,0.26,0.25,0.25,0.26,0.22,0.24,0.19,0.24,0.21,0.23,0.22,0.21,0.22,0.24,0.22,0.22,0.21,0.32,0.21,0.21,0.21,0.21,0.2,0.2,0.22,0.19,0.2,0.19,0.19,0.18,0.23,0.21,0.17,0.19,0.18,0.17,0.17,0.18,0.17,0.17,0.18,0.16,0.16,0.17,0.16,0.17,0.13,0.16,0.16,0.16,0.16,0.16,0.15,0.14,0.15,0.15,0.14,0.14,0.15,0.13,0.14,0.15,0.13,0.11,0.12,0.14,0.14,0.14,0.14,0.12,0.14,0.12,0.13,0.12,0.11,0.12,0.11,0.1,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.1,0.1,0.12,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.66,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.37,0.0,0.09,0.0,0.0,94.6
07/30/2021,4.35,3.77,2.58,2.1,2.01,1.94,1.77,1.7,1.53,1.55,1.48,1.45,1.27,1.18,1.21,1.21,1.28,1.15,1.14,1.12,1.12,1.09,1.01,1.02,0.99,0.96,0.95,0.94,0.87,0.88,0.85,0.8,0.76,0.76,0.71,0.74,0.63,0.68,0.7,0.71,0.67,0.65,0.65,0.0,0.57,0.59,0.53,0.58,0.53,0.54,0.52,0.48,0.55,0.53,0.5,0.5,0.52,0.47,0.51,0.46,0.46,0.45,0.45,0.44,0.45,0.44,0.4,0.44,0.39,0.43,0.4,0.27,0.42,0.41,0.4,0.4,0.4,0.42,0.38,0.37,0.38,0.38,0.35,0.35,0.33,0.32,0.28,0.29,0.28,0.28,0.3,0.29,0.28,0.28,0.28,0.29,0.28,0.31,0.25,0.25,0.25,0.26,0.25,0.25,0.27,0.22,0.24,0.19,0.25,0.21,0.23,0.23,0.21,0.22,0.24,0.22,0.22,0.22,0.32,0.21,0.21,0.2,0.21,0.2,0.2,0.22,0.19,0.2,0.18,0.19,0.19,0.24,0.21,0.17,0.2,0.18,0.17,0.17,0.18,0.17,0.17,0.18,0.16,0.17,0.17,0.16,0.17,0.13,0.16,0.17,0.16,0.16,0.16,0.15,0.14,0.15,0.15,0.14,0.14,0.15,0.13,0.14,0.15,0.13,0.11,0.12,0.14,0.14,0.14,0.14,0.12,0.13,0.13,0.13,0.12,0.11,0.12,0.11,0.1,0.12,0.11,0.11,0.11,0.12,0.0,0.11,0.1,0.1,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.68,0.11,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.62
08/02/2021,4.44,3.81,2.6,2.07,1.99,1.91,1.8,1.69,1.5,1.53,1.43,1.48,1.18,1.18,1.23,1.19,1.32,1.16,1.13,1.11,1.11,1.07,1.02,1.05,1.0,0.96,0.94,0.94,0.88,0.89,0.85,0.83,0.8,0.74,0.7,0.74,0.71,0.68,0.7,0.7,0.68,0.64,0.64,0.0,0.57,0.57,0.53,0.58,0.52,0.54,0.52,0.49,0.57,0.52,0.5,0.5,0.55,0.47,0.51,0.46,0.46,0.45,0.44,0.44,0.45,0.47,0.4,0.44,0.4,0.42,0.4,0.27,0.42,0.43,0.39,0.4,0.4,0.44,0.36,0.37,0.38,0.37,0.35,0.34,0.32,0.32,0.28,0.28,0.28,0.26,0.31,0.3,0.28,0.29,0.28,0.28,0.28,0.31,0.25,0.25,0.25,0.26,0.24,0.25,0.26,0.22,0.24,0.19,0.25,0.21,0.23,0.23,0.21,0.22,0.24,0.22,0.22,0.22,0.32,0.21,0.2,0.2,0.2,0.2,0.2,0.22,0.19,0.19,0.18,0.19,0.19,0.24,0.21,0.18,0.2,0.18,0.17,0.17,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.16,0.17,0.12,0.15,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.13,0.15,0.16,0.13,0.14,0.15,0.13,0.11,0.12,0.14,0.14,0.14,0.14,0.12,0.14,0.12,0.13,0.12,0.11,0.12,0.11,0.1,0.12,0.11,0.11,0.11,0.12,0.0,0.11,0.1,0.1,0.12,0.11,0.1,0.11,0.11,0.09,0.09,0.1,0.0,0.1,0.1,0.0,0.68,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,94.66
08/03/2021,4.44,3.77,2.61,2.06,2.01,1.93,1.77,1.69,1.49,1.57,1.45,1.48,1.15,1.19,1.23,1.19,1.29,1.15,1.1,1.1,1.09,1.06,1.01,1.05,0.98,0.99,0.94,0.95,0.88,0.89,0.85,0.82,0.82,0.72,0.71,0.74,0.7,0.68,0.71,0.7,0.68,0.64,0.64,0.0,0.57,0.58,0.54,0.58,0.51,0.55,0.53,0.47,0.57,0.54,0.51,0.49,0.55,0.47,0.52,0.46,0.47,0.44,0.45,0.44,0.45,0.46,0.4,0.44,0.4,0.43,0.42,0.27,0.43,0.41,0.4,0.4,0.4,0.44,0.36,0.37,0.37,0.38,0.35,0.35,0.32,0.32,0.28,0.27,0.28,0.26,0.31,0.3,0.28,0.29,0.27,0.28,0.29,0.31,0.26,0.25,0.25,0.26,0.24,0.24,0.26,0.21,0.23,0.19,0.25,0.21,0.23,0.23,0.21,0.23,0.25,0.22,0.22,0.21,0.31,0.21,0.2,0.2,0.2,0.21,0.2,0.22,0.19,0.18,0.18,0.18,0.19,0.25,0.21,0.17,0.2,0.19,0.18,0.17,0.18,0.17,0.17,0.18,0.17,0.16,0.17,0.16,0.17,0.13,0.15,0.17,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.13,0.14,0.16,0.13,0.14,0.15,0.13,0.12,0.12,0.14,0.14,0.14,0.14,0.12,0.14,0.12,0.13,0.12,0.11,0.12,0.11,0.1,0.12,0.11,0.11,0.11,0.12,0.0,0.11,0.1,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.7,0.1,0.0,0.1,0.09,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,94.62999999999998
08/04/2021,4.44,3.77,2.61,2.06,2.01,1.93,1.77,1.69,1.49,1.57,1.45,1.48,1.15,1.19,1.23,1.19,1.29,1.15,1.1,1.1,1.09,1.06,1.01,1.05,0.98,0.99,0.94,0.95,0.88,0.89,0.85,0.82,0.82,0.72,0.71,0.74,0.7,0.68,0.71,0.7,0.68,0.64,0.64,0.0,0.57,0.58,0.54,0.58,0.51,0.55,0.53,0.47,0.57,0.54,0.51,0.49,0.55,0.47,0.52,0.46,0.47,0.44,0.45,0.44,0.45,0.46,0.4,0.44,0.4,0.43,0.42,0.27,0.43,0.41,0.4,0.4,0.4,0.44,0.36,0.37,0.37,0.38,0.35,0.35,0.32,0.32,0.28,0.27,0.28,0.26,0.31,0.3,0.28,0.29,0.27,0.28,0.29,0.31,0.26,0.25,0.25,0.26,0.24,0.24,0.26,0.21,0.23,0.19,0.25,0.21,0.23,0.23,0.21,0.23,0.25,0.22,0.22,0.21,0.31,0.21,0.2,0.2,0.2,0.21,0.2,0.22,0.19,0.18,0.18,0.18,0.19,0.25,0.21,0.17,0.2,0.19,0.18,0.17,0.18,0.17,0.17,0.18,0.17,0.16,0.17,0.16,0.17,0.13,0.15,0.17,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.13,0.14,0.16,0.13,0.14,0.15,0.13,0.12,0.12,0.14,0.14,0.14,0.14,0.12,0.14,0.12,0.13,0.12,0.11,0.12,0.11,0.1,0.12,0.11,0.11,0.11,0.12,0.0,0.11,0.1,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.7,0.1,0.0,0.1,0.09,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,94.62999999999998
08/05/2021,4.5,3.82,2.6,2.1,2.03,1.91,1.76,1.55,1.48,1.57,1.43,1.49,1.15,1.18,1.25,1.18,1.3,1.15,1.09,1.16,1.09,1.04,1.01,1.07,0.98,1.02,0.98,0.96,0.87,0.89,0.84,0.85,0.85,0.73,0.71,0.74,0.7,0.69,0.72,0.7,0.7,0.64,0.65,0.0,0.57,0.58,0.53,0.58,0.51,0.54,0.53,0.49,0.59,0.54,0.5,0.49,0.56,0.46,0.51,0.45,0.47,0.44,0.46,0.46,0.45,0.47,0.4,0.44,0.4,0.43,0.41,0.27,0.45,0.41,0.4,0.4,0.4,0.43,0.36,0.0,0.36,0.37,0.37,0.36,0.32,0.32,0.28,0.28,0.28,0.26,0.32,0.3,0.28,0.28,0.26,0.28,0.28,0.31,0.26,0.25,0.25,0.26,0.24,0.24,0.26,0.21,0.23,0.2,0.26,0.21,0.23,0.23,0.21,0.22,0.25,0.22,0.22,0.21,0.31,0.21,0.2,0.22,0.21,0.21,0.2,0.22,0.19,0.18,0.18,0.18,0.19,0.25,0.21,0.17,0.2,0.2,0.17,0.17,0.18,0.17,0.17,0.18,0.17,0.16,0.17,0.16,0.17,0.17,0.15,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.13,0.14,0.15,0.12,0.14,0.15,0.13,0.12,0.12,0.14,0.14,0.14,0.14,0.12,0.14,0.12,0.13,0.12,0.11,0.11,0.11,0.1,0.12,0.11,0.11,0.11,0.14,0.0,0.11,0.1,0.1,0.12,0.11,0.1,0.13,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.7,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,94.71
08/06/2021,4.49,3.87,2.61,2.1,2.04,1.9,1.8,1.53,1.49,1.59,1.43,1.46,1.12,1.19,1.24,1.19,1.3,1.16,1.08,1.18,1.09,1.05,1.0,1.07,0.97,1.03,0.99,0.97,0.88,0.88,0.85,0.84,0.85,0.71,0.7,0.73,0.65,0.68,0.72,0.72,0.7,0.63,0.65,0.0,0.54,0.58,0.54,0.59,0.51,0.55,0.53,0.46,0.6,0.55,0.51,0.49,0.57,0.45,0.51,0.45,0.47,0.45,0.47,0.45,0.45,0.47,0.4,0.44,0.39,0.43,0.4,0.27,0.44,0.41,0.39,0.4,0.39,0.43,0.37,0.0,0.37,0.37,0.39,0.37,0.32,0.31,0.28,0.28,0.28,0.26,0.32,0.3,0.28,0.28,0.27,0.28,0.28,0.32,0.26,0.25,0.25,0.26,0.24,0.24,0.26,0.21,0.23,0.2,0.26,0.22,0.23,0.23,0.21,0.22,0.25,0.22,0.22,0.22,0.3,0.2,0.2,0.22,0.21,0.21,0.2,0.22,0.19,0.18,0.18,0.18,0.19,0.25,0.2,0.17,0.2,0.2,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.17,0.17,0.15,0.17,0.16,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.14,0.16,0.12,0.14,0.15,0.13,0.12,0.12,0.14,0.14,0.14,0.14,0.12,0.14,0.12,0.13,0.12,0.11,0.11,0.11,0.1,0.13,0.11,0.11,0.11,0.13,0.0,0.11,0.1,0.1,0.12,0.12,0.1,0.13,0.11,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.7,0.1,0.0,0.1,0.1,0.0,0.0,0.09,0.0,0.0,0.1,0.09,0.0,94.69
08/09/2021,4.59,3.83,2.66,2.18,2.04,1.85,1.78,1.52,1.47,1.61,1.43,1.47,1.11,1.17,1.22,1.18,1.31,1.17,1.08,1.14,1.09,1.06,1.0,1.06,0.89,1.02,0.99,0.97,0.89,0.88,0.84,0.89,0.84,0.72,0.67,0.73,0.65,0.67,0.72,0.72,0.69,0.64,0.66,0.0,0.54,0.57,0.53,0.59,0.51,0.54,0.53,0.46,0.59,0.57,0.51,0.47,0.57,0.46,0.51,0.44,0.47,0.45,0.46,0.44,0.45,0.47,0.41,0.43,0.39,0.46,0.41,0.27,0.45,0.4,0.39,0.41,0.4,0.43,0.36,0.0,0.37,0.37,0.4,0.37,0.32,0.32,0.28,0.26,0.28,0.25,0.32,0.29,0.28,0.28,0.27,0.28,0.28,0.33,0.26,0.25,0.26,0.29,0.24,0.25,0.27,0.21,0.23,0.19,0.27,0.21,0.23,0.23,0.21,0.22,0.25,0.22,0.22,0.22,0.29,0.2,0.2,0.22,0.21,0.21,0.2,0.22,0.18,0.18,0.19,0.19,0.19,0.25,0.21,0.18,0.2,0.2,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.17,0.0,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.13,0.14,0.15,0.12,0.14,0.15,0.13,0.12,0.12,0.14,0.14,0.14,0.14,0.11,0.14,0.12,0.14,0.12,0.11,0.11,0.11,0.1,0.13,0.11,0.11,0.11,0.13,0.0,0.11,0.1,0.09,0.13,0.11,0.1,0.12,0.11,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.71,0.1,0.0,0.1,0.1,0.0,0.0,0.09,0.0,0.1,0.1,0.0,0.17,94.7
